,idChiave,DIAM,ist_acc,numTP,CurrentPeak,rpmSetPoint,statorCelsius,spindleRpm,bearingsCelsius,VibromPeak,statoRot,@timestamp,LUNG,UTE
0,2161,12.0,3714256,1,20.23,18000.0,17.0,17980.0,17.0,2.3,1,2020-12-02T17:09:44.886Z,121.833,FRESA12_PROVA
1,2162,80.0,505926,1,20.212,12000.0,12.0,11843.0,13.0,0.5,1,2020-12-03T08:26:55.542Z,108.9,SPIANA_PROVA
2,2162,80.0,547768,1,3.757,12000.0,19.0,11893.0,15.0,0.7,1,2020-12-03T08:33:53.966Z,108.9,SPIANA_PROVA
3,2163,80.0,681275,1,20.281,12000.0,22.0,11934.0,20.0,0.8,1,2020-12-03T08:56:09.048Z,108.9,SPIANA_PROVA
4,2163,80.0,777505,1,2.703,12000.0,27.0,11860.0,22.0,0.9,1,2020-12-03T09:12:11.357Z,108.9,SPIANA_PROVA
5,2163,80.0,777394,1,3.213,12000.0,27.0,11984.0,22.0,0.8,1,2020-12-03T09:12:10.247Z,108.9,SPIANA_PROVA
6,2163,80.0,777547,1,3.774,12000.0,27.0,11636.0,22.0,0.9,1,2020-12-03T09:12:11.777Z,108.9,SPIANA_PROVA
7,2170,,1201999,,6.926,0.0,0.0,0.0,0.0,,1,2020-12-14T13:21:51.797Z,,
8,2171,,1264857,,6.452,0.0,0.0,0.0,0.0,,1,2020-12-14T13:32:20.382Z,,
9,2172,,1283822,,12.21,0.0,0.0,0.0,0.0,,1,2020-12-14T13:35:30.034Z,,
10,2173,120.0,1349369,8,8.85,6000.0,0.0,0.0,0.0,,1,2020-12-14T13:46:25.510Z,2.0,LAMA120
11,2174,120.0,1388589,8,12.017,6000.0,0.0,0.0,0.0,,1,2020-12-14T13:52:57.714Z,2.0,LAMA120
12,2182,120.0,2966855,8,12.076,6000.0,0.0,0.0,0.0,,1,2020-12-15T15:21:18.867Z,2.0,LAMA120
13,2183,,2969687,,11.98,0.0,0.0,0.0,0.0,,1,2020-12-15T15:21:47.187Z,,
14,2186,120.0,2995817,8,6.001,6000.0,0.0,0.0,0.0,,1,2020-12-15T15:26:08.488Z,2.0,LAMA120
15,2187,,2998474,,5.89,0.0,0.0,0.0,0.0,,1,2020-12-15T15:26:35.058Z,,
16,2191,,2350911,,6.556,0.0,0.0,0.0,0.0,,1,2020-12-16T13:30:00.208Z,,
17,2194,,2376574,,12.032,0.0,0.0,0.0,0.0,,1,2020-12-16T13:34:16.841Z,,
18,2196,,2428335,,6.053,0.0,0.0,0.0,0.0,,1,2020-12-16T13:42:54.457Z,,
19,2199,,2446599,,12.136,0.0,0.0,0.0,0.0,,1,2020-12-16T13:45:57.100Z,,
20,2201,,220579,,6.497,0.0,0.0,0.0,0.0,,1,2020-12-17T07:42:31.252Z,,
21,2202,,235494,,12.002,0.0,0.0,0.0,0.0,,1,2020-12-17T07:45:00.403Z,,
22,2203,,268634,,12.173,0.0,0.0,0.0,0.0,,1,2020-12-17T07:50:31.806Z,,
23,2205,,101474,,12.076,0.0,0.0,0.0,0.0,,1,2020-12-17T10:36:07.665Z,,
24,2204,,68751,,12.187,0.0,0.0,0.0,0.0,,1,2020-12-17T10:30:40.432Z,,
25,2164,12.0,2463492,1,20.179,18000.0,14.0,18028.0,15.0,3.4,1,2020-12-03T13:53:11.399Z,121.833,FRESA12_PROVA
26,2164,12.0,2479343,1,4.233,18000.0,20.0,18003.0,17.0,2.1,1,2020-12-03T13:55:49.911Z,121.833,FRESA12_PROVA
27,2165,12.0,209402,1,20.128,18000.0,10.0,18016.0,11.0,1.7,1,2020-12-04T07:40:17.306Z,121.833,FRESA12_PROVA
28,2166,12.0,804247,1,20.264,18000.0,13.0,17983.0,13.0,4.4,1,2020-12-04T09:19:25.817Z,121.833,FRESA12_PROVA
29,2167,12.0,1302607,1,20.212,18000.0,20.0,17982.0,20.0,1.6,1,2020-12-04T10:42:29.474Z,121.833,FRESA12_PROVA
30,2168,12.0,1364528,1,20.162,18000.0,22.0,18016.0,22.0,1.4,1,2020-12-04T10:52:48.691Z,121.833,FRESA12_PROVA
31,2168,12.0,1493348,1,3.774,18000.0,32.0,18004.0,27.0,1.3,1,2020-12-04T11:14:16.907Z,121.833,FRESA12_PROVA
32,2168,12.0,1493681,1,3.366,18000.0,32.0,17654.0,27.0,1.5,1,2020-12-04T11:14:20.237Z,121.833,FRESA12_PROVA
33,2168,12.0,1496383,1,3.128,18000.0,32.0,17634.0,27.0,1.7,1,2020-12-04T11:14:47.257Z,121.833,FRESA12_PROVA
34,2169,80.0,1515198,1,20.315,12000.0,25.0,11338.0,25.0,0.7,1,2020-12-04T11:17:55.409Z,108.9,SPIANA_PROVA
35,2175,100.0,1513536,1,20.212,14000.0,13.0,13973.0,13.0,1.3,1,2020-12-15T11:19:05.628Z,111.03,SPIANA_LZ
36,2176,100.0,1523486,1,20.162,14000.0,13.0,13924.0,14.0,0.6,1,2020-12-15T11:20:45.129Z,111.03,SPIANA_LZ
37,2177,100.0,1565125,1,20.212,14000.0,14.0,13987.0,15.0,0.7,1,2020-12-15T11:27:41.520Z,111.03,SPIANA_LZ
38,2178,100.0,1588486,1,20.162,14000.0,15.0,13893.0,15.0,0.6,1,2020-12-15T11:31:35.131Z,111.03,SPIANA_LZ
39,2179,12.0,1627608,1,20.162,18000.0,17.0,17981.0,17.0,2.1,1,2020-12-15T11:38:06.352Z,121.86,FRESA12_PROVA
40,2180,100.0,2608736,1,20.281,14000.0,15.0,13990.0,15.0,1.3,1,2020-12-15T14:21:37.665Z,111.03,SPIANA_LZ
41,2180,100.0,2686218,1,2.703,14000.0,24.0,13983.0,20.0,1.1,1,2020-12-15T14:34:32.487Z,111.03,SPIANA_LZ
42,2180,100.0,2701029,1,2.737,14000.0,24.0,13863.0,22.0,1.3,1,2020-12-15T14:37:00.598Z,111.03,SPIANA_LZ
43,2181,100.0,2766309,1,20.247,14000.0,22.0,13610.0,22.0,0.6,1,2020-12-15T14:47:53.400Z,111.029,SPIANA_LZ
44,2184,80.0,2971651,1,20.247,12000.0,20.0,11725.0,20.0,0.4,1,2020-12-15T15:22:06.827Z,108.887,SPIANA_PROVA
45,2185,12.0,2976736,1,20.264,18000.0,22.0,17582.0,20.0,2.1,1,2020-12-15T15:22:57.678Z,121.86,FRESA12_PROVA
46,2188,80.0,3000262,1,20.281,12000.0,20.0,11976.0,20.0,0.4,1,2020-12-15T15:26:52.938Z,108.887,SPIANA_PROVA
47,2189,12.0,3005209,1,20.162,18000.0,22.0,17977.0,20.0,3.4,1,2020-12-15T15:27:42.409Z,121.86,FRESA12_PROVA
48,2189,12.0,3005299,1,3.196,18000.0,22.0,17966.0,20.0,1.6,1,2020-12-15T15:27:43.309Z,121.86,FRESA12_PROVA
49,2189,12.0,3005345,1,5.44,18000.0,22.0,17468.0,20.0,2.0,1,2020-12-15T15:27:43.769Z,121.86,FRESA12_PROVA
50,2190,10.0,3030015,1,20.195,16000.0,27.0,15529.0,23.0,3.7,1,2020-12-15T15:31:50.470Z,121.86,DIA10
51,2192,100.0,2355461,1,20.247,14000.0,13.0,13929.0,14.0,0.5,1,2020-12-16T13:30:45.708Z,111.029,SPIANA_LZ
52,2193,12.0,2366267,1,20.281,18000.0,17.0,18001.0,15.0,3.5,1,2020-12-16T13:32:33.770Z,121.86,FRESA12_PROVA
53,2195,12.0,2380577,1,20.162,18000.0,19.0,17962.0,17.0,4.5,1,2020-12-16T13:34:56.871Z,121.86,FRESA12_PROVA
54,2197,100.0,2432095,1,20.212,14000.0,22.0,13987.0,20.0,0.5,1,2020-12-16T13:43:32.058Z,111.029,SPIANA_LZ
55,2198,12.0,2443246,1,20.281,18000.0,25.0,17982.0,22.0,2.7,1,2020-12-16T13:45:23.569Z,121.86,FRESA12_PROVA
56,2200,12.0,2450991,1,20.212,18000.0,25.0,18013.0,22.0,3.4,1,2020-12-16T13:46:41.020Z,121.86,FRESA12_PROVA
57,2206,,116728,,6.023,0.0,0.0,0.0,0.0,,1,2020-12-17T10:38:40.207Z,,
58,2207,,144445,,12.113,0.0,0.0,0.0,0.0,,1,2020-12-17T10:43:17.380Z,,
59,2208,120.0,145712,8,12.032,6000.0,0.0,0.0,0.0,,1,2020-12-17T10:43:30.050Z,2.0,LAMA120
60,2221,,2396601,,6.364,0.0,0.0,0.0,0.0,,1,2020-12-18T13:47:10.465Z,,
61,2223,,2434031,,12.032,0.0,0.0,0.0,0.0,,1,2020-12-18T13:53:24.768Z,,
62,2226,,2476147,,6.038,0.0,0.0,0.0,0.0,,1,2020-12-18T14:00:25.933Z,,
63,2228,,2513297,,6.016,0.0,0.0,0.0,0.0,,1,2020-12-18T14:06:37.436Z,,
64,2245,,275050,,6.341,0.0,0.0,0.0,0.0,,1,2020-12-21T15:18:29.419Z,,
65,2246,,192537,,12.187,0.0,0.0,0.0,0.0,,1,2020-12-22T07:20:44.595Z,,
66,2248,,36000,,12.128,0.0,0.0,0.0,0.0,,1,2020-12-22T07:52:38.192Z,,
67,2250,,91350,,6.319,0.0,0.0,0.0,0.0,,1,2020-12-22T08:01:51.697Z,,
68,2252,,164113,,6.038,0.0,0.0,0.0,0.0,,1,2020-12-22T08:13:59.335Z,,
69,2254,,211939,,12.284,0.0,0.0,0.0,0.0,,1,2020-12-22T08:21:57.600Z,,
70,2256,,281816,,5.964,0.0,0.0,0.0,0.0,,1,2020-12-22T08:33:36.377Z,,
71,2258,,337818,,6.053,0.0,0.0,0.0,0.0,,1,2020-12-22T08:42:56.403Z,,
72,2260,,400841,,6.023,0.0,0.0,0.0,0.0,,1,2020-12-22T08:53:26.640Z,,
73,2274,,2649218,,6.082,0.0,0.0,0.0,0.0,,1,2020-12-22T15:08:10.682Z,,
74,2209,12.0,1717082,1,20.247,18000.0,14.0,17951.0,15.0,1.3,1,2020-12-17T15:05:23.928Z,113.434,NESTING_12_MDF
75,2210,12.0,1783613,1,20.111,18000.0,15.0,18013.0,17.0,1.6,1,2020-12-17T15:16:29.245Z,113.434,NESTING_12_MDF
76,2210,12.0,1784741,1,10.217,20000.0,17.0,20035.0,17.0,1.4,1,2020-12-17T15:16:40.525Z,113.434,NESTING_12_MDF
77,2211,12.0,1793167,1,20.212,20000.0,20.0,20000.0,17.0,1.3,1,2020-12-17T15:18:04.786Z,113.434,NESTING_12_MDF
78,2212,12.0,1828217,1,20.332,20000.0,17.0,20046.0,18.0,1.2,1,2020-12-17T15:23:55.290Z,113.434,NESTING_12_MDF
79,2213,12.0,1889921,1,20.162,20000.0,20.0,19979.0,20.0,1.1,1,2020-12-17T15:34:12.337Z,107.273,NESTING_12_MDF
80,2215,12.0,1148687,1,20.162,18000.0,14.0,17970.0,13.0,0.9,1,2020-12-18T10:19:11.200Z,107.273,NESTING_12_MDF
81,2214,12.0,1143263,1,20.332,18000.0,12.0,18005.0,13.0,1.0,1,2020-12-18T10:18:16.959Z,107.273,NESTING_12_MDF
82,2216,12.0,1229109,1,20.162,18000.0,17.0,17978.0,17.0,0.8,1,2020-12-18T10:32:35.427Z,107.273,NESTING_12_MDF
83,2217,100.0,1590345,1,20.212,14000.0,17.0,13979.0,17.0,1.1,1,2020-12-18T11:32:47.823Z,111.029,SPIANA_LZ
84,2218,100.0,1612376,1,20.264,14000.0,17.0,13923.0,18.0,1.0,1,2020-12-18T11:36:28.135Z,111.029,SPIANA_LZ
85,2219,10.0,1934164,1,20.162,18000.0,17.0,17987.0,17.0,0.7,1,2020-12-18T12:30:06.047Z,150.237,FRESA10_3D
86,2220,10.0,2050693,1,20.212,18000.0,17.0,17986.0,18.0,1.2,1,2020-12-18T12:49:31.349Z,151.123,FRESA10_3D
87,2222,12.0,2402161,1,20.212,16000.0,18.0,16006.0,18.0,0.9,1,2020-12-18T13:48:06.065Z,110.077,FOREX12
88,2224,12.0,2439772,1,20.212,16000.0,20.0,16006.0,20.0,2.2,1,2020-12-18T13:54:22.179Z,110.077,FOREX12
89,2225,12.0,2469601,1,20.212,16000.0,25.0,15983.0,22.0,2.4,1,2020-12-18T13:59:20.472Z,110.077,FOREX12
90,2227,12.0,2481876,1,20.247,16000.0,22.0,16014.0,22.0,2.0,1,2020-12-18T14:01:23.223Z,110.077,FOREX12
91,2229,12.0,2519042,1,20.212,16000.0,24.0,16012.0,23.0,2.4,1,2020-12-18T14:07:34.887Z,110.077,FOREX12
92,2230,12.0,2564451,1,20.195,18000.0,24.0,18028.0,24.0,0.9,1,2020-12-18T14:15:08.982Z,107.273,NESTING_12_MDF
93,2231,12.0,2576262,1,20.247,16000.0,24.0,16018.0,24.0,2.2,1,2020-12-18T14:17:07.093Z,110.077,FOREX12
94,2232,10.0,2744704,1,20.298,18000.0,23.0,18019.0,24.0,2.7,1,2020-12-18T14:45:11.530Z,151.123,FRESA10_3D
95,2233,10.0,2760587,1,20.247,18000.0,23.0,18039.0,22.0,3.2,1,2020-12-18T14:47:50.362Z,151.123,FRESA10_3D
96,2234,10.0,2765920,1,20.212,18000.0,24.0,18028.0,22.0,2.7,1,2020-12-18T14:48:43.692Z,151.123,FRESA10_3D
97,2235,10.0,2767208,1,20.281,18000.0,25.0,18020.0,22.0,2.8,1,2020-12-18T14:48:56.573Z,151.123,FRESA10_3D
98,2236,10.0,2800098,1,20.281,18000.0,22.0,17972.0,22.0,3.2,1,2020-12-18T14:54:25.476Z,151.123,FRESA10_3D
99,2237,12.0,789146,1,20.162,18000.0,10.0,17646.0,10.0,0.6,1,2020-12-21T09:47:05.647Z,107.273,NESTING_12_MDF
100,2238,100.0,800508,1,20.247,14000.0,15.0,13633.0,12.0,1.5,1,2020-12-21T09:48:59.269Z,111.029,SPIANA_LZ
101,2239,12.0,883893,1,20.162,18000.0,22.0,17668.0,17.0,0.9,1,2020-12-21T10:02:53.129Z,107.273,NESTING_12_MDF
102,2240,12.0,887153,1,20.298,18000.0,22.0,17639.0,17.0,1.8,1,2020-12-21T10:03:25.729Z,121.86,FRESA12_PROVA
103,2241,12.0,1185439,1,20.145,18000.0,15.0,17601.0,17.0,1.8,1,2020-12-21T10:53:08.627Z,121.86,FRESA12_PROVA
104,2242,12.0,1203883,1,20.212,18000.0,15.0,17644.0,15.0,1.7,1,2020-12-21T10:56:13.069Z,121.86,FRESA12_PROVA
105,2243,12.0,1213245,1,20.247,18000.0,22.0,17611.0,17.0,0.9,1,2020-12-21T10:57:46.690Z,107.273,NESTING_12_MDF
106,2244,10.0,61934,1,20.247,18000.0,13.0,18002.0,14.0,2.6,1,2020-12-21T14:42:58.232Z,151.123,FRESA10_3D
107,2247,12.0,199384,1,20.298,16000.0,10.0,15976.0,10.0,2.9,1,2020-12-22T07:21:53.066Z,110.077,FOREX12
108,2249,12.0,40561,1,20.298,16000.0,13.0,15928.0,14.0,3.0,1,2020-12-22T07:53:23.802Z,110.077,FOREX12
109,2251,12.0,95939,1,20.212,16000.0,15.0,15989.0,15.0,3.0,1,2020-12-22T08:02:37.588Z,110.077,FOREX12
110,2253,12.0,168693,1,20.162,16000.0,17.0,16008.0,18.0,2.9,1,2020-12-22T08:14:45.135Z,110.077,FOREX12
111,2255,12.0,216514,1,20.212,16000.0,20.0,15957.0,20.0,3.0,1,2020-12-22T08:22:43.350Z,110.077,FOREX12
112,2257,12.0,286552,1,20.162,16000.0,20.0,15987.0,20.0,3.0,1,2020-12-22T08:34:23.738Z,110.077,FOREX12
113,2259,12.0,342652,1,20.179,16000.0,22.0,16014.0,22.0,3.1,1,2020-12-22T08:43:44.744Z,110.077,FOREX12
114,2261,12.0,405534,1,20.212,16000.0,22.0,15996.0,22.0,3.1,1,2020-12-22T08:54:13.571Z,110.077,FOREX12
115,2262,12.0,696497,1,20.212,18000.0,20.0,18015.0,20.0,0.8,1,2020-12-22T09:42:43.234Z,107.273,NESTING_12_MDF
116,2263,12.0,793994,1,20.315,18000.0,22.0,17951.0,22.0,0.7,1,2020-12-22T09:58:58.215Z,107.273,NESTING_12_MDF
117,2263,12.0,809856,1,2.771,18000.0,27.0,18013.0,23.0,0.7,1,2020-12-22T10:01:36.837Z,107.273,NESTING_12_MDF
118,2263,12.0,809987,1,3.757,18000.0,27.0,17856.0,23.0,0.8,1,2020-12-22T10:01:38.147Z,107.273,NESTING_12_MDF
119,2264,12.0,875583,1,20.179,18000.0,23.0,17991.0,24.0,0.9,1,2020-12-22T10:12:34.115Z,107.273,NESTING_12_MDF
120,2265,12.0,934552,1,20.315,18000.0,25.0,18010.0,25.0,0.9,1,2020-12-22T10:22:23.812Z,107.273,NESTING_12_MDF
121,2266,12.0,1058207,1,20.179,18000.0,23.0,5816.0,24.0,0.6,1,2020-12-22T10:43:00.376Z,107.273,NESTING_12_MDF
122,2267,12.0,1071861,1,20.162,18000.0,22.0,9045.0,22.0,0.6,1,2020-12-22T10:45:16.918Z,107.273,NESTING_12_MDF
123,2268,12.0,1095231,1,20.247,18000.0,22.0,18009.0,22.0,1.3,1,2020-12-22T10:49:10.621Z,107.273,NESTING_12_MDF
124,2269,12.0,2018351,1,20.212,18000.0,17.0,17967.0,17.0,1.0,1,2020-12-22T13:23:01.933Z,107.273,NESTING_12_MDF
125,2270,12.0,2092269,1,20.179,18000.0,18.0,17934.0,19.0,1.0,1,2020-12-22T13:35:21.122Z,107.273,NESTING_12_MDF
126,2271,12.0,2128339,1,20.247,18000.0,20.0,17981.0,20.0,1.0,1,2020-12-22T13:41:21.827Z,107.273,NESTING_12_MDF
127,2272,12.0,2169859,1,20.212,18000.0,22.0,17991.0,22.0,0.9,1,2020-12-22T13:48:17.032Z,107.273,NESTING_12_MDF
128,2273,12.0,2320832,1,20.195,18000.0,20.0,17993.0,22.0,1.3,1,2020-12-22T14:13:26.781Z,107.273,NESTING_12_MDF
129,2275,12.0,2655155,1,20.195,18000.0,20.0,17973.0,20.0,1.0,1,2020-12-22T15:09:10.052Z,107.273,NESTING_12_MDF
130,2276,12.0,2761789,1,20.212,18000.0,20.0,17981.0,20.0,0.6,1,2020-12-22T15:26:56.405Z,107.273,NESTING_12_MDF
131,2277,12.0,123362,1,20.179,18000.0,12.0,17951.0,12.0,0.9,1,2020-12-23T08:15:45.223Z,107.273,NESTING_12_MDF
132,2278,12.0,213699,1,20.247,18000.0,27.0,17961.0,22.0,3.5,1,2020-12-23T08:30:48.597Z,121.86,FRESA12_PROVA
133,2279,12.0,551177,1,20.162,18000.0,18.0,17939.0,19.0,0.9,1,2020-12-23T09:27:03.397Z,107.273,NESTING_12_MDF
134,2285,,2045557,,12.165,0.0,0.0,0.0,0.0,,1,2020-12-23T13:36:07.301Z,,
135,2287,,2340020,,12.002,0.0,0.0,0.0,0.0,,1,2020-12-23T14:25:11.952Z,,
136,2289,,2499249,,6.082,0.0,0.0,0.0,0.0,,1,2020-12-23T14:51:44.253Z,,
137,2294,,484123,,4.728,0.0,0.0,0.0,0.0,,1,2020-12-29T08:43:40.917Z,,
138,2294,,484084,,6.171,0.0,0.0,0.0,0.0,,1,2020-12-29T08:43:40.527Z,,
139,2293,,478125,,6.549,0.0,0.0,0.0,0.0,,1,2020-12-29T08:42:40.937Z,,
140,2297,,670475,,6.401,0.0,0.0,0.0,0.0,,1,2020-12-29T09:14:44.454Z,,
141,2300,,756511,,12.091,0.0,0.0,0.0,0.0,,1,2020-12-29T09:29:04.822Z,,
142,2302,,815557,,6.119,0.0,0.0,0.0,0.0,,1,2020-12-29T09:38:55.288Z,,
143,2305,,875756,,12.261,0.0,0.0,0.0,0.0,,1,2020-12-29T09:48:57.283Z,,
144,2308,,934787,,6.016,0.0,0.0,0.0,0.0,,1,2020-12-29T09:58:47.599Z,,
145,2311,,1013849,,5.942,0.0,0.0,0.0,0.0,,1,2020-12-29T10:11:58.227Z,,
146,2314,,1056835,,12.306,0.0,0.0,0.0,0.0,,1,2020-12-29T10:19:08.091Z,,
147,2317,,1131414,,12.15,0.0,0.0,0.0,0.0,,1,2020-12-29T10:31:33.889Z,,
148,2323,,2451378,,12.202,0.0,0.0,0.0,0.0,,1,2020-12-29T14:11:33.666Z,,
149,2329,,2652800,,5.92,0.0,0.0,0.0,0.0,,1,2020-12-29T14:45:07.907Z,,
150,2357,,2028781,,12.128,0.0,0.0,0.0,0.0,,1,2021-01-08T14:18:27.643Z,,
151,2359,,2075140,,6.415,0.0,0.0,0.0,0.0,,1,2021-01-08T14:26:11.238Z,,
152,2361,,2133254,,6.112,0.0,0.0,0.0,0.0,,1,2021-01-08T14:35:52.384Z,,
153,2363,,2149506,,9.02,0.0,0.0,0.0,0.0,,1,2021-01-08T14:38:34.906Z,,
154,2369,,2516992,,12.21,0.0,0.0,0.0,0.0,,1,2021-01-08T15:39:49.807Z,,
155,2371,,2564685,,6.023,0.0,0.0,0.0,0.0,,1,2021-01-08T15:47:46.742Z,,
156,2373,,2656277,,6.208,0.0,0.0,0.0,0.0,,1,2021-01-08T16:03:02.673Z,,
157,2375,,638199,,12.113,0.0,0.0,0.0,0.0,,1,2021-01-11T08:58:24.144Z,,
158,2378,,1284022,,6.423,0.0,0.0,0.0,0.0,,1,2021-01-11T10:46:02.449Z,,
159,2380,,1383715,,12.202,0.0,0.0,0.0,0.0,,1,2021-01-11T11:02:39.391Z,,
160,2382,,2286158,,6.208,0.0,0.0,0.0,0.0,,1,2021-01-11T13:33:03.935Z,,
161,2383,,3316650,,12.247,0.0,0.0,0.0,0.0,,1,2021-01-11T16:24:48.988Z,,
162,2385,,187849,,12.247,0.0,0.0,0.0,0.0,,1,2021-01-12T07:43:16.538Z,,
163,2386,,197603,,6.401,0.0,0.0,0.0,0.0,,1,2021-01-12T07:44:54.078Z,,
164,2388,,543436,,12.284,0.0,0.0,0.0,0.0,,1,2021-01-12T08:42:32.442Z,,
165,2394,,1008880,,6.364,0.0,0.0,0.0,0.0,,1,2021-01-12T10:00:06.934Z,,
166,2395,,1019972,,12.106,0.0,0.0,0.0,0.0,,1,2021-01-12T10:01:57.856Z,,
167,2397,,1069941,,6.053,0.0,0.0,0.0,0.0,,1,2021-01-12T10:10:17.551Z,,
168,2434,,260110,,12.276,0.0,0.0,0.0,0.0,,1,2021-01-14T15:53:21.286Z,,
169,2434,,272179,,5.646,0.0,0.0,0.0,0.0,,1,2021-01-14T15:55:21.977Z,,
170,2434,,284211,,5.661,0.0,0.0,0.0,0.0,,1,2021-01-14T15:57:22.299Z,,
171,2280,12.0,696426,1,20.195,18000.0,24.0,18001.0,24.0,0.6,1,2020-12-23T09:51:15.896Z,107.273,NESTING_12_MDF
172,2281,12.0,718414,1,20.281,18000.0,30.0,18002.0,25.0,1.8,1,2020-12-23T09:54:55.777Z,121.86,FRESA12_PROVA
173,2282,12.0,842025,1,20.298,18000.0,24.0,17932.0,25.0,1.7,1,2020-12-23T10:15:31.895Z,121.86,FRESA12_PROVA
174,2283,12.0,993065,1,20.128,18000.0,24.0,17983.0,24.0,0.8,1,2020-12-23T10:40:42.306Z,107.273,NESTING_12_MDF
175,2284,12.0,1001314,1,20.145,18000.0,28.0,18021.0,24.0,1.7,1,2020-12-23T10:42:04.796Z,121.86,FRESA12_PROVA
176,2286,12.0,2064313,1,20.247,18000.0,18.0,18003.0,19.0,0.7,1,2020-12-23T13:39:14.863Z,107.273,NESTING_12_MDF
177,2288,12.0,2348176,1,20.212,18000.0,22.0,18008.0,22.0,0.8,1,2020-12-23T14:26:33.513Z,107.273,NESTING_12_MDF
178,2290,12.0,2503978,1,20.195,18000.0,22.0,17978.0,22.0,0.9,1,2020-12-23T14:52:31.544Z,107.273,NESTING_12_MDF
179,2291,10.0,1201287,1,20.179,18000.0,12.0,17973.0,13.0,1.3,1,2020-12-28T15:16:54.704Z,151.123,FRESA10_3D
180,2292,6.0,1375765,1,20.077,16000.0,15.0,16006.0,15.0,1.9,1,2020-12-28T15:45:59.503Z,108.23,INCISORIA6
181,2295,100.0,516490,1,20.315,14000.0,11.0,14002.0,12.0,1.4,1,2020-12-29T08:49:04.591Z,111.029,SPIANA_LZ
182,2296,100.0,524600,1,20.281,14000.0,12.0,13983.0,12.0,1.4,1,2020-12-29T08:50:25.691Z,111.029,SPIANA_LZ
183,2298,6.0,675814,1,20.128,16000.0,18.0,16025.0,19.0,2.0,1,2020-12-29T09:15:37.844Z,108.23,INCISORIA6
184,2299,12.0,704967,1,20.162,16000.0,24.0,16010.0,20.0,0.9,1,2020-12-29T09:20:29.377Z,110.077,FOREX12
185,2301,6.0,761501,1,20.315,16000.0,20.0,15915.0,20.0,2.7,1,2020-12-29T09:29:54.722Z,108.23,INCISORIA6
186,2303,6.0,820529,1,20.212,16000.0,20.0,15984.0,22.0,2.7,1,2020-12-29T09:39:45.008Z,108.23,INCISORIA6
187,2304,12.0,849679,1,20.247,16000.0,27.0,15958.0,22.0,2.5,1,2020-12-29T09:44:36.511Z,110.077,FOREX12
188,2306,6.0,880818,1,20.281,16000.0,24.0,16006.0,24.0,3.0,1,2020-12-29T09:49:47.904Z,108.23,INCISORIA6
189,2307,12.0,909981,1,20.111,16000.0,28.0,16024.0,24.0,0.9,1,2020-12-29T09:54:39.537Z,110.077,FOREX12
190,2309,6.0,939865,1,20.315,16000.0,25.0,15995.0,24.0,3.0,1,2020-12-29T09:59:38.380Z,108.23,INCISORIA6
191,2310,12.0,969018,1,20.298,16000.0,29.0,16013.0,24.0,0.9,1,2020-12-29T10:04:29.912Z,110.077,FOREX12
192,2312,6.0,1018921,1,20.212,16000.0,24.0,15998.0,24.0,3.0,1,2020-12-29T10:12:48.947Z,108.23,INCISORIA6
193,2313,12.0,1032318,1,20.247,16000.0,28.0,16017.0,24.0,1.6,1,2020-12-29T10:15:02.919Z,110.077,FOREX12
194,2315,6.0,1062578,1,20.162,16000.0,25.0,15988.0,24.0,1.9,1,2020-12-29T10:20:05.522Z,108.23,INCISORIA6
195,2316,12.0,1105650,1,20.247,16000.0,29.0,15973.0,25.0,3.0,1,2020-12-29T10:27:16.246Z,110.077,FOREX12
196,2318,6.0,1136470,1,20.162,16000.0,25.0,15978.0,24.0,2.0,1,2020-12-29T10:32:24.449Z,108.23,INCISORIA6
197,2319,12.0,1189964,1,20.247,16000.0,29.0,15942.0,25.0,2.6,1,2020-12-29T10:41:19.395Z,110.077,FOREX12
198,2320,12.0,2432954,1,20.145,18000.0,17.0,18005.0,18.0,0.7,1,2020-12-29T14:08:29.424Z,107.273,NESTING_12_MDF
199,2321,12.0,2440340,1,20.281,18000.0,20.0,17998.0,18.0,0.9,1,2020-12-29T14:09:43.285Z,107.273,NESTING_12_MDF
200,2322,12.0,2447846,1,20.128,18000.0,22.0,18013.0,18.0,1.0,1,2020-12-29T14:10:58.346Z,107.273,NESTING_12_MDF
201,2324,12.0,2456479,1,20.195,18000.0,22.0,17980.0,19.0,1.0,1,2020-12-29T14:12:24.676Z,107.273,NESTING_12_MDF
202,2325,12.0,2545610,1,20.365,18000.0,19.0,18009.0,20.0,1.0,1,2020-12-29T14:27:15.995Z,107.273,NESTING_12_MDF
203,2326,12.0,2608932,1,20.212,18000.0,19.0,18007.0,20.0,0.9,1,2020-12-29T14:37:49.222Z,107.273,NESTING_12_MDF
204,2327,12.0,2639293,1,20.315,18000.0,20.0,17956.0,20.0,0.9,1,2020-12-29T14:42:52.835Z,107.273,NESTING_12_MDF
205,2328,12.0,2650386,1,20.264,18000.0,24.0,17979.0,22.0,1.0,1,2020-12-29T14:44:43.766Z,107.273,NESTING_12_MDF
206,2330,12.0,2657603,1,20.281,18000.0,24.0,17945.0,22.0,0.9,1,2020-12-29T14:45:55.937Z,107.273,NESTING_12_MDF
207,2331,12.0,3049908,1,20.179,16000.0,20.0,15969.0,20.0,2.0,1,2020-12-29T15:51:19.028Z,110.08,FOREX12
208,2332,6.0,3138857,1,20.298,16000.0,19.0,16019.0,20.0,1.5,1,2020-12-29T16:06:08.527Z,108.23,INCISORIA6
