,CurrentPeak,bearingsCelsius,statorCelsius,spindleRpm,LUNG,idChiave,numTP,@timestamp,ist_acc,UTE,rpmSetPoint,VibromPeak,statoRot,DIAM
0,17.285,45.0,48.0,17987.0,110.669,3227,1,2021-07-08T09:09:29.454Z,1159341,006-22-1-E,18000.0,1.6,1,6.0
1,13.248,34.0,33.0,18012.0,117.148,3228,1,2021-07-08T10:54:49.724Z,1791360,030-27-2-C,18000.0,1.9,1,3.0
2,19.306,34.0,35.0,19993.0,93.051,3229,1,2021-07-08T10:55:52.905Z,1797678,001-12-1-E,20000.0,1.3,1,1.5
3,19.517,38.0,45.0,19989.0,101.574,3230,1,2021-07-08T11:00:08.088Z,1823196,004-13-1-E,20000.0,1.5,1,4.0
4,17.056,41.0,49.0,18006.0,112.12,3231,1,2021-07-08T11:03:50.411Z,1845428,008-24-1-E,18000.0,1.0,1,8.0
5,7.571,0.0,0.0,0.0,,3325,,2021-07-13T06:04:57.961Z,119169,,0.0,,1,
6,17.73,44.0,53.0,18001.0,110.669,3232,1,2021-07-08T11:07:37.284Z,1868115,006-22-1-E,18000.0,1.3,1,6.0
7,17.484,44.0,47.0,17999.0,110.669,3233,1,2021-07-08T11:22:41.865Z,1958572,006-22-1-E,18000.0,1.7,1,6.0
8,13.007,42.0,43.0,18016.0,117.148,3234,1,2021-07-08T12:12:17.362Z,2256118,030-27-2-C,18000.0,1.9,1,3.0
9,20.326,42.0,45.0,19983.0,93.051,3235,1,2021-07-08T12:13:20.533Z,2262435,001-12-1-E,20000.0,2.0,1,1.5
10,19.148,44.0,51.0,20005.0,101.574,3236,1,2021-07-08T12:17:35.716Z,2287953,004-13-1-E,20000.0,1.8,1,4.0
11,16.552,45.0,54.0,17995.0,112.12,3237,1,2021-07-08T12:21:17.889Z,2310170,008-24-1-E,18000.0,1.0,1,8.0
12,17.806,45.0,55.0,18004.0,110.669,3238,1,2021-07-08T12:25:04.712Z,2332852,006-22-1-E,18000.0,1.4,1,6.0
13,18.064,45.0,49.0,18002.0,110.669,3239,1,2021-07-08T12:39:10.323Z,2417412,006-22-1-E,18000.0,1.5,1,6.0
14,13.324,41.0,42.0,18004.0,117.148,3240,1,2021-07-08T13:29:55.191Z,2721895,030-27-2-C,18000.0,1.8,1,3.0
15,19.412,41.0,44.0,19989.0,93.051,3241,1,2021-07-08T13:30:58.692Z,2728245,001-12-1-E,20000.0,1.8,1,1.5
16,19.974,44.0,51.0,19995.0,101.574,3242,1,2021-07-08T13:35:13.435Z,2753719,004-13-1-E,20000.0,1.9,1,4.0
17,17.179,45.0,54.0,18016.0,112.12,3243,1,2021-07-08T13:38:55.658Z,2775941,008-24-1-E,18000.0,1.1,1,8.0
18,17.15,45.0,55.0,18011.0,110.669,3244,1,2021-07-08T13:42:42.420Z,2798617,006-22-1-E,18000.0,1.8,1,6.0
19,17.912,45.0,49.0,18000.0,110.669,3245,1,2021-07-08T13:56:24.241Z,2880798,006-22-1-E,18000.0,1.9,1,6.0
20,17.226,42.0,43.0,17997.0,112.12,3246,1,2021-07-08T14:46:53.479Z,3183718,008-24-1-E,18000.0,1.0,1,8.0
21,17.332,42.0,45.0,17992.0,112.12,3247,1,2021-07-08T14:48:00.630Z,3190433,008-24-1-E,18000.0,1.3,1,8.0
22,17.039,42.0,45.0,18007.0,112.12,3248,1,2021-07-08T14:50:10.871Z,3203457,008-24-1-E,18000.0,1.2,1,8.0
23,17.273,42.0,46.0,17999.0,112.12,3249,1,2021-07-08T14:51:26.482Z,3211018,008-24-1-E,18000.0,1.2,1,8.0
24,16.611,42.0,46.0,18019.0,112.12,3250,1,2021-07-08T14:52:57.773Z,3220147,008-24-1-E,18000.0,1.0,1,8.0
25,17.226,42.0,46.0,17999.0,112.12,3251,1,2021-07-08T14:54:36.105Z,3229980,008-24-1-E,18000.0,1.1,1,8.0
26,15.755,27.0,26.0,5001.0,112.12,3252,1,2021-07-09T06:06:38.659Z,61568,008-24-1-E,5000.0,0.4,1,8.0
27,11.449,27.0,32.0,10000.0,112.12,3252,1,2021-07-09T06:08:38.431Z,73545,008-24-1-E,10000.0,0.6,1,8.0
28,11.935,29.0,36.0,15006.0,112.12,3252,1,2021-07-09T06:10:38.653Z,85567,008-24-1-E,15000.0,0.8,1,8.0
29,13.341,27.0,28.0,18005.0,117.148,3253,1,2021-07-09T06:25:26.127Z,174313,030-27-2-C,18000.0,2.3,1,3.0
30,19.611,29.0,33.0,20002.0,93.051,3254,1,2021-07-09T06:27:17.688Z,185469,001-12-1-E,20000.0,1.8,1,1.5
31,19.792,33.0,41.0,20018.0,101.574,3255,1,2021-07-09T06:31:32.612Z,210961,004-13-1-E,20000.0,1.7,1,4.0
32,17.349,36.0,45.0,18012.0,112.12,3256,1,2021-07-09T06:35:14.676Z,233167,008-24-1-E,18000.0,1.2,1,8.0
33,17.742,37.0,47.0,18006.0,110.669,3257,1,2021-07-09T06:39:01.580Z,255857,006-22-1-E,18000.0,1.5,1,6.0
34,18.005,33.0,33.0,18012.0,110.669,3258,1,2021-07-09T07:08:17.901Z,431486,006-22-1-E,18000.0,1.8,1,6.0
35,13.406,36.0,36.0,18007.0,117.148,3259,1,2021-07-09T08:05:53.073Z,776997,030-27-2-C,18000.0,2.1,1,3.0
36,13.283,36.0,37.0,18007.0,117.148,3260,1,2021-07-09T08:13:51.692Z,824858,030-27-2-C,18000.0,2.1,1,3.0
37,19.517,37.0,42.0,20016.0,93.051,3261,1,2021-07-09T08:15:42.674Z,835956,001-12-1-E,20000.0,2.0,1,1.5
38,18.796,40.0,48.0,20002.0,101.574,3262,1,2021-07-09T08:19:57.428Z,861431,004-13-1-E,20000.0,1.7,1,4.0
39,16.523,42.0,50.0,18000.0,112.12,3263,1,2021-07-09T08:23:39.492Z,883637,008-24-1-E,18000.0,1.2,1,8.0
40,17.548,42.0,52.0,18004.0,110.669,3264,1,2021-07-09T08:27:26.486Z,906336,006-22-1-E,18000.0,2.0,1,6.0
41,17.636,35.0,35.0,18002.0,110.669,3265,1,2021-07-09T09:01:12.184Z,1108902,006-22-1-E,18000.0,2.3,1,6.0
42,12.99,31.0,30.0,12496.0,97.379,3266,1,2021-07-09T10:55:38.530Z,1795524,100-08-6-E,12500.0,3.8,1,100.0
43,18.832,34.0,34.0,19993.0,93.051,3267,1,2021-07-09T11:17:02.293Z,1923898,001-12-1-E,20000.0,2.5,1,1.5
44,18.082,37.0,45.0,20014.0,101.574,3268,1,2021-07-09T11:21:33.788Z,1951047,004-13-1-E,20000.0,2.1,1,4.0
45,16.875,39.0,47.0,17999.0,112.12,3269,1,2021-07-09T11:24:48.982Z,1970566,008-24-1-E,18000.0,1.0,1,8.0
46,16.599,41.0,51.0,18007.0,110.669,3270,1,2021-07-09T11:30:37.538Z,2005421,006-22-1-E,18000.0,1.9,1,6.0
47,19.119,34.0,33.0,20026.0,93.051,3271,1,2021-07-09T12:48:13.914Z,2471050,001-12-1-E,20000.0,2.2,1,1.5
48,19.734,37.0,44.0,19983.0,101.574,3272,1,2021-07-09T12:52:45.279Z,2498186,004-13-1-E,20000.0,2.5,1,4.0
49,17.009,39.0,47.0,17999.0,112.12,3273,1,2021-07-09T12:56:00.583Z,2517716,008-24-1-E,18000.0,1.0,1,8.0
50,17.349,41.0,51.0,18009.0,107.981,3274,1,2021-07-09T13:01:49.519Z,2552609,006-22-1-E,18000.0,2.0,1,6.0
51,0.656,48.0,59.0,17817.0,107.981,3274,1,2021-07-09T13:49:47.962Z,2840448,006-22-1-E,18000.0,1.5,1,6.0
52,2.519,48.0,59.0,17308.0,107.981,3274,1,2021-07-09T13:49:48.422Z,2840494,006-22-1-E,18000.0,1.5,1,6.0
53,5.39,48.0,59.0,18011.0,107.981,3274,1,2021-07-09T13:49:49.102Z,2840562,006-22-1-E,18000.0,1.1,1,6.0
54,6.404,48.0,59.0,16217.0,107.981,3274,1,2021-07-09T13:50:03.222Z,2841974,006-22-1-E,18000.0,1.5,1,6.0
55,3.052,48.0,59.0,15859.0,107.981,3274,1,2021-07-09T13:50:03.422Z,2841994,006-22-1-E,18000.0,0.9,1,6.0
56,1.558,48.0,59.0,14589.0,107.981,3274,1,2021-07-09T13:50:19.352Z,2843587,006-22-1-E,18000.0,0.8,1,6.0
57,1.664,48.0,59.0,14798.0,107.981,3274,1,2021-07-09T13:50:19.752Z,2843627,006-22-1-E,18000.0,0.9,1,6.0
58,1.986,48.0,59.0,15011.0,107.981,3274,1,2021-07-09T13:50:20.152Z,2843667,006-22-1-E,18000.0,0.8,1,6.0
59,0.931,48.0,59.0,15160.0,107.981,3274,1,2021-07-09T13:50:20.562Z,2843708,006-22-1-E,18000.0,0.9,1,6.0
60,1.986,48.0,59.0,65535.0,107.981,3274,1,2021-07-09T13:50:21.312Z,2843783,006-22-1-E,18000.0,1.2,1,6.0
61,1.968,48.0,59.0,15836.0,107.981,3274,1,2021-07-09T13:50:21.792Z,2843831,006-22-1-E,18000.0,1.1,1,6.0
62,1.845,48.0,59.0,15667.0,107.981,3274,1,2021-07-09T13:50:03.712Z,2842023,006-22-1-E,18000.0,1.2,1,6.0
63,1.037,48.0,59.0,15355.0,107.981,3274,1,2021-07-09T13:50:03.942Z,2842046,006-22-1-E,18000.0,1.1,1,6.0
64,1.664,48.0,59.0,14748.0,107.981,3274,1,2021-07-09T13:50:04.422Z,2842094,006-22-1-E,18000.0,1.0,1,6.0
65,10.101,48.0,59.0,18011.0,107.981,3274,1,2021-07-09T13:50:22.612Z,2843913,006-22-1-E,18000.0,1.0,1,6.0
66,1.816,48.0,59.0,15112.0,107.981,3274,1,2021-07-09T13:50:04.212Z,2842073,006-22-1-E,18000.0,1.2,1,6.0
67,1.066,48.0,59.0,14405.0,107.981,3274,1,2021-07-09T13:50:04.892Z,2842141,006-22-1-E,18000.0,0.9,1,6.0
68,0.884,48.0,59.0,15302.0,107.981,3274,1,2021-07-09T13:50:20.962Z,2843748,006-22-1-E,18000.0,1.1,1,6.0
69,18.205,40.0,41.0,19985.0,93.051,3275,1,2021-07-09T14:03:10.576Z,2920708,001-12-1-E,20000.0,1.7,1,1.5
70,19.23,42.0,49.0,19993.0,101.574,3276,1,2021-07-09T14:07:41.991Z,2947849,004-13-1-E,20000.0,2.0,1,4.0
71,16.933,43.0,51.0,18009.0,112.12,3277,1,2021-07-09T14:10:57.155Z,2967365,008-24-1-E,18000.0,1.1,1,8.0
72,17.009,43.0,53.0,17992.0,107.981,3278,1,2021-07-09T14:16:46.111Z,3002260,006-22-1-E,18000.0,1.8,1,6.0
73,19.582,25.0,24.0,19995.0,93.051,3279,1,2021-07-12T06:03:23.414Z,73759,001-12-1-E,20000.0,2.0,1,1.5
74,19.412,29.0,35.0,20016.0,101.574,3280,1,2021-07-12T06:07:54.900Z,100907,004-13-1-E,20000.0,1.8,1,4.0
75,16.294,32.0,40.0,17990.0,112.12,3281,1,2021-07-12T06:11:10.085Z,120425,008-24-1-E,18000.0,1.0,1,8.0
76,18.035,35.0,45.0,17999.0,107.981,3282,1,2021-07-12T06:16:58.793Z,155295,006-22-1-E,18000.0,2.2,1,6.0
77,20.085,37.0,38.0,19989.0,93.051,3283,1,2021-07-12T07:15:17.570Z,505164,001-12-1-E,20000.0,1.7,1,1.5
78,19.64,40.0,46.0,19991.0,101.574,3284,1,2021-07-12T07:19:48.907Z,532297,004-13-1-E,20000.0,1.8,1,4.0
79,17.238,41.0,49.0,18009.0,112.12,3285,1,2021-07-12T07:23:04.052Z,551811,008-24-1-E,18000.0,1.1,1,8.0
80,16.857,42.0,51.0,18022.0,107.981,3286,1,2021-07-12T07:28:52.621Z,586667,006-22-1-E,18000.0,2.0,1,6.0
81,19.611,39.0,40.0,20016.0,93.051,3287,1,2021-07-12T08:29:06.547Z,948050,001-12-1-E,20000.0,2.1,1,1.5
82,20.115,42.0,48.0,20008.0,101.574,3288,1,2021-07-12T08:33:39.384Z,975333,004-13-1-E,20000.0,1.6,1,4.0
83,16.951,42.0,49.0,18004.0,112.12,3289,1,2021-07-12T08:35:29.157Z,986310,008-24-1-E,18000.0,1.4,1,8.0
84,17.882,43.0,53.0,17999.0,107.981,3290,1,2021-07-12T08:41:39.007Z,1023294,006-22-1-E,18000.0,1.6,1,6.0
85,17.712,42.0,46.0,18009.0,107.981,3291,1,2021-07-12T08:53:30.416Z,1094433,006-22-1-E,18000.0,2.0,1,6.0
86,19.716,39.0,40.0,20014.0,93.051,3292,1,2021-07-12T09:36:26.384Z,1352023,001-12-1-E,20000.0,1.8,1,1.5
87,18.462,32.0,31.0,20000.0,93.051,3293,1,2021-07-12T10:57:14.314Z,1836803,001-12-1-E,20000.0,2.1,1,1.5
88,18.996,36.0,43.0,19987.0,101.574,3294,1,2021-07-12T11:02:20.612Z,1867432,004-13-1-E,20000.0,1.8,1,4.0
89,16.687,38.0,45.0,18007.0,112.12,3295,1,2021-07-12T11:04:10.315Z,1878402,008-24-1-E,18000.0,1.3,1,8.0
90,16.494,41.0,50.0,18002.0,107.981,3296,1,2021-07-12T11:10:20.275Z,1915397,006-22-1-E,18000.0,1.7,1,6.0
91,17.332,42.0,46.0,18006.0,107.981,3297,1,2021-07-12T11:21:22.953Z,1981663,006-22-1-E,18000.0,2.2,1,6.0
92,13.312,38.0,38.0,18004.0,117.148,3298,1,2021-07-12T12:14:59.129Z,2303272,030-27-2-C,18000.0,2.2,1,3.0
93,16.476,39.0,41.0,17999.0,112.12,3299,1,2021-07-12T12:19:23.206Z,2329679,008-24-1-E,18000.0,1.2,1,8.0
94,17.302,39.0,42.0,18007.0,107.981,3300,1,2021-07-12T12:20:02.237Z,2333582,006-22-1-E,18000.0,2.0,1,6.0
95,13.007,38.0,40.0,18002.0,117.148,3301,1,2021-07-12T12:29:19.911Z,2389348,030-27-2-C,18000.0,1.8,1,3.0
96,16.998,40.0,44.0,17994.0,107.981,3302,1,2021-07-12T12:32:52.407Z,2410597,006-22-1-E,18000.0,1.4,1,6.0
97,13.406,34.0,33.0,18004.0,117.148,3303,1,2021-07-12T13:04:19.338Z,2599285,030-27-2-C,18000.0,2.4,1,3.0
98,13.083,36.0,38.0,20016.0,107.25,3304,1,2021-07-12T13:08:30.405Z,2624391,023-13-4-E,20000.0,2.1,1,23.0
99,17.162,37.0,42.0,17997.0,112.12,3305,1,2021-07-12T13:10:16.537Z,2635004,008-24-1-E,18000.0,1.3,1,8.0
100,17.103,37.0,43.0,18007.0,107.981,3306,1,2021-07-12T13:11:16.749Z,2641025,006-22-1-E,18000.0,1.9,1,6.0
101,13.218,35.0,35.0,18004.0,117.148,3307,1,2021-07-12T13:30:44.030Z,2757750,030-27-2-C,18000.0,2.4,1,3.0
102,13.207,37.0,39.0,19991.0,107.25,3308,1,2021-07-12T13:35:02.567Z,2783603,023-13-4-E,20000.0,2.4,1,23.0
103,17.039,37.0,41.0,18004.0,140.919,3309,1,2021-07-12T13:36:08.469Z,2790193,012-50-3-E,18000.0,1.2,1,12.0
104,16.722,37.0,43.0,18002.0,112.12,3310,1,2021-07-12T13:37:18.511Z,2797197,008-24-1-E,18000.0,1.0,1,8.0
105,17.865,38.0,44.0,17997.0,107.981,3311,1,2021-07-12T13:38:08.352Z,2802181,006-22-1-E,18000.0,2.2,1,6.0
106,13.218,35.0,35.0,18002.0,117.148,3312,1,2021-07-12T13:56:37.852Z,2913128,030-27-2-C,18000.0,2.3,1,3.0
107,17.9,37.0,41.0,18002.0,107.981,3313,1,2021-07-12T14:00:40.358Z,2937378,006-22-1-E,18000.0,1.8,1,6.0
108,17.513,38.0,41.0,17994.0,133.539,3314,1,2021-07-12T14:07:41.360Z,2979477,008-43-3-R,18000.0,1.5,1,8.0
109,17.437,41.0,47.0,18009.0,140.919,3315,1,2021-07-12T14:11:11.455Z,3000486,012-50-3-E,18000.0,1.2,1,12.0
110,17.589,39.0,40.0,18016.0,133.539,3316,1,2021-07-12T14:21:32.212Z,3062560,008-43-3-R,18000.0,1.5,1,8.0
111,16.599,41.0,47.0,18007.0,140.919,3317,1,2021-07-12T14:24:36.287Z,3080967,012-50-3-E,18000.0,1.0,1,12.0
112,13.037,42.0,46.0,17999.0,117.148,3318,1,2021-07-12T14:39:04.220Z,3167758,030-27-2-C,18000.0,2.7,1,3.0
113,13.406,42.0,46.0,19983.0,107.25,3319,1,2021-07-12T14:43:14.577Z,3192793,023-13-4-E,20000.0,2.2,1,23.0
114,16.98,42.0,48.0,18006.0,140.919,3320,1,2021-07-12T14:44:54.210Z,3202756,012-50-3-E,18000.0,1.5,1,12.0
115,16.476,43.0,49.0,18011.0,112.12,3321,1,2021-07-12T14:46:04.391Z,3209774,008-24-1-E,18000.0,1.2,1,8.0
116,16.98,43.0,50.0,17999.0,107.981,3322,1,2021-07-12T14:47:06.113Z,3215946,006-22-1-E,18000.0,1.9,1,6.0
117,17.085,43.0,46.0,18005.0,133.539,3323,1,2021-07-12T14:52:44.542Z,3249788,008-43-3-R,18000.0,1.5,1,8.0
118,16.505,44.0,51.0,18007.0,140.919,3324,1,2021-07-12T14:55:50.417Z,3268375,012-50-3-E,18000.0,1.1,1,12.0
119,11.173,26.0,27.0,10003.0,112.12,3326,1,2021-07-13T06:08:46.884Z,142061,008-24-1-E,10000.0,0.7,1,8.0
120,12.351,26.0,30.0,14996.0,112.12,3326,1,2021-07-13T06:09:46.874Z,148060,008-24-1-E,15000.0,1.6,1,8.0
121,15.498,26.0,26.0,5000.0,112.12,3326,1,2021-07-13T06:07:46.773Z,136050,008-24-1-E,5000.0,0.2,1,8.0
122,13.189,28.0,33.0,18012.0,117.148,3327,1,2021-07-13T06:11:43.846Z,159757,030-27-2-C,18000.0,2.2,1,3.0
123,13.523,30.0,35.0,20014.0,107.25,3328,1,2021-07-13T06:15:27.658Z,182138,023-13-4-E,20000.0,2.2,1,23.0
124,16.476,31.0,37.0,18000.0,112.12,3329,1,2021-07-13T06:17:03.699Z,191742,008-24-1-E,18000.0,1.5,1,8.0
125,17.777,32.0,38.0,18002.0,107.981,3330,1,2021-07-13T06:18:02.840Z,197656,006-22-1-E,18000.0,2.3,1,6.0
126,13.312,32.0,34.0,18007.0,117.148,3331,1,2021-07-13T06:27:17.016Z,253073,030-27-2-C,18000.0,2.5,1,3.0
127,13.359,33.0,37.0,19993.0,107.25,3332,1,2021-07-13T06:31:28.859Z,278257,023-13-4-E,20000.0,2.4,1,23.0
128,16.687,34.0,40.0,18000.0,140.919,3333,1,2021-07-13T06:33:08.110Z,288182,012-50-3-E,18000.0,1.4,1,12.0
129,17.208,34.0,41.0,18001.0,112.12,3334,1,2021-07-13T06:34:17.710Z,295142,008-24-1-E,18000.0,1.5,1,8.0
130,17.578,35.0,42.0,18005.0,107.981,3335,1,2021-07-13T06:35:19.111Z,301282,006-22-1-E,18000.0,2.0,1,6.0
131,13.13,31.0,31.0,17994.0,117.148,3336,1,2021-07-13T06:54:08.034Z,414173,030-27-2-C,18000.0,2.2,1,3.0
132,13.236,34.0,35.0,19995.0,107.25,3337,1,2021-07-13T07:08:48.725Z,502241,023-13-4-E,20000.0,2.4,1,23.0
133,17.039,35.0,41.0,18004.0,140.919,3338,1,2021-07-13T07:11:18.917Z,517260,012-50-3-E,18000.0,1.6,1,12.0
134,16.429,37.0,45.0,18002.0,112.12,3339,1,2021-07-13T07:14:02.299Z,533598,008-24-1-E,18000.0,1.2,1,8.0
135,16.933,38.0,46.0,18010.0,107.981,3340,1,2021-07-13T07:16:51.491Z,550517,006-22-1-E,18000.0,2.3,1,6.0
136,13.464,34.0,34.0,17999.0,117.148,3341,1,2021-07-13T07:41:52.790Z,700645,030-27-2-C,18000.0,2.4,1,3.0
137,17.349,36.0,38.0,18000.0,107.981,3342,1,2021-07-13T07:46:50.234Z,730389,006-22-1-E,18000.0,2.0,1,6.0
138,19.687,34.0,34.0,20016.0,101.574,3343,1,2021-07-13T08:02:18.696Z,823234,004-13-1-E,20000.0,2.0,1,4.0
139,13.236,34.0,36.0,17992.0,117.148,3344,1,2021-07-13T08:03:02.487Z,827613,030-27-2-C,18000.0,2.5,1,3.0
140,13.113,36.0,39.0,20006.0,107.25,3345,1,2021-07-13T08:07:09.820Z,852346,023-13-4-E,20000.0,2.2,1,23.0
141,17.285,36.0,42.0,17999.0,112.12,3346,1,2021-07-13T08:08:47.081Z,862072,008-24-1-E,18000.0,1.3,1,8.0
142,17.39,37.0,43.0,18004.0,107.981,3347,1,2021-07-13T08:09:47.832Z,868147,006-22-1-E,18000.0,2.3,1,6.0
143,13.218,33.0,34.0,17997.0,117.148,3348,1,2021-07-13T08:26:08.894Z,966252,030-27-2-C,18000.0,2.8,1,3.0
144,13.371,35.0,37.0,19985.0,107.25,3349,1,2021-07-13T08:31:00.698Z,995432,023-13-4-E,20000.0,2.6,1,23.0
145,17.548,35.0,40.0,18004.0,140.919,3350,1,2021-07-13T08:32:09.169Z,1002279,012-50-3-E,18000.0,1.6,1,12.0
146,17.361,36.0,42.0,18004.0,112.12,3351,1,2021-07-13T08:33:22.310Z,1009593,008-24-1-E,18000.0,1.3,1,8.0
147,17.625,36.0,42.0,17995.0,107.981,3352,1,2021-07-13T08:34:13.491Z,1014711,006-22-1-E,18000.0,2.0,1,6.0
148,12.96,33.0,34.0,18014.0,117.148,3353,1,2021-07-13T08:50:46.034Z,1113964,030-27-2-C,18000.0,2.2,1,3.0
149,13.083,35.0,38.0,20000.0,107.25,3354,1,2021-07-13T08:54:53.457Z,1138706,023-13-4-E,20000.0,2.1,1,23.0
150,16.646,35.0,40.0,18002.0,140.919,3355,1,2021-07-13T08:55:57.498Z,1145110,012-50-3-E,18000.0,1.4,1,12.0
151,17.39,36.0,41.0,18000.0,112.12,3356,1,2021-07-13T08:57:06.429Z,1152003,008-24-1-E,18000.0,1.6,1,8.0
152,17.636,36.0,42.0,18006.0,107.981,3357,1,2021-07-13T08:58:07.089Z,1158069,006-22-1-E,18000.0,2.6,1,6.0
153,13.189,33.0,33.0,18009.0,117.148,3358,1,2021-07-13T09:15:47.063Z,1264065,030-27-2-C,18000.0,2.0,1,3.0
154,13.095,34.0,36.0,18004.0,117.148,3359,1,2021-07-13T09:17:52.885Z,1276647,030-27-2-C,18000.0,2.1,1,3.0
155,13.236,33.0,34.0,18007.0,117.148,3360,1,2021-07-13T09:29:30.154Z,1346373,030-27-2-C,18000.0,2.3,1,3.0
156,13.341,32.0,33.0,18005.0,117.148,3361,1,2021-07-13T09:34:45.578Z,1377915,030-27-2-C,18000.0,2.3,1,3.0
157,13.083,34.0,37.0,19993.0,107.25,3362,1,2021-07-13T09:39:40.122Z,1407369,023-13-4-E,20000.0,2.2,1,23.0
158,17.501,36.0,42.0,18005.0,112.12,3363,1,2021-07-13T09:42:33.644Z,1424721,008-24-1-E,18000.0,1.2,1,8.0
159,17.39,37.0,44.0,18018.0,107.981,3364,1,2021-07-13T09:44:11.365Z,1434493,006-22-1-E,18000.0,2.3,1,6.0
160,13.171,30.0,29.0,18016.0,117.148,3365,1,2021-07-13T10:59:58.745Z,1889225,030-27-2-C,18000.0,2.7,1,3.0
161,13.265,36.0,39.0,20000.0,107.25,3366,1,2021-07-13T11:13:43.425Z,1971692,023-13-4-E,20000.0,2.2,1,23.0
162,16.599,39.0,46.0,17995.0,140.919,3367,1,2021-07-13T11:17:10.238Z,1992373,012-50-3-E,18000.0,1.6,1,12.0
163,16.447,41.0,49.0,18006.0,112.12,3368,1,2021-07-13T11:20:32.771Z,2012626,008-24-1-E,18000.0,1.1,1,8.0
164,17.085,41.0,50.0,17987.0,107.981,3369,1,2021-07-13T11:23:11.133Z,2028462,006-22-1-E,18000.0,1.2,1,6.0
165,17.73,38.0,41.0,18007.0,107.981,3370,1,2021-07-13T11:28:06.127Z,2057961,006-22-1-E,18000.0,2.2,1,6.0
166,17.455,34.0,34.0,18004.0,107.981,3371,1,2021-07-13T11:38:46.705Z,2122018,006-22-1-E,18000.0,2.2,1,6.0
167,13.324,35.0,35.0,17992.0,117.148,3372,1,2021-07-13T12:02:13.933Z,2262739,030-27-2-C,18000.0,2.5,1,3.0
168,16.951,37.0,41.0,18007.0,107.981,3373,1,2021-07-13T12:06:24.087Z,2287754,006-22-1-E,18000.0,2.0,1,6.0
169,17.455,34.0,35.0,18005.0,107.981,3374,1,2021-07-13T12:12:47.882Z,2326133,006-22-1-E,18000.0,2.0,1,6.0
170,19.06,34.0,34.0,20000.0,93.051,3375,1,2021-07-13T12:27:29.233Z,2414267,001-12-1-E,20000.0,1.9,1,1.5
171,19.716,38.0,45.0,20008.0,101.574,3376,1,2021-07-13T12:32:02.537Z,2441597,004-13-1-E,20000.0,1.7,1,4.0
172,16.951,39.0,46.0,18000.0,112.12,3377,1,2021-07-13T12:33:52.688Z,2452612,008-24-1-E,18000.0,1.2,1,8.0
173,17.531,41.0,51.0,18000.0,107.981,3378,1,2021-07-13T12:40:02.663Z,2489609,006-22-1-E,18000.0,1.8,1,6.0
174,17.929,41.0,44.0,17992.0,107.981,3379,1,2021-07-13T12:52:40.453Z,2565387,006-22-1-E,18000.0,2.5,1,6.0
175,20.22,40.0,41.0,20028.0,93.051,3380,1,2021-07-13T13:32:36.765Z,2805015,001-12-1-E,20000.0,2.2,1,1.5
176,19.916,43.0,50.0,20000.0,101.574,3381,1,2021-07-13T13:37:12.819Z,2832620,004-13-1-E,20000.0,2.1,1,4.0
177,17.115,43.0,51.0,18002.0,112.12,3382,1,2021-07-13T13:39:02.540Z,2843592,008-24-1-E,18000.0,1.1,1,8.0
178,17.578,44.0,54.0,18005.0,107.981,3383,1,2021-07-13T13:45:12.455Z,2880583,006-22-1-E,18000.0,1.7,1,6.0
179,17.56,43.0,46.0,17999.0,107.981,3384,1,2021-07-13T13:57:55.975Z,2956934,006-22-1-E,18000.0,2.4,1,6.0
180,15.65,25.0,26.0,5000.0,112.12,3385,1,2021-07-14T06:05:45.795Z,95635,008-24-1-E,5000.0,0.1,1,8.0
181,11.753,26.0,27.0,10003.0,112.12,3385,1,2021-07-14T06:06:45.795Z,101635,008-24-1-E,10000.0,0.6,1,8.0
182,11.554,26.0,30.0,14999.0,112.12,3385,1,2021-07-14T06:07:45.906Z,107646,008-24-1-E,15000.0,1.3,1,8.0
183,20.009,27.0,30.0,19993.0,93.051,3386,1,2021-07-14T06:11:38.998Z,130955,001-12-1-E,20000.0,2.2,1,1.5
184,19.089,27.0,27.0,20006.0,93.051,3387,1,2021-07-14T06:28:31.629Z,232217,001-12-1-E,20000.0,2.3,1,1.5
185,19.669,27.0,29.0,20050.0,93.051,3388,1,2021-07-14T06:38:42.806Z,293334,001-12-1-E,20000.0,2.5,1,1.5
186,19.775,29.0,31.0,20002.0,93.051,3389,1,2021-07-14T06:47:59.512Z,349004,001-12-1-E,20000.0,2.4,1,1.5
187,19.699,34.0,42.0,19991.0,101.574,3390,1,2021-07-14T06:52:45.026Z,377555,004-13-1-E,20000.0,1.7,1,4.0
188,17.378,35.0,43.0,18009.0,112.12,3391,1,2021-07-14T06:54:35.237Z,388576,008-24-1-E,18000.0,1.0,1,8.0
189,7.493,0.0,0.0,0.0,,3597,,2021-07-21T07:24:45.189Z,552867,,0.0,,1,
190,7.43,0.0,0.0,0.0,,3600,,2021-07-21T07:41:35.109Z,653858,,0.0,,1,
191,7.414,0.0,0.0,0.0,,3601,,2021-07-21T07:54:50.667Z,733413,,0.0,,1,
192,7.43,0.0,0.0,0.0,,3610,,2021-07-21T09:43:10.833Z,1383423,,0.0,,1,
193,7.508,0.0,0.0,0.0,,3620,,2021-07-21T11:55:48.085Z,2179140,,0.0,,1,
194,7.477,0.0,0.0,0.0,,3625,,2021-07-21T12:56:31.773Z,2543505,,0.0,,1,
195,7.446,0.0,0.0,0.0,,3630,,2021-07-21T13:55:43.329Z,2898657,,0.0,,1,
