,VibromPeak,UTE,idChiave,rpmSetPoint,LUNG,spindleRpm,ist_acc,@timestamp,numTP,DIAM,statoRot,bearingsCelsius,statorCelsius,CurrentPeak
1685,3.5,NR-304:2,23721,24000.0,119.699,23961.0,317375,2021-04-26T12:02:10.784Z,11,15.0,1,27.0,35.0,19.491
1686,3.6,NR-304:1,23722,24000.0,119.779,23979.0,327821,2021-04-26T12:03:55.253Z,1,15.0,1,32.0,30.0,18.634
1687,3.3,NR-304:2,23723,24000.0,119.699,23961.0,327837,2021-04-26T12:03:55.413Z,11,15.0,1,28.0,40.0,19.413
1688,3.9,NR-304:2,23724,24000.0,119.699,23976.0,337401,2021-04-26T12:05:31.062Z,11,15.0,1,29.0,44.0,19.321
1689,2.3,NR-316:1,23725,24000.0,124.459,23988.0,341314,2021-04-26T12:06:10.195Z,1,14.5,1,34.0,39.0,12.878
1690,1.3,NR-316:2,23726,24000.0,124.15,23985.0,341344,2021-04-26T12:06:10.495Z,11,14.5,1,29.0,44.0,13.898
1691,1.3,NR-316:2,23727,24000.0,124.15,24003.0,344667,2021-04-26T12:06:43.728Z,11,14.5,1,29.0,43.0,13.154
1692,2.8,NR-316:1,23728,24000.0,124.459,23997.0,348435,2021-04-26T12:07:21.411Z,1,14.5,1,34.0,38.0,13.947
1693,1.3,NR-316:2,23729,24000.0,124.15,24009.0,348465,2021-04-26T12:07:21.711Z,11,14.5,1,28.0,42.0,13.912
1694,1.5,NR-317:1,23730,24000.0,105.849,24006.0,351240,2021-04-26T12:07:49.463Z,1,11.5,1,34.0,37.0,12.956
1695,1.3,NR-317:2,23731,24000.0,105.839,23994.0,351256,2021-04-26T12:07:49.624Z,11,11.5,1,28.0,41.0,12.814
1696,1.2,NR-317:2,23732,24000.0,105.839,23976.0,355821,2021-04-26T12:08:35.278Z,11,11.5,1,28.0,40.0,14.5
1697,1.1,NR-303:1,23733,22000.0,125.379,21992.0,361180,2021-04-26T12:09:28.872Z,1,12.5,1,34.0,36.0,12.248
1698,1.2,NR-303:2,23734,22000.0,125.41,21993.0,361210,2021-04-26T12:09:29.172Z,11,12.5,1,28.0,38.0,13.062
1699,1.2,NR-303:2,23735,22000.0,125.41,22003.0,368406,2021-04-26T12:10:41.138Z,11,12.5,1,27.0,38.0,14.372
1700,2.9,NR-304:2,23736,24000.0,119.699,23982.0,379964,2021-04-26T12:12:36.728Z,11,15.0,1,27.0,35.0,18.054
1701,3.2,NR-304:2,23738,24000.0,119.699,23940.0,390426,2021-04-26T12:14:21.358Z,11,15.0,1,28.0,41.0,18.117
1702,2.6,NR-304:1,23737,24000.0,119.779,23955.0,390396,2021-04-26T12:14:21.057Z,1,15.0,1,33.0,31.0,18.648
1703,3.9,NR-304:2,23739,24000.0,119.699,23952.0,399992,2021-04-26T12:15:57.026Z,11,15.0,1,29.0,45.0,19.094
1704,2.5,NR-316:1,23740,24000.0,124.459,23988.0,403911,2021-04-26T12:16:36.219Z,1,14.5,1,34.0,39.0,13.912
1705,1.1,NR-316:2,23741,24000.0,124.15,23994.0,403941,2021-04-26T12:16:36.519Z,11,14.5,1,29.0,44.0,13.317
1706,1.1,NR-316:2,23742,24000.0,124.15,23982.0,407261,2021-04-26T12:17:09.722Z,11,14.5,1,28.0,42.0,12.956
1707,2.7,NR-316:1,23743,24000.0,124.459,23991.0,411028,2021-04-26T12:17:47.395Z,1,14.5,1,34.0,37.0,13.303
1708,1.1,NR-316:2,23744,24000.0,124.15,24000.0,411058,2021-04-26T12:17:47.695Z,11,14.5,1,28.0,41.0,13.331
1709,1.1,NR-317:1,23745,24000.0,105.849,24027.0,413775,2021-04-26T12:18:14.868Z,1,11.5,1,34.0,36.0,12.921
1710,1.2,NR-317:2,23746,24000.0,105.839,24009.0,413805,2021-04-26T12:18:15.168Z,11,11.5,1,28.0,40.0,13.211
1711,1.2,NR-317:2,23747,24000.0,105.839,24024.0,418372,2021-04-26T12:19:00.842Z,11,11.5,1,27.0,39.0,14.62
1712,1.4,NR-303:1,23748,22000.0,125.379,21998.0,423718,2021-04-26T12:19:54.306Z,1,12.5,1,34.0,36.0,12.312
1713,1.2,NR-303:2,23749,22000.0,125.41,22005.0,423748,2021-04-26T12:19:54.606Z,11,12.5,1,28.0,38.0,12.864
1714,1.2,NR-303:2,23750,22000.0,125.41,22010.0,430979,2021-04-26T12:21:06.923Z,11,12.5,1,28.0,38.0,13.607
1715,3.6,NR-304:2,23751,24000.0,119.699,23952.0,442527,2021-04-26T12:23:02.413Z,11,15.0,1,27.0,36.0,18.146
1716,3.8,NR-304:1,23752,24000.0,119.779,23982.0,452978,2021-04-26T12:24:46.932Z,1,15.0,1,32.0,31.0,18.273
1717,3.9,NR-304:2,23753,24000.0,119.699,23991.0,452994,2021-04-26T12:24:47.092Z,11,15.0,1,28.0,41.0,18.91
1718,5.0,NR-304:2,23754,24000.0,119.699,23976.0,462575,2021-04-26T12:26:22.910Z,11,15.0,1,28.0,43.0,18.287
1719,0.9,NR-316:2,23756,24000.0,124.15,23982.0,466513,2021-04-26T12:27:02.294Z,11,14.5,1,28.0,43.0,13.579
1720,4.2,NR-316:1,23755,24000.0,124.459,23985.0,466483,2021-04-26T12:27:01.993Z,1,14.5,1,34.0,38.0,14.294
1721,1.0,NR-316:2,23757,24000.0,124.15,23991.0,469850,2021-04-26T12:27:35.666Z,11,14.5,1,28.0,42.0,14.16
1722,4.7,NR-316:1,23758,24000.0,124.459,24012.0,473620,2021-04-26T12:28:13.370Z,1,14.5,1,34.0,37.0,13.041
1723,1.0,NR-316:2,23759,24000.0,124.15,24024.0,473650,2021-04-26T12:28:13.670Z,11,14.5,1,28.0,41.0,13.749
1724,0.9,NR-317:1,23760,24000.0,105.849,24006.0,476364,2021-04-26T12:28:40.812Z,1,11.5,1,34.0,37.0,12.191
1725,1.3,NR-317:2,23761,24000.0,105.839,24015.0,476394,2021-04-26T12:28:41.112Z,11,11.5,1,28.0,40.0,12.878
1726,1.3,NR-317:2,23762,24000.0,105.839,23979.0,480961,2021-04-26T12:29:26.786Z,11,11.5,1,28.0,40.0,14.62
1727,0.8,NR-303:1,23763,22000.0,125.379,21982.0,486267,2021-04-26T12:30:19.851Z,1,12.5,1,34.0,36.0,12.552
1728,1.2,NR-303:2,23764,22000.0,125.41,21998.0,486297,2021-04-26T12:30:20.151Z,11,12.5,1,28.0,39.0,12.984
1729,1.2,NR-303:2,23765,22000.0,125.41,22003.0,493496,2021-04-26T12:31:32.147Z,11,12.5,1,28.0,38.0,14.514
1730,4.0,NR-304:2,23766,24000.0,119.699,23955.0,505071,2021-04-26T12:33:27.907Z,11,15.0,1,27.0,35.0,18.988
1731,2.8,NR-304:1,23767,24000.0,119.779,23964.0,515518,2021-04-26T12:35:12.386Z,1,15.0,1,32.0,30.0,18.436
1732,4.1,NR-304:2,23768,24000.0,119.699,23949.0,515534,2021-04-26T12:35:12.546Z,11,15.0,1,28.0,40.0,19.158
1733,4.5,NR-304:2,23769,24000.0,119.699,23958.0,525100,2021-04-26T12:36:48.214Z,11,15.0,1,29.0,43.0,19.413
1734,2.6,NR-316:1,23770,24000.0,124.459,24012.0,529029,2021-04-26T12:37:27.508Z,1,14.5,1,34.0,39.0,12.814
1735,1.2,NR-316:2,23771,24000.0,124.15,24003.0,529045,2021-04-26T12:37:27.668Z,11,14.5,1,29.0,43.0,13.211
1736,1.3,NR-316:2,23772,24000.0,124.15,24027.0,532400,2021-04-26T12:38:01.221Z,11,14.5,1,29.0,43.0,13.246
1737,2.4,NR-316:1,23773,24000.0,124.459,24009.0,536169,2021-04-26T12:38:38.914Z,1,14.5,1,34.0,38.0,12.878
1738,1.3,NR-316:2,23774,24000.0,124.15,24015.0,536199,2021-04-26T12:38:39.214Z,11,14.5,1,28.0,41.0,13.275
1739,1.7,NR-317:1,23775,24000.0,105.849,23982.0,538953,2021-04-26T12:39:06.756Z,1,11.5,1,34.0,37.0,13.275
1740,1.3,NR-317:2,23776,24000.0,105.839,23979.0,538983,2021-04-26T12:39:07.056Z,11,11.5,1,28.0,41.0,13.211
1741,1.3,NR-317:2,23777,24000.0,105.839,24018.0,543548,2021-04-26T12:39:52.710Z,11,11.5,1,28.0,40.0,14.91
1742,1.5,NR-303:1,23778,22000.0,125.379,22010.0,548868,2021-04-26T12:40:45.915Z,1,12.5,1,34.0,36.0,12.892
1743,1.2,NR-303:2,23779,22000.0,125.41,22023.0,548898,2021-04-26T12:40:46.215Z,11,12.5,1,28.0,38.0,12.751
1744,1.2,NR-303:2,23780,22000.0,125.41,21998.0,556095,2021-04-26T12:41:58.191Z,11,12.5,1,27.0,37.0,14.662
1745,4.6,NR-304:2,23781,24000.0,119.699,23940.0,589750,2021-04-26T12:47:34.771Z,11,15.0,1,25.0,27.0,17.947
1746,2.2,NR-304:1,23782,24000.0,119.779,23967.0,600188,2021-04-26T12:49:19.160Z,1,15.0,1,31.0,28.0,18.698
1747,4.4,NR-304:2,23783,24000.0,119.699,23952.0,600218,2021-04-26T12:49:19.460Z,11,15.0,1,26.0,35.0,19.307
1748,4.6,NR-304:2,23784,24000.0,119.699,23952.0,609783,2021-04-26T12:50:55.118Z,11,15.0,1,27.0,41.0,18.634
1749,1.9,NR-316:1,23785,24000.0,124.459,23970.0,613695,2021-04-26T12:51:34.241Z,1,14.5,1,33.0,37.0,13.289
1750,1.0,NR-316:2,23786,24000.0,124.15,23982.0,613725,2021-04-26T12:51:34.541Z,11,14.5,1,27.0,40.0,13.806
1751,1.2,NR-316:2,23787,24000.0,124.15,24006.0,617045,2021-04-26T12:52:07.744Z,11,14.5,1,27.0,40.0,13.027
1752,1.9,NR-316:1,23788,24000.0,124.459,24018.0,620818,2021-04-26T12:52:45.478Z,1,14.5,1,33.0,36.0,12.935
1753,1.2,NR-316:2,23789,24000.0,124.15,23988.0,620848,2021-04-26T12:52:45.778Z,11,14.5,1,27.0,39.0,14.386
1754,1.8,NR-317:1,23790,24000.0,105.849,24033.0,623575,2021-04-26T12:53:13.050Z,1,11.5,1,33.0,35.0,13.168
1755,1.3,NR-317:2,23791,24000.0,105.839,24033.0,623605,2021-04-26T12:53:13.350Z,11,11.5,1,27.0,38.0,12.984
1756,1.3,NR-317:2,23792,24000.0,105.839,23988.0,628173,2021-04-26T12:53:59.034Z,11,11.5,1,27.0,38.0,14.5
1757,1.0,NR-303:1,23793,22000.0,125.379,22020.0,633484,2021-04-26T12:54:52.149Z,1,12.5,1,33.0,35.0,12.22
1758,1.3,NR-303:2,23794,22000.0,125.41,22020.0,633514,2021-04-26T12:54:52.449Z,11,12.5,1,28.0,37.0,13.062
1759,1.3,NR-303:2,23795,22000.0,125.41,21995.0,640712,2021-04-26T12:56:04.435Z,11,12.5,1,27.0,37.0,14.436
1760,4.4,NR-304:2,23796,24000.0,119.699,23970.0,652286,2021-04-26T12:58:00.185Z,11,15.0,1,27.0,34.0,18.818
1761,7.1,NR-304:2,23797,24000.0,119.699,23973.0,668544,2021-04-26T13:00:42.779Z,11,15.0,1,26.0,28.0,18.833
1762,3.2,NR-304:1,23798,24000.0,119.779,23994.0,679062,2021-04-26T13:02:27.968Z,1,15.0,1,31.0,29.0,17.523
1763,5.0,NR-304:2,23799,24000.0,119.699,23973.0,679092,2021-04-26T13:02:28.268Z,11,15.0,1,27.0,37.0,19.066
1764,4.6,NR-304:2,23800,24000.0,119.699,23952.0,688853,2021-04-26T13:04:05.887Z,11,15.0,1,28.0,42.0,19.109
1765,4.5,NR-316:1,23801,24000.0,124.459,23997.0,692773,2021-04-26T13:04:45.090Z,1,14.5,1,33.0,38.0,13.99
1766,1.0,NR-316:2,23802,24000.0,124.15,24009.0,692803,2021-04-26T13:04:45.390Z,11,14.5,1,28.0,42.0,14.45
1767,1.0,NR-316:2,23803,24000.0,124.15,23985.0,696123,2021-04-26T13:05:18.593Z,11,14.5,1,28.0,41.0,13.869
1768,4.9,NR-316:1,23804,24000.0,124.459,23976.0,699903,2021-04-26T13:05:56.396Z,1,14.5,1,33.0,37.0,14.28
1769,1.0,NR-316:2,23805,24000.0,124.15,23994.0,699921,2021-04-26T13:05:56.576Z,11,14.5,1,28.0,40.0,13.409
1770,1.8,NR-317:1,23806,24000.0,105.849,23982.0,702650,2021-04-26T13:06:23.869Z,1,11.5,1,33.0,36.0,13.076
1771,1.4,NR-317:2,23807,24000.0,105.839,23994.0,702680,2021-04-26T13:06:24.169Z,11,11.5,1,28.0,39.0,13.303
1772,1.2,NR-317:2,23808,24000.0,105.839,24000.0,707246,2021-04-26T13:07:09.833Z,11,11.5,1,27.0,38.0,14.478
1773,1.6,NR-303:1,23809,22000.0,125.379,22008.0,712558,2021-04-26T13:08:02.957Z,1,12.5,1,33.0,35.0,12.482
1774,1.2,NR-303:2,23810,22000.0,125.41,22013.0,712588,2021-04-26T13:08:03.257Z,11,12.5,1,27.0,37.0,13.133
1775,1.2,NR-303:2,23811,22000.0,125.41,22005.0,719785,2021-04-26T13:09:15.234Z,11,12.5,1,27.0,37.0,14.662
1776,1.2,NR-305,23812,10000.0,84.089,9982.0,6458116,2021-04-27T05:05:43.455Z,11,180.0,1,19.0,21.0,14.33
1777,4.8,NR-304:2,23813,24000.0,119.699,23967.0,6504498,2021-04-27T05:13:27.314Z,11,15.0,1,19.0,22.0,19.066
1778,3.1,NR-304:1,23814,24000.0,119.779,23973.0,6514935,2021-04-27T05:15:11.693Z,1,15.0,1,26.0,25.0,18.33
1779,4.8,NR-304:2,23815,24000.0,119.699,23973.0,6514965,2021-04-27T05:15:11.993Z,11,15.0,1,21.0,31.0,18.5
1780,4.5,NR-304:2,23816,24000.0,119.699,23952.0,6524765,2021-04-27T05:16:50.001Z,11,15.0,1,23.0,36.0,18.606
1781,3.7,NR-316:1,23817,24000.0,124.459,23976.0,6528680,2021-04-27T05:17:29.155Z,1,14.5,1,27.0,33.0,14.053
1782,1.1,NR-316:2,23818,24000.0,124.15,24057.0,6528710,2021-04-27T05:17:29.455Z,11,14.5,1,23.0,37.0,13.501
1783,1.2,NR-316:2,23819,24000.0,124.15,23997.0,6532048,2021-04-27T05:18:02.838Z,11,14.5,1,24.0,36.0,13.912
1784,4.1,NR-316:1,23820,24000.0,124.459,24009.0,6535817,2021-04-27T05:18:40.531Z,1,14.5,1,28.0,32.0,13.671
1785,1.3,NR-316:2,23821,24000.0,124.15,24021.0,6535847,2021-04-27T05:18:40.831Z,11,14.5,1,24.0,36.0,14.004
1786,2.0,NR-317:1,23822,24000.0,105.849,23982.0,6538568,2021-04-27T05:19:08.043Z,1,11.5,1,28.0,32.0,12.864
1787,1.2,NR-317:2,23823,24000.0,105.839,23994.0,6538598,2021-04-27T05:19:08.343Z,11,11.5,1,24.0,35.0,13.091
1788,1.4,NR-317:2,23824,24000.0,105.839,24006.0,6543180,2021-04-27T05:19:54.167Z,11,11.5,1,24.0,35.0,14.5
1789,1.8,NR-303:1,23825,22000.0,125.379,22008.0,6548490,2021-04-27T05:20:47.272Z,1,12.5,1,29.0,32.0,12.206
1790,1.1,NR-303:2,23826,22000.0,125.41,21998.0,6548520,2021-04-27T05:20:47.572Z,11,12.5,1,24.0,35.0,12.906
1791,1.1,NR-303:2,23827,22000.0,125.41,22010.0,6555720,2021-04-27T05:21:59.578Z,11,12.5,1,24.0,34.0,14.315
1792,3.5,NR-304:2,23828,24000.0,119.699,23937.0,6567308,2021-04-27T05:23:55.468Z,11,15.0,1,24.0,32.0,19.002
1793,3.3,NR-304:1,23829,24000.0,119.779,23922.0,6577745,2021-04-27T05:25:39.847Z,1,15.0,1,28.0,28.0,19.463
1794,3.5,NR-304:2,23830,24000.0,119.699,23964.0,6577775,2021-04-27T05:25:40.147Z,11,15.0,1,25.0,38.0,19.541
1795,4.0,NR-304:2,23831,24000.0,119.699,23970.0,6587556,2021-04-27T05:27:17.965Z,11,15.0,1,26.0,41.0,19.002
1796,4.2,NR-316:1,23832,24000.0,124.459,23982.0,6591488,2021-04-27T05:27:57.289Z,1,14.5,1,30.0,36.0,13.657
1797,1.3,NR-316:2,23833,24000.0,124.15,24009.0,6591504,2021-04-27T05:27:57.448Z,11,14.5,1,26.0,42.0,13.423
1798,1.3,NR-316:2,23834,24000.0,124.15,24030.0,6594885,2021-04-27T05:28:31.261Z,11,14.5,1,26.0,41.0,13.735
1799,4.1,NR-316:1,23835,24000.0,124.459,24015.0,6598657,2021-04-27T05:29:08.985Z,1,14.5,1,30.0,35.0,13.714
1800,1.3,NR-316:2,23836,24000.0,124.15,24018.0,6598687,2021-04-27T05:29:09.285Z,11,14.5,1,26.0,39.0,13.459
1801,1.9,NR-317:1,23837,24000.0,105.849,24033.0,6601426,2021-04-27T05:29:36.677Z,1,11.5,1,30.0,35.0,12.666
1802,1.3,NR-317:2,23838,24000.0,105.839,24006.0,6601442,2021-04-27T05:29:36.837Z,11,11.5,1,26.0,39.0,12.97
1803,1.3,NR-317:2,23839,24000.0,105.839,24012.0,6606007,2021-04-27T05:30:22.491Z,11,11.5,1,26.0,38.0,14.372
1804,2.5,NR-303:1,23840,22000.0,125.379,21987.0,6611370,2021-04-27T05:31:16.125Z,1,12.5,1,31.0,34.0,12.156
1805,1.3,NR-303:2,23841,22000.0,125.41,22003.0,6611400,2021-04-27T05:31:16.426Z,11,12.5,1,26.0,37.0,13.062
1806,1.3,NR-303:2,23842,22000.0,125.41,22000.0,6618596,2021-04-27T05:32:28.392Z,11,12.5,1,25.0,36.0,14.698
1807,2.5,NR-304:2,23843,24000.0,119.699,23973.0,6630154,2021-04-27T05:34:23.982Z,11,15.0,1,25.0,34.0,19.017
1808,4.8,NR-304:1,23844,24000.0,119.779,23958.0,6640586,2021-04-27T05:36:08.311Z,1,15.0,1,29.0,29.0,18.316
1809,2.8,NR-304:2,23845,24000.0,119.699,23964.0,6640616,2021-04-27T05:36:08.611Z,11,15.0,1,26.0,39.0,18.422
1810,3.8,NR-304:2,23846,24000.0,119.699,23964.0,6650196,2021-04-27T05:37:44.419Z,11,15.0,1,26.0,42.0,18.273
1811,3.1,NR-316:1,23847,24000.0,124.459,24003.0,6654124,2021-04-27T05:38:23.702Z,1,14.5,1,31.0,37.0,13.933
1812,1.3,NR-316:2,23848,24000.0,124.15,23994.0,6654140,2021-04-27T05:38:23.862Z,11,14.5,1,26.0,42.0,13.976
1813,1.3,NR-316:2,23849,24000.0,124.15,24015.0,6657464,2021-04-27T05:38:57.105Z,11,14.5,1,26.0,41.0,13.331
1814,2.9,NR-316:1,23850,24000.0,124.459,24006.0,6661230,2021-04-27T05:39:34.768Z,1,14.5,1,31.0,36.0,13.643
1815,1.4,NR-316:2,23851,24000.0,124.15,24009.0,6661260,2021-04-27T05:39:35.068Z,11,14.5,1,26.0,40.0,14.082
1816,2.2,NR-317:1,23852,24000.0,105.849,23991.0,6663978,2021-04-27T05:40:02.251Z,1,11.5,1,31.0,36.0,12.999
1817,1.2,NR-317:2,23853,24000.0,105.839,23997.0,6664008,2021-04-27T05:40:02.551Z,11,11.5,1,26.0,39.0,12.843
1818,1.3,NR-317:2,23854,24000.0,105.839,23994.0,6668574,2021-04-27T05:40:48.214Z,11,11.5,1,26.0,39.0,14.556
1819,2.1,NR-303:1,23855,22000.0,125.379,21975.0,6673886,2021-04-27T05:41:41.339Z,1,12.5,1,31.0,35.0,12.262
1820,1.3,NR-303:2,23856,22000.0,125.41,21995.0,6673916,2021-04-27T05:41:41.639Z,11,12.5,1,26.0,38.0,13.105
1821,1.4,NR-303:2,23857,22000.0,125.41,22030.0,6681115,2021-04-27T05:42:53.635Z,11,12.5,1,25.0,37.0,14.542
1822,2.7,NR-304:2,23858,24000.0,119.699,23976.0,6755860,2021-04-27T05:55:21.149Z,11,15.0,1,22.0,24.0,18.16
1823,3.5,NR-304:1,23859,24000.0,119.779,23946.0,6766290,2021-04-27T05:57:05.458Z,1,15.0,1,28.0,26.0,18.181
1824,3.4,NR-304:2,23860,24000.0,119.699,23958.0,6766320,2021-04-27T05:57:05.758Z,11,15.0,1,23.0,33.0,18.408
1825,2.2,NR-303:1,23885,22000.0,125.379,21993.0,6862822,2021-04-27T06:13:10.861Z,1,12.5,1,31.0,35.0,12.354
1826,1.1,NR-303:2,23886,22000.0,125.41,21987.0,6862852,2021-04-27T06:13:11.161Z,11,12.5,1,25.0,37.0,13.154
1827,1.1,NR-303:2,23887,22000.0,125.41,22008.0,6870095,2021-04-27T06:14:23.598Z,11,12.5,1,25.0,36.0,14.45
1828,3.6,NR-304:2,23888,24000.0,119.699,23967.0,6881663,2021-04-27T06:16:19.288Z,11,15.0,1,25.0,34.0,18.209
1829,3.0,NR-304:1,23889,24000.0,119.779,23973.0,6892090,2021-04-27T06:18:03.567Z,1,15.0,1,29.0,29.0,18.379
1830,4.1,NR-304:2,23890,24000.0,119.699,23964.0,6892120,2021-04-27T06:18:03.867Z,11,15.0,1,25.0,39.0,18.91
1831,3.7,NR-304:2,23891,24000.0,119.699,23991.0,6901727,2021-04-27T06:19:39.945Z,11,15.0,1,26.0,43.0,17.749
1832,3.2,NR-316:1,23892,24000.0,124.459,24024.0,6905644,2021-04-27T06:20:19.118Z,1,14.5,1,31.0,38.0,13.473
1833,1.2,NR-316:2,23893,24000.0,124.15,24009.0,6905674,2021-04-27T06:20:19.418Z,11,14.5,1,26.0,43.0,13.622
1834,1.2,NR-316:2,23894,24000.0,124.15,24015.0,6909023,2021-04-27T06:20:52.911Z,11,14.5,1,26.0,42.0,13.515
1835,3.5,NR-316:1,23895,24000.0,124.459,23985.0,6912801,2021-04-27T06:21:30.694Z,1,14.5,1,31.0,36.0,13.884
1836,1.2,NR-316:2,23896,24000.0,124.15,23994.0,6912817,2021-04-27T06:21:30.854Z,11,14.5,1,26.0,41.0,13.225
1837,1.1,NR-317:2,23898,24000.0,105.839,24027.0,6915575,2021-04-27T06:21:58.437Z,11,11.5,1,26.0,40.0,12.906
1838,2.2,NR-317:1,23897,24000.0,105.849,23985.0,6915559,2021-04-27T06:21:58.277Z,1,11.5,1,31.0,36.0,12.524
1839,1.2,NR-317:2,23899,24000.0,105.839,24000.0,6920185,2021-04-27T06:22:44.541Z,11,11.5,1,26.0,39.0,14.634
1840,2.4,NR-303:1,23900,22000.0,125.379,22005.0,6925558,2021-04-27T06:23:38.275Z,1,12.5,1,31.0,35.0,12.114
1841,1.1,NR-303:2,23901,22000.0,125.41,22003.0,6925588,2021-04-27T06:23:38.575Z,11,12.5,1,26.0,38.0,13.133
1842,1.1,NR-303:2,23902,22000.0,125.41,22020.0,6932831,2021-04-27T06:24:51.012Z,11,12.5,1,25.0,37.0,14.407
1843,2.9,NR-304:2,23903,24000.0,119.699,23952.0,6944433,2021-04-27T06:26:47.042Z,11,15.0,1,25.0,34.0,19.144
1844,4.3,NR-304:1,23904,24000.0,119.779,23967.0,6954866,2021-04-27T06:28:31.380Z,1,15.0,1,30.0,29.0,18.089
1845,3.2,NR-304:2,23905,24000.0,119.699,23973.0,6954882,2021-04-27T06:28:31.541Z,11,15.0,1,26.0,39.0,17.997
1846,3.4,NR-304:2,23906,24000.0,119.699,23955.0,6964702,2021-04-27T06:30:09.749Z,11,15.0,1,26.0,43.0,17.891
1847,3.8,NR-316:1,23907,24000.0,124.459,24009.0,6968618,2021-04-27T06:30:48.912Z,1,14.5,1,32.0,38.0,13.076
1848,1.3,NR-316:2,23908,24000.0,124.15,23964.0,6968648,2021-04-27T06:30:49.212Z,11,14.5,1,26.0,43.0,14.188
1849,1.2,NR-316:2,23909,24000.0,124.15,24012.0,6972012,2021-04-27T06:31:22.855Z,11,14.5,1,26.0,42.0,13.607
1850,3.8,NR-316:1,23910,24000.0,124.459,24000.0,6975779,2021-04-27T06:32:00.528Z,1,14.5,1,32.0,37.0,13.735
1851,1.2,NR-316:2,23911,24000.0,124.15,24030.0,6975809,2021-04-27T06:32:00.828Z,11,14.5,1,26.0,41.0,14.068
1852,2.5,NR-317:1,23912,24000.0,105.849,23988.0,6978535,2021-04-27T06:32:28.091Z,1,11.5,1,32.0,37.0,12.892
1853,1.2,NR-317:2,23913,24000.0,105.839,24021.0,6978566,2021-04-27T06:32:28.401Z,11,11.5,1,26.0,40.0,13.183
1854,1.2,NR-317:2,23914,24000.0,105.839,24003.0,6983192,2021-04-27T06:33:14.665Z,11,11.5,1,26.0,39.0,14.344
1855,1.9,NR-303:1,23915,22000.0,125.379,22003.0,6988507,2021-04-27T06:34:07.819Z,1,12.5,1,32.0,35.0,12.34
1856,1.0,NR-303:2,23916,22000.0,125.41,22015.0,6988537,2021-04-27T06:34:08.119Z,11,12.5,1,26.0,38.0,13.076
1857,1.1,NR-303:2,23917,22000.0,125.41,22010.0,6995778,2021-04-27T06:35:20.536Z,11,12.5,1,26.0,37.0,14.464
1858,4.8,NR-304:2,23918,24000.0,119.699,23970.0,7064421,2021-04-27T06:46:47.025Z,11,15.0,1,22.0,23.0,18.103
1859,4.6,NR-304:1,23919,24000.0,119.779,23967.0,7068556,2021-04-27T06:47:28.378Z,1,15.0,1,27.0,26.0,18.181
1860,5.5,NR-304:2,23920,24000.0,119.699,23967.0,7068586,2021-04-27T06:47:28.678Z,11,15.0,1,22.0,25.0,18.62
1861,4.6,NR-304:2,23921,24000.0,119.699,23955.0,7076469,2021-04-27T06:48:47.515Z,11,15.0,1,23.0,33.0,18.146
1862,3.2,NR-316:1,23922,24000.0,124.459,23997.0,7084993,2021-04-27T06:50:12.763Z,1,14.5,1,29.0,32.0,13.622
1863,1.2,NR-316:2,23923,24000.0,124.15,24003.0,7085023,2021-04-27T06:50:13.063Z,11,14.5,1,25.0,36.0,13.076
1864,1.4,NR-316:2,23924,24000.0,124.15,24015.0,7088408,2021-04-27T06:50:46.915Z,11,14.5,1,25.0,36.0,13.735
1865,2.5,NR-317:1,23925,24000.0,105.849,24012.0,7092518,2021-04-27T06:51:28.019Z,1,11.5,1,29.0,32.0,13.331
1866,1.2,NR-317:2,23926,24000.0,105.839,23997.0,7092548,2021-04-27T06:51:28.319Z,11,11.5,1,25.0,35.0,12.843
1867,1.2,NR-317:2,23927,24000.0,105.839,23988.0,7096215,2021-04-27T06:52:04.992Z,11,11.5,1,25.0,35.0,14.584
1868,1.8,NR-303:1,23928,22000.0,125.379,22008.0,7100684,2021-04-27T06:52:49.686Z,1,12.5,1,30.0,32.0,12.34
1869,1.3,NR-303:2,23929,22000.0,125.41,22010.0,7100714,2021-04-27T06:52:49.986Z,11,12.5,1,25.0,35.0,12.878
1870,1.3,NR-303:2,23930,22000.0,125.41,22018.0,7106928,2021-04-27T06:53:52.131Z,11,12.5,1,25.0,35.0,14.556
1871,1.2,NR-317:2,23953,24000.0,105.839,23997.0,7379155,2021-04-27T07:39:14.636Z,11,11.5,1,24.0,34.0,14.726
1872,1.4,NR-303:1,23954,22000.0,125.379,22008.0,7383620,2021-04-27T07:39:59.290Z,1,12.5,1,29.0,31.0,12.114
1873,1.2,NR-303:2,23955,22000.0,125.41,21998.0,7383650,2021-04-27T07:39:59.590Z,11,12.5,1,24.0,33.0,13.133
1874,1.3,NR-303:2,23956,22000.0,125.41,22013.0,7389864,2021-04-27T07:41:01.735Z,11,12.5,1,24.0,33.0,14.648
1875,3.7,NR-304:2,23957,24000.0,119.699,23991.0,7400296,2021-04-27T07:42:46.064Z,11,15.0,1,24.0,31.0,17.905
1876,4.2,NR-304:1,23958,24000.0,119.779,23967.0,7404432,2021-04-27T07:43:27.428Z,1,15.0,1,29.0,29.0,19.229
1877,4.9,NR-304:2,23959,24000.0,119.699,23967.0,7404462,2021-04-27T07:43:27.728Z,11,15.0,1,24.0,32.0,17.87
1878,4.4,NR-304:2,23960,24000.0,119.699,23955.0,7412366,2021-04-27T07:44:46.775Z,11,15.0,1,25.0,38.0,17.841
