,rpmSetPoint,ist_acc,bearingsCelsius,VibromPeak,statoRot,numTP,@timestamp,UTE,statorCelsius,spindleRpm,LUNG,CurrentPeak,idChiave,DIAM
5757,7500.0,581815,28.0,0.9,1,1,2022-03-22T07:31:01.663Z,AGGRE44-1-SAEGE200,32.0,7464.1,1.55,24.18,49392,197.475
5758,12000.0,585058,27.0,2.3,1,1,2022-03-22T07:31:34.093Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,11964.0,0.01,34.285,49393,4.0
5759,18000.0,594576,27.0,1.0,1,1,2022-03-22T07:33:09.275Z,HM10_MM,27.0,17883.0,122.508,15.221,49395,9.932
5760,12000.0,616719,27.0,2.2,1,1,2022-03-22T07:36:50.708Z,MULTI_A_R2-1-ET01_MULTI_A_R2,28.0,11962.0,0.01,23.25,49397,4.0
5761,12000.0,620828,27.0,2.3,1,1,2022-03-22T07:37:31.799Z,MULTI_A_R2-1-ET01_MULTI_A_R2,28.0,11947.0,0.01,29.791,49398,4.0
5762,7500.0,625556,27.0,1.5,1,1,2022-03-22T07:38:19.080Z,AGGRE44-1-SAEGE200,28.0,7394.799,1.55,27.434,49399,197.475
5763,18000.0,631662,27.0,1.2,1,1,2022-03-22T07:39:20.140Z,HM12_MM,30.0,17885.0,118.438,27.434,49400,11.976
5764,18000.0,634976,27.0,1.1,1,1,2022-03-22T07:39:53.281Z,HM10_MM,30.0,17886.0,122.508,27.434,49401,9.932
5765,7500.0,642511,28.0,1.7,1,1,2022-03-22T07:41:08.632Z,AGGRE44-1-SAEGE200,32.0,7459.899,1.55,32.457,49402,197.475
5766,12000.0,645755,28.0,2.7,1,1,2022-03-22T07:41:41.073Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,11966.0,0.01,32.766,49403,4.0
5767,18000.0,655260,27.0,1.1,1,1,2022-03-22T07:43:16.124Z,HM10_MM,27.0,17895.0,122.508,14.973,49405,9.932
5768,12000.0,684033,27.0,2.5,1,1,2022-03-22T07:48:03.859Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,11919.0,0.01,27.745,49407,4.0
5769,12000.0,688149,27.0,2.5,1,1,2022-03-22T07:48:45.019Z,MULTI_A_R2-1-ET01_MULTI_A_R2,28.0,11961.0,0.01,33.511,49408,4.0
5770,7500.0,692894,27.0,1.5,1,1,2022-03-22T07:49:32.470Z,AGGRE44-1-SAEGE200,28.0,7455.0,1.55,25.823,49409,197.475
5771,18000.0,698997,27.0,0.9,1,1,2022-03-22T07:50:33.501Z,HM12_MM,30.0,17887.0,118.438,31.062,49410,11.976
5772,18000.0,702321,27.0,1.0,1,1,2022-03-22T07:51:06.742Z,HM10_MM,30.0,17871.0,122.508,27.466,49411,9.932
5773,7500.0,709861,28.0,1.4,1,1,2022-03-22T07:52:22.143Z,AGGRE44-1-SAEGE200,30.0,7461.299,1.55,34.348,49412,197.475
5774,12000.0,713137,27.0,2.2,1,1,2022-03-22T07:52:54.903Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,11959.0,0.01,37.727,49413,4.0
5775,18000.0,722662,27.0,1.3,1,1,2022-03-22T07:54:30.155Z,HM10_MM,27.0,17905.0,122.508,29.667,49415,9.932
5776,12000.0,743653,27.0,2.5,1,1,2022-03-22T07:58:00.068Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,11923.0,0.01,31.372,49417,4.0
5777,12000.0,747766,27.0,2.4,1,1,2022-03-22T07:58:41.199Z,MULTI_A_R2-1-ET01_MULTI_A_R2,28.0,11951.0,0.01,27.218,49418,4.0
5778,7500.0,752517,27.0,1.5,1,1,2022-03-22T07:59:28.710Z,AGGRE44-1-SAEGE200,28.0,7450.1,1.55,34.285,49419,197.475
5779,18000.0,758631,27.0,1.3,1,1,2022-03-22T08:00:29.850Z,HM12_MM,30.0,17884.0,118.438,26.535,49420,11.976
5780,18000.0,761945,27.0,0.9,1,1,2022-03-22T08:01:02.991Z,HM10_MM,30.0,17881.0,122.508,28.055,49421,9.932
5781,7500.0,769469,28.0,1.3,1,1,2022-03-22T08:02:18.232Z,AGGRE44-1-SAEGE200,32.0,7415.799,1.55,24.614,49422,197.475
5782,12000.0,772738,28.0,2.3,1,1,2022-03-22T08:02:50.923Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,11957.0,0.01,15.221,49423,4.0
5783,18000.0,782262,27.0,0.9,1,1,2022-03-22T08:04:26.164Z,HM10_MM,27.0,17874.0,122.508,30.256,49425,9.932
5784,12000.0,802971,28.0,2.7,1,1,2022-03-22T08:07:53.258Z,MULTI_A_R2-1-ET01_MULTI_A_R2,29.0,11947.0,0.01,31.278,49427,4.0
5785,12000.0,807093,27.0,2.6,1,1,2022-03-22T08:08:34.478Z,MULTI_A_R2-1-ET01_MULTI_A_R2,29.0,11931.0,0.01,28.489,49428,4.0
5786,7500.0,811831,27.0,1.6,1,1,2022-03-22T08:09:21.859Z,AGGRE44-1-SAEGE200,29.0,7419.299,1.55,34.688,49429,197.475
5787,18000.0,817926,27.0,1.0,1,1,2022-03-22T08:10:22.810Z,HM12_MM,30.0,17868.0,118.438,27.434,49430,11.976
5788,7500.0,828782,29.0,1.1,1,1,2022-03-22T08:12:11.372Z,AGGRE44-1-SAEGE200,33.0,7451.5,1.55,27.434,49432,197.475
5789,12000.0,832033,28.0,2.5,1,1,2022-03-22T08:12:43.882Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,11963.0,0.01,34.937,49433,4.0
5790,18000.0,841566,27.0,1.1,1,1,2022-03-22T08:14:19.214Z,HM10_MM,27.0,17908.0,122.508,27.806,49435,9.932
5791,12000.0,982137,24.0,2.3,1,1,2022-03-22T08:37:44.946Z,MULTI_A_R2-1-ET01_MULTI_A_R2,24.0,11957.0,0.01,15.035,49437,4.0
5792,12000.0,986255,24.0,2.2,1,1,2022-03-22T08:38:26.127Z,MULTI_A_R2-1-ET01_MULTI_A_R2,25.0,11960.0,0.01,27.993,49438,4.0
5793,7500.0,990985,24.0,1.6,1,1,2022-03-22T08:39:13.428Z,AGGRE44-1-SAEGE200,27.0,7445.199,1.55,15.159,49439,197.475
5794,18000.0,997103,24.0,0.9,1,1,2022-03-22T08:40:14.609Z,HM12_MM,27.0,17865.0,118.438,23.497,49440,11.976
5795,18000.0,1000429,25.0,0.9,1,1,2022-03-22T08:40:47.869Z,HM10_MM,29.0,17889.0,122.508,30.101,49441,9.932
5796,7500.0,1007956,27.0,1.0,1,1,2022-03-22T08:42:03.141Z,AGGRE44-1-SAEGE200,30.0,7459.899,1.55,35.061,49442,197.475
5797,12000.0,1011214,27.0,2.8,1,1,2022-03-22T08:42:35.721Z,MULTI_A_R2-1-ET01_MULTI_A_R2,29.0,11956.0,0.01,33.696,49443,4.0
5798,18000.0,1020730,25.0,1.1,1,1,2022-03-22T08:44:10.883Z,HM10_MM,27.0,17917.0,122.508,27.745,49445,9.932
5799,12000.0,1174361,27.0,2.1,1,1,2022-03-22T09:09:47.218Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,11933.0,0.01,32.798,49468,4.0
5800,7500.0,1179093,27.0,1.3,1,1,2022-03-22T09:10:34.539Z,AGGRE44-1-SAEGE200,28.0,7429.799,1.55,35.712,49469,197.475
5801,18000.0,1185198,27.0,1.1,1,1,2022-03-22T09:11:35.590Z,HM12_MM,30.0,17903.0,118.438,33.201,49470,11.976
5802,18000.0,1188539,27.0,1.1,1,1,2022-03-22T09:12:09.000Z,HM10_MM,30.0,17883.0,122.508,32.798,49471,9.932
5803,7500.0,1196067,28.0,1.2,1,1,2022-03-22T09:13:24.282Z,AGGRE44-1-SAEGE200,32.0,7411.6,1.55,28.086,49472,197.475
5804,12000.0,1199351,28.0,2.3,1,1,2022-03-22T09:13:57.122Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,11944.0,0.01,30.07,49473,4.0
5805,18000.0,1208880,27.0,0.9,1,1,2022-03-22T09:15:32.414Z,HM10_MM,27.0,17888.0,122.508,27.341,49475,9.932
5806,12000.0,1228832,28.0,2.3,1,1,2022-03-22T09:18:51.937Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,11945.0,0.01,15.159,49477,4.0
5807,12000.0,1232946,28.0,2.7,1,1,2022-03-22T09:19:33.078Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,11963.0,0.01,28.117,49478,4.0
5808,7500.0,1237701,27.0,1.4,1,1,2022-03-22T09:20:20.628Z,AGGRE44-1-SAEGE200,29.0,7461.299,1.55,33.387,49479,197.475
5809,18000.0,1243794,27.0,1.3,1,1,2022-03-22T09:21:21.559Z,HM12_MM,30.0,17921.0,118.438,27.249,49480,11.976
5810,18000.0,1247135,27.0,1.3,1,1,2022-03-22T09:21:54.970Z,HM10_MM,30.0,17882.0,122.508,15.221,49481,9.932
5811,7500.0,1254673,28.0,1.9,1,1,2022-03-22T09:23:10.351Z,AGGRE44-1-SAEGE200,32.0,7463.399,1.55,28.737,49482,197.475
5812,12000.0,1257979,27.0,2.6,1,1,2022-03-22T09:23:43.412Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,11957.0,0.01,31.496,49483,4.0
5813,18000.0,1267508,27.0,1.2,1,1,2022-03-22T09:25:18.703Z,HM10_MM,27.0,17894.0,122.508,32.178,49485,9.932
5814,12000.0,1290106,27.0,2.4,1,1,2022-03-22T09:29:04.687Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,11929.0,0.01,15.159,49487,4.0
5815,12000.0,1294221,27.0,2.2,1,1,2022-03-22T09:29:45.838Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,11962.0,0.01,27.775,49488,4.0
5816,7500.0,1298978,27.0,1.2,1,1,2022-03-22T09:30:33.408Z,AGGRE44-1-SAEGE200,28.0,7460.6,1.55,27.745,49489,197.475
5817,18000.0,1305088,27.0,1.3,1,1,2022-03-22T09:31:34.510Z,HM12_MM,30.0,17887.0,118.438,27.094,49490,11.976
5818,18000.0,1308429,27.0,1.3,1,1,2022-03-22T09:32:07.920Z,HM10_MM,30.0,17870.0,122.508,37.509,49491,9.932
5819,7500.0,1315969,28.0,0.9,1,1,2022-03-22T09:33:23.321Z,AGGRE44-1-SAEGE200,32.0,7461.299,1.55,31.434,49492,197.475
5820,12000.0,1319256,28.0,2.8,1,1,2022-03-22T09:33:56.192Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,11939.0,0.01,34.41,49493,4.0
5821,18000.0,1328786,27.0,1.2,1,1,2022-03-22T09:35:31.493Z,HM10_MM,27.0,17886.0,122.508,33.604,49495,9.932
5822,12000.0,1354670,27.0,2.6,1,1,2022-03-22T09:39:50.338Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,11929.0,0.01,33.728,49497,4.0
5823,12000.0,1358795,27.0,2.4,1,1,2022-03-22T09:40:31.588Z,MULTI_A_R2-1-ET01_MULTI_A_R2,28.0,11931.0,0.01,33.604,49498,4.0
5824,7500.0,1363535,27.0,1.3,1,1,2022-03-22T09:41:18.989Z,AGGRE44-1-SAEGE200,29.0,7457.799,1.55,34.099,49499,197.475
5825,18000.0,1369650,27.0,1.1,1,1,2022-03-22T09:42:20.140Z,HM12_MM,30.0,17862.0,118.438,30.752,49500,11.976
5826,18000.0,1372979,27.0,1.2,1,1,2022-03-22T09:42:53.431Z,HM10_MM,30.0,17900.0,122.508,35.464,49501,9.932
5827,7500.0,1380503,28.0,1.0,1,1,2022-03-22T09:44:08.672Z,AGGRE44-1-SAEGE200,32.0,7405.299,1.55,33.573,49502,197.475
5828,12000.0,1383780,27.0,2.1,1,1,2022-03-22T09:44:41.442Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,11959.0,0.01,15.097,49503,4.0
5829,18000.0,1394304,27.0,0.9,1,1,2022-03-22T09:46:26.684Z,HM10_MM,27.0,17896.0,122.508,24.893,49505,9.932
5830,12000.0,1416006,27.0,2.3,1,1,2022-03-22T09:50:03.708Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,11964.0,0.01,29.945,49507,4.0
5831,18000.0,1755230,23.0,0.8,1,1,2022-03-22T10:46:36.004Z,HM10_MM,23.0,17885.0,122.508,15.252,49527,9.932
5832,12000.0,1780967,25.0,2.2,1,1,2022-03-22T10:50:53.379Z,MULTI_A_R2-1-ET01_MULTI_A_R2,25.0,11964.0,0.01,27.868,49529,4.0
5833,12000.0,1785099,25.0,2.4,1,1,2022-03-22T10:51:34.699Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,11917.0,0.01,27.434,49530,4.0
5834,7500.0,1789830,25.0,1.3,1,1,2022-03-22T10:52:22.010Z,AGGRE44-1-SAEGE200,27.0,7427.699,1.55,27.434,49531,197.475
5835,18000.0,1795939,25.0,0.9,1,1,2022-03-22T10:53:23.101Z,HM12_MM,28.0,17905.0,118.438,25.42,49532,11.976
5836,18000.0,1799262,25.0,0.8,1,1,2022-03-22T10:53:56.332Z,HM10_MM,29.0,17864.0,122.508,31.465,49533,9.932
5837,18000.0,1841084,24.0,0.9,1,1,2022-03-22T11:00:54.559Z,HM10_MM,24.0,17895.0,122.508,28.892,49535,9.932
5838,18000.0,1889315,24.0,0.9,1,1,2022-03-22T11:08:56.877Z,HM10_MM,24.0,18092.0,122.508,32.333,49537,9.932
5839,12000.0,1910707,27.0,2.1,1,1,2022-03-22T11:12:30.800Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,12079.0,0.01,35.494,49539,4.0
5840,12000.0,1914830,25.0,2.1,1,1,2022-03-22T11:13:12.031Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,12074.0,0.01,33.325,49540,4.0
5841,7500.0,1919564,25.0,1.4,1,1,2022-03-22T11:13:59.372Z,AGGRE44-1-SAEGE200,27.0,7471.1,1.55,27.403,49541,197.475
5842,18000.0,1925667,25.0,0.9,1,1,2022-03-22T11:15:00.403Z,HM12_MM,29.0,18079.0,118.438,26.443,49542,11.976
5843,18000.0,1929007,27.0,1.2,1,1,2022-03-22T11:15:33.803Z,HM10_MM,30.0,18078.0,122.508,33.542,49543,9.932
5844,7500.0,1936539,27.0,1.6,1,1,2022-03-22T11:16:49.125Z,AGGRE44-1-SAEGE200,32.0,7525.699,1.55,21.576,49544,197.475
5845,12000.0,1939849,27.0,2.2,1,1,2022-03-22T11:17:22.225Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12072.0,0.01,37.044,49545,4.0
5846,18000.0,1964923,25.0,1.3,1,1,2022-03-22T11:21:32.969Z,HM10_MM,25.0,18054.0,122.508,23.188,49547,9.932
5847,12000.0,2198624,23.0,2.2,1,1,2022-03-22T12:00:30.018Z,MULTI_A_R2-1-ET01_MULTI_A_R2,23.0,12044.0,0.01,27.094,49549,4.0
5848,12000.0,2202747,23.0,2.3,1,1,2022-03-22T12:01:11.249Z,MULTI_A_R2-1-ET01_MULTI_A_R2,24.0,12054.0,0.01,31.403,49550,4.0
5849,7500.0,2207494,23.0,1.4,1,1,2022-03-22T12:01:58.720Z,AGGRE44-1-SAEGE200,25.0,7533.399,1.55,28.768,49551,197.475
5850,18000.0,2213607,24.0,1.2,1,1,2022-03-22T12:02:59.851Z,HM12_MM,27.0,18065.0,118.438,23.25,49552,11.976
5851,18000.0,2216947,24.0,1.1,1,1,2022-03-22T12:03:33.252Z,HM10_MM,28.0,18038.0,122.508,29.542,49553,9.932
5852,7500.0,2224479,25.0,1.7,1,1,2022-03-22T12:04:48.573Z,AGGRE44-1-SAEGE200,30.0,7517.299,1.55,28.302,49554,197.475
5853,12000.0,2227739,25.0,2.2,1,1,2022-03-22T12:05:21.173Z,MULTI_A_R2-1-ET01_MULTI_A_R2,29.0,12056.0,0.01,35.556,49555,4.0
5854,18000.0,2237263,25.0,1.2,1,1,2022-03-22T12:06:56.415Z,HM10_MM,25.0,18080.0,122.508,34.875,49557,9.932
5855,12000.0,2257605,27.0,2.2,1,1,2022-03-22T12:10:19.838Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,12085.0,0.01,29.76,49559,4.0
5856,12000.0,2261724,27.0,2.1,1,1,2022-03-22T12:11:01.029Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,12069.0,0.01,34.813,49560,4.0
5857,7500.0,2266459,27.0,1.4,1,1,2022-03-22T12:11:48.380Z,AGGRE44-1-SAEGE200,28.0,7513.1,1.55,29.481,49561,197.475
5858,18000.0,2812490,24.0,0.9,1,1,2022-03-22T13:42:48.782Z,HM12_MM,24.0,18081.0,118.438,25.048,49576,11.976
5859,18000.0,2815815,24.0,1.2,1,1,2022-03-22T13:43:22.032Z,HM10_MM,25.0,18082.0,122.508,29.573,49577,9.932
5860,7500.0,2823355,25.0,1.4,1,1,2022-03-22T13:44:37.433Z,AGGRE44-1-SAEGE200,29.0,7536.899,1.55,27.59,49578,197.475
5861,12000.0,2826633,25.0,2.3,1,1,2022-03-22T13:45:10.214Z,MULTI_A_R2-1-ET01_MULTI_A_R2,28.0,12075.0,0.01,29.853,49579,4.0
5862,18000.0,2831085,25.0,1.1,1,1,2022-03-22T13:45:54.735Z,HM12_MM,27.0,18066.0,118.438,26.443,49580,11.976
5863,18000.0,2834408,25.0,1.2,1,1,2022-03-22T13:46:27.965Z,HM10_MM,28.0,18075.0,122.508,31.527,49581,9.932
5864,7500.0,2841935,27.0,1.3,1,1,2022-03-22T13:47:43.237Z,AGGRE44-1-SAEGE200,30.0,7510.299,1.55,28.582,49582,197.475
5865,12000.0,2845223,27.0,2.2,1,1,2022-03-22T13:48:16.117Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12074.0,0.01,32.674,49583,4.0
5866,18000.0,2849664,27.0,1.2,1,1,2022-03-22T13:49:00.528Z,HM12_MM,28.0,18084.0,118.438,34.875,49584,11.976
5867,18000.0,2852984,27.0,0.8,1,1,2022-03-22T13:49:33.728Z,HM10_MM,30.0,18052.0,122.508,27.094,49585,9.932
5868,7500.0,2860514,27.0,2.1,1,1,2022-03-22T13:50:49.030Z,AGGRE44-1-SAEGE200,32.0,7530.6,1.55,25.079,49586,197.475
5869,12000.0,2863771,27.0,2.5,1,1,2022-03-22T13:51:21.600Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12040.0,0.01,36.952,49587,4.0
5870,18000.0,2868225,27.0,1.2,1,1,2022-03-22T13:52:06.141Z,HM12_MM,30.0,18042.0,118.438,35.835,49588,11.976
5871,18000.0,2871546,27.0,1.1,1,1,2022-03-22T13:52:39.351Z,HM10_MM,30.0,18066.0,122.508,30.907,49589,9.932
5872,7500.0,2879077,28.0,2.1,1,1,2022-03-22T13:53:54.663Z,AGGRE44-1-SAEGE200,32.0,7533.399,1.55,34.844,49590,197.475
5873,12000.0,2882352,27.0,2.1,1,1,2022-03-22T13:54:27.413Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12081.0,0.01,36.053,49591,4.0
5874,18000.0,2886796,27.0,0.9,1,1,2022-03-22T13:55:11.854Z,HM12_MM,30.0,18073.0,118.438,27.621,49592,11.976
5875,18000.0,2890119,27.0,1.1,1,1,2022-03-22T13:55:45.085Z,HM10_MM,30.0,18086.0,122.508,34.875,49593,9.932
5876,7500.0,2897641,28.0,1.7,1,1,2022-03-22T13:57:00.306Z,AGGRE44-1-SAEGE200,32.0,7506.799,1.55,32.146,49594,197.475
5877,12000.0,2900934,27.0,2.2,1,1,2022-03-22T13:57:33.236Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12053.0,0.01,30.473,49595,4.0
5878,18000.0,2905380,27.0,0.9,1,1,2022-03-22T13:58:17.697Z,HM12_MM,29.0,18052.0,118.438,33.79,49596,11.976
5879,18000.0,2908692,27.0,1.1,1,1,2022-03-22T13:58:50.818Z,HM10_MM,30.0,18082.0,122.508,27.745,49597,9.932
5880,7500.0,2916222,28.0,1.1,1,1,2022-03-22T14:00:06.119Z,AGGRE44-1-SAEGE200,32.0,7513.1,1.55,26.908,49598,197.475
5881,12000.0,2919472,28.0,2.2,1,1,2022-03-22T14:00:38.619Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12050.0,0.01,24.242,49599,4.0
5882,18000.0,2923922,27.0,1.2,1,1,2022-03-22T14:01:23.120Z,HM12_MM,30.0,18060.0,118.438,28.055,49600,11.976
5883,18000.0,2927269,27.0,1.3,1,1,2022-03-22T14:01:56.591Z,HM10_MM,30.0,18043.0,122.508,27.094,49601,9.932
5884,7500.0,2934802,29.0,1.9,1,1,2022-03-22T14:03:11.922Z,AGGRE44-1-SAEGE200,32.0,7539.0,1.55,36.238,49602,197.475
5885,12000.0,2938090,28.0,2.8,1,1,2022-03-22T14:03:44.803Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12059.0,0.01,33.852,49603,4.0
5886,18000.0,2942528,27.0,1.1,1,1,2022-03-22T14:04:29.183Z,HM12_MM,30.0,18079.0,118.438,26.443,49604,11.976
5887,18000.0,2945850,27.0,1.2,1,1,2022-03-22T14:05:02.404Z,HM10_MM,30.0,18088.0,122.508,33.79,49605,9.932
5888,7500.0,2953384,29.0,1.5,1,1,2022-03-22T14:06:17.745Z,AGGRE44-1-SAEGE200,32.0,7532.0,1.55,26.784,49606,197.475
5889,12000.0,2956627,28.0,2.6,1,1,2022-03-22T14:06:50.176Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12068.0,0.01,37.292,49607,4.0
5890,18000.0,2961081,28.0,1.2,1,1,2022-03-22T14:07:34.716Z,HM12_MM,30.0,18040.0,118.438,31.372,49608,11.976
5891,18000.0,2964413,28.0,0.9,1,1,2022-03-22T14:08:08.037Z,HM10_MM,30.0,18060.0,122.508,27.434,49609,9.932
5892,7500.0,2971946,29.0,2.2,1,1,2022-03-22T14:09:23.368Z,AGGRE44-1-SAEGE200,33.0,7539.0,1.55,15.159,49610,197.475
5893,12000.0,2975227,29.0,2.1,1,1,2022-03-22T14:09:56.179Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12053.0,0.01,32.301,49611,4.0
5894,18000.0,2979671,28.0,1.2,1,1,2022-03-22T14:10:40.620Z,HM12_MM,30.0,18073.0,118.438,27.559,49612,11.976
5895,18000.0,2983018,28.0,0.8,1,1,2022-03-22T14:11:14.090Z,HM10_MM,32.0,18038.0,122.508,25.389,49613,9.932
5896,7500.0,2990551,30.0,1.1,1,1,2022-03-22T14:12:29.422Z,AGGRE44-1-SAEGE200,33.0,7523.6,1.55,34.658,49614,197.475
5897,12000.0,2993842,29.0,2.2,1,1,2022-03-22T14:13:02.332Z,MULTI_A_R2-1-ET01_MULTI_A_R2,32.0,12061.0,0.01,15.128,49615,4.0
5898,18000.0,2998265,28.0,0.9,1,1,2022-03-22T14:13:46.563Z,HM12_MM,30.0,18087.0,118.438,30.566,49616,11.976
5899,18000.0,3001591,28.0,0.8,1,1,2022-03-22T14:14:19.823Z,HM10_MM,30.0,18046.0,122.508,30.132,49617,9.932
5900,7500.0,3009134,29.0,1.4,1,1,2022-03-22T14:15:35.255Z,AGGRE44-1-SAEGE200,32.0,7534.1,1.55,27.745,49618,197.475
5901,12000.0,3012381,28.0,2.4,1,1,2022-03-22T14:16:07.725Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12061.0,0.01,31.465,49619,4.0
5902,18000.0,3016808,27.0,1.0,1,1,2022-03-22T14:16:51.996Z,HM12_MM,30.0,18069.0,118.438,15.252,49620,11.976
5903,18000.0,3020123,28.0,1.1,1,1,2022-03-22T14:17:25.146Z,HM10_MM,30.0,18097.0,122.508,30.597,49621,9.932
5904,7500.0,3027665,29.0,2.2,1,1,2022-03-22T14:18:40.568Z,AGGRE44-1-SAEGE200,32.0,7535.5,1.55,24.83,49622,197.475
5905,12000.0,3030906,28.0,2.5,1,1,2022-03-22T14:19:12.978Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12080.0,0.01,32.24,49623,4.0
5906,18000.0,3035348,28.0,0.9,1,1,2022-03-22T14:19:57.399Z,HM12_MM,30.0,18071.0,118.438,25.885,49624,11.976
5907,18000.0,3038684,28.0,1.3,1,1,2022-03-22T14:20:30.760Z,HM10_MM,30.0,18054.0,122.508,33.79,49625,9.932
5908,7500.0,3046218,29.0,1.3,1,1,2022-03-22T14:21:46.101Z,AGGRE44-1-SAEGE200,32.0,7536.199,1.55,33.696,49626,197.475
5909,12000.0,3049495,29.0,2.7,1,1,2022-03-22T14:22:18.871Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12086.0,0.01,24.614,49627,4.0
5910,18000.0,3053936,28.0,1.1,1,1,2022-03-22T14:23:03.282Z,HM12_MM,30.0,18044.0,118.438,33.108,49628,11.976
5911,18000.0,3057253,28.0,0.9,1,1,2022-03-22T14:23:36.453Z,HM10_MM,30.0,18075.0,122.508,32.674,49629,9.932
5912,7500.0,3064783,30.0,1.6,1,1,2022-03-22T14:24:51.754Z,AGGRE44-1-SAEGE200,33.0,7492.799,1.55,35.65,49630,197.475
5913,12000.0,3068080,29.0,2.5,1,1,2022-03-22T14:25:24.725Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12047.0,0.01,27.559,49631,4.0
5914,18000.0,3072521,28.0,1.0,1,1,2022-03-22T14:26:09.135Z,HM12_MM,30.0,18087.0,118.438,35.526,49632,11.976
5915,18000.0,3075829,29.0,1.0,1,1,2022-03-22T14:26:42.216Z,HM10_MM,30.0,18073.0,122.508,29.388,49633,9.932
5916,18000.0,272617,20.0,0.9,1,1,2022-03-23T06:26:15.957Z,HM10_MM,20.0,18073.0,122.508,31.527,49635,9.932
5917,7500.0,284475,22.0,0.6,1,1,2022-03-23T06:28:14.539Z,AGGRE44-1-SAEGE200,22.0,7509.6,1.55,15.345,49636,197.475
5918,0.0,287561,22.0,1.2,1,1,2022-03-23T06:28:45.399Z,SPIGOLATORE,22.0,0.0,214.0,35.805,49637,60.0
5919,7500.0,289798,20.0,1.2,1,1,2022-03-23T06:29:07.769Z,AGGRE44-1-SAEGE200,22.0,7523.6,1.55,31.341,49638,197.475
5920,12000.0,292617,20.0,1.7,1,1,2022-03-23T06:29:35.960Z,MULTI_A_R2-1-ET01_MULTI_A_R2,22.0,12078.0,0.01,30.504,49639,4.0
5921,18000.0,320501,20.0,1.0,1,1,2022-03-23T06:34:14.803Z,HM10_MM,20.0,18088.0,122.508,15.066,49641,9.932
5922,18000.0,340415,22.0,1.0,1,1,2022-03-23T06:37:33.946Z,HM10_MM,22.0,18082.0,122.508,26.474,49643,9.932
5923,7500.0,410456,23.0,1.9,1,1,2022-03-23T06:49:14.366Z,AGGRE44-1-SAEGE200,23.0,7516.6,1.55,31.434,49650,197.475
5924,0.0,413522,23.0,1.1,1,1,2022-03-23T06:49:45.026Z,SPIGOLATORE,24.0,0.0,214.0,37.292,49651,60.0
5925,7500.0,415767,23.0,1.7,1,1,2022-03-23T06:50:07.476Z,AGGRE44-1-SAEGE200,24.0,7536.199,1.55,27.28,49652,197.475
5926,12000.0,418573,23.0,2.2,1,1,2022-03-23T06:50:35.537Z,MULTI_A_R2-1-ET01_MULTI_A_R2,24.0,12060.0,0.01,31.247,49653,4.0
5927,18000.0,424045,23.0,1.2,1,1,2022-03-23T06:51:30.257Z,HM10_MM,24.0,18082.0,122.508,33.542,49654,9.932
5928,7500.0,429348,23.0,1.9,1,1,2022-03-23T06:52:23.288Z,AGGRE44-1-SAEGE200,25.0,7534.1,1.55,29.698,49655,197.475
5929,18000.0,505896,22.0,1.3,1,1,2022-03-23T07:05:08.779Z,HM10_MM,22.0,18049.0,122.508,26.908,49656,9.932
5930,7500.0,511160,23.0,2.9,1,1,2022-03-23T07:06:01.420Z,AGGRE44-1-SAEGE200,24.0,7531.299,1.55,32.736,49657,197.475
