,rpmSetPoint,ist_acc,bearingsCelsius,VibromPeak,statoRot,numTP,@timestamp,UTE,statorCelsius,spindleRpm,LUNG,CurrentPeak,idChiave,DIAM
0,0.0,2815760,0.0,,1,,2022-02-09T13:37:36.391Z,,0.0,0.0,,6.208,43266,
1,0.0,2840795,0.0,,1,19,2022-02-09T13:41:46.746Z,LAINTEST,0.0,0.0,1.0,20.205,43268,50.0
2,0.0,2868275,0.0,,1,,2022-02-09T13:46:21.551Z,,0.0,0.0,,6.371,43272,
3,0.0,2893561,0.0,,1,19,2022-02-09T13:50:34.416Z,LAINTEST,0.0,0.0,1.0,20.145,43274,50.0
4,0.0,181880,0.0,,1,,2022-02-10T06:21:26.692Z,,0.0,0.0,,12.284,43278,
5,0.0,208246,0.0,,1,19,2022-02-10T06:25:50.356Z,LAINTEST,0.0,0.0,1.0,20.205,43280,50.0
6,7500.0,2796652,27.0,1.3,1,1,2022-02-09T13:34:25.308Z,AGGRE44-1-SAEGE200,29.0,7527.1,1.55,15.097,43265,197.475
7,18000.0,2824204,27.0,1.0,1,1,2022-02-09T13:39:00.833Z,HM10_MM,27.0,18068.0,122.459,30.597,43267,9.75
8,12000.0,2843747,29.0,2.5,1,1,2022-02-09T13:42:16.267Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12041.0,0.01,35.029,43269,4.0
9,12000.0,2847864,28.0,2.7,1,1,2022-02-09T13:42:57.438Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12082.0,0.01,32.178,43270,4.0
10,7500.0,2852592,28.0,1.2,1,1,2022-02-09T13:43:44.718Z,AGGRE44-1-SAEGE200,30.0,7479.5,1.55,32.271,43271,197.475
11,18000.0,2876707,27.0,1.0,1,1,2022-02-09T13:47:45.873Z,HM10_MM,25.0,18060.0,122.459,36.021,43273,9.75
12,12000.0,2896533,28.0,2.4,1,1,2022-02-09T13:51:04.137Z,MULTI_A_R2-1-ET01_MULTI_A_R2,29.0,12081.0,0.01,22.506,43275,4.0
13,12000.0,2900655,28.0,2.6,1,1,2022-02-09T13:51:45.358Z,MULTI_A_R2-1-ET01_MULTI_A_R2,29.0,12051.0,0.01,29.729,43276,4.0
14,7500.0,2905371,28.0,1.1,1,1,2022-02-09T13:52:32.518Z,AGGRE44-1-SAEGE200,30.0,7478.1,1.55,33.263,43277,197.475
15,18000.0,190720,22.0,0.8,1,1,2022-02-10T06:22:55.093Z,HM10_MM,22.0,18074.0,122.459,30.41,43279,9.75
16,12000.0,211237,24.0,2.3,1,1,2022-02-10T06:26:20.266Z,MULTI_A_R2-1-ET01_MULTI_A_R2,25.0,12041.0,0.01,32.736,43281,4.0
17,12000.0,215350,24.0,2.5,1,1,2022-02-10T06:27:01.397Z,MULTI_A_R2-1-ET01_MULTI_A_R2,25.0,12081.0,0.01,35.432,43282,4.0
18,0.0,238970,0.0,,1,,2022-02-10T06:30:57.600Z,,0.0,0.0,,6.719,43284,
19,0.0,264758,0.0,,1,19,2022-02-10T06:35:15.484Z,LAINTEST,0.0,0.0,1.0,20.219,43286,50.0
20,0.0,294625,0.0,,1,,2022-02-10T06:40:14.159Z,,0.0,0.0,,6.334,43290,
21,0.0,320441,0.0,,1,19,2022-02-10T06:44:32.323Z,LAINTEST,0.0,0.0,1.0,20.264,43292,50.0
22,0.0,351947,0.0,,1,,2022-02-10T06:49:47.388Z,,0.0,0.0,,6.452,43296,
23,0.0,377516,0.0,,1,19,2022-02-10T06:54:03.082Z,LAINTEST,0.0,0.0,1.0,20.25,43298,50.0
24,0.0,409132,0.0,,1,,2022-02-10T06:59:19.248Z,,0.0,0.0,,6.904,43302,
25,0.0,434621,0.0,,1,19,2022-02-10T07:03:34.142Z,LAINTEST,0.0,0.0,1.0,20.28,43304,50.0
26,0.0,2762814,0.0,,1,,2022-02-10T13:31:36.493Z,,0.0,0.0,,6.8,43308,
27,0.0,2002705,0.0,,1,,2022-02-14T11:25:22.102Z,,0.0,0.0,,7.148,43472,
28,0.0,2435837,0.0,,1,,2022-02-14T12:37:33.508Z,,0.0,0.0,,12.099,43483,
29,0.0,2477580,0.0,,1,,2022-02-14T12:44:30.946Z,,0.0,0.0,,6.763,43494,
30,0.0,2603935,0.0,,1,,2022-02-14T13:05:34.521Z,,0.0,0.0,,6.6,43506,
31,0.0,2635492,0.0,,1,,2022-02-14T13:10:50.098Z,,0.0,0.0,,6.578,43507,
32,0.0,2677622,0.0,,1,,2022-02-14T13:17:51.406Z,,0.0,0.0,,12.469,43518,
33,0.0,2719535,0.0,,1,,2022-02-14T13:24:50.544Z,,0.0,0.0,,6.719,43529,
34,0.0,2845066,0.0,,1,,2022-02-14T13:45:45.879Z,,0.0,0.0,,6.682,43540,
35,0.0,2903867,0.0,,1,,2022-02-14T13:55:33.901Z,,0.0,0.0,,11.854,43551,
36,0.0,2947531,0.0,,1,,2022-02-14T14:02:50.549Z,,0.0,0.0,,6.6,43562,
37,0.0,3040713,0.0,,1,,2022-02-14T14:18:22.388Z,,0.0,0.0,,12.565,43573,
38,0.0,3082590,0.0,,1,,2022-02-14T14:25:21.166Z,,0.0,0.0,,12.469,43584,
39,0.0,3107205,0.0,,1,,2022-02-14T14:29:27.321Z,,0.0,0.0,,6.578,43586,
40,0.0,179199,0.0,,1,,2022-02-15T06:24:30.441Z,,0.0,0.0,,7.17,43597,
41,0.0,217923,0.0,,1,,2022-02-15T06:30:57.687Z,,0.0,0.0,,12.424,43600,
42,0.0,269105,0.0,,1,,2022-02-15T06:39:29.515Z,,0.0,0.0,,12.158,43606,
43,0.0,312048,0.0,,1,,2022-02-15T06:46:38.952Z,,0.0,0.0,,6.867,43617,
44,0.0,442246,0.0,,1,,2022-02-15T07:08:20.954Z,,0.0,0.0,,6.985,43650,
45,7500.0,220090,24.0,1.4,1,1,2022-02-10T06:27:48.797Z,AGGRE44-1-SAEGE200,25.0,7528.5,1.55,33.728,43283,197.475
46,18000.0,247380,23.0,0.9,1,1,2022-02-10T06:32:21.701Z,HM10_MM,23.0,18088.0,122.459,24.768,43285,9.75
47,12000.0,267740,25.0,2.3,1,1,2022-02-10T06:35:45.305Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,12073.0,0.01,31.681,43287,4.0
48,12000.0,271855,25.0,2.0,1,1,2022-02-10T06:36:26.455Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,12083.0,0.01,33.387,43288,4.0
49,7500.0,276592,25.0,0.9,1,1,2022-02-10T06:37:13.826Z,AGGRE44-1-SAEGE200,27.0,7508.899,1.55,25.048,43289,197.475
50,18000.0,303054,25.0,1.0,1,1,2022-02-10T06:41:38.450Z,HM10_MM,25.0,18088.0,122.459,32.116,43291,9.75
51,12000.0,323426,27.0,2.3,1,1,2022-02-10T06:45:02.173Z,MULTI_A_R2-1-ET01_MULTI_A_R2,28.0,12055.0,0.01,34.037,43293,4.0
52,12000.0,327555,27.0,2.5,1,1,2022-02-10T06:45:43.464Z,MULTI_A_R2-1-ET01_MULTI_A_R2,28.0,12032.0,0.01,31.775,43294,4.0
53,7500.0,332275,27.0,1.4,1,1,2022-02-10T06:46:30.665Z,AGGRE44-1-SAEGE200,29.0,7531.299,1.55,15.097,43295,197.475
54,18000.0,360348,27.0,1.1,1,1,2022-02-10T06:51:11.399Z,HM10_MM,25.0,18084.0,122.459,15.19,43297,9.75
55,12000.0,380495,29.0,2.3,1,1,2022-02-10T06:54:32.873Z,MULTI_A_R2-1-ET01_MULTI_A_R2,29.0,12066.0,0.01,29.791,43299,4.0
56,12000.0,384610,28.0,2.4,1,1,2022-02-10T06:55:14.023Z,MULTI_A_R2-1-ET01_MULTI_A_R2,29.0,12074.0,0.01,31.278,43300,4.0
57,7500.0,389350,27.0,1.3,1,1,2022-02-10T06:56:01.424Z,AGGRE44-1-SAEGE200,29.0,7536.899,1.55,30.007,43301,197.475
58,18000.0,417569,25.0,0.9,1,1,2022-02-10T07:00:43.619Z,HM10_MM,25.0,18071.0,122.459,31.775,43303,9.75
59,12000.0,437610,28.0,2.4,1,1,2022-02-10T07:04:04.032Z,MULTI_A_R2-1-ET01_MULTI_A_R2,28.0,12075.0,0.01,34.348,43305,4.0
60,12000.0,441739,27.0,2.5,1,1,2022-02-10T07:04:45.323Z,MULTI_A_R2-1-ET01_MULTI_A_R2,29.0,12042.0,0.01,27.559,43306,4.0
61,7500.0,446456,27.0,1.4,1,1,2022-02-10T07:05:32.494Z,AGGRE44-1-SAEGE200,29.0,7505.399,1.55,22.351,43307,197.475
62,18000.0,2767548,24.0,1.8,1,1,2022-02-10T13:32:23.833Z,WP_30MM,24.0,18062.0,144.177,36.859,43309,29.909
63,18000.0,2780964,28.0,1.0,1,1,2022-02-10T13:34:37.996Z,HM14_MM,33.0,18076.0,137.356,27.745,43310,13.624
64,4000.0,2783770,28.0,2.0,1,1,2022-02-10T13:35:06.056Z,SAH300,33.0,4016.0,97.75,29.139,43311,300.0
65,18000.0,1096744,24.0,0.9,1,1,2022-02-14T08:54:22.314Z,HM12_MM,24.0,18089.0,134.223,32.549,43312,11.844
66,18000.0,1100071,25.0,0.8,1,1,2022-02-14T08:54:55.585Z,HM10_MM,27.0,18073.0,122.459,34.688,43313,9.75
67,7500.0,1112892,25.0,0.9,1,1,2022-02-14T08:57:03.797Z,AGGRE44-1-SAEGE200,27.0,7496.299,1.55,31.775,43314,197.475
68,12000.0,1116157,25.0,2.7,1,1,2022-02-14T08:57:36.448Z,MULTI_A_R2-1-ET01_MULTI_A_R2,27.0,12060.0,0.01,32.736,43315,4.0
69,18000.0,1120627,25.0,1.0,1,1,2022-02-14T08:58:21.149Z,HM12_MM,27.0,18088.0,134.223,33.914,43316,11.844
70,18000.0,1128572,25.0,0.9,1,1,2022-02-14T08:59:40.600Z,HM10_MM,27.0,18078.0,122.459,28.427,43317,9.75
71,7500.0,1135820,27.0,1.0,1,1,2022-02-14T09:00:53.082Z,AGGRE44-1-SAEGE200,30.0,7472.5,1.55,26.908,43318,197.475
72,12000.0,1139063,27.0,2.6,1,1,2022-02-14T09:01:25.512Z,MULTI_A_R2-1-ET01_MULTI_A_R2,29.0,12072.0,0.01,15.159,43319,4.0
73,18000.0,1143503,25.0,1.2,1,1,2022-02-14T09:02:09.913Z,HM12_MM,28.0,18081.0,134.223,33.077,43320,11.844
74,18000.0,1146829,25.0,1.0,1,1,2022-02-14T09:02:43.174Z,HM10_MM,29.0,18093.0,122.459,33.387,43321,9.75
75,7500.0,1154080,27.0,1.5,1,1,2022-02-14T09:03:55.685Z,AGGRE44-1-SAEGE200,30.0,7520.799,1.55,33.201,43322,197.475
76,12000.0,1157324,27.0,3.0,1,1,2022-02-14T09:04:28.126Z,MULTI_A_R2-1-ET01_MULTI_A_R2,29.0,12077.0,0.01,36.456,43323,4.0
77,18000.0,1161749,25.0,1.1,1,1,2022-02-14T09:05:12.377Z,HM12_MM,28.0,18049.0,134.223,30.41,43324,11.844
78,18000.0,1165054,27.0,1.1,1,1,2022-02-14T09:05:45.427Z,HM10_MM,29.0,18084.0,122.459,26.784,43325,9.75
79,7500.0,1172291,27.0,0.9,1,1,2022-02-14T09:06:57.799Z,AGGRE44-1-SAEGE200,30.0,7494.199,1.55,27.745,43326,197.475
80,12000.0,1175582,27.0,3.1,1,1,2022-02-14T09:07:30.709Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12073.0,0.01,32.549,43327,4.0
81,18000.0,1180020,27.0,0.9,1,1,2022-02-14T09:08:15.090Z,HM12_MM,28.0,18080.0,134.223,32.178,43328,11.844
82,18000.0,1183348,27.0,0.9,1,1,2022-02-14T09:08:48.371Z,HM10_MM,29.0,18088.0,122.459,35.556,43329,9.75
83,7500.0,1190597,27.0,1.4,1,1,2022-02-14T09:10:00.862Z,AGGRE44-1-SAEGE200,32.0,7516.6,1.55,28.148,43330,197.475
84,12000.0,1193874,27.0,2.5,1,1,2022-02-14T09:10:33.633Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12088.0,0.01,32.178,43331,4.0
85,18000.0,1208953,25.0,0.8,1,1,2022-02-14T09:13:04.426Z,HM12_MM,27.0,18079.0,134.223,32.86,43332,11.844
86,18000.0,1212286,27.0,1.1,1,1,2022-02-14T09:13:37.757Z,HM10_MM,28.0,18070.0,122.459,35.712,43333,9.75
87,7500.0,1219540,27.0,1.7,1,1,2022-02-14T09:14:50.298Z,AGGRE44-1-SAEGE200,30.0,7529.199,1.55,38.068,43334,197.475
88,12000.0,1222774,27.0,3.1,1,1,2022-02-14T09:15:22.639Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12086.0,0.01,34.596,43335,4.0
89,18000.0,1227210,27.0,0.9,1,1,2022-02-14T09:16:07.000Z,HM12_MM,29.0,18083.0,134.223,27.403,43336,11.844
90,18000.0,1230534,27.0,1.2,1,1,2022-02-14T09:16:40.240Z,HM10_MM,30.0,18096.0,122.459,29.481,43337,9.75
91,7500.0,1237789,28.0,1.0,1,1,2022-02-14T09:17:52.792Z,AGGRE44-1-SAEGE200,32.0,7535.5,1.55,33.696,43338,197.475
92,12000.0,1241073,28.0,3.1,1,1,2022-02-14T09:18:25.632Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12069.0,0.01,30.69,43339,4.0
93,18000.0,1309218,24.0,1.1,1,1,2022-02-14T09:29:47.096Z,HM12_MM,24.0,18071.0,134.223,15.221,43340,11.844
94,18000.0,1312536,25.0,0.9,1,1,2022-02-14T09:30:20.276Z,HM10_MM,27.0,18087.0,122.459,28.427,43341,9.75
95,7500.0,1319783,27.0,1.1,1,1,2022-02-14T09:31:32.748Z,AGGRE44-1-SAEGE200,30.0,7525.699,1.55,15.097,43342,197.475
96,12000.0,1323072,27.0,2.8,1,1,2022-02-14T09:32:05.638Z,MULTI_A_R2-1-ET01_MULTI_A_R2,28.0,12076.0,0.01,33.325,43343,4.0
97,18000.0,1327508,25.0,1.0,1,1,2022-02-14T09:32:49.999Z,HM12_MM,28.0,18088.0,134.223,15.128,43344,11.844
98,18000.0,1330847,27.0,1.0,1,1,2022-02-14T09:33:23.390Z,HM10_MM,28.0,18067.0,122.459,32.116,43345,9.75
99,7500.0,1338087,27.0,1.1,1,1,2022-02-14T09:34:35.791Z,AGGRE44-1-SAEGE200,30.0,7490.699,1.55,29.542,43346,197.475
100,12000.0,1341371,27.0,2.9,1,1,2022-02-14T09:35:08.632Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12067.0,0.01,35.712,43347,4.0
101,18000.0,1353710,25.0,0.9,1,1,2022-02-14T09:37:12.024Z,HM12_MM,27.0,18063.0,134.223,30.256,43348,11.844
102,18000.0,1357025,27.0,1.1,1,1,2022-02-14T09:37:45.175Z,HM10_MM,28.0,18094.0,122.459,35.308,43349,9.75
103,7500.0,1364270,27.0,1.1,1,1,2022-02-14T09:38:57.627Z,AGGRE44-1-SAEGE200,30.0,7513.1,1.55,27.094,43350,197.475
104,12000.0,1367558,27.0,2.5,1,1,2022-02-14T09:39:30.507Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12062.0,0.01,27.094,43351,4.0
105,18000.0,1371994,27.0,0.8,1,1,2022-02-14T09:40:14.868Z,HM12_MM,29.0,18079.0,134.223,15.252,43352,11.844
106,18000.0,1375314,27.0,1.1,1,1,2022-02-14T09:40:48.069Z,HM10_MM,30.0,18077.0,122.459,30.318,43353,9.75
107,7500.0,1382561,28.0,0.9,1,1,2022-02-14T09:42:00.540Z,AGGRE44-1-SAEGE200,32.0,7498.399,1.55,15.221,43354,197.475
108,12000.0,1385802,28.0,3.0,1,1,2022-02-14T09:42:32.951Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12072.0,0.01,36.208,43355,4.0
109,18000.0,1390242,27.0,1.2,1,1,2022-02-14T09:43:17.352Z,HM12_MM,30.0,18088.0,134.223,31.712,43356,11.844
110,18000.0,1393555,27.0,0.9,1,1,2022-02-14T09:43:50.482Z,HM10_MM,30.0,18097.0,122.459,24.924,43357,9.75
111,7500.0,1400807,29.0,1.0,1,1,2022-02-14T09:45:03.004Z,AGGRE44-1-SAEGE200,32.0,7533.399,1.55,27.218,43358,197.475
112,12000.0,1404051,28.0,2.7,1,1,2022-02-14T09:45:35.444Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12076.0,0.01,27.434,43359,4.0
113,18000.0,1408485,27.0,1.2,1,1,2022-02-14T09:46:19.785Z,HM12_MM,30.0,18079.0,134.223,34.037,43360,11.844
114,18000.0,1411804,27.0,1.2,1,1,2022-02-14T09:46:52.976Z,HM10_MM,30.0,18082.0,122.459,27.403,43361,9.75
115,7500.0,1419054,28.0,1.1,1,1,2022-02-14T09:48:05.477Z,AGGRE44-1-SAEGE200,32.0,7518.0,1.55,25.606,43362,197.475
116,12000.0,1422313,28.0,2.9,1,1,2022-02-14T09:48:38.068Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12029.0,0.01,28.768,43363,4.0
117,18000.0,1426770,27.0,0.9,1,1,2022-02-14T09:49:22.639Z,HM12_MM,29.0,18084.0,134.223,35.308,43364,11.844
118,18000.0,1430088,27.0,0.9,1,1,2022-02-14T09:49:55.819Z,HM10_MM,30.0,18069.0,122.459,34.379,43365,9.75
119,7500.0,1437340,28.0,1.2,1,1,2022-02-14T09:51:08.341Z,AGGRE44-1-SAEGE200,32.0,7520.1,1.55,31.031,43366,197.475
120,12000.0,1440619,28.0,2.7,1,1,2022-02-14T09:51:41.131Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12083.0,0.01,33.945,43367,4.0
121,18000.0,1445057,27.0,0.8,1,1,2022-02-14T09:52:25.512Z,HM12_MM,29.0,18076.0,134.223,21.266,43368,11.844
122,18000.0,1448379,27.0,0.9,1,1,2022-02-14T09:52:58.733Z,HM10_MM,30.0,18071.0,122.459,34.813,43369,9.75
123,7500.0,1455631,29.0,1.2,1,1,2022-02-14T09:54:11.255Z,AGGRE44-1-SAEGE200,32.0,7528.5,1.55,34.782,43370,197.475
124,12000.0,1458868,28.0,3.0,1,1,2022-02-14T09:54:43.625Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12066.0,0.01,34.534,43371,4.0
125,18000.0,1463311,27.0,1.1,1,1,2022-02-14T09:55:28.056Z,HM12_MM,30.0,18089.0,134.223,32.549,43372,11.844
126,18000.0,1466633,28.0,1.1,1,1,2022-02-14T09:56:01.277Z,HM10_MM,30.0,18029.0,122.459,35.278,43373,9.75
127,7500.0,1473878,29.0,1.6,1,1,2022-02-14T09:57:13.728Z,AGGRE44-1-SAEGE200,32.0,7531.299,1.55,15.128,43374,197.475
128,12000.0,1477170,28.0,3.1,1,1,2022-02-14T09:57:46.649Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12082.0,0.01,30.07,43375,4.0
129,18000.0,1481604,28.0,1.2,1,1,2022-02-14T09:58:30.990Z,HM12_MM,30.0,18099.0,134.223,30.194,43376,11.844
130,18000.0,1484939,28.0,1.0,1,1,2022-02-14T09:59:04.340Z,HM10_MM,30.0,18079.0,122.459,26.101,43377,9.75
131,7500.0,1492175,29.0,1.0,1,1,2022-02-14T10:00:16.702Z,AGGRE44-1-SAEGE200,33.0,7477.399,1.55,36.053,43378,197.475
132,12000.0,1495456,29.0,2.9,1,1,2022-02-14T10:00:49.512Z,MULTI_A_R2-1-ET01_MULTI_A_R2,32.0,12052.0,0.01,36.983,43379,4.0
133,18000.0,1499901,28.0,1.2,1,1,2022-02-14T10:01:33.963Z,HM12_MM,30.0,18086.0,134.223,28.768,43380,11.844
134,18000.0,1503225,28.0,1.0,1,1,2022-02-14T10:02:07.204Z,HM10_MM,32.0,18093.0,122.459,31.309,43381,9.75
135,7500.0,1510462,30.0,1.0,1,1,2022-02-14T10:03:19.575Z,AGGRE44-1-SAEGE200,33.0,7486.5,1.55,35.773,43382,197.475
136,12000.0,1513713,29.0,2.8,1,1,2022-02-14T10:03:52.086Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12067.0,0.01,27.497,43383,4.0
137,18000.0,1518155,28.0,0.9,1,1,2022-02-14T10:04:36.507Z,HM12_MM,30.0,18060.0,134.223,33.48,43384,11.844
138,18000.0,1521472,28.0,1.1,1,1,2022-02-14T10:05:09.677Z,HM10_MM,30.0,18094.0,122.459,30.441,43385,9.75
139,7500.0,1528723,29.0,1.3,1,1,2022-02-14T10:06:22.189Z,AGGRE44-1-SAEGE200,32.0,7529.899,1.55,36.053,43386,197.475
140,12000.0,1531965,28.0,2.9,1,1,2022-02-14T10:06:54.609Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12082.0,0.01,23.188,43387,4.0
141,18000.0,1536395,27.0,0.9,1,1,2022-02-14T10:07:38.910Z,HM12_MM,30.0,18078.0,134.223,25.636,43388,11.844
142,18000.0,1539714,28.0,1.1,1,1,2022-02-14T10:08:12.101Z,HM10_MM,30.0,18071.0,122.459,27.125,43389,9.75
143,7500.0,1546935,29.0,1.2,1,1,2022-02-14T10:09:24.313Z,AGGRE44-1-SAEGE200,32.0,7499.799,1.55,32.984,43390,197.475
144,12000.0,1550242,28.0,3.1,1,1,2022-02-14T10:09:57.383Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12065.0,0.01,30.256,43391,4.0
145,18000.0,1554675,28.0,1.0,1,1,2022-02-14T10:10:41.714Z,HM12_MM,30.0,18084.0,134.223,15.283,43392,11.844
146,18000.0,1557983,28.0,0.9,1,1,2022-02-14T10:11:14.795Z,HM10_MM,30.0,18080.0,122.459,29.357,43393,9.75
147,7500.0,1565225,29.0,1.1,1,1,2022-02-14T10:12:27.216Z,AGGRE44-1-SAEGE200,32.0,7522.199,1.55,27.434,43394,197.475
148,12000.0,1568525,29.0,2.5,1,1,2022-02-14T10:13:00.217Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12080.0,0.01,23.219,43395,4.0
149,18000.0,1572964,28.0,1.1,1,1,2022-02-14T10:13:44.608Z,HM12_MM,30.0,18081.0,134.223,22.289,43396,11.844
150,18000.0,1576292,28.0,1.1,1,1,2022-02-14T10:14:17.888Z,HM10_MM,30.0,18077.0,122.459,30.101,43397,9.75
151,7500.0,1583545,30.0,1.0,1,1,2022-02-14T10:15:30.420Z,AGGRE44-1-SAEGE200,32.0,7538.299,1.55,27.559,43398,197.475
152,12000.0,1586829,29.0,2.7,1,1,2022-02-14T10:16:03.260Z,MULTI_A_R2-1-ET01_MULTI_A_R2,32.0,12068.0,0.01,33.231,43399,4.0
153,18000.0,1591268,28.0,1.0,1,1,2022-02-14T10:16:47.651Z,HM12_MM,30.0,18088.0,134.223,30.07,43400,11.844
154,18000.0,1594588,29.0,1.2,1,1,2022-02-14T10:17:20.852Z,HM10_MM,32.0,18078.0,122.459,37.23,43401,9.75
155,7500.0,1601824,30.0,1.2,1,1,2022-02-14T10:18:33.213Z,AGGRE44-1-SAEGE200,33.0,7525.699,1.55,15.128,43402,197.475
156,12000.0,1605123,29.0,2.7,1,1,2022-02-14T10:19:06.204Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12083.0,0.01,35.556,43403,4.0
157,18000.0,1609557,28.0,0.8,1,1,2022-02-14T10:19:50.545Z,HM12_MM,30.0,18089.0,134.223,29.016,43404,11.844
158,18000.0,1612870,28.0,0.9,1,1,2022-02-14T10:20:23.675Z,HM10_MM,30.0,18076.0,122.459,15.283,43405,9.75
159,7500.0,1620109,29.0,0.9,1,1,2022-02-14T10:21:36.067Z,AGGRE44-1-SAEGE200,32.0,7501.199,1.55,36.176,43406,197.475
160,12000.0,1623392,28.0,2.6,1,1,2022-02-14T10:22:08.898Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12073.0,0.01,25.698,43407,4.0
161,18000.0,1627814,28.0,0.9,1,1,2022-02-14T10:22:53.118Z,HM12_MM,29.0,18086.0,134.223,15.097,43408,11.844
162,18000.0,1631135,28.0,1.1,1,1,2022-02-14T10:23:26.329Z,HM10_MM,30.0,18071.0,122.459,34.037,43409,9.75
163,7500.0,1638372,29.0,1.0,1,1,2022-02-14T10:24:38.701Z,AGGRE44-1-SAEGE200,32.0,7493.5,1.55,34.348,43410,197.475
164,12000.0,1641664,28.0,2.5,1,1,2022-02-14T10:25:11.621Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12078.0,0.01,31.309,43411,4.0
165,18000.0,1646099,28.0,0.9,1,1,2022-02-14T10:25:55.972Z,HM12_MM,30.0,18078.0,134.223,25.482,43412,11.844
166,18000.0,1649426,28.0,1.1,1,1,2022-02-14T10:26:29.243Z,HM10_MM,30.0,18075.0,122.459,33.355,43413,9.75
167,7500.0,1656659,29.0,1.1,1,1,2022-02-14T10:27:41.574Z,AGGRE44-1-SAEGE200,32.0,7525.0,1.55,27.094,43414,197.475
168,12000.0,1659955,29.0,2.7,1,1,2022-02-14T10:28:14.535Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12081.0,0.01,28.643,43415,4.0
169,18000.0,1667235,27.0,1.3,1,1,2022-02-14T10:29:27.336Z,HM12_MM,29.0,18088.0,134.223,24.211,43416,11.844
170,18000.0,1670569,28.0,1.0,1,1,2022-02-14T10:30:00.677Z,HM10_MM,30.0,18042.0,122.459,31.093,43417,9.75
171,7500.0,1677804,29.0,1.0,1,1,2022-02-14T10:31:13.028Z,AGGRE44-1-SAEGE200,32.0,7508.899,1.55,33.417,43418,197.475
172,12000.0,1681085,29.0,2.9,1,1,2022-02-14T10:31:45.839Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12069.0,0.01,32.922,43419,4.0
173,18000.0,1685532,28.0,1.1,1,1,2022-02-14T10:32:30.310Z,HM12_MM,30.0,18074.0,134.223,31.93,43420,11.844
174,18000.0,1688837,28.0,1.0,1,1,2022-02-14T10:33:03.360Z,HM10_MM,32.0,18044.0,122.459,27.59,43421,9.75
175,7500.0,1696082,30.0,0.8,1,1,2022-02-14T10:34:15.812Z,AGGRE44-1-SAEGE200,33.0,7504.0,1.55,35.432,43422,197.475
176,12000.0,1699372,29.0,2.5,1,1,2022-02-14T10:34:48.713Z,MULTI_A_R2-1-ET01_MULTI_A_R2,32.0,12076.0,0.01,15.097,43423,4.0
177,18000.0,1703803,28.0,1.2,1,1,2022-02-14T10:35:33.023Z,HM12_MM,30.0,18040.0,134.223,25.233,43424,11.844
178,18000.0,1707115,28.0,1.1,1,1,2022-02-14T10:36:06.144Z,HM10_MM,30.0,18086.0,122.459,31.031,43425,9.75
179,7500.0,1714344,29.0,1.0,1,1,2022-02-14T10:37:18.436Z,AGGRE44-1-SAEGE200,32.0,7491.399,1.55,27.59,43426,197.475
180,12000.0,1717612,28.0,2.7,1,1,2022-02-14T10:37:51.116Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12075.0,0.01,27.621,43427,4.0
181,18000.0,1722050,27.0,1.0,1,1,2022-02-14T10:38:35.497Z,HM12_MM,30.0,18076.0,134.223,30.379,43428,11.844
182,18000.0,1725365,28.0,1.0,1,1,2022-02-14T10:39:08.648Z,HM10_MM,30.0,18068.0,122.459,15.345,43429,9.75
183,7500.0,1732603,29.0,1.1,1,1,2022-02-14T10:40:21.029Z,AGGRE44-1-SAEGE200,32.0,7470.399,1.55,23.374,43430,197.475
184,12000.0,1735887,28.0,2.9,1,1,2022-02-14T10:40:53.870Z,MULTI_A_R2-1-ET01_MULTI_A_R2,30.0,12043.0,0.01,15.19,43431,4.0
185,18000.0,1740331,28.0,1.2,1,1,2022-02-14T10:41:38.311Z,HM12_MM,30.0,18086.0,134.223,35.432,43432,11.844
