,rpmSetPoint,CurrentPeak,UTE,@timestamp,numTP,statoRot,statorCelsius,DIAM,idChiave,bearingsCelsius,ist_acc,spindleRpm,VibromPeak,LUNG
4370,20000.0,13.076,DIA12_16-20Z3V,2021-05-25T08:58:56.070Z,1,1,25.0,12.0,7104,23.0,890249,20016.0,0.6,117.877
4371,16000.0,12.935,C0515_Z2,2021-05-25T09:05:05.162Z,1,1,25.0,4.7,7105,23.0,927158,16001.0,0.6,101.296
4372,16000.0,13.041,C0515_Z2,2021-05-25T09:10:04.693Z,1,1,26.0,4.7,7106,23.0,957111,15994.0,1.1,101.296
4373,16000.0,12.814,C0515_Z2,2021-05-25T09:16:03.975Z,1,1,26.0,4.7,7107,24.0,993039,16003.0,1.2,101.296
4374,20000.0,13.197,DIA12_16-20Z3V,2021-05-25T09:43:39.184Z,1,1,24.0,12.0,7109,22.0,1158559,19952.0,1.4,117.877
4375,20000.0,13.211,DIA12_16-20Z3V,2021-05-25T10:07:37.021Z,1,1,24.0,12.0,7110,23.0,1302342,20010.0,1.6,117.877
4376,20000.0,12.984,DIA12_20-25Z2V,2021-05-25T12:02:14.690Z,1,1,25.0,11.65,7111,23.0,1990105,19983.0,0.6,124.29
4377,20000.0,13.091,DIA12_20-25Z2V,2021-05-25T12:03:41.450Z,1,1,26.0,11.65,7112,23.0,1998781,19993.0,0.6,124.29
4378,12000.0,12.737,SPIANA80,2021-05-28T07:04:30.168Z,1,1,23.0,80.0,7122,21.0,204318,12007.0,0.5,109.76
4379,16000.0,12.878,C0515_Z2,2021-05-28T07:19:07.086Z,1,1,26.0,4.7,7123,23.0,291950,15998.0,0.9,101.296
4380,16000.0,13.062,C0515_Z2,2021-05-28T07:23:05.739Z,1,1,26.0,4.7,7124,23.0,315799,16007.0,1.1,101.296
4381,16000.0,12.97,C0515_Z2,2021-05-28T07:40:13.090Z,1,1,25.0,4.7,7125,23.0,418464,15989.0,1.1,101.296
4382,20000.0,13.197,DIA12_20-25Z2V,2021-05-28T08:42:02.654Z,1,1,24.0,11.65,7126,23.0,789167,19991.0,1.1,124.29
4383,16000.0,13.133,C0621_Z2,2021-05-28T10:00:56.371Z,1,1,25.0,5.8,7127,23.0,1262215,16006.0,0.7,106.777
4384,16000.0,12.956,C0621_Z2,2021-05-28T10:03:15.026Z,1,1,26.0,5.8,7128,23.0,1276071,16005.0,1.0,106.779
4385,16000.0,12.935,C0515_Z2,2021-05-28T10:04:40.624Z,1,1,26.0,4.7,7129,23.0,1284625,16003.0,0.8,101.296
4386,16000.0,12.829,C0515_Z2,2021-05-28T10:13:59.116Z,1,1,24.0,4.7,7130,22.0,1340436,16000.0,1.4,101.296
4387,16000.0,13.183,C0621_Z2,2021-05-28T10:14:52.943Z,1,1,26.0,5.8,7131,23.0,1345815,16002.0,1.2,106.779
4388,18000.0,13.041,DIA20_30-40Z2V,2021-05-28T10:17:00.410Z,1,1,29.0,20.0,7132,24.0,1358553,17985.0,0.7,131.029
4389,18000.0,12.935,DIA20_30-40Z2V,2021-05-28T10:21:46.756Z,1,1,28.0,20.0,7133,25.0,1387168,17993.0,1.1,131.029
4390,16000.0,12.892,C0515_Z2,2021-05-28T11:52:31.070Z,1,1,24.0,4.7,7134,23.0,1931227,15987.0,0.8,101.296
4391,16000.0,12.892,C0621_Z2,2021-05-28T11:53:32.652Z,1,1,26.0,5.8,7135,23.0,1937381,16001.0,1.1,106.779
4392,18000.0,12.956,DIA20_30-40Z2V,2021-05-28T11:56:02.815Z,1,1,29.0,20.0,7136,24.0,1952387,17992.0,0.9,131.029
4393,18000.0,13.154,DIA20_30-40Z2V,2021-05-28T12:05:50.467Z,1,1,25.0,20.0,7137,24.0,2011112,18006.0,1.0,131.029
4394,16000.0,13.197,C0515_Z2,2021-05-28T12:08:35.770Z,1,1,30.0,4.7,7138,26.0,2027631,15975.0,1.1,101.296
4395,16000.0,13.076,C0621_Z2,2021-05-28T12:09:24.133Z,1,1,30.0,5.8,7139,26.0,2032464,15993.0,1.1,106.779
4396,18000.0,13.091,DIA20_30-40Z2V,2021-05-28T12:11:47.911Z,1,1,32.0,20.0,7140,27.0,2046832,17994.0,0.4,131.029
4397,18000.0,13.013,DIA20_30-40Z2V,2021-05-28T12:15:00.033Z,1,1,35.0,20.0,7141,27.0,2066031,17994.0,1.1,131.029
4398,18000.0,13.013,DIA20_30-40Z2V,2021-05-28T12:19:20.481Z,1,1,29.0,20.0,7142,26.0,2092058,17995.0,0.8,131.029
4399,20000.0,12.984,DIA12_20-25Z2V,2021-05-28T12:24:17.944Z,1,1,29.0,11.65,7143,27.0,2121784,19987.0,1.0,124.29
4400,18000.0,12.97,DIA20_30-40Z2V,2021-05-28T12:24:50.377Z,1,1,30.0,20.0,7144,27.0,2125025,18001.0,1.0,131.029
4401,18000.0,13.091,DIA20_30-40Z2V,2021-05-28T12:29:07.212Z,1,1,30.0,20.0,7145,27.0,2150691,17984.0,1.9,131.029
4402,22000.0,15.993,DIA08CANALI,2021-05-28T12:54:17.495Z,1,1,24.0,8.0,7146,25.0,2301616,21985.0,1.4,102.652
4403,20000.0,13.211,DIA12_16-20Z3V,2021-05-28T12:59:13.478Z,1,1,27.0,12.0,7148,26.0,2331194,20000.0,1.2,117.877
4404,20000.0,12.97,DIA12_16-20Z3V,2021-05-28T13:14:38.591Z,1,1,26.0,12.0,7149,26.0,2423642,19991.0,1.5,117.877
4405,18000.0,13.076,DIA12_6-8Z3V,2021-05-28T13:27:57.187Z,1,1,26.0,12.0,7150,26.0,2503447,17992.0,0.9,108.629
4406,22000.0,17.841,DIA08CANALI,2021-05-28T14:24:36.973Z,1,1,24.0,8.0,7152,23.0,2843193,22013.0,2.5,102.652
4407,20000.0,13.041,DIA12_16-20Z3V,2021-05-28T14:28:48.455Z,1,1,31.0,12.0,7153,26.0,2868324,19978.0,0.8,117.877
4408,0.0,7.351,,2021-05-28T14:54:51.714Z,,1,0.0,,7155,0.0,3024543,0.0,,
4409,0.0,2.921,,2021-05-28T14:54:55.737Z,,1,0.0,,7155,0.0,3024945,0.0,,
4410,0.0,1.459,,2021-05-28T14:55:20.684Z,,1,0.0,,7155,0.0,3027438,0.0,,
4411,0.0,1.9,,2021-05-28T14:55:50.174Z,,1,0.0,,7155,0.0,3030385,0.0,,
4412,0.0,2.653,,2021-05-28T14:55:25.227Z,,1,0.0,,7155,0.0,3027892,0.0,,
4413,0.0,2.59,,2021-05-28T14:56:04.684Z,,1,0.0,,7155,0.0,3031835,0.0,,
4414,0.0,1.821,,2021-05-28T14:56:29.631Z,,1,0.0,,7155,0.0,3034328,0.0,,
4415,0.0,2.56,,2021-05-28T14:56:34.184Z,,1,0.0,,7155,0.0,3034783,0.0,,
4416,0.0,1.71,,2021-05-28T14:56:59.121Z,,1,0.0,,7155,0.0,3037275,0.0,,
4417,0.0,7.414,,2021-05-31T06:36:11.042Z,,1,0.0,,7159,0.0,31395,0.0,,
4418,0.0,2.874,,2021-05-31T06:37:12.507Z,,1,0.0,,7159,0.0,37541,0.0,,
4419,0.0,2.747,,2021-05-31T06:38:13.582Z,,1,0.0,,7159,0.0,43648,0.0,,
4420,0.0,2.858,,2021-05-31T07:31:30.577Z,,1,0.0,,7163,0.0,363323,0.0,,
4421,0.0,1.868,,2021-05-31T07:31:54.768Z,,1,0.0,,7163,0.0,365742,0.0,,
4422,0.0,7.383,,2021-05-31T07:31:15.366Z,,1,0.0,,7163,0.0,361802,0.0,,
4423,0.0,2.764,,2021-05-31T07:32:05.329Z,,1,0.0,,7163,0.0,366798,0.0,,
4424,0.0,7.43,,2021-05-31T07:37:28.494Z,,1,0.0,,7165,0.0,399112,0.0,,
4425,0.0,2.78,,2021-05-31T07:37:46.776Z,,1,0.0,,7165,0.0,400940,0.0,,
4426,0.0,1.915,,2021-05-31T07:38:11.818Z,,1,0.0,,7165,0.0,403444,0.0,,
4427,0.0,2.686,,2021-05-31T07:38:22.228Z,,1,0.0,,7165,0.0,404485,0.0,,
4428,0.0,1.774,,2021-05-31T07:38:46.790Z,,1,0.0,,7165,0.0,406941,0.0,,
4429,0.0,7.383,,2021-05-31T10:18:01.939Z,,1,0.0,,7182,0.0,1362382,0.0,,
4430,0.0,2.214,,2021-05-31T10:19:17.394Z,,1,0.0,,7182,0.0,1369927,0.0,,
4431,0.0,7.4,,2021-05-31T10:23:00.812Z,,1,0.0,,7184,0.0,1392267,0.0,,
4432,0.0,7.43,,2021-05-31T11:42:12.531Z,,1,0.0,,7186,0.0,1867402,0.0,,
4433,0.0,1.806,,2021-05-31T11:43:37.068Z,,1,0.0,,7186,0.0,1875855,0.0,,
4434,0.0,7.383,,2021-05-31T14:54:45.469Z,,1,0.0,,7199,0.0,3022606,0.0,,
4435,0.0,7.446,,2021-05-31T15:50:22.639Z,,1,0.0,,7204,0.0,3356297,0.0,,
4436,0.0,7.414,,2021-05-31T16:02:03.524Z,,1,0.0,,7207,0.0,3426380,0.0,,
4437,0.0,7.461,,2021-05-31T16:14:51.703Z,,1,0.0,,7210,0.0,3503192,0.0,,
4438,0.0,7.4,,2021-06-01T06:33:41.290Z,,1,0.0,,7211,0.0,16449,0.0,,
4439,0.0,2.858,,2021-06-01T06:35:43.170Z,,1,0.0,,7211,0.0,28637,0.0,,
4440,0.0,2.717,,2021-06-01T06:37:44.661Z,,1,0.0,,7211,0.0,40786,0.0,,
4441,0.0,7.414,,2021-06-01T08:14:43.017Z,,1,0.0,,7221,0.0,622620,0.0,,
4442,0.0,7.524,,2021-06-01T09:35:32.342Z,,1,0.0,,7225,0.0,1107551,0.0,,
4443,0.0,7.446,,2021-06-01T10:14:59.870Z,,1,0.0,,7226,0.0,1344303,0.0,,
4444,0.0,7.4,,2021-06-01T12:00:32.372Z,,1,0.0,,7231,0.0,1977551,0.0,,
4445,0.0,7.383,,2021-06-01T12:56:52.884Z,,1,0.0,,7235,0.0,2315601,0.0,,
4446,0.0,7.43,,2021-06-01T12:57:15.654Z,,1,0.0,,7237,0.0,2317878,0.0,,
4447,0.0,7.43,,2021-06-01T13:29:40.681Z,,1,0.0,,7238,0.0,2512380,0.0,,
4448,0.0,7.32,,2021-06-01T13:41:44.223Z,,1,0.0,,7240,0.0,2584734,0.0,,
4449,0.0,7.336,,2021-06-01T13:51:55.695Z,,1,0.0,,7242,0.0,2645881,0.0,,
4450,0.0,7.273,,2021-06-01T13:59:58.997Z,,1,0.0,,7244,0.0,2694211,0.0,,
4451,0.0,7.367,,2021-06-01T15:01:08.360Z,,1,0.0,,7248,0.0,3061146,0.0,,
4452,0.0,9.268,,2021-06-01T15:08:11.442Z,,1,0.0,,7253,0.0,3103454,0.0,,
4453,0.0,7.383,,2021-06-03T06:31:30.419Z,,1,0.0,,7256,0.0,96463,0.0,,
4454,0.0,2.921,,2021-06-03T06:32:31.600Z,,1,0.0,,7256,0.0,102609,0.0,,
4455,0.0,2.905,,2021-06-03T06:33:32.392Z,,1,0.0,,7256,0.0,108716,0.0,,
4456,0.0,7.477,,2021-06-03T07:41:38.158Z,,1,0.0,,7258,0.0,519159,0.0,,
4457,0.0,2.952,,2021-06-03T07:42:00.984Z,,1,0.0,,7258,0.0,521452,0.0,,
4458,0.0,1.224,,2021-06-03T07:42:34.292Z,,1,0.0,,7258,0.0,524798,0.0,,
4459,0.0,7.446,,2021-06-03T08:06:35.311Z,,1,0.0,,7262,0.0,669558,0.0,,
4460,0.0,7.367,,2021-06-03T08:13:13.204Z,,1,0.0,,7263,0.0,709529,0.0,,
4461,0.0,1.476,,2021-06-03T08:13:17.713Z,,1,0.0,,7263,0.0,709982,0.0,,
4462,0.0,2.874,,2021-06-03T12:35:39.407Z,,1,0.0,,7279,0.0,2291339,0.0,,
4463,0.0,7.508,,2021-06-03T12:35:20.692Z,,1,0.0,,7279,0.0,2289459,0.0,,
4464,0.0,7.414,,2021-06-03T13:03:21.585Z,,1,0.0,,7283,0.0,54307,0.0,,
4465,0.0,7.367,,2021-06-03T13:04:40.858Z,,1,0.0,,7284,0.0,62234,0.0,,
4466,0.0,7.4,,2021-06-03T13:15:02.252Z,,1,0.0,,7285,0.0,124371,0.0,,
4467,0.0,7.367,,2021-06-03T13:30:20.619Z,,1,0.0,,7286,0.0,216204,0.0,,
4468,0.0,2.606,,2021-06-03T13:31:54.763Z,,1,0.0,,7286,0.0,225618,0.0,,
4469,0.0,7.4,,2021-06-03T14:34:57.403Z,,1,0.0,,7294,0.0,603867,0.0,,
4470,0.0,1.224,,2021-06-03T14:35:41.365Z,,1,0.0,,7294,0.0,608263,0.0,,
4471,0.0,7.477,,2021-06-03T15:02:49.450Z,,1,0.0,,7298,0.0,771065,0.0,,
4472,0.0,2.59,,2021-06-03T15:04:08.433Z,,1,0.0,,7298,0.0,778963,0.0,,
4473,0.0,7.4,,2021-06-04T06:30:38.425Z,,1,0.0,,7304,0.0,16355,0.0,,
4474,0.0,2.921,,2021-06-04T06:31:39.885Z,,1,0.0,,7304,0.0,22501,0.0,,
4475,0.0,2.637,,2021-06-04T06:32:40.956Z,,1,0.0,,7304,0.0,28608,0.0,,
4476,0.0,7.4,,2021-06-04T06:53:34.465Z,,1,0.0,,7307,0.0,153958,0.0,,
4477,0.0,9.331,,2021-06-04T06:58:26.037Z,,1,0.0,,7309,0.0,183115,0.0,,
4478,0.0,2.984,,2021-06-04T06:58:36.587Z,,1,0.0,,7309,0.0,184170,0.0,,
4479,0.0,7.336,,2021-06-04T07:31:43.892Z,,1,0.0,,7312,0.0,382899,0.0,,
4480,0.0,7.4,,2021-06-04T09:25:51.628Z,,1,0.0,,7327,0.0,1067667,0.0,,
4481,0.0,7.43,,2021-06-04T09:26:36.289Z,,1,0.0,,7329,0.0,1072133,0.0,,
4482,0.0,7.351,,2021-06-04T09:27:27.029Z,,1,0.0,,7331,0.0,1077207,0.0,,
4483,0.0,7.336,,2021-06-04T09:28:45.950Z,,1,0.0,,7333,0.0,1085099,0.0,,
4484,0.0,7.383,,2021-06-04T09:30:28.831Z,,1,0.0,,7335,0.0,1095387,0.0,,
4485,0.0,7.383,,2021-06-04T09:33:39.022Z,,1,0.0,,7337,0.0,1114406,0.0,,
4486,0.0,7.414,,2021-06-04T09:34:21.092Z,,1,0.0,,7339,0.0,1118613,0.0,,
4487,0.0,7.446,,2021-06-04T09:36:32.114Z,,1,0.0,,7343,0.0,1131715,0.0,,
4488,0.0,7.336,,2021-06-04T09:35:13.323Z,,1,0.0,,7341,0.0,1123836,0.0,,
4489,0.0,7.32,,2021-06-04T09:42:21.347Z,,1,0.0,,7345,0.0,1166638,0.0,,
4490,0.0,2.764,,2021-06-04T09:42:47.847Z,,1,0.0,,7345,0.0,1169288,0.0,,
4491,0.0,2.482,,2021-06-04T09:42:52.147Z,,1,0.0,,7345,0.0,1169718,0.0,,
4492,0.0,1.506,,2021-06-04T09:43:05.457Z,,1,0.0,,7345,0.0,1171049,0.0,,
4493,0.0,2.637,,2021-06-04T09:43:00.287Z,,1,0.0,,7345,0.0,1170532,0.0,,
4494,0.0,2.623,,2021-06-04T10:04:57.498Z,,1,0.0,,7348,0.0,1302252,0.0,,
4495,0.0,7.336,,2021-06-04T10:04:53.488Z,,1,0.0,,7348,0.0,1301851,0.0,,
4496,0.0,2.151,,2021-06-04T10:05:27.078Z,,1,0.0,,7348,0.0,1305210,0.0,,
4497,0.0,1.9,,2021-06-04T10:05:14.888Z,,1,0.0,,7348,0.0,1303991,0.0,,
4498,0.0,2.653,,2021-06-04T10:05:17.858Z,,1,0.0,,7348,0.0,1304288,0.0,,
4499,0.0,2.637,,2021-06-04T10:05:54.968Z,,1,0.0,,7348,0.0,1307999,0.0,,
4500,0.0,2.653,,2021-06-04T10:05:37.738Z,,1,0.0,,7348,0.0,1306276,0.0,,
4501,0.0,2.245,,2021-06-04T10:05:58.668Z,,1,0.0,,7348,0.0,1308369,0.0,,
4502,0.0,2.041,,2021-06-04T10:05:50.448Z,,1,0.0,,7348,0.0,1307547,0.0,,
4503,0.0,2.529,,2021-06-04T10:06:03.208Z,,1,0.0,,7348,0.0,1308823,0.0,,
4504,0.0,2.576,,2021-06-04T10:06:31.219Z,,1,0.0,,7348,0.0,1311624,0.0,,
4505,0.0,1.757,,2021-06-04T10:06:13.008Z,,1,0.0,,7348,0.0,1309803,0.0,,
4506,0.0,2.449,,2021-06-04T10:06:24.109Z,,1,0.0,,7348,0.0,1310913,0.0,,
4507,0.0,1.051,,2021-06-04T10:06:27.728Z,,1,0.0,,7348,0.0,1311275,0.0,,
4508,0.0,1.365,,2021-06-04T10:06:34.929Z,,1,0.0,,7348,0.0,1311995,0.0,,
4509,0.0,2.529,,2021-06-04T10:06:37.159Z,,1,0.0,,7348,0.0,1312218,0.0,,
4510,0.0,1.727,,2021-06-04T10:06:45.719Z,,1,0.0,,7348,0.0,1313074,0.0,,
4511,0.0,2.513,,2021-06-04T10:06:47.799Z,,1,0.0,,7348,0.0,1313282,0.0,,
4512,0.0,2.12,,2021-06-04T10:07:04.949Z,,1,0.0,,7348,0.0,1314997,0.0,,
4513,0.0,7.367,,2021-06-04T11:33:44.372Z,,1,0.0,,7353,0.0,1834935,0.0,,
4514,0.0,2.653,,2021-06-04T11:34:37.233Z,,1,0.0,,7353,0.0,1840221,0.0,,
4515,0.0,1.978,,2021-06-04T11:34:46.713Z,,1,0.0,,7353,0.0,1841169,0.0,,
4516,0.0,2.653,,2021-06-04T11:34:55.663Z,,1,0.0,,7353,0.0,1842064,0.0,,
4517,0.0,1.931,,2021-06-04T11:35:04.673Z,,1,0.0,,7353,0.0,1842965,0.0,,
4518,0.0,2.606,,2021-06-04T11:35:17.893Z,,1,0.0,,7353,0.0,1844287,0.0,,
4519,0.0,1.743,,2021-06-04T11:35:21.393Z,,1,0.0,,7353,0.0,1844637,0.0,,
4520,0.0,2.543,,2021-06-04T11:35:29.543Z,,1,0.0,,7353,0.0,1845452,0.0,,
4521,0.0,1.602,,2021-06-04T11:35:38.553Z,,1,0.0,,7353,0.0,1846353,0.0,,
4522,0.0,2.543,,2021-06-04T11:35:46.023Z,,1,0.0,,7353,0.0,1847100,0.0,,
4523,0.0,1.79,,2021-06-04T11:35:49.963Z,,1,0.0,,7353,0.0,1847494,0.0,,
4524,0.0,2.59,,2021-06-04T11:36:19.624Z,,1,0.0,,7353,0.0,1850460,0.0,,
4525,0.0,1.853,,2021-06-04T11:36:23.674Z,,1,0.0,,7353,0.0,1850865,0.0,,
4526,0.0,2.59,,2021-06-04T11:36:53.894Z,,1,0.0,,7353,0.0,1853887,0.0,,
4527,0.0,2.104,,2021-06-04T11:36:57.764Z,,1,0.0,,7353,0.0,1854274,0.0,,
4528,0.0,2.543,,2021-06-04T11:37:01.164Z,,1,0.0,,7353,0.0,1854614,0.0,,
4529,0.0,1.586,,2021-06-04T11:37:05.154Z,,1,0.0,,7353,0.0,1855013,0.0,,
4530,0.0,2.513,,2021-06-04T11:37:52.895Z,,1,0.0,,7353,0.0,1859787,0.0,,
4531,0.0,1.602,,2021-06-04T11:37:57.395Z,,1,0.0,,7353,0.0,1860237,0.0,,
4532,0.0,7.257,,2021-06-04T11:52:33.912Z,,1,0.0,,7356,0.0,1947888,0.0,,
4533,0.0,2.67,,2021-06-04T11:53:03.472Z,,1,0.0,,7356,0.0,1950844,0.0,,
4534,0.0,1.161,,2021-06-04T11:53:19.272Z,,1,0.0,,7356,0.0,1952424,0.0,,
4535,0.0,2.543,,2021-06-04T11:53:32.622Z,,1,0.0,,7356,0.0,1953759,0.0,,
4536,0.0,2.025,,2021-06-04T11:53:47.943Z,,1,0.0,,7356,0.0,1955291,0.0,,
4537,0.0,1.335,,2021-06-04T11:54:06.173Z,,1,0.0,,7356,0.0,1957114,0.0,,
4538,0.0,2.623,,2021-06-04T11:53:55.773Z,,1,0.0,,7356,0.0,1956074,0.0,,
4539,0.0,2.466,,2021-06-04T11:54:29.823Z,,1,0.0,,7356,0.0,1959479,0.0,,
4540,0.0,2.513,,2021-06-04T11:54:46.913Z,,1,0.0,,7356,0.0,1961188,0.0,,
4541,0.0,1.68,,2021-06-04T11:54:40.193Z,,1,0.0,,7356,0.0,1960516,0.0,,
4542,0.0,1.429,,2021-06-04T11:55:17.083Z,,1,0.0,,7356,0.0,1964205,0.0,,
4543,0.0,2.482,,2021-06-04T11:55:33.353Z,,1,0.0,,7356,0.0,1965832,0.0,,
4544,0.0,1.067,,2021-06-04T11:55:48.614Z,,1,0.0,,7356,0.0,1967358,0.0,,
4545,0.0,1.241,,2021-06-04T11:56:12.654Z,,1,0.0,,7356,0.0,1969762,0.0,,
4546,0.0,2.466,,2021-06-04T11:55:56.854Z,,1,0.0,,7356,0.0,1968182,0.0,,
4547,0.0,2.576,,2021-06-04T11:56:31.034Z,,1,0.0,,7356,0.0,1971600,0.0,,
4548,0.0,1.476,,2021-06-04T11:56:46.294Z,,1,0.0,,7356,0.0,1973126,0.0,,
4549,0.0,2.449,,2021-06-04T11:56:55.004Z,,1,0.0,,7356,0.0,1973997,0.0,,
4550,0.0,1.79,,2021-06-04T11:57:10.804Z,,1,0.0,,7356,0.0,1975577,0.0,,
4551,0.0,2.402,,2021-06-04T11:57:34.924Z,,1,0.0,,7356,0.0,1977989,0.0,,
4552,0.0,2.466,,2021-06-04T11:57:56.845Z,,1,0.0,,7356,0.0,1980181,0.0,,
4553,0.0,1.506,,2021-06-04T11:57:45.325Z,,1,0.0,,7356,0.0,1979029,0.0,,
4554,0.0,1.476,,2021-06-04T11:58:07.215Z,,1,0.0,,7356,0.0,1981218,0.0,,
4555,0.0,2.513,,2021-06-04T11:58:13.035Z,,1,0.0,,7356,0.0,1981800,0.0,,
4556,0.0,2.496,,2021-06-04T11:58:44.425Z,,1,0.0,,7356,0.0,1984939,0.0,,
4557,0.0,1.476,,2021-06-04T11:58:28.295Z,,1,0.0,,7356,0.0,1983326,0.0,,
4558,0.0,1.586,,2021-06-04T11:58:59.685Z,,1,0.0,,7356,0.0,1986465,0.0,,
4559,0.0,7.226,,2021-06-04T12:16:33.154Z,,1,0.0,,7359,0.0,2091811,0.0,,
4560,0.0,1.492,,2021-06-04T12:17:14.634Z,,1,0.0,,7359,0.0,2095959,0.0,,
4561,0.0,2.513,,2021-06-04T12:17:02.404Z,,1,0.0,,7359,0.0,2094736,0.0,,
4562,0.0,2.449,,2021-06-04T12:17:48.155Z,,1,0.0,,7359,0.0,2099311,0.0,,
4563,0.0,2.449,,2021-06-04T12:17:29.824Z,,1,0.0,,7359,0.0,2097478,0.0,,
4564,0.0,1.476,,2021-06-04T12:17:36.594Z,,1,0.0,,7359,0.0,2098155,0.0,,
4565,0.0,1.255,,2021-06-04T12:17:54.505Z,,1,0.0,,7359,0.0,2099946,0.0,,
4566,0.0,1.035,,2021-06-04T12:18:37.615Z,,1,0.0,,7359,0.0,2104257,0.0,,
4567,0.0,2.513,,2021-06-04T12:18:29.215Z,,1,0.0,,7359,0.0,2103417,0.0,,
4568,0.0,7.461,,2021-06-04T13:30:38.361Z,,1,0.0,,7364,0.0,2536328,0.0,,
4569,18000.0,12.921,DIA12_6-8Z3V,2021-05-28T14:43:15.218Z,1,1,26.0,12.0,7154,26.0,2954941,18004.0,0.7,108.629
4570,22000.0,17.487,DIA08CANALI,2021-05-28T14:58:08.449Z,1,1,26.0,8.0,7156,25.0,3044203,21995.0,1.9,102.652
4571,20000.0,13.154,DIA12_16-20Z3V,2021-05-28T15:01:36.441Z,1,1,33.0,12.0,7157,28.0,3064988,20028.0,0.5,117.877
4572,18000.0,12.984,DIA12_6-8Z3V,2021-05-28T15:23:53.125Z,1,1,26.0,12.0,7158,25.0,3198565,17985.0,0.8,108.629
4573,12000.0,13.041,SPIANA80,2021-05-31T06:43:16.525Z,1,1,23.0,80.0,7160,21.0,73940,12000.0,0.3,109.76
4574,20000.0,13.197,DIA12_16-20Z3V,2021-05-31T06:55:32.781Z,1,1,28.0,12.0,7161,23.0,147560,19983.0,0.7,117.877
4575,20000.0,13.168,DIA12_16-20Z3V,2021-05-31T07:15:26.243Z,1,1,24.0,12.0,7162,22.0,266897,19974.0,0.9,117.877
4576,16000.0,13.091,C0515_Z2,2021-05-31T07:33:26.136Z,1,1,25.0,4.7,7164,23.0,374878,16006.0,0.6,101.296
4577,16000.0,12.984,C0515_Z2,2021-05-31T07:39:41.084Z,1,1,25.0,4.7,7166,23.0,412370,15989.0,0.7,101.296
4578,20000.0,13.133,DIA12_16-20Z3V,2021-05-31T08:16:15.253Z,1,1,25.0,12.0,7167,23.0,631770,20006.0,0.6,117.877
4579,20000.0,13.622,DIA12_16-20Z3V,2021-05-31T08:27:14.694Z,1,1,24.0,12.0,7168,22.0,697709,19966.0,0.7,117.877
4580,20000.0,13.183,DIA12_16-20Z3V,2021-05-31T08:32:06.617Z,1,1,31.0,12.0,7169,26.0,726899,19980.0,0.7,117.877
4581,20000.0,13.225,DIA12_16-20Z3V,2021-05-31T09:15:40.869Z,1,1,24.0,12.0,7170,23.0,988304,19974.0,0.7,117.877
4582,20000.0,13.331,DIA12_16-20Z3V,2021-05-31T09:18:43.363Z,1,1,24.0,12.0,7171,23.0,1006552,19991.0,0.7,117.877
4583,20000.0,13.225,DIA12_16-20Z3V,2021-05-31T09:28:38.539Z,1,1,25.0,12.0,7172,23.0,1066065,19989.0,0.7,117.877
4584,20000.0,13.246,DIA12_16-20Z3V,2021-05-31T09:32:33.667Z,1,1,26.0,12.0,7173,24.0,1089576,20006.0,0.7,117.877
4585,20000.0,13.076,DIA12_16-20Z3V,2021-05-31T09:38:45.866Z,1,1,24.0,12.0,7174,22.0,1126793,19980.0,0.8,117.877
4586,20000.0,12.892,DIA12_16-20Z3V,2021-05-31T09:44:59.355Z,1,1,24.0,12.0,7175,23.0,1164139,19989.0,0.7,117.877
4587,20000.0,13.211,DIA12_16-20Z3V,2021-05-31T09:45:49.009Z,1,1,25.0,12.0,7176,23.0,1169104,19989.0,0.7,117.877
4588,20000.0,13.699,DIA12_16-20Z3V,2021-05-31T09:55:38.894Z,1,1,25.0,12.0,7177,23.0,1228088,19974.0,0.7,117.877
4589,20000.0,13.246,DIA12_16-20Z3V,2021-05-31T09:57:06.351Z,1,1,25.0,12.0,7178,23.0,1236833,20014.0,0.7,117.877
4590,20000.0,13.119,DIA12_16-20Z3V,2021-05-31T09:58:10.496Z,1,1,25.0,12.0,7179,23.0,1243247,20020.0,0.7,117.877
4591,20000.0,13.409,DIA12_16-20Z3V,2021-05-31T09:59:22.802Z,1,1,26.0,12.0,7180,23.0,1250477,20003.0,0.7,117.877
4592,22000.0,16.822,DIA08CANALI,2021-05-31T10:15:54.489Z,1,1,24.0,8.0,7181,23.0,1349638,21993.0,2.4,102.652
4593,20000.0,13.317,DIA12_16-20Z3V,2021-05-31T10:20:30.780Z,1,1,26.0,12.0,7183,24.0,1377265,19980.0,0.9,117.877
4594,22000.0,15.717,DIA08CANALI,2021-05-31T11:33:17.470Z,1,1,23.0,8.0,7185,23.0,1813900,21990.0,1.8,102.652
4595,20000.0,12.906,DIA12_16-20Z3V,2021-05-31T11:47:25.865Z,1,1,26.0,12.0,7187,26.0,1898733,19987.0,1.2,117.877
4596,18000.0,12.97,DIA12_6-8Z3V,2021-05-31T12:02:38.436Z,1,1,26.0,12.0,7188,25.0,1989983,17977.0,0.6,108.629
4597,20000.0,13.168,DIA12_16-20Z3V,2021-05-31T12:18:09.259Z,1,1,25.0,12.0,7189,25.0,2083058,19985.0,1.0,117.877
4598,20000.0,13.183,DIA12_16-20Z3V,2021-05-31T12:49:57.417Z,1,1,24.0,12.0,7190,23.0,2273859,19985.0,1.6,117.877
4599,20000.0,13.133,DIA12_16-20Z3V,2021-05-31T13:11:17.847Z,1,1,27.0,12.0,7191,26.0,2401892,20010.0,1.4,117.877
