,ist_acc,DIAM,statorCelsius,CurrentPeak,UTE,numTP,statoRot,@timestamp,spindleRpm,idChiave,rpmSetPoint,LUNG,VibromPeak,bearingsCelsius
0,654408,,0.0,5.453,,,1,2020-09-24T13:57:14.407Z,0.0,2326,0.0,,,0.0
1,3553006,300.0,27.0,20.468,FRESA300,1,1,2020-09-21T16:29:48.999Z,5487.0,2259,5500.0,58.799,2.0,25.0
2,3571283,90.0,32.0,20.382,TELAIO_1,1,1,2020-09-21T16:32:51.773Z,6902.0,2260,7000.0,147.0,0.2,25.0
3,3577652,90.0,32.0,20.485,TELAIO_2,1,1,2020-09-21T16:33:55.465Z,6897.0,2261,7000.0,147.0,0.2,25.0
4,3584093,90.099,32.0,20.485,TELAIO_4,1,1,2020-09-21T16:34:59.876Z,6969.0,2262,7000.0,147.0,0.3,27.0
5,1759033,300.0,27.0,20.4,FRESA300,1,1,2020-09-22T11:29:17.335Z,5431.0,2263,5500.0,58.799,2.7,25.0
6,1778783,90.0,30.0,20.723,TELAIO_1,1,1,2020-09-22T11:32:34.840Z,6945.0,2264,7000.0,147.0,0.5,25.0
7,1785603,90.0,30.0,20.451,TELAIO_2,1,1,2020-09-22T11:33:43.041Z,6984.0,2265,7000.0,147.0,0.3,25.0
8,1793397,90.099,30.0,20.518,TELAIO_4,1,1,2020-09-22T11:35:00.983Z,6939.0,2266,7000.0,147.0,0.4,25.0
9,1819188,90.0,30.0,20.485,TELAIO_5,1,1,2020-09-22T11:39:18.898Z,6922.0,2267,7000.0,147.0,0.3,25.0
10,1830290,10.0,30.0,20.212,FORA_10,1,1,2020-09-22T11:41:09.920Z,9973.0,2268,10000.0,145.0,0.4,25.0
11,2959504,20.0,25.0,20.247,CANDELA_20,1,1,2020-09-22T14:49:22.302Z,9789.0,2269,10000.0,188.0,0.3,25.0
12,3054032,20.0,25.0,20.145,CANDELA_20,1,1,2020-09-22T15:05:07.602Z,9893.0,2270,10000.0,188.0,0.3,25.0
13,3152673,20.0,27.0,20.298,CANDELA_20,1,1,2020-09-22T15:21:34.033Z,9809.0,2271,10000.0,188.0,0.2,25.0
14,3178553,20.0,25.0,20.162,CANDELA_20,1,1,2020-09-22T15:25:52.839Z,9885.0,2272,10000.0,188.0,0.2,25.0
15,3191115,20.0,25.0,20.247,CANDELA_20,1,1,2020-09-22T15:27:58.461Z,9891.0,2273,10000.0,188.0,0.2,25.0
16,3206423,20.0,25.0,20.179,CANDELA_20,1,1,2020-09-22T15:30:31.545Z,9879.0,2274,10000.0,188.0,0.3,25.0
17,583770,300.0,25.0,20.247,FRESA300,1,1,2020-09-23T08:07:36.755Z,5472.0,2275,5500.0,58.799,1.1,25.0
18,602782,10.0,32.0,20.162,FORA_10,1,1,2020-09-23T08:10:46.878Z,9950.0,2276,10000.0,143.5,1.1,25.0
19,626317,90.0,30.0,20.451,TELAIO_1,1,1,2020-09-23T08:14:42.233Z,6964.0,2277,7000.0,147.0,0.3,25.0
20,632713,90.0,30.0,20.382,TELAIO_2,1,1,2020-09-23T08:15:46.194Z,6992.0,2278,7000.0,147.0,0.2,25.0
21,644401,90.099,30.0,20.382,TELAIO_4,1,1,2020-09-23T08:17:43.076Z,6923.0,2279,7000.0,147.0,0.5,25.0
22,663146,90.0,30.0,20.434,TELAIO_5,1,1,2020-09-23T08:20:50.530Z,6959.0,2280,7000.0,147.0,0.3,24.0
23,807388,300.0,25.0,20.382,FRESA300,1,1,2020-09-23T08:44:52.977Z,5379.0,2281,5500.0,58.799,2.9,24.0
24,819067,10.0,28.0,20.332,FORA_10,1,1,2020-09-23T08:46:49.769Z,9934.0,2282,10000.0,143.5,2.1,24.0
25,824913,90.0,28.0,20.451,TELAIO_1,1,1,2020-09-23T08:47:48.231Z,6882.0,2283,7000.0,147.0,0.3,24.0
26,831614,90.199,29.0,20.247,TELAIO_3,1,1,2020-09-23T08:48:55.242Z,6970.0,2284,7000.0,147.0,0.8,24.0
27,839467,90.099,30.0,20.298,TELAIO_4,1,1,2020-09-23T08:50:13.774Z,6948.0,2285,7000.0,147.0,0.6,24.0
28,44789,300.0,27.0,20.212,FRESA300,1,1,2020-09-23T09:48:10.760Z,5490.0,2286,5500.0,58.799,2.7,25.0
29,56186,10.0,30.0,20.349,FORA_10,1,1,2020-09-23T09:50:04.732Z,9972.0,2287,10000.0,143.5,2.1,25.0
30,62701,90.0,30.0,20.604,TELAIO_1,1,1,2020-09-23T09:51:09.884Z,6923.0,2288,7000.0,147.0,0.4,25.0
31,69475,93.199,30.0,20.247,TELAIO_3,1,1,2020-09-23T09:52:17.625Z,6908.0,2289,7000.0,147.0,0.6,25.0
32,1452991,300.0,25.0,20.315,FRESA300,1,1,2020-09-23T13:42:53.038Z,5458.0,2290,5500.0,58.799,2.7,25.0
33,1518136,300.0,25.0,20.451,FRESA300,1,1,2020-09-23T13:53:44.500Z,5390.0,2291,5500.0,58.799,2.0,25.0
34,1525581,99.989,28.0,20.247,ANTA_1,1,1,2020-09-23T13:54:58.951Z,6893.0,2292,7000.0,147.0,0.5,25.0
35,1636985,100.0,25.0,20.485,ANTA_3,1,1,2020-09-23T14:13:33.012Z,6984.0,2293,7000.0,147.0,0.2,25.0
36,1645205,16.0,29.0,20.195,CANDELA_16,1,1,2020-09-23T14:14:55.213Z,9976.0,2294,10000.0,145.319,0.4,25.0
37,1648829,154.08,30.0,20.281,ANTA_2,1,1,2020-09-23T14:15:31.454Z,6941.0,2295,7000.0,88.0,1.7,25.0
38,1653082,300.0,29.0,20.451,FRESA300,1,1,2020-09-23T14:16:13.985Z,5409.0,2296,5500.0,58.799,2.5,25.0
39,1830888,300.0,25.0,20.4,FRESA300,1,1,2020-09-23T14:45:52.078Z,5480.0,2297,5500.0,58.799,2.7,25.0
40,1837793,99.989,27.0,20.587,ANTA_1,1,1,2020-09-23T14:47:01.129Z,6932.0,2298,7000.0,147.0,0.6,25.0
41,1849160,106.0,28.0,20.315,ANTA_3,1,1,2020-09-23T14:48:54.801Z,6892.0,2299,7000.0,147.0,0.3,24.0
42,1857404,16.0,29.0,20.179,CANDELA_16,1,1,2020-09-23T14:50:17.242Z,9992.0,2300,10000.0,145.319,0.4,24.0
43,1861025,154.08,29.0,20.468,ANTA_2,1,1,2020-09-23T14:50:53.453Z,6937.0,2301,7000.0,88.0,1.7,25.0
44,1865228,300.0,30.0,20.349,FRESA300,1,1,2020-09-23T14:51:35.484Z,5378.0,2302,5500.0,58.799,2.4,25.0
45,1882352,100.089,27.0,20.621,ANTA_4,1,1,2020-09-23T14:54:26.727Z,6987.0,2303,7000.0,147.0,0.2,25.0
46,1888775,10.0,28.0,20.247,FORA_10,1,1,2020-09-23T14:55:30.958Z,9915.0,2304,10000.0,143.5,1.4,25.0
47,2600653,300.0,25.0,20.212,FRESA300,1,1,2020-09-23T16:54:09.871Z,5446.0,2305,5500.0,58.799,2.5,24.0
48,2610237,99.989,27.0,20.382,ANTA_1,1,1,2020-09-23T16:55:45.712Z,6955.0,2306,7000.0,147.0,0.8,24.0
49,2619675,154.08,30.0,20.365,ANTA_2,1,1,2020-09-23T16:57:20.094Z,6886.0,2307,7000.0,88.0,1.7,25.0
50,2630231,106.0,29.0,20.264,ANTA_3,1,1,2020-09-23T16:59:05.656Z,6887.0,2308,7000.0,147.0,0.4,25.0
51,2653308,16.0,30.0,20.247,CANDELA_16,1,1,2020-09-23T17:02:56.430Z,9924.0,2309,10000.0,145.319,0.4,25.0
52,2664045,300.0,32.0,20.518,FRESA300,1,1,2020-09-23T17:04:43.802Z,5489.0,2310,5500.0,58.799,2.5,25.0
53,2678409,100.089,29.0,20.552,ANTA_4,1,1,2020-09-23T17:07:07.445Z,6925.0,2311,7000.0,147.0,0.2,25.0
54,2692055,10.0,30.0,20.212,FORA_10,1,1,2020-09-23T17:09:23.907Z,9984.0,2312,10000.0,143.5,1.5,25.0
55,439754,300.0,27.0,20.502,FRESA300,1,1,2020-09-24T13:21:27.825Z,5424.0,2313,5500.0,58.799,2.5,25.0
56,464594,90.0,27.0,20.74,ANTA_7,1,1,2020-09-24T13:25:36.230Z,6941.0,2314,7000.0,147.0,0.3,25.0
57,479560,90.0,27.0,20.417,ANTA_7,1,1,2020-09-24T13:28:05.893Z,6975.0,2315,7000.0,147.0,0.3,25.0
58,492345,90.0,27.0,20.57,ANTA_7,1,1,2020-09-24T13:30:13.746Z,6926.0,2316,7000.0,147.0,0.3,25.0
59,512713,90.0,27.0,20.502,ANTA_7,1,1,2020-09-24T13:33:37.430Z,6971.0,2317,7000.0,147.0,0.3,25.0
60,520304,90.0,29.0,20.468,ANTA_6,1,1,2020-09-24T13:34:53.341Z,6926.0,2318,7000.0,147.0,0.5,25.0
61,531549,99.989,30.0,20.298,ANTA_1,1,1,2020-09-24T13:36:45.793Z,6940.0,2319,7000.0,147.0,0.6,25.0
62,540887,153.5,30.0,20.417,ANTA_2,1,1,2020-09-24T13:38:19.175Z,6967.0,2320,7000.0,88.0,1.8,25.0
63,550036,16.0,30.0,20.315,CANDELA_16,1,1,2020-09-24T13:39:50.667Z,9967.0,2321,10000.0,145.319,0.5,25.0
64,561570,106.0,30.0,20.672,ANTA_3,1,1,2020-09-24T13:41:46.009Z,6933.0,2322,7000.0,147.0,0.5,25.0
65,584573,300.0,30.0,20.417,FRESA300,1,1,2020-09-24T13:45:36.044Z,5434.0,2323,5500.0,58.799,2.2,25.0
66,600197,100.089,28.0,20.587,ANTA_4,1,1,2020-09-24T13:48:12.287Z,6948.0,2324,7000.0,147.0,0.3,25.0
67,613835,10.0,30.0,20.281,FORA_10,1,1,2020-09-24T13:50:28.670Z,9912.0,2325,10000.0,143.5,0.8,25.0
68,658012,16.0,27.0,20.298,CANDELA_16,1,1,2020-09-24T13:57:50.448Z,9931.0,2327,10000.0,145.319,0.4,25.0
69,663031,90.0,29.0,20.349,ANTA_7,1,1,2020-09-24T13:58:40.639Z,6933.0,2328,7000.0,147.0,0.5,25.0
70,697754,66.0,32.0,20.502,ANTA_9,1,1,2020-09-24T14:04:27.876Z,6880.0,2329,7000.0,168.0,0.6,25.0
71,1466873,300.0,25.0,20.672,FRESA300,1,1,2020-09-24T16:12:39.219Z,5461.0,2330,5500.0,58.799,2.8,25.0
72,1483347,90.0,29.0,20.552,ANTA_7,1,1,2020-09-24T16:15:23.962Z,6933.0,2331,7000.0,147.0,0.4,25.0
73,1508372,90.0,27.0,20.672,ANTA_6,1,1,2020-09-24T16:19:34.217Z,6996.0,2332,7000.0,147.0,0.7,25.0
74,1517105,66.0,30.0,20.247,ANTA_9,1,1,2020-09-24T16:21:01.549Z,6905.0,2333,7000.0,168.0,0.5,25.0
75,1522058,99.989,30.0,20.518,ANTA_1,1,1,2020-09-24T16:21:51.080Z,6923.0,2334,7000.0,147.0,0.5,25.0
76,1626941,,0.0,5.49,,,1,2020-09-24T16:39:19.931Z,0.0,2341,0.0,,,0.0
77,817699,,0.0,8.902,,,1,2020-09-25T08:36:22.042Z,0.0,2379,0.0,,,0.0
78,851422,,0.0,5.379,,,1,2020-09-25T08:41:59.279Z,0.0,2381,0.0,,,0.0
79,1148590,,0.0,5.468,,,1,2020-09-25T09:31:31.020Z,0.0,2383,0.0,,,0.0
80,1531412,153.5,30.0,20.552,ANTA_2,1,1,2020-09-24T16:23:24.622Z,6941.0,2335,7000.0,88.0,1.8,25.0
81,1540551,16.0,30.0,20.298,CANDELA_16,1,1,2020-09-24T16:24:56.014Z,9988.0,2336,10000.0,145.319,0.5,25.0
82,1552093,106.0,29.0,20.332,ANTA_3,1,1,2020-09-24T16:26:51.436Z,6932.0,2337,7000.0,147.0,0.5,25.0
83,1575082,300.0,30.0,20.451,FRESA300,1,1,2020-09-24T16:30:41.330Z,5417.0,2338,5500.0,58.799,2.5,25.0
84,1587492,100.089,30.0,20.621,ANTA_4,1,1,2020-09-24T16:32:45.433Z,6935.0,2339,7000.0,147.0,0.3,25.0
85,1601137,10.0,30.0,20.162,FORA_10,1,1,2020-09-24T16:35:01.886Z,9947.0,2340,10000.0,143.5,0.8,25.0
86,1632074,16.0,29.0,20.247,CANDELA_16,1,1,2020-09-24T16:40:11.262Z,9917.0,2342,10000.0,145.319,0.4,25.0
87,1656907,300.0,27.0,20.417,FRESA300,1,1,2020-09-24T16:44:19.597Z,5405.0,2343,5500.0,58.799,2.6,25.0
88,1669116,90.0,30.0,20.417,ANTA_7,1,1,2020-09-24T16:46:21.689Z,6982.0,2344,7000.0,147.0,0.3,25.0
89,1704487,66.0,32.0,20.451,ANTA_9,1,1,2020-09-24T16:52:15.406Z,6977.0,2345,7000.0,168.0,0.5,27.0
90,1788316,99.989,27.0,20.468,ANTA_1,1,1,2020-09-24T17:06:13.713Z,6971.0,2346,7000.0,147.0,0.4,25.0
91,1797323,300.0,27.0,20.688,FRESA300,1,1,2020-09-24T17:07:43.784Z,5442.0,2347,5500.0,58.799,2.8,25.0
92,1804280,99.989,29.0,20.247,ANTA_1,1,1,2020-09-24T17:08:53.356Z,6995.0,2348,7000.0,147.0,0.6,25.0
93,1813736,153.5,30.0,20.23,ANTA_2,1,1,2020-09-24T17:10:27.918Z,6916.0,2349,7000.0,88.0,1.7,25.0
94,1818318,16.0,30.0,20.298,CANDELA_16,1,1,2020-09-24T17:11:13.739Z,9922.0,2350,10000.0,145.319,0.4,25.0
95,1826098,106.0,30.0,20.587,ANTA_3,1,1,2020-09-24T17:12:31.540Z,6908.0,2351,7000.0,147.0,0.2,25.0
96,1838091,300.0,30.0,20.315,FRESA300,1,1,2020-09-24T17:14:31.472Z,5464.0,2352,5500.0,58.799,2.4,25.0
97,1846130,100.089,29.0,20.451,ANTA_4,1,1,2020-09-24T17:15:51.864Z,6903.0,2353,7000.0,147.0,0.3,25.0
98,1854591,10.0,29.0,20.212,FORA_10,1,1,2020-09-24T17:17:16.476Z,9987.0,2354,10000.0,143.5,2.1,25.0
99,1877772,300.0,27.0,20.23,FRESA300,1,1,2020-09-24T17:21:08.290Z,5503.0,2355,5500.0,58.799,2.9,25.0
100,1885000,90.0,30.0,20.382,ANTA_7,1,1,2020-09-24T17:22:20.572Z,6944.0,2356,7000.0,147.0,0.5,25.0
101,1901377,66.0,30.0,20.179,ANTA_9,1,1,2020-09-24T17:25:04.345Z,6918.0,2357,7000.0,168.0,0.6,25.0
102,2048814,16.0,27.0,20.212,CANDELA_16,1,1,2020-09-24T17:49:38.745Z,9975.0,2358,10000.0,145.319,0.3,25.0
103,2062859,16.0,25.0,20.162,CANDELA_16,1,1,2020-09-24T17:51:59.197Z,9974.0,2359,10000.0,145.319,0.3,25.0
104,2116710,16.0,25.0,20.247,CANDELA_16,1,1,2020-09-24T18:00:57.718Z,9927.0,2360,10000.0,145.319,0.3,25.0
105,2128751,16.0,27.0,20.298,CANDELA_16,1,1,2020-09-24T18:02:58.130Z,9934.0,2361,10000.0,145.319,0.3,25.0
106,2169572,300.0,27.0,20.349,FRESA300,1,1,2020-09-24T18:09:46.348Z,5422.0,2362,5500.0,58.799,2.8,25.0
107,2176467,99.989,28.0,20.315,ANTA_1,1,1,2020-09-24T18:10:55.300Z,6966.0,2363,7000.0,147.0,0.4,25.0
108,2187762,106.0,28.0,20.417,ANTA_3,1,1,2020-09-24T18:12:48.252Z,6930.0,2364,7000.0,147.0,0.4,25.0
109,2198583,100.089,29.0,20.535,ANTA_4,1,1,2020-09-24T18:14:36.464Z,6920.0,2365,7000.0,147.0,0.3,25.0
110,2234329,10.0,27.0,20.212,FORA_10,1,1,2020-09-24T18:20:33.931Z,9986.0,2366,10000.0,143.5,1.5,25.0
111,673913,300.0,27.0,20.485,FRESA300,1,1,2020-09-25T08:12:24.154Z,5448.0,2367,5500.0,58.799,2.7,25.0
112,687232,90.0,28.0,20.451,ANTA_7,1,1,2020-09-25T08:14:37.347Z,6993.0,2368,7000.0,147.0,0.5,25.0
113,694622,90.0,29.0,20.535,ANTA_7,1,1,2020-09-25T08:15:51.248Z,6970.0,2369,7000.0,147.0,0.6,25.0
114,700214,90.0,30.0,20.468,ANTA_6,1,1,2020-09-25T08:16:47.169Z,6960.0,2370,7000.0,147.0,0.9,25.0
115,708974,66.0,30.0,20.349,ANTA_9,1,1,2020-09-25T08:18:14.771Z,6989.0,2371,7000.0,168.0,0.6,25.0
116,713831,99.989,30.0,20.349,ANTA_1,1,1,2020-09-25T08:19:03.342Z,6992.0,2372,7000.0,147.0,0.5,25.0
117,723148,153.5,30.0,20.468,ANTA_2,1,1,2020-09-25T08:20:36.514Z,6877.0,2373,7000.0,88.0,1.7,24.0
118,731926,16.0,30.0,20.212,CANDELA_16,1,1,2020-09-25T08:22:04.295Z,9985.0,2374,10000.0,145.319,0.4,24.0
119,743455,106.0,30.0,20.875,ANTA_3,1,1,2020-09-25T08:23:59.588Z,6899.0,2375,7000.0,147.0,0.6,24.0
120,765697,300.0,30.0,20.502,FRESA300,1,1,2020-09-25T08:27:42.012Z,5481.0,2376,5500.0,58.799,2.2,25.0
121,780602,100.089,29.0,20.451,ANTA_4,1,1,2020-09-25T08:30:11.065Z,6965.0,2377,7000.0,147.0,0.4,25.0
122,793929,10.0,30.0,20.298,FORA_10,1,1,2020-09-25T08:32:24.338Z,9938.0,2378,10000.0,143.5,0.7,25.0
123,821631,16.0,30.0,20.281,CANDELA_16,1,1,2020-09-25T08:37:01.363Z,9931.0,2380,10000.0,145.319,0.4,25.0
124,854054,16.0,25.0,20.332,CANDELA_16,1,1,2020-09-25T08:42:25.600Z,9972.0,2382,10000.0,145.319,0.8,24.0
125,90924,300.0,27.0,20.535,FRESA300,1,1,2020-09-25T09:51:28.481Z,5451.0,2384,5500.0,58.799,2.6,25.0
126,104493,90.0,30.0,20.587,ANTA_7,1,1,2020-09-25T09:53:44.174Z,6999.0,2385,7000.0,147.0,0.3,25.0
127,138026,66.0,30.0,20.315,ANTA_9,1,1,2020-09-25T09:59:19.511Z,6953.0,2386,7000.0,168.0,0.6,25.0
128,257157,300.0,25.0,20.264,FRESA300,1,1,2020-09-25T10:19:10.847Z,5485.0,2387,5500.0,58.799,2.6,24.0
129,263324,99.989,27.0,20.535,ANTA_1,1,1,2020-09-25T10:20:12.518Z,6975.0,2388,7000.0,147.0,0.5,24.0
130,271499,153.5,30.0,20.417,ANTA_2,1,1,2020-09-25T10:21:34.270Z,6980.0,2389,7000.0,88.0,1.7,25.0
131,274586,16.0,30.0,20.247,CANDELA_16,1,1,2020-09-25T10:22:05.141Z,9929.0,2390,10000.0,145.319,0.4,24.0
132,280092,106.0,29.0,20.552,ANTA_3,1,1,2020-09-25T10:23:00.202Z,6968.0,2391,7000.0,147.0,0.4,25.0
133,287967,300.0,29.0,20.247,FRESA300,1,1,2020-09-25T10:24:18.953Z,5438.0,2392,5500.0,58.799,2.2,25.0
134,293938,100.089,29.0,20.23,ANTA_4,1,1,2020-09-25T10:25:18.665Z,6955.0,2393,7000.0,147.0,0.4,25.0
135,300290,10.0,29.0,20.212,FORA_10,1,1,2020-09-25T10:26:22.186Z,9919.0,2394,10000.0,143.5,2.0,25.0
136,304043,99.989,30.0,20.349,ANTA_1,1,1,2020-09-25T10:26:59.717Z,6971.0,2395,7000.0,147.0,0.5,25.0
137,329828,99.989,27.0,20.518,ANTA_1,1,1,2020-09-25T10:31:17.572Z,6993.0,2396,7000.0,147.0,0.4,25.0
138,408517,300.0,25.0,20.451,FRESA300,1,1,2020-09-25T10:44:24.479Z,5414.0,2397,5500.0,58.799,2.8,25.0
139,413053,99.989,27.0,20.315,ANTA_1,1,1,2020-09-25T10:45:09.840Z,6948.0,2398,7000.0,147.0,0.6,25.0
140,424274,106.0,29.0,20.382,ANTA_3,1,1,2020-09-25T10:47:02.053Z,6958.0,2399,7000.0,147.0,0.4,25.0
141,430806,16.0,30.0,20.162,CANDELA_16,1,1,2020-09-25T10:48:07.374Z,9954.0,2400,10000.0,145.319,0.5,25.0
142,434721,153.5,30.0,20.451,ANTA_2,1,1,2020-09-25T10:48:46.525Z,6948.0,2401,7000.0,88.0,1.6,25.0
143,438268,300.0,30.0,20.451,FRESA300,1,1,2020-09-25T10:49:21.996Z,5398.0,2402,5500.0,58.799,2.6,25.0
144,442119,10.0,30.0,20.298,FORA_10,1,1,2020-09-25T10:50:00.507Z,9984.0,2403,10000.0,143.5,1.0,25.0
145,446606,100.089,30.0,20.57,ANTA_4,1,1,2020-09-25T10:50:45.378Z,6932.0,2404,7000.0,147.0,0.5,25.0
146,479787,106.0,25.0,20.434,ANTA_3,1,1,2020-09-25T10:56:17.195Z,6981.0,2405,7000.0,147.0,0.3,24.0
147,487054,153.5,28.0,20.382,ANTA_2,1,1,2020-09-25T10:57:29.866Z,6912.0,2406,7000.0,88.0,0.8,24.0
148,490614,300.0,28.0,20.485,FRESA300,1,1,2020-09-25T10:58:05.467Z,5429.0,2407,5500.0,58.799,2.6,24.0
149,502533,100.089,27.0,20.705,ANTA_4,1,1,2020-09-25T11:00:04.660Z,6986.0,2408,7000.0,147.0,0.5,24.0
150,1146992,300.0,27.0,20.518,FRESA300,1,1,2020-09-25T12:47:29.393Z,5502.0,2409,5500.0,58.799,2.9,25.0
151,1159453,90.0,29.0,20.535,ANTA_8,1,1,2020-09-25T12:49:34.005Z,6960.0,2410,7000.0,147.0,0.8,25.0
152,1169409,66.0,30.0,20.298,ANTA_9,1,1,2020-09-25T12:51:13.568Z,6960.0,2411,7000.0,168.0,0.4,25.0
153,1241637,90.0,27.0,20.57,ANTA_7,1,1,2020-09-25T13:03:15.864Z,6914.0,2412,7000.0,147.0,0.7,25.0
154,1247902,90.0,28.0,20.298,ANTA_8,1,1,2020-09-25T13:04:18.515Z,6906.0,2413,7000.0,147.0,0.6,25.0
155,1253637,90.0,30.0,20.195,ANTA_6,1,1,2020-09-25T13:05:15.866Z,6965.0,2414,7000.0,147.0,0.5,25.0
156,1258917,66.0,30.0,20.468,ANTA_9,1,1,2020-09-25T13:06:08.667Z,6859.0,2415,7000.0,168.0,0.5,25.0
157,1263759,99.989,30.0,20.502,ANTA_1,1,1,2020-09-25T13:06:57.088Z,7000.0,2416,7000.0,147.0,0.6,25.0
158,1273078,153.5,30.0,20.451,ANTA_2,1,1,2020-09-25T13:08:30.281Z,6931.0,2417,7000.0,88.0,2.1,25.0
159,1281839,16.0,30.0,20.162,CANDELA_16,1,1,2020-09-25T13:09:57.892Z,9980.0,2418,10000.0,145.319,0.4,25.0
160,1293357,106.0,30.0,20.417,ANTA_3,1,1,2020-09-25T13:11:53.075Z,6953.0,2419,7000.0,147.0,0.7,25.0
161,1315582,300.0,30.0,20.451,FRESA300,1,1,2020-09-25T13:15:35.330Z,5459.0,2420,5500.0,58.799,2.5,25.0
162,35033,300.0,27.0,20.162,FRESA300,1,1,2020-09-25T13:27:43.948Z,5373.0,2421,5500.0,58.799,2.2,25.0
163,42248,100.089,28.0,20.655,ANTA_4,1,1,2020-09-25T13:28:56.100Z,6965.0,2422,7000.0,147.0,0.5,25.0
164,55572,10.0,30.0,20.298,FORA_10,1,1,2020-09-25T13:31:09.344Z,9969.0,2423,10000.0,143.5,0.8,25.0
165,92913,300.0,27.0,20.382,FRESA300,1,1,2020-09-25T13:37:22.766Z,5471.0,2424,5500.0,58.799,4.1,25.0
166,103012,90.0,30.0,20.621,ANTA_7,1,1,2020-09-25T13:39:03.759Z,6876.0,2425,7000.0,147.0,0.4,25.0
167,115268,90.0,30.0,20.485,ANTA_7,1,1,2020-09-25T13:41:06.323Z,6894.0,2426,7000.0,147.0,0.2,25.0
168,126345,90.0,30.0,20.451,ANTA_8,1,1,2020-09-25T13:42:57.097Z,6959.0,2427,7000.0,147.0,1.0,25.0
169,136436,90.0,30.0,20.382,ANTA_5,1,1,2020-09-25T13:44:38.010Z,6911.0,2428,7000.0,147.0,0.4,25.0
170,149629,66.0,32.0,20.298,ANTA_9,1,1,2020-09-25T13:46:49.944Z,6938.0,2429,7000.0,168.0,0.7,25.0
171,248650,20.0,20.0,20.417,CANDELA_20,1,1,2020-09-28T13:48:29.616Z,9958.0,2430,10000.0,188.0,0.4,20.0
172,1081445,6.0,25.0,20.298,FRESA_6,1,1,2020-10-01T09:30:44.238Z,5416.0,2431,5500.0,106.699,0.2,24.0
173,1091818,6.0,27.0,4.097,FRESA_6,1,1,2020-10-01T09:32:27.970Z,5471.0,2431,5500.0,106.699,0.4,24.0
174,1086581,6.0,27.0,5.083,FRESA_6,1,1,2020-10-01T09:31:35.599Z,5488.0,2431,5500.0,106.699,0.4,24.0
175,1092093,6.0,27.0,5.933,FRESA_6,1,1,2020-10-01T09:32:30.720Z,5422.0,2431,5500.0,106.699,0.4,24.0
176,1086630,6.0,27.0,4.845,FRESA_6,1,1,2020-10-01T09:31:36.089Z,5458.0,2431,5500.0,106.699,0.5,24.0
177,1092233,6.0,27.0,5.44,FRESA_6,1,1,2020-10-01T09:32:32.120Z,5500.0,2431,5500.0,106.699,0.4,24.0
178,1112011,47.79,28.0,20.247,CONO_45,1,1,2020-10-01T09:35:49.904Z,9961.0,2432,10000.0,132.399,0.4,25.0
179,1263464,300.0,27.0,20.434,FRESA300,1,1,2020-10-01T10:01:04.464Z,5437.0,2433,5500.0,58.799,1.3,25.0
180,1277450,20.0,27.0,20.23,CANDELA_20,1,1,2020-10-01T10:03:24.327Z,9953.0,2434,10000.0,188.0,0.6,24.0
181,1311965,16.0,30.0,20.195,CANDELA_16,1,1,2020-10-01T10:09:09.484Z,9972.0,2435,10000.0,145.319,0.4,25.0
182,1406952,300.0,27.0,20.451,FRESA300,1,1,2020-10-01T10:24:59.374Z,5458.0,2436,5500.0,58.799,1.5,25.0
183,1417796,20.0,29.0,20.212,CANDELA_20,1,1,2020-10-01T10:26:47.816Z,9949.0,2437,10000.0,188.0,0.6,25.0
184,1436915,16.0,30.0,20.247,CANDELA_16,1,1,2020-10-01T10:29:59.010Z,9980.0,2438,10000.0,145.319,0.4,25.0
185,1538904,300.0,27.0,20.298,FRESA300,1,1,2020-10-01T10:46:58.921Z,5464.0,2439,5500.0,58.799,1.6,25.0
186,1546681,20.0,29.0,20.212,CANDELA_20,1,1,2020-10-01T10:48:16.693Z,9955.0,2440,10000.0,188.0,0.3,25.0
187,1580483,16.0,32.0,20.247,CANDELA_16,1,1,2020-10-01T10:53:54.720Z,9999.0,2441,10000.0,145.319,0.3,27.0
188,2159344,300.0,27.0,20.535,FRESA300,1,1,2020-10-01T12:30:23.452Z,5424.0,2442,5500.0,58.799,2.1,25.0
189,2167080,20.0,28.0,20.247,CANDELA_20,1,1,2020-10-01T12:31:40.813Z,9894.0,2443,10000.0,188.0,0.4,25.0
190,2200665,16.0,30.0,20.23,CANDELA_16,1,1,2020-10-01T12:37:16.670Z,9945.0,2444,10000.0,145.319,0.4,25.0
191,2227628,300.0,27.0,20.434,FRESA300,1,1,2020-10-01T12:41:46.306Z,5511.0,2445,5500.0,58.799,2.2,25.0
192,2235202,20.0,30.0,20.195,CANDELA_20,1,1,2020-10-01T12:43:02.047Z,9932.0,2446,10000.0,188.0,0.4,25.0
193,2268788,16.0,32.0,20.417,CANDELA_16,1,1,2020-10-01T12:48:37.914Z,9981.0,2447,10000.0,145.319,0.4,27.0
194,2286648,300.0,27.0,20.365,FRESA300,1,1,2020-10-01T12:51:36.518Z,5473.0,2448,5500.0,58.799,1.5,25.0
195,2296717,20.0,29.0,20.332,CANDELA_20,1,1,2020-10-01T12:53:17.210Z,9989.0,2449,10000.0,188.0,0.4,25.0
196,2342732,16.0,32.0,20.212,CANDELA_16,1,1,2020-10-01T13:00:57.370Z,9973.0,2450,10000.0,145.319,0.4,27.0
197,31622,16.0,25.0,20.298,CANDELA_16,1,1,2020-10-01T13:21:24.679Z,9915.0,2451,10000.0,145.319,0.4,25.0
