,ist_acc,DIAM,statorCelsius,CurrentPeak,UTE,numTP,statoRot,@timestamp,spindleRpm,idChiave,rpmSetPoint,LUNG,VibromPeak,bearingsCelsius
445,3339539,300.0,28.0,20.332,FRESA300,1,1,2020-10-15T14:55:36.656Z,5429.0,2685,5500.0,58.799,2.1,24.0
446,3356216,100.089,28.0,20.57,ANTA_4,1,1,2020-10-15T14:58:23.430Z,6867.0,2686,7000.0,147.0,0.3,24.0
447,3373044,10.0,29.0,20.382,FORA_10,1,1,2020-10-15T15:01:11.713Z,9894.0,2687,10000.0,143.5,0.7,24.0
448,3373492,10.0,29.0,3.298,FORA_10,1,1,2020-10-15T15:01:16.193Z,9916.0,2687,10000.0,143.5,0.4,24.0
449,3429243,300.0,25.0,20.315,FRESA300,1,1,2020-10-15T15:10:33.714Z,5491.0,2689,5500.0,58.799,2.2,24.0
450,3437745,90.0,28.0,20.247,ANTA_7,1,1,2020-10-15T15:11:58.736Z,6887.0,2690,7000.0,147.0,0.4,24.0
451,3733582,300.0,27.0,20.382,FRESA300,1,1,2020-10-15T16:01:17.166Z,5457.0,2691,5500.0,58.799,2.2,25.0
452,3749485,90.0,30.0,20.552,ANTA_7,1,1,2020-10-15T16:03:56.199Z,6901.0,2692,7000.0,147.0,0.4,24.0
453,3803827,90.0,28.0,20.382,ANTA_8,1,1,2020-10-15T16:12:59.630Z,6996.0,2693,7000.0,147.0,0.6,23.0
454,3812677,66.0,29.0,20.315,ANTA_9,1,1,2020-10-15T16:14:28.132Z,6911.0,2694,7000.0,168.0,0.5,23.0
455,344248,300.0,18.0,20.451,FRESA300,1,1,2020-10-16T06:33:11.194Z,5444.0,2695,5500.0,58.799,2.0,17.0
456,352900,99.989,22.0,20.434,ANTA_1,1,1,2020-10-16T06:34:37.716Z,6893.0,2696,7000.0,147.0,0.4,17.0
457,370810,153.5,23.0,20.298,ANTA_2,1,1,2020-10-16T06:37:36.819Z,6939.0,2697,7000.0,88.0,1.1,17.0
458,377391,16.0,23.0,20.247,CANDELA_16_H100,1,1,2020-10-16T06:38:42.630Z,9899.0,2698,10000.0,178.3,0.4,17.0
459,387104,106.0,23.0,20.434,ANTA_3,1,1,2020-10-16T06:40:19.762Z,6856.0,2699,7000.0,147.0,0.9,17.0
460,403573,300.0,24.0,20.604,FRESA300,1,1,2020-10-16T06:43:04.454Z,5499.0,2700,5500.0,58.799,2.5,18.0
461,414082,100.089,23.0,20.672,ANTA_4,1,1,2020-10-16T06:44:49.546Z,6923.0,2701,7000.0,147.0,0.2,18.0
462,424819,10.0,24.0,20.247,FORA_10,1,1,2020-10-16T06:46:36.918Z,9919.0,2702,10000.0,143.5,1.9,18.0
463,446750,99.989,20.0,20.382,ANTA_1,1,1,2020-10-16T06:50:16.232Z,6880.0,2703,7000.0,147.0,0.6,19.0
464,456623,106.0,24.0,20.535,ANTA_3,1,1,2020-10-16T06:51:54.963Z,6984.0,2704,7000.0,147.0,0.8,19.0
465,464042,153.5,24.0,20.468,ANTA_2,1,1,2020-10-16T06:53:09.155Z,6963.0,2705,7000.0,88.0,1.0,19.0
466,467839,300.0,24.0,20.451,FRESA300,1,1,2020-10-16T06:53:47.125Z,5445.0,2706,5500.0,58.799,2.6,19.0
467,477612,100.089,22.0,20.672,ANTA_4,1,1,2020-10-16T06:55:24.857Z,6953.0,2707,7000.0,147.0,0.4,19.0
468,640986,153.5,22.0,20.195,ANTA_2,1,1,2020-10-16T07:22:38.626Z,6932.0,2708,7000.0,88.0,1.2,20.0
469,644160,16.0,24.0,20.179,CANDELA_16_H100,1,1,2020-10-16T07:23:10.367Z,9979.0,2709,10000.0,178.3,0.3,20.0
470,677688,300.0,22.0,20.212,FRESA300,1,1,2020-10-16T07:28:45.653Z,5452.0,2710,5500.0,58.799,3.0,20.0
471,684634,99.989,24.0,20.485,ANTA_1,1,1,2020-10-16T07:29:55.114Z,6994.0,2711,7000.0,147.0,0.4,20.0
472,693992,153.5,25.0,20.705,ANTA_2,1,1,2020-10-16T07:31:28.696Z,6966.0,2712,7000.0,88.0,1.4,20.0
473,697193,16.0,27.0,20.247,CANDELA_16_H100,1,1,2020-10-16T07:32:00.707Z,9972.0,2713,10000.0,178.3,0.4,20.0
474,702932,106.0,25.0,20.247,ANTA_3,1,1,2020-10-16T07:32:58.098Z,6917.0,2714,7000.0,147.0,0.9,20.0
475,711251,300.0,27.0,20.212,FRESA300,1,1,2020-10-16T07:34:21.289Z,5454.0,2715,5500.0,58.799,2.2,20.0
476,718222,100.089,25.0,20.247,ANTA_4,1,1,2020-10-16T07:35:31.000Z,6938.0,2716,7000.0,147.0,0.4,20.0
477,724679,10.0,25.0,20.281,FORA_10,1,1,2020-10-16T07:36:35.571Z,9948.0,2717,10000.0,143.5,1.9,20.0
478,735191,90.0,25.0,20.434,ANTA_8,1,1,2020-10-16T07:38:20.693Z,6988.0,2718,7000.0,147.0,0.5,20.0
479,742843,66.0,27.0,20.264,ANTA_9,1,1,2020-10-16T07:39:37.215Z,6947.0,2719,7000.0,168.0,0.6,20.0
480,366755,300.0,18.0,20.518,FRESA300,1,1,2020-10-20T06:32:50.825Z,5417.0,2720,5500.0,58.799,2.7,17.0
481,375958,90.0,22.0,20.281,ANTA_7,1,1,2020-10-20T06:34:22.856Z,6918.0,2721,7000.0,147.0,0.2,17.0
482,382737,90.0,22.0,20.434,ANTA_8,1,1,2020-10-20T06:35:30.647Z,6970.0,2722,7000.0,147.0,0.6,17.0
483,388469,90.0,23.0,20.281,ANTA_6,1,1,2020-10-20T06:36:27.968Z,6951.0,2723,7000.0,147.0,1.0,17.0
484,393624,66.0,23.0,20.247,ANTA_9,1,1,2020-10-20T06:37:19.519Z,6950.0,2724,7000.0,168.0,0.7,17.0
485,398696,99.989,23.0,20.332,ANTA_1,1,1,2020-10-20T06:38:10.240Z,6999.0,2725,7000.0,147.0,0.5,17.0
486,408054,153.5,24.0,20.451,ANTA_2,1,1,2020-10-20T06:39:43.821Z,6953.0,2726,7000.0,88.0,1.7,17.0
487,419263,16.0,24.0,20.23,CANDELA_16_H100,1,1,2020-10-20T06:41:35.913Z,9940.0,2727,10000.0,178.3,0.4,18.0
488,431368,106.0,23.0,20.552,ANTA_3,1,1,2020-10-20T06:43:36.965Z,6987.0,2728,7000.0,147.0,0.8,18.0
489,458928,300.0,25.0,20.4,FRESA300,1,1,2020-10-20T06:48:12.569Z,5489.0,2729,5500.0,58.799,2.0,20.0
490,474723,100.089,24.0,20.518,ANTA_4,1,1,2020-10-20T06:50:50.521Z,6914.0,2730,7000.0,147.0,0.3,20.0
491,491559,10.0,25.0,20.23,FORA_10,1,1,2020-10-20T06:53:38.884Z,9952.0,2731,10000.0,143.5,0.7,20.0
492,550289,300.0,22.0,20.587,FRESA300,1,1,2020-10-20T07:03:26.193Z,5467.0,2732,5500.0,58.799,3.3,20.0
493,563923,90.0,27.0,20.502,ANTA_7,1,1,2020-10-20T07:05:42.535Z,6872.0,2733,7000.0,147.0,0.4,20.0
494,609819,90.0,27.0,20.315,ANTA_8,1,1,2020-10-20T07:13:21.503Z,6961.0,2734,7000.0,147.0,0.7,22.0
495,617473,66.0,28.0,20.417,ANTA_9,1,1,2020-10-20T07:14:38.044Z,6994.0,2735,7000.0,168.0,0.6,22.0
496,777138,300.0,24.0,20.621,FRESA300,1,1,2020-10-20T07:41:14.721Z,5440.0,2736,5500.0,58.799,1.7,23.0
497,787789,99.989,27.0,20.485,ANTA_1,1,1,2020-10-20T07:43:01.233Z,6873.0,2737,7000.0,147.0,0.5,22.0
498,806454,153.5,28.0,20.621,ANTA_2,1,1,2020-10-20T07:46:07.886Z,6886.0,2738,7000.0,88.0,1.2,22.0
499,816674,16.0,28.0,20.332,CANDELA_16_H100,1,1,2020-10-20T07:47:50.087Z,9964.0,2739,10000.0,178.3,0.6,22.0
500,824198,106.0,28.0,20.382,ANTA_3,1,1,2020-10-20T07:49:05.329Z,6952.0,2740,7000.0,147.0,1.2,22.0
501,850424,300.0,30.0,20.417,FRESA300,1,1,2020-10-20T07:53:27.593Z,5412.0,2741,5500.0,58.799,2.3,23.0
502,865553,100.089,28.0,20.638,ANTA_4,1,1,2020-10-20T07:55:58.886Z,6924.0,2742,7000.0,147.0,0.2,23.0
503,880849,10.0,30.0,20.23,FORA_10,1,1,2020-10-20T07:58:31.849Z,9913.0,2743,10000.0,143.5,1.8,23.0
504,918047,99.989,25.0,20.468,ANTA_1,1,1,2020-10-20T08:04:43.835Z,6985.0,2744,7000.0,147.0,0.5,24.0
505,1190927,300.0,25.0,20.468,FRESA300,1,1,2020-10-20T08:50:12.684Z,5433.0,2745,5500.0,58.799,2.1,24.0
506,1201421,99.989,27.0,20.264,ANTA_1,1,1,2020-10-20T08:51:57.626Z,6868.0,2746,7000.0,147.0,0.5,23.0
507,1220181,153.5,29.0,20.552,ANTA_2,1,1,2020-10-20T08:55:05.229Z,6909.0,2747,7000.0,88.0,1.2,23.0
508,1230764,16.0,29.0,20.417,CANDELA_16_H100,1,1,2020-10-20T08:56:51.061Z,9940.0,2748,10000.0,178.3,0.4,23.0
509,1238370,106.0,29.0,20.434,ANTA_3,1,1,2020-10-20T08:58:07.123Z,6959.0,2749,7000.0,147.0,0.8,24.0
510,1265392,300.0,32.0,20.382,FRESA300,1,1,2020-10-20T09:02:37.347Z,5457.0,2750,5500.0,58.799,2.4,24.0
511,1284963,100.089,28.0,20.485,ANTA_4,1,1,2020-10-20T09:05:53.061Z,6879.0,2751,7000.0,147.0,0.3,24.0
512,1300635,10.0,30.0,20.195,FORA_10,1,1,2020-10-20T09:08:29.784Z,9983.0,2752,10000.0,143.5,1.8,25.0
513,1334323,99.989,25.0,20.518,ANTA_1,1,1,2020-10-20T09:14:06.670Z,6949.0,2753,7000.0,147.0,0.4,24.0
514,2212190,300.0,27.0,20.434,FRESA300,1,1,2020-10-20T11:40:25.503Z,5423.0,2754,5500.0,58.799,2.1,25.0
515,2222702,99.989,29.0,20.535,ANTA_1,1,1,2020-10-20T11:42:10.625Z,6992.0,2755,7000.0,147.0,0.4,25.0
516,2241469,153.5,30.0,20.212,ANTA_2,1,1,2020-10-20T11:45:18.298Z,6981.0,2756,7000.0,88.0,1.2,25.0
517,2251997,16.0,30.0,20.434,CANDELA_16_H100,1,1,2020-10-20T11:47:03.580Z,9983.0,2757,10000.0,178.3,0.4,24.0
518,2259592,106.0,30.0,20.382,ANTA_3,1,1,2020-10-20T11:48:19.532Z,6965.0,2758,7000.0,147.0,1.0,24.0
519,2286557,300.0,30.0,20.535,FRESA300,1,1,2020-10-20T11:52:49.187Z,5501.0,2759,5500.0,58.799,2.5,24.0
520,2317470,100.089,27.0,20.688,ANTA_4,1,1,2020-10-20T11:57:58.323Z,6891.0,2760,7000.0,147.0,0.3,24.0
521,2333120,10.0,30.0,20.212,FORA_10,1,1,2020-10-20T12:00:34.826Z,9915.0,2761,10000.0,143.5,1.9,24.0
522,2377376,99.989,25.0,20.315,ANTA_1,1,1,2020-10-20T12:07:57.394Z,6935.0,2762,7000.0,147.0,0.6,25.0
523,2684204,300.0,27.0,20.382,FRESA300,1,1,2020-10-20T12:59:05.733Z,5382.0,2763,5500.0,58.799,3.0,25.0
524,2690502,99.989,29.0,20.417,ANTA_1,1,1,2020-10-20T13:00:08.714Z,6966.0,2764,7000.0,147.0,0.4,25.0
525,2700924,153.5,30.0,20.298,ANTA_2,1,1,2020-10-20T13:01:52.936Z,6938.0,2765,7000.0,88.0,1.7,25.0
526,2728654,300.0,25.0,20.451,FRESA300,1,1,2020-10-20T13:06:30.241Z,5474.0,2766,5500.0,58.799,2.4,24.0
527,2743108,106.0,25.0,20.552,ANTA_3,1,1,2020-10-20T13:08:54.784Z,6897.0,2767,7000.0,147.0,0.8,23.0
528,2754035,300.0,29.0,20.281,FRESA300,1,1,2020-10-20T13:10:44.056Z,5388.0,2768,5500.0,58.799,1.6,23.0
529,2765199,106.0,27.0,20.672,ANTA_3,1,1,2020-10-20T13:12:35.698Z,6871.0,2769,7000.0,147.0,0.8,24.0
530,2784186,300.0,30.0,20.485,FRESA300,1,1,2020-10-20T13:15:45.572Z,5471.0,2770,5500.0,58.799,2.4,24.0
531,2795992,100.089,29.0,20.247,ANTA_4,1,1,2020-10-20T13:17:43.634Z,6882.0,2771,7000.0,147.0,0.4,24.0
532,2806363,10.0,30.0,20.315,FORA_10,1,1,2020-10-20T13:19:27.346Z,9996.0,2772,10000.0,143.5,0.7,24.0
533,2822294,99.989,27.0,20.502,ANTA_1,1,1,2020-10-20T13:22:06.659Z,6871.0,2773,7000.0,147.0,0.4,24.0
534,468029,20.0,22.0,20.162,CANDELA_20,1,1,2020-10-26T07:35:23.885Z,9933.0,2774,10000.0,188.0,0.4,20.0
535,526465,20.0,23.0,20.179,CANDELA_20,1,1,2020-10-26T07:45:08.255Z,9963.0,2775,10000.0,188.0,0.5,22.0
536,567690,20.0,23.0,20.162,CANDELA_20,1,1,2020-10-26T07:52:00.512Z,9948.0,2776,10000.0,188.0,0.5,22.0
537,942511,300.0,27.0,20.4,FRESA300,1,1,2020-10-26T08:54:28.787Z,5475.0,2777,5500.0,58.799,1.8,25.0
538,1026748,300.0,24.0,20.4,FRESA300,1,1,2020-10-26T09:08:31.173Z,5369.0,2778,5500.0,58.799,1.7,24.0
539,1128486,20.0,25.0,20.247,CANDELA_20,1,1,2020-10-26T09:25:28.571Z,9985.0,2779,10000.0,188.0,0.5,24.0
540,128691,20.0,25.0,20.349,CANDELA_20,1,1,2020-10-26T10:08:22.295Z,9909.0,2780,10000.0,188.0,0.5,24.0
541,134469,8.0,27.0,20.247,FRESA_8,1,1,2020-10-26T10:09:20.076Z,5484.0,2781,5500.0,128.5,1.7,24.0
542,144928,20.0,28.0,20.247,CANDELA_20,1,1,2020-10-26T10:11:04.668Z,9926.0,2782,10000.0,188.0,0.3,24.0
543,149963,8.0,29.0,20.212,FRESA_8,1,1,2020-10-26T10:11:55.019Z,5433.0,2783,5500.0,128.5,0.3,24.0
544,261369,20.0,27.0,20.212,CANDELA_20,1,1,2020-10-26T10:30:29.099Z,9923.0,2784,10000.0,188.0,0.3,25.0
545,272304,8.0,27.0,20.247,FRESA_8,1,1,2020-10-26T10:32:18.452Z,5495.0,2785,5500.0,128.5,1.8,25.0
546,282798,8.0,27.0,20.212,FRESA_8,1,1,2020-10-26T10:34:03.394Z,5433.0,2786,5500.0,128.5,0.3,25.0
547,384441,8.0,25.0,20.382,FRESA_8,1,1,2020-10-26T10:50:59.843Z,5421.0,2787,5500.0,128.5,0.3,24.0
548,394116,8.0,25.0,20.247,FRESA_8,1,1,2020-10-26T10:52:36.595Z,5418.0,2788,5500.0,128.5,0.3,24.0
549,864091,20.0,27.0,20.281,CANDELA_20,1,1,2020-10-26T12:10:56.435Z,9920.0,2789,10000.0,188.0,0.4,25.0
550,869142,8.0,28.0,20.281,FRESA_8,1,1,2020-10-26T12:11:46.945Z,5501.0,2790,5500.0,128.5,1.7,25.0
551,880175,20.0,28.0,20.212,CANDELA_20,1,1,2020-10-26T12:13:37.278Z,9990.0,2791,10000.0,188.0,0.4,25.0
552,885301,8.0,30.0,20.212,FRESA_8,1,1,2020-10-26T12:14:28.539Z,5459.0,2792,5500.0,128.5,0.3,25.0
553,1341846,20.0,25.0,20.281,CANDELA_20,1,1,2020-10-26T13:30:34.076Z,9938.0,2793,10000.0,188.0,0.3,24.0
554,1349976,8.0,28.0,20.382,FRESA_8,1,1,2020-10-26T13:31:55.377Z,5477.0,2794,5500.0,128.5,0.2,24.0
555,1427748,20.0,25.0,20.365,CANDELA_20,1,1,2020-10-26T13:44:53.112Z,9951.0,2795,10000.0,188.0,0.5,24.0
556,1435545,8.0,29.0,20.417,FRESA_8,1,1,2020-10-26T13:46:11.084Z,5396.0,2796,5500.0,128.5,1.5,24.0
557,1463083,300.0,29.0,20.655,FRESA300,1,1,2020-10-26T13:50:46.469Z,5468.0,2797,5500.0,58.799,2.7,25.0
558,1532926,20.0,25.0,20.315,CANDELA_20,1,1,2020-10-26T14:02:24.912Z,9923.0,2798,10000.0,188.0,0.4,25.0
559,1541103,8.0,30.0,20.179,FRESA_8,1,1,2020-10-26T14:03:46.684Z,5482.0,2799,5500.0,128.5,0.3,25.0
560,1558330,300.0,29.0,20.468,FRESA300,1,1,2020-10-26T14:06:38.957Z,5441.0,2801,5500.0,58.799,2.6,25.0
561,1675379,8.0,25.0,20.247,FRESA_8,1,1,2020-10-26T14:26:09.470Z,5434.0,2803,5500.0,128.5,1.3,24.0
562,1885863,20.0,25.0,20.212,CANDELA_20,1,1,2020-10-26T15:01:14.351Z,9899.0,2804,10000.0,188.0,0.5,25.0
563,2444245,20.0,27.0,20.195,CANDELA_20,1,1,2020-10-26T16:34:18.279Z,9931.0,2806,10000.0,188.0,0.3,25.0
564,2451310,8.0,29.0,20.212,FRESA_8,1,1,2020-10-26T16:35:28.930Z,5475.0,2807,5500.0,128.5,1.5,25.0
565,2473963,300.0,29.0,20.247,FRESA300,1,1,2020-10-26T16:39:15.465Z,5449.0,2808,5500.0,58.799,2.6,25.0
566,2493383,20.0,27.0,20.212,CANDELA_20,1,1,2020-10-26T16:42:29.668Z,9962.0,2809,10000.0,188.0,0.5,25.0
567,2499958,8.0,29.0,20.212,FRESA_8,1,1,2020-10-26T16:43:35.420Z,5488.0,2810,5500.0,128.5,0.6,25.0
568,2514812,300.0,28.0,20.298,FRESA300,1,1,2020-10-26T16:46:03.963Z,5429.0,2811,5500.0,58.799,1.2,24.0
569,2559464,20.0,25.0,20.23,CANDELA_20,1,1,2020-10-26T16:53:30.491Z,9967.0,2812,10000.0,188.0,0.6,24.0
570,2566777,8.0,28.0,20.195,FRESA_8,1,1,2020-10-26T16:54:43.623Z,5456.0,2813,5500.0,128.5,0.3,24.0
571,2576921,300.0,28.0,20.417,FRESA300,1,1,2020-10-26T16:56:25.065Z,5489.0,2815,5500.0,58.799,1.6,24.0
572,2600942,20.0,25.0,20.4,CANDELA_20,1,1,2020-10-26T17:00:25.279Z,9952.0,2817,10000.0,188.0,0.4,24.0
573,2608479,8.0,29.0,20.298,FRESA_8,1,1,2020-10-26T17:01:40.651Z,5408.0,2818,5500.0,128.5,0.3,24.0
574,2619004,300.0,28.0,20.587,FRESA300,1,1,2020-10-26T17:03:25.903Z,5404.0,2820,5500.0,58.799,2.7,24.0
575,70143,20.0,17.0,20.212,CANDELA_20,1,1,2020-10-27T06:47:56.029Z,9908.0,2822,10000.0,188.0,0.6,15.0
576,248993,20.0,20.0,20.247,CANDELA_20,1,1,2020-10-27T07:17:44.527Z,9957.0,2824,10000.0,188.0,0.5,19.0
577,1005222,20.0,25.0,20.247,CANDELA_20,1,1,2020-10-27T09:23:46.835Z,9954.0,2825,10000.0,188.0,0.5,25.0
578,1018677,8.0,30.0,20.247,FRESA_8,1,1,2020-10-27T09:26:01.385Z,5427.0,2826,5500.0,128.5,0.4,25.0
579,1031727,300.0,29.0,20.298,FRESA300,1,1,2020-10-27T09:28:11.885Z,5472.0,2827,5500.0,58.799,2.7,24.0
580,1354591,20.0,25.0,20.332,CANDELA_20,1,1,2020-10-27T10:22:00.537Z,9976.0,2829,10000.0,188.0,0.5,24.0
581,1364290,6.0,29.0,20.298,FRESA_6,1,1,2020-10-27T10:23:37.527Z,5421.0,2830,5500.0,106.699,0.3,24.0
582,1375634,20.0,27.0,20.212,CANDELA_20,1,1,2020-10-27T10:25:30.968Z,9916.0,2831,10000.0,188.0,0.5,24.0
583,1379628,6.0,28.0,20.382,FRESA_6,1,1,2020-10-27T10:26:10.908Z,5474.0,2832,5500.0,106.699,0.3,24.0
584,2119347,300.0,25.0,21.046,FRESA300,1,1,2020-10-27T12:29:28.130Z,5417.0,2833,5500.0,58.799,2.7,24.0
585,2131963,6.0,29.0,20.315,FRESA_6,1,1,2020-10-27T12:31:34.291Z,5481.0,2834,5500.0,106.699,0.4,24.0
586,2168173,300.0,27.0,20.298,FRESA300,1,1,2020-10-27T12:37:36.392Z,5492.0,2835,5500.0,58.799,2.0,25.0
587,2180684,6.0,29.0,20.247,FRESA_6,1,1,2020-10-27T12:39:41.503Z,5458.0,2836,5500.0,106.699,0.3,25.0
588,2196116,300.0,27.0,20.417,FRESA300,1,1,2020-10-27T12:42:15.824Z,5367.0,2837,5500.0,58.799,1.9,25.0
589,2208625,6.0,30.0,20.212,FRESA_6,1,1,2020-10-27T12:44:20.914Z,5493.0,2838,5500.0,106.699,0.3,25.0
590,2270808,300.0,25.0,20.417,FRESA300,1,1,2020-10-27T12:54:42.747Z,5348.0,2839,5500.0,58.799,1.8,24.0
591,2279549,6.0,28.0,20.281,FRESA_6,1,1,2020-10-27T12:56:10.158Z,5432.0,2840,5500.0,106.699,1.8,24.0
592,2302925,300.0,27.0,20.247,FRESA300,1,1,2020-10-27T13:00:03.919Z,5499.0,2841,5500.0,58.799,2.3,24.0
593,2311712,6.0,29.0,20.535,FRESA_6,1,1,2020-10-27T13:01:31.789Z,5494.0,2842,5500.0,106.699,1.7,25.0
594,2328241,300.0,27.0,20.382,FRESA300,1,1,2020-10-27T13:04:17.080Z,5416.0,2843,5500.0,58.799,1.9,25.0
595,2336984,6.0,30.0,20.212,FRESA_6,1,1,2020-10-27T13:05:44.510Z,5489.0,2844,5500.0,106.699,1.7,25.0
596,2859305,6.0,25.0,20.162,FRESA_6,1,1,2020-10-27T14:32:47.747Z,5466.0,2845,5500.0,105.699,0.2,25.0
597,2912900,6.0,27.0,20.212,FRESA_6,1,1,2020-10-27T14:41:43.700Z,5396.0,2846,5500.0,105.699,0.2,25.0
598,3326760,300.0,25.0,20.417,FRESA300,1,1,2020-10-27T15:50:42.320Z,5440.0,2847,5500.0,58.799,2.7,25.0
599,3374062,6.0,30.0,20.332,FRESA_6,1,1,2020-10-27T15:58:35.343Z,5415.0,2848,5500.0,105.699,0.4,25.0
600,3473663,300.0,25.0,20.382,FRESA300,1,1,2020-10-27T16:15:11.358Z,5395.0,2849,5500.0,58.799,2.2,24.0
601,3493267,6.0,29.0,20.23,FRESA_6,1,1,2020-10-27T16:18:27.399Z,5456.0,2850,5500.0,105.699,0.3,25.0
602,3544076,300.0,27.0,20.434,FRESA300,1,1,2020-10-27T16:26:55.492Z,5435.0,2851,5500.0,58.799,2.4,25.0
603,3563084,6.0,30.0,20.212,FRESA_6,1,1,2020-10-27T16:30:05.573Z,5392.0,2852,5500.0,105.699,0.3,25.0
604,3588341,300.0,27.0,20.315,FRESA300,1,1,2020-10-27T16:34:18.144Z,5467.0,2853,5500.0,58.799,2.3,25.0
605,3607610,6.0,28.0,20.332,FRESA_6,1,1,2020-10-27T16:37:30.835Z,5462.0,2854,5500.0,105.699,0.3,25.0
606,94756,20.0,25.0,20.247,CANDELA_20,1,1,2020-11-02T09:05:16.090Z,9969.0,2855,10000.0,188.0,0.5,24.0
607,400333,6.0,24.0,20.315,FRESA_6,1,1,2020-11-09T16:23:49.296Z,5462.0,2856,5500.0,105.699,0.3,23.0
608,439199,20.0,28.0,20.349,CANDELA_20,1,1,2020-11-09T16:30:17.962Z,9929.0,2857,10000.0,188.0,0.5,24.0
609,492515,12.0,27.0,20.195,CANDELA_12,1,1,2020-11-09T16:39:11.131Z,9976.0,2858,10000.0,136.5,0.2,25.0
610,497750,12.0,27.0,20.281,CANDELA_12,1,1,2020-11-09T16:40:03.482Z,9924.0,2859,10000.0,136.5,0.3,25.0
611,546065,12.0,27.0,20.264,CANDELA_12,1,1,2020-11-09T16:48:06.641Z,9917.0,2860,10000.0,136.0,0.3,25.0
612,630920,12.0,25.0,20.162,CANDELA_12,1,1,2020-11-09T17:02:15.206Z,9960.0,2861,10000.0,136.0,0.2,24.0
613,715412,12.0,27.0,20.281,CANDELA_12,1,1,2020-11-09T17:16:20.141Z,5430.0,2862,5500.0,136.0,0.2,25.0
614,385581,12.0,22.0,20.212,CANDELA_12,1,1,2020-11-10T07:15:35.617Z,5452.0,2863,5500.0,136.0,0.3,20.0
615,402045,12.0,24.0,4.675,CANDELA_12,1,1,2020-11-10T07:18:20.260Z,5477.0,2863,5500.0,136.0,1.0,20.0
616,402087,12.0,24.0,5.168,CANDELA_12,1,1,2020-11-10T07:18:20.680Z,5421.0,2863,5500.0,136.0,0.9,20.0
617,402129,12.0,24.0,4.862,CANDELA_12,1,1,2020-11-10T07:18:21.100Z,5337.0,2863,5500.0,136.0,1.0,20.0
618,402201,12.0,24.0,5.576,CANDELA_12,1,1,2020-11-10T07:18:21.820Z,5283.0,2863,5500.0,136.0,0.7,20.0
619,402373,12.0,24.0,0.0,CANDELA_12,1,1,2020-11-10T07:18:23.540Z,5171.0,2863,5500.0,136.0,,20.0
620,402264,12.0,24.0,5.253,CANDELA_12,1,1,2020-11-10T07:18:22.450Z,5226.0,2863,5500.0,136.0,0.5,20.0
621,402566,12.0,24.0,4.471,CANDELA_12,1,1,2020-11-10T07:18:25.470Z,5176.0,2863,5500.0,136.0,1.3,20.0
622,402616,12.0,24.0,5.525,CANDELA_12,1,1,2020-11-10T07:18:25.970Z,5255.0,2863,5500.0,136.0,1.5,20.0
623,402759,12.0,24.0,4.471,CANDELA_12,1,1,2020-11-10T07:18:27.400Z,5501.0,2863,5500.0,136.0,1.7,20.0
624,592218,12.0,24.0,20.212,CANDELA_12,1,1,2020-11-10T07:50:02.020Z,9970.0,2864,10000.0,136.0,0.3,23.0
625,809341,12.0,25.0,20.247,CANDELA_12,1,1,2020-11-10T08:26:13.287Z,14985.0,2865,15000.0,136.0,0.4,25.0
626,958736,12.0,25.0,20.247,CANDELA_12,1,1,2020-11-10T08:51:07.263Z,16976.0,2866,17000.0,136.0,0.3,25.0
627,1057490,12.0,29.0,20.365,CANDELA_12,1,1,2020-11-10T09:07:34.821Z,16916.0,2867,17000.0,136.0,0.3,28.0
628,1140527,12.0,32.0,20.145,CANDELA_12,1,1,2020-11-10T09:21:25.206Z,16958.0,2868,17000.0,136.0,0.3,29.0
629,1230940,12.0,27.0,20.212,CANDELA_12,1,1,2020-11-10T09:36:29.353Z,16978.0,2869,17000.0,136.0,0.3,27.0
630,1311655,12.0,32.0,20.281,CANDELA_12,1,1,2020-11-10T09:49:56.518Z,16974.0,2870,17000.0,136.0,0.3,29.0
631,1582416,12.0,25.0,20.264,CANDELA_12,1,1,2020-11-10T10:35:04.179Z,16986.0,2871,17000.0,136.0,0.4,25.0
632,2250039,12.0,27.0,20.145,CANDELA_12,1,1,2020-11-10T12:26:20.536Z,16940.0,2872,17000.0,136.0,0.4,25.0
633,2339405,12.0,29.0,20.281,CANDELA_12,1,1,2020-11-10T12:41:14.213Z,16972.0,2873,17000.0,136.0,0.3,27.0
634,2433574,12.0,27.0,20.247,CANDELA_12,1,1,2020-11-10T12:56:55.921Z,16984.0,2874,17000.0,136.0,0.3,27.0
635,2526615,12.0,28.0,20.264,CANDELA_12,1,1,2020-11-10T13:12:26.348Z,16939.0,2875,17000.0,136.0,0.3,27.0
636,2621423,12.0,28.0,20.179,CANDELA_12,1,1,2020-11-10T13:28:14.446Z,16960.0,2876,17000.0,136.0,0.3,27.0
637,2702596,12.0,30.0,20.212,CANDELA_12,1,1,2020-11-10T13:41:46.192Z,16932.0,2877,17000.0,136.0,0.3,28.0
638,2791365,12.0,29.0,20.349,CANDELA_12,1,1,2020-11-10T13:56:33.899Z,16964.0,2878,17000.0,136.0,0.3,27.0
639,2881138,12.0,28.0,20.247,CANDELA_12,1,1,2020-11-10T14:11:31.646Z,16924.0,2879,17000.0,136.0,0.3,27.0
640,3108008,12.0,27.0,20.212,CANDELA_12,1,1,2020-11-10T14:49:20.391Z,16987.0,2880,17000.0,136.0,0.3,25.0
