,numTP,rpmSetPoint,spindleRpm,idChiave,VibromPeak,LUNG,statorCelsius,statoRot,CurrentPeak,UTE,DIAM,ist_acc,bearingsCelsius,@timestamp
0,,0.0,0.0,4766,,,0.0,1,12.187,,,49846,0.0,2020-12-09T07:11:22.898Z
1,,0.0,0.0,4766,,,0.0,1,5.905,,,61919,0.0,2020-12-09T07:13:23.629Z
2,,0.0,0.0,4766,,,0.0,1,5.979,,,73915,0.0,2020-12-09T07:15:23.590Z
3,,0.0,0.0,4768,,,0.0,1,12.284,,,2288697,0.0,2020-12-09T13:24:31.689Z
4,,0.0,0.0,4768,,,0.0,1,5.905,,,2312758,0.0,2020-12-09T13:28:32.302Z
5,,0.0,0.0,4768,,,0.0,1,5.831,,,2300771,0.0,2020-12-09T13:26:32.431Z
6,8,6000.0,0.0,4772,,4.0,0.0,1,6.267,LAMA120,120.0,2389288,0.0,2020-12-09T13:41:17.613Z
7,,0.0,0.0,4773,,,0.0,1,6.608,,,2393966,0.0,2020-12-09T13:42:04.393Z
8,8,6000.0,0.0,4775,,4.0,0.0,1,12.202,LAMA120,120.0,2412676,0.0,2020-12-09T13:45:11.496Z
9,,0.0,0.0,4776,,,0.0,1,12.321,,,2416066,0.0,2020-12-09T13:45:45.396Z
10,8,6000.0,0.0,4778,,4.0,0.0,1,6.378,LAMA120,120.0,2502125,0.0,2020-12-09T14:00:05.997Z
11,,0.0,0.0,4779,,,0.0,1,5.942,,,2505529,0.0,2020-12-09T14:00:40.038Z
12,8,6000.0,0.0,4781,,4.0,0.0,1,12.187,LAMA120,120.0,2520163,0.0,2020-12-09T14:03:06.380Z
13,,0.0,0.0,4782,,,0.0,1,7.252,,,2523352,0.0,2020-12-09T14:03:38.270Z
14,,0.0,0.0,4784,,,0.0,1,12.202,,,2538482,0.0,2020-12-09T14:06:09.572Z
15,,0.0,0.0,4786,,,0.0,1,5.853,,,2569024,0.0,2020-12-09T14:11:14.996Z
16,8,6000.0,0.0,4788,,4.0,0.0,1,12.128,LAMA120,120.0,2598105,0.0,2020-12-09T14:16:05.810Z
17,,0.0,0.0,4789,,,0.0,1,8.976,,,2601314,0.0,2020-12-09T14:16:37.901Z
18,8,6000.0,0.0,4791,,4.0,0.0,1,6.038,LAMA120,120.0,2620487,0.0,2020-12-09T14:19:49.633Z
19,,0.0,0.0,4792,,,0.0,1,11.936,,,2623687,0.0,2020-12-09T14:20:21.634Z
20,8,6000.0,0.0,4794,,4.0,0.0,1,12.202,LAMA120,120.0,2642321,0.0,2020-12-09T14:23:27.976Z
21,,0.0,0.0,4795,,,0.0,1,5.816,,,2645717,0.0,2020-12-09T14:24:01.937Z
22,,0.0,0.0,4798,,,0.0,1,5.712,,,2696777,0.0,2020-12-09T14:32:32.543Z
23,8,6000.0,0.0,4797,,4.0,0.0,1,6.053,LAMA120,120.0,2693383,0.0,2020-12-09T14:31:58.603Z
24,,0.0,0.0,4800,,,0.0,1,12.002,,,2715579,0.0,2020-12-09T14:35:40.566Z
25,,0.0,0.0,4802,,,0.0,1,12.187,,,3000661,0.0,2020-12-09T15:23:11.424Z
26,,0.0,0.0,4804,,,0.0,1,12.224,,,3455295,0.0,2020-12-09T16:38:57.825Z
27,,0.0,0.0,4807,,,0.0,1,12.106,,,3507666,0.0,2020-12-09T16:47:41.541Z
28,,0.0,0.0,4810,,,0.0,1,6.082,,,3526169,0.0,2020-12-09T16:50:46.574Z
29,8,6000.0,0.0,4809,,2.0,0.0,1,12.136,LAMA120,120.0,3522512,0.0,2020-12-09T16:50:10.003Z
30,8,6000.0,0.0,4812,,2.0,0.0,1,6.186,LAMA120,120.0,3534619,0.0,2020-12-09T16:52:11.075Z
31,,0.0,0.0,4813,,,0.0,1,5.92,,,3538260,0.0,2020-12-09T16:52:47.486Z
32,8,6000.0,0.0,4815,,2.0,0.0,1,6.149,LAMA120,120.0,3545526,0.0,2020-12-09T16:54:00.147Z
33,,0.0,0.0,4816,,,0.0,1,12.247,,,3548970,0.0,2020-12-09T16:54:34.587Z
34,8,6000.0,0.0,4818,,2.0,0.0,1,5.853,LAMA120,120.0,3558694,0.0,2020-12-09T16:56:11.828Z
35,,0.0,0.0,4819,,,0.0,1,5.564,,,3562029,0.0,2020-12-09T16:56:45.179Z
36,,0.0,0.0,4821,,,0.0,1,5.809,,,3589535,0.0,2020-12-09T17:01:20.242Z
37,1,5000.0,4906.0,4767,0.1,119.05,13.0,1,20.332,DIAM16,16.0,81406,13.0,2020-12-09T07:16:38.501Z
38,1,10000.0,9989.0,4767,0.1,119.05,17.0,1,11.509,DIAM16,16.0,93302,13.0,2020-12-09T07:18:37.462Z
39,1,15000.0,15031.0,4767,0.2,119.05,20.0,1,5.236,DIAM16,16.0,105309,15.0,2020-12-09T07:20:37.532Z
40,1,5000.0,4952.0,4769,0.2,119.05,17.0,1,20.298,DIAM16,16.0,2319451,17.0,2020-12-09T13:29:39.233Z
41,1,10000.0,9962.0,4769,0.1,119.05,20.0,1,8.959,DIAM16,16.0,2331337,17.0,2020-12-09T13:31:38.095Z
42,1,15000.0,14876.0,4769,0.2,119.05,22.0,1,5.032,DIAM16,16.0,2343337,17.0,2020-12-09T13:33:38.096Z
43,1,18000.0,18002.0,4770,0.4,119.05,20.0,1,20.077,DIAM16,16.0,2380717,18.0,2020-12-09T13:39:51.901Z
44,1,18000.0,18015.0,4771,0.3,119.05,25.0,1,20.212,DIAM16,16.0,2386326,19.0,2020-12-09T13:40:47.992Z
45,1,18000.0,17947.0,4774,0.4,119.05,22.0,1,20.281,DIAM16,16.0,2408679,20.0,2020-12-09T13:44:31.525Z
46,1,18000.0,17990.0,4777,0.4,119.05,22.0,1,20.23,DIAM16,16.0,2498107,20.0,2020-12-09T13:59:25.817Z
47,1,18000.0,17984.0,4780,1.3,119.05,22.0,1,20.298,DIAM16,16.0,2516791,20.0,2020-12-09T14:02:32.659Z
48,1,18000.0,17971.0,4783,1.2,119.05,22.0,1,20.349,DIAM16,16.0,2534458,22.0,2020-12-09T14:05:29.332Z
49,1,18000.0,17990.0,4785,1.2,119.05,24.0,1,20.315,DIAM16,16.0,2565475,22.0,2020-12-09T14:10:39.506Z
50,1,18000.0,17955.0,4787,1.1,119.05,24.0,1,20.315,DIAM16,16.0,2594744,22.0,2020-12-09T14:15:32.200Z
51,1,18000.0,18002.0,4790,1.3,119.05,25.0,1,20.247,DIAM16,16.0,2617047,23.0,2020-12-09T14:19:15.233Z
52,1,18000.0,17982.0,4793,1.1,119.05,25.0,1,20.382,DIAM16,16.0,2638695,23.0,2020-12-09T14:22:51.716Z
53,1,18000.0,17977.0,4796,1.2,119.05,24.0,1,20.162,DIAM16,16.0,2689792,23.0,2020-12-09T14:31:22.692Z
54,1,18000.0,17950.0,4799,1.3,119.05,25.0,1,20.162,DIAM16,16.0,2712136,23.0,2020-12-09T14:35:06.135Z
55,1,18000.0,17992.0,4801,1.2,119.05,23.0,1,20.212,DIAM16,16.0,2995642,22.0,2020-12-09T15:22:21.233Z
56,1,18000.0,17975.0,4803,0.9,119.05,22.0,1,20.298,DIAM16,16.0,3450535,20.0,2020-12-09T16:38:10.224Z
57,1,18000.0,17933.0,4805,1.0,119.05,22.0,1,20.23,DIAM16,16.0,3473336,20.0,2020-12-09T16:41:58.237Z
58,1,18000.0,17992.0,4806,1.0,119.05,22.0,1,20.162,DIAM16,16.0,3503917,20.0,2020-12-09T16:47:04.051Z
59,1,18000.0,17963.0,4808,1.1,119.05,24.0,1,20.298,DIAM16,16.0,3518849,22.0,2020-12-09T16:49:33.373Z
60,1,18000.0,18022.0,4811,1.1,119.05,25.0,1,20.315,DIAM16,16.0,3530994,22.0,2020-12-09T16:51:34.825Z
61,1,18000.0,17953.0,4814,1.0,119.05,27.0,1,20.145,DIAM16,16.0,3542092,22.0,2020-12-09T16:53:25.806Z
62,1,18000.0,17980.0,4817,1.1,119.05,25.0,1,20.212,DIAM16,16.0,3555251,23.0,2020-12-09T16:55:37.398Z
63,1,18000.0,17992.0,4820,1.2,119.05,24.0,1,20.195,DIAM16,16.0,3586474,23.0,2020-12-09T17:00:49.632Z
64,1,17000.0,16965.0,4822,0.5,148.6,15.0,1,20.212,EBAUCHE_16,16.0,1021529,15.0,2020-12-10T09:54:30.146Z
65,8,6000.0,0.0,4844,,2.0,0.0,1,12.165,LAMA120,120.0,494255,0.0,2020-12-11T08:32:26.712Z
66,,0.0,0.0,4875,,,0.0,1,7.044,,,31087,0.0,2020-12-14T06:12:28.606Z
67,,0.0,0.0,4875,,,0.0,1,5.883,,,43154,0.0,2020-12-14T06:14:29.277Z
68,,0.0,0.0,4875,,,0.0,1,5.831,,,55141,0.0,2020-12-14T06:16:29.149Z
69,,0.0,0.0,5124,,,0.0,1,6.859,,,375782,0.0,2020-12-15T07:11:48.289Z
70,,0.0,0.0,5124,,,0.0,1,5.749,,,387838,0.0,2020-12-15T07:13:48.851Z
71,,0.0,0.0,5124,,,0.0,1,5.942,,,399829,0.0,2020-12-15T07:15:48.763Z
72,1,18000.0,17969.0,4823,0.7,141.5,18.0,1,20.281,DIAM18,18.0,205525,17.0,2020-12-10T12:41:14.607Z
73,1,18000.0,17967.0,4824,0.7,141.8,19.0,1,20.298,DIAM18,18.0,296394,17.0,2020-12-10T12:56:23.311Z
74,1,18000.0,17982.0,4825,0.7,142.0,20.0,1,20.264,DIAM18,18.0,340239,18.0,2020-12-10T13:03:41.767Z
75,1,18000.0,18005.0,4826,0.7,141.899,20.0,1,20.349,DIAM18,18.0,356945,19.0,2020-12-10T13:06:28.830Z
76,1,18000.0,17990.0,4827,0.7,141.899,20.0,1,20.212,DIAM18,18.0,645685,19.0,2020-12-10T13:54:36.272Z
77,1,18000.0,18017.0,4828,2.9,139.32,23.0,1,20.212,PO_R5,26.35,649309,19.0,2020-12-10T13:55:12.513Z
78,1,18000.0,18016.0,4829,0.6,141.899,22.0,1,20.162,DIAM18,18.0,728043,20.0,2020-12-10T14:08:19.865Z
79,1,18000.0,17999.0,4830,3.0,139.32,25.0,1,20.212,PO_R5,28.0,731874,20.0,2020-12-10T14:08:58.175Z
80,1,18000.0,17983.0,4831,0.7,141.899,24.0,1,20.281,DIAM18,18.0,751970,22.0,2020-12-10T14:12:19.138Z
81,1,18000.0,17966.0,4832,2.7,139.32,27.0,1,20.298,PO_R5,28.0,755707,22.0,2020-12-10T14:12:56.509Z
82,1,18000.0,17983.0,4833,0.8,141.899,24.0,1,20.349,DIAM18,18.0,819406,22.0,2020-12-10T14:23:33.508Z
83,1,18000.0,17957.0,4834,2.7,139.72,27.0,1,20.349,PO_R5,28.0,823286,22.0,2020-12-10T14:24:12.309Z
84,1,18000.0,17993.0,4835,0.8,141.899,24.0,1,20.162,DIAM18,18.0,868926,23.0,2020-12-10T14:31:48.716Z
85,1,18000.0,17981.0,4836,3.1,139.52,28.0,1,20.145,PO_R5,28.0,873253,23.0,2020-12-10T14:32:31.986Z
86,1,18000.0,17996.0,4837,0.4,141.899,25.0,1,20.247,DIAM18,18.0,901549,23.0,2020-12-10T14:37:14.950Z
87,1,18000.0,18019.0,4838,2.5,139.619,28.0,1,20.298,PO_R5,28.0,905037,23.0,2020-12-10T14:37:49.831Z
88,1,17000.0,16979.0,4839,0.7,148.949,22.0,1,20.212,EBAUCHE_16,15.8,1565109,20.0,2020-12-10T16:27:50.649Z
89,1,17000.0,16987.0,4840,1.0,148.949,23.0,1,20.264,EBAUCHE_16,15.8,1602264,20.0,2020-12-10T16:34:02.204Z
90,1,18000.0,17963.0,4841,0.7,141.899,32.0,1,20.382,DIAM18,18.0,1637988,24.0,2020-12-10T16:39:59.450Z
91,1,18000.0,17939.0,4842,3.3,139.619,34.0,1,20.382,PO_R5,28.0,1650919,25.0,2020-12-10T16:42:08.762Z
92,1,18000.0,17972.0,4843,0.5,141.899,15.0,1,20.247,DIAM18,18.0,490639,14.0,2020-12-11T08:31:50.551Z
93,1,6000.0,5896.0,4845,1.4,97.9,17.0,1,20.247,FRESA300,300.0,407774,15.0,2020-12-11T11:49:57.572Z
94,1,6000.0,6000.0,4845,1.9,97.9,20.0,1,7.463,FRESA300,300.0,410735,17.0,2020-12-11T11:50:27.183Z
95,1,18000.0,17977.0,4846,1.8,195.0,20.0,1,20.298,MORT14,14.0,417462,17.0,2020-12-11T11:51:34.455Z
96,1,6000.0,5812.0,4847,1.7,97.9,20.0,1,20.4,FRESA300,300.0,514654,18.0,2020-12-11T12:07:46.407Z
97,1,6000.0,5998.0,4847,2.3,97.9,22.0,1,6.97,FRESA300,300.0,517396,18.0,2020-12-11T12:08:13.828Z
98,1,18000.0,18007.0,4848,1.6,195.0,24.0,1,20.247,MORT14,14.0,523329,18.0,2020-12-11T12:09:13.160Z
99,1,6000.0,5894.0,4849,1.2,97.9,22.0,1,20.298,FRESA300,300.0,636687,20.0,2020-12-11T12:28:06.777Z
100,1,6000.0,6000.0,4849,2.2,97.9,23.0,1,5.746,FRESA300,300.0,639014,20.0,2020-12-11T12:28:30.048Z
101,1,18000.0,17981.0,4850,1.7,195.0,25.0,1,20.298,MORT14,14.0,643881,20.0,2020-12-11T12:29:18.719Z
102,1,6000.0,5939.0,4851,1.8,97.9,22.0,1,20.298,FRESA300,300.0,718064,20.0,2020-12-11T12:41:40.573Z
103,1,6000.0,6004.0,4851,2.5,97.9,24.0,1,7.106,FRESA300,300.0,720309,20.0,2020-12-11T12:42:03.024Z
104,1,18000.0,17985.0,4852,1.5,195.0,27.0,1,20.332,MORT14,14.0,724703,20.0,2020-12-11T12:42:46.965Z
105,1,6000.0,5855.0,4853,1.8,97.9,30.0,1,20.298,FRESA300,300.0,732451,22.0,2020-12-11T12:44:04.448Z
106,1,6000.0,6000.0,4853,2.4,97.9,30.0,1,6.902,FRESA300,300.0,734710,22.0,2020-12-11T12:44:27.039Z
107,1,18000.0,18007.0,4854,1.6,195.0,30.0,1,20.212,MORT14,14.0,738964,22.0,2020-12-11T12:45:09.580Z
108,1,6000.0,5855.0,4855,1.8,97.9,29.0,1,20.281,FRESA300,300.0,747026,22.0,2020-12-11T12:46:30.203Z
109,1,6000.0,6001.0,4855,2.1,97.9,29.0,1,1.649,FRESA300,300.0,749282,22.0,2020-12-11T12:46:52.763Z
110,1,18000.0,17998.0,4856,1.7,195.0,30.0,1,20.247,MORT14,14.0,753516,22.0,2020-12-11T12:47:35.105Z
111,1,6000.0,5964.0,4857,1.8,97.9,30.0,1,20.247,FRESA300,300.0,758952,23.0,2020-12-11T12:48:29.467Z
112,1,6000.0,5999.0,4857,2.1,97.9,32.0,1,6.069,FRESA300,300.0,761213,23.0,2020-12-11T12:48:52.077Z
113,1,18000.0,17988.0,4858,1.5,195.0,30.0,1,20.162,MORT14,14.0,765382,23.0,2020-12-11T12:49:33.769Z
114,1,6000.0,5935.0,4859,1.8,97.9,32.0,1,20.298,FRESA300,300.0,770813,23.0,2020-12-11T12:50:28.080Z
115,1,6000.0,5998.0,4859,2.0,97.9,32.0,1,7.259,FRESA300,300.0,773072,24.0,2020-12-11T12:50:50.671Z
116,1,18000.0,17983.0,4860,1.6,195.0,32.0,1,20.179,MORT14,14.0,777303,23.0,2020-12-11T12:51:32.983Z
117,1,6000.0,5835.0,4861,1.7,97.9,32.0,1,20.382,FRESA300,300.0,782712,24.0,2020-12-11T12:52:27.074Z
118,1,6000.0,6004.0,4861,2.5,97.9,32.0,1,5.695,FRESA300,300.0,784973,24.0,2020-12-11T12:52:49.685Z
119,1,18000.0,17987.0,4862,1.6,195.0,32.0,1,20.281,MORT14,14.0,789220,24.0,2020-12-11T12:53:32.156Z
120,1,6000.0,5921.0,4863,1.7,97.9,33.0,1,20.4,FRESA300,300.0,794651,24.0,2020-12-11T12:54:26.468Z
121,1,6000.0,6000.0,4863,2.2,97.9,33.0,1,3.247,FRESA300,300.0,796908,24.0,2020-12-11T12:54:49.039Z
122,1,18000.0,17957.0,4864,1.6,195.0,32.0,1,20.212,MORT14,14.0,801294,24.0,2020-12-11T12:55:32.900Z
123,1,6000.0,5877.0,4865,1.9,97.9,24.0,1,20.382,FRESA300,300.0,933367,23.0,2020-12-11T13:17:33.674Z
124,1,6000.0,6005.0,4865,2.5,97.9,25.0,1,0.782,FRESA300,300.0,934851,23.0,2020-12-11T13:17:48.514Z
125,1,6000.0,6005.0,4865,0.7,97.9,27.0,1,5.627,FRESA300,300.0,939260,22.0,2020-12-11T13:18:32.606Z
126,1,18000.0,17982.0,4866,1.5,195.0,28.0,1,20.212,MORT14,14.0,942161,22.0,2020-12-11T13:19:01.616Z
127,1,6000.0,5871.0,4867,1.8,97.9,24.0,1,20.212,FRESA300,300.0,972318,22.0,2020-12-11T13:24:03.196Z
128,1,6000.0,6008.0,4867,2.2,97.9,25.0,1,5.27,FRESA300,300.0,973934,22.0,2020-12-11T13:24:19.357Z
129,1,6000.0,6006.0,4867,0.7,97.9,27.0,1,1.853,FRESA300,300.0,978116,22.0,2020-12-11T13:25:01.178Z
130,1,18000.0,17963.0,4868,1.5,195.0,27.0,1,20.162,MORT14,14.0,980951,22.0,2020-12-11T13:25:29.529Z
131,1,6000.0,5910.0,4869,1.7,97.9,24.0,1,20.315,FRESA300,300.0,1120211,22.0,2020-12-11T13:48:42.174Z
132,1,6000.0,5998.0,4869,2.4,97.9,25.0,1,2.703,FRESA300,300.0,1122912,22.0,2020-12-11T13:49:09.185Z
133,1,18000.0,18016.0,4870,1.6,195.0,27.0,1,20.247,MORT14,14.0,1127819,22.0,2020-12-11T13:49:58.257Z
134,1,6000.0,5812.0,4871,1.9,97.9,23.0,1,20.332,FRESA300,300.0,1176452,22.0,2020-12-11T13:58:04.603Z
135,1,6000.0,6003.0,4871,2.5,97.9,25.0,1,7.718,FRESA300,300.0,1178723,22.0,2020-12-11T13:58:27.313Z
136,1,18000.0,17998.0,4872,1.6,195.0,27.0,1,20.332,MORT14,14.0,1182880,22.0,2020-12-11T13:59:08.885Z
137,1,6000.0,5967.0,4873,1.8,97.9,24.0,1,20.212,FRESA300,300.0,1235992,23.0,2020-12-11T14:08:00.022Z
138,1,6000.0,6002.0,4873,2.7,97.9,27.0,1,6.63,FRESA300,300.0,1238236,22.0,2020-12-11T14:08:22.463Z
139,1,18000.0,17948.0,4874,1.6,195.0,28.0,1,20.179,MORT14,14.0,1242397,22.0,2020-12-11T14:09:04.074Z
140,1,5000.0,4970.0,4876,0.1,148.949,13.0,1,20.212,EBAUCHE_16,15.8,62519,12.0,2020-12-14T06:17:42.929Z
141,1,10000.0,9969.0,4876,0.2,148.949,17.0,1,9.486,EBAUCHE_16,15.8,74404,13.0,2020-12-14T06:19:41.781Z
142,1,15000.0,14909.0,4876,0.2,148.949,19.0,1,5.321,EBAUCHE_16,15.8,86412,14.0,2020-12-14T06:21:41.862Z
143,1,17000.0,16938.0,4877,0.2,148.949,15.0,1,20.145,EBAUCHE_16,15.8,221915,15.0,2020-12-14T06:44:16.910Z
144,1,18000.0,17928.0,4878,3.1,139.619,20.0,1,20.247,PO_R5,28.0,227920,15.0,2020-12-14T06:45:16.960Z
145,1,6000.0,5924.0,4879,2.0,97.9,17.0,1,20.212,FRESA300,300.0,106152,15.0,2020-12-14T09:38:07.242Z
146,1,6000.0,6003.0,4879,1.1,97.9,19.0,1,1.292,FRESA300,300.0,108253,15.0,2020-12-14T09:38:28.252Z
147,1,6000.0,5997.0,4879,0.6,97.9,20.0,1,4.437,FRESA300,300.0,113414,17.0,2020-12-14T09:39:19.862Z
148,1,18000.0,18010.0,4880,0.5,195.0,20.0,1,20.298,MORT14,14.0,116401,17.0,2020-12-14T09:39:49.732Z
149,1,18000.0,17958.0,4880,0.4,195.0,32.0,1,5.032,MORT14,14.0,169661,24.0,2020-12-14T09:48:42.331Z
150,1,6000.0,5878.0,4881,1.9,97.9,34.0,1,20.264,FRESA300,300.0,185643,25.0,2020-12-14T09:51:22.150Z
151,1,6000.0,65535.0,4881,1.8,97.9,33.0,1,6.239,FRESA300,300.0,187668,25.0,2020-12-14T09:51:42.400Z
152,1,6000.0,6000.0,4881,0.6,97.9,32.0,1,6.97,FRESA300,300.0,191150,24.0,2020-12-14T09:52:17.220Z
153,1,18000.0,17966.0,4882,1.5,195.0,30.0,1,20.179,MORT14,14.0,193974,24.0,2020-12-14T09:52:45.460Z
154,1,6000.0,5958.0,4883,1.8,97.9,30.0,1,20.281,FRESA300,300.0,203118,24.0,2020-12-14T09:54:16.900Z
155,1,6000.0,6010.0,4883,1.8,97.9,30.0,1,5.032,FRESA300,300.0,204611,24.0,2020-12-14T09:54:31.830Z
156,1,6000.0,5994.0,4883,0.7,97.9,30.0,1,2.822,FRESA300,300.0,208259,24.0,2020-12-14T09:55:08.310Z
157,1,18000.0,17986.0,4884,1.5,195.0,30.0,1,20.315,MORT14,14.0,211096,24.0,2020-12-14T09:55:36.680Z
158,1,6000.0,5915.0,4885,1.8,97.9,33.0,1,20.298,FRESA300,300.0,216526,24.0,2020-12-14T09:56:30.980Z
159,1,6000.0,6007.0,4885,2.2,97.9,33.0,1,3.128,FRESA300,300.0,218022,24.0,2020-12-14T09:56:45.940Z
160,1,6000.0,6003.0,4885,0.7,97.9,32.0,1,3.332,FRESA300,300.0,221553,24.0,2020-12-14T09:57:21.250Z
161,1,18000.0,18013.0,4886,1.5,195.0,32.0,1,20.298,MORT14,14.0,224386,24.0,2020-12-14T09:57:49.580Z
162,1,6000.0,6006.0,4887,2.2,97.9,33.0,1,5.984,FRESA300,300.0,231302,24.0,2020-12-14T09:58:58.740Z
163,1,6000.0,5915.0,4887,1.8,97.9,33.0,1,20.298,FRESA300,300.0,229801,24.0,2020-12-14T09:58:43.730Z
164,1,6000.0,6005.0,4887,0.7,97.9,32.0,1,6.953,FRESA300,300.0,234943,24.0,2020-12-14T09:59:35.150Z
165,1,18000.0,17923.0,4888,1.5,195.0,32.0,1,20.382,MORT14,14.0,237768,24.0,2020-12-14T10:00:03.399Z
166,1,6000.0,5822.0,4889,1.7,97.9,33.0,1,20.723,FRESA300,300.0,243186,25.0,2020-12-14T10:00:57.579Z
167,1,6000.0,6003.0,4889,2.0,97.9,33.0,1,4.182,FRESA300,300.0,244684,25.0,2020-12-14T10:01:12.559Z
168,1,6000.0,6003.0,4889,0.7,97.9,32.0,1,5.525,FRESA300,300.0,248212,24.0,2020-12-14T10:01:47.839Z
169,1,18000.0,17998.0,4890,1.5,195.0,32.0,1,20.212,MORT14,14.0,251036,24.0,2020-12-14T10:02:16.079Z
170,1,6000.0,5970.0,4891,1.7,97.9,33.0,1,20.382,FRESA300,300.0,256458,24.0,2020-12-14T10:03:10.299Z
171,1,6000.0,6009.0,4891,1.8,97.9,34.0,1,6.511,FRESA300,300.0,257950,24.0,2020-12-14T10:03:25.219Z
172,1,6000.0,6003.0,4891,0.7,97.9,32.0,1,6.902,FRESA300,300.0,261602,24.0,2020-12-14T10:04:01.739Z
173,1,18000.0,18030.0,4892,1.5,195.0,32.0,1,20.212,MORT14,14.0,264438,24.0,2020-12-14T10:04:30.099Z
174,1,6000.0,5908.0,4893,1.8,97.9,33.0,1,20.281,FRESA300,300.0,269849,25.0,2020-12-14T10:05:24.209Z
175,1,6000.0,6003.0,4893,2.5,97.9,34.0,1,6.919,FRESA300,300.0,271347,25.0,2020-12-14T10:05:39.189Z
176,1,6000.0,5999.0,4893,0.7,97.9,32.0,1,4.981,FRESA300,300.0,274849,24.0,2020-12-14T10:06:14.209Z
177,1,18000.0,17994.0,4894,1.5,195.0,32.0,1,20.23,MORT14,14.0,277669,24.0,2020-12-14T10:06:42.409Z
178,1,6000.0,5832.0,4895,1.8,97.9,33.0,1,20.349,FRESA300,300.0,283082,25.0,2020-12-14T10:07:36.539Z
179,1,6000.0,6011.0,4895,2.2,97.9,33.0,1,3.57,FRESA300,300.0,284575,24.0,2020-12-14T10:07:51.469Z
180,1,6000.0,6003.0,4895,0.6,97.9,32.0,1,7.259,FRESA300,300.0,288123,24.0,2020-12-14T10:08:26.949Z
181,1,18000.0,18007.0,4896,1.7,195.0,32.0,1,20.247,MORT14,14.0,290962,24.0,2020-12-14T10:08:55.339Z
182,1,6000.0,5852.0,4897,1.8,97.9,33.0,1,20.349,FRESA300,300.0,296377,25.0,2020-12-14T10:09:49.489Z
183,1,6000.0,6003.0,4897,2.2,97.9,33.0,1,5.236,FRESA300,300.0,297878,25.0,2020-12-14T10:10:04.499Z
184,1,6000.0,6003.0,4897,0.7,97.9,32.0,1,6.001,FRESA300,300.0,301402,24.0,2020-12-14T10:10:39.739Z
185,1,18000.0,17957.0,4898,1.5,195.0,32.0,1,20.247,MORT14,14.0,304231,24.0,2020-12-14T10:11:08.029Z
186,1,6000.0,5951.0,4899,1.7,97.9,33.0,1,20.298,FRESA300,300.0,309668,25.0,2020-12-14T10:12:02.399Z
187,1,6000.0,6009.0,4899,2.5,97.9,33.0,1,5.661,FRESA300,300.0,311163,25.0,2020-12-14T10:12:17.348Z
188,1,6000.0,6001.0,4899,0.7,97.9,32.0,1,6.001,FRESA300,300.0,314719,24.0,2020-12-14T10:12:52.908Z
189,1,18000.0,17922.0,4900,1.4,195.0,32.0,1,20.247,MORT14,14.0,317543,24.0,2020-12-14T10:13:21.148Z
190,1,6000.0,5959.0,4901,1.8,97.9,32.0,1,20.434,FRESA300,300.0,322976,25.0,2020-12-14T10:14:15.478Z
191,1,6000.0,6001.0,4901,1.9,97.9,34.0,1,6.358,FRESA300,300.0,324470,25.0,2020-12-14T10:14:30.418Z
192,1,6000.0,6004.0,4901,0.7,97.9,32.0,1,2.975,FRESA300,300.0,327999,24.0,2020-12-14T10:15:05.708Z
193,1,18000.0,17946.0,4902,1.6,195.0,32.0,1,20.212,MORT14,14.0,330828,24.0,2020-12-14T10:15:33.998Z
194,1,6000.0,5960.0,4903,1.9,97.9,33.0,1,20.451,FRESA300,300.0,336268,25.0,2020-12-14T10:16:28.398Z
195,1,6000.0,6008.0,4903,2.3,97.9,34.0,1,5.729,FRESA300,300.0,337763,25.0,2020-12-14T10:16:43.348Z
196,1,6000.0,6005.0,4903,0.7,97.9,32.0,1,5.729,FRESA300,300.0,341310,24.0,2020-12-14T10:17:18.818Z
197,1,18000.0,17970.0,4904,1.4,195.0,32.0,1,20.212,MORT14,14.0,344139,24.0,2020-12-14T10:17:47.108Z
198,1,6000.0,5884.0,4905,1.8,97.9,33.0,1,20.212,FRESA300,300.0,349547,25.0,2020-12-14T10:18:41.188Z
199,1,6000.0,6010.0,4905,2.0,97.9,33.0,1,6.256,FRESA300,300.0,351044,25.0,2020-12-14T10:18:56.158Z
200,1,6000.0,6004.0,4905,0.7,97.9,32.0,1,6.715,FRESA300,300.0,354518,24.0,2020-12-14T10:19:30.898Z
201,1,18000.0,17988.0,4906,1.5,195.0,32.0,1,20.212,MORT14,14.0,357335,24.0,2020-12-14T10:19:59.068Z
202,1,6000.0,5934.0,4907,1.8,97.9,33.0,1,20.315,FRESA300,300.0,362752,25.0,2020-12-14T10:20:53.238Z
203,1,6000.0,6004.0,4907,1.9,97.9,33.0,1,1.53,FRESA300,300.0,364244,25.0,2020-12-14T10:21:08.158Z
204,1,6000.0,6000.0,4907,0.7,97.9,32.0,1,3.094,FRESA300,300.0,367793,24.0,2020-12-14T10:21:43.648Z
205,1,18000.0,18013.0,4908,1.5,195.0,32.0,1,20.212,MORT14,14.0,370625,24.0,2020-12-14T10:22:11.968Z
206,1,6000.0,5927.0,4909,1.7,97.9,33.0,1,20.315,FRESA300,300.0,376045,25.0,2020-12-14T10:23:06.168Z
207,1,6000.0,6006.0,4909,2.6,97.9,33.0,1,6.137,FRESA300,300.0,377543,25.0,2020-12-14T10:23:21.148Z
208,1,6000.0,6002.0,4909,0.7,97.9,32.0,1,6.001,FRESA300,300.0,381014,25.0,2020-12-14T10:23:55.857Z
