,numTP,rpmSetPoint,spindleRpm,idChiave,VibromPeak,LUNG,statorCelsius,statoRot,CurrentPeak,UTE,DIAM,ist_acc,bearingsCelsius,@timestamp
471,1,6000.0,6002.0,5043,0.7,97.9,32.0,1,3.077,FRESA300,300.0,502169,24.0,2020-12-14T14:51:42.055Z
472,1,18000.0,17967.0,5044,1.6,195.0,32.0,1,20.179,MORT14,14.0,504988,24.0,2020-12-14T14:52:10.245Z
473,1,6000.0,5906.0,5045,1.8,97.9,33.0,1,20.247,FRESA300,300.0,510425,25.0,2020-12-14T14:53:04.616Z
474,1,6000.0,6007.0,5045,2.2,97.9,33.0,1,5.406,FRESA300,300.0,511921,25.0,2020-12-14T14:53:19.577Z
475,1,6000.0,5999.0,5045,0.7,97.9,32.0,1,6.732,FRESA300,300.0,515580,24.0,2020-12-14T14:53:56.167Z
476,1,18000.0,17936.0,5046,1.6,195.0,32.0,1,20.247,MORT14,14.0,518397,24.0,2020-12-14T14:54:24.338Z
477,1,6000.0,5909.0,5047,1.9,97.9,33.0,1,20.281,FRESA300,300.0,523836,24.0,2020-12-14T14:55:18.729Z
478,1,6000.0,6001.0,5047,2.3,97.9,33.0,1,5.423,FRESA300,300.0,525346,24.0,2020-12-14T14:55:33.829Z
479,1,6000.0,6000.0,5047,0.6,97.9,32.0,1,4.947,FRESA300,300.0,528862,24.0,2020-12-14T14:56:08.989Z
480,1,18000.0,18021.0,5048,1.6,195.0,32.0,1,20.212,MORT14,14.0,531702,24.0,2020-12-14T14:56:37.390Z
481,1,6000.0,5951.0,5049,1.9,97.9,33.0,1,20.382,FRESA300,300.0,537147,25.0,2020-12-14T14:57:31.841Z
482,1,6000.0,6005.0,5049,1.8,97.9,33.0,1,3.383,FRESA300,300.0,538640,25.0,2020-12-14T14:57:46.771Z
483,1,6000.0,5994.0,5049,0.7,97.9,32.0,1,6.919,FRESA300,300.0,542201,24.0,2020-12-14T14:58:22.382Z
484,1,18000.0,18026.0,5050,1.5,195.0,32.0,1,20.315,MORT14,14.0,545025,24.0,2020-12-14T14:58:50.622Z
485,1,6000.0,5914.0,5051,1.8,97.9,33.0,1,20.332,FRESA300,300.0,550465,24.0,2020-12-14T14:59:45.023Z
486,1,6000.0,6010.0,5051,1.9,97.9,34.0,1,6.273,FRESA300,300.0,551960,24.0,2020-12-14T14:59:59.973Z
487,1,6000.0,6005.0,5051,0.6,97.9,32.0,1,7.225,FRESA300,300.0,555433,24.0,2020-12-14T15:00:34.704Z
488,1,18000.0,17935.0,5052,1.6,195.0,32.0,1,20.247,MORT14,14.0,558257,24.0,2020-12-14T15:01:02.944Z
489,1,6000.0,5973.0,5053,1.8,97.9,33.0,1,20.298,FRESA300,300.0,563709,25.0,2020-12-14T15:01:57.465Z
490,1,6000.0,6007.0,5053,2.0,97.9,33.0,1,5.389,FRESA300,300.0,565203,24.0,2020-12-14T15:02:12.406Z
491,1,6000.0,6002.0,5053,0.6,97.9,32.0,1,6.715,FRESA300,300.0,568749,24.0,2020-12-14T15:02:47.866Z
492,1,18000.0,17927.0,5054,1.7,195.0,32.0,1,20.247,MORT14,14.0,571574,24.0,2020-12-14T15:03:16.117Z
493,1,6000.0,5905.0,5055,1.8,97.9,34.0,1,20.382,FRESA300,300.0,577007,24.0,2020-12-14T15:04:10.448Z
494,1,6000.0,6009.0,5055,2.1,97.9,34.0,1,6.63,FRESA300,300.0,578504,25.0,2020-12-14T15:04:25.418Z
495,1,6000.0,6000.0,5055,0.6,97.9,32.0,1,7.038,FRESA300,300.0,582032,24.0,2020-12-14T15:05:00.698Z
496,1,18000.0,17934.0,5056,1.6,195.0,32.0,1,20.179,MORT14,14.0,584860,24.0,2020-12-14T15:05:28.979Z
497,1,6000.0,5901.0,5057,1.7,97.9,33.0,1,20.315,FRESA300,300.0,590292,24.0,2020-12-14T15:06:23.300Z
498,1,6000.0,6003.0,5057,2.5,97.9,33.0,1,4.964,FRESA300,300.0,591789,24.0,2020-12-14T15:06:38.270Z
499,1,6000.0,6007.0,5057,0.7,97.9,32.0,1,5.848,FRESA300,300.0,595437,24.0,2020-12-14T15:07:14.751Z
500,1,18000.0,18011.0,5058,1.6,195.0,32.0,1,20.247,MORT14,14.0,598278,24.0,2020-12-14T15:07:43.161Z
501,1,6000.0,5944.0,5059,2.0,97.9,33.0,1,20.382,FRESA300,300.0,603720,25.0,2020-12-14T15:08:37.582Z
502,1,6000.0,6003.0,5059,2.2,97.9,34.0,1,2.312,FRESA300,300.0,605215,25.0,2020-12-14T15:08:52.532Z
503,1,6000.0,6003.0,5059,0.6,97.9,32.0,1,1.972,FRESA300,300.0,608692,24.0,2020-12-14T15:09:27.303Z
504,1,18000.0,17916.0,5060,1.7,195.0,32.0,1,20.332,MORT14,14.0,611515,24.0,2020-12-14T15:09:55.534Z
505,1,6000.0,5921.0,5061,2.0,97.9,32.0,1,20.298,FRESA300,300.0,616954,24.0,2020-12-14T15:10:49.924Z
506,1,6000.0,6009.0,5061,2.1,97.9,33.0,1,4.726,FRESA300,300.0,618450,24.0,2020-12-14T15:11:04.885Z
507,1,6000.0,6005.0,5061,0.7,97.9,32.0,1,4.165,FRESA300,300.0,622093,24.0,2020-12-14T15:11:41.315Z
508,1,18000.0,17995.0,5062,1.6,195.0,32.0,1,20.281,MORT14,14.0,624931,24.0,2020-12-14T15:12:09.696Z
509,1,6000.0,5996.0,5063,2.1,97.9,33.0,1,6.205,FRESA300,300.0,631863,25.0,2020-12-14T15:13:19.017Z
510,1,6000.0,5829.0,5063,1.8,97.9,33.0,1,20.247,FRESA300,300.0,630358,25.0,2020-12-14T15:13:03.967Z
511,1,6000.0,5997.0,5063,0.6,97.9,32.0,1,7.004,FRESA300,300.0,635329,24.0,2020-12-14T15:13:53.678Z
512,1,18000.0,18004.0,5064,1.6,195.0,32.0,1,20.212,MORT14,14.0,638161,24.0,2020-12-14T15:14:21.998Z
513,1,6000.0,5883.0,5065,1.9,97.9,33.0,1,20.315,FRESA300,300.0,643592,25.0,2020-12-14T15:15:16.309Z
514,1,6000.0,6002.0,5065,2.5,97.9,33.0,1,6.069,FRESA300,300.0,645090,25.0,2020-12-14T15:15:31.289Z
515,1,6000.0,5998.0,5065,0.7,97.9,32.0,1,6.562,FRESA300,300.0,648631,24.0,2020-12-14T15:16:06.700Z
516,1,18000.0,18015.0,5066,1.6,195.0,32.0,1,20.162,MORT14,14.0,651459,24.0,2020-12-14T15:16:34.980Z
517,1,6000.0,5959.0,5067,1.9,97.9,32.0,1,20.298,FRESA300,300.0,656911,24.0,2020-12-14T15:17:29.501Z
518,1,6000.0,6000.0,5067,2.3,97.9,34.0,1,6.8,FRESA300,300.0,658409,24.0,2020-12-14T15:17:44.482Z
519,1,6000.0,6000.0,5067,0.6,97.9,32.0,1,7.004,FRESA300,300.0,661884,24.0,2020-12-14T15:18:19.232Z
520,1,18000.0,18002.0,5068,1.6,195.0,32.0,1,20.315,MORT14,14.0,664716,24.0,2020-12-14T15:18:47.553Z
521,1,6000.0,6010.0,5069,2.3,97.9,33.0,1,2.312,FRESA300,300.0,671639,25.0,2020-12-14T15:19:56.784Z
522,1,6000.0,5939.0,5069,1.9,97.9,33.0,1,20.417,FRESA300,300.0,670145,25.0,2020-12-14T15:19:41.843Z
523,1,6000.0,6002.0,5069,0.6,97.9,32.0,1,6.205,FRESA300,300.0,675289,24.0,2020-12-14T15:20:33.284Z
524,1,18000.0,17964.0,5070,1.7,195.0,32.0,1,20.179,MORT14,14.0,678122,24.0,2020-12-14T15:21:01.615Z
525,1,6000.0,5951.0,5071,1.9,97.9,33.0,1,20.212,FRESA300,300.0,683564,24.0,2020-12-14T15:21:56.036Z
526,1,6000.0,6002.0,5071,2.1,97.9,33.0,1,5.848,FRESA300,300.0,685061,24.0,2020-12-14T15:22:11.006Z
527,1,6000.0,6000.0,5071,0.6,97.9,32.0,1,6.001,FRESA300,300.0,688532,24.0,2020-12-14T15:22:45.717Z
528,1,18000.0,17936.0,5072,1.7,195.0,32.0,1,20.247,MORT14,14.0,691360,24.0,2020-12-14T15:23:13.997Z
529,1,6000.0,5890.0,5073,1.9,97.9,33.0,1,20.247,FRESA300,300.0,696795,25.0,2020-12-14T15:24:08.348Z
530,1,6000.0,6002.0,5073,2.3,97.9,33.0,1,3.808,FRESA300,300.0,698292,25.0,2020-12-14T15:24:23.318Z
531,1,6000.0,6003.0,5073,0.6,97.9,32.0,1,1.428,FRESA300,300.0,701833,24.0,2020-12-14T15:24:58.729Z
532,1,18000.0,17999.0,5074,1.7,195.0,32.0,1,20.195,MORT14,14.0,704669,24.0,2020-12-14T15:25:27.089Z
533,1,6000.0,5919.0,5075,1.9,97.9,33.0,1,20.281,FRESA300,300.0,710110,24.0,2020-12-14T15:26:21.500Z
534,1,6000.0,6007.0,5075,2.3,97.9,33.0,1,7.191,FRESA300,300.0,711604,24.0,2020-12-14T15:26:36.441Z
535,1,6000.0,6004.0,5075,0.6,97.9,32.0,1,4.199,FRESA300,300.0,715081,24.0,2020-12-14T15:27:11.211Z
536,1,18000.0,17959.0,5076,1.5,195.0,32.0,1,20.162,MORT14,14.0,717914,24.0,2020-12-14T15:27:39.542Z
537,1,6000.0,5967.0,5077,1.9,97.9,32.0,1,20.315,FRESA300,300.0,723367,24.0,2020-12-14T15:28:34.073Z
538,1,6000.0,6003.0,5077,2.5,97.9,33.0,1,6.443,FRESA300,300.0,724865,24.0,2020-12-14T15:28:49.053Z
539,1,6000.0,6003.0,5077,0.6,97.9,32.0,1,6.664,FRESA300,300.0,728511,24.0,2020-12-14T15:29:25.513Z
540,1,18000.0,17998.0,5078,1.6,195.0,32.0,1,20.247,MORT14,14.0,731350,24.0,2020-12-14T15:29:53.904Z
541,1,6000.0,5851.0,5079,2.0,97.9,32.0,1,20.382,FRESA300,300.0,738604,25.0,2020-12-14T15:31:06.445Z
542,1,6000.0,6006.0,5079,2.1,97.9,32.0,1,5.661,FRESA300,300.0,740099,24.0,2020-12-14T15:31:21.395Z
543,1,6000.0,6010.0,5079,0.6,97.9,30.0,1,6.12,FRESA300,300.0,743630,24.0,2020-12-14T15:31:56.706Z
544,1,18000.0,17984.0,5080,1.5,195.0,32.0,1,20.212,MORT14,14.0,746450,24.0,2020-12-14T15:32:24.906Z
545,1,6000.0,5847.0,5081,2.0,97.9,33.0,1,20.382,FRESA300,300.0,751880,24.0,2020-12-14T15:33:19.207Z
546,1,6000.0,6004.0,5081,2.3,97.9,33.0,1,3.604,FRESA300,300.0,753376,24.0,2020-12-14T15:33:34.168Z
547,1,6000.0,6005.0,5081,0.6,97.9,32.0,1,5.865,FRESA300,300.0,756933,24.0,2020-12-14T15:34:09.738Z
548,1,18000.0,17989.0,5082,1.4,195.0,32.0,1,20.298,MORT14,14.0,759757,24.0,2020-12-14T15:34:37.979Z
549,1,6000.0,5899.0,5083,1.9,97.9,33.0,1,20.179,FRESA300,300.0,765177,25.0,2020-12-14T15:35:32.180Z
550,1,6000.0,6005.0,5083,1.7,97.9,33.0,1,5.78,FRESA300,300.0,766674,25.0,2020-12-14T15:35:47.150Z
551,1,6000.0,6005.0,5083,0.6,97.9,32.0,1,6.205,FRESA300,300.0,770202,24.0,2020-12-14T15:36:22.431Z
552,1,18000.0,17950.0,5084,1.4,195.0,32.0,1,20.264,MORT14,14.0,773024,24.0,2020-12-14T15:36:50.651Z
553,1,6000.0,5928.0,5085,1.9,97.9,32.0,1,20.332,FRESA300,300.0,778452,24.0,2020-12-14T15:37:44.932Z
554,1,6000.0,6008.0,5085,1.8,97.9,33.0,1,5.814,FRESA300,300.0,779949,24.0,2020-12-14T15:37:59.902Z
555,1,6000.0,6000.0,5085,0.6,97.9,32.0,1,4.386,FRESA300,300.0,783556,24.0,2020-12-14T15:38:35.973Z
556,1,18000.0,18019.0,5086,1.4,195.0,32.0,1,20.247,MORT14,14.0,786381,24.0,2020-12-14T15:39:04.223Z
557,1,6000.0,6004.0,5087,1.9,97.9,33.0,1,5.151,FRESA300,300.0,793309,24.0,2020-12-14T15:40:13.504Z
558,1,6000.0,5884.0,5087,1.9,97.9,33.0,1,20.281,FRESA300,300.0,791811,25.0,2020-12-14T15:39:58.524Z
559,1,6000.0,6001.0,5087,0.6,97.9,32.0,1,5.338,FRESA300,300.0,796783,24.0,2020-12-14T15:40:48.245Z
560,1,18000.0,17961.0,5088,1.3,195.0,32.0,1,20.212,MORT14,14.0,799616,24.0,2020-12-14T15:41:16.576Z
561,1,6000.0,5883.0,5089,1.9,97.9,33.0,1,20.332,FRESA300,300.0,805046,25.0,2020-12-14T15:42:10.876Z
562,1,6000.0,6000.0,5089,2.1,97.9,33.0,1,2.737,FRESA300,300.0,806545,25.0,2020-12-14T15:42:25.867Z
563,1,6000.0,6004.0,5089,0.6,97.9,32.0,1,1.921,FRESA300,300.0,810188,24.0,2020-12-14T15:43:02.297Z
564,1,18000.0,17973.0,5090,1.3,195.0,32.0,1,20.332,MORT14,14.0,813013,24.0,2020-12-14T15:43:30.548Z
565,1,6000.0,6003.0,5091,1.6,97.9,33.0,1,5.627,FRESA300,300.0,819930,24.0,2020-12-14T15:44:39.719Z
566,1,6000.0,5882.0,5091,1.9,97.9,33.0,1,20.502,FRESA300,300.0,818446,24.0,2020-12-14T15:44:24.879Z
567,1,6000.0,6005.0,5091,0.6,97.9,32.0,1,2.873,FRESA300,300.0,823406,24.0,2020-12-14T15:45:14.480Z
568,1,18000.0,17965.0,5092,1.3,195.0,32.0,1,20.298,MORT14,14.0,826234,24.0,2020-12-14T15:45:42.760Z
569,1,6000.0,5875.0,5093,1.9,97.9,33.0,1,20.315,FRESA300,300.0,831670,25.0,2020-12-14T15:46:37.121Z
570,1,6000.0,6001.0,5093,2.0,97.9,33.0,1,6.307,FRESA300,300.0,833154,25.0,2020-12-14T15:46:51.961Z
571,1,6000.0,5998.0,5093,0.6,97.9,32.0,1,6.375,FRESA300,300.0,836798,24.0,2020-12-14T15:47:28.402Z
572,1,18000.0,18015.0,5094,1.4,195.0,32.0,1,20.162,MORT14,14.0,839624,24.0,2020-12-14T15:47:56.662Z
573,1,6000.0,5842.0,5095,1.9,97.9,33.0,1,20.332,FRESA300,300.0,845048,24.0,2020-12-14T15:48:50.903Z
574,1,6000.0,6004.0,5095,2.1,97.9,33.0,1,6.035,FRESA300,300.0,846543,24.0,2020-12-14T15:49:05.854Z
575,1,6000.0,5995.0,5095,0.6,97.9,32.0,1,7.055,FRESA300,300.0,850073,24.0,2020-12-14T15:49:41.154Z
576,1,18000.0,17951.0,5096,1.3,195.0,32.0,1,20.247,MORT14,14.0,852894,24.0,2020-12-14T15:50:09.365Z
577,1,6000.0,5892.0,5097,2.0,97.9,33.0,1,20.332,FRESA300,300.0,858329,25.0,2020-12-14T15:51:03.715Z
578,1,6000.0,6002.0,5097,1.7,97.9,34.0,1,5.695,FRESA300,300.0,859811,25.0,2020-12-14T15:51:18.536Z
579,1,6000.0,6004.0,5097,0.6,97.9,32.0,1,6.29,FRESA300,300.0,863457,24.0,2020-12-14T15:51:54.996Z
580,1,18000.0,17988.0,5098,1.3,195.0,32.0,1,20.281,MORT14,14.0,866288,24.0,2020-12-14T15:52:23.307Z
581,1,6000.0,5916.0,5099,1.9,97.9,33.0,1,20.179,FRESA300,300.0,871716,24.0,2020-12-14T15:53:17.588Z
582,1,6000.0,6006.0,5099,2.2,97.9,33.0,1,6.919,FRESA300,300.0,873214,24.0,2020-12-14T15:53:32.568Z
583,1,6000.0,5999.0,5099,0.6,97.9,32.0,1,6.375,FRESA300,300.0,876685,24.0,2020-12-14T15:54:07.279Z
584,1,18000.0,17967.0,5100,1.3,195.0,32.0,1,20.247,MORT14,14.0,879512,24.0,2020-12-14T15:54:35.549Z
585,1,6000.0,6001.0,5101,2.1,97.9,33.0,1,0.799,FRESA300,300.0,886446,25.0,2020-12-14T15:55:44.890Z
586,1,6000.0,5899.0,5101,1.9,97.9,32.0,1,20.382,FRESA300,300.0,884952,25.0,2020-12-14T15:55:29.950Z
587,1,6000.0,6005.0,5101,0.6,97.9,32.0,1,0.901,FRESA300,300.0,889991,24.0,2020-12-14T15:56:20.341Z
588,1,18000.0,17958.0,5102,1.3,195.0,32.0,1,20.179,MORT14,14.0,892807,24.0,2020-12-14T15:56:48.501Z
589,1,6000.0,5908.0,5103,1.8,97.9,33.0,1,20.179,FRESA300,300.0,898241,25.0,2020-12-14T15:57:42.842Z
590,1,6000.0,6011.0,5103,1.6,97.9,33.0,1,3.91,FRESA300,300.0,899737,25.0,2020-12-14T15:57:57.803Z
591,1,6000.0,6002.0,5103,0.6,97.9,32.0,1,3.961,FRESA300,300.0,903261,24.0,2020-12-14T15:58:33.043Z
592,1,18000.0,17990.0,5104,1.3,195.0,32.0,1,20.382,MORT14,14.0,906094,24.0,2020-12-14T15:59:01.374Z
593,1,6000.0,5864.0,5105,1.9,97.9,33.0,1,20.298,FRESA300,300.0,911524,24.0,2020-12-14T15:59:55.675Z
594,1,6000.0,6003.0,5105,1.6,97.9,33.0,1,4.998,FRESA300,300.0,913021,24.0,2020-12-14T16:00:10.645Z
595,1,6000.0,6001.0,5105,0.6,97.9,32.0,1,5.389,FRESA300,300.0,916565,24.0,2020-12-14T16:00:46.085Z
596,1,18000.0,17942.0,5106,1.3,195.0,32.0,1,20.212,MORT14,14.0,919405,24.0,2020-12-14T16:01:14.486Z
597,1,6000.0,5938.0,5107,1.8,97.9,33.0,1,20.382,FRESA300,300.0,924849,25.0,2020-12-14T16:02:08.927Z
598,1,6000.0,5995.0,5107,2.1,97.9,33.0,1,6.987,FRESA300,300.0,926358,25.0,2020-12-14T16:02:24.017Z
599,1,6000.0,6001.0,5107,0.6,97.9,32.0,1,6.63,FRESA300,300.0,929871,24.0,2020-12-14T16:02:59.148Z
600,1,18000.0,17971.0,5108,1.3,195.0,32.0,1,20.212,MORT14,14.0,932708,24.0,2020-12-14T16:03:27.518Z
601,1,6000.0,6008.0,5109,1.8,97.9,33.0,1,5.185,FRESA300,300.0,939643,24.0,2020-12-14T16:04:36.869Z
602,1,6000.0,5923.0,5109,1.9,97.9,33.0,1,20.4,FRESA300,300.0,938146,24.0,2020-12-14T16:04:21.899Z
603,1,6000.0,65535.0,5109,0.6,97.9,32.0,1,5.865,FRESA300,300.0,943190,24.0,2020-12-14T16:05:12.340Z
604,1,18000.0,17947.0,5110,1.3,195.0,32.0,1,20.298,MORT14,14.0,946000,24.0,2020-12-14T16:05:40.440Z
605,1,6000.0,5909.0,5111,2.0,97.9,32.0,1,20.281,FRESA300,300.0,951435,25.0,2020-12-14T16:06:34.791Z
606,1,6000.0,6008.0,5111,1.8,97.9,33.0,1,5.236,FRESA300,300.0,952931,25.0,2020-12-14T16:06:49.752Z
607,1,6000.0,5998.0,5111,0.6,97.9,32.0,1,5.644,FRESA300,300.0,956403,24.0,2020-12-14T16:07:24.472Z
608,1,18000.0,17963.0,5112,1.4,195.0,32.0,1,20.212,MORT14,14.0,959242,24.0,2020-12-14T16:07:52.863Z
609,1,6000.0,5863.0,5113,1.9,97.9,33.0,1,20.281,FRESA300,300.0,964671,24.0,2020-12-14T16:08:47.154Z
610,1,6000.0,6002.0,5113,1.7,97.9,33.0,1,5.219,FRESA300,300.0,966165,24.0,2020-12-14T16:09:02.094Z
611,1,6000.0,6003.0,5113,0.6,97.9,32.0,1,6.885,FRESA300,300.0,969810,24.0,2020-12-14T16:09:38.544Z
612,1,18000.0,18011.0,5114,1.3,195.0,32.0,1,20.382,MORT14,14.0,972656,24.0,2020-12-14T16:10:07.005Z
613,1,18000.0,17949.0,5115,0.4,195.0,33.0,1,20.179,MORT14,14.0,977048,24.0,2020-12-14T16:10:50.926Z
614,1,6000.0,5919.0,5116,1.9,97.9,34.0,1,20.315,FRESA300,300.0,980049,24.0,2020-12-14T16:11:20.936Z
615,1,6000.0,6006.0,5116,1.9,97.9,33.0,1,0.935,FRESA300,300.0,981531,24.0,2020-12-14T16:11:35.756Z
616,1,6000.0,6000.0,5116,0.6,97.9,32.0,1,3.621,FRESA300,300.0,985060,24.0,2020-12-14T16:12:11.047Z
617,1,18000.0,17984.0,5117,1.3,195.0,32.0,1,20.212,MORT14,14.0,987873,24.0,2020-12-14T16:12:39.178Z
618,1,6000.0,5911.0,5118,1.9,97.9,33.0,1,20.298,FRESA300,300.0,993296,25.0,2020-12-14T16:13:33.409Z
619,1,6000.0,6005.0,5118,1.4,97.9,34.0,1,6.154,FRESA300,300.0,994775,25.0,2020-12-14T16:13:48.199Z
620,1,6000.0,6006.0,5118,0.6,97.9,32.0,1,5.576,FRESA300,300.0,998424,24.0,2020-12-14T16:14:24.689Z
621,1,18000.0,17975.0,5119,1.3,195.0,32.0,1,20.212,MORT14,14.0,1001242,24.0,2020-12-14T16:14:52.870Z
622,1,6000.0,5959.0,5120,1.9,97.9,33.0,1,20.332,FRESA300,300.0,1006674,24.0,2020-12-14T16:15:47.191Z
623,1,6000.0,6003.0,5120,2.0,97.9,33.0,1,5.525,FRESA300,300.0,1008157,24.0,2020-12-14T16:16:02.021Z
624,1,6000.0,6005.0,5120,0.6,97.9,32.0,1,5.916,FRESA300,300.0,1011630,24.0,2020-12-14T16:16:36.752Z
625,1,18000.0,17970.0,5121,1.3,195.0,30.0,1,20.247,MORT14,14.0,1014464,24.0,2020-12-14T16:17:05.092Z
626,1,6000.0,6000.0,5122,1.7,97.9,34.0,1,3.723,FRESA300,300.0,1021387,25.0,2020-12-14T16:18:14.323Z
627,1,6000.0,5934.0,5122,1.9,97.9,33.0,1,20.349,FRESA300,300.0,1019892,25.0,2020-12-14T16:17:59.373Z
628,1,6000.0,5954.0,5123,0.5,97.9,29.0,1,20.298,FRESA300,300.0,1029599,24.0,2020-12-14T16:19:36.445Z
629,1,5000.0,4970.0,5125,0.2,148.949,15.0,1,20.298,EBAUCHE_16,15.8,407210,14.0,2020-12-15T07:17:02.574Z
630,1,10000.0,9961.0,5125,0.3,148.949,18.0,1,11.016,EBAUCHE_16,15.8,419088,15.0,2020-12-15T07:19:01.357Z
631,1,15000.0,15015.0,5125,0.4,148.949,20.0,1,5.015,EBAUCHE_16,15.8,431096,15.0,2020-12-15T07:21:01.439Z
632,1,17000.0,17001.0,5126,1.0,148.949,17.0,1,20.179,EBAUCHE_16,15.8,617832,17.0,2020-12-15T07:52:08.834Z
633,1,18000.0,17979.0,5127,3.6,139.619,22.0,1,20.298,PO_R5,28.0,623586,17.0,2020-12-15T07:53:06.375Z
634,1,17000.0,16943.0,5128,0.3,148.949,18.0,1,20.195,EBAUCHE_16,15.8,691884,18.0,2020-12-15T08:04:29.369Z
635,1,18000.0,17957.0,5129,3.9,140.119,22.0,1,20.247,PO_R5,28.0,696346,18.0,2020-12-15T08:05:13.990Z
636,1,17000.0,16965.0,5130,0.7,148.949,20.0,1,20.23,EBAUCHE_16,15.8,722268,19.0,2020-12-15T08:09:33.215Z
637,1,18000.0,17996.0,5131,2.7,139.619,24.0,1,20.162,PO_R5,28.0,726742,20.0,2020-12-15T08:10:17.956Z
638,1,17000.0,16948.0,5132,0.3,148.949,22.0,1,20.281,EBAUCHE_16,15.8,755646,20.0,2020-12-15T08:15:07.001Z
639,1,18000.0,17965.0,5133,3.5,139.619,25.0,1,20.298,PO_R5,28.0,760108,20.0,2020-12-15T08:15:51.622Z
640,1,17000.0,16994.0,5134,0.3,148.949,22.0,1,20.179,EBAUCHE_16,15.8,789425,22.0,2020-12-15T08:20:44.798Z
641,1,18000.0,18000.0,5135,3.7,139.619,27.0,1,20.23,PO_R5,28.0,793886,22.0,2020-12-15T08:21:29.409Z
642,1,17000.0,16952.0,5136,0.7,148.949,24.0,1,20.179,EBAUCHE_16,15.8,869623,22.0,2020-12-15T08:34:06.794Z
643,1,18000.0,17992.0,5137,2.7,139.619,27.0,1,20.247,PO_R5,28.0,874098,22.0,2020-12-15T08:34:51.545Z
644,1,17000.0,16964.0,5138,0.4,148.949,24.0,1,20.298,EBAUCHE_16,15.8,892258,22.0,2020-12-15T08:37:53.148Z
645,1,18000.0,17967.0,5139,2.4,139.619,27.0,1,20.247,PO_R5,28.0,897099,22.0,2020-12-15T08:38:41.559Z
646,1,17000.0,16997.0,5140,0.6,148.949,22.0,1,20.315,EBAUCHE_16,15.8,1431801,20.0,2020-12-15T10:07:48.687Z
647,1,18000.0,17973.0,5141,0.6,141.899,25.0,1,20.365,DIAM18,18.0,1462185,22.0,2020-12-15T10:12:52.533Z
648,1,18000.0,17998.0,5142,3.3,139.619,30.0,1,20.162,PO_R5,28.0,1475382,22.0,2020-12-15T10:15:04.505Z
649,1,18000.0,17969.0,5143,1.0,141.899,33.0,1,20.212,DIAM18,18.0,1501954,25.0,2020-12-15T10:19:30.231Z
650,1,6000.0,5903.0,5144,1.8,97.9,24.0,1,20.485,FRESA300,300.0,1753197,23.0,2020-12-15T11:01:22.712Z
651,1,6000.0,6006.0,5144,2.1,97.9,25.0,1,1.122,FRESA300,300.0,1754682,22.0,2020-12-15T11:01:37.562Z
652,1,6000.0,6005.0,5144,0.5,97.9,27.0,1,1.088,FRESA300,300.0,1758223,22.0,2020-12-15T11:02:12.973Z
653,1,18000.0,17985.0,5145,1.7,195.0,27.0,1,20.247,MORT14,14.0,1761059,22.0,2020-12-15T11:02:41.334Z
654,1,6000.0,5902.0,5146,1.9,97.9,29.0,1,20.315,FRESA300,300.0,1766668,22.0,2020-12-15T11:03:37.425Z
655,1,6000.0,6002.0,5146,2.1,97.9,30.0,1,7.242,FRESA300,300.0,1768168,22.0,2020-12-15T11:03:52.425Z
656,1,6000.0,5998.0,5146,0.6,97.9,28.0,1,6.086,FRESA300,300.0,1771694,22.0,2020-12-15T11:04:27.686Z
657,1,18000.0,17909.0,5147,1.7,195.0,28.0,1,20.382,MORT14,14.0,1774499,22.0,2020-12-15T11:04:55.736Z
658,1,6000.0,5969.0,5148,2.0,97.9,22.0,1,20.332,FRESA300,300.0,2366786,20.0,2020-12-15T12:43:38.726Z
659,1,6000.0,6001.0,5148,1.8,97.9,23.0,1,4.131,FRESA300,300.0,2368282,20.0,2020-12-15T12:43:53.686Z
660,1,6000.0,5900.0,5149,0.4,97.9,23.0,1,20.281,FRESA300,300.0,2371456,20.0,2020-12-15T12:44:25.427Z
661,1,6000.0,5958.0,5150,0.6,97.9,24.0,1,20.212,FRESA300,300.0,2376644,20.0,2020-12-15T12:45:17.308Z
662,1,6000.0,6005.0,5150,0.5,97.9,25.0,1,7.854,FRESA300,300.0,2378248,20.0,2020-12-15T12:45:33.348Z
663,1,18000.0,17933.0,5151,1.8,195.0,25.0,1,20.298,MORT14,14.0,2381074,20.0,2020-12-15T12:46:01.609Z
664,1,6000.0,5886.0,5152,2.0,97.9,28.0,1,20.195,FRESA300,300.0,2386557,20.0,2020-12-15T12:46:56.440Z
665,1,6000.0,6004.0,5152,2.0,97.9,28.0,1,6.409,FRESA300,300.0,2388052,20.0,2020-12-15T12:47:11.390Z
666,1,6000.0,5999.0,5152,0.6,97.9,27.0,1,6.29,FRESA300,300.0,2391528,20.0,2020-12-15T12:47:46.151Z
667,1,18000.0,17969.0,5153,1.7,195.0,27.0,1,20.179,MORT14,14.0,2394354,20.0,2020-12-15T12:48:14.411Z
668,1,6000.0,5906.0,5154,2.0,97.9,29.0,1,20.451,FRESA300,300.0,2399783,22.0,2020-12-15T12:49:08.703Z
669,1,6000.0,6005.0,5154,1.9,97.9,30.0,1,1.479,FRESA300,300.0,2401268,22.0,2020-12-15T12:49:23.553Z
670,1,6000.0,5912.0,5156,0.7,97.9,29.0,1,20.349,FRESA300,300.0,2409125,22.0,2020-12-15T12:50:42.124Z
671,1,6000.0,5994.0,5155,0.6,97.9,30.0,1,2.669,FRESA300,300.0,2406078,22.0,2020-12-15T12:50:11.654Z
