,CurrentPeak,statorCelsius,rpmSetPoint,bearingsCelsius,VibromPeak,idChiave,ist_acc,spindleRpm,LUNG,numTP,UTE,@timestamp,statoRot,DIAM
1608,13.218,27.0,5000.0,26.0,0.3,1997,242490,5003.0,105.857,1,PUNTA_D3-2,2021-06-19T05:49:30.103Z,1,3.3
1609,15.744,28.0,0.0,26.0,0.1,1998,247291,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:18.113Z,1,4.0
1610,13.248,28.0,500.0,26.0,0.2,1998,246890,498.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:14.103Z,1,4.0
1611,15.269,28.0,500.0,26.0,0.3,1998,247560,498.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:20.803Z,1,4.0
1612,11.46,28.0,500.0,26.0,0.2,1998,247076,498.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:15.963Z,1,4.0
1613,11.888,28.0,500.0,26.0,0.1,1998,247624,499.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:21.443Z,1,4.0
1614,15.451,28.0,0.0,26.0,0.1,1998,247819,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:23.393Z,1,4.0
1615,15.802,29.0,500.0,26.0,0.3,1998,248088,499.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:26.083Z,1,4.0
1616,11.876,29.0,500.0,26.0,0.1,1998,248152,499.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:26.723Z,1,4.0
1617,15.164,29.0,0.0,26.0,0.1,1998,248862,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:33.823Z,1,4.0
1618,15.867,29.0,500.0,26.0,0.4,1998,249131,486.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:36.513Z,1,4.0
1619,11.841,29.0,500.0,26.0,0.1,1998,249207,500.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:37.273Z,1,4.0
1620,11.83,30.0,500.0,26.0,0.1,1998,249735,499.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:42.554Z,1,4.0
1621,15.164,29.0,0.0,26.0,0.1,1998,248347,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:28.673Z,1,4.0
1622,15.439,29.0,500.0,26.0,0.3,1998,248616,498.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:31.363Z,1,4.0
1623,15.621,30.0,0.0,26.0,0.1,1998,249918,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:44.384Z,1,4.0
1624,11.83,29.0,500.0,26.0,0.2,1998,248679,500.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:31.993Z,1,4.0
1625,15.679,29.0,0.0,26.0,0.1,1998,249390,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:39.103Z,1,4.0
1626,15.468,30.0,500.0,26.0,0.4,1998,249660,498.0,171.258,1,MASCHIO_M4,2021-06-19T05:50:41.804Z,1,4.0
1627,13.236,32.0,3500.0,26.0,0.2,1999,252551,3501.0,127.32,1,PUNTA_D5,2021-06-19T05:51:10.714Z,1,5.0
1628,13.236,26.0,3500.0,26.0,0.3,2000,280005,3500.0,105.769,1,D6_INCISORE,2021-06-19T05:55:45.257Z,1,1.0
1629,13.265,27.0,5000.0,26.0,0.3,2001,283808,4998.0,105.857,1,PUNTA_D3-2,2021-06-19T05:56:23.288Z,1,3.3
1630,13.312,28.0,500.0,26.0,0.3,2002,288209,497.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:07.299Z,1,4.0
1631,11.261,28.0,500.0,26.0,0.1,2002,288395,497.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:09.159Z,1,4.0
1632,15.591,28.0,0.0,26.0,0.1,2002,288610,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:11.309Z,1,4.0
1633,15.087,28.0,500.0,26.0,0.3,2002,288879,500.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:13.999Z,1,4.0
1634,11.783,28.0,500.0,26.0,0.2,2002,288943,502.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:14.639Z,1,4.0
1635,15.791,28.0,0.0,26.0,0.1,2002,289126,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:16.469Z,1,4.0
1636,15.773,28.0,500.0,26.0,0.3,2002,289407,500.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:19.279Z,1,4.0
1637,11.859,28.0,500.0,26.0,0.1,2002,289472,500.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:19.929Z,1,4.0
1638,15.744,28.0,500.0,26.0,0.3,2002,289936,499.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:24.569Z,1,4.0
1639,15.498,28.0,0.0,26.0,0.1,2002,289667,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:21.879Z,1,4.0
1640,11.841,28.0,500.0,26.0,0.1,2002,290000,499.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:25.209Z,1,4.0
1641,15.251,29.0,0.0,26.0,0.1,2002,290184,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:27.049Z,1,4.0
1642,15.498,29.0,500.0,26.0,0.4,2002,290464,498.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:29.849Z,1,4.0
1643,11.8,29.0,500.0,26.0,0.2,2002,290528,499.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:30.489Z,1,4.0
1644,15.832,29.0,0.0,26.0,0.1,2002,290723,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:32.439Z,1,4.0
1645,15.375,29.0,500.0,26.0,0.3,2002,290992,499.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:35.129Z,1,4.0
1646,11.8,30.0,500.0,26.0,0.1,2002,291056,500.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:35.769Z,1,4.0
1647,15.421,30.0,0.0,26.0,0.1,2002,291251,0.0,171.258,1,MASCHIO_M4,2021-06-19T05:57:37.719Z,1,4.0
1648,13.054,32.0,3500.0,26.0,0.3,2003,293837,3499.0,127.32,1,PUNTA_D5,2021-06-19T05:58:03.579Z,1,5.0
1649,13.312,26.0,3500.0,26.0,0.3,2004,324354,3500.0,105.769,1,D6_INCISORE,2021-06-19T06:03:08.753Z,1,1.0
1650,13.248,27.0,5000.0,26.0,0.3,2005,328155,4998.0,105.857,1,PUNTA_D3-2,2021-06-19T06:03:46.764Z,1,3.3
1651,13.218,28.0,500.0,26.0,0.3,2006,332556,502.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:30.775Z,1,4.0
1652,11.449,28.0,500.0,26.0,0.2,2006,332742,498.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:32.635Z,1,4.0
1653,11.812,28.0,500.0,26.0,0.1,2006,333818,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:43.395Z,1,4.0
1654,15.908,28.0,0.0,26.0,0.1,2006,334013,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:45.345Z,1,4.0
1655,15.298,28.0,500.0,26.0,0.3,2006,334271,493.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:47.925Z,1,4.0
1656,14.994,28.0,0.0,26.0,0.1,2006,332957,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:34.785Z,1,4.0
1657,15.357,28.0,500.0,26.0,0.4,2006,333227,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:37.485Z,1,4.0
1658,11.906,28.0,500.0,26.0,0.1,2006,333290,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:38.115Z,1,4.0
1659,15.281,28.0,0.0,26.0,0.1,2006,333485,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:40.065Z,1,4.0
1660,15.621,28.0,500.0,26.0,0.3,2006,333755,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:42.765Z,1,4.0
1661,11.753,29.0,500.0,26.0,0.2,2006,334874,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:53.955Z,1,4.0
1662,14.976,29.0,0.0,26.0,0.1,2006,335057,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:55.785Z,1,4.0
1663,15.269,29.0,500.0,26.0,0.3,2006,335339,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:58.605Z,1,4.0
1664,11.888,28.0,500.0,26.0,0.1,2006,334346,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:48.675Z,1,4.0
1665,15.316,29.0,0.0,26.0,0.1,2006,334541,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:50.625Z,1,4.0
1666,15.269,29.0,500.0,26.0,0.4,2006,334811,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:53.325Z,1,4.0
1667,11.876,29.0,500.0,26.0,0.1,2006,335402,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:04:59.235Z,1,4.0
1668,15.251,30.0,0.0,26.0,0.1,2006,335597,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:05:01.185Z,1,4.0
1669,13.406,32.0,3500.0,26.0,0.3,2007,338181,3499.0,127.32,1,PUNTA_D5,2021-06-19T06:05:27.025Z,1,5.0
1670,13.435,27.0,3500.0,26.0,0.3,2008,358675,3500.0,105.769,1,D6_INCISORE,2021-06-19T06:08:51.968Z,1,1.0
1671,13.083,28.0,5000.0,26.0,0.3,2009,362477,4996.0,105.857,1,PUNTA_D3-2,2021-06-19T06:09:29.989Z,1,3.3
1672,15.269,29.0,500.0,26.0,0.3,2010,367548,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:20.699Z,1,4.0
1673,11.841,29.0,500.0,26.0,0.1,2010,367612,501.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:21.339Z,1,4.0
1674,15.281,29.0,0.0,26.0,0.1,2010,367807,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:23.289Z,1,4.0
1675,15.849,29.0,500.0,26.0,0.3,2010,368076,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:25.979Z,1,4.0
1676,13.312,28.0,500.0,26.0,0.2,2010,366879,503.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:14.009Z,1,4.0
1677,11.783,29.0,500.0,26.0,0.1,2010,368140,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:26.620Z,1,4.0
1678,11.414,28.0,500.0,26.0,0.2,2010,367064,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:15.859Z,1,4.0
1679,15.205,29.0,0.0,26.0,0.1,2010,368335,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:28.570Z,1,4.0
1680,15.802,28.0,0.0,26.0,0.1,2010,367279,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:18.009Z,1,4.0
1681,15.251,29.0,0.0,26.0,0.1,2010,369391,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:39.130Z,1,4.0
1682,15.82,30.0,500.0,26.0,0.4,2010,369660,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:41.820Z,1,4.0
1683,11.876,30.0,500.0,26.0,0.1,2010,369724,501.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:42.460Z,1,4.0
1684,15.316,29.0,500.0,26.0,0.3,2010,368604,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:31.260Z,1,4.0
1685,11.783,29.0,500.0,26.0,0.2,2010,368668,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:31.900Z,1,4.0
1686,15.972,29.0,0.0,26.0,0.1,2010,368863,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:33.850Z,1,4.0
1687,15.556,29.0,500.0,26.0,0.3,2010,369132,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:36.540Z,1,4.0
1688,11.8,29.0,500.0,26.0,0.2,2010,369196,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:37.180Z,1,4.0
1689,15.849,30.0,0.0,26.0,0.1,2010,369908,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:10:44.300Z,1,4.0
1690,13.324,32.0,3500.0,26.0,0.3,2011,372505,3498.0,127.32,1,PUNTA_D5,2021-06-19T06:11:10.270Z,1,5.0
1691,13.283,28.0,3500.0,26.0,0.3,2012,390819,3501.0,105.769,1,D6_INCISORE,2021-06-19T06:14:13.413Z,1,1.0
1692,13.207,28.0,5000.0,26.0,0.3,2013,394619,4999.0,105.857,1,PUNTA_D3-2,2021-06-19T06:14:51.413Z,1,3.3
1693,11.402,29.0,500.0,26.0,0.2,2014,399207,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:37.294Z,1,4.0
1694,15.316,29.0,0.0,26.0,0.1,2014,399410,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:39.324Z,1,4.0
1695,15.345,29.0,500.0,26.0,0.3,2014,399691,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:42.134Z,1,4.0
1696,11.935,29.0,500.0,26.0,0.1,2014,399755,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:42.774Z,1,4.0
1697,15.24,29.0,0.0,26.0,0.1,2014,399938,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:44.604Z,1,4.0
1698,13.236,29.0,500.0,26.0,0.2,2014,399021,501.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:35.434Z,1,4.0
1699,15.451,29.0,500.0,26.0,0.3,2014,400219,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:47.414Z,1,4.0
1700,11.859,29.0,500.0,26.0,0.2,2014,400283,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:48.054Z,1,4.0
1701,15.708,29.0,0.0,26.0,0.1,2014,400466,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:49.884Z,1,4.0
1702,15.896,30.0,500.0,26.0,0.3,2014,400747,498.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:52.694Z,1,4.0
1703,11.83,30.0,500.0,26.0,0.2,2014,400811,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:53.334Z,1,4.0
1704,15.791,30.0,0.0,26.0,0.1,2014,401006,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:55.284Z,1,4.0
1705,15.849,30.0,500.0,26.0,0.4,2014,401275,498.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:57.974Z,1,4.0
1706,11.982,30.0,500.0,26.0,0.1,2014,401339,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:15:58.614Z,1,4.0
1707,15.697,30.0,0.0,26.0,0.1,2014,401534,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:16:00.564Z,1,4.0
1708,15.24,30.0,500.0,26.0,0.3,2014,401803,498.0,171.258,1,MASCHIO_M4,2021-06-19T06:16:03.254Z,1,4.0
1709,11.783,30.0,500.0,26.0,0.1,2014,401867,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:16:03.894Z,1,4.0
1710,15.832,31.0,0.0,26.0,0.1,2014,402062,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:16:05.844Z,1,4.0
1711,13.435,33.0,3500.0,26.0,0.3,2015,404649,3501.0,127.32,1,PUNTA_D5,2021-06-19T06:16:31.715Z,1,5.0
1712,13.265,28.0,3500.0,26.0,0.3,2016,423135,3499.0,105.769,1,D6_INCISORE,2021-06-19T06:19:36.577Z,1,1.0
1713,13.359,28.0,5000.0,26.0,0.3,2017,426937,5001.0,105.857,1,PUNTA_D3-2,2021-06-19T06:20:14.598Z,1,3.3
1714,13.095,29.0,500.0,26.0,0.3,2018,431339,505.0,171.258,1,MASCHIO_M4,2021-06-19T06:20:58.618Z,1,4.0
1715,11.414,29.0,500.0,26.0,0.1,2018,431524,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:00.468Z,1,4.0
1716,15.697,29.0,0.0,26.0,0.1,2018,431739,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:02.618Z,1,4.0
1717,15.65,29.0,500.0,26.0,0.3,2018,432008,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:05.308Z,1,4.0
1718,11.8,29.0,500.0,26.0,0.1,2018,432071,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:05.938Z,1,4.0
1719,15.955,29.0,0.0,26.0,0.1,2018,432254,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:07.768Z,1,4.0
1720,15.878,29.0,500.0,26.0,0.3,2018,432536,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:10.588Z,1,4.0
1721,11.888,29.0,500.0,26.0,0.1,2018,432599,501.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:11.218Z,1,4.0
1722,15.755,29.0,0.0,26.0,0.1,2018,432782,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:13.048Z,1,4.0
1723,15.632,30.0,500.0,26.0,0.3,2018,433064,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:15.869Z,1,4.0
1724,11.83,30.0,500.0,26.0,0.2,2018,433127,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:16.498Z,1,4.0
1725,15.269,30.0,0.0,26.0,0.1,2018,433310,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:18.329Z,1,4.0
1726,15.375,30.0,500.0,26.0,0.3,2018,433592,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:21.149Z,1,4.0
1727,11.8,30.0,500.0,26.0,0.2,2018,433655,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:21.779Z,1,4.0
1728,15.128,30.0,0.0,26.0,0.1,2018,433838,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:23.609Z,1,4.0
1729,15.328,31.0,500.0,26.0,0.4,2018,434120,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:26.429Z,1,4.0
1730,11.859,31.0,500.0,26.0,0.1,2018,434183,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:27.059Z,1,4.0
1731,15.48,31.0,0.0,26.0,0.1,2018,434366,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:21:28.889Z,1,4.0
1732,13.388,33.0,3500.0,26.0,0.3,2019,436962,3500.0,127.32,1,PUNTA_D5,2021-06-19T06:21:54.849Z,1,5.0
1733,13.265,28.0,3500.0,26.0,0.3,2020,456223,3501.0,105.769,1,D6_INCISORE,2021-06-19T06:25:07.462Z,1,1.0
1734,13.312,29.0,5000.0,26.0,0.3,2021,460026,4999.0,105.857,1,PUNTA_D3-2,2021-06-19T06:25:45.492Z,1,3.3
1735,13.248,29.0,500.0,26.0,0.2,2022,464427,497.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:29.503Z,1,4.0
1736,15.328,30.0,500.0,26.0,0.3,2022,465613,496.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:41.363Z,1,4.0
1737,11.724,30.0,500.0,26.0,0.2,2022,465690,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:42.133Z,1,4.0
1738,15.281,30.0,0.0,26.0,0.1,2022,465885,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:44.083Z,1,4.0
1739,11.888,29.0,500.0,26.0,0.1,2022,465161,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:36.843Z,1,4.0
1740,15.345,29.0,0.0,26.0,0.1,2022,465356,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:38.793Z,1,4.0
1741,11.355,29.0,500.0,26.0,0.2,2022,464613,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:31.363Z,1,4.0
1742,15.48,29.0,0.0,26.0,0.1,2022,464828,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:33.513Z,1,4.0
1743,15.955,29.0,500.0,26.0,0.3,2022,465097,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:36.203Z,1,4.0
1744,15.439,30.0,500.0,26.0,0.3,2022,466154,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:46.773Z,1,4.0
1745,11.888,30.0,500.0,26.0,0.2,2022,466218,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:47.413Z,1,4.0
1746,15.82,30.0,0.0,26.0,0.1,2022,466413,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:49.363Z,1,4.0
1747,15.621,30.0,500.0,26.0,0.3,2022,466671,492.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:51.943Z,1,4.0
1748,11.765,30.0,500.0,26.0,0.1,2022,466746,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:52.693Z,1,4.0
1749,15.023,30.0,0.0,26.0,0.1,2022,466941,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:54.643Z,1,4.0
1750,15.82,31.0,500.0,26.0,0.4,2022,467210,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:57.333Z,1,4.0
1751,11.841,31.0,500.0,26.0,0.1,2022,467274,501.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:57.973Z,1,4.0
1752,15.832,31.0,0.0,26.0,0.1,2022,467469,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:26:59.923Z,1,4.0
1753,13.371,33.0,3500.0,26.0,0.3,2023,470054,3498.0,127.32,1,PUNTA_D5,2021-06-19T06:27:25.774Z,1,5.0
1754,13.083,28.0,3500.0,26.0,0.3,2024,492413,3500.0,105.769,1,D6_INCISORE,2021-06-19T06:31:09.367Z,1,1.0
1755,13.283,28.0,5000.0,26.0,0.3,2025,496214,5001.0,105.857,1,PUNTA_D3-2,2021-06-19T06:31:47.377Z,1,3.3
1756,13.207,29.0,500.0,26.0,0.3,2026,500656,501.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:31.798Z,1,4.0
1757,11.49,29.0,500.0,26.0,0.2,2026,500841,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:33.648Z,1,4.0
1758,15.281,29.0,0.0,26.0,0.1,2026,501056,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:35.798Z,1,4.0
1759,15.867,29.0,500.0,26.0,0.3,2026,501313,488.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:38.368Z,1,4.0
1760,11.888,29.0,500.0,26.0,0.1,2026,501389,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:39.128Z,1,4.0
1761,15.164,29.0,500.0,26.0,0.4,2026,501841,502.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:43.648Z,1,4.0
1762,11.83,29.0,500.0,26.0,0.1,2026,501917,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:44.408Z,1,4.0
1763,15.908,29.0,0.0,26.0,0.1,2026,501584,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:41.078Z,1,4.0
1764,15.316,29.0,0.0,26.0,0.1,2026,502112,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:46.358Z,1,4.0
1765,15.773,29.0,500.0,26.0,0.4,2026,502369,503.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:48.928Z,1,4.0
1766,11.859,29.0,500.0,26.0,0.2,2026,502445,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:49.688Z,1,4.0
1767,15.205,30.0,0.0,26.0,0.1,2026,502640,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:51.638Z,1,4.0
1768,15.298,30.0,500.0,26.0,0.4,2026,502897,503.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:54.208Z,1,4.0
1769,11.841,30.0,500.0,26.0,0.2,2026,502973,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:54.968Z,1,4.0
1770,15.832,30.0,0.0,26.0,0.1,2026,503168,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:56.918Z,1,4.0
1771,15.48,30.0,500.0,26.0,0.4,2026,503425,490.0,171.258,1,MASCHIO_M4,2021-06-19T06:32:59.488Z,1,4.0
1772,11.841,30.0,500.0,26.0,0.1,2026,503501,501.0,171.258,1,MASCHIO_M4,2021-06-19T06:33:00.248Z,1,4.0
1773,15.328,31.0,0.0,26.0,0.1,2026,503696,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:33:02.198Z,1,4.0
1774,13.218,33.0,3500.0,26.0,0.3,2027,506282,3502.0,127.32,1,PUNTA_D5,2021-06-19T06:33:28.059Z,1,5.0
1775,13.541,29.0,3500.0,26.0,0.3,2028,523117,3501.0,105.769,1,D6_INCISORE,2021-06-19T06:36:16.411Z,1,1.0
1776,13.189,29.0,5000.0,26.0,0.3,2029,526919,5000.0,105.857,1,PUNTA_D3-2,2021-06-19T06:36:54.432Z,1,3.3
1777,13.388,30.0,500.0,26.0,0.3,2030,531321,497.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:38.452Z,1,4.0
1778,11.414,30.0,500.0,26.0,0.2,2030,531508,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:40.322Z,1,4.0
1779,11.841,30.0,500.0,26.0,0.1,2030,532584,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:51.083Z,1,4.0
1780,15.621,30.0,0.0,26.0,0.1,2030,531711,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:42.352Z,1,4.0
1781,15.468,30.0,500.0,26.0,0.2,2030,531992,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:45.162Z,1,4.0
1782,15.24,30.0,0.0,26.0,0.1,2030,532768,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:52.923Z,1,4.0
1783,15.498,30.0,500.0,26.0,0.3,2030,533048,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:55.723Z,1,4.0
1784,11.859,30.0,500.0,26.0,0.2,2030,532056,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:45.802Z,1,4.0
1785,11.8,30.0,500.0,26.0,0.1,2030,533112,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:56.363Z,1,4.0
1786,15.65,30.0,0.0,26.0,0.1,2030,533296,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:58.203Z,1,4.0
1787,15.726,31.0,500.0,26.0,0.3,2030,533576,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:38:01.003Z,1,4.0
1788,15.316,30.0,0.0,26.0,0.1,2030,532239,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:47.632Z,1,4.0
1789,15.251,30.0,500.0,26.0,0.3,2030,532520,497.0,171.258,1,MASCHIO_M4,2021-06-19T06:37:50.442Z,1,4.0
1790,11.859,31.0,500.0,26.0,0.2,2030,534168,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:38:06.923Z,1,4.0
1791,15.726,31.0,0.0,26.0,0.1,2030,534352,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:38:08.763Z,1,4.0
1792,11.812,31.0,500.0,26.0,0.2,2030,533640,500.0,171.258,1,MASCHIO_M4,2021-06-19T06:38:01.643Z,1,4.0
1793,15.955,31.0,0.0,26.0,0.1,2030,533823,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:38:03.473Z,1,4.0
1794,15.908,31.0,500.0,26.0,0.3,2030,534104,498.0,171.258,1,MASCHIO_M4,2021-06-19T06:38:06.283Z,1,4.0
1795,13.218,33.0,3500.0,26.0,0.3,2031,536950,3500.0,127.32,1,PUNTA_D5,2021-06-19T06:38:34.743Z,1,5.0
1796,13.218,29.0,3500.0,27.0,0.3,2032,553291,3501.0,105.769,1,D6_INCISORE,2021-06-19T06:41:18.156Z,1,1.0
1797,13.388,29.0,5000.0,26.0,0.3,2033,557092,5001.0,105.857,1,PUNTA_D3-2,2021-06-19T06:41:56.166Z,1,3.3
1798,11.373,30.0,500.0,26.0,0.2,2034,561676,499.0,171.258,1,MASCHIO_M4,2021-06-19T06:42:42.007Z,1,4.0
1799,15.755,30.0,0.0,26.0,0.1,2034,561891,0.0,171.258,1,MASCHIO_M4,2021-06-19T06:42:44.157Z,1,4.0
