,rpmSetPoint,statoRot,@timestamp,bearingsCelsius,idChiave,LUNG,UTE,spindleRpm,DIAM,VibromPeak,statorCelsius,ist_acc,CurrentPeak,numTP
0,0.0,1,2022-03-03T03:53:54.640Z,0.0,6675,,,0.0,,,0.0,1404132,7.43,
1,0.0,1,2022-03-03T04:01:49.133Z,0.0,6677,,,0.0,,,0.0,1451580,7.446,
2,0.0,1,2022-03-03T04:43:08.158Z,0.0,6680,,,0.0,,,0.0,1699476,7.336,
3,0.0,1,2022-03-03T06:13:20.022Z,0.0,6684,,,0.0,,,0.0,2240648,7.304,
4,0.0,1,2022-03-03T06:25:59.442Z,0.0,6686,,,0.0,,,0.0,2316588,7.367,
5,0.0,1,2022-03-03T07:15:19.510Z,0.0,6690,,,0.0,,,0.0,2612587,7.414,
6,0.0,1,2022-03-03T07:37:26.976Z,0.0,6694,,,0.0,,,0.0,2745330,7.477,
7,0.0,1,2022-03-03T07:56:05.265Z,0.0,6698,,,0.0,,,0.0,2857156,7.446,
8,0.0,1,2022-03-03T08:08:25.985Z,0.0,6702,,,0.0,,,0.0,2931226,7.461,
9,0.0,1,2022-03-03T08:24:44.811Z,0.0,6706,,,0.0,,,0.0,3029106,7.43,
10,0.0,1,2022-03-03T08:49:28.440Z,0.0,6711,,,0.0,,,0.0,3177465,7.43,
11,0.0,1,2022-03-03T09:03:29.993Z,0.0,6715,,,0.0,,,0.0,3261618,7.351,
12,0.0,1,2022-03-03T09:15:24.152Z,0.0,6719,,,0.0,,,0.0,3333032,7.524,
13,0.0,1,2022-03-04T01:14:14.300Z,0.0,6723,,,0.0,,,0.0,216339,7.54,
14,0.0,1,2022-03-04T01:49:12.539Z,0.0,6727,,,0.0,,,0.0,426161,7.477,
15,0.0,1,2022-03-04T01:59:49.115Z,0.0,6731,,,0.0,,,0.0,489818,7.555,
16,0.0,1,2022-03-04T02:12:56.563Z,0.0,6735,,,0.0,,,0.0,568562,7.477,
17,0.0,1,2022-03-04T02:27:52.202Z,0.0,6739,,,0.0,,,0.0,658125,7.414,
18,0.0,1,2022-03-04T02:34:50.596Z,0.0,6741,,,0.0,,,0.0,699964,7.477,
19,0.0,1,2022-03-04T02:55:17.068Z,0.0,6745,,,0.0,,,0.0,822610,7.446,
20,0.0,1,2022-03-04T03:06:28.075Z,0.0,6749,,,0.0,,,0.0,889710,7.477,
21,0.0,1,2022-03-04T03:28:18.028Z,0.0,6753,,,0.0,,,0.0,1020704,7.461,
22,0.0,1,2022-03-04T03:54:54.504Z,0.0,6757,,,0.0,,,0.0,1180350,7.4,
23,0.0,1,2022-03-04T04:11:13.504Z,0.0,6761,,,0.0,,,0.0,1278249,7.32,
24,7000.0,1,2022-03-03T02:53:27.704Z,30.0,6674,214.0,SPIGOLATORE,6999.0,60.0,1.6,31.0,1041448,11.888,1
25,0.0,1,2022-03-03T02:53:17.304Z,30.0,6674,214.0,SPIGOLATORE,0.0,60.0,0.6,31.0,1040408,14.261,1
26,0.0,1,2022-03-03T02:53:39.915Z,30.0,6674,214.0,SPIGOLATORE,0.0,60.0,1.9,32.0,1042669,12.287,1
27,18000.0,1,2022-03-03T03:54:24.651Z,29.0,6676,137.514,D16,18006.0,16.799,1.0,27.0,1407133,13.494,1
28,18000.0,1,2022-03-03T04:02:17.923Z,30.0,6678,137.514,D16,18012.0,16.799,1.3,29.0,1454459,13.482,1
29,6000.0,1,2022-03-03T04:06:22.710Z,31.0,6679,2.05,AGGRE44-1-LAMA215,5999.699,215.0,2.9,31.0,1478937,13.541,1
30,18000.0,1,2022-03-03T04:43:37.309Z,30.0,6681,137.514,D16,18004.0,16.799,1.1,29.0,1702391,13.57,1
31,6000.0,1,2022-03-03T04:46:49.454Z,31.0,6682,2.05,AGGRE44-1-LAMA215,5999.0,215.0,2.9,31.0,1721605,13.558,1
32,0.0,1,2022-03-03T04:58:16.752Z,31.0,6683,214.0,SPIGOLATORE,0.0,60.0,0.8,30.0,1790333,14.443,1
33,7000.0,1,2022-03-03T04:58:27.582Z,31.0,6683,214.0,SPIGOLATORE,6998.0,60.0,1.7,30.0,1791416,11.906,1
34,18000.0,1,2022-03-03T06:13:50.062Z,31.0,6685,137.514,D16,18004.0,16.799,0.7,29.0,2243652,13.371,1
35,18000.0,1,2022-03-03T06:26:28.302Z,31.0,6687,137.514,D16,17999.0,16.799,0.6,31.0,2319474,13.265,1
36,6000.0,1,2022-03-03T06:40:21.975Z,32.0,6688,2.05,AGGRE44-1-LAMA215,5996.199,215.0,2.6,31.0,2402839,13.218,1
37,0.0,1,2022-03-03T06:54:12.017Z,32.0,6689,214.0,SPIGOLATORE,0.0,60.0,0.6,31.0,2485841,14.519,1
38,7000.0,1,2022-03-03T06:54:22.867Z,32.0,6689,214.0,SPIGOLATORE,7001.0,60.0,1.4,31.0,2486926,11.953,1
39,0.0,1,2022-03-03T06:54:35.147Z,32.0,6689,214.0,SPIGOLATORE,0.0,60.0,1.8,31.0,2488154,12.269,1
40,18000.0,1,2022-03-03T07:15:49.841Z,32.0,6691,137.514,D16,17999.0,16.799,0.7,30.0,2615620,13.417,1
41,6000.0,1,2022-03-03T07:19:53.468Z,33.0,6692,2.05,AGGRE44-1-LAMA215,5996.899,215.0,3.1,33.0,2639982,13.646,1
42,0.0,1,2022-03-03T07:32:36.598Z,32.0,6693,214.0,SPIGOLATORE,0.0,60.0,0.7,31.0,2716293,14.595,1
43,0.0,1,2022-03-03T07:32:59.738Z,32.0,6693,214.0,SPIGOLATORE,0.0,60.0,2.2,32.0,2718607,12.181,1
44,7000.0,1,2022-03-03T07:32:47.458Z,32.0,6693,214.0,SPIGOLATORE,7002.0,60.0,1.7,32.0,2717379,11.83,1
45,18000.0,1,2022-03-03T07:37:57.066Z,32.0,6695,137.514,D16,18009.0,16.799,0.8,32.0,2748339,13.236,1
46,6000.0,1,2022-03-03T07:42:32.664Z,33.0,6696,2.05,AGGRE44-1-LAMA215,5988.5,215.0,3.8,34.0,2775898,12.96,1
47,0.0,1,2022-03-03T07:45:29.578Z,33.0,6697,214.0,SPIGOLATORE,0.0,60.0,0.6,34.0,2793589,14.367,1
48,7000.0,1,2022-03-03T07:45:39.859Z,33.0,6697,214.0,SPIGOLATORE,7003.0,60.0,1.5,34.0,2794617,11.859,1
49,0.0,1,2022-03-03T07:45:52.149Z,33.0,6697,214.0,SPIGOLATORE,0.0,60.0,2.1,34.0,2795846,11.876,1
50,18000.0,1,2022-03-03T07:56:35.236Z,33.0,6699,137.514,D16,18002.0,16.799,0.7,32.0,2860153,13.494,1
51,6000.0,1,2022-03-03T08:01:18.784Z,34.0,6700,2.05,AGGRE44-1-LAMA215,5999.699,215.0,4.1,34.0,2888507,13.16,1
52,0.0,1,2022-03-03T08:04:21.739Z,34.0,6701,214.0,SPIGOLATORE,0.0,60.0,0.6,34.0,2906802,14.261,1
53,7000.0,1,2022-03-03T08:04:32.149Z,34.0,6701,214.0,SPIGOLATORE,7001.0,60.0,1.4,34.0,2907843,12.0,1
54,0.0,1,2022-03-03T08:04:44.429Z,34.0,6701,214.0,SPIGOLATORE,0.0,60.0,1.8,35.0,2909071,12.304,1
55,18000.0,1,2022-03-03T08:08:56.206Z,34.0,6703,137.514,D16,18002.0,16.799,0.8,34.0,2934248,13.435,1
56,6000.0,1,2022-03-03T08:13:40.663Z,34.0,6704,2.05,AGGRE44-1-LAMA215,5994.1,215.0,3.7,35.0,2962693,13.558,1
57,7000.0,1,2022-03-03T08:17:00.969Z,34.0,6705,214.0,SPIGOLATORE,6999.0,60.0,1.6,34.0,2982723,12.087,1
58,0.0,1,2022-03-03T08:17:13.249Z,34.0,6705,214.0,SPIGOLATORE,0.0,60.0,2.1,35.0,2983951,11.953,1
59,0.0,1,2022-03-03T08:16:50.648Z,34.0,6705,214.0,SPIGOLATORE,0.0,60.0,0.7,34.0,2981691,14.414,1
60,18000.0,1,2022-03-03T08:25:15.142Z,34.0,6707,137.514,D16,18000.0,16.799,0.6,33.0,3032139,13.494,1
61,6000.0,1,2022-03-03T08:30:08.650Z,34.0,6708,2.05,AGGRE44-1-LAMA215,5994.799,215.0,3.6,34.0,3061489,13.523,1
62,7000.0,1,2022-03-03T08:33:22.805Z,34.0,6709,214.0,SPIGOLATORE,6997.0,60.0,1.9,34.0,3080904,11.935,1
63,0.0,1,2022-03-03T08:33:12.405Z,34.0,6709,214.0,SPIGOLATORE,0.0,60.0,0.8,34.0,3079864,14.378,1
64,0.0,1,2022-03-03T08:33:35.035Z,34.0,6709,214.0,SPIGOLATORE,0.0,60.0,2.3,35.0,3082127,12.152,1
65,12000.0,1,2022-03-03T08:35:01.247Z,34.0,6710,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12003.0,4.0,2.8,36.0,3090748,13.892,1
66,18000.0,1,2022-03-03T08:49:59.961Z,34.0,6712,137.514,D16,18012.0,16.799,1.3,33.0,3180617,13.341,1
67,6000.0,1,2022-03-03T08:54:42.609Z,34.0,6713,2.05,AGGRE44-1-LAMA215,5992.699,215.0,3.3,35.0,3208881,13.617,1
68,0.0,1,2022-03-03T08:57:45.094Z,34.0,6714,214.0,SPIGOLATORE,0.0,60.0,0.6,35.0,3227129,14.396,1
69,7000.0,1,2022-03-03T08:57:56.694Z,34.0,6714,214.0,SPIGOLATORE,7005.0,60.0,1.7,35.0,3228289,11.964,1
70,0.0,1,2022-03-03T08:58:08.984Z,34.0,6714,214.0,SPIGOLATORE,0.0,60.0,2.0,35.0,3229518,11.917,1
71,18000.0,1,2022-03-03T09:04:00.374Z,34.0,6716,137.514,D16,18007.0,16.799,1.3,34.0,3264656,13.294,1
72,6000.0,1,2022-03-03T09:08:54.412Z,35.0,6717,2.05,AGGRE44-1-LAMA215,6002.5,215.0,3.3,35.0,3294059,13.541,1
73,0.0,1,2022-03-03T09:11:56.876Z,35.0,6718,214.0,SPIGOLATORE,0.0,60.0,0.7,35.0,3312305,14.501,1
74,7000.0,1,2022-03-03T09:12:08.547Z,35.0,6718,214.0,SPIGOLATORE,6999.0,60.0,2.0,35.0,3313472,11.8,1
75,0.0,1,2022-03-03T09:12:20.787Z,35.0,6718,214.0,SPIGOLATORE,0.0,60.0,2.2,35.0,3314696,12.269,1
76,18000.0,1,2022-03-03T09:15:54.273Z,35.0,6720,137.514,D16,18002.0,16.799,1.0,35.0,3336044,13.371,1
77,6000.0,1,2022-03-03T09:20:38.760Z,35.0,6721,2.05,AGGRE44-1-LAMA215,6002.5,215.0,3.6,36.0,3364492,13.693,1
78,0.0,1,2022-03-03T09:23:41.045Z,35.0,6722,214.0,SPIGOLATORE,0.0,60.0,0.7,35.0,3382720,14.501,1
79,0.0,1,2022-03-03T09:24:04.896Z,35.0,6722,214.0,SPIGOLATORE,0.0,60.0,2.5,36.0,3385105,11.707,1
80,7000.0,1,2022-03-03T09:23:52.715Z,35.0,6722,214.0,SPIGOLATORE,7001.0,60.0,2.0,35.0,3383887,12.011,1
81,18000.0,1,2022-03-04T01:14:44.570Z,26.0,6724,137.514,D16,18007.0,16.799,1.3,25.0,219366,13.482,1
82,6000.0,1,2022-03-04T01:19:52.363Z,26.0,6725,2.05,AGGRE44-1-LAMA215,5998.299,215.0,3.3,26.0,250145,13.617,1
83,0.0,1,2022-03-04T01:23:00.745Z,26.0,6726,214.0,SPIGOLATORE,0.0,60.0,0.6,26.0,268983,14.291,1
84,7000.0,1,2022-03-04T01:23:12.504Z,26.0,6726,214.0,SPIGOLATORE,6998.0,60.0,1.7,26.0,270159,12.029,1
85,0.0,1,2022-03-04T01:23:24.695Z,27.0,6726,214.0,SPIGOLATORE,0.0,60.0,2.1,27.0,271378,12.316,1
86,18000.0,1,2022-03-04T01:49:42.649Z,27.0,6728,137.514,D16,18000.0,16.799,1.1,26.0,429172,13.494,1
87,6000.0,1,2022-03-04T01:54:31.842Z,28.0,6729,2.05,AGGRE44-1-LAMA215,5998.299,215.0,3.7,28.0,458091,13.769,1
88,0.0,1,2022-03-04T01:57:35.484Z,28.0,6730,214.0,SPIGOLATORE,0.0,60.0,0.9,28.0,476455,14.291,1
89,7000.0,1,2022-03-04T01:57:47.034Z,28.0,6730,214.0,SPIGOLATORE,7000.0,60.0,2.2,28.0,477610,11.859,1
90,0.0,1,2022-03-04T01:57:59.194Z,28.0,6730,214.0,SPIGOLATORE,0.0,60.0,2.7,28.0,478826,11.783,1
91,18000.0,1,2022-03-04T02:00:19.265Z,28.0,6732,137.514,D16,18006.0,16.799,1.6,28.0,492833,13.312,1
92,6000.0,1,2022-03-04T02:05:26.338Z,29.0,6733,2.05,AGGRE44-1-LAMA215,5995.5,215.0,3.7,29.0,523540,13.523,1
93,0.0,1,2022-03-04T02:08:40.830Z,29.0,6734,214.0,SPIGOLATORE,0.0,60.0,0.8,29.0,542989,14.548,1
94,0.0,1,2022-03-04T02:09:04.670Z,29.0,6734,214.0,SPIGOLATORE,0.0,60.0,2.7,29.0,545373,12.257,1
95,7000.0,1,2022-03-04T02:08:52.390Z,29.0,6734,214.0,SPIGOLATORE,6996.0,60.0,1.9,29.0,544145,12.117,1
96,18000.0,1,2022-03-04T02:13:26.723Z,29.0,6736,137.514,D16,18004.0,16.799,1.2,29.0,571578,13.541,1
97,6000.0,1,2022-03-04T02:18:31.206Z,29.0,6737,2.05,AGGRE44-1-LAMA215,6001.1,215.0,3.2,30.0,602026,13.57,1
98,7000.0,1,2022-03-04T02:21:46.478Z,29.0,6738,214.0,SPIGOLATORE,7000.0,60.0,2.1,30.0,621553,12.164,1
99,0.0,1,2022-03-04T02:21:34.728Z,30.0,6738,214.0,SPIGOLATORE,0.0,60.0,0.8,30.0,620378,14.49,1
100,0.0,1,2022-03-04T02:21:58.638Z,29.0,6738,214.0,SPIGOLATORE,0.0,60.0,2.5,30.0,622769,11.859,1
101,18000.0,1,2022-03-04T02:28:22.352Z,29.0,6740,137.514,D16,18005.0,16.799,0.8,29.0,661140,13.511,1
102,18000.0,1,2022-03-04T02:35:19.346Z,30.0,6742,137.514,D16,17997.0,16.799,0.8,29.0,702839,13.523,1
103,6000.0,1,2022-03-04T02:39:45.339Z,30.0,6743,2.05,AGGRE44-1-LAMA215,5996.199,215.0,5.0,31.0,729438,13.447,1
104,0.0,1,2022-03-04T02:51:08.916Z,29.0,6744,214.0,SPIGOLATORE,0.0,60.0,0.7,28.0,797795,14.302,1
105,7000.0,1,2022-03-04T02:51:21.086Z,29.0,6744,214.0,SPIGOLATORE,7002.0,60.0,1.6,29.0,799012,11.83,1
106,0.0,1,2022-03-04T02:51:33.386Z,29.0,6744,214.0,SPIGOLATORE,0.0,60.0,2.1,29.0,800242,12.117,1
107,18000.0,1,2022-03-04T02:55:47.188Z,30.0,6746,137.514,D16,18004.0,16.799,1.3,29.0,825622,13.435,1
108,6000.0,1,2022-03-04T03:00:25.121Z,30.0,6747,2.05,AGGRE44-1-LAMA215,5996.899,215.0,4.2,31.0,853415,13.675,1
109,0.0,1,2022-03-04T03:03:14.833Z,30.0,6748,214.0,SPIGOLATORE,0.0,60.0,0.8,30.0,870386,14.46,1
110,7000.0,1,2022-03-04T03:03:26.373Z,30.0,6748,214.0,SPIGOLATORE,6997.0,60.0,1.8,31.0,871540,12.041,1
111,0.0,1,2022-03-04T03:03:38.573Z,30.0,6748,214.0,SPIGOLATORE,0.0,60.0,2.4,31.0,872760,11.964,1
112,18000.0,1,2022-03-04T03:06:58.025Z,30.0,6750,137.514,D16,18007.0,16.799,0.6,30.0,892705,13.371,1
113,6000.0,1,2022-03-04T03:11:28.988Z,31.0,6751,2.05,AGGRE44-1-LAMA215,5994.1,215.0,4.1,31.0,919801,13.523,1
114,0.0,1,2022-03-04T03:14:10.889Z,31.0,6752,214.0,SPIGOLATORE,0.0,60.0,0.8,31.0,935991,14.273,1
115,7000.0,1,2022-03-04T03:14:22.540Z,31.0,6752,214.0,SPIGOLATORE,7000.0,60.0,2.1,32.0,937156,11.935,1
116,0.0,1,2022-03-04T03:14:34.790Z,31.0,6752,214.0,SPIGOLATORE,0.0,60.0,2.8,32.0,938381,11.953,1
117,18000.0,1,2022-03-04T03:28:48.028Z,30.0,6754,137.514,D16,17992.0,16.799,0.7,29.0,1023704,13.617,1
118,6000.0,1,2022-03-04T03:33:46.381Z,31.0,6755,2.05,AGGRE44-1-LAMA215,6003.899,215.0,3.6,31.0,1053539,13.511,1
119,0.0,1,2022-03-04T03:47:05.919Z,30.0,6756,214.0,SPIGOLATORE,0.0,60.0,0.9,29.0,1133492,14.46,1
120,7000.0,1,2022-03-04T03:47:18.110Z,30.0,6756,214.0,SPIGOLATORE,7001.0,60.0,2.3,29.0,1134711,11.964,1
121,0.0,1,2022-03-04T03:47:30.270Z,30.0,6756,214.0,SPIGOLATORE,0.0,60.0,2.9,30.0,1135927,12.228,1
122,18000.0,1,2022-03-04T03:55:24.495Z,30.0,6758,137.514,D16,18017.0,16.799,0.8,29.0,1183349,13.283,1
123,6000.0,1,2022-03-04T04:00:23.928Z,31.0,6759,2.05,AGGRE44-1-LAMA215,5996.899,215.0,3.2,31.0,1213292,12.99,1
124,0.0,1,2022-03-04T04:03:32.340Z,31.0,6760,214.0,SPIGOLATORE,0.0,60.0,0.7,31.0,1232133,14.613,1
125,7000.0,1,2022-03-04T04:03:44.110Z,31.0,6760,214.0,SPIGOLATORE,7001.0,60.0,1.9,31.0,1233310,11.964,1
126,0.0,1,2022-03-04T04:03:56.390Z,31.0,6760,214.0,SPIGOLATORE,0.0,60.0,2.2,31.0,1234538,12.152,1
127,18000.0,1,2022-03-04T04:11:43.575Z,31.0,6762,137.514,D16,17994.0,16.799,0.6,30.0,1281256,13.417,1
128,6000.0,1,2022-03-04T04:16:53.708Z,31.0,6763,2.05,AGGRE44-1-LAMA215,5993.399,215.0,6.1,31.0,1312269,13.664,1
129,0.0,1,2022-03-04T06:25:52.177Z,0.0,6765,,,0.0,,,0.0,2086108,7.54,
130,0.0,1,2022-03-04T06:42:51.818Z,0.0,6769,,,0.0,,,0.0,2188071,7.493,
131,0.0,1,2022-03-04T06:54:07.985Z,0.0,6773,,,0.0,,,0.0,2255687,7.54,
132,0.0,1,2022-03-04T07:17:38.039Z,0.0,6777,,,0.0,,,0.0,2396691,7.461,
133,0.0,1,2022-03-04T07:30:44.238Z,0.0,6781,,,0.0,,,0.0,2475310,7.414,
134,0.0,1,2022-03-04T07:49:47.549Z,0.0,6785,,,0.0,,,0.0,2589640,7.351,
135,0.0,1,2022-03-04T08:33:09.046Z,0.0,6789,,,0.0,,,0.0,2849787,7.461,
136,0.0,1,2022-03-04T08:45:40.904Z,0.0,6793,,,0.0,,,0.0,2924972,7.242,
137,0.0,1,2022-03-05T02:21:23.379Z,0.0,6796,,,0.0,,,0.0,665014,7.493,
138,0.0,1,2022-03-05T02:41:31.837Z,0.0,6800,,,0.0,,,0.0,785858,7.383,
139,0.0,1,2022-03-05T03:07:40.581Z,0.0,6803,,,0.0,,,0.0,942730,7.43,
140,0.0,1,2022-03-05T03:32:46.464Z,0.0,6807,,,0.0,,,0.0,1093316,7.4,
141,0.0,1,2022-03-05T04:17:21.005Z,0.0,6811,,,0.0,,,0.0,1360766,7.493,
142,0.0,1,2022-03-07T02:09:33.500Z,0.0,6815,,,0.0,,,0.0,679184,7.446,
143,0.0,1,2022-03-07T02:13:33.463Z,0.0,6817,1.0,LAINTEST,0.0,50.0,,0.0,703180,20.145,19
144,0.0,1,2022-03-07T03:16:22.972Z,0.0,6820,1.0,LAINTEST,0.0,50.0,,0.0,1080126,20.174,19
145,0.0,1,2022-03-07T03:27:26.931Z,0.0,6821,,,0.0,,,0.0,1146521,7.43,
146,0.0,1,2022-03-07T03:37:04.288Z,0.0,6823,,,0.0,,,0.0,1204256,7.461,
147,0.0,1,2022-03-07T03:39:26.330Z,0.0,6825,1.0,LAINTEST,0.0,50.0,,0.0,1218460,20.295,19
148,0.0,1,2022-03-07T03:43:58.214Z,0.0,6827,1.0,LAINTEST,0.0,50.0,,0.0,1245648,20.264,19
149,0.0,1,2022-03-07T04:01:35.098Z,0.0,6829,,,0.0,,,0.0,1351335,7.414,
150,0.0,1,2022-03-07T04:04:57.160Z,0.0,6831,1.0,LAINTEST,0.0,50.0,,0.0,1371541,20.145,19
151,0.0,1,2022-03-07T04:09:26.524Z,0.0,6833,1.0,LAINTEST,0.0,50.0,,0.0,1398477,20.1,19
152,0.0,1,2022-03-07T04:17:02.920Z,0.0,6835,,,0.0,,,0.0,1444116,7.414,
153,0.0,1,2022-03-07T04:19:46.702Z,0.0,6837,1.0,LAINTEST,0.0,50.0,,0.0,1460494,20.205,19
154,0.0,1,2022-03-07T04:24:15.816Z,0.0,6839,1.0,LAINTEST,0.0,50.0,,0.0,1487405,20.309,19
155,0.0,1,2022-03-07T04:36:41.506Z,0.0,6841,,,0.0,,,0.0,1561973,7.367,
156,0.0,1,2022-03-07T04:40:46.599Z,0.0,6843,,,0.0,,,0.0,1586482,7.477,
157,0.0,1,2022-03-07T04:43:28.681Z,0.0,6845,1.0,LAINTEST,0.0,50.0,,0.0,1602690,20.145,19
158,0.0,1,2022-03-07T04:47:34.044Z,0.0,6847,1.0,LAINTEST,0.0,50.0,,0.0,1627226,20.145,19
159,0.0,1,2022-03-07T08:13:16.540Z,0.0,6849,,,0.0,,,0.0,2861459,7.461,
160,0.0,1,2022-03-07T08:20:06.345Z,0.0,6853,1.0,LAINTEST,0.0,50.0,,0.0,2902439,20.28,19
161,0.0,1,2022-03-07T08:25:14.909Z,0.0,6855,1.0,LAINTEST,0.0,50.0,,0.0,2933295,20.415,19
162,0.0,1,2022-03-07T09:06:03.232Z,0.0,6857,,,0.0,,,0.0,3178124,7.524,
163,0.0,1,2022-03-07T10:10:04.833Z,0.0,6866,1.0,LAINTEST,0.0,50.0,,0.0,3562279,20.355,19
164,0.0,1,2022-03-07T10:14:28.617Z,0.0,6868,1.0,LAINTEST,0.0,50.0,,0.0,3588657,20.145,19
165,0.0,1,2022-03-08T00:36:51.441Z,0.0,6870,,,0.0,,,0.0,222702,7.493,
166,0.0,1,2022-03-08T00:38:51.963Z,0.0,6870,,,0.0,,,0.0,234754,3.094,
167,0.0,1,2022-03-08T00:40:51.874Z,0.0,6870,,,0.0,,,0.0,246745,2.874,
168,0.0,1,2022-03-08T00:47:51.581Z,0.0,6872,,,0.0,,,0.0,288715,7.4,
169,0.0,1,2022-03-08T00:49:52.082Z,0.0,6872,,,0.0,,,0.0,300765,2.827,
170,0.0,1,2022-03-08T00:51:52.004Z,0.0,6872,,,0.0,,,0.0,312757,2.764,
171,0.0,1,2022-03-08T00:59:48.271Z,0.0,6874,,,0.0,,,0.0,360383,7.414,
172,0.0,1,2022-03-08T01:01:48.823Z,0.0,6874,,,0.0,,,0.0,372438,2.747,
173,0.0,1,2022-03-08T01:03:48.755Z,0.0,6874,,,0.0,,,0.0,384431,2.653,
174,0.0,1,2022-03-08T01:10:37.381Z,0.0,6876,,,0.0,,,0.0,425293,7.226,
175,0.0,1,2022-03-08T01:12:37.903Z,0.0,6876,,,0.0,,,0.0,437345,2.637,
176,0.0,1,2022-03-08T01:14:37.835Z,0.0,6876,,,0.0,,,0.0,449338,2.637,
177,0.0,1,2022-03-08T04:06:05.958Z,0.0,6898,1.0,LAINTEST,0.0,50.0,,0.0,1478134,20.264,19
178,0.0,1,2022-03-08T04:08:37.061Z,0.0,6900,1.0,LAINTEST,0.0,50.0,,0.0,1493244,20.145,19
179,0.0,1,2022-03-08T04:26:54.869Z,0.0,6902,,,0.0,,,0.0,1603023,7.4,
180,0.0,1,2022-03-08T04:50:55.722Z,0.0,6904,,,0.0,,,0.0,1747106,7.414,
181,0.0,1,2022-03-08T04:53:49.325Z,0.0,6906,1.0,LAINTEST,0.0,50.0,,0.0,1764466,20.129,19
182,0.0,1,2022-03-08T04:57:11.878Z,0.0,6908,1.0,LAINTEST,0.0,50.0,,0.0,1784721,20.385,19
183,0.0,1,2022-03-08T06:43:29.202Z,0.0,6909,,,0.0,,,0.0,2422443,7.351,
184,0.0,1,2022-03-08T06:46:41.005Z,0.0,6911,,,0.0,,,0.0,2441623,7.461,
185,0.0,1,2022-03-08T06:49:54.538Z,0.0,6913,1.0,LAINTEST,0.0,50.0,,0.0,2460976,20.34,19
186,0.0,1,2022-03-08T06:52:57.181Z,0.0,6915,1.0,LAINTEST,0.0,50.0,,0.0,2479240,20.219,19
187,0.0,1,2022-03-08T07:07:53.216Z,0.0,6917,,,0.0,,,0.0,2568842,7.4,
188,0.0,1,2022-03-08T07:11:11.549Z,0.0,6919,1.0,LAINTEST,0.0,50.0,,0.0,2588675,20.145,19
189,0.0,1,2022-03-08T07:14:12.942Z,0.0,6921,1.0,LAINTEST,0.0,50.0,,0.0,2606814,20.115,19
190,0.0,1,2022-03-08T07:19:07.887Z,0.0,6923,,,0.0,,,0.0,2636308,7.446,
191,0.0,1,2022-03-08T07:22:10.700Z,0.0,6925,1.0,LAINTEST,0.0,50.0,,0.0,2654589,20.145,19
192,0.0,1,2022-03-08T07:24:57.032Z,0.0,6927,1.0,LAINTEST,0.0,50.0,,0.0,2671222,20.235,19
193,0.0,1,2022-03-08T07:32:35.270Z,0.0,6929,,,0.0,,,0.0,2717045,7.4,
194,0.0,1,2022-03-08T07:35:39.243Z,0.0,6931,1.0,LAINTEST,0.0,50.0,,0.0,2735442,20.355,19
195,0.0,1,2022-03-08T07:38:36.246Z,0.0,6933,1.0,LAINTEST,0.0,50.0,,0.0,2753142,20.235,19
196,0.0,1,2022-03-08T07:52:08.199Z,0.0,6936,,,0.0,,,0.0,2834336,7.351,
197,0.0,1,2022-03-08T07:55:53.863Z,0.0,6938,1.0,LAINTEST,0.0,50.0,,0.0,2856902,20.264,19
198,0.0,1,2022-03-08T07:58:55.786Z,0.0,6940,1.0,LAINTEST,0.0,50.0,,0.0,2875094,20.145,19
199,0.0,1,2022-03-08T08:19:06.437Z,0.0,6942,,,0.0,,,0.0,32257,7.43,
200,0.0,1,2022-03-08T08:34:37.132Z,0.0,6946,,,0.0,,,0.0,125325,7.446,
201,0.0,1,2022-03-08T08:57:46.055Z,0.0,6950,,,0.0,,,0.0,264215,7.414,
202,0.0,1,2022-03-08T09:17:04.804Z,0.0,6954,,,0.0,,,0.0,380088,7.43,
203,0.0,1,2022-03-08T09:35:39.042Z,0.0,6958,,,0.0,,,0.0,491510,7.508,
204,0.0,1,2022-03-08T11:42:30.733Z,0.0,6962,,,0.0,,,0.0,208303,7.446,
205,0.0,1,2022-03-08T11:52:24.593Z,0.0,6964,,,0.0,,,0.0,267688,7.446,
206,0.0,1,2022-03-09T02:32:07.935Z,0.0,6974,1.0,LAINTEST,0.0,50.0,,0.0,821949,20.34,19
207,0.0,1,2022-03-09T02:33:57.227Z,0.0,6975,1.0,LAINTEST,0.0,50.0,,0.0,832878,20.219,19
208,0.0,1,2022-03-09T02:38:03.021Z,0.0,6977,1.0,LAINTEST,0.0,50.0,,0.0,857457,20.25,19
209,0.0,1,2022-03-09T02:39:58.113Z,0.0,6978,1.0,LAINTEST,0.0,50.0,,0.0,868966,20.28,19
210,0.0,1,2022-03-09T02:53:57.396Z,0.0,6980,1.0,LAINTEST,0.0,50.0,,0.0,952893,20.145,19
211,0.0,1,2022-03-09T02:54:22.796Z,0.0,6981,1.0,LAINTEST,0.0,50.0,,0.0,955433,20.115,19
212,0.0,1,2022-03-09T03:01:27.453Z,0.0,6984,1.0,LAINTEST,0.0,50.0,,0.0,997898,20.309,19
213,0.0,1,2022-03-09T03:02:52.024Z,0.0,6985,1.0,LAINTEST,0.0,50.0,,0.0,1006355,20.355,19
214,0.0,1,2022-03-09T03:21:24.392Z,0.0,6987,1.0,LAINTEST,0.0,50.0,,0.0,1117590,20.355,19
