,rpmSetPoint,statoRot,@timestamp,bearingsCelsius,idChiave,LUNG,UTE,spindleRpm,DIAM,VibromPeak,statorCelsius,ist_acc,CurrentPeak,numTP
8480,0.0,1,2022-05-23T04:34:43.955Z,0.0,16403,1.0,LAINTEST,0.0,50.0,,0.0,1551120,20.205,19
8481,0.0,1,2022-05-23T04:40:04.298Z,0.0,16404,1.0,LAINTEST,0.0,50.0,,0.0,1583154,20.084,19
8482,0.0,1,2022-05-23T04:44:46.789Z,0.0,16407,1.0,LAINTEST,0.0,50.0,,0.0,1611403,20.295,19
8483,0.0,1,2022-05-23T04:50:07.311Z,0.0,16408,1.0,LAINTEST,0.0,50.0,,0.0,1643455,20.295,19
8484,0.0,1,2022-05-23T06:11:35.564Z,0.0,16411,1.0,LAINTEST,0.0,50.0,,0.0,2132277,20.28,19
8485,0.0,1,2022-05-23T06:16:55.976Z,0.0,16412,1.0,LAINTEST,0.0,50.0,,0.0,2164318,20.235,19
8486,0.0,1,2022-05-23T06:22:26.048Z,0.0,16415,1.0,LAINTEST,0.0,50.0,,0.0,2197325,20.309,19
8487,0.0,1,2022-05-23T06:27:46.511Z,0.0,16416,1.0,LAINTEST,0.0,50.0,,0.0,2229371,20.145,19
8488,0.0,1,2022-05-23T06:33:03.283Z,0.0,16419,1.0,LAINTEST,0.0,50.0,,0.0,2261048,20.1,19
8489,0.0,1,2022-05-23T06:38:23.805Z,0.0,16420,1.0,LAINTEST,0.0,50.0,,0.0,2293100,20.295,19
8490,0.0,1,2022-05-23T06:44:28.847Z,0.0,16423,1.0,LAINTEST,0.0,50.0,,0.0,2329604,20.28,19
8491,0.0,1,2022-05-23T06:49:49.519Z,0.0,16424,1.0,LAINTEST,0.0,50.0,,0.0,2361671,20.415,19
8492,0.0,1,2022-05-23T06:55:06.821Z,0.0,16427,1.0,LAINTEST,0.0,50.0,,0.0,2393401,20.129,19
8493,0.0,1,2022-05-23T07:00:27.354Z,0.0,16428,1.0,LAINTEST,0.0,50.0,,0.0,2425454,20.25,19
8494,0.0,1,2022-05-23T07:05:19.376Z,0.0,16431,1.0,LAINTEST,0.0,50.0,,0.0,2454656,20.235,19
8495,0.0,1,2022-05-23T07:10:40.018Z,0.0,16432,1.0,LAINTEST,0.0,50.0,,0.0,2486720,20.129,19
8496,0.0,1,2022-05-23T07:15:52.930Z,0.0,16435,1.0,LAINTEST,0.0,50.0,,0.0,2518011,20.205,19
8497,0.0,1,2022-05-23T07:21:13.432Z,0.0,16436,1.0,LAINTEST,0.0,50.0,,0.0,2550061,20.34,19
8498,0.0,1,2022-05-23T07:25:58.114Z,0.0,16438,1.0,LAINTEST,0.0,50.0,,0.0,2578529,20.37,19
8499,0.0,1,2022-05-23T07:31:18.736Z,0.0,16439,1.0,LAINTEST,0.0,50.0,,0.0,2610591,20.264,19
8500,0.0,1,2022-05-23T07:37:20.729Z,0.0,16441,1.0,LAINTEST,0.0,50.0,,0.0,2646790,20.309,19
8501,0.0,1,2022-05-23T07:42:41.151Z,0.0,16442,1.0,LAINTEST,0.0,50.0,,0.0,2678832,20.235,19
8502,0.0,1,2022-05-23T07:48:08.933Z,0.0,16445,1.0,LAINTEST,0.0,50.0,,0.0,2711610,20.235,19
8503,0.0,1,2022-05-23T07:53:29.415Z,0.0,16446,1.0,LAINTEST,0.0,50.0,,0.0,2743658,20.145,19
8504,0.0,1,2022-05-23T08:05:23.120Z,0.0,16448,1.0,LAINTEST,0.0,50.0,,0.0,2815028,20.219,19
8505,0.0,1,2022-05-23T08:10:43.492Z,0.0,16449,1.0,LAINTEST,0.0,50.0,,0.0,2847065,20.174,19
8506,0.0,1,2022-05-23T08:16:20.204Z,0.0,16452,1.0,LAINTEST,0.0,50.0,,0.0,2880736,20.145,19
8507,0.0,1,2022-05-23T08:21:40.827Z,0.0,16453,1.0,LAINTEST,0.0,50.0,,0.0,2912798,20.205,19
8508,0.0,1,2022-05-23T08:26:56.909Z,0.0,16456,1.0,LAINTEST,0.0,50.0,,0.0,2944406,20.4,19
8509,0.0,1,2022-05-23T08:33:23.941Z,0.0,16457,1.0,LAINTEST,0.0,50.0,,0.0,2983109,20.25,19
8510,0.0,1,2022-05-23T08:38:48.334Z,0.0,16460,1.0,LAINTEST,0.0,50.0,,0.0,3015548,20.205,19
8511,0.0,1,2022-05-23T08:44:08.966Z,0.0,16461,1.0,LAINTEST,0.0,50.0,,0.0,3047611,20.4,19
8512,0.0,1,2022-05-23T08:48:45.578Z,0.0,16464,1.0,LAINTEST,0.0,50.0,,0.0,3075272,20.219,19
8513,0.0,1,2022-05-23T08:54:06.130Z,0.0,16465,1.0,LAINTEST,0.0,50.0,,0.0,3107327,20.235,19
8514,0.0,1,2022-05-23T08:58:48.322Z,0.0,16468,1.0,LAINTEST,0.0,50.0,,0.0,3135546,20.37,19
8515,0.0,1,2022-05-23T09:04:08.944Z,0.0,16469,1.0,LAINTEST,0.0,50.0,,0.0,3167608,20.16,19
8516,0.0,1,2022-05-23T09:08:47.326Z,0.0,16472,1.0,LAINTEST,0.0,50.0,,0.0,3195446,20.145,19
8517,0.0,1,2022-05-23T09:14:07.918Z,0.0,16473,1.0,LAINTEST,0.0,50.0,,0.0,3227505,20.205,19
8518,0.0,1,2022-05-23T09:18:48.320Z,0.0,16476,1.0,LAINTEST,0.0,50.0,,0.0,3255545,20.235,19
8519,0.0,1,2022-05-23T09:24:09.022Z,0.0,16477,1.0,LAINTEST,0.0,50.0,,0.0,3287615,20.219,19
8520,0.0,1,2022-05-23T09:29:15.594Z,0.0,16480,1.0,LAINTEST,0.0,50.0,,0.0,3318272,20.235,19
8521,0.0,1,2022-05-23T09:34:36.056Z,0.0,16481,1.0,LAINTEST,0.0,50.0,,0.0,3350318,20.174,19
8522,0.0,1,2022-05-23T09:39:21.348Z,0.0,16484,1.0,LAINTEST,0.0,50.0,,0.0,3378847,20.34,19
8523,0.0,1,2022-05-23T09:44:41.860Z,0.0,16485,1.0,LAINTEST,0.0,50.0,,0.0,3410898,20.129,19
8524,0.0,1,2022-05-23T09:49:23.732Z,0.0,16488,1.0,LAINTEST,0.0,50.0,,0.0,3439085,20.174,19
8525,0.0,1,2022-05-23T09:54:44.234Z,0.0,16489,1.0,LAINTEST,0.0,50.0,,0.0,3471135,20.129,19
8526,0.0,1,2022-05-23T09:59:31.966Z,0.0,16492,1.0,LAINTEST,0.0,50.0,,0.0,3499908,20.205,19
8527,0.0,1,2022-05-23T10:04:52.448Z,0.0,16493,1.0,LAINTEST,0.0,50.0,,0.0,3531956,20.145,19
8528,0.0,1,2022-05-23T10:09:43.000Z,0.0,16496,1.0,LAINTEST,0.0,50.0,,0.0,3561011,20.145,19
8529,0.0,1,2022-05-23T10:15:03.582Z,0.0,16497,1.0,LAINTEST,0.0,50.0,,0.0,3593069,20.25,19
8530,0.0,1,2022-05-24T01:07:31.589Z,0.0,16500,1.0,LAINTEST,0.0,50.0,,0.0,295682,20.205,19
8531,0.0,1,2022-05-24T01:12:52.404Z,0.0,16501,1.0,LAINTEST,0.0,50.0,,0.0,327763,20.235,19
8532,0.0,1,2022-05-24T01:19:10.379Z,0.0,16504,1.0,LAINTEST,0.0,50.0,,0.0,365560,20.235,19
8533,0.0,1,2022-05-24T01:24:31.024Z,0.0,16505,1.0,LAINTEST,0.0,50.0,,0.0,397624,20.28,19
8534,0.0,1,2022-05-24T02:31:03.922Z,0.0,16508,1.0,LAINTEST,0.0,50.0,,0.0,107312,20.235,19
8535,0.0,1,2022-05-24T02:36:24.488Z,0.0,16509,1.0,LAINTEST,0.0,50.0,,0.0,139368,20.25,19
8536,0.0,1,2022-05-24T02:44:23.386Z,0.0,16511,1.0,LAINTEST,0.0,50.0,,0.0,187257,20.34,19
8537,0.0,1,2022-05-24T02:49:43.842Z,0.0,16512,1.0,LAINTEST,0.0,50.0,,0.0,219302,20.295,19
8538,0.0,1,2022-05-24T02:58:31.681Z,0.0,16515,1.0,LAINTEST,0.0,50.0,,0.0,272085,20.34,19
8539,0.0,1,2022-05-24T03:03:52.336Z,0.0,16516,1.0,LAINTEST,0.0,50.0,,0.0,304150,20.264,19
8540,0.0,1,2022-05-24T03:10:00.553Z,0.0,16519,1.0,LAINTEST,0.0,50.0,,0.0,340971,20.295,19
8541,0.0,1,2022-05-24T03:15:21.198Z,0.0,16520,1.0,LAINTEST,0.0,50.0,,0.0,373035,20.16,19
8542,0.0,1,2022-05-24T03:21:18.014Z,0.0,16523,1.0,LAINTEST,0.0,50.0,,0.0,408716,20.235,19
8543,0.0,1,2022-05-24T03:26:38.610Z,0.0,16524,1.0,LAINTEST,0.0,50.0,,0.0,440775,20.205,19
8544,0.0,1,2022-05-24T03:31:55.405Z,0.0,16527,1.0,LAINTEST,0.0,50.0,,0.0,472454,20.145,19
8545,0.0,1,2022-05-24T03:37:15.871Z,0.0,16528,1.0,LAINTEST,0.0,50.0,,0.0,504500,20.16,19
8546,0.0,1,2022-05-24T03:42:41.887Z,0.0,16531,1.0,LAINTEST,0.0,50.0,,0.0,537101,20.295,19
8547,0.0,1,2022-05-24T03:48:02.362Z,0.0,16532,1.0,LAINTEST,0.0,50.0,,0.0,569148,20.1,19
8548,0.0,1,2022-05-24T03:53:01.337Z,0.0,16535,1.0,LAINTEST,0.0,50.0,,0.0,599045,20.295,19
8549,0.0,1,2022-05-24T03:58:21.653Z,0.0,16536,1.0,LAINTEST,0.0,50.0,,0.0,631076,20.145,19
8550,0.0,1,2022-05-24T04:03:25.988Z,0.0,16539,1.0,LAINTEST,0.0,50.0,,0.0,661509,20.34,19
8551,0.0,1,2022-05-24T04:08:46.464Z,0.0,16540,1.0,LAINTEST,0.0,50.0,,0.0,693556,20.264,19
8552,0.0,1,2022-05-24T04:18:07.374Z,0.0,16542,1.0,LAINTEST,0.0,50.0,,0.0,749646,20.235,19
8553,0.0,1,2022-05-24T04:23:27.769Z,0.0,16543,1.0,LAINTEST,0.0,50.0,,0.0,781685,20.219,19
8554,0.0,1,2022-05-24T04:40:54.007Z,0.0,16554,1.0,LAINTEST,0.0,50.0,,0.0,886307,20.16,19
8555,0.0,1,2022-05-24T04:46:14.573Z,0.0,16555,1.0,LAINTEST,0.0,50.0,,0.0,918363,20.25,19
8556,0.0,1,2022-05-24T06:09:52.131Z,0.0,16558,1.0,LAINTEST,0.0,50.0,,0.0,1420110,20.264,19
8557,0.0,1,2022-05-24T06:15:17.597Z,0.0,16559,1.0,LAINTEST,0.0,50.0,,0.0,1452656,20.174,19
8558,0.0,1,2022-05-24T06:19:38.411Z,0.0,16562,1.0,LAINTEST,0.0,50.0,,0.0,1478737,20.25,19
8559,0.0,1,2022-05-24T09:39:28.386Z,0.0,16571,1.0,LAINTEST,0.0,50.0,,0.0,327527,20.205,19
8560,0.0,1,2022-05-24T09:44:51.111Z,0.0,16572,1.0,LAINTEST,0.0,50.0,,0.0,359799,20.34,19
8561,0.0,1,2022-05-24T09:59:35.007Z,0.0,16575,1.0,LAINTEST,0.0,50.0,,0.0,448187,20.25,19
8562,0.0,1,2022-05-24T10:04:55.333Z,0.0,16576,1.0,LAINTEST,0.0,50.0,,0.0,480219,20.295,19
8563,0.0,1,2022-05-24T10:13:23.552Z,0.0,16579,1.0,LAINTEST,0.0,50.0,,0.0,531040,20.235,19
8564,0.0,1,2022-05-24T10:18:43.587Z,0.0,16580,1.0,LAINTEST,0.0,50.0,,0.0,563043,20.355,19
8565,0.0,1,2022-05-24T10:27:08.556Z,0.0,16583,1.0,LAINTEST,0.0,50.0,,0.0,613539,20.34,19
8566,0.0,1,2022-05-24T10:32:28.562Z,0.0,16584,1.0,LAINTEST,0.0,50.0,,0.0,645539,20.34,19
8567,0.0,1,2022-05-24T10:47:01.857Z,0.0,16589,1.0,LAINTEST,0.0,50.0,,0.0,732867,20.145,19
8568,0.0,1,2022-05-24T10:52:21.763Z,0.0,16590,1.0,LAINTEST,0.0,50.0,,0.0,764857,20.25,19
8569,0.0,1,2022-05-24T10:55:47.316Z,0.0,16593,1.0,LAINTEST,0.0,50.0,,0.0,785412,20.235,19
8570,0.0,1,2022-05-24T11:01:07.302Z,0.0,16594,1.0,LAINTEST,0.0,50.0,,0.0,817410,20.219,19
8571,0.0,1,2022-05-24T11:11:01.362Z,0.0,16597,1.0,LAINTEST,0.0,50.0,,0.0,876815,20.174,19
8572,0.0,1,2022-05-24T11:16:21.268Z,0.0,16598,1.0,LAINTEST,0.0,50.0,,0.0,908805,20.174,19
8573,0.0,1,2022-05-24T11:23:41.536Z,0.0,16602,1.0,LAINTEST,0.0,50.0,,0.0,952831,20.219,19
8574,0.0,1,2022-05-24T11:29:01.531Z,0.0,16603,1.0,LAINTEST,0.0,50.0,,0.0,984830,20.205,19
8575,0.0,1,2022-05-24T11:37:51.871Z,0.0,16607,1.0,LAINTEST,0.0,50.0,,0.0,1037863,20.145,19
8576,0.0,1,2022-05-24T11:43:11.916Z,0.0,16608,1.0,LAINTEST,0.0,50.0,,0.0,1069867,20.1,19
8577,0.0,1,2022-05-24T11:47:19.041Z,0.0,16611,1.0,LAINTEST,0.0,50.0,,0.0,1094579,20.16,19
8578,0.0,1,2022-05-24T11:52:56.817Z,0.0,16612,1.0,LAINTEST,0.0,50.0,,0.0,1128356,20.129,19
8579,0.0,1,2022-05-24T12:32:57.989Z,0.0,16615,1.0,LAINTEST,0.0,50.0,,0.0,1368469,20.145,19
8580,0.0,1,2022-05-24T12:38:17.904Z,0.0,16616,1.0,LAINTEST,0.0,50.0,,0.0,1400460,20.235,19
8581,0.0,1,2022-05-25T01:15:56.816Z,0.0,16621,1.0,LAINTEST,0.0,50.0,,0.0,354695,20.25,19
8582,0.0,1,2022-05-25T01:21:17.011Z,0.0,16622,1.0,LAINTEST,0.0,50.0,,0.0,386714,20.235,19
8583,0.0,1,2022-05-25T01:25:27.975Z,0.0,16625,1.0,LAINTEST,0.0,50.0,,0.0,411810,20.219,19
8584,0.0,1,2022-05-25T01:30:48.119Z,0.0,16626,1.0,LAINTEST,0.0,50.0,,0.0,443824,20.28,19
8585,0.0,1,2022-05-25T01:53:57.390Z,0.0,16629,1.0,LAINTEST,0.0,50.0,,0.0,582749,20.16,19
8586,0.0,1,2022-05-25T02:04:10.660Z,0.0,16633,1.0,LAINTEST,0.0,50.0,,0.0,644075,20.385,19
8587,0.0,1,2022-05-25T02:09:30.685Z,0.0,16634,1.0,LAINTEST,0.0,50.0,,0.0,676077,20.37,19
8588,0.0,1,2022-05-25T02:13:52.839Z,0.0,16637,1.0,LAINTEST,0.0,50.0,,0.0,702292,20.309,19
8589,0.0,1,2022-05-25T02:29:44.764Z,0.0,16640,1.0,LAINTEST,0.0,50.0,,0.0,797483,20.34,19
8590,0.0,1,2022-05-25T02:35:37.949Z,0.0,16641,1.0,LAINTEST,0.0,50.0,,0.0,832801,20.34,19
8591,18000.0,1,2022-05-23T04:03:43.203Z,36.0,16390,134.427,19MM_ROUT,18007.0,19.4,1.0,38.0,1365046,13.464,1
8592,12000.0,1,2022-05-23T04:11:43.396Z,36.0,16393,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11996.0,4.0,0.8,36.0,1413065,13.951,1
8593,18000.0,1,2022-05-23T04:13:30.867Z,36.0,16394,134.427,19MM_ROUT,18004.0,19.4,0.6,38.0,1423812,13.341,1
8594,12000.0,1,2022-05-23T04:21:34.690Z,36.0,16397,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11998.0,4.0,1.1,36.0,1472194,13.833,1
8595,18000.0,1,2022-05-23T04:23:20.201Z,37.0,16398,134.427,19MM_ROUT,17990.0,19.4,0.8,39.0,1482745,13.312,1
8596,12000.0,1,2022-05-23T04:31:20.974Z,37.0,16401,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11993.0,4.0,1.2,37.0,1530822,13.816,1
8597,18000.0,1,2022-05-23T04:33:11.755Z,37.0,16402,134.427,19MM_ROUT,17991.0,19.4,0.7,39.0,1541900,13.447,1
8598,12000.0,1,2022-05-23T04:41:14.948Z,37.0,16405,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12009.0,4.0,1.0,37.0,1590219,13.57,1
8599,18000.0,1,2022-05-23T04:43:14.209Z,37.0,16406,134.427,19MM_ROUT,18002.0,19.4,1.0,39.0,1602145,13.417,1
8600,12000.0,1,2022-05-23T04:51:22.742Z,37.0,16409,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12002.0,4.0,0.8,37.0,1650998,13.664,1
8601,18000.0,1,2022-05-23T06:08:51.853Z,33.0,16410,134.427,19MM_ROUT,18009.0,19.4,1.0,32.0,2115906,13.464,1
8602,12000.0,1,2022-05-23T06:18:23.537Z,34.0,16413,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11991.0,4.0,1.0,34.0,2173074,13.769,1
8603,18000.0,1,2022-05-23T06:20:54.168Z,35.0,16414,134.427,19MM_ROUT,18002.0,19.4,0.6,36.0,2188137,12.99,1
8604,12000.0,1,2022-05-23T06:29:21.701Z,35.0,16417,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11997.0,4.0,0.9,35.0,2238890,13.722,1
8605,18000.0,1,2022-05-23T06:31:29.502Z,36.0,16418,134.427,19MM_ROUT,18007.0,19.4,0.6,37.0,2251670,13.406,1
8606,12000.0,1,2022-05-23T06:40:27.286Z,36.0,16421,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12000.0,4.0,0.8,36.0,2305448,13.863,1
8607,18000.0,1,2022-05-23T06:42:55.937Z,37.0,16422,134.427,19MM_ROUT,18011.0,19.4,1.1,38.0,2320313,13.283,1
8608,12000.0,1,2022-05-23T06:51:07.030Z,37.0,16425,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11990.0,4.0,1.4,37.0,2369422,13.722,1
8609,18000.0,1,2022-05-23T06:53:36.391Z,37.0,16426,134.427,19MM_ROUT,18004.0,19.4,0.7,38.0,2384358,13.312,1
8610,12000.0,1,2022-05-23T07:01:37.024Z,37.0,16429,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11994.0,4.0,1.1,37.0,2432421,13.71,1
8611,18000.0,1,2022-05-23T07:03:43.915Z,37.0,16430,134.427,19MM_ROUT,18002.0,19.4,0.6,39.0,2445110,13.417,1
8612,12000.0,1,2022-05-23T07:12:02.288Z,37.0,16433,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12000.0,4.0,0.9,37.0,2494947,14.091,1
8613,18000.0,1,2022-05-23T07:14:18.549Z,37.0,16434,134.427,19MM_ROUT,17994.0,19.4,0.7,39.0,2508573,13.417,1
8614,18000.0,1,2022-05-23T07:24:25.893Z,37.0,16437,134.427,19MM_ROUT,18005.0,19.4,0.9,36.0,2569307,13.558,1
8615,18000.0,1,2022-05-23T07:35:46.978Z,36.0,16440,134.427,19MM_ROUT,18004.0,19.4,0.8,35.0,2637415,13.294,1
8616,12000.0,1,2022-05-23T07:44:08.462Z,36.0,16443,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12006.0,4.0,1.4,36.0,2687563,13.845,1
8617,18000.0,1,2022-05-23T07:46:26.192Z,36.0,16444,134.427,19MM_ROUT,17993.0,19.4,0.9,38.0,2701336,13.218,1
8618,18000.0,1,2022-05-23T08:03:59.890Z,35.0,16447,134.427,19MM_ROUT,18016.0,19.4,1.1,34.0,2806705,13.171,1
8619,12000.0,1,2022-05-23T08:12:16.913Z,35.0,16450,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12008.0,4.0,0.8,35.0,2856407,14.091,1
8620,18000.0,1,2022-05-23T08:14:44.344Z,35.0,16451,134.427,19MM_ROUT,18004.0,19.4,0.7,37.0,2871150,13.294,1
8621,12000.0,1,2022-05-23T08:23:03.727Z,35.0,16454,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12009.0,4.0,1.3,35.0,2921088,13.998,1
8622,18000.0,1,2022-05-23T08:25:21.038Z,36.0,16455,134.427,19MM_ROUT,18011.0,19.4,0.7,37.0,2934819,13.312,1
8623,12000.0,1,2022-05-23T08:34:34.532Z,35.0,16458,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11991.0,4.0,0.7,35.0,2990168,13.998,1
8624,18000.0,1,2022-05-23T08:37:18.273Z,36.0,16459,134.427,19MM_ROUT,17994.0,19.4,0.9,37.0,3006542,13.435,1
8625,12000.0,1,2022-05-23T08:45:22.686Z,35.0,16462,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11991.0,4.0,0.9,35.0,3054983,13.833,1
8626,18000.0,1,2022-05-23T08:47:14.217Z,36.0,16463,134.427,19MM_ROUT,18002.0,19.4,0.9,37.0,3066136,13.464,1
8627,12000.0,1,2022-05-23T08:55:16.290Z,35.0,16466,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12003.0,4.0,0.8,35.0,3114343,13.71,1
8628,18000.0,1,2022-05-23T08:57:15.731Z,36.0,16467,134.427,19MM_ROUT,18019.0,19.4,0.5,37.0,3126287,13.312,1
8629,12000.0,1,2022-05-23T09:05:17.154Z,35.0,16470,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11996.0,4.0,1.2,35.0,3174429,13.845,1
8630,18000.0,1,2022-05-23T09:07:15.475Z,36.0,16471,134.427,19MM_ROUT,18002.0,19.4,0.9,37.0,3186261,13.57,1
8631,12000.0,1,2022-05-23T09:15:19.918Z,35.0,16474,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12004.0,4.0,1.2,35.0,3234705,13.798,1
8632,18000.0,1,2022-05-23T09:17:15.469Z,36.0,16475,134.427,19MM_ROUT,18007.0,19.4,0.6,37.0,3246260,13.371,1
8633,12000.0,1,2022-05-23T09:25:19.802Z,35.0,16478,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12004.0,4.0,0.9,35.0,3294693,13.787,1
8634,18000.0,1,2022-05-23T09:27:43.103Z,35.0,16479,134.427,19MM_ROUT,18012.0,19.4,0.6,37.0,3309023,13.236,1
8635,12000.0,1,2022-05-23T09:35:43.056Z,35.0,16482,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12015.0,4.0,1.4,35.0,3357018,13.798,1
8636,18000.0,1,2022-05-23T09:37:48.407Z,35.0,16483,134.427,19MM_ROUT,17999.0,19.4,1.0,37.0,3369553,13.388,1
8637,12000.0,1,2022-05-23T09:45:54.601Z,35.0,16486,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12013.0,4.0,1.3,35.0,3418172,13.664,1
8638,18000.0,1,2022-05-23T09:47:48.241Z,35.0,16487,134.427,19MM_ROUT,18002.0,19.4,0.6,37.0,3429536,13.417,1
8639,12000.0,1,2022-05-23T09:55:54.925Z,35.0,16490,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12012.0,4.0,1.3,35.0,3478204,13.757,1
8640,18000.0,1,2022-05-23T09:57:56.025Z,35.0,16491,134.427,19MM_ROUT,18011.0,19.4,0.7,37.0,3490314,13.417,1
8641,12000.0,1,2022-05-23T10:06:03.879Z,35.0,16494,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12015.0,4.0,1.0,35.0,3539099,13.787,1
8642,18000.0,1,2022-05-23T10:08:10.350Z,35.0,16495,134.427,19MM_ROUT,18004.0,19.4,1.0,37.0,3551746,13.587,1
8643,12000.0,1,2022-05-23T10:16:14.353Z,35.0,16498,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11998.0,4.0,1.5,35.0,3600146,13.664,1
8644,18000.0,1,2022-05-24T01:06:02.668Z,27.0,16499,134.427,19MM_ROUT,18010.0,19.4,0.8,26.0,286790,13.634,1
8645,12000.0,1,2022-05-24T01:14:29.795Z,28.0,16502,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12002.0,4.0,0.9,28.0,337502,13.875,1
8646,18000.0,1,2022-05-24T01:17:32.418Z,29.0,16503,134.427,19MM_ROUT,18005.0,19.4,0.6,29.0,355764,13.248,1
8647,12000.0,1,2022-05-24T01:26:08.046Z,30.0,16506,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12005.0,4.0,1.3,29.0,407326,13.769,1
8648,18000.0,1,2022-05-24T02:29:24.921Z,29.0,16507,134.427,19MM_ROUT,18009.0,19.4,0.7,28.0,97412,13.447,1
8649,18000.0,1,2022-05-24T02:42:27.224Z,30.0,16510,134.427,19MM_ROUT,18002.0,19.4,0.5,29.0,175641,13.482,1
8650,12000.0,1,2022-05-24T02:50:53.033Z,31.0,16513,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11991.0,4.0,1.2,31.0,226221,13.769,1
8651,18000.0,1,2022-05-24T02:56:54.029Z,31.0,16514,134.427,19MM_ROUT,18001.0,19.4,0.6,31.0,262320,13.359,1
8652,12000.0,1,2022-05-24T03:04:57.617Z,32.0,16517,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11997.0,4.0,1.3,32.0,310678,14.027,1
8653,18000.0,1,2022-05-24T03:08:28.361Z,33.0,16518,134.427,19MM_ROUT,18002.0,19.4,1.1,33.0,331752,13.283,1
8654,12000.0,1,2022-05-24T03:16:40.349Z,33.0,16521,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12003.0,4.0,1.3,33.0,380950,13.617,1
8655,18000.0,1,2022-05-24T03:18:43.162Z,34.0,16522,134.427,19MM_ROUT,18011.0,19.4,0.9,35.0,393231,13.171,1
8656,12000.0,1,2022-05-24T03:27:55.601Z,34.0,16525,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11986.0,4.0,1.6,33.0,448474,13.845,1
8657,18000.0,1,2022-05-24T03:30:22.854Z,34.0,16526,134.427,19MM_ROUT,18001.0,19.4,0.6,35.0,463199,13.294,1
8658,12000.0,1,2022-05-24T03:38:25.602Z,34.0,16529,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12007.0,4.0,1.0,34.0,511473,13.787,1
8659,18000.0,1,2022-05-24T03:41:07.925Z,35.0,16530,134.427,19MM_ROUT,17997.0,19.4,1.0,36.0,527705,13.558,1
8660,12000.0,1,2022-05-24T03:49:20.983Z,34.0,16533,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12006.0,4.0,1.0,34.0,577010,13.816,1
8661,18000.0,1,2022-05-24T03:51:24.886Z,35.0,16534,134.427,19MM_ROUT,18002.0,19.4,1.0,36.0,589400,13.294,1
8662,12000.0,1,2022-05-24T03:59:33.404Z,35.0,16537,0.01,AGGRE124_2-1-ET01_AGGRE124_2,12006.0,4.0,1.1,35.0,638251,13.798,1
8663,18000.0,1,2022-05-24T04:01:45.326Z,35.0,16538,134.427,19MM_ROUT,17994.0,19.4,0.6,37.0,651443,13.511,1
8664,18000.0,1,2022-05-24T04:16:28.202Z,34.0,16541,134.427,19MM_ROUT,18011.0,19.4,0.5,34.0,739729,13.16,1
8665,12000.0,1,2022-05-24T04:24:50.811Z,34.0,16544,0.01,AGGRE124_2-1-ET01_AGGRE124_2,11997.0,4.0,0.9,34.0,789989,13.863,1
8666,18000.0,1,2022-05-24T04:27:26.923Z,35.0,16545,134.427,19MM_ROUT,17992.0,19.4,1.0,36.0,805600,13.523,1
8667,18000.0,1,2022-05-24T04:27:57.354Z,35.0,16546,134.427,19MM_ROUT,18006.0,19.4,1.4,36.0,808643,14.109,1
8668,18000.0,1,2022-05-24T04:28:21.484Z,35.0,16547,134.427,19MM_ROUT,18011.0,19.4,0.9,38.0,811056,13.371,1
8669,18000.0,1,2022-05-24T04:28:39.345Z,35.0,16548,134.427,19MM_ROUT,18002.0,19.4,1.4,38.0,812842,14.074,1
8670,18000.0,1,2022-05-24T04:29:10.235Z,36.0,16549,134.427,19MM_ROUT,18007.0,19.4,1.4,40.0,815931,14.138,1
8671,18000.0,1,2022-05-24T04:29:41.146Z,37.0,16550,134.427,19MM_ROUT,18009.0,19.4,1.4,41.0,819022,14.197,1
