,spindleRpm,statorCelsius,rpmSetPoint,@timestamp,numTP,idChiave,bearingsCelsius,LUNG,ist_acc,UTE,CurrentPeak,VibromPeak,DIAM,statoRot
0,0.0,0.0,0.0,2021-11-25T03:38:09.218Z,,4124,0.0,,3041456,,7.296,,,1
1,0.0,0.0,0.0,2021-11-25T03:44:45.826Z,,4126,0.0,,3081116,,12.321,,,1
2,0.0,0.0,0.0,2021-11-25T03:59:38.604Z,,4129,0.0,,3170392,,12.202,,,1
3,0.0,0.0,0.0,2021-11-25T19:52:43.488Z,,4130,0.0,,156493,,12.261,,,1
4,0.0,0.0,0.0,2021-11-25T20:04:08.317Z,,4132,0.0,,224975,,12.247,,,1
5,0.0,0.0,0.0,2021-11-25T20:07:11.300Z,,4134,0.0,,243273,,12.343,,,1
6,0.0,0.0,6000.0,2021-11-28T22:08:17.665Z,8,4139,0.0,20.0,962260,LAMA120,6.815,,120.0,1
7,19034.0,25.0,19000.0,2021-11-25T03:38:21.618Z,1,4125,25.0,116.839,3042696,8_SPIRAL,20.162,0.6,8.0,1
8,19020.0,27.0,19000.0,2021-11-25T03:45:00.426Z,1,4127,27.0,116.839,3082576,8_SPIRAL,20.162,0.7,8.0,1
9,19021.0,25.0,19000.0,2021-11-25T03:51:24.404Z,1,4128,25.0,116.839,3120973,8_SPIRAL,20.179,0.7,8.0,1
10,19016.0,23.0,19000.0,2021-11-25T19:52:58.018Z,1,4131,22.0,116.839,157946,8_SPIRAL,20.247,0.9,8.0,1
11,18962.0,25.0,19000.0,2021-11-25T20:04:28.848Z,1,4133,24.0,116.839,227028,8_SPIRAL,20.162,0.8,8.0,1
12,19027.0,27.0,19000.0,2021-11-25T20:07:31.900Z,1,4135,25.0,116.839,245333,8_SPIRAL,20.145,0.8,8.0,1
13,10982.0,25.0,11000.0,2021-11-28T21:51:50.547Z,1,4136,24.0,128.889,863553,80_SKIM,20.162,0.8,80.0,1
14,20983.0,27.0,21000.0,2021-11-28T21:58:29.636Z,1,4137,25.0,140.179,903460,16_SPIRAL,20.212,0.6,16.0,1
15,21025.0,29.0,21000.0,2021-11-28T22:00:38.983Z,1,4138,27.0,140.179,916394,16_SPIRAL,20.23,0.5,16.0,1
16,17984.0,25.0,18000.0,2021-11-29T02:45:52.038Z,1,4140,24.0,139.309,2627610,90_V,20.145,4.0,1.0,1
17,21004.0,35.0,21000.0,2021-11-29T02:52:50.570Z,1,4141,29.0,140.179,2669461,16_SPIRAL,20.247,0.4,16.0,1
18,18973.0,40.0,19000.0,2021-11-29T03:12:46.452Z,1,4142,32.0,116.839,2789043,8_SPIRAL,20.332,0.7,8.0,1
19,21016.0,38.0,21000.0,2021-11-29T03:17:53.858Z,1,4143,32.0,140.179,2819782,16_SPIRAL,20.332,0.7,16.0,1
20,18009.0,27.0,18000.0,2021-11-29T03:25:55.493Z,1,4144,27.0,139.309,2867943,90_V,20.349,3.8,1.0,1
21,20976.0,32.0,21000.0,2021-11-29T03:26:55.656Z,1,4145,27.0,140.179,2873959,16_SPIRAL,20.212,0.4,16.0,1
22,20789.0,35.0,21000.0,2021-11-29T03:27:42.498Z,1,4145,28.0,140.179,2878643,16_SPIRAL,6.732,1.2,16.0,1
23,20615.0,35.0,21000.0,2021-11-29T03:27:42.938Z,1,4145,28.0,140.179,2878687,16_SPIRAL,5.389,1.9,16.0,1
24,20402.0,35.0,21000.0,2021-11-29T03:27:44.409Z,1,4145,28.0,140.179,2878834,16_SPIRAL,6.477,2.0,16.0,1
25,19545.0,37.0,21000.0,2021-11-29T03:28:04.139Z,1,4145,29.0,140.179,2880807,16_SPIRAL,3.91,0.7,16.0,1
26,20355.0,35.0,21000.0,2021-11-29T03:27:45.279Z,1,4145,28.0,140.179,2878921,16_SPIRAL,6.256,1.4,16.0,1
27,19940.0,37.0,21000.0,2021-11-29T03:28:03.740Z,1,4145,29.0,140.179,2880767,16_SPIRAL,3.587,0.4,16.0,1
28,19342.0,37.0,21000.0,2021-11-29T03:28:05.250Z,1,4145,29.0,140.179,2880918,16_SPIRAL,13.651,2.6,16.0,1
29,20955.0,37.0,21000.0,2021-11-29T03:28:20.130Z,1,4145,29.0,140.179,2882406,16_SPIRAL,13.634,3.0,16.0,1
30,20156.0,35.0,21000.0,2021-11-29T03:27:46.919Z,1,4145,28.0,140.179,2879085,16_SPIRAL,3.519,1.5,16.0,1
31,4378.0,40.0,4500.0,2021-11-29T03:31:02.719Z,1,4146,32.0,97.9,2898664,300_BLADE,20.434,2.5,300.5,1
32,4380.0,25.0,4500.0,2021-11-29T21:20:39.237Z,1,4147,25.0,97.9,736186,300_BLADE,20.212,2.2,300.5,1
33,10950.0,25.0,11000.0,2021-11-29T21:32:58.972Z,1,4148,25.0,128.889,810158,80_SKIM,20.247,0.5,80.0,1
34,19006.0,25.0,19000.0,2021-11-29T21:43:26.344Z,1,4149,24.0,116.839,872894,8_SPIRAL,20.281,0.4,8.0,1
35,19032.0,27.0,19000.0,2021-11-29T21:51:36.194Z,1,4150,27.0,116.839,921878,8_SPIRAL,20.315,0.5,8.0,1
36,19027.0,25.0,19000.0,2021-11-29T22:01:13.576Z,1,4151,25.0,116.839,979615,8_SPIRAL,20.23,0.5,8.0,1
37,21029.0,27.0,21000.0,2021-11-29T22:14:40.483Z,1,4152,25.0,140.179,1060304,16_SPIRAL,20.349,0.6,16.0,1
38,20970.0,25.0,21000.0,2021-11-29T23:04:41.577Z,1,4153,25.0,140.179,1360407,16_SPIRAL,20.162,0.5,16.0,1
39,20969.0,27.0,21000.0,2021-11-30T00:13:32.509Z,1,4154,25.0,140.179,1773491,16_SPIRAL,20.332,0.5,16.0,1
40,20966.0,35.0,21000.0,2021-11-30T00:29:48.331Z,1,4155,32.0,140.179,1871071,16_SPIRAL,20.212,0.6,16.0,1
41,21000.0,36.0,21000.0,2021-11-30T00:45:55.292Z,1,4156,32.0,140.179,1967765,16_SPIRAL,20.212,0.5,16.0,1
42,20938.0,34.0,21000.0,2021-11-30T01:01:41.394Z,1,4157,32.0,140.179,2062373,16_SPIRAL,20.247,0.6,16.0,1
43,20962.0,25.0,21000.0,2021-11-30T01:55:11.054Z,1,4158,25.0,140.179,2383332,16_SPIRAL,20.247,0.5,16.0,1
44,21017.0,25.0,21000.0,2021-11-30T02:50:56.308Z,1,4159,24.0,140.179,2717850,16_SPIRAL,20.179,0.5,16.0,1
45,21001.0,27.0,21000.0,2021-11-30T02:57:35.007Z,1,4160,27.0,140.179,2757719,16_SPIRAL,20.298,0.7,16.0,1
46,18024.0,25.0,18000.0,2021-11-30T03:17:55.643Z,1,4161,25.0,139.309,2879780,90_V,20.212,5.0,1.0,1
47,20963.0,25.0,21000.0,2021-11-30T03:40:35.943Z,1,4162,25.0,140.179,3015807,16_SPIRAL,20.382,0.5,16.0,1
48,16005.0,27.0,16000.0,2021-11-30T04:07:43.489Z,1,4163,25.0,131.649,3178558,19_STRAIGHT,20.179,0.8,18.2,1
49,16935.0,23.0,17000.0,2021-11-30T19:44:30.926Z,1,4164,22.0,131.649,140439,19_STRAIGHT,20.162,1.1,18.2,1
50,16000.0,25.0,16000.0,2021-11-30T19:52:46.574Z,1,4165,24.0,131.649,190003,19_STRAIGHT,20.247,1.0,18.2,1
51,16002.0,27.0,16000.0,2021-11-30T20:03:37.215Z,1,4166,25.0,131.649,255066,19_STRAIGHT,20.281,1.0,18.2,1
52,16008.0,27.0,16000.0,2021-11-30T20:10:14.573Z,1,4167,27.0,131.649,294801,19_STRAIGHT,20.298,1.0,18.2,1
53,15909.0,25.0,16000.0,2021-11-30T20:24:27.789Z,1,4168,25.0,131.649,380121,19_STRAIGHT,20.315,1.0,18.2,1
54,15988.0,30.0,16000.0,2021-11-30T20:29:21.535Z,1,4169,27.0,131.649,409495,19_STRAIGHT,20.145,1.0,18.2,1
55,15944.0,25.0,16000.0,2021-11-30T20:38:36.516Z,1,4170,25.0,131.649,464992,19_STRAIGHT,20.247,0.9,18.2,1
56,15967.0,24.0,16000.0,2021-11-30T21:05:30.089Z,1,4171,24.0,131.649,626346,19_STRAIGHT,20.179,0.8,18.2,1
57,15944.0,27.0,16000.0,2021-11-30T21:12:51.718Z,1,4172,25.0,131.649,670508,19_STRAIGHT,20.264,1.0,18.2,1
58,16009.0,25.0,16000.0,2021-11-30T21:41:19.115Z,1,4173,25.0,131.649,841244,19_STRAIGHT,20.264,0.9,18.2,1
59,15975.0,30.0,16000.0,2021-11-30T21:45:51.051Z,1,4174,27.0,131.649,868437,19_STRAIGHT,20.212,1.0,18.2,1
60,16021.0,25.0,16000.0,2021-11-30T21:54:23.993Z,1,4175,25.0,131.649,919730,19_STRAIGHT,20.212,0.9,18.2,1
61,16012.0,28.0,16000.0,2021-11-30T22:00:23.970Z,1,4176,27.0,131.649,955727,19_STRAIGHT,20.349,0.9,18.2,1
62,16014.0,33.0,16000.0,2021-11-30T22:04:48.366Z,1,4177,29.0,131.649,982166,19_STRAIGHT,20.247,1.0,18.2,1
63,15965.0,28.0,16000.0,2021-11-30T22:10:10.793Z,1,4178,27.0,131.649,1014408,19_STRAIGHT,20.281,0.9,18.2,1
64,15951.0,29.0,16000.0,2021-11-30T22:15:39.021Z,1,4179,28.0,131.649,1047230,19_STRAIGHT,20.332,0.9,18.2,1
65,16006.0,27.0,16000.0,2021-11-30T22:23:04.471Z,1,4180,27.0,131.649,1091774,19_STRAIGHT,20.212,0.9,18.2,1
66,15998.0,27.0,16000.0,2021-11-30T22:30:02.810Z,1,4181,27.0,131.649,1133607,19_STRAIGHT,20.162,0.9,18.2,1
67,15987.0,27.0,16000.0,2021-11-30T23:21:53.320Z,1,4182,25.0,131.649,1444651,19_STRAIGHT,20.162,1.0,18.2,1
68,16024.0,25.0,16000.0,2021-12-01T00:01:59.244Z,1,4183,25.0,150.657,1685238,11_SPIRAL,20.195,0.7,10.6,1
69,16006.0,25.0,16000.0,2021-12-01T00:10:14.575Z,1,4184,25.0,150.657,1734770,11_SPIRAL,20.281,0.8,10.6,1
70,17963.0,25.0,18000.0,2021-12-01T00:15:46.892Z,1,4185,25.0,150.66,1768001,11_SPIRAL,20.212,0.7,10.6,1
71,10950.0,27.0,11000.0,2021-12-01T00:49:03.497Z,1,4186,25.0,128.889,1967656,80_SKIM,20.247,0.8,80.0,1
72,19016.0,25.0,19000.0,2021-12-01T00:58:32.210Z,1,4187,25.0,116.839,2024526,8_SPIRAL,20.264,0.5,8.0,1
73,4.0,25.0,18000.0,2021-12-01T01:13:26.650Z,1,4188,25.0,150.66,2113968,11_SPIRAL,20.162,0.5,10.6,1
74,18996.0,25.0,19000.0,2021-12-01T01:14:49.101Z,1,4189,25.0,116.839,2122213,8_SPIRAL,20.212,0.5,8.0,1
75,18974.0,27.0,19000.0,2021-12-01T01:24:51.225Z,1,4190,27.0,116.839,2182424,8_SPIRAL,20.162,0.6,8.0,1
76,18967.0,25.0,19000.0,2021-12-01T01:34:07.137Z,1,4191,25.0,116.839,2238014,8_SPIRAL,20.162,0.5,8.0,1
77,18989.0,27.0,19000.0,2021-12-01T01:40:43.786Z,1,4192,27.0,116.839,2277678,8_SPIRAL,20.162,0.6,8.0,1
78,19004.0,25.0,19000.0,2021-12-01T01:52:40.202Z,1,4193,25.0,116.839,2349318,8_SPIRAL,20.315,0.6,8.0,1
79,19031.0,27.0,19000.0,2021-12-01T01:57:59.469Z,1,4194,27.0,116.839,2381244,8_SPIRAL,20.179,0.5,8.0,1
80,18968.0,25.0,19000.0,2021-12-01T02:38:25.514Z,1,4195,25.0,116.839,2623843,8_SPIRAL,20.281,0.5,8.0,1
81,19020.0,25.0,19000.0,2021-12-01T02:43:52.641Z,1,4196,25.0,116.839,2656555,8_SPIRAL,20.247,0.5,8.0,1
82,18927.0,27.0,19000.0,2021-12-01T02:52:05.562Z,1,4198,27.0,116.839,2705846,8_SPIRAL,20.162,0.6,8.0,1
83,19016.0,27.0,19000.0,2021-12-01T02:49:58.180Z,1,4197,27.0,116.839,2693108,8_SPIRAL,20.264,0.6,8.0,1
84,18000.0,25.0,18000.0,2021-12-01T03:06:37.882Z,1,4199,25.0,150.66,2793076,11_SPIRAL,20.23,0.4,10.6,1
85,17977.0,28.0,18000.0,2021-12-01T03:41:49.630Z,1,4200,28.0,150.66,3004246,11_SPIRAL,20.179,0.5,10.6,1
86,1059.0,25.0,18000.0,2021-12-01T21:33:52.935Z,1,4201,25.0,150.66,813243,11_SPIRAL,20.264,0.5,10.6,1
87,17932.0,27.0,18000.0,2021-12-01T21:34:31.376Z,1,4202,25.0,150.66,817087,11_SPIRAL,20.212,0.5,10.6,1
88,17999.0,27.0,18000.0,2021-12-01T22:10:08.048Z,1,4203,27.0,150.66,1030746,11_SPIRAL,20.212,0.6,10.6,1
89,17922.0,28.0,18000.0,2021-12-01T22:16:36.506Z,1,4204,27.0,150.66,1069591,11_SPIRAL,20.298,0.6,10.6,1
90,10977.0,27.0,11000.0,2021-12-01T23:25:37.144Z,1,4205,25.0,128.889,1483638,80_SKIM,20.179,0.7,80.0,1
91,18027.0,27.0,18000.0,2021-12-01T23:41:43.264Z,1,4206,25.0,150.66,1580247,11_SPIRAL,20.281,0.4,10.6,1
92,17954.0,25.0,18000.0,2021-12-02T00:19:45.413Z,1,4207,25.0,150.66,1808454,11_SPIRAL,20.298,0.7,10.6,1
93,18001.0,27.0,18000.0,2021-12-02T00:55:00.738Z,1,4208,25.0,150.66,2019979,11_SPIRAL,20.179,0.5,10.6,1
94,4406.0,27.0,4500.0,2021-12-02T01:35:48.581Z,1,4209,28.0,97.9,2264752,300_BLADE,20.315,2.7,300.5,1
95,18009.0,25.0,18000.0,2021-12-02T01:54:37.355Z,1,4210,25.0,150.66,2377625,11_SPIRAL,20.298,0.8,10.6,1
96,17987.0,27.0,18000.0,2021-12-02T02:52:43.460Z,1,4211,25.0,150.66,2726226,11_SPIRAL,20.162,1.1,10.6,1
97,17939.0,33.0,18000.0,2021-12-02T02:57:19.446Z,1,4212,29.0,150.66,2753824,11_SPIRAL,20.281,0.9,10.6,1
98,20009.0,37.0,20000.0,2021-12-02T03:19:45.825Z,1,4213,33.0,116.839,2888459,8_SPIRAL,20.179,0.6,8.0,1
99,20063.0,29.0,20000.0,2021-12-02T03:28:36.026Z,1,4214,29.0,116.839,2941478,8_SPIRAL,20.212,0.6,8.0,1
100,10982.0,24.0,11000.0,2021-12-02T19:57:01.560Z,1,4215,23.0,128.889,195689,80_SKIM,20.298,0.6,80.0,1
101,16986.0,25.0,17000.0,2021-12-02T20:32:25.869Z,1,4216,24.0,131.649,408118,19_STRAIGHT,20.247,1.2,18.2,1
102,16980.0,25.0,17000.0,2021-12-02T20:35:17.321Z,1,4217,25.0,131.649,425263,19_STRAIGHT,20.212,1.1,18.2,1
103,19983.0,35.0,20000.0,2021-12-02T20:41:43.195Z,1,4218,28.0,116.839,463850,8_SPIRAL,20.179,0.4,8.0,1
104,17980.0,27.0,18000.0,2021-12-02T21:06:46.301Z,1,4219,25.0,139.309,614159,90_V,20.247,5.2,1.0,1
105,17967.0,35.0,18000.0,2021-12-02T21:12:56.795Z,1,4220,28.0,116.839,651208,8_SPIRAL,20.212,0.9,8.0,1
106,20016.0,35.0,20000.0,2021-12-02T21:12:58.365Z,1,4220,28.0,116.839,651365,8_SPIRAL,7.259,0.5,8.0,1
107,20040.0,35.0,20000.0,2021-12-02T21:13:51.965Z,1,4220,28.0,116.839,656725,8_SPIRAL,3.502,0.4,8.0,1
108,19993.0,35.0,20000.0,2021-12-02T21:14:45.316Z,1,4220,29.0,116.839,662060,8_SPIRAL,4.131,0.4,8.0,1
109,16970.0,25.0,17000.0,2021-12-02T21:57:37.906Z,1,4221,24.0,131.649,919316,19_STRAIGHT,20.212,1.3,18.2,1
110,18019.0,28.0,18000.0,2021-12-02T22:02:30.570Z,1,4222,27.0,131.649,948582,19_STRAIGHT,20.315,1.3,18.2,1
111,17989.0,28.0,18000.0,2021-12-02T22:08:49.105Z,1,4223,28.0,131.649,986435,19_STRAIGHT,20.247,1.4,18.2,1
112,17940.0,30.0,18000.0,2021-12-02T22:14:18.319Z,1,4224,29.0,131.649,1019356,19_STRAIGHT,20.349,1.3,18.2,1
113,17983.0,25.0,18000.0,2021-12-02T22:25:05.307Z,1,4225,25.0,131.649,1084054,19_STRAIGHT,20.212,1.2,18.2,1
114,17961.0,25.0,18000.0,2021-12-02T22:46:42.553Z,1,4226,25.0,131.649,1213777,19_STRAIGHT,20.179,1.1,18.2,1
115,18014.0,30.0,18000.0,2021-12-02T22:51:22.916Z,1,4227,28.0,131.649,1241813,19_STRAIGHT,20.247,1.3,18.2,1
116,19005.0,27.0,19000.0,2021-12-02T23:14:24.923Z,1,4228,27.0,131.649,1380012,19_STRAIGHT,20.281,1.0,18.2,1
117,18998.0,27.0,19000.0,2021-12-02T23:21:28.069Z,1,4229,28.0,131.649,1422326,19_STRAIGHT,20.281,1.2,18.2,1
118,18963.0,32.0,19000.0,2021-12-02T23:25:54.212Z,1,4230,29.0,131.649,1448940,19_STRAIGHT,20.247,1.1,18.2,1
119,18999.0,34.0,19000.0,2021-12-02T23:30:01.135Z,1,4231,30.0,131.649,1473632,19_STRAIGHT,20.281,1.2,18.2,1
120,18990.0,30.0,19000.0,2021-12-02T23:35:15.729Z,1,4232,30.0,131.649,1505091,19_STRAIGHT,20.349,1.2,18.2,1
121,18960.0,30.0,19000.0,2021-12-02T23:39:57.503Z,1,4233,30.0,131.649,1533268,19_STRAIGHT,20.332,1.1,18.2,1
122,18952.0,34.0,19000.0,2021-12-02T23:44:16.236Z,1,4234,32.0,131.649,1559141,19_STRAIGHT,20.315,1.2,18.2,1
123,18942.0,29.0,19000.0,2021-12-02T23:49:42.320Z,1,4235,29.0,131.649,1591749,19_STRAIGHT,20.332,1.1,18.2,1
124,18911.0,33.0,19000.0,2021-12-02T23:54:01.403Z,1,4236,30.0,131.649,1617657,19_STRAIGHT,20.128,1.1,18.2,1
125,19022.0,25.0,19000.0,2021-12-03T00:02:44.370Z,1,4237,27.0,131.649,1669953,19_STRAIGHT,20.212,1.0,18.2,1
126,19011.0,30.0,19000.0,2021-12-03T00:08:26.774Z,1,4238,29.0,131.649,1704193,19_STRAIGHT,20.332,1.1,18.2,1
127,18953.0,28.0,19000.0,2021-12-03T00:14:40.589Z,1,4239,28.0,131.649,1741574,19_STRAIGHT,20.281,1.1,18.2,1
128,18969.0,27.0,19000.0,2021-12-03T00:24:48.566Z,1,4240,27.0,131.649,1802371,19_STRAIGHT,20.212,1.0,18.2,1
129,18999.0,29.0,19000.0,2021-12-03T00:30:09.620Z,1,4241,29.0,131.649,1834476,19_STRAIGHT,20.332,1.0,18.2,1
130,18998.0,30.0,19000.0,2021-12-03T00:35:55.395Z,1,4242,30.0,131.649,1869053,19_STRAIGHT,20.365,1.1,18.2,1
131,18957.0,22.0,19000.0,2021-12-05T20:16:31.925Z,1,4243,22.0,131.649,398917,19_STRAIGHT,20.281,1.7,18.2,1
132,18878.0,25.0,19000.0,2021-12-05T20:22:53.341Z,1,4244,24.0,131.649,437058,19_STRAIGHT,20.247,1.6,18.2,1
133,18943.0,29.0,19000.0,2021-12-05T20:27:49.606Z,1,4245,27.0,131.649,466684,19_STRAIGHT,20.264,1.6,18.2,1
134,19002.0,29.0,19000.0,2021-12-05T20:32:59.702Z,1,4246,27.0,131.649,497693,19_STRAIGHT,20.212,1.7,18.2,1
135,18876.0,27.0,19000.0,2021-12-05T20:40:35.410Z,1,4247,27.0,131.649,543263,19_STRAIGHT,20.281,1.6,18.2,1
136,19020.0,27.0,19000.0,2021-12-05T20:45:51.996Z,1,4248,27.0,131.649,574921,19_STRAIGHT,20.332,1.6,18.2,1
137,18946.0,30.0,19000.0,2021-12-05T20:50:49.242Z,1,4249,27.0,131.649,604645,19_STRAIGHT,20.281,1.6,18.2,1
138,18988.0,28.0,19000.0,2021-12-05T20:56:56.529Z,1,4250,27.0,131.649,641373,19_STRAIGHT,20.247,1.5,18.2,1
139,18928.0,29.0,19000.0,2021-12-05T21:02:27.675Z,1,4251,28.0,131.649,674487,19_STRAIGHT,20.195,1.6,18.2,1
140,18939.0,30.0,19000.0,2021-12-05T21:07:06.711Z,1,4252,27.0,131.649,702390,19_STRAIGHT,20.195,1.6,18.2,1
141,18999.0,28.0,19000.0,2021-12-05T21:13:04.648Z,1,4253,27.0,131.649,738183,19_STRAIGHT,20.365,1.6,18.2,1
142,18949.0,30.0,19000.0,2021-12-05T21:18:31.474Z,1,4254,28.0,131.649,770865,19_STRAIGHT,20.212,1.6,18.2,1
143,19002.0,30.0,19000.0,2021-12-05T21:23:26.970Z,1,4255,28.0,131.649,800414,19_STRAIGHT,20.212,1.6,18.2,1
144,18958.0,30.0,19000.0,2021-12-05T21:28:18.786Z,1,4256,27.0,131.649,829595,19_STRAIGHT,20.332,1.6,18.2,1
145,19002.0,32.0,19000.0,2021-12-05T21:32:50.491Z,1,4257,29.0,131.649,856765,19_STRAIGHT,20.247,1.6,18.2,1
146,18938.0,32.0,19000.0,2021-12-05T21:37:46.027Z,1,4258,29.0,131.649,886318,19_STRAIGHT,20.382,1.6,18.2,1
147,18925.0,28.0,19000.0,2021-12-05T21:43:13.784Z,1,4259,27.0,131.649,919093,19_STRAIGHT,20.247,1.5,18.2,1
148,18987.0,30.0,19000.0,2021-12-05T21:48:11.620Z,1,4260,28.0,131.649,948876,19_STRAIGHT,20.281,1.5,18.2,1
149,18955.0,30.0,19000.0,2021-12-05T21:53:47.627Z,1,4261,28.0,131.649,982476,19_STRAIGHT,20.247,1.5,18.2,1
150,18987.0,32.0,19000.0,2021-12-05T21:58:19.162Z,1,4262,28.0,131.649,1009629,19_STRAIGHT,20.298,1.6,18.2,1
151,18971.0,28.0,19000.0,2021-12-05T22:03:49.999Z,1,4263,27.0,131.649,1042712,19_STRAIGHT,20.281,1.5,18.2,1
152,0.0,24.0,19000.0,2021-12-05T22:19:06.328Z,1,4264,24.0,131.649,1134343,19_STRAIGHT,20.23,0.4,18.2,1
153,18988.0,25.0,19000.0,2021-12-05T22:20:25.910Z,1,4265,24.0,131.649,1142301,19_STRAIGHT,20.247,1.3,18.2,1
154,18983.0,27.0,19000.0,2021-12-05T22:34:04.367Z,1,4266,25.0,131.649,1224145,19_STRAIGHT,20.162,1.4,18.2,1
155,18986.0,30.0,19000.0,2021-12-05T22:39:22.734Z,1,4267,28.0,131.649,1255981,19_STRAIGHT,20.23,1.6,18.2,1
156,18905.0,24.0,19000.0,2021-12-05T23:11:46.525Z,1,4268,24.0,131.649,1450356,19_STRAIGHT,20.4,1.3,18.2,1
157,18989.0,27.0,19000.0,2021-12-05T23:18:17.724Z,1,4269,25.0,131.649,1489475,19_STRAIGHT,20.212,1.4,18.2,1
158,19002.0,33.0,19000.0,2021-12-05T23:22:40.549Z,1,4270,28.0,131.649,1515757,19_STRAIGHT,20.281,1.5,18.2,1
159,18948.0,30.0,19000.0,2021-12-05T23:27:59.166Z,1,4271,28.0,131.649,1547618,19_STRAIGHT,20.247,1.6,18.2,1
160,18982.0,32.0,19000.0,2021-12-05T23:32:21.122Z,1,4272,28.0,131.649,1573813,19_STRAIGHT,20.315,1.4,18.2,1
161,18966.0,32.0,19000.0,2021-12-05T23:37:13.298Z,1,4273,28.0,131.649,1603030,19_STRAIGHT,20.179,1.4,18.2,1
162,19033.0,30.0,19000.0,2021-12-05T23:42:39.145Z,1,4274,29.0,131.649,1635614,19_STRAIGHT,20.162,1.5,18.2,1
163,18936.0,27.0,19000.0,2021-12-05T23:48:22.482Z,1,4275,27.0,131.649,1669947,19_STRAIGHT,20.212,1.3,18.2,1
164,18996.0,32.0,19000.0,2021-12-05T23:53:02.839Z,1,4276,29.0,131.649,1697982,19_STRAIGHT,20.162,1.4,18.2,1
165,18934.0,30.0,19000.0,2021-12-05T23:58:06.395Z,1,4277,29.0,131.649,1728337,19_STRAIGHT,20.212,1.5,18.2,1
166,18975.0,27.0,19000.0,2021-12-06T00:03:56.413Z,1,4278,27.0,131.649,1763338,19_STRAIGHT,20.179,1.4,18.2,1
167,18982.0,30.0,19000.0,2021-12-06T00:08:49.459Z,1,4279,29.0,131.649,1792642,19_STRAIGHT,20.4,1.4,18.2,1
168,18955.0,30.0,19000.0,2021-12-06T00:13:52.566Z,1,4280,30.0,131.649,1822952,19_STRAIGHT,20.247,1.5,18.2,1
169,18963.0,32.0,19000.0,2021-12-06T00:18:22.501Z,1,4281,29.0,131.649,1849945,19_STRAIGHT,20.332,1.4,18.2,1
170,18967.0,32.0,19000.0,2021-12-06T00:23:10.518Z,1,4282,29.0,131.649,1878746,19_STRAIGHT,20.264,1.4,18.2,1
171,19002.0,32.0,19000.0,2021-12-06T00:28:05.014Z,1,4283,30.0,131.649,1908195,19_STRAIGHT,20.179,1.4,18.2,1
172,18966.0,30.0,19000.0,2021-12-06T00:32:53.430Z,1,4284,29.0,131.649,1937036,19_STRAIGHT,20.349,1.4,18.2,1
173,18990.0,27.0,19000.0,2021-12-06T00:39:41.869Z,1,4285,27.0,131.649,1977879,19_STRAIGHT,20.195,1.3,18.2,1
174,18992.0,32.0,19000.0,2021-12-06T00:44:20.425Z,1,4286,29.0,131.649,2005734,19_STRAIGHT,20.212,1.4,18.2,1
175,18968.0,30.0,19000.0,2021-12-06T00:49:11.042Z,1,4287,29.0,131.649,2034795,19_STRAIGHT,20.179,1.4,18.2,1
176,19005.0,29.0,19000.0,2021-12-06T00:54:36.849Z,1,4288,28.0,131.649,2067375,19_STRAIGHT,20.315,1.4,18.2,1
177,19009.0,30.0,19000.0,2021-12-06T00:59:55.826Z,1,4289,29.0,131.649,2099272,19_STRAIGHT,20.212,1.5,18.2,1
178,19007.0,30.0,19000.0,2021-12-06T01:04:52.972Z,1,4290,29.0,131.649,2128986,19_STRAIGHT,20.195,1.4,18.2,1
179,18976.0,28.0,19000.0,2021-12-06T01:11:22.420Z,1,4291,27.0,131.649,2167930,19_STRAIGHT,20.349,1.4,18.2,1
180,18966.0,30.0,19000.0,2021-12-06T01:16:53.548Z,1,4292,29.0,131.649,2201042,19_STRAIGHT,20.128,1.5,18.2,1
181,19006.0,32.0,19000.0,2021-12-06T01:21:22.073Z,1,4293,29.0,131.649,2227894,19_STRAIGHT,20.212,1.4,18.2,1
182,19004.0,30.0,19000.0,2021-12-06T01:26:23.200Z,1,4294,29.0,131.649,2258006,19_STRAIGHT,20.212,1.4,18.2,1
183,19013.0,29.0,19000.0,2021-12-06T01:32:33.998Z,1,4295,29.0,131.649,2295085,19_STRAIGHT,20.212,1.4,18.2,1
184,18964.0,30.0,19000.0,2021-12-06T01:37:35.905Z,1,4296,28.0,131.649,2325275,19_STRAIGHT,20.247,1.3,18.2,1
185,18959.0,25.0,19000.0,2021-12-06T01:52:25.274Z,1,4297,25.0,131.649,2414210,19_STRAIGHT,20.212,1.2,18.2,1
186,18999.0,30.0,19000.0,2021-12-06T01:57:20.150Z,1,4298,28.0,131.649,2443697,19_STRAIGHT,20.162,1.2,18.2,1
187,18965.0,25.0,19000.0,2021-12-06T02:35:07.590Z,1,4299,24.0,131.649,2670436,19_STRAIGHT,20.247,1.2,18.2,1
188,18963.0,27.0,19000.0,2021-12-06T02:44:14.351Z,1,4300,27.0,131.649,2725111,19_STRAIGHT,20.281,1.4,18.2,1
189,19017.0,27.0,19000.0,2021-12-06T02:51:30.841Z,1,4301,27.0,131.649,2768759,19_STRAIGHT,20.162,1.3,18.2,1
190,18990.0,30.0,19000.0,2021-12-06T02:56:34.188Z,1,4302,28.0,131.649,2799093,19_STRAIGHT,20.298,1.4,18.2,1
191,18967.0,27.0,19000.0,2021-12-06T03:03:57.647Z,1,4303,27.0,131.649,2843438,19_STRAIGHT,20.349,1.3,18.2,1
