,LUNG,bearingsCelsius,spindleRpm,idChiave,statoRot,ist_acc,@timestamp,DIAM,UTE,VibromPeak,statorCelsius,numTP,CurrentPeak,rpmSetPoint
0,109.752,25.0,12007.0,2552,1,2308099,2021-02-17T13:35:16.376Z,80.0,SPIANAD80,0.7,25.0,1,20.315,12000.0
1,109.752,27.0,3002.0,2552,1,2334126,2021-02-17T13:39:36.664Z,80.0,SPIANAD80,0.9,32.0,1,9.894,3000.0
2,165.19,25.0,3905.0,2553,1,2377821,2021-02-17T13:46:53.644Z,15.0,CAN15,0.4,25.0,1,20.128,3900.0
3,147.044,25.0,19004.0,2554,1,2382616,2021-02-17T13:47:41.598Z,10.0,TEST10SGROSS,1.9,27.0,1,20.212,19000.0
4,147.044,30.0,18999.0,2555,1,2452850,2021-02-17T13:59:23.987Z,10.0,TEST10SGROSS,2.1,35.0,1,20.23,19000.0
5,147.76,30.0,13485.0,2556,1,2503011,2021-02-17T14:07:45.632Z,6.0,FRESA6SMUSS,0.8,39.0,1,20.23,13500.0
6,143.699,30.0,5965.0,2557,1,2510890,2021-02-17T14:09:04.428Z,20.0,CAN19APK,0.8,35.0,1,20.212,6000.0
7,147.0,25.0,18954.0,2558,1,2578203,2021-02-17T14:20:17.604Z,10.0,TEST10,0.8,29.0,1,20.128,19000.0
8,134.149,29.0,18981.0,2559,1,2605958,2021-02-17T14:24:55.174Z,6.0,TEST6,2.3,38.0,1,20.212,19000.0
9,147.76,30.0,13478.0,2560,1,2615142,2021-02-17T14:26:27.020Z,6.0,FRESA6SMUSS,0.7,38.0,1,20.128,13500.0
10,134.149,29.0,18969.0,2561,1,2624382,2021-02-17T14:27:59.426Z,6.0,TEST6,1.9,34.0,1,20.212,19000.0
11,147.76,27.0,13459.0,2562,1,2646581,2021-02-17T14:31:41.431Z,6.0,FRESA6SMUSS,0.7,27.0,1,20.094,13500.0
12,151.278,27.0,3443.0,2563,1,2654384,2021-02-17T14:32:59.467Z,8.5,CAN8-5FR,0.8,30.0,1,20.212,3500.0
13,109.752,22.0,11982.0,2564,1,215391,2021-02-18T07:35:35.844Z,80.0,SPIANAD80,0.7,20.0,1,20.179,12000.0
14,109.752,22.0,2939.0,2564,1,222037,2021-02-18T07:36:42.305Z,80.0,SPIANAD80,1.0,24.0,1,10.914,3000.0
15,109.752,22.0,12005.0,2565,1,256501,2021-02-18T07:42:26.953Z,80.0,SPIANAD80,0.9,22.0,1,20.212,12000.0
16,109.752,24.0,2938.0,2565,1,281349,2021-02-18T07:46:35.439Z,80.0,SPIANAD80,1.1,27.0,1,9.877,3000.0
17,165.19,23.0,3909.0,2566,1,297082,2021-02-18T07:49:12.772Z,15.0,CAN15,0.5,24.0,1,20.128,3900.0
18,147.044,23.0,21944.0,2567,1,299859,2021-02-18T07:49:40.543Z,10.0,TEST10SGROSS,1.8,25.0,1,20.179,22000.0
19,147.044,27.0,19002.0,2567,1,315246,2021-02-18T07:52:14.417Z,10.0,TEST10SGROSS,1.4,41.0,1,9.078,19000.0
20,147.76,28.0,13476.0,2568,1,329043,2021-02-18T07:54:32.390Z,6.0,FRESA6SMUSS,0.9,37.0,1,20.162,13500.0
21,143.699,27.0,5913.0,2569,1,332514,2021-02-18T07:55:07.101Z,20.0,CAN19APK,0.8,35.0,1,20.298,6000.0
22,147.0,27.0,18980.0,2570,1,350867,2021-02-18T07:58:10.635Z,10.0,TEST10,0.8,30.0,1,20.162,19000.0
23,134.149,27.0,18951.0,2571,1,359062,2021-02-18T07:59:32.587Z,6.0,TEST6,0.6,35.0,1,20.179,19000.0
24,147.76,27.0,13509.0,2572,1,362898,2021-02-18T08:00:10.948Z,6.0,FRESA6SMUSS,0.7,35.0,1,20.212,13500.0
25,134.149,27.0,18922.0,2573,1,368081,2021-02-18T08:01:02.779Z,6.0,TEST6,0.9,33.0,1,20.315,19000.0
26,151.278,27.0,3454.0,2574,1,371073,2021-02-18T08:01:32.700Z,8.5,CAN8-5FR,0.8,33.0,1,20.212,3500.0
27,109.752,25.0,12024.0,2575,1,479365,2021-02-18T08:19:35.646Z,80.0,SPIANAD80,1.3,24.0,1,20.298,12000.0
28,109.752,25.0,2936.0,2575,1,485102,2021-02-18T08:20:33.017Z,80.0,SPIANAD80,1.8,27.0,1,10.472,3000.0
29,109.752,25.0,12001.0,2576,1,525447,2021-02-18T08:27:16.477Z,80.0,SPIANAD80,1.3,25.0,1,20.23,12000.0
30,109.752,25.0,2946.0,2576,1,538650,2021-02-18T08:29:28.510Z,80.0,SPIANAD80,1.7,30.0,1,8.993,3000.0
31,199.029,25.0,20030.0,2577,1,685352,2021-02-18T08:53:55.566Z,16.0,FEDORASGROSS,3.9,24.0,1,20.162,20000.0
32,217.4,30.0,18972.0,2578,1,726633,2021-02-18T09:00:48.386Z,16.0,FEDORA,8.0,41.0,1,20.23,19000.0
33,147.044,25.0,19020.0,2579,1,1120046,2021-02-18T10:06:22.613Z,10.0,TEST10SGROSS,2.8,24.0,1,20.179,19000.0
34,147.0,30.0,18977.0,2580,1,1243421,2021-02-18T10:26:56.394Z,10.0,TEST10,0.7,40.0,1,20.281,19000.0
35,147.76,30.0,13458.0,2581,1,1296861,2021-02-18T10:35:50.807Z,6.0,FRESA6SMUSS,0.8,40.0,1,20.247,13500.0
36,147.0,30.0,18942.0,2582,1,1319539,2021-02-18T10:39:37.593Z,10.0,TEST10,0.8,34.0,1,20.128,19000.0
37,166.78,30.0,2511.0,2583,1,1339057,2021-02-18T10:42:52.778Z,6.5,PUNT6-5,0.8,39.0,1,20.281,2500.0
38,199.029,25.0,19955.0,2584,1,1516405,2021-02-18T11:12:26.302Z,16.0,FEDORASGROSS,5.1,25.0,1,20.315,20000.0
39,217.4,32.0,18980.0,2585,1,1583652,2021-02-18T11:23:38.789Z,16.0,FEDORA,7.8,42.0,1,20.247,19000.0
40,147.044,25.0,18970.0,2586,1,2420279,2021-02-18T13:43:05.270Z,10.0,TEST10SGROSS,1.2,24.0,1,20.212,19000.0
41,147.044,25.0,18975.0,2587,1,2433962,2021-02-18T13:45:22.104Z,10.0,TEST10SGROSS,1.2,25.0,1,20.179,19000.0
42,147.0,30.0,18975.0,2588,1,2591581,2021-02-18T14:11:38.334Z,10.0,TEST10,1.4,39.0,1,20.247,19000.0
43,199.029,30.0,19983.0,2589,1,2665790,2021-02-18T14:24:00.443Z,16.0,FEDORASGROSS,5.0,40.0,1,20.247,20000.0
44,217.4,33.0,19027.0,2590,1,2957252,2021-02-18T15:12:35.137Z,16.0,FEDORA,6.9,43.0,1,20.212,19000.0
45,143.977,32.0,3468.0,2591,1,3172175,2021-02-18T15:48:24.422Z,10.5,FRESA10-5,0.8,40.0,1,20.247,3500.0
46,138.699,25.0,12863.0,2592,1,935018,2021-02-19T09:41:25.351Z,6.0,PALLAD6,0.4,24.0,1,20.247,19000.0
47,138.699,25.0,18998.0,2593,1,1031731,2021-02-19T09:57:32.497Z,6.0,PALLAD6,1.2,25.0,1,20.23,19000.0
48,142.851,28.0,2438.0,2594,1,1051930,2021-02-19T10:00:54.491Z,9.0,PUNT9,0.5,37.0,1,20.094,2500.0
49,143.699,27.0,18003.0,2595,1,1065107,2021-02-19T10:03:06.263Z,20.0,CAN19APK,2.6,30.0,1,20.247,18000.0
50,143.699,27.0,6030.0,2595,1,1081711,2021-02-19T10:05:52.306Z,20.0,CAN19APK,2.3,35.0,1,7.769,6000.0
51,147.044,27.0,19010.0,2596,1,1126902,2021-02-19T10:13:24.223Z,10.0,TEST10SGROSS,1.3,30.0,1,20.281,19000.0
52,147.0,30.0,18984.0,2597,1,1181090,2021-02-19T10:22:26.112Z,10.0,TEST10,2.9,39.0,1,20.162,19000.0
53,142.32,30.0,3001.0,2598,1,1227077,2021-02-19T10:30:05.990Z,5.5,CAN5-5,0.6,39.0,1,20.298,3000.0
54,138.699,25.0,18972.0,2599,1,1602464,2021-02-19T11:32:39.923Z,6.0,PALLAD6,1.5,24.0,1,20.162,19000.0
55,147.044,32.0,18981.0,2600,1,1754971,2021-02-19T11:58:05.019Z,10.0,TEST10SGROSS,1.9,40.0,1,20.145,19000.0
56,147.0,30.0,18939.0,2601,1,1778223,2021-02-19T12:01:57.543Z,10.0,TEST10,0.8,40.0,1,20.247,19000.0
57,137.211,30.0,2014.0,2602,1,1796761,2021-02-19T12:05:02.927Z,5.0,CAN5,0.7,40.0,1,20.212,2000.0
58,147.044,25.0,19023.0,2603,1,1036333,2021-02-22T09:54:24.307Z,10.0,TEST10SGROSS,2.2,25.0,1,20.264,19000.0
59,147.044,25.0,18988.0,2604,1,1050377,2021-02-22T09:56:44.750Z,10.0,TEST10SGROSS,2.1,25.0,1,20.247,19000.0
60,146.945,30.0,19007.0,2605,1,1148346,2021-02-22T10:13:04.456Z,10.0,TEST10,0.7,38.0,1,20.281,19000.0
61,138.395,30.0,1950.0,2606,1,1238433,2021-02-22T10:28:05.342Z,3.2,PUNT3-25,0.6,40.0,1,20.162,2000.0
62,127.138,25.0,3502.0,2607,1,1298726,2021-02-22T10:38:08.282Z,4.0,CAN4,0.3,27.0,1,20.212,3500.0
63,132.487,25.0,3441.0,2608,1,1308697,2021-02-22T10:39:47.994Z,4.5,CAN4_5XFOR,0.4,27.0,1,20.332,3500.0
64,130.836,25.0,2979.0,2609,1,1368945,2021-02-22T10:49:50.484Z,20.0,SVAS20_5,0.4,29.0,1,20.247,3000.0
65,130.836,25.0,2954.0,2610,1,1380851,2021-02-22T10:51:49.546Z,20.0,SVAS20_5,0.7,25.0,1,20.179,3000.0
66,130.836,25.0,2957.0,2611,1,1388584,2021-02-22T10:53:06.878Z,20.0,SVAS20_5,0.6,25.0,1,20.247,3000.0
67,130.836,25.0,2965.0,2612,1,1393497,2021-02-22T10:53:56.009Z,20.0,SVAS20_5,0.2,25.0,1,20.281,3000.0
68,130.836,25.0,2952.0,2613,1,1397458,2021-02-22T10:54:35.619Z,20.0,SVAS20_5,0.7,27.0,1,20.298,3000.0
69,130.836,25.0,2951.0,2614,1,1447945,2021-02-22T11:03:00.498Z,20.0,SVAS20_5,0.7,25.0,1,20.281,3000.0
70,130.836,25.0,2985.0,2615,1,1499259,2021-02-22T11:11:33.647Z,20.0,SVAS20_5,0.7,25.0,1,20.23,3000.0
71,109.752,25.0,12009.0,2616,1,1721992,2021-02-22T11:48:41.016Z,80.0,SPIANAD80,0.8,24.0,1,20.264,12000.0
72,109.752,25.0,11940.0,2617,1,1740800,2021-02-22T11:51:49.099Z,80.0,SPIANAD80,0.8,24.0,1,20.298,12000.0
73,109.752,27.0,2940.0,2617,1,1763944,2021-02-22T11:55:40.544Z,80.0,SPIANAD80,1.0,30.0,1,10.013,3000.0
74,109.752,27.0,2941.0,2618,1,1767544,2021-02-22T11:56:16.544Z,80.0,SPIANAD80,0.2,30.0,1,20.315,3000.0
75,109.752,25.0,11985.0,2619,1,2165676,2021-02-22T13:02:37.935Z,80.0,SPIANAD80,0.8,24.0,1,20.128,12000.0
76,109.752,27.0,2968.0,2619,1,2199385,2021-02-22T13:08:15.031Z,80.0,SPIANAD80,1.0,32.0,1,9.928,3000.0
77,199.029,27.0,19999.0,2620,1,2312867,2021-02-22T13:27:09.871Z,16.0,FEDORASGROSS,2.3,25.0,1,20.179,20000.0
78,95.048,30.0,10515.0,2621,1,2449814,2021-02-22T13:49:59.365Z,50.0,SPIANA50,0.4,32.0,1,20.332,10500.0
79,143.699,27.0,5982.0,2622,1,2517790,2021-02-22T14:01:19.138Z,20.0,CAN19APK,0.5,27.0,1,20.247,6000.0
80,143.699,27.0,6009.0,2623,1,2538929,2021-02-22T14:04:50.532Z,20.0,CAN19APK,0.4,25.0,1,20.145,6000.0
81,199.029,27.0,20043.0,2624,1,2631908,2021-02-22T14:20:20.338Z,16.0,FEDORASGROSS,3.7,29.0,1,20.23,20000.0
82,217.4,32.0,18955.0,2625,1,2734984,2021-02-22T14:37:31.117Z,16.0,FEDORA,5.0,42.0,1,20.128,19000.0
83,95.048,25.0,3432.0,2626,1,3050278,2021-02-22T15:30:04.114Z,50.0,SPIANA50,0.4,24.0,1,20.145,3500.0
84,147.044,25.0,19035.0,2627,1,3055934,2021-02-22T15:31:00.675Z,10.0,TEST10SGROSS,2.1,25.0,1,20.162,19000.0
85,146.945,25.0,18955.0,2628,1,3059793,2021-02-22T15:31:39.265Z,10.0,TEST10,3.1,29.0,1,20.298,19000.0
86,132.487,25.0,3492.0,2629,1,3063007,2021-02-22T15:32:11.406Z,4.5,CAN4_5XFOR,0.5,30.0,1,20.247,3500.0
87,143.977,25.0,3434.0,2630,1,3110669,2021-02-22T15:40:08.035Z,10.5,FRESA10-5,0.8,25.0,1,20.179,3500.0
88,138.699,25.0,18952.0,2631,1,3114017,2021-02-22T15:40:41.515Z,6.0,PALLAD6,2.5,27.0,1,20.264,19000.0
89,147.044,29.0,19018.0,2632,1,3152696,2021-02-22T15:47:08.312Z,10.0,TEST10SGROSS,0.8,37.0,1,20.212,19000.0
90,146.945,29.0,18994.0,2633,1,3159270,2021-02-22T15:48:14.053Z,10.0,TEST10,0.7,37.0,1,20.145,19000.0
91,166.78,30.0,2501.0,2634,1,3164581,2021-02-22T15:49:07.164Z,6.5,PUNT6-5,0.8,37.0,1,20.212,2500.0
92,138.699,25.0,19021.0,2635,1,460945,2021-02-23T08:18:08.406Z,6.0,PALLAD6,1.1,25.0,1,20.247,19000.0
93,134.149,30.0,19000.0,2636,1,548802,2021-02-23T08:32:46.994Z,6.0,TEST6,1.9,40.0,1,20.212,19000.0
94,150.842,30.0,2511.0,2637,1,642784,2021-02-23T08:48:26.834Z,6.0,CAN6,0.9,40.0,1,20.128,2500.0
95,147.044,25.0,18956.0,2638,1,1082328,2021-02-23T10:01:42.370Z,10.0,TEST10SGROSS,0.4,25.0,1,20.23,19000.0
96,146.945,28.0,18996.0,2639,1,1106407,2021-02-23T10:05:43.165Z,10.0,TEST10,0.8,37.0,1,20.195,19000.0
97,150.842,29.0,2488.0,2640,1,1128610,2021-02-23T10:09:25.201Z,6.0,CAN6,0.9,37.0,1,20.212,2500.0
98,147.044,27.0,18984.0,2641,1,1180075,2021-02-23T10:17:59.862Z,10.0,TEST10SGROSS,1.5,25.0,1,20.382,19000.0
99,146.945,29.0,18956.0,2642,1,1204160,2021-02-23T10:22:00.717Z,10.0,TEST10,1.8,38.0,1,20.212,19000.0
100,150.842,29.0,2414.0,2643,1,1226363,2021-02-23T10:25:42.752Z,6.0,CAN6,0.9,38.0,1,20.179,2500.0
101,109.752,25.0,11957.0,2644,1,1321598,2021-02-23T10:41:35.124Z,80.0,SPIANAD80,1.4,25.0,1,20.23,12000.0
102,109.752,25.0,2942.0,2644,1,1333844,2021-02-23T10:43:37.587Z,80.0,SPIANAD80,1.8,30.0,1,9.469,3000.0
103,109.752,25.0,11936.0,2645,1,1392747,2021-02-23T10:53:26.630Z,80.0,SPIANAD80,1.0,25.0,1,20.332,12000.0
104,109.752,27.0,3013.0,2645,1,1414607,2021-02-23T10:57:05.235Z,80.0,SPIANAD80,1.8,32.0,1,9.639,3000.0
105,95.048,25.0,3484.0,2646,1,1489956,2021-02-23T11:09:38.742Z,50.0,SPIANA50,0.3,25.0,1,20.195,3500.0
106,95.048,25.0,13966.0,2647,1,1496690,2021-02-23T11:10:46.084Z,50.0,SPIANA50,1.3,25.0,1,20.382,14000.0
107,199.029,27.0,19998.0,2648,1,1524658,2021-02-23T11:15:25.770Z,16.0,FEDORASGROSS,5.7,33.0,1,20.382,20000.0
108,199.029,25.0,20014.0,2649,1,1549802,2021-02-23T11:19:37.216Z,16.0,FEDORASGROSS,6.1,25.0,1,20.077,20000.0
109,217.4,30.0,19014.0,2650,1,1651739,2021-02-23T11:36:36.609Z,16.0,FEDORA,5.3,32.0,1,20.332,19000.0
110,217.4,32.0,18991.0,2651,1,1722500,2021-02-23T11:48:24.235Z,16.0,FEDORA,5.7,36.0,1,20.145,19000.0
111,138.699,25.0,18966.0,2652,1,1162772,2021-02-24T10:17:42.478Z,6.0,PALLAD6,3.4,24.0,1,20.23,19000.0
112,138.699,30.0,18990.0,2653,1,1505815,2021-02-24T11:14:52.966Z,6.0,PALLAD6,2.9,33.0,1,20.281,19000.0
113,147.044,32.0,19005.0,2654,1,1844453,2021-02-24T12:11:19.406Z,10.0,TEST10SGROSS,0.8,40.0,1,20.212,19000.0
114,147.76,32.0,13512.0,2655,1,2030696,2021-02-24T12:42:21.869Z,6.0,FRESA6SMUSS,0.7,39.0,1,20.212,13500.0
115,146.945,29.0,18962.0,2656,1,2149861,2021-02-24T13:02:13.541Z,10.0,TEST10,2.1,32.0,1,20.23,19000.0
116,150.842,30.0,2499.0,2657,1,2294040,2021-02-24T13:26:15.357Z,6.0,CAN6,0.7,38.0,1,20.128,2500.0
117,158.102,25.0,1950.0,2658,1,2391675,2021-02-24T13:42:31.724Z,8.0,CAN8,0.4,27.0,1,20.179,2000.0
118,138.699,25.0,19003.0,2659,1,2755498,2021-02-24T14:43:10.020Z,6.0,PALLAD6,0.6,25.0,1,20.212,19000.0
119,153.331,30.0,2481.0,2660,1,2800081,2021-02-24T14:50:35.858Z,9.0,CAN9,0.9,37.0,1,20.162,2500.0
120,134.149,27.0,18984.0,2661,1,2816604,2021-02-24T14:53:21.091Z,6.0,TEST6,0.7,30.0,1,20.162,19000.0
121,129.646,30.0,9970.0,2662,1,2835494,2021-02-24T14:56:29.994Z,5.5,FRESA40G,0.5,38.0,1,20.247,10000.0
122,129.646,27.0,9937.0,2663,1,2979447,2021-02-24T15:20:29.550Z,5.5,FRESA40G,0.2,25.0,1,20.23,10000.0
123,147.044,25.0,19017.0,2664,1,3016821,2021-02-24T15:26:43.297Z,10.0,TEST10SGROSS,1.0,25.0,1,20.332,19000.0
124,146.945,29.0,18902.0,2665,1,3049886,2021-02-24T15:32:13.953Z,10.0,TEST10,1.8,38.0,1,20.247,19000.0
125,142.32,30.0,2921.0,2666,1,3080816,2021-02-24T15:37:23.258Z,5.5,CAN5-5,0.6,38.0,1,20.128,3000.0
126,109.752,25.0,11933.0,2667,1,668668,2021-02-25T09:00:52.141Z,80.0,SPIANAD80,0.7,24.0,1,20.212,12000.0
127,109.752,25.0,2979.0,2667,1,677534,2021-02-25T09:02:20.802Z,80.0,SPIANAD80,1.1,27.0,1,10.03,3000.0
128,109.752,25.0,11936.0,2668,1,733642,2021-02-25T09:11:41.891Z,80.0,SPIANAD80,0.8,25.0,1,20.281,12000.0
129,109.752,27.0,2938.0,2668,1,754132,2021-02-25T09:15:06.794Z,80.0,SPIANAD80,1.2,30.0,1,9.826,3000.0
130,138.699,25.0,18940.0,2669,1,803325,2021-02-25T09:23:18.732Z,6.0,PALLAD6,2.5,24.0,1,20.247,19000.0
131,158.102,30.0,1987.0,2670,1,915958,2021-02-25T09:42:05.080Z,8.0,CAN8,0.7,40.0,1,20.23,2000.0
132,134.149,27.0,19478.0,2671,1,963120,2021-02-25T09:49:56.708Z,6.0,TEST6,2.6,28.0,1,20.298,19500.0
133,147.76,32.0,13482.0,2672,1,1209887,2021-02-25T10:31:04.419Z,6.0,FRESA6SMUSS,0.9,40.0,1,20.212,13500.0
134,134.149,28.0,5428.0,2673,1,1356960,2021-02-25T10:55:35.173Z,6.0,TEST6,0.4,33.0,1,20.212,19000.0
135,134.149,27.0,19005.0,2674,1,1363708,2021-02-25T10:56:42.655Z,6.0,TEST6,0.4,29.0,1,20.332,19000.0
136,132.487,32.0,3469.0,2675,1,1458649,2021-02-25T11:12:32.081Z,4.5,CAN4_5XFOR,0.7,39.0,1,20.264,3500.0
137,109.752,25.0,11987.0,2676,1,1711993,2021-02-25T11:54:45.565Z,80.0,SPIANAD80,1.0,25.0,1,20.212,12000.0
138,109.752,27.0,2936.0,2676,1,1757920,2021-02-25T12:02:24.842Z,80.0,SPIANAD80,1.8,32.0,1,9.639,3000.0
139,109.752,25.0,11996.0,2677,1,2153378,2021-02-25T13:08:19.491Z,80.0,SPIANAD80,1.1,24.0,1,20.281,12000.0
140,109.752,28.0,2968.0,2677,1,2210750,2021-02-25T13:17:53.221Z,80.0,SPIANAD80,1.7,33.0,1,9.894,3000.0
141,109.752,25.0,12010.0,2678,1,2352146,2021-02-25T13:41:27.206Z,80.0,SPIANAD80,1.1,25.0,1,20.281,12000.0
142,109.752,27.0,2940.0,2678,1,2400155,2021-02-25T13:49:27.304Z,80.0,SPIANAD80,1.7,32.0,1,9.622,3000.0
143,147.044,25.0,18978.0,2679,1,2819083,2021-02-25T14:59:16.657Z,10.0,TEST10SGROSS,0.6,24.0,1,20.212,19000.0
144,147.044,28.0,18953.0,2680,1,2842794,2021-02-25T15:03:13.771Z,10.0,TEST10SGROSS,0.5,32.0,1,20.212,19000.0
145,146.945,32.0,19006.0,2681,1,3441585,2021-02-25T16:43:01.786Z,10.0,TEST10,3.1,40.0,1,20.247,19000.0
146,143.515,25.0,11959.0,2682,1,9231568,2021-02-26T08:48:02.604Z,20.0,CAN19APK,0.4,24.0,1,20.179,12000.0
147,143.515,25.0,12010.0,2683,1,9281893,2021-02-26T08:56:25.863Z,20.0,CAN19APK,0.4,25.0,1,20.162,12000.0
148,143.515,27.0,5981.0,2683,1,9355275,2021-02-26T09:08:39.696Z,20.0,CAN19APK,0.5,32.0,1,6.545,6000.0
149,143.515,27.0,11932.0,2683,1,9379053,2021-02-26T09:12:37.480Z,20.0,CAN19APK,0.5,30.0,1,7.565,12000.0
150,143.515,28.0,5985.0,2683,1,9510342,2021-02-26T09:34:30.392Z,20.0,CAN19APK,0.5,33.0,1,6.97,6000.0
151,147.76,27.0,13436.0,2684,1,9535630,2021-02-26T09:38:43.276Z,6.0,FRESA6SMUSS,0.7,30.0,1,20.332,13500.0
152,143.515,27.0,6008.0,2685,1,9790752,2021-02-26T10:21:14.540Z,20.0,CAN19APK,0.6,25.0,1,20.315,6000.0
153,143.515,27.0,5981.0,2686,1,9802447,2021-02-26T10:23:11.492Z,20.0,CAN19APK,0.2,27.0,1,20.212,6000.0
154,95.048,25.0,3458.0,2687,1,9851071,2021-02-26T10:31:17.741Z,50.0,SPIANA50,0.5,25.0,1,20.247,3500.0
155,143.515,25.0,5977.0,2688,1,9878470,2021-02-26T10:35:51.735Z,20.0,CAN19APK,0.6,28.0,1,20.212,6000.0
156,143.515,27.0,5959.0,2689,1,9997977,2021-02-26T10:55:46.826Z,20.0,CAN19APK,0.2,27.0,1,20.162,6000.0
157,143.515,25.0,5969.0,2690,1,10027869,2021-02-26T11:00:45.751Z,20.0,CAN19APK,0.3,27.0,1,20.212,6000.0
158,147.044,27.0,18941.0,2691,1,10102558,2021-02-26T11:13:12.654Z,10.0,TEST10SGROSS,1.1,28.0,1,20.281,19000.0
159,146.945,32.0,19009.0,2692,1,10360727,2021-02-26T11:56:14.389Z,10.0,TEST10,1.2,40.0,1,20.179,19000.0
160,109.752,25.0,12021.0,2693,1,10892002,2021-02-26T13:24:47.232Z,80.0,SPIANAD80,1.1,25.0,1,20.247,12000.0
161,109.752,27.0,2989.0,2693,1,10911887,2021-02-26T13:28:06.086Z,80.0,SPIANAD80,1.4,30.0,1,9.588,3000.0
162,109.752,25.0,11968.0,2694,1,10961165,2021-02-26T13:36:18.874Z,80.0,SPIANAD80,0.9,25.0,1,20.247,12000.0
163,109.752,27.0,2941.0,2694,1,10999796,2021-02-26T13:42:45.191Z,80.0,SPIANAD80,1.4,32.0,1,9.928,3000.0
164,152.181,25.0,2009.0,2695,1,11082072,2021-02-26T13:56:27.965Z,5.0,CAN5,0.1,25.0,1,20.212,2000.0
165,152.181,27.0,1967.0,2696,1,11102786,2021-02-26T13:59:55.109Z,5.0,CAN5,0.2,27.0,1,20.212,2000.0
166,199.029,25.0,20028.0,2697,1,11403946,2021-02-26T14:50:06.762Z,16.0,FEDORASGROSS,3.7,27.0,1,20.247,20000.0
167,217.4,32.0,18989.0,2698,1,11875246,2021-02-26T16:08:39.844Z,16.0,FEDORA,4.4,41.0,1,20.212,19000.0
168,109.752,23.0,11961.0,2699,1,389543,2021-03-01T08:06:59.504Z,80.0,SPIANAD80,0.9,23.0,1,20.417,12000.0
169,109.752,23.0,2939.0,2699,1,396400,2021-03-01T08:08:08.075Z,80.0,SPIANAD80,1.2,25.0,1,9.333,3000.0
170,109.752,25.0,11990.0,2700,1,545033,2021-03-01T08:32:54.426Z,80.0,SPIANAD80,0.8,24.0,1,20.195,12000.0
171,109.752,25.0,2937.0,2700,1,572010,2021-03-01T08:37:24.200Z,80.0,SPIANAD80,1.4,30.0,1,8.857,3000.0
172,152.574,25.0,2815.0,2701,1,608279,2021-03-01T08:43:26.896Z,11.0,CAN11-FR,0.4,27.0,1,20.212,2800.0
173,147.044,24.0,18991.0,2702,1,660054,2021-03-01T08:52:04.653Z,10.0,TEST10SGROSS,14.3,27.0,1,20.212,19000.0
174,146.945,33.0,19008.0,2703,1,876817,2021-03-01T09:28:12.318Z,10.0,TEST10,15.2,40.0,1,20.247,19000.0
175,146.945,33.0,15279.0,2703,1,937466,2021-03-01T09:38:18.817Z,10.0,TEST10,16.0,40.0,1,5.916,19000.0
176,146.945,33.0,18957.0,2703,1,938278,2021-03-01T09:38:26.937Z,10.0,TEST10,16.2,40.0,1,10.098,19000.0
177,146.945,33.0,15194.0,2703,1,937995,2021-03-01T09:38:24.107Z,10.0,TEST10,19.4,40.0,1,1.683,19000.0
178,146.945,33.0,15575.0,2703,1,938049,2021-03-01T09:38:24.647Z,10.0,TEST10,19.0,40.0,1,2.72,19000.0
179,146.945,25.0,19011.0,2704,1,1108359,2021-03-01T10:06:47.775Z,10.0,TEST10,14.0,24.0,1,20.247,19000.0
180,150.842,32.0,2473.0,2705,1,1178458,2021-03-01T10:18:28.777Z,6.0,CAN6,0.8,40.0,1,20.162,2500.0
181,95.048,25.0,13935.0,2706,1,1743444,2021-03-01T11:52:38.732Z,50.0,SPIANA50,0.8,24.0,1,20.162,14000.0
182,109.752,27.0,8988.0,2707,1,1766404,2021-03-01T11:56:28.336Z,80.0,SPIANAD80,0.5,32.0,1,20.247,9000.0
183,95.048,27.0,3009.0,2708,1,1781092,2021-03-01T11:58:55.218Z,50.0,SPIANA50,0.4,32.0,1,20.162,3000.0
184,109.752,25.0,2953.0,2709,1,1849374,2021-03-01T12:10:18.050Z,80.0,SPIANAD80,0.6,27.0,1,20.264,3000.0
185,199.029,25.0,20024.0,2710,1,1856947,2021-03-01T12:11:33.781Z,16.0,FEDORASGROSS,5.6,27.0,1,20.179,20000.0
186,163.74,33.0,12986.0,2711,1,2155089,2021-03-01T13:01:15.252Z,10.0,FRESA10Z2,0.7,42.0,1,20.247,13000.0
187,199.029,27.0,20049.0,2712,1,2314931,2021-03-01T13:27:53.700Z,16.0,FEDORASGROSS,4.9,25.0,1,20.281,20000.0
188,199.029,27.0,20000.0,2713,1,2321502,2021-03-01T13:28:59.411Z,16.0,FEDORASGROSS,5.2,27.0,1,20.179,20000.0
189,163.74,32.0,11997.0,2714,1,2622564,2021-03-01T14:19:10.084Z,10.0,FRESA10Z2,0.9,41.0,1,20.212,12000.0
190,163.74,28.0,13012.0,2714,1,2796616,2021-03-01T14:48:10.634Z,10.0,FRESA10Z2,1.2,32.0,1,4.879,13000.0
191,217.4,27.0,19000.0,2715,1,2808716,2021-03-01T14:50:11.636Z,16.0,FEDORA,7.0,29.0,1,20.162,19000.0
192,184.616,32.0,2472.0,2716,1,2876576,2021-03-01T15:01:30.248Z,9.0,PUNT9XFOR,0.7,40.0,1,20.281,2500.0
193,184.616,25.0,2411.0,2717,1,2992721,2021-03-01T15:20:51.719Z,9.0,PUNT9XFOR,0.2,25.0,1,20.162,2500.0
