,LUNG,bearingsCelsius,spindleRpm,idChiave,statoRot,ist_acc,@timestamp,DIAM,UTE,VibromPeak,statorCelsius,numTP,CurrentPeak,rpmSetPoint
2222,170.941,30.0,2429.0,4447,1,19778907,2021-05-27T13:00:19.224Z,8.5,CAN8-5FR,0.8,34.0,1,20.212,2500.0
2223,145.143,30.0,9956.0,4448,1,19782284,2021-05-27T13:00:52.994Z,50.0,SPIANA50,1.3,33.0,1,20.128,10000.0
2224,199.036,28.0,20044.0,4449,1,19808052,2021-05-27T13:05:10.679Z,16.0,FEDORASGROSS,3.0,27.0,1,20.212,20000.0
2225,199.036,27.0,19986.0,4450,1,19983604,2021-05-27T13:34:26.229Z,16.0,FEDORASGROSS,3.3,25.0,1,19.788,20000.0
2226,199.036,27.0,20044.0,4451,1,29412,2021-05-27T14:02:59.621Z,16.0,FEDORASGROSS,2.9,25.0,1,20.247,20000.0
2227,199.036,27.0,20029.0,4452,1,139091,2021-05-27T14:21:16.429Z,16.0,FEDORASGROSS,3.5,25.0,1,20.179,20000.0
2228,145.143,34.0,5460.0,4453,1,240314,2021-05-27T14:38:08.675Z,50.0,SPIANA50,0.5,42.0,1,20.162,5500.0
2229,145.143,33.0,6982.0,4453,1,246569,2021-05-27T14:39:11.226Z,50.0,SPIANA50,0.8,36.0,1,11.033,7000.0
2230,143.781,32.0,7002.0,4454,1,250095,2021-05-27T14:39:46.487Z,20.0,CAN19APK,1.4,35.0,1,20.179,7000.0
2231,169.191,32.0,11975.0,4455,1,252939,2021-05-27T14:40:14.927Z,10.0,CAN10,1.5,35.0,1,20.128,12000.0
2232,221.387,30.0,19011.0,4456,1,266044,2021-05-27T14:42:25.979Z,16.0,FEDORA,4.4,34.0,1,20.179,19000.0
2233,146.776,30.0,18973.0,4457,1,271295,2021-05-27T14:43:18.490Z,10.0,TEST10,3.8,35.0,1,20.264,19000.0
2234,138.701,30.0,18964.0,4458,1,275765,2021-05-27T14:44:03.191Z,6.0,PALLAD6,3.6,36.0,1,20.247,19000.0
2235,165.645,30.0,2464.0,4459,1,280545,2021-05-27T14:44:50.992Z,14.0,CAN-14,0.8,36.0,1,20.212,2500.0
2236,170.941,30.0,2463.0,4460,1,284853,2021-05-27T14:45:34.073Z,8.5,CAN8-5FR,0.9,34.0,1,20.349,2500.0
2237,145.143,30.0,9978.0,4461,1,288238,2021-05-27T14:46:07.923Z,50.0,SPIANA50,1.5,32.0,1,20.264,10000.0
2238,199.036,29.0,19925.0,4462,1,305135,2021-05-27T14:48:56.896Z,16.0,FEDORASGROSS,1.4,29.0,1,20.247,20000.0
2239,145.143,34.0,5422.0,4463,1,405857,2021-05-27T15:05:44.132Z,50.0,SPIANA50,0.5,42.0,1,20.195,5500.0
2240,145.143,33.0,7004.0,4463,1,412127,2021-05-27T15:06:46.833Z,50.0,SPIANA50,1.3,35.0,1,9.401,7000.0
2241,143.781,32.0,6930.0,4464,1,415620,2021-05-27T15:07:21.764Z,20.0,CAN19APK,1.6,35.0,1,20.212,7000.0
2242,169.191,32.0,11944.0,4465,1,418479,2021-05-27T15:07:50.354Z,10.0,CAN10,0.9,34.0,1,20.247,12000.0
2243,221.387,32.0,18978.0,4466,1,431591,2021-05-27T15:10:01.476Z,16.0,FEDORA,2.1,35.0,1,20.247,19000.0
2244,146.776,32.0,18984.0,4467,1,436841,2021-05-27T15:10:53.977Z,10.0,TEST10,0.8,36.0,1,20.162,19000.0
2245,138.701,30.0,19008.0,4468,1,441321,2021-05-27T15:11:38.778Z,6.0,PALLAD6,1.1,36.0,1,20.212,19000.0
2246,165.645,30.0,2465.0,4469,1,446110,2021-05-27T15:12:26.669Z,14.0,CAN-14,0.9,35.0,1,20.349,2500.0
2247,170.941,30.0,2438.0,4470,1,450426,2021-05-27T15:13:09.830Z,8.5,CAN8-5FR,0.9,34.0,1,20.298,2500.0
2248,145.143,30.0,10013.0,4471,1,453808,2021-05-27T15:13:43.650Z,50.0,SPIANA50,0.6,32.0,1,20.128,10000.0
2249,199.036,25.0,20010.0,4472,1,30072,2021-05-28T06:43:52.739Z,16.0,FEDORASGROSS,3.1,25.0,1,20.162,20000.0
2250,145.143,33.0,5509.0,4473,1,131067,2021-05-28T07:00:42.699Z,50.0,SPIANA50,0.6,41.0,1,20.179,5500.0
2251,145.143,32.0,6962.0,4473,1,137309,2021-05-28T07:01:45.120Z,50.0,SPIANA50,1.4,35.0,1,10.353,7000.0
2252,169.191,30.0,11970.0,4475,1,143674,2021-05-28T07:02:48.771Z,10.0,CAN10,0.9,33.0,1,20.382,12000.0
2253,143.781,30.0,7001.0,4474,1,140839,2021-05-28T07:02:20.421Z,20.0,CAN19APK,1.3,34.0,1,20.281,7000.0
2254,221.387,30.0,18977.0,4476,1,156794,2021-05-28T07:04:59.973Z,16.0,FEDORA,1.1,33.0,1,20.23,19000.0
2255,146.776,30.0,18998.0,4477,1,162053,2021-05-28T07:05:52.563Z,10.0,TEST10,1.6,35.0,1,20.128,19000.0
2256,138.701,30.0,18934.0,4478,1,166524,2021-05-28T07:06:37.274Z,6.0,PALLAD6,1.1,35.0,1,20.212,19000.0
2257,165.645,30.0,2444.0,4479,1,171318,2021-05-28T07:07:25.214Z,14.0,CAN-14,1.0,36.0,1,20.212,2500.0
2258,170.941,30.0,2483.0,4480,1,175626,2021-05-28T07:08:08.295Z,8.5,CAN8-5FR,0.9,33.0,1,20.264,2500.0
2259,145.143,29.0,9999.0,4481,1,179019,2021-05-28T07:08:42.225Z,50.0,SPIANA50,0.8,32.0,1,20.23,10000.0
2260,199.036,27.0,19979.0,4482,1,196281,2021-05-28T07:11:34.848Z,16.0,FEDORASGROSS,3.1,27.0,1,20.212,20000.0
2261,145.143,33.0,5472.0,4483,1,297019,2021-05-28T07:28:22.241Z,50.0,SPIANA50,0.4,40.0,1,20.145,5500.0
2262,145.143,32.0,7010.0,4483,1,303272,2021-05-28T07:29:24.772Z,50.0,SPIANA50,0.7,35.0,1,10.149,7000.0
2263,143.781,30.0,6988.0,4484,1,306789,2021-05-28T07:29:59.942Z,20.0,CAN19APK,0.9,34.0,1,20.162,7000.0
2264,169.191,30.0,11997.0,4485,1,309642,2021-05-28T07:30:28.473Z,10.0,CAN10,1.6,33.0,1,20.128,12000.0
2265,221.387,30.0,18935.0,4486,1,322736,2021-05-28T07:32:39.415Z,16.0,FEDORA,3.0,35.0,1,20.298,19000.0
2266,146.776,30.0,19006.0,4487,1,327994,2021-05-28T07:33:31.995Z,10.0,TEST10,3.5,35.0,1,20.281,19000.0
2267,138.701,30.0,19011.0,4488,1,332486,2021-05-28T07:34:16.916Z,6.0,PALLAD6,1.5,37.0,1,20.212,19000.0
2268,165.645,30.0,2449.0,4489,1,337279,2021-05-28T07:35:04.847Z,14.0,CAN-14,0.9,36.0,1,20.264,2500.0
2269,170.941,29.0,2499.0,4490,1,341608,2021-05-28T07:35:48.137Z,8.5,CAN8-5FR,0.9,33.0,1,20.212,2500.0
2270,145.143,29.0,9969.0,4491,1,344979,2021-05-28T07:36:21.848Z,50.0,SPIANA50,0.6,32.0,1,20.179,10000.0
2271,199.036,25.0,19981.0,4492,1,33957,2021-05-28T08:04:03.974Z,16.0,FEDORASGROSS,2.9,25.0,1,20.23,20000.0
2272,145.143,33.0,5434.0,4493,1,134698,2021-05-28T08:20:51.400Z,50.0,SPIANA50,0.5,41.0,1,20.162,5500.0
2273,145.143,32.0,6932.0,4493,1,140932,2021-05-28T08:21:53.742Z,50.0,SPIANA50,0.9,35.0,1,11.288,7000.0
2274,143.781,32.0,7011.0,4494,1,144457,2021-05-28T08:22:28.992Z,20.0,CAN19APK,0.9,35.0,1,20.281,7000.0
2275,169.191,30.0,11946.0,4495,1,147303,2021-05-28T08:22:57.452Z,10.0,CAN10,0.9,34.0,1,20.23,12000.0
2276,221.387,30.0,18980.0,4496,1,160426,2021-05-28T08:25:08.685Z,16.0,FEDORA,1.6,34.0,1,20.212,19000.0
2277,146.776,30.0,18948.0,4497,1,165670,2021-05-28T08:26:01.125Z,10.0,TEST10,1.1,35.0,1,20.145,19000.0
2278,138.701,30.0,19022.0,4498,1,170167,2021-05-28T08:26:46.096Z,6.0,PALLAD6,0.9,35.0,1,20.332,19000.0
2279,165.645,30.0,2509.0,4499,1,174974,2021-05-28T08:27:34.167Z,14.0,CAN-14,0.9,36.0,1,20.145,2500.0
2280,170.941,30.0,2510.0,4500,1,179276,2021-05-28T08:28:17.188Z,8.5,CAN8-5FR,0.9,33.0,1,20.212,2500.0
2281,145.143,29.0,9969.0,4501,1,182651,2021-05-28T08:28:50.938Z,50.0,SPIANA50,1.1,32.0,1,20.247,10000.0
2282,199.036,27.0,20020.0,4502,1,211199,2021-05-28T08:33:36.423Z,16.0,FEDORASGROSS,2.3,27.0,1,20.162,20000.0
2283,145.143,33.0,5487.0,4503,1,311943,2021-05-28T08:50:23.879Z,50.0,SPIANA50,0.4,42.0,1,20.162,5500.0
2284,145.143,32.0,7011.0,4503,1,318195,2021-05-28T08:51:26.400Z,50.0,SPIANA50,0.6,35.0,1,11.458,7000.0
2285,143.781,32.0,7007.0,4504,1,321714,2021-05-28T08:52:01.591Z,20.0,CAN19APK,0.9,34.0,1,20.281,7000.0
2286,169.191,30.0,12004.0,4505,1,324562,2021-05-28T08:52:30.071Z,10.0,CAN10,2.3,33.0,1,20.281,12000.0
2287,221.387,30.0,19003.0,4506,1,337678,2021-05-28T08:54:41.233Z,16.0,FEDORA,3.5,35.0,1,20.179,19000.0
2288,146.776,30.0,18948.0,4507,1,342937,2021-05-28T08:55:33.824Z,10.0,TEST10,1.0,36.0,1,20.162,19000.0
2289,138.701,30.0,19017.0,4508,1,347428,2021-05-28T08:56:18.735Z,6.0,PALLAD6,0.6,36.0,1,20.162,19000.0
2290,165.645,30.0,2514.0,4509,1,352219,2021-05-28T08:57:06.646Z,14.0,CAN-14,1.0,36.0,1,20.247,2500.0
2291,170.941,30.0,2482.0,4510,1,356543,2021-05-28T08:57:49.887Z,8.5,CAN8-5FR,0.8,33.0,1,20.247,2500.0
2292,145.143,29.0,9995.0,4511,1,359906,2021-05-28T08:58:23.517Z,50.0,SPIANA50,0.6,32.0,1,20.315,10000.0
2293,199.036,27.0,20012.0,4512,1,400210,2021-05-28T09:05:06.564Z,16.0,FEDORASGROSS,1.5,25.0,1,20.179,20000.0
2294,145.143,33.0,5476.0,4513,1,500945,2021-05-28T09:21:53.931Z,50.0,SPIANA50,0.4,41.0,1,20.212,5500.0
2295,145.143,32.0,7006.0,4513,1,507201,2021-05-28T09:22:56.492Z,50.0,SPIANA50,1.3,35.0,1,8.262,7000.0
2296,143.781,32.0,7003.0,4514,1,510704,2021-05-28T09:23:31.522Z,20.0,CAN19APK,1.3,34.0,1,20.212,7000.0
2297,169.191,30.0,11961.0,4515,1,513547,2021-05-28T09:23:59.953Z,10.0,CAN10,0.8,33.0,1,20.298,12000.0
2298,221.387,30.0,18935.0,4516,1,526655,2021-05-28T09:26:11.035Z,16.0,FEDORA,3.5,35.0,1,20.23,19000.0
2299,146.776,30.0,19004.0,4517,1,531913,2021-05-28T09:27:03.616Z,10.0,TEST10,1.2,35.0,1,20.315,19000.0
2300,138.701,30.0,19020.0,4518,1,536398,2021-05-28T09:27:48.467Z,6.0,PALLAD6,0.8,36.0,1,20.212,19000.0
2301,165.645,30.0,2507.0,4519,1,541195,2021-05-28T09:28:36.437Z,14.0,CAN-14,0.9,36.0,1,20.315,2500.0
2302,170.941,30.0,2508.0,4520,1,545504,2021-05-28T09:29:19.528Z,8.5,CAN8-5FR,0.8,33.0,1,20.212,2500.0
2303,145.143,29.0,9994.0,4521,1,548885,2021-05-28T09:29:53.339Z,50.0,SPIANA50,1.2,32.0,1,20.247,10000.0
2304,147.154,25.0,18978.0,4522,1,767174,2021-05-28T10:06:16.266Z,10.0,TEST10SGROSS,0.8,25.0,1,20.179,19000.0
2305,146.776,33.0,19018.0,4523,1,922737,2021-05-28T10:32:11.923Z,10.0,TEST10,1.4,40.0,1,20.162,19000.0
2306,169.191,33.0,2505.0,4524,1,1120813,2021-05-28T11:05:12.716Z,10.0,CAN10,0.7,39.0,1,20.281,2500.0
2307,142.363,27.0,2498.0,4525,1,1160078,2021-05-28T11:11:45.373Z,5.5,CAN5-5,0.4,28.0,1,20.179,2500.0
2308,157.842,27.0,11926.0,4526,1,1202683,2021-05-28T11:18:51.430Z,6.0,FRESA6SMUSS,1.8,28.0,1,20.247,12000.0
2309,143.781,25.0,5960.0,4527,1,2268445,2021-05-28T14:16:29.233Z,20.0,CAN19APK,0.5,25.0,1,20.315,6000.0
2310,147.154,27.0,18937.0,4528,1,2284911,2021-05-28T14:19:13.896Z,10.0,TEST10SGROSS,1.7,28.0,1,20.315,19000.0
2311,146.776,32.0,18961.0,4529,1,2334627,2021-05-28T14:27:31.064Z,10.0,TEST10,3.2,37.0,1,20.298,19000.0
2312,116.575,32.0,2517.0,4530,1,2380432,2021-05-28T14:35:09.122Z,9.0,CAN9,0.4,39.0,1,20.349,2500.0
2313,165.645,30.0,2490.0,4531,1,2395113,2021-05-28T14:37:35.935Z,14.0,CAN-14,0.8,32.0,1,20.247,2500.0
2314,157.842,29.0,12015.0,4532,1,2404552,2021-05-28T14:39:10.326Z,6.0,FRESA6SMUSS,1.1,30.0,1,20.23,12000.0
2315,109.852,25.0,2942.0,4533,1,1028577,2021-05-31T09:18:34.864Z,80.0,SPIANAD80,0.6,24.0,1,20.247,3000.0
2316,109.852,25.0,2959.0,4534,1,1051017,2021-05-31T09:22:19.265Z,80.0,SPIANAD80,0.2,25.0,1,20.179,3000.0
2317,147.154,25.0,18978.0,4535,1,1191986,2021-05-31T09:45:48.963Z,10.0,TEST10SGROSS,2.0,24.0,1,20.247,19000.0
2318,143.781,29.0,5971.0,4536,1,1212946,2021-05-31T09:49:18.564Z,20.0,CAN19APK,0.5,37.0,1,20.195,6000.0
2319,146.776,27.0,18967.0,4537,1,1245379,2021-05-31T09:54:42.896Z,10.0,TEST10,1.4,30.0,1,20.23,19000.0
2320,157.842,29.0,11962.0,4538,1,1257681,2021-05-31T09:56:45.917Z,6.0,FRESA6SMUSS,1.3,35.0,1,20.315,12000.0
2321,109.852,25.0,12007.0,4539,1,1391647,2021-05-31T10:19:05.584Z,80.0,SPIANAD80,0.9,25.0,1,20.212,12000.0
2322,109.852,27.0,2973.0,4539,1,1403464,2021-05-31T10:21:03.755Z,80.0,SPIANAD80,1.2,30.0,1,9.945,3000.0
2323,109.852,27.0,3011.0,4540,1,1462900,2021-05-31T10:30:58.118Z,80.0,SPIANAD80,0.2,25.0,1,20.349,3000.0
2324,109.852,25.0,11974.0,4541,1,1520827,2021-05-31T10:40:37.392Z,80.0,SPIANAD80,0.9,25.0,1,20.179,12000.0
2325,109.852,28.0,2948.0,4541,1,1544535,2021-05-31T10:44:34.473Z,80.0,SPIANAD80,1.2,32.0,1,10.013,3000.0
2326,109.852,27.0,2970.0,4542,1,1588060,2021-05-31T10:51:49.726Z,80.0,SPIANAD80,0.2,27.0,1,20.349,3000.0
2327,145.143,27.0,5022.0,4543,1,1696883,2021-05-31T11:09:57.962Z,50.0,SPIANA50,0.4,25.0,1,20.212,5000.0
2328,134.232,27.0,19014.0,4544,1,1733881,2021-05-31T11:16:07.945Z,6.0,TEST6,2.8,28.0,1,20.298,19000.0
2329,157.842,33.0,11951.0,4545,1,1896143,2021-05-31T11:43:10.574Z,6.0,FRESA6SMUSS,0.9,40.0,1,20.315,12000.0
2330,109.852,25.0,11968.0,4546,1,2261616,2021-05-31T12:44:05.327Z,80.0,SPIANAD80,1.1,24.0,1,20.162,12000.0
2331,109.852,27.0,2936.0,4546,1,2274167,2021-05-31T12:46:10.837Z,80.0,SPIANAD80,1.1,30.0,1,9.673,3000.0
2332,145.143,27.0,6963.0,4547,1,2348336,2021-05-31T12:58:32.532Z,50.0,SPIANA50,0.6,25.0,1,20.23,7000.0
2333,134.232,27.0,18992.0,4548,1,2357271,2021-05-31T13:00:01.882Z,6.0,TEST6,2.5,29.0,1,20.195,19000.0
2334,170.941,32.0,2966.0,4549,1,2438120,2021-05-31T13:13:30.377Z,8.5,CAN8-5FR,0.8,38.0,1,20.212,3000.0
2335,152.655,30.0,3487.0,4550,1,2448154,2021-05-31T13:15:10.718Z,11.0,CAN11-FR,0.9,32.0,1,20.212,3500.0
2336,136.43,30.0,2942.0,4551,1,2454772,2021-05-31T13:16:16.898Z,20.0,SVAS20_5,0.6,32.0,1,20.195,3000.0
2337,157.842,29.0,11964.0,4552,1,2462099,2021-05-31T13:17:30.169Z,6.0,FRESA6SMUSS,2.0,30.0,1,20.212,12000.0
2338,109.852,27.0,3010.0,4553,1,2521298,2021-05-31T13:27:22.162Z,80.0,SPIANAD80,0.3,27.0,1,20.179,3000.0
2339,109.852,27.0,2945.0,4554,1,2538266,2021-05-31T13:30:11.843Z,80.0,SPIANAD80,0.2,25.0,1,20.281,3000.0
2340,134.232,27.0,19469.0,4555,1,2568131,2021-05-31T13:35:10.495Z,6.0,TEST6,1.5,27.0,1,20.315,19500.0
2341,142.363,30.0,2941.0,4556,1,2597154,2021-05-31T13:40:00.727Z,5.5,CAN5-5,0.6,38.0,1,20.212,3000.0
2342,140.989,29.0,1934.0,4557,1,2611227,2021-05-31T13:42:21.458Z,5.0,CAN5,0.6,30.0,1,20.247,2000.0
2343,109.852,25.0,11973.0,4558,1,2930825,2021-05-31T14:35:37.457Z,80.0,SPIANAD80,1.0,25.0,1,20.247,12000.0
2344,109.852,25.0,2937.0,4558,1,2934314,2021-05-31T14:36:12.347Z,80.0,SPIANAD80,2.0,27.0,1,9.401,3000.0
2345,147.154,27.0,18990.0,4559,1,2947887,2021-05-31T14:38:28.078Z,10.0,TEST10SGROSS,2.7,27.0,1,20.145,19000.0
2346,146.776,27.0,19027.0,4560,1,2954851,2021-05-31T14:39:37.718Z,10.0,TEST10,1.6,32.0,1,20.247,19000.0
2347,140.989,28.0,1996.0,4561,1,2959905,2021-05-31T14:40:28.259Z,5.0,CAN5,0.8,34.0,1,20.247,2000.0
2348,142.363,28.0,2995.0,4562,1,2963014,2021-05-31T14:40:59.349Z,5.5,CAN5-5,0.6,32.0,1,20.179,3000.0
2349,147.154,27.0,19012.0,4563,1,3026219,2021-05-31T14:51:31.403Z,10.0,TEST10SGROSS,1.3,25.0,1,20.247,19000.0
2350,146.776,27.0,18995.0,4564,1,3032808,2021-05-31T14:52:37.293Z,10.0,TEST10,1.5,32.0,1,20.212,19000.0
2351,130.16,29.0,3459.0,4565,1,3040091,2021-05-31T14:53:50.124Z,4.0,CAN4,0.8,35.0,1,20.162,3500.0
2352,132.569,29.0,3477.0,4566,1,3042760,2021-05-31T14:54:16.814Z,4.5,CAN4_5XFOR,0.7,34.0,1,20.162,3500.0
2353,147.154,25.0,18996.0,4567,1,1471912,2021-06-01T09:55:46.358Z,10.0,TEST10SGROSS,2.7,25.0,1,20.281,19000.0
2354,143.781,30.0,5975.0,4568,1,1520003,2021-06-01T10:03:47.277Z,20.0,CAN19APK,0.6,38.0,1,20.212,6000.0
2355,146.776,27.0,18972.0,4569,1,1605261,2021-06-01T10:17:59.871Z,10.0,TEST10,3.1,30.0,1,20.212,19000.0
2356,153.839,32.0,2485.0,4570,1,1674727,2021-06-01T10:29:34.542Z,7.0,CAN7-FR,0.8,39.0,1,20.281,2500.0
2357,136.43,28.0,3011.0,4571,1,1701698,2021-06-01T10:34:04.257Z,20.0,SVAS20_5,0.4,29.0,1,20.212,3000.0
2358,157.842,27.0,12006.0,4572,1,1725988,2021-06-01T10:38:07.161Z,6.0,FRESA6SMUSS,1.0,30.0,1,20.247,12000.0
2359,146.776,25.0,18990.0,4573,1,2218418,2021-06-01T12:00:11.544Z,10.0,TEST10,3.0,25.0,1,20.298,19000.0
2360,132.804,27.0,3493.0,4574,1,2822776,2021-06-01T13:40:55.227Z,10.5,FRESA10-5,0.4,25.0,1,20.212,3500.0
2361,169.191,27.0,2513.0,4575,1,2863196,2021-06-01T13:47:39.433Z,10.0,CAN10,0.4,25.0,1,20.23,2500.0
2362,170.941,27.0,3469.0,4576,1,2875792,2021-06-01T13:49:45.396Z,8.5,CAN8-5FR,0.8,27.0,1,20.247,3500.0
2363,109.852,25.0,11989.0,4577,1,645906,2021-06-03T08:07:13.947Z,80.0,SPIANAD80,0.7,25.0,1,20.195,12000.0
2364,109.852,25.0,2955.0,4577,1,649215,2021-06-03T08:07:47.038Z,80.0,SPIANAD80,1.1,27.0,1,10.03,3000.0
2365,109.852,25.0,11990.0,4578,1,799957,2021-06-03T08:32:54.481Z,80.0,SPIANAD80,0.9,25.0,1,20.212,12000.0
2366,109.852,27.0,3013.0,4578,1,814757,2021-06-03T08:35:22.483Z,80.0,SPIANAD80,1.1,30.0,1,9.418,3000.0
2367,145.143,27.0,14008.0,4579,1,835038,2021-06-03T08:38:45.296Z,50.0,SPIANA50,2.8,27.0,1,20.128,14000.0
2368,145.143,27.0,3456.0,4580,1,852813,2021-06-03T08:41:43.049Z,50.0,SPIANA50,0.2,29.0,1,20.195,3500.0
2369,150.986,27.0,2421.0,4581,1,884006,2021-06-03T08:46:54.983Z,6.0,CAN6,0.4,29.0,1,20.23,2500.0
2370,134.232,27.0,19447.0,4582,1,889488,2021-06-03T08:47:49.804Z,6.0,TEST6,1.4,28.0,1,20.212,19500.0
2371,134.232,32.0,19002.0,4582,1,930613,2021-06-03T08:54:41.061Z,6.0,TEST6,0.6,40.0,1,5.355,19000.0
2372,132.569,32.0,3485.0,4583,1,945801,2021-06-03T08:57:12.943Z,4.5,CAN4_5XFOR,0.6,40.0,1,20.247,3500.0
2373,109.852,27.0,12012.0,4584,1,1198095,2021-06-03T09:39:15.923Z,80.0,SPIANAD80,1.0,25.0,1,20.162,12000.0
2374,109.852,28.0,2992.0,4584,1,1213200,2021-06-03T09:41:46.975Z,80.0,SPIANAD80,0.9,32.0,1,10.387,3000.0
2375,109.852,27.0,2999.0,4585,1,1297849,2021-06-03T09:55:53.478Z,80.0,SPIANAD80,0.3,25.0,1,20.247,3000.0
2376,109.852,27.0,12013.0,4586,1,1385481,2021-06-03T10:10:29.812Z,80.0,SPIANAD80,1.1,25.0,1,20.23,12000.0
2377,109.852,29.0,2942.0,4586,1,1412029,2021-06-03T10:14:55.297Z,80.0,SPIANAD80,0.8,33.0,1,9.724,3000.0
2378,109.852,27.0,2978.0,4587,1,1468377,2021-06-03T10:24:18.786Z,80.0,SPIANAD80,0.2,29.0,1,20.281,3000.0
2379,116.574,37.0,2936.0,4590,1,2789086,2021-06-03T14:04:26.088Z,9.0,CAN9,0.4,40.0,1,20.23,3000.0
2380,116.574,35.0,15039.0,4590,1,2792031,2021-06-03T14:04:55.538Z,9.0,CAN9,3.8,37.0,1,11.322,15000.0
2381,116.574,35.0,2555.0,4590,1,2793654,2021-06-03T14:05:11.769Z,9.0,CAN9,3.6,36.0,1,7.514,2500.0
2382,116.574,34.0,14958.0,4590,1,2796247,2021-06-03T14:05:37.699Z,9.0,CAN9,3.9,35.0,1,15.079,15000.0
2383,116.574,33.0,15049.0,4590,1,2800456,2021-06-03T14:06:19.790Z,9.0,CAN9,3.9,35.0,1,15.555,15000.0
2384,116.574,34.0,2382.0,4590,1,2797849,2021-06-03T14:05:53.719Z,9.0,CAN9,3.7,35.0,1,8.381,2500.0
2385,116.574,33.0,2370.0,4590,1,2806264,2021-06-03T14:07:17.871Z,9.0,CAN9,3.6,33.0,1,8.738,2500.0
2386,116.574,33.0,2528.0,4590,1,2802062,2021-06-03T14:06:35.850Z,9.0,CAN9,3.6,34.0,1,8.619,2500.0
2387,116.574,33.0,14948.0,4590,1,2804655,2021-06-03T14:07:01.780Z,9.0,CAN9,4.0,34.0,1,15.317,15000.0
2388,116.574,32.0,14887.0,4590,1,2808860,2021-06-03T14:07:43.831Z,9.0,CAN9,3.9,34.0,1,16.455,15000.0
2389,116.574,32.0,2380.0,4590,1,2810471,2021-06-03T14:07:59.941Z,9.0,CAN9,3.6,33.0,1,8.364,2500.0
2390,116.574,32.0,14909.0,4590,1,2813068,2021-06-03T14:08:25.912Z,9.0,CAN9,4.0,33.0,1,14.926,15000.0
2391,116.574,32.0,14966.0,4590,1,2817281,2021-06-03T14:09:08.042Z,9.0,CAN9,4.0,33.0,1,15.827,15000.0
2392,116.574,32.0,2455.0,4590,1,2818889,2021-06-03T14:09:24.123Z,9.0,CAN9,3.6,33.0,1,9.843,2500.0
2393,116.574,32.0,2410.0,4590,1,2814680,2021-06-03T14:08:42.032Z,9.0,CAN9,3.5,33.0,1,8.313,2500.0
2394,116.574,32.0,15018.0,4590,1,2821483,2021-06-03T14:09:50.063Z,9.0,CAN9,4.0,33.0,1,15.215,15000.0
2395,116.574,32.0,2447.0,4590,1,2823094,2021-06-03T14:10:06.173Z,9.0,CAN9,3.5,33.0,1,8.925,2500.0
2396,116.574,32.0,14944.0,4590,1,2829903,2021-06-03T14:11:14.264Z,9.0,CAN9,3.7,33.0,1,11.526,15000.0
2397,116.574,32.0,15054.0,4590,1,2825700,2021-06-03T14:10:32.234Z,9.0,CAN9,3.9,33.0,1,12.172,15000.0
2398,116.574,32.0,2565.0,4590,1,2827308,2021-06-03T14:10:48.314Z,9.0,CAN9,3.6,33.0,1,8.908,2500.0
2399,116.574,32.0,2556.0,4590,1,2831516,2021-06-03T14:11:30.395Z,9.0,CAN9,3.4,32.0,1,7.395,2500.0
2400,116.574,30.0,2521.0,4590,1,2835718,2021-06-03T14:12:12.415Z,9.0,CAN9,3.5,32.0,1,8.024,2500.0
2401,116.574,30.0,15036.0,4590,1,2834108,2021-06-03T14:11:56.315Z,9.0,CAN9,3.8,32.0,1,15.844,15000.0
2402,116.574,30.0,15034.0,4590,1,2838312,2021-06-03T14:12:38.356Z,9.0,CAN9,3.8,32.0,1,11.917,15000.0
2403,116.574,30.0,2363.0,4590,1,2839920,2021-06-03T14:12:54.436Z,9.0,CAN9,3.5,32.0,1,8.67,2500.0
2404,116.574,30.0,15005.0,4590,1,2842524,2021-06-03T14:13:20.476Z,9.0,CAN9,3.8,32.0,1,13.855,15000.0
2405,116.574,30.0,14969.0,4590,1,2846735,2021-06-03T14:14:02.587Z,9.0,CAN9,3.8,32.0,1,14.79,15000.0
2406,116.574,30.0,2410.0,4590,1,2848336,2021-06-03T14:14:18.597Z,9.0,CAN9,3.5,32.0,1,8.381,2500.0
2407,116.574,30.0,2437.0,4590,1,2844129,2021-06-03T14:13:36.527Z,9.0,CAN9,3.5,32.0,1,8.5,2500.0
2408,116.574,30.0,15045.0,4590,1,2850936,2021-06-03T14:14:44.598Z,9.0,CAN9,3.9,32.0,1,15.13,15000.0
2409,116.574,30.0,15039.0,4590,1,2855144,2021-06-03T14:15:26.678Z,9.0,CAN9,3.9,32.0,1,14.144,15000.0
2410,116.574,30.0,2541.0,4590,1,2852547,2021-06-03T14:15:00.708Z,9.0,CAN9,3.5,32.0,1,8.789,2500.0
2411,116.574,30.0,2464.0,4590,1,2856761,2021-06-03T14:15:42.849Z,9.0,CAN9,3.7,32.0,1,9.214,2500.0
2412,116.574,30.0,2546.0,4590,1,2861355,2021-06-03T14:16:28.789Z,9.0,CAN9,3.2,32.0,1,8.279,2500.0
2413,116.574,30.0,15043.0,4590,1,2859743,2021-06-03T14:16:12.669Z,9.0,CAN9,3.8,32.0,1,10.251,15000.0
2414,116.574,30.0,15030.0,4590,1,2863947,2021-06-03T14:16:54.710Z,9.0,CAN9,3.7,32.0,1,14.127,15000.0
2415,116.574,30.0,14960.0,4590,1,2868157,2021-06-03T14:17:36.811Z,9.0,CAN9,3.7,32.0,1,14.45,15000.0
