,bearingsCelsius,idChiave,UTE,statoRot,spindleRpm,statorCelsius,LUNG,CurrentPeak,@timestamp,VibromPeak,rpmSetPoint,ist_acc,DIAM,numTP
0,0.0,3941,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,108.0,11.77,2021-06-30T07:54:54.459Z,,4000.0,15775541,12.0,2
1,0.0,3945,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,108.0,11.605,2021-06-30T08:02:43.962Z,,4000.0,16010291,12.0,2
2,0.0,3949,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,108.0,11.792,2021-06-30T08:10:00.755Z,,4000.0,16228686,12.0,2
3,0.0,3953,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,108.0,12.034,2021-06-30T08:18:34.075Z,,4000.0,16485344,12.0,2
4,0.0,3957,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,108.0,12.001,2021-06-30T08:25:46.106Z,,4000.0,16701358,12.0,2
5,0.0,3961,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,108.0,11.671,2021-06-30T08:34:08.603Z,,4000.0,16952605,12.0,2
6,0.0,3965,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,108.0,11.484,2021-06-30T08:42:43.789Z,,4000.0,17210196,12.0,2
7,0.0,3969,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,108.0,11.814,2021-06-30T08:49:59.922Z,,4000.0,17428261,12.0,2
8,0.0,3973,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,108.0,11.913,2021-06-30T08:58:16.032Z,,4000.0,17676314,12.0,2
9,0.0,3977,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,108.0,11.792,2021-06-30T09:10:20.215Z,,4000.0,18038403,12.0,2
10,0.0,3979,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,108.0,11.913,2021-07-01T02:23:20.627Z,,4000.0,365746,12.0,2
11,0.0,3980,,1,0.0,0.0,,12.609,2021-07-01T02:23:36.723Z,,0.0,373794,,
12,0.0,3981,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.693,2021-07-01T02:32:53.203Z,,4000.0,652032,12.0,2
13,0.0,3982,,1,0.0,0.0,,6.149,2021-07-01T02:33:09.787Z,,0.0,660324,,
14,0.0,3983,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.77,2021-07-01T02:41:25.387Z,,4000.0,908122,12.0,2
15,0.0,3984,,1,0.0,0.0,,5.927,2021-07-01T02:41:41.977Z,,0.0,916417,,
16,0.0,3985,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.836,2021-07-01T02:44:27.985Z,,4000.0,999420,12.0,2
17,0.0,3986,,1,0.0,0.0,,5.72,2021-07-01T02:44:44.619Z,,0.0,1007737,,
18,0.0,3987,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.605,2021-07-01T02:49:36.720Z,,4000.0,1153786,12.0,2
19,0.0,3988,,1,0.0,0.0,,12.261,2021-07-01T02:49:53.260Z,,0.0,1162056,,
20,0.0,3989,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.715,2021-07-01T02:57:12.110Z,,4000.0,1381479,12.0,2
21,0.0,3990,,1,0.0,0.0,,5.986,2021-07-01T02:57:28.688Z,,0.0,1389768,,
22,0.0,3991,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.726,2021-07-01T04:19:50.644Z,,4000.0,3860721,12.0,2
23,0.0,3992,,1,0.0,0.0,,12.483,2021-07-01T04:20:07.220Z,,0.0,3869009,,
24,0.0,3993,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.858,2021-07-01T04:22:12.671Z,,4000.0,3931734,12.0,2
25,0.0,3994,,1,0.0,0.0,,5.964,2021-07-01T04:22:29.217Z,,0.0,3940007,,
26,0.0,3995,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.792,2021-07-01T04:23:44.954Z,,4000.0,3977875,12.0,2
27,0.0,3996,,1,0.0,0.0,,5.942,2021-07-01T04:24:01.514Z,,0.0,3986155,,
28,0.0,3997,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.649,2021-07-01T04:25:21.571Z,,4000.0,4026183,12.0,2
29,0.0,3998,,1,0.0,0.0,,5.594,2021-07-01T04:25:38.167Z,,0.0,4034481,,
30,0.0,3999,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.627,2021-07-01T04:30:11.818Z,,4000.0,4171305,12.0,2
31,0.0,4000,,1,0.0,0.0,,12.483,2021-07-01T04:30:28.310Z,,0.0,4179551,,
32,0.0,4001,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,12.144,2021-07-01T04:31:44.083Z,,4000.0,4217437,12.0,2
33,0.0,4002,,1,0.0,0.0,,12.528,2021-07-01T04:32:00.695Z,,0.0,4225743,,
34,0.0,4003,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.693,2021-07-01T04:33:07.986Z,,4000.0,4259388,12.0,2
35,0.0,4004,,1,0.0,0.0,,12.565,2021-07-01T04:33:24.548Z,,0.0,4267669,,
36,0.0,4005,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.583,2021-07-01T04:34:34.267Z,,4000.0,4302528,12.0,2
37,0.0,4006,,1,0.0,0.0,,12.284,2021-07-01T04:34:50.831Z,,0.0,4310810,,
38,0.0,4007,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.748,2021-07-01T04:39:50.882Z,,4000.0,4460834,12.0,2
39,0.0,4008,,1,0.0,0.0,,12.528,2021-07-01T04:40:07.446Z,,0.0,4469116,,
40,0.0,4009,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.869,2021-07-01T04:41:13.593Z,,4000.0,4502189,12.0,2
41,0.0,4010,,1,0.0,0.0,,12.631,2021-07-01T04:41:30.257Z,,0.0,4510521,,
42,0.0,4011,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.627,2021-07-01T04:42:39.497Z,,4000.0,4545141,12.0,2
43,0.0,4012,,1,0.0,0.0,,5.638,2021-07-01T04:42:56.102Z,,0.0,4553443,,
44,0.0,4013,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.649,2021-07-01T04:44:10.088Z,,4000.0,4590436,12.0,2
45,0.0,4014,,1,0.0,0.0,,5.905,2021-07-01T04:44:26.686Z,,0.0,4598735,,
46,0.0,4015,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.77,2021-07-01T05:13:04.072Z,,4000.0,5457419,12.0,2
47,0.0,4016,,1,0.0,0.0,,12.587,2021-07-01T05:13:38.544Z,,0.0,5474655,,
48,0.0,4017,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.957,2021-07-01T05:17:02.812Z,,4000.0,5576788,12.0,2
49,0.0,4018,,1,0.0,0.0,,12.483,2021-07-01T05:17:37.341Z,,0.0,5594052,,
50,0.0,4019,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.869,2021-07-01T05:20:44.860Z,,4000.0,5687811,12.0,2
51,0.0,4020,,1,0.0,0.0,,6.171,2021-07-01T05:21:19.379Z,,0.0,5705070,,
52,0.0,4021,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.814,2021-07-01T05:24:20.403Z,,4000.0,5795581,12.0,2
53,0.0,4022,,1,0.0,0.0,,12.631,2021-07-01T05:24:54.943Z,,0.0,5812851,,
54,0.0,4023,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.792,2021-07-01T05:32:27.184Z,,4000.0,6038969,12.0,2
55,0.0,4024,,1,0.0,0.0,,12.55,2021-07-01T05:33:01.598Z,,0.0,6056176,,
56,0.0,4025,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.649,2021-07-01T05:35:52.504Z,,4000.0,6141628,12.0,2
57,0.0,4026,,1,0.0,0.0,,12.424,2021-07-01T05:36:27.008Z,,0.0,6158880,,
58,0.0,4027,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.55,2021-07-01T05:39:35.344Z,,4000.0,6253047,12.0,2
59,0.0,4028,,1,0.0,0.0,,12.528,2021-07-01T05:40:09.800Z,,0.0,6270275,,
60,0.0,4029,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.814,2021-07-01T05:42:54.384Z,,4000.0,6352566,12.0,2
61,0.0,4030,,1,0.0,0.0,,12.298,2021-07-01T05:43:28.896Z,,0.0,6369822,,
62,0.0,4031,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.814,2021-07-01T05:58:51.467Z,,4000.0,6831103,12.0,2
63,0.0,4032,,1,0.0,0.0,,12.387,2021-07-01T05:59:25.848Z,,0.0,6848293,,
64,0.0,4033,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.693,2021-07-01T06:19:57.164Z,,4000.0,7463945,12.0,2
65,0.0,4034,,1,0.0,0.0,,5.823,2021-07-01T06:20:31.572Z,,0.0,7481149,,
66,0.0,4035,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.913,2021-07-01T06:27:22.448Z,,4000.0,7686585,12.0,2
67,0.0,4036,,1,0.0,0.0,,12.528,2021-07-01T06:27:56.824Z,,0.0,7703773,,
68,0.0,4037,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.583,2021-07-01T06:30:53.020Z,,4000.0,7791870,12.0,2
69,0.0,4038,,1,0.0,0.0,,5.675,2021-07-01T06:31:27.428Z,,0.0,7809074,,
70,0.0,4039,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.77,2021-07-01T06:37:32.264Z,,4000.0,7991490,12.0,2
71,0.0,4040,,1,0.0,0.0,,5.986,2021-07-01T06:38:06.642Z,,0.0,8008679,,
72,0.0,4041,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.77,2021-07-01T06:40:47.058Z,,4000.0,8088886,12.0,2
73,0.0,4042,,1,0.0,0.0,,12.365,2021-07-01T06:41:21.478Z,,0.0,8106096,,
74,0.0,4043,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.935,2021-07-01T06:44:10.338Z,,4000.0,8190525,12.0,2
75,0.0,4044,,1,0.0,0.0,,5.779,2021-07-01T06:44:44.716Z,,0.0,8207714,,
76,0.0,4045,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.836,2021-07-01T06:47:22.834Z,,4000.0,8286772,12.0,2
77,0.0,4046,,1,0.0,0.0,,12.55,2021-07-01T06:47:57.186Z,,0.0,8303948,,
78,0.0,4047,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.792,2021-07-01T06:54:24.502Z,,4000.0,8497604,12.0,2
79,0.0,4048,,1,0.0,0.0,,12.691,2021-07-01T06:54:54.174Z,,0.0,8512440,,
80,0.0,4049,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.671,2021-07-01T06:57:38.578Z,,4000.0,8594641,12.0,2
81,0.0,4050,,1,0.0,0.0,,5.905,2021-07-01T06:58:08.146Z,,0.0,8609425,,
82,0.0,4051,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.858,2021-07-01T07:01:00.466Z,,4000.0,8695584,12.0,2
83,0.0,4052,,1,0.0,0.0,,12.483,2021-07-01T07:01:30.082Z,,0.0,8710392,,
84,0.0,4053,AGGRE-TILT-1-TILT_DRILL_12,1,0.0,0.0,107.699,11.726,2021-07-01T07:03:57.745Z,,4000.0,8784223,12.0,2
85,0.0,4054,,1,0.0,0.0,,6.193,2021-07-01T07:04:27.330Z,,0.0,8799015,,
86,29.0,3917,E_TYPE_16MM,1,16633.0,32.0,144.839,29.729,2021-06-30T06:59:08.751Z,1.1,18000.0,14102699,15.68,21
87,30.0,3918,FRESA350,1,4614.0,30.0,98.199,29.791,2021-06-30T07:02:24.241Z,2.1,5000.0,14200443,350.0,21
88,30.0,3919,FRESA350,1,4526.0,32.0,98.199,30.07,2021-06-30T07:04:03.061Z,1.7,5000.0,14249853,350.0,21
89,30.0,3920,E_TYPE_16MM,1,16429.0,33.0,144.839,26.443,2021-06-30T07:05:13.924Z,1.1,18000.0,14285284,15.68,21
90,30.0,3922,FRESA350,1,4623.0,32.0,98.199,31.558,2021-06-30T07:10:04.956Z,1.8,5000.0,14430799,350.0,21
91,30.0,3921,FRESA350,1,4594.0,30.0,98.199,26.908,2021-06-30T07:08:25.747Z,1.7,5000.0,14381195,350.0,21
92,30.0,3923,E_TYPE_16MM,1,16551.0,32.0,144.839,30.875,2021-06-30T07:11:16.264Z,1.1,18000.0,14466453,15.68,21
93,30.0,3924,FRESA350,1,4539.0,30.0,98.199,29.976,2021-06-30T07:14:23.868Z,1.7,5000.0,14560254,350.0,21
94,30.0,3925,FRESA350,1,4552.0,33.0,98.199,30.194,2021-06-30T07:16:01.861Z,1.8,5000.0,14609250,350.0,21
95,30.0,3926,E_TYPE_16MM,1,16860.0,30.0,144.839,28.334,2021-06-30T07:17:55.077Z,1.1,18000.0,14665858,15.68,21
96,29.0,3927,FRESA350,1,4589.0,28.0,98.199,29.976,2021-06-30T07:22:48.983Z,1.6,5000.0,14812810,350.0,21
97,30.0,3928,FRESA350,1,4572.0,32.0,98.199,30.752,2021-06-30T07:24:27.936Z,1.7,5000.0,14862286,350.0,21
98,30.0,3929,E_TYPE_16MM,1,16480.0,32.0,144.839,29.357,2021-06-30T07:25:32.036Z,1.1,18000.0,14894336,15.68,21
99,30.0,3930,FRESA350,1,4545.0,30.0,98.199,26.784,2021-06-30T07:28:35.088Z,1.8,5000.0,14985861,350.0,21
100,30.0,3931,FRESA350,1,4566.0,32.0,98.199,29.264,2021-06-30T07:30:03.024Z,1.8,5000.0,15029829,350.0,21
101,29.0,3932,E_TYPE_16MM,1,16435.0,32.0,144.839,26.846,2021-06-30T07:31:07.045Z,1.1,18000.0,15061839,15.68,21
102,30.0,3933,FRESA350,1,4622.0,30.0,98.199,26.132,2021-06-30T07:33:52.516Z,1.9,5000.0,15144574,350.0,21
103,30.0,3934,FRESA350,1,4594.0,33.0,98.199,30.41,2021-06-30T07:35:18.809Z,1.8,5000.0,15187720,350.0,21
104,30.0,3935,E_TYPE_16MM,1,16856.0,33.0,144.839,31.216,2021-06-30T07:36:22.455Z,1.1,18000.0,15219543,15.68,21
105,30.0,3936,FRESA350,1,4560.0,30.0,98.199,30.566,2021-06-30T07:39:16.724Z,1.7,5000.0,15306677,350.0,21
106,30.0,3937,FRESA350,1,4572.0,32.0,98.199,31.0,2021-06-30T07:40:44.997Z,1.8,5000.0,15350813,350.0,21
107,30.0,3938,E_TYPE_16MM,1,16401.0,32.0,144.839,29.202,2021-06-30T07:41:48.663Z,1.1,18000.0,15382646,15.68,21
108,27.0,3939,FRESA350,1,4591.0,27.0,98.199,26.195,2021-06-30T07:51:04.355Z,1.5,5000.0,15660490,350.0,21
109,28.0,3940,FRESA350,1,4597.0,30.0,98.199,30.783,2021-06-30T07:53:36.120Z,1.7,5000.0,15736372,350.0,21
110,28.0,3942,E_TYPE_16MM,1,16544.0,30.0,144.839,27.621,2021-06-30T07:55:18.577Z,0.4,18000.0,15787600,15.68,21
111,30.0,3943,FRESA350,1,4616.0,29.0,98.199,29.481,2021-06-30T07:59:45.281Z,1.7,5000.0,15920951,350.0,21
112,29.0,3944,FRESA350,1,4593.0,32.0,98.199,26.474,2021-06-30T08:01:54.944Z,1.8,5000.0,15985782,350.0,21
113,29.0,3946,E_TYPE_16MM,1,16638.0,32.0,144.839,28.271,2021-06-30T08:03:08.164Z,0.3,18000.0,16022392,15.68,21
114,30.0,3947,FRESA350,1,4578.0,32.0,98.199,30.473,2021-06-30T08:06:42.528Z,1.5,5000.0,16129573,350.0,21
115,30.0,3948,FRESA350,1,4562.0,33.0,98.199,26.132,2021-06-30T08:08:57.909Z,1.8,5000.0,16197263,350.0,21
116,29.0,3950,E_TYPE_16MM,1,16664.0,30.0,144.839,29.264,2021-06-30T08:10:24.887Z,0.5,18000.0,16240752,15.68,21
117,30.0,3951,FRESA350,1,4564.0,30.0,98.199,30.907,2021-06-30T08:15:28.779Z,2.4,5000.0,16392697,350.0,21
118,30.0,3952,FRESA350,1,4584.0,33.0,98.199,26.443,2021-06-30T08:17:43.584Z,1.8,5000.0,16460099,350.0,21
119,30.0,3954,E_TYPE_16MM,1,16456.0,32.0,144.839,30.504,2021-06-30T08:18:58.161Z,0.4,18000.0,16497387,15.68,21
120,30.0,3955,FRESA350,1,4597.0,30.0,98.199,26.598,2021-06-30T08:22:43.853Z,2.5,5000.0,16610232,350.0,21
121,30.0,3956,FRESA350,1,4548.0,33.0,98.199,26.784,2021-06-30T08:24:56.136Z,1.8,5000.0,16676373,350.0,21
122,30.0,3958,E_TYPE_16MM,1,16874.0,32.0,144.839,30.69,2021-06-30T08:26:10.300Z,0.4,18000.0,16713455,15.68,21
123,32.0,3959,FRESA350,1,4532.0,32.0,98.199,25.823,2021-06-30T08:29:41.184Z,2.1,5000.0,16818896,350.0,21
124,30.0,3960,FRESA350,1,4640.0,30.0,98.199,29.729,2021-06-30T08:33:20.037Z,1.8,5000.0,16928322,350.0,21
125,30.0,3962,E_TYPE_16MM,1,16537.0,32.0,144.839,28.799,2021-06-30T08:34:32.724Z,0.4,18000.0,16964665,15.68,21
126,30.0,3963,FRESA350,1,4591.0,29.0,98.199,30.318,2021-06-30T08:39:35.096Z,2.2,5000.0,17115850,350.0,21
127,30.0,3964,FRESA350,1,4562.0,32.0,98.199,30.132,2021-06-30T08:41:50.829Z,1.6,5000.0,17183716,350.0,21
128,30.0,3966,E_TYPE_16MM,1,16403.0,32.0,144.839,29.016,2021-06-30T08:43:08.243Z,0.3,18000.0,17222423,15.68,21
129,32.0,3967,FRESA350,1,4631.0,32.0,98.199,30.07,2021-06-30T08:46:49.133Z,1.4,5000.0,17332867,350.0,21
130,30.0,3968,FRESA350,1,4559.0,33.0,98.199,26.753,2021-06-30T08:49:03.436Z,1.7,5000.0,17400018,350.0,21
131,30.0,3970,E_TYPE_16MM,1,16865.0,32.0,144.839,30.194,2021-06-30T08:50:24.352Z,0.3,18000.0,17440476,15.68,21
132,30.0,3971,FRESA350,1,4563.0,30.0,98.199,26.474,2021-06-30T08:54:58.120Z,1.8,5000.0,17577359,350.0,21
133,30.0,3972,FRESA350,1,4542.0,33.0,98.199,29.016,2021-06-30T08:57:22.253Z,1.8,5000.0,17649425,350.0,21
134,30.0,3974,E_TYPE_16MM,1,16856.0,32.0,144.839,30.07,2021-06-30T08:58:40.764Z,0.3,18000.0,17688680,15.68,21
135,29.0,3975,FRESA350,1,4535.0,28.0,98.199,30.875,2021-06-30T09:07:04.337Z,1.6,5000.0,17940465,350.0,21
136,29.0,3976,FRESA350,1,4589.0,32.0,98.199,29.542,2021-06-30T09:09:27.020Z,1.7,5000.0,18011806,350.0,21
137,29.0,3978,E_TYPE_16MM,1,16641.0,32.0,144.839,26.412,2021-06-30T09:10:44.977Z,0.4,18000.0,18050784,15.68,21
138,22.0,4055,E_TYPE_16MM,1,16577.0,23.0,130.08,17.493,2021-07-07T23:23:41.205Z,1.0,18000.0,783034,14.84,1
139,23.0,4056,E_TYPE_16MM,1,16833.0,24.0,130.08,15.192,2021-07-07T23:38:39.403Z,0.9,18000.0,1232129,14.84,1
140,23.0,4057,E_TYPE_16MM,1,16505.0,24.0,130.08,15.163,2021-07-08T01:27:41.983Z,0.9,18000.0,4503388,14.84,1
141,23.0,4058,E_TYPE_16MM,1,16392.0,23.0,130.08,15.399,2021-07-08T01:48:30.653Z,0.9,18000.0,5127717,14.84,1
142,23.0,4059,E_TYPE_16MM,1,16734.0,23.0,130.08,15.664,2021-07-08T02:17:36.779Z,0.9,18000.0,6000772,14.84,1
143,24.0,4060,E_TYPE_16MM,1,16524.0,26.0,130.08,15.222,2021-07-08T02:20:57.017Z,0.9,18000.0,6100890,14.84,1
144,26.0,4061,E_TYPE_16MM,1,16620.0,27.0,130.08,15.192,2021-07-08T02:23:40.577Z,0.9,18000.0,6182669,14.84,1
145,27.0,4062,E_TYPE_16MM,1,16640.0,29.0,130.08,15.428,2021-07-08T02:25:57.296Z,0.9,18000.0,6251028,14.84,1
146,28.0,4063,E_TYPE_16MM,1,16538.0,30.0,130.08,15.251,2021-07-08T02:28:13.945Z,0.8,18000.0,6319352,14.84,1
147,28.0,4064,E_TYPE_16MM,1,16670.0,31.0,130.08,15.222,2021-07-08T02:30:30.649Z,1.0,18000.0,6387703,14.84,1
148,28.0,4065,E_TYPE_16MM,1,16401.0,31.0,130.08,15.192,2021-07-08T02:32:47.448Z,0.9,18000.0,6456102,14.84,1
149,29.0,4066,E_TYPE_16MM,1,16564.0,32.0,130.08,15.222,2021-07-08T02:35:04.249Z,1.0,18000.0,6524502,14.84,1
150,30.0,4067,E_TYPE_16MM,1,16464.0,32.0,130.08,15.34,2021-07-08T02:37:21.115Z,0.9,18000.0,6592934,14.84,1
151,30.0,4068,E_TYPE_16MM,1,16782.0,33.0,130.08,15.399,2021-07-08T02:39:37.844Z,0.9,18000.0,6661298,14.84,1
152,30.0,4069,E_TYPE_16MM,1,16501.0,33.0,130.08,15.34,2021-07-08T02:41:54.563Z,1.0,18000.0,6729657,14.84,1
153,30.0,4070,E_TYPE_16MM,1,16516.0,33.0,130.08,15.192,2021-07-08T02:44:11.239Z,1.0,18000.0,6797994,14.84,1
154,31.0,4071,E_TYPE_16MM,1,16547.0,33.0,130.08,16.077,2021-07-08T02:46:27.920Z,0.9,18000.0,6866334,14.84,1
155,31.0,4072,E_TYPE_16MM,1,16614.0,34.0,130.08,15.487,2021-07-08T02:48:44.647Z,1.0,18000.0,6934697,14.84,1
156,23.0,4073,E_TYPE_16MM,1,16617.0,23.0,130.08,15.399,2021-07-08T04:03:34.392Z,0.8,18000.0,9179548,14.84,1
157,25.0,4074,E_TYPE_16MM,1,16775.0,26.0,130.08,15.34,2021-07-08T04:05:50.063Z,0.9,18000.0,9247383,14.84,1
158,26.0,4075,E_TYPE_16MM,1,16550.0,28.0,130.08,15.635,2021-07-08T04:08:05.698Z,0.8,18000.0,9315200,14.84,1
159,27.0,4076,E_TYPE_16MM,1,16644.0,29.0,130.08,15.546,2021-07-08T04:10:21.187Z,0.9,18000.0,9382944,14.84,1
160,28.0,4077,E_TYPE_16MM,1,16580.0,31.0,130.08,15.369,2021-07-08T04:12:36.761Z,0.8,18000.0,9450730,14.84,1
161,28.0,4078,E_TYPE_16MM,1,16464.0,31.0,130.08,15.664,2021-07-08T04:14:52.418Z,0.9,18000.0,9518558,14.84,1
162,28.0,4079,E_TYPE_16MM,1,16561.0,31.0,130.08,15.192,2021-07-08T04:17:07.919Z,0.9,18000.0,9586308,14.84,1
163,29.0,4080,E_TYPE_16MM,1,16615.0,32.0,130.08,15.133,2021-07-08T04:19:23.426Z,0.9,18000.0,9654061,14.84,1
164,30.0,4081,E_TYPE_16MM,1,16513.0,33.0,130.08,15.458,2021-07-08T04:21:38.904Z,0.8,18000.0,9721799,14.84,1
165,30.0,4082,E_TYPE_16MM,1,16505.0,33.0,130.08,15.192,2021-07-08T04:23:54.411Z,1.1,18000.0,9789552,14.84,1
166,30.0,4083,E_TYPE_16MM,1,16382.0,33.0,130.08,15.222,2021-07-08T04:26:09.974Z,1.0,18000.0,9857333,14.84,1
167,30.0,4084,E_TYPE_16MM,1,16551.0,33.0,130.08,15.222,2021-07-08T04:28:25.505Z,1.0,18000.0,9925098,14.84,1
168,31.0,4085,E_TYPE_16MM,1,16517.0,34.0,130.08,15.251,2021-07-08T04:30:40.995Z,0.9,18000.0,9992842,14.84,1
169,31.0,4086,E_TYPE_16MM,1,16545.0,34.0,130.08,15.192,2021-07-08T04:32:56.514Z,0.9,18000.0,10060601,14.84,1
170,31.0,4087,E_TYPE_16MM,1,16440.0,34.0,130.08,15.399,2021-07-08T04:35:12.015Z,1.1,18000.0,10128351,14.84,1
171,31.0,4088,E_TYPE_16MM,1,16735.0,33.0,130.08,15.163,2021-07-08T04:37:27.607Z,0.9,18000.0,10196146,14.84,1
172,31.0,4089,E_TYPE_16MM,1,16442.0,34.0,130.08,15.222,2021-07-08T04:39:43.128Z,0.9,18000.0,10263906,14.84,1
173,31.0,4090,E_TYPE_16MM,1,16572.0,34.0,130.08,15.281,2021-07-08T04:41:58.699Z,0.9,18000.0,10331691,14.84,1
174,31.0,4091,E_TYPE_16MM,1,16363.0,34.0,130.08,15.133,2021-07-08T04:44:14.144Z,1.0,18000.0,10399413,14.84,1
175,31.0,4092,E_TYPE_16MM,1,16401.0,34.0,130.08,15.31,2021-07-08T04:46:29.628Z,0.9,18000.0,10467154,14.84,1
176,32.0,4093,E_TYPE_16MM,1,16715.0,34.0,130.08,15.281,2021-07-08T04:48:45.311Z,0.8,18000.0,10534995,14.84,1
177,32.0,4094,E_TYPE_16MM,1,16501.0,34.0,130.08,15.192,2021-07-08T04:51:00.768Z,0.9,18000.0,10602723,14.84,1
178,32.0,4095,E_TYPE_16MM,1,16650.0,35.0,130.08,16.549,2021-07-08T04:53:16.255Z,0.9,18000.0,10670466,14.84,1
179,31.0,4096,E_TYPE_16MM,1,16415.0,34.0,130.08,15.192,2021-07-08T04:55:31.759Z,0.8,18000.0,10738217,14.84,1
180,31.0,4097,E_TYPE_16MM,1,16395.0,34.0,130.08,15.723,2021-07-08T04:57:47.312Z,0.9,18000.0,10805993,14.84,1
181,32.0,4098,E_TYPE_16MM,1,16692.0,34.0,130.08,15.723,2021-07-08T05:00:02.847Z,1.0,18000.0,10873760,14.84,1
182,32.0,4099,E_TYPE_16MM,1,16609.0,35.0,130.08,15.458,2021-07-08T05:02:18.414Z,0.9,18000.0,10941543,14.84,1
183,31.0,4100,E_TYPE_16MM,1,16527.0,34.0,130.08,15.192,2021-07-08T05:04:33.872Z,0.9,18000.0,11009271,14.84,1
184,31.0,4101,E_TYPE_16MM,1,16458.0,34.0,130.08,15.192,2021-07-08T05:06:49.365Z,1.0,18000.0,11077017,14.84,1
185,32.0,4102,E_TYPE_16MM,1,16617.0,34.0,130.08,15.635,2021-07-08T05:09:04.954Z,0.9,18000.0,11144811,14.84,1
186,29.0,4103,E_TYPE_16MM,1,16473.0,31.0,130.08,15.782,2021-07-08T05:13:36.153Z,0.9,18000.0,11280409,14.84,1
187,30.0,4104,E_TYPE_16MM,1,16368.0,31.0,130.08,15.251,2021-07-08T05:15:26.114Z,0.8,18000.0,11335389,14.84,1
188,30.0,4105,E_TYPE_16MM,1,16449.0,32.0,130.08,15.163,2021-07-08T05:17:16.017Z,0.7,18000.0,11390340,14.84,1
189,25.0,4106,E_TYPE_16MM,1,16554.0,24.0,130.08,15.723,2021-07-08T05:40:30.171Z,0.9,18000.0,12087411,14.84,1
190,25.0,4107,E_TYPE_16MM,1,16581.0,25.0,130.08,15.369,2021-07-08T05:43:17.115Z,0.8,18000.0,12170882,14.84,1
191,26.0,4108,E_TYPE_16MM,1,16498.0,26.0,130.08,15.34,2021-07-08T05:45:01.810Z,0.8,18000.0,12223229,14.84,1
192,26.0,4109,E_TYPE_16MM,1,16617.0,26.0,130.08,15.664,2021-07-08T05:47:26.949Z,0.9,18000.0,12295798,14.84,1
