,statorCelsius,LUNG,VibromPeak,spindleRpm,@timestamp,DIAM,ist_acc,idChiave,rpmSetPoint,numTP,bearingsCelsius,CurrentPeak,UTE,statoRot
5328,27.0,275.0,0.8,1987.0,2021-12-23T03:31:00.923Z,12.0,1580522,12165,2000.0,1,0.0,30.69,TH_12MM_198,1
5329,27.0,227.0,0.5,2010.0,2021-12-23T03:32:39.055Z,14.0,1590335,12166,2000.0,1,0.0,29.171,TH_14MM_150,1
5330,27.0,162.35,2.8,18048.0,2021-12-23T03:34:33.596Z,16.0,1601789,12167,18000.0,1,0.0,37.23,R16MM_LH,1
5331,34.0,118.199,3.2,18068.0,2021-12-23T03:36:23.548Z,9.0,1612784,12168,18000.0,1,0.0,28.768,R9MM_25,1
5332,36.0,162.35,2.8,18042.0,2021-12-23T03:37:59.400Z,16.0,1622369,12169,18000.0,1,0.0,33.852,R16MM_LH,1
5333,42.0,232.5,0.4,2009.0,2021-12-23T03:49:20.721Z,22.0,1690500,12170,2000.0,1,0.0,35.402,TH22MM_140,1
5334,33.0,147.88,1.3,18012.0,2021-12-23T03:51:25.813Z,16.0,1703009,12171,18000.0,1,0.0,33.82,R16MM_62,1
5335,38.0,98.25,0.7,3929.0,2021-12-23T03:52:54.384Z,350.5,1711866,12172,4000.0,1,0.0,27.745,FRESA350,1
5336,27.0,98.25,1.9,3911.0,2021-12-23T05:12:19.882Z,350.5,2188408,12173,4000.0,1,0.0,35.65,FRESA350,1
5337,27.0,98.25,1.1,3958.0,2021-12-23T05:15:21.655Z,350.5,2206585,12174,4000.0,1,0.0,37.106,FRESA350,1
5338,27.0,98.25,0.9,3901.0,2021-12-23T05:17:43.757Z,350.5,2220795,12175,4000.0,1,0.0,27.434,FRESA350,1
5339,27.0,127.8,0.3,4966.0,2021-12-23T05:22:20.802Z,8.0,2248499,12176,5000.0,1,0.0,20.924,R0MM_53,1
5340,27.0,275.0,0.4,2012.0,2021-12-23T05:27:27.517Z,12.0,2279170,12177,2000.0,1,0.0,15.159,TH_12MM_198,1
5341,27.0,118.199,1.6,18012.0,2021-12-23T05:29:03.038Z,9.0,2288722,12178,18000.0,1,0.0,27.094,R9MM_25,1
5342,27.0,98.25,0.7,3998.0,2021-12-23T05:29:28.419Z,350.5,2291260,12179,4000.0,1,0.0,23.436,FRESA350,1
5343,29.0,147.88,1.8,18002.0,2021-12-23T05:30:08.429Z,16.0,2295261,12180,18000.0,1,0.0,31.216,R16MM_62,1
5344,32.0,162.35,3.7,18026.0,2021-12-23T05:31:18.081Z,16.0,2302226,12181,18000.0,1,0.0,32.116,R16MM_LH,1
5345,27.0,98.25,0.6,3968.0,2021-12-23T05:42:54.232Z,350.5,2371840,12182,4000.0,1,0.0,36.983,FRESA350,1
5346,27.0,98.25,1.9,3909.0,2021-12-23T05:49:49.699Z,350.5,2413386,12183,4000.0,1,0.0,29.667,FRESA350,1
5347,27.0,227.0,0.2,1988.0,2021-12-23T06:01:29.830Z,14.0,2483398,12184,2000.0,1,0.0,30.225,TH_14MM_150,1
5348,25.0,227.0,1.1,1948.0,2021-12-23T06:04:47.263Z,14.0,2503141,12185,2000.0,1,0.0,29.511,TH_14MM_150,1
5349,27.0,275.0,0.6,2018.0,2021-12-23T06:09:31.738Z,12.0,2531588,12186,2000.0,1,0.0,32.146,TH_12MM_198,1
5350,28.0,162.35,2.8,18049.0,2021-12-23T06:11:26.940Z,16.0,2543108,12187,18000.0,1,0.0,29.171,R16MM_LH,1
5351,28.0,275.0,0.6,1982.0,2021-12-23T06:16:39.505Z,12.0,2574364,12188,2000.0,1,0.0,35.959,TH_12MM_198,1
5352,27.0,147.88,2.3,18073.0,2021-12-23T06:22:41.231Z,16.0,2610536,12189,18000.0,1,0.0,31.341,R16MM_62,1
5353,32.0,98.25,1.0,3959.0,2021-12-23T06:23:53.602Z,350.5,2617773,12190,4000.0,1,0.0,25.575,FRESA350,1
5354,28.0,147.88,1.5,18063.0,2021-12-23T06:26:01.224Z,16.0,2630535,12191,18000.0,1,0.0,34.037,R16MM_62,1
5355,33.0,98.25,0.9,3990.0,2021-12-23T06:27:06.505Z,350.5,2637063,12192,4000.0,1,0.0,25.947,FRESA350,1
5356,25.0,187.35,1.1,18065.0,2021-12-23T06:45:57.484Z,15.9,2750159,12193,18000.0,1,0.0,29.45,5X_R16MM,1
5357,32.0,232.5,0.5,2018.0,2021-12-23T06:47:21.755Z,22.0,2758586,12194,2000.0,1,0.0,27.559,TH22MM_140,1
5358,30.0,275.0,0.6,1993.0,2021-12-23T06:48:28.716Z,12.0,2765282,12195,2000.0,1,0.0,27.434,TH_12MM_198,1
5359,30.0,227.0,0.5,2018.0,2021-12-23T06:49:22.677Z,14.0,2770678,12196,2000.0,1,0.0,15.19,TH_14MM_150,1
5360,28.0,162.35,2.9,18067.0,2021-12-23T06:51:21.509Z,16.0,2782561,12197,18000.0,1,0.0,29.976,R16MM_LH,1
5361,37.0,118.199,2.2,18026.0,2021-12-23T06:55:12.263Z,9.0,2805636,12198,18000.0,1,0.0,21.917,R9MM_25,1
5362,30.0,275.0,0.4,2020.0,2021-12-23T07:14:04.941Z,12.0,2918902,12199,2000.0,1,0.0,21.669,TH_12MM_198,1
5363,30.0,118.199,2.5,18069.0,2021-12-23T07:14:54.072Z,9.0,2923815,12200,18000.0,1,0.0,27.156,R9MM_25,1
5364,42.0,232.5,0.4,1931.0,2021-12-23T07:22:44.000Z,22.0,2970807,12201,2000.0,1,0.0,27.156,TH22MM_140,1
5365,28.0,275.0,0.4,1977.0,2021-12-23T07:33:31.430Z,12.0,3035549,12202,2000.0,1,0.0,29.233,TH_12MM_198,1
5366,28.0,227.0,0.3,2018.0,2021-12-23T07:34:16.131Z,14.0,3040019,12203,2000.0,1,0.0,24.924,TH_14MM_150,1
5367,28.0,162.35,4.3,18077.0,2021-12-23T07:36:34.313Z,16.0,3053837,12204,18000.0,1,0.0,32.395,R16MM_LH,1
5368,30.0,275.0,0.4,1995.0,2021-12-23T07:43:29.800Z,12.0,3095385,12205,2000.0,1,0.0,33.139,TH_12MM_198,1
5369,29.0,232.5,0.4,2006.0,2021-12-23T07:44:55.221Z,22.0,3103927,12206,2000.0,1,0.0,34.007,TH22MM_140,1
5370,25.0,275.0,0.3,1996.0,2021-12-23T08:08:38.434Z,12.0,3246246,12207,2000.0,1,0.0,27.063,TH_12MM_198,1
5371,27.0,227.0,0.4,2004.0,2021-12-23T08:09:48.416Z,14.0,3253244,12208,2000.0,1,0.0,32.271,TH_14MM_150,1
5372,27.0,162.35,2.1,18040.0,2021-12-23T08:12:06.598Z,16.0,3267062,12209,18000.0,1,0.0,27.775,R16MM_LH,1
5373,37.0,232.5,0.4,2015.0,2021-12-23T08:15:32.401Z,22.0,3287642,12210,2000.0,1,0.0,21.576,TH22MM_140,1
5374,28.0,275.0,0.4,2016.0,2021-12-23T08:18:49.044Z,12.0,3307306,12211,2000.0,1,0.0,35.494,TH_12MM_198,1
5375,28.0,118.199,3.3,18012.0,2021-12-23T08:19:37.645Z,9.0,3312166,12212,18000.0,1,0.0,27.434,R9MM_25,1
5376,42.0,232.5,0.3,2012.0,2021-12-23T08:30:24.496Z,22.0,3376850,12213,2000.0,1,0.0,36.611,TH22MM_140,1
5377,29.0,275.0,0.4,2016.0,2021-12-23T08:35:13.760Z,12.0,3405776,12214,2000.0,1,0.0,37.23,TH_12MM_198,1
5378,29.0,227.0,0.4,2018.0,2021-12-23T08:35:57.811Z,14.0,3410181,12215,2000.0,1,0.0,23.219,TH_14MM_150,1
5379,29.0,162.35,2.8,18071.0,2021-12-23T08:37:14.662Z,16.0,3417866,12216,18000.0,1,0.0,34.813,R16MM_LH,1
5380,27.0,162.35,4.6,17531.0,2021-12-23T08:53:29.328Z,16.0,3515331,12217,18000.0,1,0.0,27.434,R16MM_LH,1
5381,27.0,162.35,3.6,18051.0,2021-12-23T08:53:30.248Z,16.0,3515423,12217,18000.0,1,0.0,5.239,R16MM_LH,1
5382,33.0,118.199,1.8,18073.0,2021-12-23T08:55:03.580Z,9.0,3524756,12218,18000.0,1,0.0,15.159,R9MM_25,1
5383,27.0,167.0,0.4,1960.0,2021-12-24T00:18:29.200Z,10.0,386572,12219,2000.0,1,0.0,28.705,TH_8MM_85,1
5384,25.0,167.0,0.7,1974.0,2021-12-24T00:21:09.802Z,10.0,402632,12220,2000.0,1,0.0,29.326,TH_8MM_85,1
5385,25.0,166.5,0.8,2018.0,2021-12-24T00:23:48.364Z,10.0,418488,12221,2000.0,1,0.0,26.164,TH_8MM_85,1
5386,25.0,275.0,0.5,1951.0,2021-12-24T00:48:28.729Z,12.0,566523,12222,2000.0,1,0.0,15.004,TH_12MM_198,1
5387,27.0,227.0,0.4,2019.0,2021-12-24T00:49:13.110Z,14.0,570961,12223,2000.0,1,0.0,27.125,TH_14MM_150,1
5388,27.0,162.35,2.6,18073.0,2021-12-24T00:50:29.801Z,16.0,578630,12224,18000.0,1,0.0,35.123,R16MM_LH,1
5389,34.0,118.199,1.9,18057.0,2021-12-24T00:52:20.492Z,9.0,589699,12225,18000.0,1,0.0,33.914,R9MM_25,1
5390,25.0,227.0,0.4,1999.0,2021-12-27T00:49:51.284Z,14.0,585952,12226,2000.0,1,0.0,28.365,TH_14MM_150,1
5391,25.0,162.35,5.3,17960.0,2021-12-27T00:50:52.894Z,16.0,592113,12227,18000.0,1,0.0,32.487,R16MM_LH,1
5392,27.0,98.25,1.1,3963.0,2021-12-27T00:51:33.245Z,350.5,596148,12228,4000.0,1,0.0,27.403,FRESA350,1
5393,27.0,227.0,0.4,1989.0,2021-12-27T00:54:30.697Z,14.0,613893,12229,2000.0,1,0.0,33.449,TH_14MM_150,1
5394,27.0,227.0,0.4,1986.0,2021-12-27T00:57:04.370Z,14.0,629260,12231,2000.0,1,0.0,22.041,TH_14MM_150,1
5395,27.0,162.35,2.7,18057.0,2021-12-27T00:57:53.360Z,16.0,634159,12232,18000.0,1,0.0,26.846,R16MM_LH,1
5396,28.0,98.25,2.5,3995.0,2021-12-27T00:58:25.211Z,350.5,637344,12233,4000.0,1,0.0,33.449,FRESA350,1
5397,27.0,227.0,0.5,2007.0,2021-12-27T01:01:04.633Z,14.0,653286,12234,2000.0,1,0.0,36.983,TH_14MM_150,1
5398,27.0,162.35,5.5,18041.0,2021-12-27T01:01:55.224Z,16.0,658345,12235,18000.0,1,0.0,36.921,R16MM_LH,1
5399,25.0,227.0,0.4,1955.0,2021-12-27T01:06:59.968Z,14.0,688819,12236,2000.0,1,0.0,25.327,TH_14MM_150,1
5400,25.0,162.35,5.3,18067.0,2021-12-27T01:07:52.179Z,16.0,694040,12237,18000.0,1,0.0,28.768,R16MM_LH,1
5401,27.0,98.25,2.1,3948.0,2021-12-27T01:08:26.119Z,350.5,697434,12238,4000.0,1,0.0,30.194,FRESA350,1
5402,27.0,227.0,0.4,2019.0,2021-12-27T01:10:11.171Z,14.0,707939,12239,2000.0,1,0.0,31.372,TH_14MM_150,1
5403,25.0,227.0,1.4,1975.0,2021-12-27T01:13:17.313Z,14.0,726553,12240,2000.0,1,0.0,27.156,TH_14MM_150,1
5404,27.0,162.35,4.2,18058.0,2021-12-27T01:14:13.314Z,16.0,732153,12241,18000.0,1,0.0,30.504,R16MM_LH,1
5405,28.0,98.25,2.2,3956.0,2021-12-27T01:14:47.975Z,350.5,735619,12242,4000.0,1,0.0,32.549,FRESA350,1
5406,27.0,227.0,0.3,1979.0,2021-12-27T01:16:48.616Z,14.0,747683,12243,2000.0,1,0.0,28.582,TH_14MM_150,1
5407,27.0,162.35,3.3,18073.0,2021-12-27T01:17:41.747Z,16.0,752996,12244,18000.0,1,0.0,26.66,R16MM_LH,1
5408,27.0,227.0,0.3,1998.0,2021-12-27T01:19:33.299Z,14.0,764151,12245,2000.0,1,0.0,15.159,TH_14MM_150,1
5409,27.0,162.35,2.7,17979.0,2021-12-27T01:20:26.449Z,16.0,769466,12246,18000.0,1,0.0,29.791,R16MM_LH,1
5410,29.0,98.25,2.1,3909.0,2021-12-27T01:21:01.090Z,350.5,772930,12247,4000.0,1,0.0,21.792,FRESA350,1
5411,28.0,227.0,0.4,1996.0,2021-12-27T01:22:57.691Z,14.0,784590,12248,2000.0,1,0.0,30.163,TH_14MM_150,1
5412,27.0,162.35,5.1,18080.0,2021-12-27T01:23:50.782Z,16.0,789899,12249,18000.0,1,0.0,30.597,R16MM_LH,1
5413,28.0,227.0,0.3,2010.0,2021-12-27T01:25:43.534Z,14.0,801174,12250,2000.0,1,0.0,27.125,TH_14MM_150,1
5414,28.0,162.35,2.7,18060.0,2021-12-27T01:26:36.475Z,16.0,806468,12251,18000.0,1,0.0,35.123,R16MM_LH,1
5415,29.0,98.25,2.0,3926.0,2021-12-27T01:27:11.055Z,350.5,809926,12252,4000.0,1,0.0,33.634,FRESA350,1
5416,27.0,227.0,0.4,2007.0,2021-12-27T01:29:05.717Z,14.0,821392,12253,2000.0,1,0.0,36.084,TH_14MM_150,1
5417,27.0,162.35,3.5,18062.0,2021-12-27T01:29:58.727Z,16.0,826693,12254,18000.0,1,0.0,32.922,R16MM_LH,1
5418,25.0,227.0,0.3,2012.0,2021-12-27T01:33:42.481Z,14.0,849068,12255,2000.0,1,0.0,27.403,TH_14MM_150,1
5419,27.0,162.35,4.2,18021.0,2021-12-27T01:34:35.402Z,16.0,854360,12256,18000.0,1,0.0,27.559,R16MM_LH,1
5420,28.0,98.25,2.0,3909.0,2021-12-27T01:35:10.372Z,350.5,857857,12257,4000.0,1,0.0,30.907,FRESA350,1
5421,27.0,227.0,0.4,2015.0,2021-12-27T01:37:32.074Z,14.0,872027,12258,2000.0,1,0.0,32.487,TH_14MM_150,1
5422,27.0,162.35,3.9,17984.0,2021-12-27T01:38:24.875Z,16.0,877307,12259,18000.0,1,0.0,28.768,R16MM_LH,1
5423,27.0,227.0,0.4,1981.0,2021-12-27T01:40:26.097Z,14.0,889429,12260,2000.0,1,0.0,34.502,TH_14MM_150,1
5424,27.0,162.35,2.7,18069.0,2021-12-27T01:41:19.128Z,16.0,894732,12261,18000.0,1,0.0,29.976,R16MM_LH,1
5425,29.0,98.25,2.0,3950.0,2021-12-27T01:41:54.108Z,350.5,898230,12262,4000.0,1,0.0,32.054,FRESA350,1
5426,28.0,227.0,0.3,2017.0,2021-12-27T01:43:45.810Z,14.0,909400,12263,2000.0,1,0.0,34.348,TH_14MM_150,1
5427,27.0,162.35,4.4,18021.0,2021-12-27T01:44:38.720Z,16.0,914691,12264,18000.0,1,0.0,29.853,R16MM_LH,1
5428,27.0,227.0,0.3,1996.0,2021-12-27T01:46:58.643Z,14.0,928683,12265,2000.0,1,0.0,27.249,TH_14MM_150,1
5429,27.0,162.35,3.6,17998.0,2021-12-27T01:48:00.333Z,16.0,934852,12266,18000.0,1,0.0,31.899,R16MM_LH,1
5430,29.0,98.25,2.0,3935.0,2021-12-27T01:48:35.344Z,350.5,938353,12267,4000.0,1,0.0,34.348,FRESA350,1
5431,25.0,227.0,0.4,2005.0,2021-12-27T01:52:55.808Z,14.0,964399,12268,2000.0,1,0.0,28.643,TH_14MM_150,1
5432,25.0,227.0,0.1,2007.0,2021-12-27T01:53:10.598Z,14.0,965878,12269,2000.0,1,0.0,32.549,TH_14MM_150,1
5433,25.0,227.0,1.4,1996.0,2021-12-27T01:55:57.271Z,14.0,982545,12270,2000.0,1,0.0,26.846,TH_14MM_150,1
5434,27.0,162.35,4.0,18066.0,2021-12-27T01:56:53.101Z,16.0,988128,12271,18000.0,1,0.0,27.094,R16MM_LH,1
5435,28.0,98.25,1.9,3921.0,2021-12-27T01:57:27.952Z,350.5,991613,12272,4000.0,1,0.0,25.698,FRESA350,1
5436,27.0,227.0,0.4,2007.0,2021-12-27T01:59:25.084Z,14.0,1003326,12273,2000.0,1,0.0,33.077,TH_14MM_150,1
5437,25.0,227.0,1.2,2017.0,2021-12-27T02:19:39.972Z,14.0,1124813,12274,2000.0,1,0.0,36.394,TH_14MM_150,1
5438,25.0,162.35,2.6,18069.0,2021-12-27T02:20:36.563Z,16.0,1130472,12275,18000.0,1,0.0,22.816,R16MM_LH,1
5439,27.0,98.25,2.2,3971.0,2021-12-27T02:21:12.104Z,350.5,1134026,12276,4000.0,1,0.0,32.984,FRESA350,1
5440,27.0,227.0,0.5,1997.0,2021-12-27T02:23:16.475Z,14.0,1146463,12277,2000.0,1,0.0,27.434,TH_14MM_150,1
5441,27.0,162.35,3.7,18032.0,2021-12-27T02:24:10.246Z,16.0,1151840,12278,18000.0,1,0.0,27.931,R16MM_LH,1
5442,27.0,227.0,0.4,2018.0,2021-12-27T02:26:31.048Z,14.0,1165920,12279,2000.0,1,0.0,33.728,TH_14MM_150,1
5443,27.0,227.0,0.1,1965.0,2021-12-27T02:27:12.689Z,14.0,1170084,12280,2000.0,1,0.0,27.683,TH_14MM_150,1
5444,27.0,162.35,2.1,18036.0,2021-12-27T02:27:44.829Z,16.0,1173298,12281,18000.0,1,0.0,20.924,R16MM_LH,1
5445,29.0,98.25,2.2,3962.0,2021-12-27T02:28:19.560Z,350.5,1176771,12282,4000.0,1,0.0,30.039,FRESA350,1
5446,27.0,227.0,0.3,1994.0,2021-12-27T02:30:25.732Z,14.0,1189388,12283,2000.0,1,0.0,23.033,TH_14MM_150,1
5447,27.0,162.35,2.4,18041.0,2021-12-27T02:31:18.523Z,16.0,1194667,12284,18000.0,1,0.0,29.698,R16MM_LH,1
5448,25.0,275.0,0.2,1980.0,2021-12-27T02:35:23.227Z,12.0,1219137,12285,2000.0,1,0.0,30.132,TH_12MM_198,1
5449,27.0,232.5,0.4,1948.0,2021-12-27T02:36:12.747Z,22.0,1224089,12286,2000.0,1,0.0,30.628,TH22MM_140,1
5450,27.0,98.25,2.3,3913.0,2021-12-27T02:36:55.898Z,350.5,1228404,12287,4000.0,1,0.0,36.889,FRESA350,1
5451,25.0,275.0,0.4,2018.0,2021-12-27T02:39:28.820Z,12.0,1243696,12288,2000.0,1,0.0,26.784,TH_12MM_198,1
5452,27.0,232.5,0.5,2016.0,2021-12-27T02:40:17.221Z,22.0,1248536,12289,2000.0,1,0.0,15.097,TH22MM_140,1
5453,27.0,98.25,2.5,3955.0,2021-12-27T02:40:58.872Z,350.5,1252701,12290,4000.0,1,0.0,30.875,FRESA350,1
5454,25.0,275.0,0.5,1995.0,2021-12-27T02:43:22.694Z,12.0,1267083,12291,2000.0,1,0.0,26.319,TH_12MM_198,1
5455,27.0,232.5,0.5,1994.0,2021-12-27T02:44:11.145Z,22.0,1271928,12292,2000.0,1,0.0,31.093,TH22MM_140,1
5456,27.0,98.25,2.4,3942.0,2021-12-27T02:44:52.935Z,350.5,1276107,12293,4000.0,1,0.0,30.132,FRESA350,1
5457,25.0,275.0,0.6,2016.0,2021-12-27T02:47:38.248Z,12.0,1292638,12294,2000.0,1,0.0,31.278,TH_12MM_198,1
5458,27.0,232.5,0.5,2000.0,2021-12-27T02:48:27.069Z,22.0,1297520,12295,2000.0,1,0.0,20.367,TH22MM_140,1
5459,27.0,98.25,2.4,3889.0,2021-12-27T02:49:08.749Z,350.5,1301688,12296,4000.0,1,0.0,25.544,FRESA350,1
5460,27.0,98.25,1.8,3955.0,2021-12-27T02:54:54.885Z,350.5,1336301,12297,4000.0,1,0.0,23.436,FRESA350,1
5461,27.0,98.25,3.3,3908.0,2021-12-27T02:57:07.267Z,350.5,1349539,12298,4000.0,1,0.0,30.566,FRESA350,1
5462,25.0,98.25,3.4,3971.0,2021-12-27T02:59:14.179Z,350.5,1362230,12299,4000.0,1,0.0,29.884,FRESA350,1
5463,25.0,98.25,3.5,3978.0,2021-12-27T03:02:32.782Z,350.5,1382090,12300,4000.0,1,0.0,30.69,FRESA350,1
5464,25.0,98.25,3.5,3959.0,2021-12-27T03:04:30.534Z,350.5,1393865,12301,4000.0,1,0.0,24.583,FRESA350,1
5465,27.0,227.0,0.3,2018.0,2021-12-27T03:18:05.257Z,14.0,1475336,12302,2000.0,1,0.0,21.886,TH_14MM_150,1
5466,27.0,275.0,0.5,1989.0,2021-12-27T03:19:30.988Z,12.0,1483909,12303,2000.0,1,0.0,28.861,TH_12MM_198,1
5467,27.0,162.35,2.7,17964.0,2021-12-27T03:21:48.850Z,16.0,1497695,12304,18000.0,1,0.0,32.984,R16MM_LH,1
5468,25.0,166.5,0.4,1964.0,2021-12-27T03:26:27.565Z,10.0,1525566,12306,2000.0,1,0.0,25.698,TH_8MM_85,1
5469,27.0,147.88,1.1,18077.0,2021-12-27T03:27:48.526Z,16.0,1533662,12307,18000.0,1,0.0,35.618,R16MM_62,1
5470,30.0,98.25,0.9,3998.0,2021-12-27T03:28:43.607Z,350.5,1539170,12308,4000.0,1,0.0,34.626,FRESA350,1
5471,27.0,275.0,0.3,1980.0,2021-12-27T05:16:44.891Z,12.0,2187288,12309,2000.0,1,0.0,27.372,TH_12MM_198,1
5472,27.0,166.5,0.5,1983.0,2021-12-27T05:19:51.694Z,10.0,2205968,12310,2000.0,1,0.0,29.915,TH_8MM_85,1
5473,25.0,147.88,2.1,18006.0,2021-12-27T05:21:07.626Z,16.0,2213561,12311,18000.0,1,0.0,31.589,R16MM_62,1
5474,29.0,98.25,1.1,3947.0,2021-12-27T05:21:59.486Z,350.5,2218747,12312,4000.0,1,0.0,23.25,FRESA350,1
5475,25.0,227.0,0.5,2017.0,2021-12-27T05:30:12.304Z,14.0,2268028,12313,2000.0,1,0.0,15.283,TH_14MM_150,1
5476,27.0,275.0,0.7,2003.0,2021-12-27T05:31:36.416Z,12.0,2276439,12314,2000.0,1,0.0,27.249,TH_12MM_198,1
5477,27.0,98.25,1.0,3987.0,2021-12-27T05:33:50.098Z,350.5,2289807,12315,4000.0,1,0.0,33.077,FRESA350,1
5478,27.0,166.5,0.4,1950.0,2021-12-27T05:37:15.141Z,10.0,2310311,12316,2000.0,1,0.0,27.745,TH_8MM_85,1
5479,27.0,147.88,2.6,18049.0,2021-12-27T05:38:37.672Z,16.0,2318564,12317,18000.0,1,0.0,30.659,R16MM_62,1
5480,30.0,98.25,1.0,3900.0,2021-12-27T05:39:31.703Z,350.5,2323967,12318,4000.0,1,0.0,27.249,FRESA350,1
5481,25.0,227.0,0.5,1983.0,2021-12-27T05:44:39.028Z,14.0,2354699,12319,2000.0,1,0.0,29.326,TH_14MM_150,1
5482,27.0,275.0,0.4,2018.0,2021-12-27T05:45:53.569Z,12.0,2362153,12320,2000.0,1,0.0,27.218,TH_12MM_198,1
5483,27.0,98.25,0.7,3932.0,2021-12-27T05:48:00.671Z,350.5,2374863,12321,4000.0,1,0.0,15.283,FRESA350,1
5484,27.0,166.5,0.6,1999.0,2021-12-27T05:49:54.193Z,10.0,2386215,12322,2000.0,1,0.0,31.278,TH_8MM_85,1
5485,27.0,147.88,2.2,18004.0,2021-12-27T05:51:16.745Z,16.0,2394470,12323,18000.0,1,0.0,27.125,R16MM_62,1
5486,30.0,98.25,1.0,3971.0,2021-12-27T05:52:10.955Z,350.5,2399891,12324,4000.0,1,0.0,25.451,FRESA350,1
5487,27.0,227.0,0.7,2016.0,2021-12-27T05:57:01.010Z,14.0,2428896,12325,2000.0,1,0.0,27.745,TH_14MM_150,1
5488,27.0,275.0,0.8,1949.0,2021-12-27T05:58:25.101Z,12.0,2437305,12326,2000.0,1,0.0,35.37,TH_12MM_198,1
5489,28.0,98.25,0.8,3988.0,2021-12-27T06:00:38.853Z,350.5,2450680,12327,4000.0,1,0.0,30.875,FRESA350,1
5490,27.0,166.5,0.4,1973.0,2021-12-27T06:02:31.975Z,10.0,2461992,12328,2000.0,1,0.0,24.273,TH_8MM_85,1
5491,27.0,147.88,2.3,18006.0,2021-12-27T06:03:54.547Z,16.0,2470249,12329,18000.0,1,0.0,24.924,R16MM_62,1
5492,30.0,98.25,1.1,3976.0,2021-12-27T06:04:48.637Z,350.5,2475658,12330,4000.0,1,0.0,31.712,FRESA350,1
5493,27.0,275.0,0.7,2017.0,2021-12-27T06:10:37.363Z,12.0,2510530,12332,2000.0,1,0.0,27.559,TH_12MM_198,1
5494,27.0,162.35,3.0,18002.0,2021-12-27T06:12:32.015Z,16.0,2521995,12333,18000.0,1,0.0,29.233,R16MM_LH,1
5495,30.0,98.25,2.3,3906.0,2021-12-27T06:13:21.316Z,350.5,2526925,12334,4000.0,1,0.0,35.34,FRESA350,1
5496,29.0,166.5,0.5,2018.0,2021-12-27T06:15:01.797Z,10.0,2536973,12335,2000.0,1,0.0,29.419,TH_8MM_85,1
5497,28.0,147.88,2.5,18080.0,2021-12-27T06:16:17.759Z,16.0,2544569,12336,18000.0,1,0.0,28.799,R16MM_62,1
5498,32.0,98.25,1.1,3916.0,2021-12-27T06:17:09.539Z,350.5,2549747,12337,4000.0,1,0.0,15.128,FRESA350,1
5499,27.0,227.0,0.6,1968.0,2021-12-27T06:21:36.884Z,14.0,2576481,12338,2000.0,1,0.0,35.432,TH_14MM_150,1
5500,27.0,275.0,0.8,2010.0,2021-12-27T06:22:44.715Z,12.0,2583264,12339,2000.0,1,0.0,22.32,TH_12MM_198,1
5501,27.0,162.35,2.7,18055.0,2021-12-27T06:24:42.687Z,16.0,2595061,12340,18000.0,1,0.0,32.828,R16MM_LH,1
5502,30.0,98.25,2.4,3993.0,2021-12-27T06:25:38.218Z,350.5,2600614,12341,4000.0,1,0.0,33.325,FRESA350,1
5503,28.0,147.88,1.9,18090.0,2021-12-27T06:27:38.570Z,16.0,2612649,12342,18000.0,1,0.0,27.434,R16MM_62,1
5504,32.0,166.5,0.4,2015.0,2021-12-27T06:28:29.490Z,10.0,2617741,12343,2000.0,1,0.0,21.297,TH_8MM_85,1
5505,30.0,98.25,1.0,3933.0,2021-12-27T06:29:44.671Z,350.5,2625259,12344,4000.0,1,0.0,29.729,FRESA350,1
5506,25.0,227.0,0.4,2004.0,2021-12-27T06:35:32.937Z,14.0,2660085,12345,2000.0,1,0.0,31.93,TH_14MM_150,1
5507,27.0,98.25,2.3,3982.0,2021-12-27T06:36:55.749Z,350.5,2668366,12346,4000.0,1,0.0,34.596,FRESA350,1
5508,27.0,275.0,0.7,1998.0,2021-12-27T06:37:42.649Z,12.0,2673056,12347,2000.0,1,0.0,30.566,TH_12MM_198,1
5509,27.0,147.88,1.3,18066.0,2021-12-27T06:41:26.433Z,16.0,2695434,12348,18000.0,1,0.0,29.698,R16MM_62,1
5510,30.0,166.5,0.5,1930.0,2021-12-27T06:42:14.464Z,10.0,2700237,12349,2000.0,1,0.0,30.379,TH_8MM_85,1
5511,29.0,98.25,0.8,3948.0,2021-12-27T06:43:26.725Z,350.5,2707463,12350,4000.0,1,0.0,23.497,FRESA350,1
5512,27.0,227.0,0.5,1963.0,2021-12-27T06:47:50.739Z,14.0,2733864,12351,2000.0,1,0.0,22.785,TH_14MM_150,1
5513,27.0,98.25,2.3,3968.0,2021-12-27T06:49:13.571Z,350.5,2742147,12352,4000.0,1,0.0,26.66,FRESA350,1
5514,29.0,275.0,0.7,1954.0,2021-12-27T06:50:00.491Z,12.0,2746839,12353,2000.0,1,0.0,33.511,TH_12MM_198,1
5515,27.0,147.88,1.8,17996.0,2021-12-27T06:52:52.794Z,16.0,2764069,12354,18000.0,1,0.0,29.822,R16MM_62,1
5516,30.0,166.5,0.4,2015.0,2021-12-27T06:53:41.045Z,10.0,2768894,12355,2000.0,1,0.0,31.465,TH_8MM_85,1
5517,28.0,98.25,0.8,3974.0,2021-12-27T06:54:53.316Z,350.5,2776121,12356,4000.0,1,0.0,29.791,FRESA350,1
5518,27.0,227.0,0.4,1981.0,2021-12-27T06:58:01.239Z,14.0,2794913,12357,2000.0,1,0.0,28.458,TH_14MM_150,1
