,statorCelsius,LUNG,VibromPeak,spindleRpm,@timestamp,DIAM,ist_acc,idChiave,rpmSetPoint,numTP,bearingsCelsius,CurrentPeak,UTE,statoRot
750,29.0,98.349,3.2,3926.0,2021-07-29T03:26:02.902Z,351.0,1384374,7656,4000.0,1,0.0,31.775,FRESA350,1
751,30.0,98.349,0.5,4000.0,2021-07-29T03:27:50.794Z,351.0,1395163,7656,4000.0,1,0.0,4.03,FRESA350,1
752,30.0,98.349,2.1,4001.0,2021-07-29T03:28:20.595Z,351.0,1398143,7656,4000.0,1,0.0,4.371,FRESA350,1
753,35.0,118.0,1.6,18024.0,2021-07-29T03:31:05.777Z,8.9,1414661,7657,18000.0,1,0.0,27.745,R9MM_25,1
754,30.0,98.349,3.0,3911.0,2021-07-29T03:34:40.461Z,351.0,1436129,7658,4000.0,1,0.0,27.434,FRESA350,1
755,30.0,127.8,0.4,4999.0,2021-07-29T03:35:06.531Z,8.0,1438736,7659,5000.0,1,0.0,35.929,R0MM_53,1
756,29.0,259.7,0.3,2018.0,2021-07-29T03:37:27.544Z,16.0,1452837,7660,2000.0,1,0.0,27.125,TH_16MM_182,1
757,29.0,98.349,3.7,3979.0,2021-07-29T03:43:21.949Z,351.0,1488277,7661,4000.0,1,0.0,30.379,FRESA350,1
758,30.0,98.349,0.6,3997.0,2021-07-29T03:44:41.531Z,351.0,1496235,7661,4000.0,1,0.0,5.456,FRESA350,1
759,32.0,98.349,2.4,3998.0,2021-07-29T03:45:11.581Z,351.0,1499240,7661,4000.0,1,0.0,5.146,FRESA350,1
760,37.0,118.0,1.3,17983.0,2021-07-29T03:48:01.114Z,8.9,1516193,7662,18000.0,1,0.0,29.419,R9MM_25,1
761,27.0,98.349,2.9,3940.0,2021-07-29T05:04:51.619Z,351.0,1977236,7663,4000.0,1,0.0,27.434,FRESA350,1
762,27.0,127.8,0.3,4979.0,2021-07-29T05:05:17.660Z,8.0,1979840,7664,5000.0,1,0.0,15.097,R0MM_53,1
763,27.0,259.7,0.3,1998.0,2021-07-29T05:07:27.252Z,16.0,1992799,7665,2000.0,1,0.0,27.063,TH_16MM_182,1
764,27.0,98.349,3.2,3963.0,2021-07-29T05:13:21.638Z,351.0,2028237,7666,4000.0,1,0.0,32.922,FRESA350,1
765,30.0,98.349,0.6,4000.0,2021-07-29T05:14:51.849Z,351.0,2037258,7666,4000.0,1,0.0,6.293,FRESA350,1
766,30.0,98.349,2.0,4000.0,2021-07-29T05:15:21.659Z,351.0,2040239,7666,4000.0,1,0.0,4.526,FRESA350,1
767,35.0,118.0,1.7,18059.0,2021-07-29T05:18:06.782Z,8.9,2056751,7667,18000.0,1,0.0,15.128,R9MM_25,1
768,30.0,98.349,2.7,3963.0,2021-07-29T05:21:06.865Z,351.0,2074759,7668,4000.0,1,0.0,22.723,FRESA350,1
769,30.0,127.8,0.3,4952.0,2021-07-29T05:21:32.956Z,8.0,2077368,7669,5000.0,1,0.0,15.221,R0MM_53,1
770,28.0,259.7,0.3,2016.0,2021-07-29T05:23:56.148Z,16.0,2091687,7670,2000.0,1,0.0,36.58,TH_16MM_182,1
771,30.0,98.349,3.6,3926.0,2021-07-29T05:29:50.454Z,351.0,2127117,7671,4000.0,1,0.0,28.117,FRESA350,1
772,30.0,98.349,0.7,4002.0,2021-07-29T05:31:10.195Z,351.0,2135091,7671,4000.0,1,0.0,3.286,FRESA350,1
773,30.0,98.349,2.4,4000.0,2021-07-29T05:31:40.055Z,351.0,2138077,7671,4000.0,1,0.0,2.976,FRESA350,1
774,35.0,118.0,1.7,18084.0,2021-07-29T05:34:25.208Z,8.9,2154592,7672,18000.0,1,0.0,31.837,R9MM_25,1
775,32.0,98.349,2.8,3995.0,2021-07-29T05:37:09.921Z,351.0,2171063,7673,4000.0,1,0.0,15.283,FRESA350,1
776,32.0,127.8,0.3,5018.0,2021-07-29T05:37:36.171Z,8.0,2173688,7674,5000.0,1,0.0,31.65,R0MM_53,1
777,29.0,259.7,0.3,2018.0,2021-07-29T05:39:38.193Z,16.0,2185890,7675,2000.0,1,0.0,33.666,TH_16MM_182,1
778,30.0,98.349,2.9,3923.0,2021-07-29T05:45:32.269Z,351.0,2221297,7676,4000.0,1,0.0,16.243,FRESA350,1
779,32.0,98.349,0.6,4000.0,2021-07-29T05:46:52.150Z,351.0,2229285,7676,4000.0,1,0.0,3.41,FRESA350,1
780,32.0,98.349,2.0,4000.0,2021-07-29T05:47:21.981Z,351.0,2232268,7676,4000.0,1,0.0,5.983,FRESA350,1
781,35.0,118.0,1.0,18015.0,2021-07-29T05:50:07.073Z,8.9,2248777,7677,18000.0,1,0.0,26.164,R9MM_25,1
782,30.0,127.8,0.3,5016.0,2021-07-29T05:53:11.256Z,8.0,2267195,7679,5000.0,1,0.0,37.076,R0MM_53,1
783,30.0,259.7,0.3,1991.0,2021-07-29T05:55:09.658Z,16.0,2279035,7680,2000.0,1,0.0,35.65,TH_16MM_182,1
784,29.0,98.349,3.2,3947.0,2021-07-29T06:01:04.044Z,351.0,2314473,7681,4000.0,1,0.0,33.728,FRESA350,1
785,30.0,98.349,0.4,4000.0,2021-07-29T06:02:23.766Z,351.0,2322445,7681,4000.0,1,0.0,6.944,FRESA350,1
786,32.0,98.349,2.1,3999.0,2021-07-29T06:02:53.576Z,351.0,2325426,7681,4000.0,1,0.0,1.953,FRESA350,1
787,37.0,118.0,1.6,18048.0,2021-07-29T06:05:38.769Z,8.9,2341945,7682,18000.0,1,0.0,35.65,R9MM_25,1
788,30.0,98.349,3.0,3924.0,2021-07-29T06:08:14.731Z,351.0,2357541,7683,4000.0,1,0.0,15.345,FRESA350,1
789,30.0,127.8,0.3,4994.0,2021-07-29T06:08:40.722Z,8.0,2360140,7684,5000.0,1,0.0,30.566,R0MM_53,1
790,29.0,259.7,0.3,2017.0,2021-07-29T06:10:30.154Z,16.0,2371083,7685,2000.0,1,0.0,23.125,TH_16MM_182,1
791,29.0,98.349,3.5,3922.0,2021-07-29T06:16:24.449Z,351.0,2406512,7686,4000.0,1,0.0,26.381,FRESA350,1
792,30.0,98.349,0.6,3998.0,2021-07-29T06:17:44.141Z,351.0,2414481,7686,4000.0,1,0.0,7.037,FRESA350,1
793,30.0,98.349,2.3,4000.0,2021-07-29T06:18:14.001Z,351.0,2417467,7686,4000.0,1,0.0,0.527,FRESA350,1
794,37.0,118.0,1.2,18059.0,2021-07-29T06:20:59.114Z,8.9,2433978,7687,18000.0,1,0.0,27.434,R9MM_25,1
795,27.0,98.349,2.9,3938.0,2021-07-29T06:34:32.717Z,351.0,2515337,7688,4000.0,1,0.0,17.143,FRESA350,1
796,28.0,127.8,0.3,4967.0,2021-07-29T06:34:58.828Z,8.0,2517948,7689,5000.0,1,0.0,27.868,R0MM_53,1
797,27.0,259.7,0.3,1944.0,2021-07-29T06:36:37.599Z,16.0,2527825,7690,2000.0,1,0.0,15.097,TH_16MM_182,1
798,30.0,98.349,3.1,3963.0,2021-07-29T06:42:35.685Z,351.0,2563633,7691,4000.0,1,0.0,29.388,FRESA350,1
799,30.0,98.349,0.4,4002.0,2021-07-29T06:43:55.376Z,351.0,2571602,7691,4000.0,1,0.0,6.82,FRESA350,1
800,30.0,98.349,2.0,4000.0,2021-07-29T06:44:25.227Z,351.0,2574587,7691,4000.0,1,0.0,5.456,FRESA350,1
801,35.0,118.0,1.7,17973.0,2021-07-29T06:47:09.630Z,8.9,2591027,7692,18000.0,1,0.0,33.696,R9MM_25,1
802,27.0,125.0,0.7,12063.0,2021-07-29T08:58:23.619Z,80.0,3378413,7693,12000.0,1,0.0,35.773,PLAN_CUT_80MM,1
803,27.0,125.199,1.0,12028.0,2021-07-29T09:03:41.194Z,80.0,3410170,7694,12000.0,1,0.0,15.159,PLAN_CUT_80MM,1
804,25.0,125.199,1.0,12059.0,2021-08-06T02:48:17.588Z,80.0,1015878,7695,12000.0,1,0.0,30.783,PLAN_CUT_80MM,1
805,27.0,125.199,2.7,12058.0,2021-08-06T03:08:58.270Z,80.0,1139944,7696,12000.0,1,0.0,27.9,PLAN_CUT_80MM,1
806,27.0,125.199,2.1,12052.0,2021-08-06T03:15:14.716Z,80.0,1177588,7697,12000.0,1,0.0,28.613,PLAN_CUT_80MM,1
807,30.0,125.199,2.1,12044.0,2021-08-06T03:19:36.591Z,80.0,1203775,7698,12000.0,1,0.0,30.318,PLAN_CUT_80MM,1
808,28.0,125.199,2.4,11980.0,2021-08-06T03:24:29.966Z,80.0,1233112,7699,12000.0,1,0.0,31.465,PLAN_CUT_80MM,1
809,30.0,125.199,2.4,11977.0,2021-08-06T03:28:32.510Z,80.0,1257366,7700,12000.0,1,0.0,34.223,PLAN_CUT_80MM,1
810,30.0,125.199,2.5,12003.0,2021-08-06T03:32:17.154Z,80.0,1279830,7701,12000.0,1,0.0,27.434,PLAN_CUT_80MM,1
811,30.0,125.199,2.5,12048.0,2021-08-06T03:36:13.918Z,80.0,1303506,7702,12000.0,1,0.0,28.334,PLAN_CUT_80MM,1
812,32.0,125.199,2.1,12027.0,2021-08-06T03:39:53.882Z,80.0,1325502,7703,12000.0,1,0.0,27.403,PLAN_CUT_80MM,1
813,30.0,125.199,2.5,12036.0,2021-08-06T03:43:37.915Z,80.0,1347905,7704,12000.0,1,0.0,31.527,PLAN_CUT_80MM,1
814,32.0,125.199,2.5,11987.0,2021-08-06T03:47:17.189Z,80.0,1369832,7705,12000.0,1,0.0,22.599,PLAN_CUT_80MM,1
815,28.0,125.199,0.5,12040.0,2021-08-06T03:53:17.185Z,80.0,1405831,7706,12000.0,1,0.0,34.782,PLAN_CUT_80MM,1
816,25.0,125.199,2.3,11992.0,2021-08-06T05:07:58.444Z,80.0,1853949,7707,12000.0,1,0.0,15.159,PLAN_CUT_80MM,1
817,30.0,125.199,2.1,12053.0,2021-08-06T05:12:02.888Z,80.0,1878393,7708,12000.0,1,0.0,28.055,PLAN_CUT_80MM,1
818,30.0,125.199,2.4,12052.0,2021-08-06T05:15:43.562Z,80.0,1900460,7709,12000.0,1,0.0,33.79,PLAN_CUT_80MM,1
819,30.0,125.199,2.1,12060.0,2021-08-06T05:19:50.946Z,80.0,1925198,7710,12000.0,1,0.0,28.334,PLAN_CUT_80MM,1
820,32.0,125.199,2.4,12027.0,2021-08-06T05:23:31.850Z,80.0,1947288,7711,12000.0,1,0.0,31.527,PLAN_CUT_80MM,1
821,30.0,125.199,2.2,11978.0,2021-08-06T05:27:34.924Z,80.0,1971595,7712,12000.0,1,0.0,32.146,PLAN_CUT_80MM,1
822,32.0,125.199,2.5,12038.0,2021-08-06T05:31:09.608Z,80.0,1993063,7713,12000.0,1,0.0,20.955,PLAN_CUT_80MM,1
823,32.0,125.199,2.2,12041.0,2021-08-06T05:34:42.012Z,80.0,2014303,7714,12000.0,1,0.0,27.28,PLAN_CUT_80MM,1
824,30.0,125.199,2.4,12053.0,2021-08-06T05:38:49.576Z,80.0,2039059,7715,12000.0,1,0.0,35.65,PLAN_CUT_80MM,1
825,30.0,125.199,2.1,12012.0,2021-08-06T05:43:01.550Z,80.0,2064256,7716,12000.0,1,0.0,15.035,PLAN_CUT_80MM,1
826,32.0,125.199,2.3,12024.0,2021-08-06T05:46:42.204Z,80.0,2086321,7717,12000.0,1,0.0,22.506,PLAN_CUT_80MM,1
827,32.0,125.199,2.5,12069.0,2021-08-06T05:50:24.448Z,80.0,2108545,7718,12000.0,1,0.0,37.757,PLAN_CUT_80MM,1
828,32.0,125.199,2.2,12059.0,2021-08-06T05:54:04.542Z,80.0,2130554,7719,12000.0,1,0.0,27.775,PLAN_CUT_80MM,1
829,32.0,125.199,2.5,11983.0,2021-08-06T05:57:44.476Z,80.0,2152547,7720,12000.0,1,0.0,36.021,PLAN_CUT_80MM,1
830,32.0,125.199,2.2,12008.0,2021-08-06T06:01:42.780Z,80.0,2176377,7721,12000.0,1,0.0,38.471,PLAN_CUT_80MM,1
831,32.0,125.199,2.3,11989.0,2021-08-06T06:05:17.374Z,80.0,2197836,7722,12000.0,1,0.0,15.097,PLAN_CUT_80MM,1
832,33.0,125.199,2.2,12053.0,2021-08-06T06:08:47.007Z,80.0,2218799,7723,12000.0,1,0.0,36.456,PLAN_CUT_80MM,1
833,32.0,125.199,2.4,12034.0,2021-08-06T06:12:25.281Z,80.0,2240626,7724,12000.0,1,0.0,27.775,PLAN_CUT_80MM,1
834,30.0,125.199,2.4,12053.0,2021-08-06T06:16:14.565Z,80.0,2263554,7725,12000.0,1,0.0,34.472,PLAN_CUT_80MM,1
835,33.0,125.199,2.3,12052.0,2021-08-06T06:19:49.629Z,80.0,2285060,7726,12000.0,1,0.0,35.991,PLAN_CUT_80MM,1
836,32.0,125.199,2.3,12062.0,2021-08-06T06:23:20.123Z,80.0,2306109,7727,12000.0,1,0.0,37.23,PLAN_CUT_80MM,1
837,32.0,125.199,1.9,12059.0,2021-08-06T06:26:52.666Z,80.0,2327363,7728,12000.0,1,0.0,28.643,PLAN_CUT_80MM,1
838,33.0,125.199,2.5,12059.0,2021-08-06T06:30:24.050Z,80.0,2348501,7729,12000.0,1,0.0,33.882,PLAN_CUT_80MM,1
839,30.0,125.199,2.2,11982.0,2021-08-06T06:34:20.084Z,80.0,2372104,7730,12000.0,1,0.0,37.757,PLAN_CUT_80MM,1
840,33.0,125.199,2.6,12063.0,2021-08-06T06:37:52.648Z,80.0,2393360,7731,12000.0,1,0.0,34.379,PLAN_CUT_80MM,1
841,33.0,125.199,2.4,12042.0,2021-08-06T06:41:22.511Z,80.0,2414346,7732,12000.0,1,0.0,26.598,PLAN_CUT_80MM,1
842,32.0,125.199,2.6,12050.0,2021-08-06T06:44:58.335Z,80.0,2435928,7733,12000.0,1,0.0,29.419,PLAN_CUT_80MM,1
843,33.0,125.199,2.6,12042.0,2021-08-06T06:48:32.759Z,80.0,2457370,7734,12000.0,1,0.0,30.101,PLAN_CUT_80MM,1
844,32.0,125.199,2.7,11991.0,2021-08-06T06:52:20.533Z,80.0,2480147,7735,12000.0,1,0.0,28.923,PLAN_CUT_80MM,1
845,30.0,125.199,2.3,11958.0,2021-08-06T06:56:39.797Z,80.0,2506073,7736,12000.0,1,0.0,21.855,PLAN_CUT_80MM,1
846,27.0,125.199,2.3,12053.0,2021-08-06T07:21:28.793Z,80.0,2654970,7737,12000.0,1,0.0,29.791,PLAN_CUT_80MM,1
847,32.0,125.199,2.5,11978.0,2021-08-06T07:24:58.437Z,80.0,2675934,7738,12000.0,1,0.0,15.097,PLAN_CUT_80MM,1
848,30.0,125.199,2.2,12041.0,2021-08-06T07:28:47.351Z,80.0,2698825,7739,12000.0,1,0.0,27.993,PLAN_CUT_80MM,1
849,32.0,125.199,2.1,12022.0,2021-08-06T07:32:17.335Z,80.0,2719823,7740,12000.0,1,0.0,29.264,PLAN_CUT_80MM,1
850,33.0,125.199,2.0,12018.0,2021-08-06T07:35:45.078Z,80.0,2740597,7741,12000.0,1,0.0,31.961,PLAN_CUT_80MM,1
851,29.0,125.199,2.3,12023.0,2021-08-06T07:40:54.854Z,80.0,2771574,7742,12000.0,1,0.0,31.465,PLAN_CUT_80MM,1
852,32.0,125.199,2.5,12057.0,2021-08-06T07:45:08.168Z,80.0,2796905,7743,12000.0,1,0.0,32.363,PLAN_CUT_80MM,1
853,30.0,125.199,2.1,11977.0,2021-08-06T07:49:00.812Z,80.0,2820169,7744,12000.0,1,0.0,30.194,PLAN_CUT_80MM,1
854,30.0,125.199,2.1,12055.0,2021-08-06T07:53:00.286Z,80.0,2844116,7745,12000.0,1,0.0,36.146,PLAN_CUT_80MM,1
855,30.0,125.199,2.5,12056.0,2021-08-06T07:57:37.491Z,80.0,2871836,7746,12000.0,1,0.0,36.673,PLAN_CUT_80MM,1
856,27.0,111.0,1.2,18071.0,2021-08-06T08:58:33.095Z,5.0,3237390,7747,18000.0,1,0.0,28.892,R5MM_25,1
857,27.0,125.199,0.5,11961.0,2021-08-09T00:48:29.881Z,80.0,577900,7748,12000.0,1,0.0,29.636,PLAN_CUT_80MM,1
858,27.0,125.199,0.9,12026.0,2021-08-09T00:51:06.273Z,80.0,593539,7749,12000.0,1,0.0,28.768,PLAN_CUT_80MM,1
859,30.0,120.349,0.6,18069.0,2021-08-09T00:52:27.764Z,16.0,601688,7750,18000.0,1,0.0,31.372,R16MM_27,1
860,32.0,127.8,0.3,5015.0,2021-08-09T00:53:21.025Z,8.0,607014,7751,5000.0,1,0.0,28.055,R0MM_53,1
861,32.0,188.149,2.1,18027.0,2021-08-09T00:53:51.136Z,16.0,610025,7752,18000.0,1,0.0,27.434,5X_R16MM,1
862,27.0,125.199,0.5,11996.0,2021-08-09T01:25:44.705Z,80.0,801379,7753,12000.0,1,0.0,36.115,PLAN_CUT_80MM,1
863,33.0,120.349,0.4,18082.0,2021-08-09T01:30:47.220Z,16.0,831630,7754,18000.0,1,0.0,34.317,R16MM_27,1
864,40.0,111.0,0.9,18074.0,2021-08-09T01:36:30.106Z,5.0,865918,7755,18000.0,1,0.0,15.19,R5MM_25,1
865,41.0,120.349,0.7,17992.0,2021-08-09T01:51:57.500Z,16.0,958656,7756,18000.0,1,0.0,32.457,R16MM_27,1
866,25.0,111.0,1.3,18070.0,2021-08-09T02:55:06.511Z,5.0,1337551,7757,18000.0,1,0.0,25.048,R5MM_25,1
867,27.0,111.0,2.1,18053.0,2021-08-09T02:56:38.692Z,5.0,1346769,7758,18000.0,1,0.0,31.155,R5MM_25,1
868,28.0,111.0,1.1,18074.0,2021-08-09T02:56:55.553Z,5.0,1348455,7759,18000.0,1,0.0,36.549,R5MM_25,1
869,27.0,125.199,0.6,12052.0,2021-08-09T03:25:44.111Z,80.0,1521308,7760,12000.0,1,0.0,32.363,PLAN_CUT_80MM,1
870,27.0,125.199,1.8,12043.0,2021-08-09T03:32:33.997Z,80.0,1562296,7761,12000.0,1,0.0,28.799,PLAN_CUT_80MM,1
871,27.0,120.349,1.0,18074.0,2021-08-09T03:40:26.095Z,16.0,1609505,7762,18000.0,1,0.0,15.19,R16MM_27,1
872,30.0,127.8,0.5,5007.0,2021-08-09T03:41:06.545Z,8.0,1613550,7763,5000.0,1,0.0,38.068,R0MM_53,1
873,30.0,188.149,0.6,18020.0,2021-08-09T03:41:37.116Z,16.0,1616607,7764,18000.0,1,0.0,15.221,5X_R16MM,1
874,37.0,125.199,0.6,11963.0,2021-08-09T03:44:06.068Z,80.0,1631502,7765,12000.0,1,0.0,31.961,PLAN_CUT_80MM,1
875,30.0,125.199,1.2,12013.0,2021-08-09T03:47:22.581Z,80.0,1651153,7766,12000.0,1,0.0,26.66,PLAN_CUT_80MM,1
876,34.0,120.349,0.4,18067.0,2021-08-09T03:49:40.213Z,16.0,1664916,7767,18000.0,1,0.0,29.915,R16MM_27,1
877,38.0,111.0,1.8,18037.0,2021-08-09T03:51:55.536Z,5.0,1678448,7768,18000.0,1,0.0,31.186,R5MM_25,1
878,42.0,120.349,1.1,18046.0,2021-08-09T03:57:05.291Z,16.0,1709423,7769,18000.0,1,0.0,35.991,R16MM_27,1
879,41.0,111.0,1.1,17982.0,2021-08-09T03:59:38.293Z,5.0,1724723,7770,18000.0,1,0.0,37.851,R5MM_25,1
880,40.0,125.199,0.6,12058.0,2021-08-09T04:00:14.814Z,80.0,1728375,7771,12000.0,1,0.0,27.745,PLAN_CUT_80MM,1
881,30.0,120.349,1.0,18011.0,2021-08-09T04:04:39.598Z,16.0,1754853,7772,18000.0,1,0.0,31.775,R16MM_27,1
882,38.0,125.199,0.5,12038.0,2021-08-09T04:06:53.660Z,80.0,1768259,7773,12000.0,1,0.0,25.885,PLAN_CUT_80MM,1
883,27.0,98.349,2.3,3964.0,2021-08-09T06:19:46.718Z,351.0,2565552,7774,4000.0,1,0.0,29.791,FRESA350,1
884,27.0,98.349,0.3,3923.0,2021-08-09T06:20:45.419Z,351.0,2571422,7775,4000.0,1,0.0,21.855,FRESA350,1
885,27.0,98.349,1.0,4000.0,2021-08-09T06:24:14.852Z,351.0,2592365,7776,4000.0,1,0.0,37.168,FRESA350,1
886,27.0,188.149,5.4,18030.0,2021-08-09T06:24:56.063Z,16.0,2596486,7777,18000.0,1,0.0,26.598,5X_R16MM,1
887,25.0,98.349,2.0,3971.0,2021-08-09T06:40:38.128Z,351.0,2690691,7778,4000.0,1,0.0,31.216,FRESA350,1
888,27.0,98.349,1.8,3951.0,2021-08-09T06:42:11.599Z,351.0,2700038,7779,4000.0,1,0.0,37.448,FRESA350,1
889,27.0,188.149,1.8,17987.0,2021-08-09T06:44:26.352Z,16.0,2713513,7780,18000.0,1,0.0,35.494,5X_R16MM,1
890,25.0,98.349,2.4,3943.0,2021-08-09T07:44:16.589Z,351.0,3072531,7781,4000.0,1,0.0,22.629,FRESA350,1
891,27.0,188.149,3.2,18035.0,2021-08-09T07:44:52.430Z,16.0,3076115,7782,18000.0,1,0.0,33.169,5X_R16MM,1
892,32.0,111.0,4.3,18065.0,2021-08-09T07:46:08.081Z,5.0,3083680,7783,18000.0,1,0.0,34.41,R5MM_25,1
893,27.0,98.349,2.5,4002.0,2021-08-09T08:01:17.146Z,351.0,3174585,7784,4000.0,1,0.0,21.08,FRESA350,1
894,28.0,188.149,2.2,18002.0,2021-08-09T08:02:14.566Z,16.0,3180327,7785,18000.0,1,0.0,29.077,5X_R16MM,1
895,28.0,111.0,0.7,18059.0,2021-08-09T08:08:05.822Z,5.0,3215452,7786,18000.0,1,0.0,31.527,R5MM_25,1
896,32.0,111.0,1.4,17999.0,2021-08-09T08:09:45.574Z,5.0,3225427,7787,18000.0,1,0.0,30.813,R5MM_25,1
897,27.0,98.349,1.8,3986.0,2021-08-09T08:23:33.017Z,351.0,3308170,7788,4000.0,1,0.0,27.466,FRESA350,1
898,28.0,188.149,4.7,18070.0,2021-08-09T08:24:20.038Z,16.0,3312872,7789,18000.0,1,0.0,30.566,5X_R16MM,1
899,37.0,111.0,2.2,18076.0,2021-08-09T08:27:41.411Z,5.0,3333009,7790,18000.0,1,0.0,35.216,R5MM_25,1
900,27.0,98.349,1.7,3972.0,2021-08-09T08:37:18.940Z,351.0,3390761,7791,4000.0,1,0.0,27.434,FRESA350,1
901,29.0,188.149,3.0,18065.0,2021-08-09T08:38:19.281Z,16.0,3396795,7792,18000.0,1,0.0,31.093,5X_R16MM,1
902,38.0,111.0,2.0,18034.0,2021-08-09T08:41:04.164Z,5.0,3413283,7793,18000.0,1,0.0,36.456,R5MM_25,1
903,29.0,98.349,2.3,3972.0,2021-08-09T08:45:28.668Z,351.0,3439733,7794,4000.0,1,0.0,28.396,FRESA350,1
904,30.0,188.149,4.5,18054.0,2021-08-09T08:46:18.099Z,16.0,3444676,7795,18000.0,1,0.0,31.093,5X_R16MM,1
905,38.0,111.0,3.6,18007.0,2021-08-09T08:49:12.702Z,5.0,3462136,7796,18000.0,1,0.0,27.434,R5MM_25,1
906,37.0,111.0,2.1,18049.0,2021-08-09T08:50:50.973Z,5.0,3471963,7797,18000.0,1,0.0,15.128,R5MM_25,1
907,30.0,98.349,2.6,3974.0,2021-08-09T08:53:26.926Z,351.0,3487558,7798,4000.0,1,0.0,35.432,FRESA350,1
908,30.0,188.149,5.0,18061.0,2021-08-09T08:54:10.467Z,16.0,3491912,7799,18000.0,1,0.0,34.564,5X_R16MM,1
909,38.0,111.0,4.8,18056.0,2021-08-09T08:56:28.579Z,5.0,3505723,7800,18000.0,1,0.0,26.815,R5MM_25,1
910,32.0,98.349,2.5,3930.0,2021-08-09T08:59:30.772Z,351.0,3523942,7801,4000.0,1,0.0,35.402,FRESA350,1
911,33.0,188.149,4.6,18091.0,2021-08-09T09:00:14.452Z,16.0,3528310,7802,18000.0,1,0.0,35.959,5X_R16MM,1
912,38.0,111.0,3.8,18066.0,2021-08-09T09:02:32.625Z,5.0,3542127,7803,18000.0,1,0.0,36.673,R5MM_25,1
913,30.0,98.349,2.4,3980.0,2021-08-09T09:05:49.298Z,351.0,3561794,7804,4000.0,1,0.0,38.533,FRESA350,1
914,32.0,188.149,4.3,18062.0,2021-08-09T09:06:32.689Z,16.0,3566133,7805,18000.0,1,0.0,21.638,5X_R16MM,1
915,40.0,111.0,2.2,18035.0,2021-08-09T09:08:46.971Z,5.0,3579561,7806,18000.0,1,0.0,33.355,R5MM_25,1
916,30.0,98.349,2.3,3928.0,2021-08-09T09:12:30.864Z,351.0,3601950,7807,4000.0,1,0.0,27.931,FRESA350,1
917,30.0,188.149,3.7,18090.0,2021-08-09T09:13:14.405Z,16.0,3606304,7808,18000.0,1,0.0,27.745,5X_R16MM,1
918,38.0,111.0,5.1,18061.0,2021-08-09T09:15:35.267Z,5.0,3620390,7809,18000.0,1,0.0,30.566,R5MM_25,1
919,34.0,98.349,2.4,3921.0,2021-08-09T09:18:07.330Z,351.0,3635596,7810,4000.0,1,0.0,15.686,FRESA350,1
920,34.0,188.149,5.2,18042.0,2021-08-09T09:18:51.090Z,16.0,3639972,7811,18000.0,1,0.0,30.101,5X_R16MM,1
921,40.0,111.0,2.9,18078.0,2021-08-09T09:21:05.383Z,5.0,3653401,7812,18000.0,1,0.0,27.621,R5MM_25,1
922,32.0,98.349,2.5,3951.0,2021-08-09T09:23:52.435Z,351.0,3670106,7813,4000.0,1,0.0,20.646,FRESA350,1
923,33.0,188.149,3.9,18064.0,2021-08-09T09:24:35.996Z,16.0,3674462,7814,18000.0,1,0.0,27.775,5X_R16MM,1
924,35.0,188.149,1.3,18017.0,2021-08-09T09:25:16.107Z,16.0,3678473,7815,18000.0,1,0.0,32.146,5X_R16MM,1
925,35.0,188.149,1.3,18080.0,2021-08-09T09:25:26.517Z,16.0,3679514,7816,18000.0,1,0.0,32.519,5X_R16MM,1
926,40.0,111.0,2.1,18084.0,2021-08-09T09:27:23.109Z,5.0,3691173,7817,18000.0,1,0.0,38.316,R5MM_25,1
927,33.0,98.349,2.9,3951.0,2021-08-09T09:29:57.261Z,351.0,3706588,7818,4000.0,1,0.0,27.311,FRESA350,1
928,33.0,188.149,3.6,18089.0,2021-08-09T09:30:40.772Z,16.0,3710939,7819,18000.0,1,0.0,27.775,5X_R16MM,1
929,39.0,111.0,2.2,18033.0,2021-08-09T09:32:59.054Z,5.0,3724767,7820,18000.0,1,0.0,33.82,R5MM_25,1
930,34.0,98.349,2.6,3939.0,2021-08-09T09:35:36.387Z,351.0,3740500,7821,4000.0,1,0.0,28.117,FRESA350,1
931,34.0,188.149,4.1,18079.0,2021-08-09T09:36:20.007Z,16.0,3744862,7822,18000.0,1,0.0,24.552,5X_R16MM,1
932,40.0,111.0,4.0,18003.0,2021-08-09T09:38:38.190Z,5.0,3758680,7823,18000.0,1,0.0,34.193,R5MM_25,1
933,27.0,98.349,1.9,3983.0,2021-08-10T00:42:52.121Z,351.0,311671,7824,4000.0,1,0.0,29.171,FRESA350,1
934,27.0,188.149,5.0,18021.0,2021-08-10T00:43:50.422Z,16.0,317501,7825,18000.0,1,0.0,30.69,5X_R16MM,1
935,38.0,111.0,4.7,18069.0,2021-08-10T00:49:31.167Z,5.0,351575,7826,18000.0,1,0.0,36.735,R5MM_25,1
936,30.0,98.349,1.9,3936.0,2021-08-10T00:54:08.082Z,351.0,379266,7827,4000.0,1,0.0,38.625,FRESA350,1
937,30.0,188.149,2.4,18061.0,2021-08-10T00:55:23.223Z,16.0,386780,7828,18000.0,1,0.0,38.842,5X_R16MM,1
938,40.0,111.0,2.9,18062.0,2021-08-10T00:59:20.757Z,5.0,410533,7829,18000.0,1,0.0,30.225,R5MM_25,1
939,29.0,98.349,1.8,3927.0,2021-08-10T01:04:51.582Z,351.0,443615,7830,4000.0,1,0.0,29.605,FRESA350,1
940,30.0,188.149,3.2,18069.0,2021-08-10T01:06:06.764Z,16.0,451133,7831,18000.0,1,0.0,38.13,5X_R16MM,1
