,ist_acc,@timestamp,numTP,statorCelsius,UTE,idChiave,VibromPeak,DIAM,CurrentPeak,spindleRpm,rpmSetPoint,LUNG,bearingsCelsius,statoRot
0,189878,2021-11-09T09:42:02.409Z,1,17.0,AGGRE124-1-ET01_AGGRE124,6603,0.7,4.0,11.8,12176.0,12000.0,0.01,19.0,1
1,222930,2021-11-09T09:47:32.935Z,1,17.0,FRESA_22,6604,0.8,22.0,13.5,18193.0,18000.0,117.62,19.0,1
2,283170,2021-11-09T09:57:35.346Z,1,17.0,AGGRE44-1-LAMA215,6605,8.3,215.0,32.7,8005.199,8000.0,2.05,18.0,1
3,286055,2021-11-09T09:58:04.197Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6606,0.7,4.0,11.8,12146.0,12000.0,0.01,19.0,1
4,688996,2021-11-11T09:55:36.224Z,1,16.0,WIR_22X130,6607,0.4,16.0,13.1,18183.0,18000.0,130.0,18.0,1
5,696695,2021-11-11T09:56:53.215Z,1,18.0,AGGRE44-1-LAMA215,6608,7.6,215.0,32.799,8015.0,8000.0,2.05,18.0,1
6,699606,2021-11-11T09:57:22.326Z,1,19.0,AGGRE124-1-ET01_AGGRE124,6609,0.7,4.0,12.0,12166.0,12000.0,0.01,19.0,1
7,1247375,2021-11-11T11:28:40.124Z,1,16.0,WIR_22X130,6610,0.4,16.0,13.0,18191.0,18000.0,130.0,18.0,1
8,1257483,2021-11-11T11:30:21.206Z,1,19.0,AGGRE44-1-LAMA215,6611,6.8,215.0,32.799,8012.899,8000.0,2.05,19.0,1
9,1260021,2021-11-11T11:30:46.586Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6612,0.5,4.0,11.9,12159.0,12000.0,0.01,19.0,1
10,1326617,2021-11-11T11:41:52.560Z,1,17.0,WIR_22X130,6613,0.4,16.0,13.0,18203.0,18000.0,130.0,19.0,1
11,1333282,2021-11-11T11:42:59.211Z,1,19.0,AGGRE44-1-LAMA215,6614,4.1,215.0,32.5,8002.399,8000.0,2.05,19.0,1
12,1335762,2021-11-11T11:43:24.011Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6615,0.5,4.0,11.9,12170.0,12000.0,0.01,19.0,1
13,1388604,2021-11-11T11:52:12.442Z,1,21.0,WIR_22X130,6616,0.4,16.0,12.9,18198.0,18000.0,130.0,21.0,1
14,1395194,2021-11-11T11:53:18.343Z,1,22.0,AGGRE44-1-LAMA215,6617,5.6,215.0,32.799,8006.6,8000.0,2.05,21.0,1
15,1397683,2021-11-11T11:53:43.234Z,1,22.0,AGGRE124-1-ET01_AGGRE124,6618,0.6,4.0,11.8,12170.0,12000.0,0.01,21.0,1
16,1804681,2021-11-11T13:01:33.295Z,1,17.0,WIR_22X130,6619,0.4,16.0,13.2,18183.0,18000.0,130.0,19.0,1
17,1842266,2021-11-11T13:07:49.153Z,1,17.0,AGGRE44-1-LAMA215,6620,7.8,215.0,32.5,7999.6,8000.0,2.05,19.0,1
18,1845010,2021-11-11T13:08:16.593Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6621,0.4,4.0,11.8,12162.0,12000.0,0.01,19.0,1
19,1877738,2021-11-11T13:13:43.880Z,1,18.0,WIR_22X130,6622,0.4,16.0,13.2,18189.0,18000.0,130.0,19.0,1
20,1884377,2021-11-11T13:14:50.271Z,1,19.0,AGGRE44-1-LAMA215,6623,5.9,215.0,32.7,8008.0,8000.0,2.05,19.0,1
21,1886877,2021-11-11T13:15:15.272Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6624,0.7,4.0,11.8,12165.0,12000.0,0.01,20.0,1
22,1951249,2021-11-11T13:25:59.005Z,1,19.0,AGGRE44-1-LAMA215,6626,5.4,215.0,32.7,8011.5,8000.0,2.05,20.0,1
23,1953753,2021-11-11T13:26:24.045Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6627,0.4,4.0,11.8,12160.0,12000.0,0.01,20.0,1
24,1994886,2021-11-11T13:33:15.383Z,1,18.0,WIR_22X130,6628,0.4,16.0,13.1,18202.0,18000.0,130.0,20.0,1
25,108628,2021-11-11T14:07:24.951Z,1,17.0,WIR_22X130,6629,0.5,16.0,13.3,18205.0,18000.0,130.0,19.0,1
26,114976,2021-11-11T14:08:28.432Z,1,19.0,AGGRE44-1-LAMA215,6630,1.8,215.0,32.7,8001.699,8000.0,2.05,19.0,1
27,117579,2021-11-11T14:08:54.462Z,1,20.0,SPIGOLATORE,6631,0.4,60.0,13.0,7186.0,7000.0,214.0,19.0,1
28,116788,2021-11-11T14:08:46.552Z,1,19.0,SPIGOLATORE,6631,0.3,60.0,11.7,7129.0,7000.0,214.0,19.0,1
29,119996,2021-11-11T14:09:18.633Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6632,0.7,4.0,11.8,12166.0,12000.0,0.01,19.0,1
30,143054,2021-11-11T14:13:09.217Z,1,19.0,WIR_22X130,6633,0.4,16.0,13.3,18193.0,18000.0,130.0,20.0,1
31,149383,2021-11-11T14:14:12.508Z,1,20.0,AGGRE44-1-LAMA215,6634,6.2,215.0,32.799,8001.699,8000.0,2.05,20.0,1
32,152551,2021-11-11T14:14:44.189Z,1,21.0,SPIGOLATORE,6635,0.4,60.0,11.6,0.0,0.0,214.0,20.0,1
33,153332,2021-11-11T14:14:51.999Z,1,21.0,SPIGOLATORE,6635,0.4,60.0,13.1,7182.0,7000.0,214.0,20.0,1
34,155752,2021-11-11T14:15:16.200Z,1,21.0,AGGRE124-1-ET01_AGGRE124,6636,0.8,4.0,11.8,12160.0,12000.0,0.01,20.0,1
35,182744,2021-11-11T14:19:46.124Z,1,19.0,WIR_22X130,6637,0.3,16.0,13.2,18189.0,18000.0,130.0,20.0,1
36,189074,2021-11-11T14:20:49.425Z,1,20.0,AGGRE44-1-LAMA215,6638,5.0,215.0,32.599,8001.0,8000.0,2.05,20.0,1
37,192237,2021-11-11T14:21:21.056Z,1,21.0,SPIGOLATORE,6639,0.4,60.0,11.7,0.0,0.0,214.0,21.0,1
38,193018,2021-11-11T14:21:28.866Z,1,21.0,SPIGOLATORE,6639,0.4,60.0,13.0,7179.0,7000.0,214.0,21.0,1
39,195438,2021-11-11T14:21:53.067Z,1,22.0,AGGRE124-1-ET01_AGGRE124,6640,0.8,4.0,11.8,12157.0,12000.0,0.01,21.0,1
40,206459,2021-11-11T14:23:43.279Z,1,21.0,WIR_22X130,6641,0.4,16.0,13.3,18154.0,18000.0,130.0,21.0,1
41,212791,2021-11-11T14:24:46.600Z,1,22.0,AGGRE44-1-LAMA215,6642,3.6,215.0,32.5,7996.1,8000.0,2.05,21.0,1
42,215934,2021-11-11T14:25:18.030Z,1,22.0,SPIGOLATORE,6643,0.4,60.0,11.6,0.0,0.0,214.0,21.0,1
43,216715,2021-11-11T14:25:25.841Z,1,23.0,SPIGOLATORE,6643,0.4,60.0,12.8,7173.0,7000.0,214.0,21.0,1
44,231734,2021-11-11T14:27:56.033Z,1,21.0,WIR_22X130,6644,0.3,16.0,13.2,18169.0,18000.0,130.0,21.0,1
45,238067,2021-11-11T14:28:59.364Z,1,22.0,AGGRE44-1-LAMA215,6645,9.1,215.0,32.799,8001.699,8000.0,2.05,21.0,1
46,241226,2021-11-11T14:29:30.955Z,1,22.0,SPIGOLATORE,6646,0.3,60.0,11.6,0.0,0.0,214.0,21.0,1
47,242007,2021-11-11T14:29:38.765Z,1,22.0,SPIGOLATORE,6646,0.4,60.0,12.6,7177.0,7000.0,214.0,21.0,1
48,244426,2021-11-11T14:30:02.956Z,1,23.0,AGGRE124-1-ET01_AGGRE124,6647,0.7,4.0,11.7,12169.0,12000.0,0.01,21.0,1
49,388172,2021-11-11T14:54:00.442Z,1,18.0,WIR_22X130,6648,0.4,16.0,13.2,18188.0,18000.0,130.0,20.0,1
50,427356,2021-11-11T15:00:32.289Z,1,19.0,WIR_22X130,6649,0.4,16.0,13.1,18186.0,18000.0,130.0,20.0,1
51,494671,2021-11-11T15:11:45.451Z,1,18.0,AGGRE44-1-LAMA215,6650,3.7,215.0,32.799,8005.199,8000.0,2.05,20.0,1
52,497006,2021-11-11T15:12:08.801Z,1,19.0,AGGRE44-1-LAMA215,6651,3.7,215.0,32.4,8006.6,8000.0,2.05,20.0,1
53,500044,2021-11-11T15:12:39.182Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6652,0.5,4.0,11.8,12163.0,12000.0,0.01,20.0,1
54,254694,2021-11-12T07:42:33.956Z,1,16.0,WIR_22X130,6653,0.4,16.0,13.6,18176.0,18000.0,130.0,18.0,1
55,261412,2021-11-12T07:43:41.136Z,1,17.0,AGGRE44-1-LAMA215,6654,6.5,215.0,32.7,7994.0,8000.0,2.05,18.0,1
56,263901,2021-11-12T07:44:06.027Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6655,0.5,4.0,11.9,12159.0,12000.0,0.01,18.0,1
57,303412,2021-11-12T07:50:41.140Z,1,17.0,WIR_22X130,6656,0.5,16.0,13.6,18176.0,18000.0,130.0,18.0,1
58,310041,2021-11-12T07:51:47.430Z,1,18.0,AGGRE44-1-LAMA215,6657,8.1,215.0,32.7,7999.6,8000.0,2.05,19.0,1
59,312532,2021-11-12T07:52:12.340Z,1,19.0,AGGRE124-1-ET01_AGGRE124,6658,0.5,4.0,11.9,12167.0,12000.0,0.01,19.0,1
60,644403,2021-11-12T08:47:31.080Z,1,17.0,WIR_22X130,6659,0.4,16.0,13.6,18172.0,18000.0,130.0,19.0,1
61,651042,2021-11-12T08:48:37.471Z,1,18.0,AGGRE44-1-LAMA215,6660,6.6,215.0,32.599,7996.1,8000.0,2.05,19.0,1
62,653531,2021-11-12T08:49:02.361Z,1,19.0,AGGRE124-1-ET01_AGGRE124,6661,0.5,4.0,11.8,12156.0,12000.0,0.01,19.0,1
63,780410,2021-11-12T09:10:11.163Z,1,18.0,WIR_22X130,6662,0.4,16.0,13.6,18181.0,18000.0,130.0,21.0,1
64,787034,2021-11-12T09:11:17.404Z,1,19.0,AGGRE44-1-LAMA215,6663,2.7,215.0,32.599,7990.5,8000.0,2.05,21.0,1
65,789517,2021-11-12T09:11:42.234Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6664,0.4,4.0,11.8,12160.0,12000.0,0.01,21.0,1
66,820050,2021-11-12T09:16:47.567Z,1,19.0,WIR_22X130,6665,0.4,16.0,13.5,18186.0,18000.0,130.0,21.0,1
67,826638,2021-11-12T09:17:53.448Z,1,20.0,AGGRE44-1-LAMA215,6666,5.7,215.0,32.7,7996.1,8000.0,2.05,21.0,1
68,829124,2021-11-12T09:18:18.308Z,1,21.0,AGGRE124-1-ET01_AGGRE124,6667,0.6,4.0,11.8,12162.0,12000.0,0.01,21.0,1
69,903364,2021-11-12T09:30:40.716Z,1,18.0,WIR_22X130,6668,0.4,16.0,13.4,18184.0,18000.0,130.0,20.0,1
70,909950,2021-11-12T09:31:46.576Z,1,20.0,AGGRE44-1-LAMA215,6669,2.8,215.0,32.5,7997.5,8000.0,2.05,21.0,1
71,912428,2021-11-12T09:32:11.356Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6670,0.7,4.0,11.7,12155.0,12000.0,0.01,21.0,1
72,916818,2021-11-12T09:32:55.257Z,1,21.0,AGGRE124-1-ET01_AGGRE124,6671,0.8,4.0,11.9,12154.0,12000.0,0.01,21.0,1
73,1013860,2021-11-12T09:49:05.687Z,1,18.0,WIR_22X130,6672,0.4,16.0,13.4,18186.0,18000.0,130.0,20.0,1
74,1020446,2021-11-12T09:50:11.547Z,1,19.0,AGGRE44-1-LAMA215,6673,5.2,215.0,32.5,7998.199,8000.0,2.05,20.0,1
75,1022936,2021-11-12T09:50:36.448Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6674,0.6,4.0,11.8,12153.0,12000.0,0.01,21.0,1
76,1039647,2021-11-12T09:53:23.559Z,1,20.0,WIR_22X130,6675,0.4,16.0,13.4,18176.0,18000.0,130.0,21.0,1
77,1048329,2021-11-12T09:54:50.380Z,1,20.0,AGGRE44-1-LAMA215,6676,6.2,215.0,32.7,8000.299,8000.0,2.05,21.0,1
78,1050819,2021-11-12T09:55:15.280Z,1,21.0,AGGRE124-1-ET01_AGGRE124,6677,0.5,4.0,11.7,12149.0,12000.0,0.01,21.0,1
79,1121144,2021-11-12T10:06:58.537Z,1,19.0,WIR_22X130,6678,0.4,16.0,13.5,18181.0,18000.0,130.0,20.0,1
80,1129828,2021-11-12T10:08:25.378Z,1,20.0,AGGRE44-1-LAMA215,6679,3.3,215.0,32.799,8005.899,8000.0,2.05,21.0,1
81,1132307,2021-11-12T10:08:50.169Z,1,21.0,AGGRE124-1-ET01_AGGRE124,6680,0.6,4.0,11.8,12152.0,12000.0,0.01,21.0,1
82,1171827,2021-11-12T10:15:25.373Z,1,19.0,WIR_22X130,6681,0.4,16.0,13.4,18203.0,18000.0,130.0,20.0,1
83,1180060,2021-11-12T10:16:47.703Z,1,20.0,AGGRE44-1-LAMA215,6682,5.6,215.0,32.599,8001.699,8000.0,2.05,21.0,1
84,1182543,2021-11-12T10:17:12.534Z,1,21.0,AGGRE124-1-ET01_AGGRE124,6683,0.6,4.0,11.8,12152.0,12000.0,0.01,21.0,1
85,851712,2021-11-15T10:45:46.240Z,1,15.0,FRESA_22,6684,0.7,22.0,13.4,18195.0,18000.0,117.62,17.0,1
86,892467,2021-11-15T10:52:33.796Z,1,16.0,AGGRE44-1-LAMA215,6685,7.9,215.0,32.9,8001.0,8000.0,2.05,18.0,1
87,896507,2021-11-15T10:53:14.197Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6686,0.9,4.0,12.0,12142.0,12000.0,0.01,18.0,1
88,2459661,2021-11-16T14:14:07.752Z,1,17.0,WIR_22X130,6687,0.4,16.0,13.6,18193.0,18000.0,130.0,19.0,1
89,2522560,2021-11-16T14:24:36.754Z,1,17.0,AGGRE44-1-LAMA215,6688,5.1,215.0,32.7,7989.1,8000.0,2.05,19.0,1
90,2525766,2021-11-16T14:25:08.815Z,1,19.0,AGGRE124-1-ET01_AGGRE124,6689,0.6,4.0,12.0,12159.0,12000.0,0.01,19.0,1
91,2807168,2021-11-16T15:12:02.891Z,1,17.0,WIR_22X130,6690,0.4,16.0,13.7,18181.0,18000.0,130.0,19.0,1
92,2815283,2021-11-16T15:13:24.042Z,1,19.0,AGGRE44-1-LAMA215,6691,7.6,215.0,32.599,7999.6,8000.0,2.05,19.0,1
93,2819960,2021-11-16T15:14:10.813Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6692,1.0,4.0,11.9,12167.0,12000.0,0.01,20.0,1
94,91143,2021-11-17T10:09:49.211Z,1,15.0,WIR_22X130,6693,0.4,16.0,13.7,18184.0,18000.0,130.0,17.0,1
95,99890,2021-11-17T10:11:16.682Z,1,17.0,AGGRE44-1-LAMA215,6694,8.8,215.0,32.599,7996.799,8000.0,2.05,18.0,1
96,102412,2021-11-17T10:11:41.903Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6695,0.7,4.0,12.0,12152.0,12000.0,0.01,18.0,1
97,265324,2021-11-17T10:38:51.052Z,1,16.0,WIR_22X130,6696,0.5,16.0,13.6,18188.0,18000.0,130.0,18.0,1
98,271792,2021-11-17T10:39:55.733Z,1,17.0,AGGRE44-1-LAMA215,6697,3.8,215.0,32.7,8004.5,8000.0,2.05,18.0,1
99,274260,2021-11-17T10:40:20.413Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6698,0.7,4.0,11.8,12151.0,12000.0,0.01,18.0,1
100,354710,2021-11-17T10:53:44.927Z,1,18.0,WIR_22X130,6699,0.5,16.0,13.5,18184.0,18000.0,130.0,19.0,1
101,360913,2021-11-17T10:54:46.959Z,1,19.0,AGGRE44-1-LAMA215,6700,4.2,215.0,32.7,7991.199,8000.0,2.05,19.0,1
102,363381,2021-11-17T10:55:11.639Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6701,0.7,4.0,11.8,12161.0,12000.0,0.01,20.0,1
103,497640,2021-11-17T11:17:34.253Z,1,16.0,WIR_22X130,6702,0.4,16.0,13.4,18191.0,18000.0,130.0,18.0,1
104,504709,2021-11-17T11:18:44.944Z,1,18.0,AGGRE44-1-LAMA215,6703,4.1,215.0,32.7,8002.399,8000.0,2.05,18.0,1
105,507176,2021-11-17T11:19:09.615Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6704,0.7,4.0,11.8,12147.0,12000.0,0.01,18.0,1
106,595843,2021-11-17T11:33:56.301Z,1,17.0,WIR_22X130,6705,0.4,16.0,13.3,18174.0,18000.0,130.0,18.0,1
107,604526,2021-11-17T11:35:23.132Z,1,18.0,AGGRE44-1-LAMA215,6706,3.8,215.0,32.599,7997.5,8000.0,2.05,19.0,1
108,607060,2021-11-17T11:35:48.473Z,1,19.0,AGGRE124-1-ET01_AGGRE124,6707,0.7,4.0,11.7,12157.0,12000.0,0.01,19.0,1
109,646502,2021-11-17T11:42:22.900Z,1,17.0,WIR_22X130,6708,0.4,16.0,13.5,18195.0,18000.0,130.0,19.0,1
110,655083,2021-11-17T11:43:48.711Z,1,19.0,AGGRE44-1-LAMA215,6709,4.3,215.0,32.7,8003.1,8000.0,2.05,19.0,1
111,657603,2021-11-17T11:44:13.912Z,1,19.0,AGGRE124-1-ET01_AGGRE124,6710,0.7,4.0,11.7,12148.0,12000.0,0.01,19.0,1
112,667159,2021-11-17T11:45:49.473Z,1,19.0,WIR_22X130,6711,0.5,16.0,13.5,18182.0,18000.0,130.0,19.0,1
113,675740,2021-11-17T11:47:15.285Z,1,20.0,AGGRE44-1-LAMA215,6712,9.9,215.0,32.7,7998.899,8000.0,2.05,20.0,1
114,678274,2021-11-17T11:47:40.625Z,1,21.0,AGGRE124-1-ET01_AGGRE124,6713,0.7,4.0,11.7,12154.0,12000.0,0.01,20.0,1
115,705347,2021-11-17T11:52:11.360Z,1,19.0,WIR_22X130,6714,0.4,16.0,13.4,18188.0,18000.0,130.0,20.0,1
116,711810,2021-11-17T11:53:15.991Z,1,20.0,AGGRE44-1-LAMA215,6715,5.2,215.0,32.799,8002.399,8000.0,2.05,20.0,1
117,714336,2021-11-17T11:53:41.252Z,1,21.0,AGGRE124-1-ET01_AGGRE124,6716,0.7,4.0,11.8,12144.0,12000.0,0.01,20.0,1
118,766199,2021-11-17T12:02:19.891Z,1,18.0,WIR_22X130,6717,0.3,16.0,13.4,18191.0,18000.0,130.0,20.0,1
119,772758,2021-11-17T12:03:25.482Z,1,19.0,AGGRE44-1-LAMA215,6718,4.5,215.0,32.7,8003.799,8000.0,2.05,20.0,1
120,775484,2021-11-17T12:03:52.743Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6719,0.6,4.0,11.7,12157.0,12000.0,0.01,20.0,1
121,1130113,2021-11-17T13:02:59.097Z,1,16.0,WIR_22X130,6720,0.4,16.0,13.4,18189.0,18000.0,130.0,18.0,1
122,1159811,2021-11-17T13:07:56.082Z,1,22.0,AGGRE44-1-LAMA215,6721,5.0,215.0,32.5,7994.699,8000.0,2.05,21.0,1
123,1162339,2021-11-17T13:08:21.362Z,1,22.0,AGGRE124-1-ET01_AGGRE124,6722,0.7,4.0,11.7,12158.0,12000.0,0.01,21.0,1
124,1318203,2021-11-17T13:34:20.030Z,1,17.0,WIR_22X130,6723,0.4,16.0,13.5,18185.0,18000.0,130.0,19.0,1
125,1327156,2021-11-17T13:35:49.562Z,1,19.0,AGGRE44-1-LAMA215,6724,5.1,215.0,32.7,8002.399,8000.0,2.05,19.0,1
126,1329684,2021-11-17T13:36:14.843Z,1,19.0,AGGRE124-1-ET01_AGGRE124,6725,0.6,4.0,11.8,12146.0,12000.0,0.01,19.0,1
127,1349180,2021-11-17T13:39:29.806Z,1,19.0,WIR_22X130,6726,0.4,16.0,13.4,18191.0,18000.0,130.0,19.0,1
128,1357763,2021-11-17T13:40:55.638Z,1,19.0,AGGRE44-1-LAMA215,6727,7.4,215.0,32.599,7997.5,8000.0,2.05,20.0,1
129,1360293,2021-11-17T13:41:20.938Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6728,0.8,4.0,11.7,12159.0,12000.0,0.01,20.0,1
130,1839839,2021-11-17T15:01:16.484Z,1,16.0,FRESA_22,6729,0.7,22.0,13.9,18184.0,18000.0,117.62,18.0,1
131,1844272,2021-11-17T15:02:00.815Z,1,17.0,WIR_22X130,6730,0.4,16.0,13.9,18189.0,18000.0,130.0,18.0,1
132,1852480,2021-11-17T15:03:22.897Z,1,19.0,AGGRE44-1-LAMA215,6731,5.7,215.0,32.7,7996.1,8000.0,2.05,19.0,1
133,1856808,2021-11-17T15:04:06.178Z,1,21.0,AGGRE124-1-ET01_AGGRE124,6732,0.6,4.0,11.7,12164.0,12000.0,0.01,19.0,1
134,471496,2021-11-18T08:13:47.695Z,1,15.0,AGGRE44-1-LAMA215,6733,4.4,215.0,32.9,7988.399,8000.0,2.05,17.0,1
135,476232,2021-11-18T08:14:35.056Z,1,17.0,AGGRE124-1-ET01_AGGRE124,6734,0.4,4.0,11.9,12160.0,12000.0,0.01,17.0,1
136,491865,2021-11-18T08:17:11.389Z,1,17.0,AGGRE44-1-LAMA215,6735,8.6,215.0,32.599,7992.6,8000.0,2.05,18.0,1
137,494353,2021-11-18T08:17:36.269Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6736,0.6,4.0,11.8,12162.0,12000.0,0.01,18.0,1
138,508517,2021-11-18T08:19:57.912Z,1,17.0,AGGRE44-1-LAMA215,6737,3.7,215.0,32.599,8000.299,8000.0,2.05,18.0,1
139,511001,2021-11-18T08:20:22.752Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6738,0.5,4.0,11.8,12171.0,12000.0,0.01,18.0,1
140,522985,2021-11-18T08:22:22.594Z,1,18.0,AGGRE44-1-LAMA215,6739,8.5,215.0,32.799,7998.899,8000.0,2.05,18.0,1
141,525472,2021-11-18T08:22:47.465Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6740,0.5,4.0,11.7,12171.0,12000.0,0.01,18.0,1
142,607565,2021-11-18T08:36:28.410Z,1,16.0,AGGRE44-1-LAMA215,6741,5.9,215.0,32.799,7998.899,8000.0,2.05,18.0,1
143,610054,2021-11-18T08:36:53.301Z,1,17.0,AGGRE124-1-ET01_AGGRE124,6742,0.5,4.0,11.8,12178.0,12000.0,0.01,18.0,1
144,621383,2021-11-18T08:38:46.593Z,1,17.0,AGGRE44-1-LAMA215,6743,8.6,215.0,32.799,8005.899,8000.0,2.05,18.0,1
145,623876,2021-11-18T08:39:11.523Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6744,0.4,4.0,11.7,12175.0,12000.0,0.01,18.0,1
146,635456,2021-11-18T08:41:07.326Z,1,18.0,AGGRE44-1-LAMA215,6745,4.2,215.0,32.7,7988.399,8000.0,2.05,19.0,1
147,637937,2021-11-18T08:41:32.136Z,1,19.0,AGGRE124-1-ET01_AGGRE124,6746,0.4,4.0,11.8,12167.0,12000.0,0.01,19.0,1
148,649537,2021-11-18T08:43:28.138Z,1,18.0,AGGRE44-1-LAMA215,6747,6.6,215.0,32.7,7992.6,8000.0,2.05,19.0,1
149,652027,2021-11-18T08:43:53.038Z,1,19.0,AGGRE124-1-ET01_AGGRE124,6748,0.4,4.0,11.7,12166.0,12000.0,0.01,19.0,1
150,663672,2021-11-18T08:45:49.491Z,1,19.0,AGGRE44-1-LAMA215,6749,7.2,215.0,32.7,8001.699,8000.0,2.05,19.0,1
151,666164,2021-11-18T08:46:14.411Z,1,19.0,AGGRE124-1-ET01_AGGRE124,6750,0.6,4.0,11.7,12167.0,12000.0,0.01,19.0,1
152,679597,2021-11-18T08:48:28.744Z,1,19.0,AGGRE44-1-LAMA215,6751,4.3,215.0,32.599,7996.799,8000.0,2.05,19.0,1
153,682081,2021-11-18T08:48:53.584Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6752,0.5,4.0,11.8,12179.0,12000.0,0.01,19.0,1
154,695543,2021-11-18T08:51:08.207Z,1,19.0,AGGRE44-1-LAMA215,6753,4.4,215.0,32.599,7989.1,8000.0,2.05,19.0,1
155,698027,2021-11-18T08:51:33.047Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6754,0.5,4.0,11.7,12168.0,12000.0,0.01,20.0,1
156,2219086,2021-11-18T13:05:03.954Z,,0.0,,6777,,,6.7,0.0,0.0,,0.0,1
157,53555,2021-11-18T13:44:49.446Z,,0.0,,6781,,,6.5,0.0,0.0,,0.0,1
158,160965,2021-11-18T14:02:43.565Z,,0.0,,6785,,,6.5,0.0,0.0,,0.0,1
159,581436,2021-11-18T15:12:48.351Z,,0.0,,6793,,,6.5,0.0,0.0,,0.0,1
160,615924,2021-11-18T15:18:33.237Z,,0.0,,6797,,,6.3,0.0,0.0,,0.0,1
161,117172,2021-11-22T07:12:55.669Z,,0.0,,6858,,,6.3,0.0,0.0,,0.0,1
162,129220,2021-11-22T07:14:56.151Z,,0.0,,6858,,,6.1,0.0,0.0,,0.0,1
163,141180,2021-11-22T07:16:55.752Z,,0.0,,6858,,,6.0,0.0,0.0,,0.0,1
164,2390052,2021-11-22T13:31:44.880Z,,0.0,,6883,,,6.5,0.0,0.0,,0.0,1
165,2458543,2021-11-22T13:43:09.803Z,,0.0,,6890,,,6.6,0.0,0.0,,0.0,1
166,2597591,2021-11-22T14:06:20.308Z,,0.0,,6895,,,6.5,0.0,0.0,,0.0,1
167,42916,2021-11-24T07:03:54.995Z,,0.0,,6916,,,6.2,0.0,0.0,,0.0,1
168,54950,2021-11-24T07:05:55.337Z,,0.0,,6916,,,6.1,0.0,0.0,,0.0,1
169,66910,2021-11-24T07:07:54.938Z,,0.0,,6916,,,6.0,0.0,0.0,,0.0,1
170,709634,2021-11-18T08:53:29.119Z,1,19.0,AGGRE44-1-LAMA215,6755,4.3,215.0,32.7,7992.6,8000.0,2.05,20.0,1
171,712145,2021-11-18T08:53:54.230Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6756,0.5,4.0,11.7,12165.0,12000.0,0.01,20.0,1
172,724036,2021-11-18T08:55:53.142Z,1,20.0,AGGRE44-1-LAMA215,6757,6.1,215.0,32.7,8000.299,8000.0,2.05,20.0,1
173,726527,2021-11-18T08:56:18.053Z,1,20.0,AGGRE124-1-ET01_AGGRE124,6758,0.6,4.0,11.7,12173.0,12000.0,0.01,20.0,1
174,837303,2021-11-18T09:14:45.834Z,1,17.0,AGGRE44-1-LAMA215,6759,6.1,215.0,32.599,7991.899,8000.0,2.05,19.0,1
175,839795,2021-11-18T09:15:10.754Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6760,0.6,4.0,11.7,12179.0,12000.0,0.01,19.0,1
176,863875,2021-11-18T09:19:11.559Z,1,18.0,AGGRE44-1-LAMA215,6761,8.3,215.0,32.599,7996.1,8000.0,2.05,19.0,1
177,866365,2021-11-18T09:19:36.459Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6762,0.5,4.0,11.7,12171.0,12000.0,0.01,19.0,1
178,971639,2021-11-18T09:37:09.220Z,1,17.0,AGGRE44-1-LAMA215,6763,6.1,215.0,32.7,7991.199,8000.0,2.05,19.0,1
179,974128,2021-11-18T09:37:34.110Z,1,18.0,AGGRE124-1-ET01_AGGRE124,6764,0.5,4.0,11.7,12166.0,12000.0,0.01,18.0,1
180,1218656,2021-11-18T10:18:19.438Z,1,16.0,WIR_22X130,6765,0.5,16.0,13.4,18157.0,18000.0,130.0,18.0,1
181,1276940,2021-11-18T10:28:02.289Z,1,16.0,AGGRE44-1-LAMA215,6766,3.4,215.0,32.599,8003.1,8000.0,2.05,18.0,1
182,1326686,2021-11-18T10:36:19.759Z,1,16.0,AGGRE124-1-ET01_AGGRE124,6767,0.6,4.0,11.8,12167.0,12000.0,0.01,18.0,1
