,ist_acc,@timestamp,numTP,statorCelsius,UTE,idChiave,VibromPeak,DIAM,CurrentPeak,spindleRpm,rpmSetPoint,LUNG,bearingsCelsius,statoRot
1022,377506,2021-12-15T09:46:35.665Z,1,13.0,FRESA_12,7605,0.5,12.0,13.5,18179.0,18000.0,109.879,14.0,1
1023,383585,2021-12-15T09:47:36.457Z,1,14.0,FRESA_12,7606,0.5,12.0,13.6,18179.0,18000.0,109.879,15.0,1
1024,391580,2021-12-15T09:48:56.408Z,1,16.0,FRESA_12,7607,0.7,12.0,13.5,18174.0,18000.0,109.879,15.0,1
1025,399231,2021-12-15T09:50:12.919Z,1,18.0,FRESA_12,7608,0.7,12.0,13.5,18172.0,18000.0,109.879,16.0,1
1026,405917,2021-12-15T09:51:19.780Z,1,19.0,FRESA_12,7609,0.8,12.0,13.5,18174.0,18000.0,109.879,17.0,1
1027,443509,2021-12-15T09:57:35.706Z,1,16.0,FRESA_12,7610,0.6,12.0,13.7,18157.0,18000.0,109.879,17.0,1
1028,489480,2021-12-15T10:05:15.424Z,1,15.0,FRESA_12,7611,0.5,12.0,13.6,18181.0,18000.0,109.879,16.0,1
1029,619172,2021-12-15T10:26:52.366Z,1,13.0,FRESA_12,7612,0.5,12.0,13.6,18174.0,18000.0,109.879,15.0,1
1030,37422,2021-12-15T10:46:03.607Z,1,13.0,FRESA_12,7613,0.6,12.0,13.5,18183.0,18000.0,109.879,15.0,1
1031,160430,2021-12-15T11:06:33.709Z,1,13.0,FRESA_22,7614,0.5,22.0,13.4,18189.0,18000.0,117.62,15.0,1
1032,168391,2021-12-15T11:07:53.321Z,1,15.0,AGGRE44-1-LAMA215,7615,6.3,215.0,32.599,8002.399,8000.0,2.05,15.0,1
1033,171057,2021-12-15T11:08:19.981Z,1,16.0,AGGRE124-1-ET01_AGGRE124,7616,0.7,4.0,11.6,12160.0,12000.0,0.01,15.0,1
1034,823164,2021-12-16T09:13:47.180Z,,0.0,,7656,,,6.7,0.0,0.0,,0.0,1
1035,1259173,2021-12-16T10:26:27.350Z,,0.0,,7671,,,6.7,0.0,0.0,,0.0,1
1036,1265573,2021-12-16T10:27:31.351Z,,0.0,,7673,,,6.6,0.0,0.0,,0.0,1
1037,1271415,2021-12-16T10:28:29.772Z,,0.0,,7675,,,6.6,0.0,0.0,,0.0,1
1038,1276913,2021-12-16T10:29:24.753Z,,0.0,,7677,,,6.5,0.0,0.0,,0.0,1
1039,1282608,2021-12-16T10:30:21.704Z,,0.0,,7679,,,6.5,0.0,0.0,,0.0,1
1040,1288032,2021-12-16T10:31:15.946Z,,0.0,,7681,,,6.4,0.0,0.0,,0.0,1
1041,1293500,2021-12-16T10:32:10.626Z,,0.0,,7683,,,6.3,0.0,0.0,,0.0,1
1042,1298927,2021-12-16T10:33:04.897Z,,0.0,,7685,,,6.4,0.0,0.0,,0.0,1
1043,1304387,2021-12-16T10:33:59.499Z,,0.0,,7687,,,6.3,0.0,0.0,,0.0,1
1044,1309963,2021-12-16T10:34:55.259Z,,0.0,,7689,,,6.3,0.0,0.0,,0.0,1
1045,1315562,2021-12-16T10:35:51.251Z,,0.0,,7691,,,6.3,0.0,0.0,,0.0,1
1046,1342134,2021-12-16T10:40:16.976Z,,0.0,,7694,,,6.3,0.0,0.0,,0.0,1
1047,782479,2021-12-17T09:08:24.001Z,,0.0,,7813,,,6.7,0.0,0.0,,0.0,1
1048,791360,2021-12-17T09:09:52.813Z,,0.0,,7816,,,6.7,0.0,0.0,,0.0,1
1049,800863,2021-12-17T09:11:27.844Z,,0.0,,7819,,,6.6,0.0,0.0,,0.0,1
1050,811757,2021-12-17T09:13:16.786Z,,0.0,,7822,,,6.5,0.0,0.0,,0.0,1
1051,362473,2021-12-15T11:40:14.176Z,1,13.0,FRESA_12,7617,0.6,12.0,13.2,18178.0,18000.0,109.879,14.0,1
1052,430489,2021-12-15T11:51:34.348Z,1,13.0,FRESA_12,7618,0.6,12.0,13.3,18190.0,18000.0,109.879,15.0,1
1053,828470,2021-12-15T12:57:54.232Z,1,12.0,WIR_22X130,7619,0.5,16.0,13.3,18184.0,18000.0,130.0,14.0,1
1054,877042,2021-12-15T13:05:59.960Z,1,13.0,WIR_22X130,7620,0.5,16.0,13.3,18196.0,18000.0,130.0,15.0,1
1055,918209,2021-12-15T13:12:51.638Z,1,13.0,WIR_22X130,7621,0.6,16.0,13.4,18191.0,18000.0,130.0,15.0,1
1056,1040578,2021-12-15T13:33:15.351Z,1,13.0,FRESA_12,7622,0.6,12.0,13.5,18182.0,18000.0,109.879,15.0,1
1057,1287670,2021-12-15T14:14:26.317Z,1,13.0,FRESA_12,7623,0.5,12.0,13.5,18190.0,18000.0,109.879,14.0,1
1058,1295642,2021-12-15T14:15:46.038Z,1,15.0,AGGRE124-1-ET01_AGGRE124,7624,0.7,4.0,11.7,12155.0,12000.0,0.01,15.0,1
1059,1332769,2021-12-15T14:21:57.315Z,1,14.0,FRESA_12,7625,0.6,12.0,13.4,18171.0,18000.0,109.879,15.0,1
1060,1339536,2021-12-15T14:23:04.986Z,1,15.0,AGGRE124-1-ET01_AGGRE124,7626,0.7,4.0,11.7,12154.0,12000.0,0.01,15.0,1
1061,1548057,2021-12-15T14:57:50.235Z,1,13.0,WIR_22X130,7627,0.5,16.0,13.6,18186.0,18000.0,130.0,14.0,1
1062,1554593,2021-12-15T14:58:55.596Z,1,14.0,AGGRE44-1-LAMA215,7628,6.9,215.0,32.7,7998.199,8000.0,2.05,15.0,1
1063,1557109,2021-12-15T14:59:20.756Z,1,15.0,AGGRE124-1-ET01_AGGRE124,7629,0.7,4.0,11.6,12163.0,12000.0,0.01,15.0,1
1064,1569532,2021-12-15T15:01:24.988Z,1,14.0,WIR_22X130,7630,0.5,16.0,13.5,18184.0,18000.0,130.0,15.0,1
1065,1575922,2021-12-15T15:02:28.890Z,1,15.0,AGGRE44-1-LAMA215,7631,7.6,215.0,32.599,8007.299,8000.0,2.05,15.0,1
1066,1578440,2021-12-15T15:02:54.070Z,1,16.0,AGGRE124-1-ET01_AGGRE124,7632,0.8,4.0,11.7,12162.0,12000.0,0.01,15.0,1
1067,157695,2021-12-16T07:22:52.378Z,1,11.0,FRESA_22,7633,0.7,22.0,13.6,18198.0,18000.0,117.62,13.0,1
1068,166334,2021-12-16T07:24:18.769Z,1,13.0,AGGRE44-1-LAMA215,7634,5.1,215.0,32.7,7994.699,8000.0,2.05,14.0,1
1069,169046,2021-12-16T07:24:45.889Z,1,14.0,AGGRE124-1-ET01_AGGRE124,7635,0.7,4.0,11.9,12161.0,12000.0,0.01,14.0,1
1070,179317,2021-12-16T07:26:28.601Z,1,14.0,FRESA_22,7636,0.5,22.0,13.6,18188.0,18000.0,117.62,14.0,1
1071,187930,2021-12-16T07:27:54.732Z,1,16.0,AGGRE44-1-LAMA215,7637,3.9,215.0,32.599,8008.699,8000.0,2.05,15.0,1
1072,190451,2021-12-16T07:28:19.942Z,1,16.0,AGGRE124-1-ET01_AGGRE124,7638,0.6,4.0,11.7,12159.0,12000.0,0.01,15.0,1
1073,233916,2021-12-16T07:35:34.599Z,1,14.0,WIR_22X130,7639,0.4,16.0,13.6,18174.0,18000.0,130.0,15.0,1
1074,285882,2021-12-16T07:44:14.267Z,1,13.0,FRESA_22,7640,0.5,22.0,13.6,18189.0,18000.0,117.62,15.0,1
1075,292799,2021-12-16T07:45:23.438Z,1,15.0,AGGRE124-1-ET01_AGGRE124,7641,1.0,4.0,11.8,12162.0,12000.0,0.01,15.0,1
1076,306813,2021-12-16T07:47:43.580Z,1,16.0,FRESA_22,7642,0.5,22.0,13.6,18186.0,18000.0,117.62,16.0,1
1077,316540,2021-12-16T07:49:20.852Z,1,18.0,AGGRE124-1-ET01_AGGRE124,7643,1.1,4.0,11.8,12155.0,12000.0,0.01,16.0,1
1078,346878,2021-12-16T07:54:24.237Z,1,15.0,FRESA_12,7644,0.5,12.0,13.6,18179.0,18000.0,109.879,16.0,1
1079,352957,2021-12-16T07:55:25.028Z,1,16.0,AGGRE44-1-LAMA215,7645,7.3,215.0,32.599,7996.1,8000.0,2.05,16.0,1
1080,355484,2021-12-16T07:55:50.298Z,1,17.0,AGGRE124-1-ET01_AGGRE124,7646,0.5,4.0,11.7,12149.0,12000.0,0.01,16.0,1
1081,359822,2021-12-16T07:56:33.679Z,1,18.0,FRESA_12,7647,0.5,12.0,13.6,18190.0,18000.0,109.879,16.0,1
1082,365947,2021-12-16T07:57:34.930Z,1,18.0,FRESA_12,7648,0.5,12.0,13.6,18174.0,18000.0,109.879,16.0,1
1083,373307,2021-12-16T07:58:48.531Z,1,18.0,AGGRE44-1-LAMA215,7649,6.4,215.0,32.5,7996.1,8000.0,2.05,17.0,1
1084,375836,2021-12-16T07:59:13.821Z,1,19.0,AGGRE124-1-ET01_AGGRE124,7650,0.7,4.0,11.7,12146.0,12000.0,0.01,17.0,1
1085,379871,2021-12-16T07:59:54.172Z,1,19.0,FRESA_12,7651,0.5,12.0,13.8,18196.0,18000.0,109.879,17.0,1
1086,423850,2021-12-16T08:07:13.969Z,1,15.0,FRESA_12,7652,0.5,12.0,13.7,18196.0,18000.0,109.879,16.0,1
1087,428442,2021-12-16T08:07:59.890Z,1,16.0,FRESA_12,7653,0.5,12.0,13.7,18195.0,18000.0,109.879,16.0,1
1088,640465,2021-12-16T08:43:20.157Z,1,13.0,FRESA_12,7654,0.6,12.0,13.7,18186.0,18000.0,109.879,15.0,1
1089,646237,2021-12-16T08:44:17.878Z,1,15.0,FRESA_12,7655,0.7,12.0,13.6,18185.0,18000.0,109.879,15.0,1
1090,823766,2021-12-16T09:13:53.200Z,1,13.0,FRESA_22,7657,0.8,22.0,13.6,18195.0,18000.0,117.62,15.0,1
1091,947880,2021-12-16T09:34:34.363Z,1,13.0,FRESA_22,7658,0.6,22.0,13.6,18191.0,18000.0,117.62,15.0,1
1092,998463,2021-12-16T09:43:00.202Z,1,13.0,FRESA_22,7659,0.7,22.0,13.7,18195.0,18000.0,117.62,15.0,1
1093,1007388,2021-12-16T09:44:29.454Z,1,15.0,AGGRE124-1-ET01_AGGRE124,7660,0.7,4.0,11.8,12166.0,12000.0,0.01,16.0,1
1094,1024917,2021-12-16T09:47:24.747Z,1,15.0,FRESA_22,7661,0.4,22.0,13.6,18183.0,18000.0,117.62,16.0,1
1095,1033626,2021-12-16T09:48:51.839Z,1,16.0,AGGRE124-1-ET01_AGGRE124,7662,0.8,4.0,11.8,12164.0,12000.0,0.01,16.0,1
1096,1137615,2021-12-16T10:06:11.748Z,1,14.0,FRESA_22,7663,0.8,22.0,13.7,18191.0,18000.0,117.62,15.0,1
1097,1147313,2021-12-16T10:07:48.729Z,1,16.0,AGGRE44-1-LAMA215,7664,4.0,215.0,32.599,8002.399,8000.0,2.05,16.0,1
1098,1149889,2021-12-16T10:08:14.490Z,1,17.0,AGGRE124-1-ET01_AGGRE124,7665,0.8,4.0,11.8,12149.0,12000.0,0.01,16.0,1
1099,1155417,2021-12-16T10:09:09.771Z,1,18.0,FRESA_12,7666,0.6,12.0,13.6,18195.0,18000.0,109.879,16.0,1
1100,1167367,2021-12-16T10:11:09.273Z,1,18.0,FRESA_22,7667,0.8,22.0,13.5,18183.0,18000.0,117.62,17.0,1
1101,1177282,2021-12-16T10:12:48.425Z,1,19.0,AGGRE44-1-LAMA215,7668,7.1,215.0,32.7,8006.6,8000.0,2.05,18.0,1
1102,1179876,2021-12-16T10:13:14.366Z,1,20.0,AGGRE124-1-ET01_AGGRE124,7669,0.7,4.0,11.7,12154.0,12000.0,0.01,18.0,1
1103,1184880,2021-12-16T10:14:04.406Z,1,20.0,FRESA_12,7670,0.5,12.0,13.6,18202.0,18000.0,109.879,18.0,1
1104,1259802,2021-12-16T10:26:33.640Z,1,15.0,FRESA_22,7672,0.7,22.0,13.6,18184.0,18000.0,117.62,17.0,1
1105,1266480,2021-12-16T10:27:40.421Z,1,17.0,FRESA_22,7674,0.7,22.0,13.7,18195.0,18000.0,117.62,17.0,1
1106,1272318,2021-12-16T10:28:38.803Z,1,19.0,FRESA_22,7676,0.7,22.0,13.6,18195.0,18000.0,117.62,17.0,1
1107,1277823,2021-12-16T10:29:33.854Z,1,20.0,FRESA_22,7678,0.7,22.0,13.6,18189.0,18000.0,117.62,18.0,1
1108,1283506,2021-12-16T10:30:30.685Z,1,21.0,FRESA_22,7680,0.7,22.0,13.6,18195.0,18000.0,117.62,18.0,1
1109,1288932,2021-12-16T10:31:24.946Z,1,21.0,FRESA_22,7682,0.7,22.0,13.6,18193.0,18000.0,117.62,18.0,1
1110,1294405,2021-12-16T10:32:19.677Z,1,22.0,FRESA_22,7684,0.7,22.0,13.6,18198.0,18000.0,117.62,19.0,1
1111,1299836,2021-12-16T10:33:13.988Z,1,23.0,FRESA_22,7686,0.7,22.0,13.6,18198.0,18000.0,117.62,19.0,1
1112,1305300,2021-12-16T10:34:08.629Z,1,24.0,FRESA_22,7688,0.7,22.0,13.6,18186.0,18000.0,117.62,19.0,1
1113,1310878,2021-12-16T10:35:04.410Z,1,24.0,FRESA_22,7690,0.7,22.0,13.6,18186.0,18000.0,117.62,20.0,1
1114,1316457,2021-12-16T10:36:00.201Z,1,24.0,FRESA_22,7692,0.7,22.0,13.6,18186.0,18000.0,117.62,20.0,1
1115,1341086,2021-12-16T10:40:06.495Z,1,21.0,FRESA_22,7693,0.6,22.0,13.7,18210.0,18000.0,117.62,20.0,1
1116,1344169,2021-12-16T10:40:37.326Z,1,21.0,WIR_22X130,7695,0.5,16.0,13.7,18198.0,18000.0,130.0,19.0,1
1117,1385546,2021-12-16T10:47:31.103Z,1,18.0,FRESA_12,7696,0.4,12.0,13.6,18202.0,18000.0,109.879,18.0,1
1118,1391361,2021-12-16T10:48:29.255Z,1,19.0,FRESA_12,7697,0.7,12.0,13.5,18184.0,18000.0,109.879,19.0,1
1119,1427219,2021-12-16T10:54:27.841Z,1,17.0,AGGRE44-1-LAMA215,7698,7.4,215.0,32.7,8010.1,8000.0,2.05,18.0,1
1120,1429753,2021-12-16T10:54:53.182Z,1,18.0,AGGRE124-1-ET01_AGGRE124,7699,0.7,4.0,11.7,12148.0,12000.0,0.01,18.0,1
1121,1441193,2021-12-16T10:56:47.584Z,1,18.0,AGGRE44-1-LAMA215,7700,5.9,215.0,32.599,8012.199,8000.0,2.05,18.0,1
1122,1443722,2021-12-16T10:57:12.874Z,1,19.0,AGGRE124-1-ET01_AGGRE124,7701,0.5,4.0,11.8,12156.0,12000.0,0.01,18.0,1
1123,1530644,2021-12-16T11:11:42.110Z,1,15.0,FRESA_22,7702,0.7,22.0,13.5,18190.0,18000.0,117.62,17.0,1
1124,1537578,2021-12-16T11:12:51.452Z,1,17.0,AGGRE44-1-LAMA215,7703,5.4,215.0,32.7,7993.299,8000.0,2.05,17.0,1
1125,1540435,2021-12-16T11:13:20.022Z,1,18.0,AGGRE124-1-ET01_AGGRE124,7704,1.0,4.0,11.7,12149.0,12000.0,0.01,17.0,1
1126,1584490,2021-12-16T11:20:40.590Z,1,15.0,FRESA_22,7705,0.6,22.0,13.5,18208.0,18000.0,117.62,17.0,1
1127,1590692,2021-12-16T11:21:42.612Z,1,17.0,AGGRE44-1-LAMA215,7706,7.4,215.0,32.799,7998.199,8000.0,2.05,17.0,1
1128,1593328,2021-12-16T11:22:08.972Z,1,18.0,AGGRE124-1-ET01_AGGRE124,7707,0.9,4.0,11.7,12158.0,12000.0,0.01,17.0,1
1129,1606197,2021-12-16T11:24:17.665Z,1,17.0,FRESA_22,7708,0.8,22.0,13.5,18181.0,18000.0,117.62,17.0,1
1130,1612399,2021-12-16T11:25:19.686Z,1,18.0,AGGRE44-1-LAMA215,7709,6.1,215.0,32.4,7998.199,8000.0,2.05,17.0,1
1131,1614998,2021-12-16T11:25:45.676Z,1,19.0,AGGRE124-1-ET01_AGGRE124,7710,0.8,4.0,11.7,12157.0,12000.0,0.01,18.0,1
1132,1671302,2021-12-16T11:35:08.737Z,1,16.0,FRESA_22,7711,0.8,22.0,13.7,18179.0,18000.0,117.62,17.0,1
1133,1677501,2021-12-16T11:36:10.728Z,1,17.0,AGGRE44-1-LAMA215,7712,7.6,215.0,32.799,8003.1,8000.0,2.05,17.0,1
1134,1680100,2021-12-16T11:36:36.718Z,1,18.0,AGGRE124-1-ET01_AGGRE124,7713,0.8,4.0,11.7,12150.0,12000.0,0.01,17.0,1
1135,1716748,2021-12-16T11:42:43.215Z,1,16.0,FRESA_22,7714,0.7,22.0,13.5,18217.0,18000.0,117.62,17.0,1
1136,1722951,2021-12-16T11:43:45.246Z,1,17.0,AGGRE44-1-LAMA215,7715,4.1,215.0,32.7,8008.699,8000.0,2.05,17.0,1
1137,1725544,2021-12-16T11:44:11.177Z,1,18.0,AGGRE124-1-ET01_AGGRE124,7716,0.8,4.0,11.7,12166.0,12000.0,0.01,17.0,1
1138,1742345,2021-12-16T11:46:59.200Z,1,17.0,FRESA_22,7717,0.6,22.0,13.4,18162.0,18000.0,117.62,17.0,1
1139,1748550,2021-12-16T11:48:01.251Z,1,18.0,AGGRE44-1-LAMA215,7718,5.7,215.0,32.7,8008.0,8000.0,2.05,17.0,1
1140,1751148,2021-12-16T11:48:27.232Z,1,18.0,AGGRE124-1-ET01_AGGRE124,7719,0.8,4.0,11.8,12162.0,12000.0,0.01,17.0,1
1141,1807154,2021-12-16T11:57:47.312Z,1,15.0,FRESA_22,7720,0.9,22.0,13.6,18174.0,18000.0,117.62,17.0,1
1142,2319854,2021-12-16T13:23:14.408Z,1,13.0,FRESA_22,7721,0.8,22.0,13.5,18188.0,18000.0,117.62,15.0,1
1143,2328460,2021-12-16T13:24:40.469Z,1,14.0,AGGRE44-1-LAMA215,7722,5.6,215.0,32.7,8000.299,8000.0,2.05,15.0,1
1144,2330991,2021-12-16T13:25:05.780Z,1,15.0,AGGRE124-1-ET01_AGGRE124,7723,0.6,4.0,11.8,12160.0,12000.0,0.01,15.0,1
1145,2338055,2021-12-16T13:26:16.421Z,1,15.0,FRESA_22,7724,0.7,22.0,13.6,18174.0,18000.0,117.62,16.0,1
1146,2346776,2021-12-16T13:27:43.633Z,1,16.0,AGGRE44-1-LAMA215,7725,3.9,215.0,32.7,7997.5,8000.0,2.05,16.0,1
1147,2352815,2021-12-16T13:28:44.024Z,1,18.0,AGGRE124-1-ET01_AGGRE124,7726,0.6,4.0,11.8,12160.0,12000.0,0.01,16.0,1
1148,2362740,2021-12-16T13:30:23.276Z,1,17.0,FRESA_22,7727,0.8,22.0,13.6,18181.0,18000.0,117.62,17.0,1
1149,2370887,2021-12-16T13:31:44.747Z,1,18.0,AGGRE44-1-LAMA215,7728,4.3,215.0,32.7,7996.1,8000.0,2.05,17.0,1
1150,2373411,2021-12-16T13:32:09.988Z,1,18.0,AGGRE124-1-ET01_AGGRE124,7729,0.6,4.0,11.7,12159.0,12000.0,0.01,17.0,1
1151,2384171,2021-12-16T13:33:57.590Z,1,18.0,FRESA_22,7730,0.6,22.0,13.6,18193.0,18000.0,117.62,17.0,1
1152,2392877,2021-12-16T13:35:24.651Z,1,18.0,AGGRE44-1-LAMA215,7731,8.1,215.0,32.599,8005.199,8000.0,2.05,17.0,1
1153,2395411,2021-12-16T13:35:49.992Z,1,18.0,AGGRE124-1-ET01_AGGRE124,7732,0.6,4.0,11.7,12153.0,12000.0,0.01,17.0,1
1154,2424149,2021-12-16T13:40:37.377Z,1,16.0,FRESA_12,7733,0.4,12.0,13.7,18190.0,18000.0,109.879,17.0,1
1155,2429316,2021-12-16T13:41:29.048Z,1,18.0,FRESA_12,7734,0.7,12.0,13.7,18188.0,18000.0,109.879,17.0,1
1156,2434612,2021-12-16T13:42:22.009Z,1,19.0,FRESA_12,7735,0.7,12.0,13.7,18171.0,18000.0,109.879,18.0,1
1157,2439929,2021-12-16T13:43:15.180Z,1,20.0,FRESA_12,7736,0.7,12.0,13.7,18181.0,18000.0,109.879,18.0,1
1158,2475474,2021-12-16T13:49:10.637Z,1,17.0,FRESA_22,7737,0.8,22.0,13.8,18181.0,18000.0,117.62,18.0,1
1159,2484145,2021-12-16T13:50:37.349Z,1,19.0,AGGRE44-1-LAMA215,7738,6.5,215.0,32.7,7994.699,8000.0,2.05,18.0,1
1160,2487139,2021-12-16T13:51:07.289Z,1,20.0,AGGRE124-1-ET01_AGGRE124,7739,0.7,4.0,11.7,12161.0,12000.0,0.01,18.0,1
1161,2493587,2021-12-16T13:52:11.770Z,1,20.0,FRESA_12,7740,0.4,12.0,13.6,18184.0,18000.0,109.879,18.0,1
1162,2516021,2021-12-16T13:55:56.114Z,1,18.0,FRESA_22,7741,0.7,22.0,13.7,18181.0,18000.0,117.62,19.0,1
1163,2524277,2021-12-16T13:57:18.676Z,1,20.0,AGGRE44-1-LAMA215,7742,8.7,215.0,32.799,8001.0,8000.0,2.05,19.0,1
1164,2526857,2021-12-16T13:57:44.477Z,1,21.0,AGGRE124-1-ET01_AGGRE124,7743,0.7,4.0,11.7,12156.0,12000.0,0.01,19.0,1
1165,2532210,2021-12-16T13:58:38.007Z,1,21.0,FRESA_12,7744,0.5,12.0,13.7,18184.0,18000.0,109.879,19.0,1
1166,2543754,2021-12-16T14:00:33.450Z,1,21.0,FRESA_22,7745,0.5,22.0,13.6,18164.0,18000.0,117.62,19.0,1
1167,2551999,2021-12-16T14:01:55.901Z,1,22.0,AGGRE44-1-LAMA215,7746,6.8,215.0,32.599,8005.199,8000.0,2.05,19.0,1
1168,2554586,2021-12-16T14:02:21.772Z,1,22.0,AGGRE124-1-ET01_AGGRE124,7747,0.6,4.0,11.7,12166.0,12000.0,0.01,19.0,1
1169,2559184,2021-12-16T14:03:07.752Z,1,23.0,FRESA_12,7748,0.3,12.0,13.7,18202.0,18000.0,109.879,19.0,1
1170,2571165,2021-12-16T14:05:07.565Z,1,22.0,FRESA_22,7749,0.6,22.0,13.6,18177.0,18000.0,117.62,20.0,1
1171,2579403,2021-12-16T14:06:29.946Z,1,23.0,AGGRE44-1-LAMA215,7750,2.7,215.0,32.7,8005.199,8000.0,2.05,20.0,1
1172,2581971,2021-12-16T14:06:55.627Z,1,23.0,AGGRE124-1-ET01_AGGRE124,7751,0.7,4.0,11.7,12160.0,12000.0,0.01,20.0,1
1173,2586496,2021-12-16T14:07:40.878Z,1,23.0,FRESA_12,7752,0.5,12.0,13.6,18179.0,18000.0,109.879,20.0,1
1174,2687103,2021-12-16T14:24:26.966Z,1,16.0,FRESA_22,7753,0.7,22.0,13.7,18176.0,18000.0,117.62,18.0,1
1175,2696434,2021-12-16T14:26:00.278Z,1,18.0,AGGRE124-1-ET01_AGGRE124,7754,1.0,4.0,11.6,12168.0,12000.0,0.01,18.0,1
1176,2709174,2021-12-16T14:28:07.681Z,1,18.0,FRESA_22,7755,0.5,22.0,13.7,18179.0,18000.0,117.62,18.0,1
1177,2715251,2021-12-16T14:29:08.452Z,1,19.0,AGGRE124-1-ET01_AGGRE124,7756,1.2,4.0,11.7,12167.0,12000.0,0.01,18.0,1
1178,2726461,2021-12-16T14:31:00.554Z,1,18.0,FRESA_22,7757,0.5,22.0,13.7,18183.0,18000.0,117.62,18.0,1
1179,2733002,2021-12-16T14:32:05.965Z,1,19.0,AGGRE124-1-ET01_AGGRE124,7758,1.2,4.0,11.7,12155.0,12000.0,0.01,18.0,1
1180,2743008,2021-12-16T14:33:46.027Z,1,19.0,FRESA_22,7759,0.7,22.0,13.6,18196.0,18000.0,117.62,18.0,1
1181,2749088,2021-12-16T14:34:46.828Z,1,20.0,AGGRE124-1-ET01_AGGRE124,7760,1.1,4.0,11.7,12164.0,12000.0,0.01,19.0,1
1182,2780272,2021-12-16T14:39:58.674Z,1,17.0,FRESA_12,7761,0.5,12.0,13.7,18209.0,18000.0,109.879,18.0,1
1183,2786107,2021-12-16T14:40:57.025Z,1,18.0,AGGRE44-1-LAMA215,7762,6.4,215.0,32.599,7998.199,8000.0,2.05,18.0,1
1184,2788628,2021-12-16T14:41:22.235Z,1,19.0,AGGRE124-1-ET01_AGGRE124,7763,0.8,4.0,11.7,12166.0,12000.0,0.01,18.0,1
1185,2793485,2021-12-16T14:42:10.806Z,1,20.0,FRESA_12,7764,0.5,12.0,13.7,18202.0,18000.0,109.879,18.0,1
1186,2798459,2021-12-16T14:43:00.547Z,1,20.0,FRESA_12,7765,0.6,12.0,13.8,18198.0,18000.0,109.879,18.0,1
1187,2804049,2021-12-16T14:43:56.448Z,1,20.0,AGGRE44-1-LAMA215,7766,5.3,215.0,32.599,7996.799,8000.0,2.05,19.0,1
1188,2806573,2021-12-16T14:44:21.689Z,1,21.0,AGGRE124-1-ET01_AGGRE124,7767,0.8,4.0,11.7,12161.0,12000.0,0.01,19.0,1
1189,2810591,2021-12-16T14:45:01.869Z,1,21.0,FRESA_12,7768,0.5,12.0,13.6,18191.0,18000.0,109.879,19.0,1
1190,2814861,2021-12-16T14:45:44.570Z,1,21.0,FRESA_12,7769,0.6,12.0,13.7,18193.0,18000.0,109.879,19.0,1
1191,2820446,2021-12-16T14:46:40.421Z,1,21.0,AGGRE44-1-LAMA215,7770,5.5,215.0,32.799,7996.799,8000.0,2.05,19.0,1
1192,2822973,2021-12-16T14:47:05.692Z,1,22.0,AGGRE124-1-ET01_AGGRE124,7771,0.5,4.0,11.7,12164.0,12000.0,0.01,19.0,1
1193,2827002,2021-12-16T14:47:45.983Z,1,22.0,FRESA_12,7772,0.4,12.0,13.6,18179.0,18000.0,109.879,19.0,1
1194,2832129,2021-12-16T14:48:37.253Z,1,22.0,FRESA_12,7773,0.6,12.0,13.6,18188.0,18000.0,109.879,19.0,1
1195,2837706,2021-12-16T14:49:33.025Z,1,22.0,AGGRE44-1-LAMA215,7774,4.6,215.0,32.599,7996.799,8000.0,2.05,19.0,1
1196,2840229,2021-12-16T14:49:58.255Z,1,22.0,AGGRE124-1-ET01_AGGRE124,7775,0.8,4.0,11.7,12167.0,12000.0,0.01,20.0,1
1197,2844272,2021-12-16T14:50:38.686Z,1,22.0,FRESA_12,7776,0.4,12.0,13.7,18181.0,18000.0,109.879,19.0,1
1198,2890041,2021-12-16T14:58:16.384Z,1,17.0,WIR_22X130,7777,0.4,16.0,13.5,18188.0,18000.0,130.0,18.0,1
1199,2893990,2021-12-16T14:58:55.875Z,1,19.0,WIR_22X130,7778,0.5,16.0,13.5,18189.0,18000.0,130.0,19.0,1
1200,2898051,2021-12-16T14:59:36.486Z,1,20.0,WIR_22X130,7779,0.5,16.0,13.6,18184.0,18000.0,130.0,19.0,1
1201,2902146,2021-12-16T15:00:17.437Z,1,21.0,WIR_22X130,7780,0.5,16.0,13.6,18179.0,18000.0,130.0,19.0,1
1202,2906629,2021-12-16T15:01:02.267Z,1,22.0,WIR_22X130,7781,0.5,16.0,13.6,18181.0,18000.0,130.0,19.0,1
1203,2941123,2021-12-16T15:06:47.214Z,1,18.0,FRESA_22,7782,0.7,22.0,13.7,18209.0,18000.0,117.62,19.0,1
1204,2949223,2021-12-16T15:08:08.216Z,1,20.0,AGGRE44-1-LAMA215,7783,8.9,215.0,32.799,7997.5,8000.0,2.05,19.0,1
1205,2951757,2021-12-16T15:08:33.556Z,1,21.0,AGGRE124-1-ET01_AGGRE124,7784,0.6,4.0,11.8,12160.0,12000.0,0.01,19.0,1
1206,2959240,2021-12-16T15:09:48.387Z,1,21.0,FRESA_22,7785,0.4,22.0,13.7,18181.0,18000.0,117.62,19.0,1
1207,2967242,2021-12-16T15:11:08.409Z,1,21.0,AGGRE44-1-LAMA215,7786,5.4,215.0,32.799,8003.799,8000.0,2.05,19.0,1
1208,2969772,2021-12-16T15:11:33.709Z,1,22.0,AGGRE124-1-ET01_AGGRE124,7787,0.6,4.0,11.7,12159.0,12000.0,0.01,19.0,1
