,DIAM,rpmSetPoint,statoRot,LUNG,numTP,UTE,ist_acc,CurrentPeak,bearingsCelsius,VibromPeak,idChiave,statorCelsius,spindleRpm,@timestamp
892,3.95,12000.0,1,106.709,1,D4_L18_Z1,575476,20.349,27.0,1.3,1949,28.0,12012.0,2021-07-15T07:32:33.831Z
893,3.95,20000.0,1,106.709,1,D4_L18_Z1,576088,9.044,27.0,0.4,1949,29.0,20024.0,2021-07-15T07:32:39.951Z
894,3.95,12000.0,1,106.709,1,D4_L18_Z1,581294,20.162,28.0,1.4,1950,30.0,11999.0,2021-07-15T07:33:32.012Z
895,3.95,20000.0,1,106.709,1,D4_L18_Z1,581894,8.568,28.0,0.4,1950,30.0,19938.0,2021-07-15T07:33:38.012Z
896,3.95,12000.0,1,106.709,1,D4_L18_Z1,586585,20.298,28.0,1.1,1951,32.0,11933.0,2021-07-15T07:34:24.923Z
897,3.95,20000.0,1,106.709,1,D4_L18_Z1,587204,8.823,28.0,0.4,1951,32.0,19995.0,2021-07-15T07:34:31.113Z
898,3.95,12000.0,1,106.709,1,D4_L18_Z1,606417,20.212,28.0,1.3,1952,27.0,11951.0,2021-07-15T07:37:43.247Z
899,3.95,20000.0,1,106.709,1,D4_L18_Z1,607037,11.509,28.0,0.5,1952,28.0,20043.0,2021-07-15T07:37:49.447Z
900,3.95,12000.0,1,106.709,1,D4_L18_Z1,618613,20.247,27.0,1.3,1953,27.0,11952.0,2021-07-15T07:39:45.209Z
901,3.95,20000.0,1,106.709,1,D4_L18_Z1,619233,8.109,27.0,0.4,1953,27.0,20035.0,2021-07-15T07:39:51.409Z
902,3.95,20000.0,1,106.709,1,D4_L18_Z1,634745,7.497,28.0,0.4,1955,30.0,20010.0,2021-07-15T07:42:26.532Z
903,3.95,12000.0,1,106.709,1,D4_L18_Z1,634140,20.145,28.0,2.0,1955,30.0,12010.0,2021-07-15T07:42:20.482Z
904,3.95,12000.0,1,106.709,1,D4_L18_Z1,626069,20.212,27.0,1.3,1954,29.0,11996.0,2021-07-15T07:40:59.771Z
905,3.95,20000.0,1,106.709,1,D4_L18_Z1,626684,9.078,27.0,0.5,1954,30.0,20024.0,2021-07-15T07:41:05.921Z
906,3.95,20000.0,1,106.709,1,D4_L18_Z1,639290,9.588,28.0,0.4,1956,32.0,19968.0,2021-07-15T07:43:11.983Z
907,3.95,12000.0,1,106.709,1,D4_L18_Z1,638680,20.212,28.0,1.3,1956,32.0,11972.0,2021-07-15T07:43:05.883Z
908,3.95,20000.0,1,106.709,1,D4_L18_Z1,651093,8.5,29.0,0.4,1958,33.0,19960.0,2021-07-15T07:45:10.015Z
909,3.95,12000.0,1,106.709,1,D4_L18_Z1,650491,20.23,29.0,1.3,1958,33.0,12000.0,2021-07-15T07:45:03.995Z
910,3.95,12000.0,1,106.709,1,D4_L18_Z1,645827,20.23,29.0,1.3,1957,32.0,12000.0,2021-07-15T07:44:17.354Z
911,3.95,20000.0,1,106.709,1,D4_L18_Z1,646441,9.044,29.0,0.4,1957,32.0,20019.0,2021-07-15T07:44:23.495Z
912,3.95,12000.0,1,106.709,1,D4_L18_Z1,655583,20.179,30.0,1.3,1959,34.0,12007.0,2021-07-15T07:45:54.916Z
913,3.95,20000.0,1,106.709,1,D4_L18_Z1,656190,7.99,30.0,0.4,1959,34.0,19991.0,2021-07-15T07:46:00.986Z
914,3.95,12000.0,1,106.709,1,D4_L18_Z1,660898,20.247,30.0,1.3,1960,33.0,11935.0,2021-07-15T07:46:48.067Z
915,3.95,20000.0,1,106.709,1,D4_L18_Z1,661514,8.177,30.0,0.4,1960,33.0,19983.0,2021-07-15T07:46:54.227Z
916,3.95,12000.0,1,106.709,1,D4_L18_Z1,667589,20.212,29.0,1.4,1961,32.0,12019.0,2021-07-15T07:47:54.979Z
917,3.95,20000.0,1,106.709,1,D4_L18_Z1,668194,9.928,29.0,0.4,1961,32.0,20000.0,2021-07-15T07:48:01.029Z
918,3.95,12000.0,1,106.709,1,D4_L18_Z1,673900,20.23,29.0,1.3,1962,32.0,11989.0,2021-07-15T07:48:58.090Z
919,3.95,20000.0,1,106.709,1,D4_L18_Z1,674512,7.565,29.0,0.4,1962,32.0,20032.0,2021-07-15T07:49:04.210Z
920,3.95,12000.0,1,106.709,1,D4_L18_Z1,683838,20.247,28.0,1.3,1963,29.0,12002.0,2021-07-15T07:50:37.472Z
921,3.95,20000.0,1,106.709,1,D4_L18_Z1,684449,7.939,28.0,0.4,1963,30.0,19978.0,2021-07-15T07:50:43.582Z
922,3.95,12000.0,1,106.709,1,D4_L18_Z1,691010,20.281,29.0,1.3,1964,30.0,11981.0,2021-07-15T07:51:49.193Z
923,3.95,20000.0,1,106.709,1,D4_L18_Z1,691624,8.738,29.0,0.4,1964,32.0,20039.0,2021-07-15T07:51:55.333Z
924,3.95,12000.0,1,106.709,1,D4_L18_Z1,703661,20.264,29.0,1.3,1965,29.0,11992.0,2021-07-15T07:53:55.706Z
925,3.95,20000.0,1,106.709,1,D4_L18_Z1,704265,8.67,29.0,0.5,1965,30.0,19981.0,2021-07-15T07:54:01.746Z
926,3.95,12000.0,1,106.709,1,D4_L18_Z1,723313,20.315,27.0,1.2,1966,27.0,11958.0,2021-07-15T07:57:12.229Z
927,3.95,20000.0,1,106.709,1,D4_L18_Z1,723932,7.446,27.0,0.5,1966,27.0,19982.0,2021-07-15T07:57:18.419Z
928,3.95,12000.0,1,106.709,1,D4_L18_Z1,732944,20.281,27.0,2.0,1967,28.0,12015.0,2021-07-15T07:58:48.541Z
929,3.95,20000.0,1,106.709,1,D4_L18_Z1,733538,8.024,27.0,0.5,1967,29.0,20010.0,2021-07-15T07:58:54.481Z
930,3.95,12000.0,1,106.709,1,D4_L18_Z1,746187,20.212,27.0,1.2,1968,27.0,11967.0,2021-07-15T08:01:00.974Z
931,3.95,20000.0,1,106.709,1,D4_L18_Z1,746805,8.551,27.0,0.5,1968,28.0,20014.0,2021-07-15T08:01:07.154Z
932,3.95,12000.0,1,106.709,1,D4_L18_Z1,753897,20.179,28.0,1.4,1969,30.0,11991.0,2021-07-15T08:02:18.075Z
933,3.95,20000.0,1,106.709,1,D4_L18_Z1,754507,9.826,28.0,0.5,1969,30.0,20014.0,2021-07-15T08:02:24.175Z
934,3.95,12000.0,1,106.709,1,D4_L18_Z1,783113,20.247,27.0,1.1,1970,25.0,11967.0,2021-07-15T08:07:10.241Z
935,3.95,20000.0,1,106.709,1,D4_L18_Z1,783747,7.837,27.0,0.5,1970,27.0,20033.0,2021-07-15T08:07:16.581Z
936,3.95,20000.0,1,106.709,1,D4_L18_Z1,790793,8.721,27.0,0.4,1971,30.0,20024.0,2021-07-15T08:08:27.042Z
937,3.95,12000.0,1,106.709,1,D4_L18_Z1,790154,20.281,27.0,1.1,1971,29.0,11949.0,2021-07-15T08:08:20.652Z
938,3.95,12000.0,1,106.709,1,D4_L18_Z1,801586,20.23,27.0,1.2,1972,28.0,11982.0,2021-07-15T08:10:14.975Z
939,3.95,20000.0,1,106.709,1,D4_L18_Z1,802203,9.418,27.0,0.5,1972,29.0,20021.0,2021-07-15T08:10:21.145Z
940,3.95,20000.0,1,106.709,1,D4_L18_Z1,831383,8.33,27.0,0.5,1973,27.0,19984.0,2021-07-15T08:15:12.950Z
941,3.95,12000.0,1,106.709,1,D4_L18_Z1,830770,20.212,27.0,1.3,1973,27.0,11946.0,2021-07-15T08:15:06.820Z
942,3.95,12000.0,1,106.709,1,D4_L18_Z1,859483,20.382,27.0,1.1,1974,25.0,11935.0,2021-07-15T08:19:53.956Z
943,3.95,20000.0,1,106.709,1,D4_L18_Z1,860103,9.333,27.0,0.5,1974,27.0,20001.0,2021-07-15T08:20:00.156Z
944,3.95,12000.0,1,106.709,1,D4_L18_Z1,875826,20.212,27.0,1.3,1975,27.0,12013.0,2021-07-15T08:22:37.389Z
945,3.95,20000.0,1,106.709,1,D4_L18_Z1,876439,8.33,27.0,0.4,1975,27.0,20037.0,2021-07-15T08:22:43.519Z
946,3.95,12000.0,1,106.709,1,D4_L18_Z1,892891,20.247,27.0,1.2,1976,27.0,11968.0,2021-07-15T08:25:28.042Z
947,3.95,20000.0,1,106.709,1,D4_L18_Z1,893502,8.126,27.0,0.4,1976,27.0,19995.0,2021-07-15T08:25:34.152Z
948,3.95,12000.0,1,106.709,1,D4_L18_Z1,903775,20.298,27.0,1.3,1977,27.0,11999.0,2021-07-15T08:27:16.884Z
949,3.95,20000.0,1,106.709,1,D4_L18_Z1,904385,9.044,27.0,0.4,1977,27.0,20022.0,2021-07-15T08:27:22.984Z
950,3.95,12000.0,1,106.709,1,D4_L18_Z1,915589,20.247,27.0,1.3,1978,27.0,12005.0,2021-07-15T08:29:15.027Z
951,3.95,20000.0,1,106.709,1,D4_L18_Z1,916199,9.673,27.0,0.4,1978,28.0,20053.0,2021-07-15T08:29:21.127Z
952,3.95,12000.0,1,106.709,1,D4_L18_Z1,931752,20.315,27.0,1.3,1979,27.0,12001.0,2021-07-15T08:31:56.660Z
953,3.95,20000.0,1,106.709,1,D4_L18_Z1,932366,9.044,27.0,0.5,1979,28.0,20004.0,2021-07-15T08:32:02.800Z
954,3.95,12000.0,1,106.709,1,D4_L18_Z1,988152,20.212,27.0,1.3,1980,27.0,12002.0,2021-07-15T08:41:20.671Z
955,3.95,20000.0,1,106.709,1,D4_L18_Z1,988765,9.146,27.0,0.5,1980,27.0,20033.0,2021-07-15T08:41:26.801Z
956,3.95,12000.0,1,106.709,1,D4_L18_Z1,1008499,20.264,27.0,1.3,1981,27.0,11979.0,2021-07-15T08:44:44.145Z
957,3.95,20000.0,1,106.709,1,D4_L18_Z1,1009111,11.883,27.0,0.5,1981,27.0,20005.0,2021-07-15T08:44:50.265Z
958,3.95,12000.0,1,106.709,1,D4_L18_Z1,1017868,20.23,27.0,1.1,1982,27.0,11956.0,2021-07-15T08:46:17.837Z
959,3.95,20000.0,1,106.709,1,D4_L18_Z1,1018487,9.146,27.0,0.4,1982,27.0,19964.0,2021-07-15T08:46:24.027Z
960,3.95,12000.0,1,106.709,1,D4_L18_Z1,1022472,20.298,27.0,1.2,1983,30.0,12010.0,2021-07-15T08:47:03.877Z
961,3.95,20000.0,1,106.709,1,D4_L18_Z1,1023087,9.843,27.0,0.4,1983,30.0,19997.0,2021-07-15T08:47:10.027Z
962,3.95,20000.0,1,106.709,1,D4_L18_Z1,1040835,8.296,28.0,0.4,1985,30.0,20018.0,2021-07-15T08:50:07.511Z
963,3.95,12000.0,1,106.709,1,D4_L18_Z1,1040236,20.179,28.0,1.7,1985,30.0,12017.0,2021-07-15T08:50:01.521Z
964,3.95,12000.0,1,106.709,1,D4_L18_Z1,1033642,20.23,27.0,1.1,1984,28.0,11977.0,2021-07-15T08:48:55.580Z
965,3.95,20000.0,1,106.709,1,D4_L18_Z1,1034274,9.214,27.0,0.4,1984,29.0,20047.0,2021-07-15T08:49:01.900Z
966,3.95,12000.0,1,106.709,1,D4_L18_Z1,1047934,20.179,28.0,1.3,1986,30.0,11993.0,2021-07-15T08:51:18.502Z
967,3.95,20000.0,1,106.709,1,D4_L18_Z1,1048560,8.5,28.0,0.4,1986,30.0,20022.0,2021-07-15T08:51:24.762Z
968,3.95,12000.0,1,106.709,1,D4_L18_Z1,1066299,20.23,27.0,1.3,1987,27.0,11988.0,2021-07-15T08:54:22.156Z
969,3.95,20000.0,1,106.709,1,D4_L18_Z1,1066922,10.54,27.0,0.4,1987,27.0,20008.0,2021-07-15T08:54:28.386Z
970,3.95,12000.0,1,106.709,1,D4_L18_Z1,1075506,20.247,27.0,1.3,1988,28.0,12003.0,2021-07-15T08:55:54.228Z
971,3.95,20000.0,1,106.709,1,D4_L18_Z1,1076108,8.262,27.0,0.5,1988,28.0,19976.0,2021-07-15T08:56:00.248Z
972,3.95,12000.0,1,106.709,1,D4_L18_Z1,1088656,20.23,27.0,1.1,1989,27.0,11972.0,2021-07-15T08:58:05.730Z
973,20.0,14000.0,1,115.76,1,D20_L9_Z2,1096315,20.247,27.0,0.5,1990,27.0,14000.0,2021-07-15T08:59:22.322Z
974,3.95,12000.0,1,106.709,1,D4_L18_Z1,1116650,20.195,27.0,0.7,1991,27.0,11985.0,2021-07-15T09:02:45.676Z
975,3.95,20000.0,1,106.709,1,D4_L18_Z1,1117304,10.098,27.0,0.8,1991,27.0,20033.0,2021-07-15T09:02:52.216Z
976,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,1355424,20.247,25.0,0.8,1992,25.0,19965.0,2021-07-15T09:42:33.462Z
977,6.0,20000.0,1,147.756,1,D6_L23_Z1,1362171,20.247,27.0,1.6,1993,32.0,19919.0,2021-07-15T09:43:40.934Z
978,6.0,20000.0,1,147.756,1,D6_L23_Z1,1367249,20.332,27.0,1.3,1994,33.0,20004.0,2021-07-15T09:44:31.715Z
979,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,1925959,20.247,25.0,1.3,1995,25.0,20007.0,2021-07-15T11:17:38.923Z
980,6.0,20000.0,1,147.756,1,D6_L23_Z1,1936353,20.365,27.0,1.3,1996,33.0,20045.0,2021-07-15T11:19:22.865Z
981,6.0,12000.0,1,147.756,1,D6_L23_Z1,1950268,20.332,30.0,0.4,1997,37.0,11968.0,2021-07-15T11:21:42.018Z
982,6.0,20000.0,1,147.756,1,D6_L23_Z1,1963920,8.789,30.0,0.6,1997,34.0,20008.0,2021-07-15T11:23:58.540Z
983,6.0,20000.0,1,147.756,1,D6_L23_Z1,2075465,20.247,27.0,1.3,1998,25.0,19997.0,2021-07-15T11:42:34.012Z
984,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,2395159,20.247,25.0,1.1,1999,25.0,6919.0,2021-07-15T12:35:51.014Z
985,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,2403076,20.281,25.0,1.3,2000,27.0,19951.0,2021-07-15T12:37:10.186Z
986,6.0,20000.0,1,147.756,1,D6_L23_Z1,2453201,20.332,33.0,1.4,2001,40.0,20003.0,2021-07-15T12:45:31.445Z
987,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,2994437,20.298,28.0,2.2,2002,27.0,20013.0,2021-07-15T14:15:43.911Z
988,6.0,20000.0,1,147.756,1,D6_L23_Z1,3044816,20.281,34.0,1.2,2003,40.0,19959.0,2021-07-15T14:24:07.711Z
989,3.95,20000.0,1,106.709,1,D4_L18_Z1,3118551,20.247,35.0,1.5,2004,41.0,20013.0,2021-07-15T14:36:25.075Z
990,6.0,20000.0,1,147.756,1,D6_L23_Z1,3170945,20.247,35.0,1.5,2005,41.0,20042.0,2021-07-15T14:45:09.025Z
991,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,234605,20.247,25.0,1.4,2006,25.0,20013.0,2021-07-16T06:48:34.993Z
992,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,252870,4.726,29.0,1.3,2006,35.0,15994.0,2021-07-16T06:51:37.647Z
993,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,269803,20.128,28.0,1.3,2007,28.0,20021.0,2021-07-16T06:54:26.980Z
994,6.0,20000.0,1,147.756,1,D6_L23_Z1,283482,20.247,29.0,1.7,2008,35.0,20014.0,2021-07-16T06:56:43.773Z
995,3.95,20000.0,1,106.709,1,D4_L18_Z1,337132,20.179,27.0,0.4,2009,27.0,19965.0,2021-07-16T07:05:40.285Z
996,3.95,20000.0,1,106.709,1,D4_L18_Z1,411918,20.281,25.0,0.3,2010,25.0,19995.0,2021-07-16T07:18:08.161Z
997,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,833046,20.179,25.0,1.0,2011,25.0,19995.0,2021-07-16T08:28:19.534Z
998,6.0,20000.0,1,147.756,1,D6_L23_Z1,893530,20.247,32.0,0.6,2012,38.0,2666.0,2021-07-16T08:38:24.387Z
999,6.0,20000.0,1,147.756,1,D6_L23_Z1,911807,20.247,29.0,0.7,2013,28.0,19933.0,2021-07-16T08:41:27.161Z
1000,3.95,20000.0,1,106.709,1,D4_L18_Z1,1008768,20.298,34.0,1.3,2014,40.0,20047.0,2021-07-16T08:57:36.793Z
1001,6.0,20000.0,1,147.756,1,D6_L23_Z1,1070598,20.247,34.0,1.4,2015,40.0,20036.0,2021-07-16T09:07:55.107Z
1002,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,1875901,20.247,25.0,1.6,2016,24.0,19947.0,2021-07-16T11:22:08.316Z
1003,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,1903911,20.128,28.0,1.8,2017,28.0,20029.0,2021-07-16T11:26:48.422Z
1004,6.0,20000.0,1,147.756,1,D6_L23_Z1,1963970,20.281,33.0,1.5,2018,40.0,20037.0,2021-07-16T11:36:49.026Z
1005,3.95,20000.0,1,106.709,1,D4_L18_Z1,2060182,20.298,35.0,1.4,2019,40.0,20039.0,2021-07-16T11:52:51.167Z
1006,6.0,20000.0,1,147.756,1,D6_L23_Z1,2121997,20.332,34.0,1.2,2020,40.0,19964.0,2021-07-16T12:03:09.331Z
1007,6.0,20000.0,1,147.756,1,D6_L23_Z1,2183833,20.145,27.0,0.3,2021,27.0,20042.0,2021-07-16T12:13:27.705Z
1008,6.0,20000.0,1,147.756,1,D6_L23_Z1,2443209,20.212,28.0,0.3,2022,27.0,19969.0,2021-07-16T12:56:41.523Z
1009,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,2690723,20.281,25.0,1.0,2023,25.0,20005.0,2021-07-16T13:37:56.718Z
1010,6.0,20000.0,1,147.756,1,D6_L23_Z1,2751616,20.349,33.0,1.3,2024,40.0,19973.0,2021-07-16T13:48:05.662Z
1011,3.95,20000.0,1,106.709,1,D4_L18_Z1,2847809,20.162,35.0,1.3,2025,40.0,19943.0,2021-07-16T14:04:07.613Z
1012,6.0,20000.0,1,147.756,1,D6_L23_Z1,2909632,20.247,35.0,1.2,2026,40.0,20022.0,2021-07-16T14:14:25.857Z
1013,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,118999,20.298,25.0,2.2,2027,24.0,19977.0,2021-07-19T06:17:18.900Z
1014,2.95,20000.0,1,120.737,1,D3_L12_Z1,122194,20.212,25.0,1.2,2028,27.0,20036.0,2021-07-19T06:17:50.851Z
1015,3.95,20000.0,1,106.709,1,D4_L18_Z1,129543,20.247,27.0,1.3,2029,32.0,19952.0,2021-07-19T06:19:04.342Z
1016,6.0,20000.0,1,147.756,1,D6_L23_Z1,134809,20.212,27.0,1.4,2030,33.0,19981.0,2021-07-19T06:19:57.003Z
1017,6.0,20000.0,1,147.756,1,D6_L23_Z1,260416,20.179,25.0,1.4,2032,28.0,20015.0,2021-07-19T06:40:53.098Z
1018,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,257251,20.212,25.0,1.7,2031,25.0,20036.0,2021-07-19T06:40:21.447Z
1019,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,320138,20.281,27.0,1.8,2033,27.0,19948.0,2021-07-19T06:50:50.330Z
1020,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,326479,20.212,27.0,1.7,2034,27.0,19945.0,2021-07-19T06:51:53.741Z
1021,3.95,15000.0,1,106.709,1,D4_L18_Z1,329610,20.212,27.0,1.3,2035,30.0,15010.0,2021-07-19T06:52:25.051Z
1022,3.95,20000.0,1,106.709,1,D4_L18_Z1,334247,8.534,27.0,0.6,2035,30.0,19940.0,2021-07-19T06:53:11.422Z
1023,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,423863,20.179,25.0,1.3,2036,25.0,19938.0,2021-07-19T07:08:07.601Z
1024,3.95,15000.0,1,106.709,1,D4_L18_Z1,427044,20.23,25.0,1.4,2037,28.0,14932.0,2021-07-19T07:08:39.411Z
1025,3.95,20000.0,1,106.709,1,D4_L18_Z1,432322,8.364,27.0,0.6,2037,29.0,20043.0,2021-07-19T07:09:32.192Z
1026,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,963248,20.298,25.0,1.4,2038,24.0,20019.0,2021-07-19T08:38:01.563Z
1027,3.95,15000.0,1,106.709,1,D4_L18_Z1,1043461,20.247,33.0,1.4,2039,40.0,15059.0,2021-07-19T08:51:23.710Z
1028,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,1225634,20.195,28.0,1.2,2040,27.0,20001.0,2021-07-19T09:21:45.479Z
1029,3.95,15000.0,1,106.709,1,D4_L18_Z1,1305857,20.212,34.0,1.4,2041,40.0,15023.0,2021-07-19T09:35:07.726Z
1030,3.95,20000.0,1,106.709,1,D4_L18_Z1,1786146,6.834,33.0,0.9,2041,35.0,19944.0,2021-07-19T10:55:10.719Z
1031,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,2420590,20.212,27.0,1.2,2042,27.0,20003.0,2021-07-19T12:40:55.296Z
1032,3.95,15000.0,1,106.709,1,D4_L18_Z1,2503716,20.315,35.0,1.5,2043,40.0,14961.0,2021-07-19T12:54:46.574Z
1033,3.95,20000.0,1,106.709,1,D4_L18_Z1,3004596,8.211,32.0,0.3,2043,35.0,19988.0,2021-07-19T14:18:15.483Z
1034,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,246880,20.162,25.0,1.3,2044,25.0,19991.0,2021-07-20T06:31:08.785Z
1035,3.95,20000.0,1,106.709,1,D4_L18_Z1,330134,20.247,33.0,1.3,2045,40.0,20004.0,2021-07-20T06:45:01.341Z
1036,3.95,20000.0,1,106.709,1,D4_L18_Z1,1377512,20.247,35.0,2.0,2047,40.0,20037.0,2021-07-20T09:39:35.329Z
1037,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,2824139,20.212,25.0,1.1,2048,25.0,20041.0,2021-07-20T13:40:41.890Z
1038,3.95,20000.0,1,106.709,1,D4_L18_Z1,2831688,20.332,27.0,1.5,2049,32.0,20009.0,2021-07-20T13:41:57.382Z
1039,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,2928097,20.212,28.0,1.6,2050,27.0,19993.0,2021-07-20T13:58:01.491Z
1040,3.95,20000.0,1,106.709,1,D4_L18_Z1,2931529,20.179,29.0,1.5,2051,30.0,19949.0,2021-07-20T13:58:35.812Z
1041,3.95,20000.0,1,106.709,1,D4_L18_Z1,3022890,20.162,27.0,1.6,2053,30.0,20033.0,2021-07-20T14:13:49.440Z
1042,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,3019451,20.247,27.0,1.2,2052,27.0,20009.0,2021-07-20T14:13:15.049Z
1043,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,3204616,20.247,27.0,1.5,2054,25.0,19924.0,2021-07-20T14:44:06.737Z
1044,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,3223819,20.281,27.0,1.5,2055,27.0,19978.0,2021-07-20T14:47:18.771Z
1045,3.95,20000.0,1,106.709,1,D4_L18_Z1,3278395,20.179,34.0,1.4,2056,40.0,19943.0,2021-07-20T14:56:24.542Z
1046,3.95,20000.0,1,106.709,1,D4_L18_Z1,64663,20.247,27.0,1.8,2057,25.0,15389.0,2021-07-21T06:10:23.750Z
1047,6.0,20000.0,1,147.756,1,D6_L23_Z1,72326,20.332,27.0,1.5,2058,27.0,19997.0,2021-07-21T06:11:40.383Z
1048,6.0,20000.0,1,147.756,1,D6_L23_Z1,146923,20.162,28.0,0.2,2059,27.0,9570.0,2021-07-21T06:24:06.383Z
1049,6.0,20000.0,1,147.756,1,D6_L23_Z1,163154,20.162,27.0,1.5,2060,27.0,19999.0,2021-07-21T06:26:48.700Z
1050,6.0,20000.0,1,147.756,1,D6_L23_Z1,258143,20.281,27.0,0.9,2061,25.0,20038.0,2021-07-21T06:42:38.630Z
1051,6.0,20000.0,1,147.756,1,D6_L23_Z1,324333,20.179,29.0,1.0,2062,27.0,19993.0,2021-07-21T06:53:40.558Z
1052,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,509051,20.247,27.0,1.2,2063,27.0,20018.0,2021-07-21T07:24:27.817Z
1053,6.0,20000.0,1,147.756,1,D6_L23_Z1,757518,20.195,37.0,1.4,2065,41.0,20024.0,2021-07-21T08:05:52.593Z
1054,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,1248226,20.212,27.0,1.5,2066,25.0,20039.0,2021-07-21T09:27:39.885Z
1055,2.95,20000.0,1,120.737,1,D3_L12_Z1,1257100,20.23,29.0,3.2,2067,34.0,19984.0,2021-07-21T09:29:08.629Z
1056,6.0,20000.0,1,147.756,1,D6_L23_Z1,1283416,20.179,33.0,1.2,2068,38.0,19954.0,2021-07-21T09:33:31.800Z
1057,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,1409755,20.281,28.0,1.3,2069,27.0,19962.0,2021-07-21T09:54:35.245Z
1058,2.95,20000.0,1,120.737,1,D3_L12_Z1,1470677,20.212,35.0,4.8,2070,40.0,19966.0,2021-07-21T10:04:44.491Z
1059,6.0,20000.0,1,147.756,1,D6_L23_Z1,1688290,20.212,36.0,1.5,2071,42.0,20039.0,2021-07-21T10:41:00.715Z
1060,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,2187926,20.365,29.0,2.8,2072,27.0,19967.0,2021-07-21T12:04:17.292Z
1061,2.95,20000.0,1,120.737,1,D3_L12_Z1,2248841,20.162,35.0,1.3,2073,41.0,20037.0,2021-07-21T12:14:26.468Z
1062,6.0,20000.0,1,147.756,1,D6_L23_Z1,2466460,20.162,36.0,1.4,2074,41.0,20040.0,2021-07-21T12:50:42.753Z
1063,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,108622,20.247,25.0,1.2,2075,25.0,20022.0,2021-07-22T11:51:09.139Z
1064,2.95,20000.0,1,120.737,1,D3_L12_Z1,169534,20.281,33.0,1.3,2076,40.0,19964.0,2021-07-22T12:01:18.271Z
1065,6.0,20000.0,1,147.756,1,D6_L23_Z1,387149,20.212,35.0,1.5,2077,41.0,19994.0,2021-07-22T12:37:34.467Z
1066,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,1054535,20.145,27.0,1.1,2078,27.0,20015.0,2021-07-22T14:28:48.474Z
1067,2.95,20000.0,1,120.737,1,D3_L12_Z1,1086250,20.162,32.0,1.3,2079,38.0,20023.0,2021-07-22T14:34:05.631Z
1068,6.0,20000.0,1,147.756,1,D6_L23_Z1,1196176,20.315,36.0,1.4,2080,42.0,20002.0,2021-07-22T14:52:24.915Z
1069,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,84015,20.195,27.0,1.4,2081,27.0,20059.0,2021-07-23T06:22:02.173Z
1070,6.0,20000.0,1,147.756,1,D6_L23_Z1,455517,20.349,35.0,1.4,2084,41.0,20050.0,2021-07-23T07:23:57.264Z
1071,2.95,20000.0,1,120.737,1,D3_L12_Z1,1183075,20.179,33.0,1.3,2086,40.0,20017.0,2021-07-23T09:25:12.992Z
1072,6.0,20000.0,1,147.756,1,D6_L23_Z1,1400680,20.212,35.0,1.3,2087,40.0,19969.0,2021-07-23T10:01:29.087Z
1073,8.0,20000.0,1,193.084,1,D8_90GRADI_Z1,2087502,20.315,27.0,1.2,2088,25.0,19978.0,2021-07-23T11:55:57.448Z
1074,6.0,20000.0,1,147.756,1,D6_L23_Z1,2366028,20.179,36.0,1.3,2090,42.0,19936.0,2021-07-23T12:42:22.765Z
1075,6.0,17000.0,1,147.756,1,D6_L23_Z1,459005,20.195,25.0,0.6,2091,25.0,16982.0,2021-07-26T06:27:43.287Z
1076,6.0,20000.0,1,147.756,1,D6_L23_Z1,461555,8.874,25.0,0.4,2091,27.0,19938.0,2021-07-26T06:28:08.787Z
1077,6.0,17000.0,1,147.756,1,D6_L23_Z1,1441801,20.212,25.0,0.5,2092,25.0,16999.0,2021-07-26T09:11:31.458Z
