,idChiave,statorCelsius,LUNG,numTP,spindleRpm,@timestamp,VibromPeak,UTE,statoRot,CurrentPeak,bearingsCelsius,DIAM,rpmSetPoint,ist_acc
0,5096,0.0,,,0.0,2021-05-31T13:27:33.644Z,,,1,7.446,0.0,,0.0,3177696
1,5098,0.0,,,0.0,2021-06-01T06:10:33.336Z,,,1,7.493,0.0,,0.0,621995
2,5100,0.0,,,0.0,2021-06-01T06:21:50.476Z,,,1,7.43,0.0,,0.0,689708
3,5102,0.0,,,0.0,2021-06-01T06:37:19.739Z,,,1,7.179,0.0,,0.0,782633
4,5104,0.0,,,0.0,2021-06-01T07:23:06.347Z,,,1,7.461,0.0,,0.0,1057290
5,5107,0.0,,,0.0,2021-06-01T08:09:55.257Z,,,1,7.4,0.0,,0.0,1338177
6,5109,0.0,,,0.0,2021-06-01T08:17:18.404Z,,,1,7.383,0.0,,0.0,1382491
7,5111,0.0,,,0.0,2021-06-01T08:23:58.699Z,,,1,7.351,0.0,,0.0,1422520
8,5113,0.0,,,0.0,2021-06-01T08:34:32.449Z,,,1,7.367,0.0,,0.0,1485894
9,5115,0.0,,,0.0,2021-06-01T08:42:23.875Z,,,1,7.367,0.0,,0.0,1533036
10,5117,0.0,,,0.0,2021-06-01T08:53:59.395Z,,,1,7.351,0.0,,0.0,1602587
11,5092,25.0,115.05,1,7995.0,2021-05-31T08:45:22.250Z,0.2,TAFELFREES,1,13.423,24.0,137.309,4000.0,1484583
12,5093,26.0,115.05,1,8003.0,2021-05-31T08:58:53.893Z,0.1,TAFELFREES,1,13.246,25.0,137.309,8000.0,1565746
13,5094,25.0,125.344,1,17999.0,2021-05-31T09:45:38.376Z,0.6,SCHROB10MM,1,17.339,25.0,9.6,18000.0,1846190
14,5095,25.0,125.344,1,17999.0,2021-05-31T13:17:42.365Z,0.8,SCHROB10MM,1,17.445,25.0,9.6,18000.0,3118569
15,5097,25.0,125.344,1,18014.0,2021-05-31T13:44:34.830Z,0.8,SCHROB10MM,1,18.408,26.0,9.6,18000.0,3279813
16,5099,25.0,125.344,1,17996.0,2021-06-01T06:13:05.189Z,0.5,SCHROB10MM,1,17.813,24.0,9.6,18000.0,637180
17,5101,24.0,125.344,1,18007.0,2021-06-01T06:24:22.538Z,0.5,SCHROB10MM,1,17.509,24.0,9.6,18000.0,704914
18,5103,26.0,125.344,1,17979.0,2021-06-01T06:39:51.681Z,0.5,SCHROB10MM,1,17.275,25.0,9.6,18000.0,797827
19,5105,25.0,125.344,1,18026.0,2021-06-01T07:23:38.898Z,0.4,SCHROB10MM,1,17.034,25.0,9.6,18000.0,1060545
20,5106,25.0,125.344,1,18009.0,2021-06-01T07:57:09.157Z,0.8,SCHROB10MM,1,17.983,25.0,9.6,18000.0,1261568
21,5108,25.0,125.344,1,18001.0,2021-06-01T08:12:27.300Z,0.6,SCHROB10MM,1,17.983,25.0,9.6,18000.0,1353381
22,5110,26.0,125.344,1,18006.0,2021-06-01T08:19:50.316Z,0.5,SCHROB10MM,1,17.048,26.0,9.6,18000.0,1397682
23,5112,26.0,125.344,1,18000.0,2021-06-01T08:26:30.712Z,0.6,SCHROB10MM,1,18.16,26.0,9.6,18000.0,1437721
24,5114,25.0,125.344,1,17995.0,2021-06-01T08:37:04.361Z,0.4,SCHROB10MM,1,17.509,26.0,9.6,18000.0,1501085
25,5116,26.0,125.344,1,18016.0,2021-06-01T08:44:55.927Z,0.5,SCHROB10MM,1,17.735,27.0,9.6,18000.0,1548241
26,5118,26.0,125.344,1,18017.0,2021-06-01T08:56:31.307Z,0.4,SCHROB10MM,1,17.523,26.0,9.6,18000.0,1617778
27,5119,26.0,125.344,1,18012.0,2021-06-01T09:05:27.945Z,0.7,SCHROB10MM,1,17.947,26.0,9.6,18000.0,1671441
28,5120,25.0,125.344,1,18024.0,2021-06-01T09:22:44.510Z,0.8,SCHROB10MM,1,17.962,26.0,9.6,18000.0,1775096
29,5133,0.0,,,0.0,2021-06-02T11:07:03.649Z,,,1,7.4,0.0,,0.0,2380399
30,5135,0.0,,,0.0,2021-06-02T11:15:32.887Z,,,1,7.351,0.0,,0.0,2431322
31,5137,0.0,,,0.0,2021-06-02T11:22:41.424Z,,,1,7.383,0.0,,0.0,2474175
32,5139,0.0,,,0.0,2021-06-02T11:30:55.282Z,,,1,7.289,0.0,,0.0,2523560
33,5141,0.0,,,0.0,2021-06-02T11:38:14.399Z,,,1,7.257,0.0,,0.0,2567471
34,5143,0.0,,,0.0,2021-06-02T11:46:33.057Z,,,1,7.226,0.0,,0.0,2617336
35,5145,0.0,,,0.0,2021-06-02T11:55:38.886Z,,,1,7.257,0.0,,0.0,2671918
36,5147,0.0,,,0.0,2021-06-02T12:03:08.073Z,,,1,7.304,0.0,,0.0,2716836
37,5149,0.0,,,0.0,2021-06-02T12:10:46.990Z,,,1,7.273,0.0,,0.0,2762727
38,5172,0.0,,,0.0,2021-06-07T11:46:31.631Z,,,1,7.414,0.0,,0.0,2294718
39,5192,0.0,,,0.0,2021-06-09T09:32:18.458Z,,,1,7.4,0.0,,0.0,1623866
40,5121,25.0,125.344,1,18014.0,2021-06-01T11:11:25.944Z,0.8,SCHROB10MM,1,17.643,26.0,9.6,18000.0,2427230
41,5122,25.0,125.344,1,17997.0,2021-06-01T12:52:29.541Z,0.8,SCHROB10MM,1,17.891,27.0,9.6,18000.0,3033581
42,5123,26.0,125.344,1,18006.0,2021-06-01T12:54:47.853Z,0.8,SCHROB10MM,1,18.068,27.0,9.6,18000.0,3047412
43,5129,34.0,125.344,1,18007.0,2021-06-02T08:41:41.849Z,0.7,SCHROB10MM,1,17.997,27.0,9.6,18000.0,1508233
44,5130,26.0,125.344,1,18012.0,2021-06-02T09:52:03.817Z,0.7,SCHROB10MM,1,17.707,28.0,9.6,18000.0,1930423
45,5131,30.0,122.15,1,10004.0,2021-06-02T09:53:29.488Z,0.3,LEITZ6MM,1,16.085,30.0,6.0,10000.0,1938990
46,5132,34.0,125.344,1,17997.0,2021-06-02T09:56:14.771Z,0.6,SCHROB10MM,1,17.565,30.0,9.6,18000.0,1955518
47,5134,25.0,125.344,1,18018.0,2021-06-02T11:09:43.941Z,0.5,SCHROB10MM,1,17.459,27.0,9.6,18000.0,2396428
48,5136,26.0,125.344,1,18012.0,2021-06-02T11:18:04.909Z,0.5,SCHROB10MM,1,17.459,28.0,9.6,18000.0,2446524
49,5138,26.0,125.344,1,18009.0,2021-06-02T11:25:13.316Z,0.5,SCHROB10MM,1,18.04,28.0,9.6,18000.0,2489364
50,5140,26.0,125.344,1,17992.0,2021-06-02T11:33:27.194Z,0.5,SCHROB10MM,1,18.344,28.0,9.6,18000.0,2538751
51,5142,27.0,125.344,1,18022.0,2021-06-02T11:40:46.401Z,0.5,SCHROB10MM,1,16.942,29.0,9.6,18000.0,2582671
52,5144,26.0,125.344,1,17982.0,2021-06-02T11:49:05.059Z,0.6,SCHROB10MM,1,18.04,28.0,9.6,18000.0,2632536
53,5146,26.0,125.344,1,18014.0,2021-06-02T11:58:10.788Z,0.4,SCHROB10MM,1,17.891,28.0,9.6,18000.0,2687108
54,5148,28.0,125.344,1,17999.0,2021-06-02T12:05:40.095Z,0.5,SCHROB10MM,1,17.353,29.0,9.6,18000.0,2732038
55,5150,27.0,125.344,1,17997.0,2021-06-02T12:13:18.873Z,0.5,SCHROB10MM,1,17.459,29.0,9.6,18000.0,2777915
56,5151,26.0,125.344,1,18012.0,2021-06-02T12:28:36.008Z,0.7,SCHROB10MM,1,17.707,28.0,9.6,18000.0,2869627
57,5152,26.0,125.344,1,17999.0,2021-06-02T13:00:50.159Z,0.7,SCHROB10MM,1,17.261,27.0,9.6,18000.0,3063039
58,5153,25.0,125.344,1,18019.0,2021-06-03T07:08:15.783Z,0.7,SCHROB10MM,1,17.126,25.0,9.6,18000.0,950165
59,5154,25.0,125.344,1,18001.0,2021-06-03T09:36:14.741Z,0.7,SCHROB10MM,1,17.551,26.0,9.6,18000.0,1838047
60,5155,26.0,125.344,1,18007.0,2021-06-03T09:53:26.948Z,0.8,SCHROB10MM,1,16.999,26.0,9.6,18000.0,1941266
61,5156,25.0,127.129,1,12009.0,2021-06-03T11:22:14.361Z,1.6,PKD_SCHROB12MM,1,15.413,26.0,11.9,12000.0,2473999
62,5157,33.0,127.129,1,12001.0,2021-06-03T12:12:24.649Z,0.3,PKD_SCHROB12MM,1,15.335,31.0,11.9,12000.0,2775023
63,5158,35.0,127.129,1,12015.0,2021-06-03T13:00:14.764Z,0.3,PKD_SCHROB12MM,1,15.307,31.0,11.9,12000.0,3062030
64,5159,24.0,127.129,1,11991.0,2021-06-04T05:13:00.333Z,0.3,PKD_SCHROB12MM,1,15.427,25.0,11.9,12000.0,274507
65,5160,26.0,111.539,1,17992.0,2021-06-04T06:34:33.870Z,1.4,GRAVEERFREES,1,17.707,25.0,10.0,18000.0,763853
66,5161,37.0,125.344,1,18012.0,2021-06-04T07:02:20.157Z,0.5,SCHROB10MM,1,17.827,32.0,9.6,18000.0,930479
67,5162,24.0,125.344,1,18011.0,2021-06-04T08:07:11.800Z,0.7,SCHROB10MM,1,17.671,25.0,9.6,18000.0,1319637
68,5164,26.0,125.344,1,17997.0,2021-06-04T09:48:11.439Z,0.7,SCHROB10MM,1,17.905,27.0,9.6,18000.0,1925591
69,5165,26.0,127.129,1,12000.0,2021-06-04T10:05:51.166Z,0.4,PKD_SCHROB12MM,1,15.37,27.0,11.9,12000.0,2031562
70,5166,34.0,125.344,1,18005.0,2021-06-04T10:09:20.839Z,0.6,SCHROB10MM,1,17.983,29.0,9.6,18000.0,2052529
71,5167,26.0,125.344,1,18019.0,2021-06-04T11:42:29.291Z,0.7,SCHROB10MM,1,17.615,26.0,9.6,18000.0,2611365
72,5168,26.0,125.344,1,18026.0,2021-06-04T13:21:52.118Z,0.8,SCHROB10MM,1,17.416,26.0,9.6,18000.0,3207638
73,5169,26.0,125.344,1,17999.0,2021-06-04T13:33:10.089Z,0.8,SCHROB10MM,1,17.87,27.0,9.6,18000.0,3275434
74,5170,24.0,125.344,1,18012.0,2021-06-07T06:21:18.719Z,0.7,SCHROB10MM,1,17.855,24.0,9.6,18000.0,343455
75,5171,24.0,125.344,1,17997.0,2021-06-07T08:28:43.508Z,0.7,SCHROB10MM,1,18.209,24.0,9.6,18000.0,1107923
76,5173,24.0,125.344,1,18004.0,2021-06-07T11:47:07.461Z,0.7,SCHROB10MM,1,17.523,25.0,9.6,18000.0,2298301
77,5174,39.0,122.15,1,9994.0,2021-06-07T12:24:39.264Z,0.4,LEITZ6MM,1,16.177,34.0,6.0,10000.0,2523478
78,5175,38.0,125.344,1,18012.0,2021-06-07T12:49:04.096Z,0.7,SCHROB10MM,1,17.523,29.0,9.6,18000.0,2669959
79,5176,24.0,125.344,1,17989.0,2021-06-08T09:09:40.675Z,0.6,SCHROB10MM,1,17.155,24.0,9.6,18000.0,1445480
80,5177,27.0,121.846,1,10011.0,2021-06-08T09:11:27.187Z,0.3,LEITZ6MM,1,16.206,25.0,6.0,10000.0,1456131
81,5178,37.0,125.344,1,18028.0,2021-06-08T09:44:27.844Z,0.6,SCHROB10MM,1,17.218,29.0,9.6,18000.0,1654193
82,5179,25.0,111.539,1,18006.0,2021-06-08T10:11:11.204Z,1.6,GRAVEERFREES,1,17.431,26.0,10.0,18000.0,1814526
83,5180,34.0,127.129,1,12007.0,2021-06-08T10:15:48.950Z,0.3,PKD_SCHROB12MM,1,15.519,30.0,11.9,12000.0,1842300
84,5181,37.0,125.344,1,18001.0,2021-06-08T10:19:10.963Z,0.6,SCHROB10MM,1,17.778,30.0,9.6,18000.0,1862501
85,5182,25.0,125.344,1,18009.0,2021-06-08T11:04:35.965Z,0.8,SCHROB10MM,1,17.933,25.0,9.6,18000.0,2134996
86,5183,25.0,125.344,1,18002.0,2021-06-08T13:13:12.600Z,0.8,SCHROB10MM,1,18.195,25.0,9.6,18000.0,2906645
87,5184,26.0,125.344,1,18004.0,2021-06-08T13:40:26.090Z,0.8,SCHROB10MM,1,17.919,27.0,9.6,18000.0,3069991
88,5185,25.0,125.344,1,18002.0,2021-06-09T05:41:07.861Z,0.8,SCHROB10MM,1,17.615,25.0,9.6,18000.0,236827
89,5186,27.0,125.344,1,18002.0,2021-06-09T05:54:52.612Z,0.8,SCHROB10MM,1,17.473,26.0,9.6,18000.0,319301
90,5187,24.0,125.344,1,18002.0,2021-06-09T06:21:22.325Z,0.8,SCHROB10MM,1,17.799,25.0,9.6,18000.0,478270
91,5188,26.0,111.539,1,18002.0,2021-06-09T08:40:51.631Z,1.7,GRAVEERFREES,1,17.431,25.0,10.0,18000.0,1315188
92,5189,26.0,125.344,1,18014.0,2021-06-09T08:41:57.072Z,0.8,SCHROB10MM,1,18.011,26.0,9.6,18000.0,1321732
93,5190,25.0,121.846,1,9998.0,2021-06-09T08:59:10.028Z,0.5,LEITZ6MM,1,16.206,26.0,6.0,10000.0,1425026
94,5191,26.0,125.344,1,18017.0,2021-06-09T09:00:00.859Z,0.6,SCHROB10MM,1,17.509,26.0,9.6,18000.0,1430109
95,5193,26.0,125.344,1,18004.0,2021-06-09T09:37:42.593Z,0.6,SCHROB10MM,1,17.445,26.0,9.6,18000.0,1656279
96,5194,0.0,,,0.0,2021-06-10T05:16:33.001Z,,,1,7.461,0.0,,0.0,94352
97,5196,0.0,,,0.0,2021-06-10T08:07:04.839Z,,,1,7.414,0.0,,0.0,1117521
98,5202,0.0,,,0.0,2021-06-11T05:27:31.692Z,,,1,7.461,0.0,,0.0,210287
99,5205,0.0,,,0.0,2021-06-11T06:17:38.523Z,,,1,7.4,0.0,,0.0,510966
100,5232,0.0,,,0.0,2021-06-14T13:28:31.853Z,,,1,7.414,0.0,,0.0,3077729
101,5195,24.0,126.146,1,17992.0,2021-06-10T05:21:56.985Z,0.5,SCHROB10MM,1,18.04,24.0,9.6,18000.0,126750
102,5197,24.0,126.146,1,18011.0,2021-06-10T08:12:28.934Z,0.5,SCHROB10MM,1,18.103,25.0,9.6,18000.0,1149930
103,5198,26.0,126.146,1,17999.0,2021-06-10T11:13:14.668Z,0.6,SCHROB10MM,1,17.261,26.0,9.6,18000.0,2234487
104,5199,25.0,126.146,1,17987.0,2021-06-10T11:35:23.808Z,0.6,SCHROB10MM,1,17.31,26.0,9.6,18000.0,2367399
105,5200,25.0,126.146,1,18007.0,2021-06-10T11:50:35.642Z,0.6,SCHROB10MM,1,17.891,27.0,9.6,18000.0,2458581
106,5201,24.0,126.146,1,18002.0,2021-06-10T13:31:31.064Z,0.5,SCHROB10MM,1,17.629,26.0,9.6,18000.0,3064114
107,5203,26.0,121.846,1,10002.0,2021-06-11T05:27:53.783Z,0.3,LEITZ6MM,1,16.588,25.0,6.0,10000.0,212496
108,5204,29.0,126.146,1,17999.0,2021-06-11T05:30:23.884Z,0.5,SCHROB10MM,1,17.763,25.0,9.6,18000.0,227506
109,5206,25.0,126.146,1,17995.0,2021-06-11T06:18:46.194Z,0.5,SCHROB10MM,1,17.947,25.0,9.6,18000.0,517733
110,5207,25.0,126.146,1,18015.0,2021-06-11T06:38:58.882Z,0.7,SCHROB10MM,1,18.025,26.0,9.6,18000.0,639000
111,5208,25.0,121.846,1,10001.0,2021-06-11T07:26:24.733Z,0.2,LEITZ6MM,1,16.418,25.0,6.0,10000.0,923581
112,5209,34.0,126.146,1,18010.0,2021-06-11T07:31:39.508Z,0.5,SCHROB10MM,1,17.891,27.0,9.6,18000.0,955058
113,5210,25.0,126.146,1,18005.0,2021-06-11T08:13:18.734Z,0.7,SCHROB10MM,1,17.693,26.0,9.6,18000.0,1204977
114,5210,27.0,126.146,1,17807.0,2021-06-11T08:14:56.916Z,0.5,SCHROB10MM,1,0.07,26.0,9.6,18000.0,1214795
115,5211,26.0,126.146,1,17811.0,2021-06-11T12:04:32.766Z,0.6,SCHROB10MM,1,17.537,26.0,9.6,18000.0,2592360
116,5212,24.0,126.146,1,18004.0,2021-06-14T05:19:01.740Z,0.6,SCHROB10MM,1,17.402,25.0,9.6,18000.0,140760
117,5213,26.0,126.146,1,18004.0,2021-06-14T05:41:11.556Z,0.7,SCHROB10MM,1,18.054,25.0,9.6,18000.0,273740
118,5214,25.0,126.146,1,17990.0,2021-06-14T05:54:36.247Z,0.7,SCHROB10MM,1,17.339,26.0,9.6,18000.0,354208
119,5215,27.0,126.146,1,18009.0,2021-06-14T06:04:40.275Z,0.7,SCHROB10MM,1,17.707,27.0,9.6,18000.0,414610
120,5216,26.0,126.146,1,18019.0,2021-06-14T06:18:20.657Z,0.7,SCHROB10MM,1,18.146,26.0,9.6,18000.0,496647
121,5217,29.0,126.146,1,18007.0,2021-06-14T06:27:36.395Z,0.7,SCHROB10MM,1,18.209,29.0,9.6,18000.0,552220
122,5218,28.0,126.146,1,18020.0,2021-06-14T06:38:11.584Z,0.7,SCHROB10MM,1,17.247,28.0,9.6,18000.0,615738
123,5219,29.0,126.146,1,18016.0,2021-06-14T06:46:59.681Z,0.6,SCHROB10MM,1,17.643,29.0,9.6,18000.0,668547
124,5220,29.0,126.146,1,17999.0,2021-06-14T06:55:54.139Z,0.7,SCHROB10MM,1,17.983,29.0,9.6,18000.0,721992
125,5221,26.0,126.146,1,17997.0,2021-06-14T07:14:41.445Z,0.6,SCHROB10MM,1,17.855,26.0,9.6,18000.0,834721
126,5222,26.0,126.146,1,18011.0,2021-06-14T07:25:52.645Z,0.5,SCHROB10MM,1,17.551,27.0,9.6,18000.0,901840
127,5223,24.0,126.146,1,17995.0,2021-06-14T08:15:13.878Z,0.6,SCHROB10MM,1,18.068,25.0,9.6,18000.0,1197959
128,5224,25.0,126.146,1,18009.0,2021-06-14T08:33:28.184Z,0.6,SCHROB10MM,1,16.85,26.0,9.6,18000.0,1307388
129,5225,26.0,126.146,1,18005.0,2021-06-14T08:50:35.069Z,0.5,SCHROB10MM,1,17.487,26.0,9.6,18000.0,1410075
130,5226,27.0,126.146,1,18016.0,2021-06-14T08:59:40.767Z,0.6,SCHROB10MM,1,16.893,27.0,9.6,18000.0,1464644
131,5227,26.0,126.146,1,18010.0,2021-06-14T09:14:49.190Z,0.6,SCHROB10MM,1,17.763,26.0,9.6,18000.0,1555485
132,5228,26.0,126.146,1,17999.0,2021-06-14T09:25:12.149Z,0.6,SCHROB10MM,1,17.565,27.0,9.6,18000.0,1617780
133,5229,29.0,126.146,1,18015.0,2021-06-14T09:33:51.517Z,0.6,SCHROB10MM,1,17.657,29.0,9.6,18000.0,1669716
134,5230,25.0,126.146,1,18000.0,2021-06-14T09:47:46.859Z,0.6,SCHROB10MM,1,17.707,27.0,9.6,18000.0,1753249
135,5231,25.0,126.146,1,17994.0,2021-06-14T11:36:38.684Z,0.6,SCHROB10MM,1,18.273,25.0,9.6,18000.0,2406422
136,5233,26.0,121.846,1,18024.0,2021-06-14T13:28:51.253Z,0.3,LEITZ6MM,1,17.763,27.0,6.0,18000.0,3079669
137,5233,26.0,121.846,1,9997.0,2021-06-14T13:28:53.023Z,0.7,LEITZ6MM,1,11.76,27.0,6.0,10000.0,3079846
138,5233,26.0,121.846,1,10001.0,2021-06-14T13:29:09.714Z,0.5,LEITZ6MM,1,0.318,27.0,6.0,10000.0,3081515
139,5233,26.0,121.846,1,10008.0,2021-06-14T13:29:27.674Z,0.5,LEITZ6MM,1,0.651,27.0,6.0,10000.0,3083311
140,5233,27.0,121.846,1,10007.0,2021-06-14T13:29:45.194Z,0.3,LEITZ6MM,1,0.559,27.0,6.0,10000.0,3085063
141,5233,28.0,121.846,1,10006.0,2021-06-14T13:30:02.774Z,0.3,LEITZ6MM,1,0.743,27.0,6.0,10000.0,3086821
142,5233,29.0,121.846,1,10007.0,2021-06-14T13:30:20.295Z,0.6,LEITZ6MM,1,0.516,27.0,6.0,10000.0,3088573
143,5233,30.0,121.846,1,10013.0,2021-06-14T13:30:38.245Z,0.6,LEITZ6MM,1,0.361,28.0,6.0,10000.0,3090368
144,5233,31.0,121.846,1,10000.0,2021-06-14T13:30:55.765Z,0.3,LEITZ6MM,1,0.318,28.0,6.0,10000.0,3092120
145,5234,31.0,126.146,1,18004.0,2021-06-14T13:31:27.506Z,0.6,SCHROB10MM,1,18.252,28.0,9.6,18000.0,3095294
146,5235,24.0,111.539,1,18016.0,2021-06-15T05:35:40.921Z,0.9,GRAVEERFREES,1,17.261,24.0,10.0,18000.0,252363
147,5236,26.0,126.146,1,17982.0,2021-06-15T05:36:45.472Z,0.5,SCHROB10MM,1,17.87,25.0,9.6,18000.0,258818
148,5237,25.0,121.846,1,10007.0,2021-06-15T06:00:42.553Z,0.2,LEITZ6MM,1,16.255,25.0,6.0,10000.0,402524
149,5238,26.0,126.146,1,17999.0,2021-06-15T06:01:32.984Z,0.5,SCHROB10MM,1,18.195,25.0,9.6,18000.0,407567
150,5239,25.0,126.146,1,18009.0,2021-06-15T07:17:24.634Z,0.7,SCHROB10MM,1,17.778,25.0,9.6,18000.0,862725
151,5240,26.0,126.146,1,17997.0,2021-06-15T08:25:54.299Z,0.6,SCHROB10MM,1,16.893,26.0,9.6,18000.0,79354
152,5241,25.0,126.146,1,17995.0,2021-06-15T10:00:02.705Z,0.7,SCHROB10MM,1,18.04,26.0,9.6,18000.0,644186
153,5242,26.0,126.146,1,18004.0,2021-06-15T11:20:23.378Z,0.6,SCHROB10MM,1,17.416,26.0,9.6,18000.0,1126246
154,5243,26.0,126.146,1,17984.0,2021-06-15T11:22:11.500Z,0.6,SCHROB10MM,1,17.615,27.0,9.6,18000.0,1137058
155,5244,26.0,126.146,1,17994.0,2021-06-15T11:38:10.004Z,0.6,SCHROB10MM,1,17.87,27.0,9.6,18000.0,1232907
156,5245,25.0,126.146,1,17997.0,2021-06-15T12:24:45.567Z,0.5,SCHROB10MM,1,17.87,26.0,9.6,18000.0,1512459
157,5246,26.0,126.146,1,18012.0,2021-06-15T13:16:26.045Z,0.7,SCHROB10MM,1,18.011,26.0,9.6,18000.0,1822502
158,5247,0.0,,,0.0,2021-06-16T05:32:58.532Z,,,1,7.43,0.0,,0.0,185765
159,5249,0.0,,,0.0,2021-06-16T06:13:54.220Z,,,1,7.414,0.0,,0.0,431330
160,5251,0.0,,,0.0,2021-06-16T09:37:39.063Z,,,1,7.383,0.0,,0.0,1653795
161,5254,0.0,,,0.0,2021-06-17T05:57:24.669Z,,,1,7.446,0.0,,0.0,163795
162,5248,24.0,126.146,1,17994.0,2021-06-16T05:33:53.933Z,0.9,SCHROB10MM,1,17.735,25.0,9.6,18000.0,191305
163,5250,25.0,126.146,1,17997.0,2021-06-16T06:24:18.040Z,0.5,SCHROB10MM,1,18.146,25.0,9.6,18000.0,493711
164,5252,25.0,126.146,1,18016.0,2021-06-16T09:43:03.218Z,0.6,SCHROB10MM,1,17.579,26.0,9.6,18000.0,1686210
165,5253,26.0,126.146,1,18002.0,2021-06-16T13:02:00.886Z,0.7,SCHROB10MM,1,17.657,26.0,9.6,18000.0,2879958
166,5255,25.0,126.146,1,18007.0,2021-06-17T06:02:48.795Z,0.7,SCHROB10MM,1,18.146,25.0,9.6,18000.0,196207
167,5256,25.0,126.146,1,17979.0,2021-06-17T09:26:54.484Z,0.7,SCHROB10MM,1,18.252,26.0,9.6,18000.0,1420754
168,5257,26.0,126.15,1,18002.0,2021-06-17T12:17:25.290Z,0.7,SCHROB10MM,1,17.112,26.0,9.95,18000.0,2443816
169,5258,25.0,126.15,1,18012.0,2021-06-17T12:25:33.609Z,0.7,SCHROB10MM,1,17.431,26.0,9.95,18000.0,2492647
170,5259,24.0,126.15,1,17987.0,2021-06-18T06:41:15.244Z,0.6,SCHROB10MM,1,17.693,25.0,9.95,18000.0,592816
171,5260,26.0,126.15,1,18007.0,2021-06-18T09:05:19.646Z,0.7,SCHROB10MM,1,17.983,26.0,9.95,18000.0,1457243
172,5261,25.0,121.846,1,9996.0,2021-06-18T11:53:46.822Z,0.3,LEITZ6MM,1,15.965,26.0,6.0,10000.0,2467945
173,5262,28.0,126.15,1,17996.0,2021-06-18T11:55:19.173Z,0.5,SCHROB10MM,1,18.025,26.0,9.95,18000.0,2477180
174,5263,26.0,126.15,1,17992.0,2021-06-18T12:11:07.888Z,0.7,SCHROB10MM,1,17.416,27.0,9.95,18000.0,2572050
175,5264,25.0,126.15,1,17990.0,2021-06-18T12:52:36.206Z,0.6,SCHROB10MM,1,17.324,26.0,9.95,18000.0,2820878
176,5265,24.0,126.15,1,17992.0,2021-06-21T05:34:10.584Z,0.6,SCHROB10MM,1,17.735,25.0,9.95,18000.0,240182
177,5266,25.0,126.15,1,18021.0,2021-06-21T06:21:19.748Z,0.7,SCHROB10MM,1,17.459,25.0,9.95,18000.0,523094
178,5267,25.0,126.15,1,17994.0,2021-06-21T06:44:45.651Z,0.6,SCHROB10MM,1,18.117,26.0,9.95,18000.0,663682
179,5270,0.0,,,0.0,2021-06-21T09:13:59.319Z,,,1,7.383,0.0,,0.0,1559034
180,5272,0.0,,,0.0,2021-06-21T11:39:45.255Z,,,1,7.414,0.0,,0.0,2433613
181,5282,0.0,,,0.0,2021-06-22T11:34:06.807Z,,,1,7.461,0.0,,0.0,2356660
182,5283,0.0,,,0.0,2021-06-22T11:45:36.918Z,,,1,7.446,0.0,,0.0,2425670
183,5285,0.0,,,0.0,2021-06-23T06:02:59.426Z,,,1,7.446,0.0,,0.0,413329
184,5302,0.0,,,0.0,2021-06-24T12:29:09.966Z,,,1,7.4,0.0,,0.0,1947561
185,5305,0.0,,,0.0,2021-06-25T05:14:10.686Z,,,1,7.43,0.0,,0.0,50278
186,5308,0.0,,,0.0,2021-06-25T05:47:09.027Z,,,1,7.446,0.0,,0.0,248108
187,5311,0.0,,,0.0,2021-06-25T06:04:31.560Z,,,1,7.446,0.0,,0.0,352359
188,5314,0.0,,,0.0,2021-06-25T06:46:47.837Z,,,1,7.414,0.0,,0.0,605981
189,5325,0.0,,,0.0,2021-06-25T11:17:47.700Z,,,1,7.446,0.0,,0.0,2231929
190,5331,0.0,,,0.0,2021-06-25T12:57:46.702Z,,,1,7.508,0.0,,0.0,2831815
191,5268,25.0,126.15,1,18007.0,2021-06-21T08:31:01.847Z,0.6,SCHROB10MM,1,19.08,25.0,9.95,18000.0,1301291
192,5269,24.0,126.15,1,17995.0,2021-06-21T08:59:02.074Z,0.6,SCHROB10MM,1,18.854,25.0,9.95,18000.0,1469311
193,5271,24.0,126.15,1,17980.0,2021-06-21T09:19:28.795Z,0.4,SCHROB10MM,1,17.749,25.0,9.95,18000.0,1591981
194,5273,26.0,126.15,1,18001.0,2021-06-21T11:45:09.390Z,0.4,SCHROB10MM,1,17.933,26.0,9.95,18000.0,2466026
195,5274,24.0,126.15,1,17984.0,2021-06-22T05:28:01.204Z,0.7,SCHROB10MM,1,17.657,24.0,9.95,18000.0,160133
196,5275,24.0,126.15,1,17985.0,2021-06-22T06:56:43.540Z,0.7,SCHROB10MM,1,17.707,24.0,9.95,18000.0,692359
197,5276,24.0,126.15,1,17992.0,2021-06-22T08:00:31.868Z,0.6,SCHROB10MM,1,17.983,24.0,9.95,18000.0,1075186
198,5277,24.0,126.15,1,17995.0,2021-06-22T08:22:17.309Z,0.6,SCHROB10MM,1,17.523,25.0,9.95,18000.0,1205728
199,5278,26.0,126.15,1,17999.0,2021-06-22T08:38:39.264Z,0.7,SCHROB10MM,1,17.537,25.0,9.95,18000.0,1303922
200,5279,29.0,126.15,1,18016.0,2021-06-22T08:53:14.097Z,0.7,SCHROB10MM,1,17.919,27.0,9.95,18000.0,1391404
201,5280,25.0,126.15,1,18000.0,2021-06-22T09:18:00.410Z,0.6,SCHROB10MM,1,17.579,25.0,9.95,18000.0,1540033
