,UTE,VibromPeak,rpmSetPoint,@timestamp,spindleRpm,bearingsCelsius,ist_acc,statorCelsius,numTP,idChiave,CurrentPeak,LUNG,DIAM,statoRot
0,,,0.0,2020-10-16T08:33:19.370Z,0.0,0.0,331737,0.0,,6159,12.136,,,1
1,,,0.0,2020-10-19T05:26:35.358Z,0.0,0.0,142155,0.0,,6167,6.401,,,1
2,,,0.0,2020-10-19T05:27:58.399Z,0.0,0.0,150459,0.0,,6168,5.979,,,1
3,,,0.0,2020-10-19T06:33:31.106Z,0.0,0.0,543725,0.0,,6174,12.128,,,1
4,,,0.0,2020-10-19T09:16:57.877Z,0.0,0.0,711644,0.0,,6175,6.156,,,1
5,WIRUTEX_16,0.6,18000.0,2020-10-16T08:32:01.969Z,18018.0,24.0,323997,24.0,1,6158,20.179,150.1,16.0,1
6,WIRUTEX_16,0.7,18000.0,2020-10-16T08:43:59.590Z,17967.0,24.0,395758,25.0,1,6160,20.247,150.1,16.0,1
7,WIRUTEX_16,0.6,18000.0,2020-10-16T12:46:08.697Z,17963.0,24.0,1848647,24.0,1,6161,20.281,150.1,16.0,1
8,WIRUTEX_16,0.5,18000.0,2020-10-16T12:56:01.346Z,17988.0,25.0,1907911,25.0,1,6162,20.434,150.1,16.0,1
9,WIRUTEX_16,0.6,18000.0,2020-10-16T13:07:10.626Z,18002.0,24.0,1974838,25.0,1,6163,20.247,150.1,16.0,1
10,WIRUTEX_16,2.1,18000.0,2020-10-16T13:08:31.637Z,18004.0,25.0,1982939,32.0,1,6163,2.907,150.1,16.0,1
11,WIRUTEX_16,0.7,18000.0,2020-10-16T13:09:46.358Z,17858.0,27.0,1990411,34.0,1,6163,5.44,150.1,16.0,1
12,WIRUTEX_16,0.5,18000.0,2020-10-16T13:18:58.147Z,17997.0,25.0,2045589,27.0,1,6164,20.195,150.1,16.0,1
13,WIRUTEX_16,0.7,18000.0,2020-10-16T13:55:54.550Z,18013.0,24.0,2267226,25.0,1,6165,20.195,150.1,16.0,1
14,WIRUTEX_16,0.6,18000.0,2020-10-19T05:25:39.357Z,17988.0,19.0,136555,20.0,1,6166,20.179,150.1,16.0,1
15,WIRUTEX_16,0.8,18000.0,2020-10-19T05:48:26.872Z,17981.0,20.0,273305,20.0,1,6169,20.247,150.1,16.0,1
16,WIRUTEX_16,0.6,18000.0,2020-10-19T05:50:22.924Z,18034.0,22.0,284910,23.0,1,6170,20.298,150.1,16.0,1
17,WIRUTEX_16,0.5,18000.0,2020-10-19T05:59:14.120Z,18026.0,22.0,338029,22.0,1,6171,20.162,150.1,16.0,1
18,WIRUTEX_16,0.6,18000.0,2020-10-19T06:01:04.961Z,17981.0,22.0,349113,24.0,1,6172,20.212,150.1,16.0,1
19,WIRUTEX_16,0.6,18000.0,2020-10-19T06:32:12.735Z,17939.0,23.0,535888,23.0,1,6173,20.247,150.1,16.0,1
20,,,0.0,2020-10-21T07:56:44.238Z,0.0,0.0,1059852,0.0,,6187,8.828,,,1
21,,,0.0,2020-10-21T07:58:11.229Z,0.0,0.0,1068551,0.0,,6188,5.942,,,1
22,,,0.0,2020-10-21T08:01:42.882Z,0.0,0.0,1089716,0.0,,6189,5.927,,,1
23,,,0.0,2020-10-21T08:04:25.965Z,0.0,0.0,1106024,0.0,,6190,5.853,,,1
24,,,0.0,2020-10-21T08:05:50.566Z,0.0,0.0,1114484,0.0,,6191,9.079,,,1
25,,,0.0,2020-10-21T08:07:29.067Z,0.0,0.0,1124334,0.0,,6192,12.224,,,1
26,,,0.0,2020-10-21T08:08:44.088Z,0.0,0.0,1131836,0.0,,6193,5.779,,,1
27,,,0.0,2020-10-21T08:45:55.230Z,0.0,0.0,1354947,0.0,,6194,12.202,,,1
28,,,0.0,2020-10-21T08:48:47.233Z,0.0,0.0,1372147,0.0,,6195,12.239,,,1
29,,,0.0,2020-10-21T08:51:40.885Z,0.0,0.0,1389512,0.0,,6196,12.173,,,1
30,,,0.0,2020-10-21T08:53:25.017Z,0.0,0.0,1399925,0.0,,6197,12.224,,,1
31,,,0.0,2020-10-21T08:55:25.548Z,0.0,0.0,1411978,0.0,,6198,12.054,,,1
32,,,0.0,2020-10-21T10:22:40.185Z,0.0,0.0,1935434,0.0,,6201,12.187,,,1
33,,,0.0,2020-10-21T10:23:36.136Z,0.0,0.0,1941029,0.0,,6202,6.112,,,1
34,,,0.0,2020-10-21T10:43:53.864Z,0.0,0.0,2062800,0.0,,6203,12.187,,,1
35,,,0.0,2020-10-21T12:16:42.697Z,0.0,0.0,2619675,0.0,,6205,5.905,,,1
36,,,0.0,2020-10-21T12:17:34.877Z,0.0,0.0,2624893,0.0,,6206,12.039,,,1
37,,,0.0,2020-10-21T12:22:53.032Z,0.0,0.0,2656708,0.0,,6207,12.113,,,1
38,,,0.0,2020-10-21T12:24:11.113Z,0.0,0.0,2664516,0.0,,6208,12.054,,,1
39,,,0.0,2020-10-21T12:29:02.018Z,0.0,0.0,2693606,0.0,,6209,5.712,,,1
40,,,0.0,2020-10-21T12:29:47.848Z,0.0,0.0,2698189,0.0,,6210,12.032,,,1
41,,,0.0,2020-10-21T12:49:13.606Z,0.0,0.0,2814763,0.0,,6213,6.356,,,1
42,,,0.0,2020-10-21T12:58:14.834Z,0.0,0.0,2868885,0.0,,6215,8.865,,,1
43,,,0.0,2020-10-21T13:00:32.166Z,0.0,0.0,2882618,0.0,,6216,5.749,,,1
44,,,0.0,2020-10-21T13:16:01.030Z,0.0,0.0,2975503,0.0,,6218,5.964,,,1
45,,,0.0,2020-10-21T13:17:32.951Z,0.0,0.0,2984695,0.0,,6219,12.165,,,1
46,,,0.0,2020-10-22T05:22:16.242Z,0.0,0.0,140915,0.0,,6221,12.173,,,1
47,,,0.0,2020-10-22T05:42:09.525Z,0.0,0.0,260242,0.0,,6223,12.113,,,1
48,,,0.0,2020-10-22T06:09:18.365Z,0.0,0.0,423124,0.0,,6227,12.261,,,1
49,,,0.0,2020-10-22T06:19:29.702Z,0.0,0.0,484257,0.0,,6229,12.165,,,1
50,,,0.0,2020-10-22T06:30:59.521Z,0.0,0.0,553238,0.0,,6230,5.675,,,1
51,,,0.0,2020-10-22T06:32:51.543Z,0.0,0.0,564440,0.0,,6231,5.646,,,1
52,,,0.0,2020-10-22T07:20:30.521Z,0.0,0.0,850334,0.0,,6235,6.06,,,1
53,,,0.0,2020-10-22T07:24:57.385Z,0.0,0.0,877020,0.0,,6236,5.868,,,1
54,,,0.0,2020-10-22T07:31:22.021Z,0.0,0.0,915483,0.0,,6238,5.698,,,1
55,,,0.0,2020-10-22T07:44:25.582Z,0.0,0.0,993838,0.0,,6239,6.245,,,1
56,,,0.0,2020-10-22T09:40:38.154Z,0.0,0.0,1691085,0.0,,6241,12.032,,,1
57,,,0.0,2020-10-22T09:41:25.585Z,0.0,0.0,1695828,0.0,,6242,6.023,,,1
58,,,0.0,2020-10-22T09:49:45.272Z,0.0,0.0,1745796,0.0,,6244,6.023,,,1
59,,,0.0,2020-10-22T09:51:12.713Z,0.0,0.0,1754540,0.0,,6245,5.757,,,1
60,,,0.0,2020-10-22T10:06:56.577Z,0.0,0.0,1848925,0.0,,6246,8.843,,,1
61,,,0.0,2020-10-22T10:10:35.271Z,0.0,0.0,1870794,0.0,,6247,5.772,,,1
62,,,0.0,2020-10-22T12:10:04.628Z,0.0,0.0,2587719,0.0,,6250,5.905,,,1
63,,,0.0,2020-10-22T12:37:12.872Z,0.0,0.0,2750541,0.0,,6257,5.92,,,1
64,,,0.0,2020-10-22T12:41:16.246Z,0.0,0.0,2774878,0.0,,6258,5.624,,,1
65,,,0.0,2020-10-22T13:11:37.053Z,0.0,0.0,2956956,0.0,,6261,8.909,,,1
66,,,0.0,2020-10-22T13:24:42.525Z,0.0,0.0,3035502,0.0,,6263,12.21,,,1
67,,,0.0,2020-10-22T13:43:21.422Z,0.0,0.0,3147390,0.0,,6264,5.92,,,1
68,,,0.0,2020-10-22T13:52:08.690Z,0.0,0.0,3200116,0.0,,6266,5.831,,,1
69,,,0.0,2020-10-23T09:22:25.979Z,0.0,0.0,1595767,0.0,,6276,5.831,,,1
70,,,0.0,2020-10-23T13:40:40.331Z,0.0,0.0,3145163,0.0,,6282,5.779,,,1
71,,,0.0,2020-10-27T11:51:01.888Z,0.0,0.0,2120561,0.0,,6286,12.173,,,1
72,,,0.0,2020-10-27T11:55:10.162Z,0.0,0.0,2145388,0.0,,6288,12.224,,,1
73,,,0.0,2020-10-27T11:57:44.564Z,0.0,0.0,2160828,0.0,,6290,12.21,,,1
74,,,0.0,2020-10-27T11:59:54.846Z,0.0,0.0,2173856,0.0,,6292,9.042,,,1
75,,,0.0,2020-10-27T13:05:07.050Z,0.0,0.0,2565071,0.0,,6294,12.15,,,1
76,,,0.0,2020-10-27T13:07:23.872Z,0.0,0.0,2578753,0.0,,6296,8.909,,,1
77,,,0.0,2020-10-27T13:17:50.831Z,0.0,0.0,2641448,0.0,,6302,12.165,,,1
78,,,0.0,2020-10-28T07:02:14.445Z,0.0,0.0,297720,0.0,,6308,12.076,,,1
79,,,0.0,2020-10-28T07:13:28.797Z,0.0,0.0,365155,0.0,,6311,5.92,,,1
80,,,0.0,2020-10-28T07:15:25.848Z,0.0,0.0,376860,0.0,,6313,6.001,,,1
81,WIRUTEX_16,0.3,18000.0,2020-10-21T05:16:55.478Z,17618.0,18.0,100988,19.0,1,6176,20.212,150.1,16.0,1
82,FRESA300,1.2,5000.0,2020-10-21T05:19:27.930Z,4774.0,19.0,116233,20.0,1,6177,20.298,97.699,300.399,1
83,CANDELA_18D,0.5,15000.0,2020-10-21T05:44:40.655Z,14735.0,20.0,267504,20.0,1,6178,20.247,148.0,18.0,1
84,CANDELA_18D,0.4,15000.0,2020-10-21T05:53:08.351Z,14633.0,20.0,318273,20.0,1,6179,20.298,148.5,19.0,1
85,CANDELA_18D,0.7,15000.0,2020-10-21T05:54:59.212Z,14738.0,22.0,329359,24.0,1,6180,20.195,148.5,19.0,1
86,CANDELA_18COLTE,2.0,22000.0,2020-10-21T05:55:25.272Z,21497.0,22.0,331965,25.0,1,6181,20.247,145.029,16.0,1
87,CANDELA_19D,0.5,15000.0,2020-10-21T06:02:33.377Z,14658.0,22.0,374775,22.0,1,6182,20.281,147.5,19.0,1
88,CANDELA_18COLTE,2.3,22000.0,2020-10-21T06:02:58.428Z,21550.0,22.0,377280,24.0,1,6183,20.179,144.029,16.0,1
89,CANDELA_19D,0.6,15000.0,2020-10-21T06:20:51.841Z,14710.0,22.0,484620,23.0,1,6184,20.179,147.5,19.0,1
90,CANDELA_19D,2.1,15000.0,2020-10-21T06:21:40.602Z,14767.0,22.0,489496,25.0,1,6184,1.734,147.5,19.0,1
91,CANDELA_19D,2.3,15000.0,2020-10-21T06:21:44.362Z,14925.0,22.0,489872,25.0,1,6184,2.023,147.5,19.0,1
92,CANDELA_19D,0.8,15000.0,2020-10-21T06:48:38.312Z,14965.0,23.0,651265,23.0,1,6185,20.281,147.5,19.0,1
93,CANDELA_19D,0.7,15000.0,2020-10-21T06:50:11.284Z,15028.0,23.0,660562,27.0,1,6186,20.247,147.5,19.0,1
94,WIRUTEX_16,1.0,18000.0,2020-10-21T09:04:01.286Z,18012.0,24.0,1463551,25.0,1,6199,20.247,150.1,16.0,1
95,CANDELA_19D,0.6,15000.0,2020-10-21T10:21:13.094Z,14909.0,24.0,1926725,24.0,1,6200,20.162,147.5,19.0,1
96,WIRUTEX_16,0.8,18000.0,2020-10-21T12:16:07.956Z,17998.0,25.0,2616201,25.0,1,6204,20.23,150.1,16.0,1
97,CANDELA_19D,0.8,15000.0,2020-10-21T12:47:59.764Z,14997.0,24.0,2807379,25.0,1,6211,20.332,147.5,19.0,1
98,CANDELA_19D,0.4,15000.0,2020-10-21T12:48:25.145Z,14957.0,24.0,2809917,25.0,1,6212,20.23,147.5,19.0,1
99,CANDELA_19D,1.0,15000.0,2020-10-21T12:57:13.383Z,14995.0,24.0,2862740,24.0,1,6214,20.247,147.5,19.0,1
100,CANDELA_19D,0.7,15000.0,2020-10-21T13:14:22.228Z,14983.0,24.0,2965623,24.0,1,6217,20.247,147.5,19.0,1
101,CANDELA_19D,0.7,15000.0,2020-10-22T05:15:12.968Z,15013.0,20.0,98588,20.0,1,6220,20.162,147.5,19.0,1
102,CANDELA_19D,0.7,15000.0,2020-10-22T05:41:10.734Z,14903.0,22.0,254363,22.0,1,6222,20.179,147.5,19.0,1
103,CANDELA_19D,0.8,15000.0,2020-10-22T05:41:42.935Z,14943.0,22.0,257583,23.0,1,6222,1.071,147.5,19.0,1
104,CANDELA_19D,0.7,15000.0,2020-10-22T05:41:43.375Z,14750.0,22.0,257627,23.0,1,6222,3.332,147.5,19.0,1
105,CANDELA_5,1.5,18000.0,2020-10-22T05:43:10.366Z,17588.0,22.0,266326,27.0,1,6225,20.212,120.4,5.0,1
106,CANDE_10,0.9,18000.0,2020-10-22T05:42:47.585Z,17648.0,22.0,264048,25.0,1,6224,20.212,125.0,10.0,1
107,CANDELA_19D,0.6,15000.0,2020-10-22T06:07:48.953Z,14667.0,22.0,414183,22.0,1,6226,20.247,147.5,19.0,1
108,CANDELA_19D,3.0,15000.0,2020-10-22T06:18:50.942Z,14940.0,23.0,480381,25.0,1,6228,2.023,147.5,19.0,1
109,CANDELA_19D,0.4,15000.0,2020-10-22T06:18:37.992Z,14623.0,23.0,479086,24.0,1,6228,20.212,147.5,19.0,1
110,CANDELA_19D,0.5,15000.0,2020-10-22T06:45:15.573Z,14915.0,23.0,638842,24.0,1,6232,20.281,147.5,19.0,1
111,CANDE_10,0.6,18000.0,2020-10-22T06:46:19.913Z,17945.0,24.0,645276,27.0,1,6233,20.212,125.0,8.5,1
112,CANDELA_19D,0.6,15000.0,2020-10-22T07:19:53.421Z,14971.0,24.0,846624,25.0,1,6234,20.162,147.5,19.0,1
113,CANDELA_19D,1.1,15000.0,2020-10-22T07:30:34.410Z,14993.0,24.0,910722,25.0,1,6237,20.179,147.5,19.0,1
114,CANDELA_19D,1.0,15000.0,2020-10-22T09:39:55.983Z,14949.0,25.0,1686868,25.0,1,6240,20.332,147.5,19.0,1
115,CANDELA_19D,1.2,15000.0,2020-10-22T09:49:06.962Z,15032.0,25.0,1741965,25.0,1,6243,20.212,147.5,19.0,1
116,CANDELA_19D,1.1,15000.0,2020-10-22T12:06:54.975Z,14930.0,25.0,2568754,25.0,1,6248,20.162,147.5,19.0,1
117,CANDE_10,0.8,18000.0,2020-10-22T12:07:48.676Z,18026.0,25.0,2574124,30.0,1,6249,20.179,125.0,8.5,1
118,CANDELA_19D,0.8,15000.0,2020-10-22T12:15:38.493Z,15013.0,25.0,2621105,25.0,1,6251,20.365,147.5,19.0,1
119,CANDELA_19D,0.9,15000.0,2020-10-22T12:18:16.635Z,15044.0,25.0,2636919,25.0,1,6252,20.281,147.5,19.0,1
120,CANDELA_19D,0.9,15000.0,2020-10-22T12:19:27.426Z,14961.0,25.0,2643998,29.0,1,6253,20.247,147.5,19.0,1
121,CANDELA_19D,1.0,15000.0,2020-10-22T12:22:08.639Z,14984.0,25.0,2660119,27.0,1,6254,20.162,147.5,19.0,1
122,CANDELA_19D,0.8,15000.0,2020-10-22T12:24:20.811Z,15027.0,25.0,2673336,27.0,1,6255,20.128,147.5,19.0,1
123,CANDELA_19D,0.8,15000.0,2020-10-22T12:36:25.421Z,14950.0,24.0,2745796,24.0,1,6256,20.247,147.5,19.0,1
124,CANDELA_19D,1.0,15000.0,2020-10-22T13:10:13.012Z,15034.0,25.0,2948552,25.0,1,6259,20.162,147.5,19.0,1
125,CANDE_10,0.8,18000.0,2020-10-22T13:11:18.893Z,17962.0,25.0,2955140,30.0,1,6260,20.281,125.0,8.5,1
126,CANDELA_19D,0.7,15000.0,2020-10-22T13:17:59.279Z,14878.0,25.0,2995178,25.0,1,6262,20.179,147.5,19.0,1
127,CANDELA_19D,0.6,15000.0,2020-10-22T13:51:20.369Z,15050.0,24.0,3195284,24.0,1,6265,20.195,147.5,19.0,1
128,CANDE_10,1.0,18000.0,2020-10-22T13:52:46.100Z,17915.0,25.0,3203857,27.0,1,6267,20.298,125.0,8.5,1
129,CANDELA_19D,0.6,15000.0,2020-10-23T07:27:23.937Z,14988.0,25.0,905580,25.0,1,6268,20.247,147.5,19.0,1
130,CANDELA_19D,0.9,15000.0,2020-10-23T07:39:43.275Z,14991.0,24.0,979512,24.0,1,6269,20.212,147.5,19.0,1
131,CANDELA_19D,0.8,15000.0,2020-10-23T08:11:49.773Z,14970.0,25.0,1172157,25.0,1,6270,20.162,147.5,19.0,1
132,CANDE_10,0.6,18000.0,2020-10-23T08:12:52.404Z,18023.0,25.0,1178420,29.0,1,6271,20.059,125.0,8.5,1
133,CANDELA_19D,0.7,15000.0,2020-10-23T08:58:30.033Z,15051.0,24.0,1452176,24.0,1,6272,20.111,147.5,19.0,1
134,CANDELA_19D,0.7,15000.0,2020-10-23T08:59:39.415Z,15029.0,24.0,1459114,28.0,1,6273,20.179,147.5,19.0,1
135,CANDELA_19D,0.7,15000.0,2020-10-23T09:06:21.495Z,14968.0,25.0,1499321,25.0,1,6274,20.332,147.5,19.0,1
136,CANDELA_16COLTE,1.9,22000.0,2020-10-23T09:21:41.228Z,21944.0,24.0,1591292,25.0,1,6275,20.247,144.029,16.0,1
137,CANDELA_16COLTE,2.2,22000.0,2020-10-23T09:26:33.305Z,21923.0,24.0,1620499,24.0,1,6277,20.944,144.029,16.0,1
138,CANDELA_19D,0.8,15000.0,2020-10-23T09:45:41.624Z,15003.0,25.0,1735328,25.0,1,6278,20.212,147.5,19.0,1
139,CANDELA_19D,0.6,15000.0,2020-10-23T10:10:06.582Z,14965.0,25.0,1881820,25.0,1,6279,20.162,147.5,19.0,1
140,CANDELA_19D,0.6,15000.0,2020-10-23T10:22:49.181Z,14990.0,24.0,1958078,24.0,1,6280,20.298,147.5,19.0,1
141,CLAMEX,1.3,13300.0,2020-10-23T13:40:15.411Z,13238.0,25.0,3142671,25.0,1,6281,20.195,133.5,100.0,1
142,CLAMEX,2.3,13300.0,2020-10-23T13:40:54.772Z,13291.0,25.0,3146607,28.0,1,6283,20.162,133.5,100.0,1
143,CANDELA_19D,0.7,15000.0,2020-10-27T10:02:40.129Z,14946.0,24.0,1470394,24.0,1,6284,20.179,147.5,19.0,1
144,CLAMEX,1.2,13300.0,2020-10-27T11:50:52.318Z,13208.0,24.0,2119604,25.0,1,6285,20.298,133.5,100.0,1
145,CLAMEX,1.8,13300.0,2020-10-27T11:54:59.402Z,13256.0,24.0,2144312,24.0,1,6287,20.264,133.5,100.0,1
146,CLAMEX,1.6,13300.0,2020-10-27T11:57:33.984Z,13279.0,25.0,2159770,25.0,1,6289,20.298,133.5,100.0,1
147,CLAMEX,1.2,13300.0,2020-10-27T11:59:45.516Z,13278.0,25.0,2172923,25.0,1,6291,20.179,133.5,100.0,1
148,CLAMEX,1.8,13300.0,2020-10-27T13:04:57.690Z,13292.0,25.0,2564135,25.0,1,6293,20.23,133.5,100.0,1
149,CLAMEX,1.7,13300.0,2020-10-27T13:07:14.832Z,13292.0,25.0,2577849,25.0,1,6295,20.128,133.5,100.0,1
150,CLAMEX,1.5,13300.0,2020-10-27T13:11:06.535Z,13228.0,24.0,2601019,25.0,1,6298,20.212,133.5,100.0,1
151,CLAMEX,1.9,13300.0,2020-10-27T13:09:38.414Z,13309.0,24.0,2592207,24.0,1,6297,20.247,133.5,100.0,1
152,CLAMEX,1.7,13300.0,2020-10-27T13:13:48.127Z,13296.0,24.0,2617178,25.0,1,6299,20.315,133.5,100.0,1
153,CLAMEX,1.9,13300.0,2020-10-27T13:15:28.259Z,13308.0,24.0,2627191,25.0,1,6300,20.195,133.5,100.0,1
154,CLAMEX,1.8,13300.0,2020-10-27T13:17:41.590Z,13312.0,24.0,2640524,25.0,1,6301,20.247,133.5,100.0,1
155,CLAMEX,2.3,13300.0,2020-10-27T13:22:19.174Z,13230.0,24.0,2668282,25.0,1,6303,20.212,133.5,100.0,1
156,CLAMEX,1.1,13300.0,2020-10-28T06:50:54.003Z,13261.0,20.0,229676,20.0,1,6304,20.332,133.5,100.0,1
157,CLAMEX,1.3,13300.0,2020-10-28T06:54:42.754Z,13287.0,20.0,252551,22.0,1,6305,20.212,133.5,100.0,1
158,CLAMEX,1.4,13300.0,2020-10-28T06:58:02.044Z,13246.0,20.0,272480,22.0,1,6306,20.247,133.5,100.0,1
159,CLAMEX,1.4,13300.0,2020-10-28T07:01:57.505Z,13232.0,22.0,296026,22.0,1,6307,20.179,133.5,100.0,1
160,CLAMEX,2.5,13300.0,2020-10-28T07:07:31.236Z,13279.0,22.0,329399,22.0,1,6309,20.212,133.5,100.0,1
161,CLAMEX,1.7,13300.0,2020-10-28T07:13:12.037Z,13310.0,22.0,363479,22.0,1,6310,20.212,133.5,100.0,1
162,CLAMEX,1.6,13300.0,2020-10-28T07:15:09.038Z,13228.0,22.0,375179,23.0,1,6312,20.247,133.5,100.0,1
163,,,0.0,2020-10-28T07:18:13.748Z,0.0,0.0,393650,0.0,,6315,12.224,,,1
164,,,0.0,2020-10-28T07:20:18.519Z,0.0,0.0,406127,0.0,,6317,12.106,,,1
165,,,0.0,2020-10-28T07:22:33.519Z,0.0,0.0,419627,0.0,,6319,12.21,,,1
166,,,0.0,2020-10-28T08:26:13.058Z,0.0,0.0,801579,0.0,,6332,12.239,,,1
167,,,0.0,2020-10-28T08:36:18.671Z,0.0,0.0,862140,0.0,,6335,6.023,,,1
168,,,0.0,2020-10-28T08:45:10.444Z,0.0,0.0,915317,0.0,,6337,12.106,,,1
169,,,0.0,2020-10-28T08:50:58.036Z,0.0,0.0,950076,0.0,,6339,5.749,,,1
170,,,0.0,2020-10-28T08:58:56.449Z,0.0,0.0,997917,0.0,,6341,5.809,,,1
171,,,0.0,2020-10-28T11:51:06.093Z,0.0,0.0,2030875,0.0,,6344,12.091,,,1
172,,,0.0,2020-10-29T13:53:01.670Z,0.0,0.0,115534,0.0,,6356,12.128,,,1
173,,,0.0,2020-10-29T14:02:24.248Z,0.0,0.0,171791,0.0,,6359,5.661,,,1
174,,,0.0,2020-10-30T06:29:41.284Z,0.0,0.0,166176,0.0,,6362,12.21,,,1
175,,,0.0,2020-10-30T06:38:46.689Z,0.0,0.0,220716,0.0,,6364,12.002,,,1
176,,,0.0,2020-10-30T07:06:53.106Z,0.0,0.0,389356,0.0,,6365,12.054,,,1
177,,,0.0,2020-10-30T07:29:11.462Z,0.0,0.0,523190,0.0,,6367,5.949,,,1
178,,,0.0,2020-10-30T10:32:10.981Z,0.0,0.0,1621128,0.0,,6368,12.173,,,1
179,,,0.0,2020-10-30T14:45:56.274Z,0.0,0.0,739266,0.0,,6371,12.187,,,1
180,,,0.0,2020-10-30T14:49:44.867Z,0.0,0.0,762125,0.0,,6374,12.039,,,1
181,,,0.0,2020-10-30T14:53:11.660Z,0.0,0.0,782804,0.0,,6377,5.964,,,1
182,,,0.0,2020-10-30T14:55:41.422Z,0.0,0.0,797780,0.0,,6380,5.779,,,1
183,,,0.0,2020-10-30T14:57:48.093Z,0.0,0.0,810447,0.0,,6382,6.053,,,1
184,,,0.0,2020-10-30T14:58:53.154Z,0.0,0.0,816953,0.0,,6385,5.949,,,1
185,,,0.0,2020-10-30T15:00:00.855Z,0.0,0.0,823723,0.0,,6388,5.831,,,1
186,,,0.0,2020-10-30T15:01:56.847Z,0.0,0.0,835322,0.0,,6390,5.905,,,1
187,,,0.0,2020-11-02T06:57:09.126Z,0.0,0.0,338464,0.0,,6392,8.924,,,1
188,,,0.0,2020-11-02T06:58:01.686Z,0.0,0.0,343720,0.0,,6394,12.187,,,1
189,,,0.0,2020-11-02T06:58:25.326Z,0.0,0.0,346084,0.0,,6396,5.624,,,1
190,,,0.0,2020-11-02T07:00:29.588Z,0.0,0.0,358510,0.0,,6398,12.165,,,1
191,,,0.0,2020-11-02T07:00:56.048Z,0.0,0.0,361156,0.0,,6400,6.001,,,1
192,,,0.0,2020-11-02T07:30:04.718Z,0.0,0.0,536021,0.0,,6402,5.927,,,1
193,,,0.0,2020-11-02T07:30:52.469Z,0.0,0.0,540796,0.0,,6404,12.173,,,1
194,,,0.0,2020-11-02T07:53:34.556Z,0.0,0.0,677003,0.0,,6406,6.06,,,1
195,,,0.0,2020-11-02T07:55:59.197Z,0.0,0.0,691467,0.0,,6409,5.846,,,1
196,,,0.0,2020-11-02T08:00:53.291Z,0.0,0.0,720876,0.0,,6412,12.224,,,1
197,,,0.0,2020-11-02T08:02:38.703Z,0.0,0.0,731417,0.0,,6415,12.165,,,1
198,,,0.0,2020-11-02T08:04:01.554Z,0.0,0.0,739702,0.0,,6418,5.831,,,1
199,,,0.0,2020-11-02T08:04:54.644Z,0.0,0.0,745011,0.0,,6420,8.865,,,1
200,,,0.0,2020-11-02T08:05:43.985Z,0.0,0.0,749945,0.0,,6422,12.284,,,1
201,,,0.0,2020-11-02T11:06:18.609Z,0.0,0.0,1833393,0.0,,6424,5.794,,,1
202,,,0.0,2020-11-02T11:58:02.986Z,0.0,0.0,143495,0.0,,6427,12.113,,,1
203,,,0.0,2020-11-02T13:08:08.765Z,0.0,0.0,564066,0.0,,6430,5.949,,,1
204,,,0.0,2020-11-02T13:10:10.517Z,0.0,0.0,576241,0.0,,6433,5.675,,,1
205,,,0.0,2020-11-02T13:12:52.810Z,0.0,0.0,592470,0.0,,6436,5.712,,,1
206,,,0.0,2020-11-02T13:13:58.351Z,0.0,0.0,599024,0.0,,6438,5.638,,,1
207,,,0.0,2020-11-03T09:34:55.475Z,0.0,0.0,1152573,0.0,,6441,6.06,,,1
208,,,0.0,2020-11-03T10:14:50.578Z,0.0,0.0,1392080,0.0,,6442,12.21,,,1
209,,,0.0,2020-11-03T10:41:36.910Z,0.0,0.0,1552711,0.0,,6444,5.883,,,1
210,,,0.0,2020-11-03T10:56:05.382Z,0.0,0.0,1639557,0.0,,6445,5.831,,,1
211,,,0.0,2020-11-03T10:58:57.614Z,0.0,0.0,1656780,0.0,,6446,12.173,,,1
212,,,0.0,2020-11-03T11:11:51.665Z,0.0,0.0,1734184,0.0,,6447,6.082,,,1
213,,,0.0,2020-11-03T11:13:10.376Z,0.0,0.0,1742055,0.0,,6448,5.831,,,1
214,,,0.0,2020-11-03T11:30:46.270Z,0.0,0.0,1847643,0.0,,6450,12.261,,,1
215,,,0.0,2020-11-03T11:33:20.782Z,0.0,0.0,1863094,0.0,,6452,6.156,,,1
216,,,0.0,2020-11-03T11:40:19.738Z,0.0,0.0,1904989,0.0,,6454,8.902,,,1
217,,,0.0,2020-11-03T11:42:29.850Z,0.0,0.0,1918000,0.0,,6456,5.905,,,1
218,,,0.0,2020-11-03T13:44:19.090Z,0.0,0.0,2648914,0.0,,6459,5.905,,,1
219,,,0.0,2020-11-04T07:36:13.061Z,0.0,0.0,566524,0.0,,6464,5.942,,,1
220,,,0.0,2020-11-04T07:37:02.492Z,0.0,0.0,571467,0.0,,6465,5.905,,,1
221,,,0.0,2020-11-04T14:54:34.467Z,0.0,0.0,3196596,0.0,,6467,5.779,,,1
222,,,0.0,2020-11-06T06:27:51.132Z,0.0,0.0,134380,0.0,,6472,6.038,,,1
223,,,0.0,2020-11-09T07:06:12.202Z,0.0,0.0,381944,0.0,,6485,12.21,,,1
224,,,0.0,2020-11-09T07:08:00.563Z,0.0,0.0,392780,0.0,,6487,12.261,,,1
225,,,0.0,2020-11-09T07:13:14.847Z,0.0,0.0,424208,0.0,,6489,5.675,,,1
226,,,0.0,2020-11-09T07:28:04.829Z,0.0,0.0,513205,0.0,,6490,6.134,,,1
227,,,0.0,2020-11-09T07:34:27.334Z,0.0,0.0,551455,0.0,,6492,5.757,,,1
