,UTE,VibromPeak,idChiave,CurrentPeak,ist_acc,rpmSetPoint,statorCelsius,DIAM,@timestamp,bearingsCelsius,LUNG,numTP,spindleRpm,statoRot
0,DIAMANT25,2.9,2098,20.247,320647,20000.0,17.0,25.0,2021-08-23T09:50:59.272Z,17.0,174.08,1,19999.0,1
1,DIAMANT25,4.1,2099,21.981,365071,20000.0,19.0,25.0,2021-08-23T09:58:23.517Z,19.0,174.08,1,19988.0,1
2,DIAMANT25,3.8,2100,20.382,412044,20000.0,20.0,25.0,2021-08-23T10:06:13.252Z,20.0,174.08,1,19981.0,1
3,DIAMANT25,4.3,2101,20.382,458184,20000.0,22.0,25.0,2021-08-23T10:13:54.657Z,22.0,174.08,1,20002.0,1
4,DIAMANT25,4.4,2102,24.667,498491,20000.0,23.0,25.0,2021-08-23T10:20:37.732Z,23.0,174.08,1,0.0,1
5,DIAMANT25,4.1,2103,20.162,513443,20000.0,24.0,25.0,2021-08-23T10:23:07.254Z,23.0,174.08,1,0.0,1
6,DIAMANT25,4.2,2104,20.212,975069,20000.0,22.0,25.0,2021-08-23T11:40:03.566Z,22.0,174.08,1,0.0,1
7,DIAMANT25,3.9,2105,20.382,1058884,20000.0,22.0,25.0,2021-08-23T11:54:01.726Z,22.0,174.08,1,0.0,1
8,DIAMANT25,4.1,2106,20.349,1066027,20000.0,22.0,25.0,2021-08-23T11:55:13.157Z,22.0,174.08,1,0.0,1
9,DIAMANT25,5.0,2107,20.315,1124656,20000.0,23.0,25.0,2021-08-23T12:04:59.453Z,22.0,174.08,1,0.0,1
10,DIAMANT25,4.8,2108,20.145,78108,20000.0,22.0,25.0,2021-08-23T13:32:21.973Z,22.0,174.08,1,0.0,1
11,,,2256,5.513,3716229,0.0,0.0,,2021-08-27T15:16:55.944Z,0.0,,,0.0,1
12,,,2262,5.394,2523140,0.0,0.0,,2021-08-30T12:05:36.797Z,0.0,,,0.0,1
13,,,2268,12.113,2853199,0.0,0.0,,2021-08-30T13:00:37.426Z,0.0,,,0.0,1
14,,,2320,12.165,32341,0.0,0.0,,2021-08-31T08:57:54.710Z,0.0,,,0.0,1
15,,,2322,5.735,39623,0.0,0.0,,2021-08-31T08:59:07.531Z,0.0,,,0.0,1
16,,,2324,12.187,49948,0.0,0.0,,2021-08-31T09:00:50.782Z,0.0,,,0.0,1
17,,,2326,12.247,55712,0.0,0.0,,2021-08-31T09:01:48.423Z,0.0,,,0.0,1
18,,,2368,12.106,3808525,0.0,0.0,,2021-09-01T16:13:05.268Z,0.0,,,0.0,1
19,,,2375,5.564,3964763,0.0,0.0,,2021-09-01T16:39:07.665Z,0.0,,,0.0,1
20,,,2380,5.579,4259274,0.0,0.0,,2021-09-01T17:28:12.809Z,0.0,,,0.0,1
21,,,2385,5.409,4428844,0.0,0.0,,2021-09-01T17:56:28.528Z,0.0,,,0.0,1
22,,,2395,12.224,3184383,0.0,0.0,,2021-09-02T13:48:47.118Z,0.0,,,0.0,1
23,,,2400,5.816,305786,0.0,0.0,,2021-09-03T05:45:39.925Z,0.0,,,0.0,1
24,,,2405,5.446,375143,0.0,0.0,,2021-09-03T05:57:13.501Z,0.0,,,0.0,1
25,,,2423,5.661,2234288,0.0,0.0,,2021-09-06T11:12:48.574Z,0.0,,,0.0,1
26,,,2432,12.106,378864,0.0,0.0,,2021-09-07T05:51:18.206Z,0.0,,,0.0,1
27,FRAS8X30,5.1,2109,20.212,2145219,20000.0,19.0,8.0,2021-08-25T10:56:23.159Z,19.0,115.44,1,20046.0,1
28,FRAS8X30,5.4,2110,20.315,2164823,20000.0,19.0,8.0,2021-08-25T10:59:39.202Z,19.0,115.44,1,19957.0,1
29,FRAS8X30,5.3,2111,20.518,2172101,20000.0,20.0,8.0,2021-08-25T11:00:51.982Z,20.0,115.44,1,19933.0,1
30,FRAS8X30,5.1,2112,20.451,2175515,20000.0,23.0,8.0,2021-08-25T11:01:26.123Z,20.0,115.44,1,19995.0,1
31,FRAS8X30,5.1,2113,20.145,2178852,20000.0,24.0,8.0,2021-08-25T11:01:59.493Z,20.0,115.44,1,20061.0,1
32,FRAS8X30,5.1,2114,20.315,2182104,20000.0,25.0,8.0,2021-08-25T11:02:32.013Z,20.0,115.44,1,19945.0,1
33,FRAS8X30,5.0,2115,23.596,2185288,20000.0,25.0,8.0,2021-08-25T11:03:03.854Z,20.0,115.44,1,19933.0,1
34,FRAS8X30,5.2,2117,20.349,2204753,20000.0,24.0,8.0,2021-08-25T11:06:18.506Z,22.0,115.44,1,19970.0,1
35,FRAS8X30,5.3,2116,20.264,2200038,20000.0,22.0,8.0,2021-08-25T11:05:31.355Z,22.0,115.44,1,19979.0,1
36,FRAS8X30,5.0,2118,20.552,2207997,20000.0,25.0,8.0,2021-08-25T11:06:50.946Z,22.0,115.44,1,19940.0,1
37,DIAMANT25,6.1,2119,20.315,55145,20000.0,22.0,25.0,2021-08-25T11:26:58.430Z,22.0,174.08,1,19963.0,1
38,FRAS8X30,4.2,2120,20.417,58092,20000.0,25.0,8.0,2021-08-25T11:27:27.900Z,22.0,115.44,1,0.0,1
39,DIAMANT25,6.0,2121,20.23,69323,20000.0,23.0,25.0,2021-08-25T11:29:20.211Z,22.0,174.08,1,0.0,1
40,DIAMANT25,6.0,2122,20.417,82935,20000.0,23.0,25.0,2021-08-25T11:31:36.333Z,22.0,174.08,1,0.0,1
41,DIAMANT25,5.8,2123,20.382,40416,20000.0,22.0,25.0,2021-08-25T13:05:59.456Z,22.0,174.08,1,0.0,1
42,FRAS8X30,4.4,2124,20.434,53544,20000.0,22.0,8.0,2021-08-25T13:08:10.737Z,22.0,115.44,1,0.0,1
43,FRAS8X30,2.6,2125,20.382,63000,20000.0,22.0,8.0,2021-08-25T13:09:45.298Z,22.0,115.44,1,0.0,1
44,FRAS8X30,2.8,2126,22.813,1197907,20000.0,20.0,8.0,2021-08-25T16:18:54.482Z,20.0,115.44,1,19929.0,1
45,FRAS8X30,2.7,2127,20.417,1201295,20000.0,23.0,8.0,2021-08-25T16:19:28.363Z,22.0,115.44,1,19985.0,1
46,FRAS8X30,2.8,2128,20.247,1204855,20000.0,25.0,8.0,2021-08-25T16:20:03.963Z,22.0,115.44,1,20016.0,1
47,FRAS8X30,2.8,2129,20.195,1208365,20000.0,25.0,8.0,2021-08-25T16:20:39.063Z,22.0,115.44,1,20014.0,1
48,FRAS8X30,2.7,2130,20.621,1211955,20000.0,27.0,8.0,2021-08-25T16:21:14.964Z,22.0,115.44,1,19931.0,1
49,FRAS8X30,2.7,2131,20.179,1217461,20000.0,25.0,8.0,2021-08-25T16:22:10.024Z,22.0,115.44,1,19943.0,1
50,FRAS8X30,2.7,2132,20.212,1226177,20000.0,24.0,8.0,2021-08-25T16:23:37.185Z,22.0,115.44,1,20023.0,1
51,FRAS8X30,2.6,2133,20.382,1231411,20000.0,25.0,8.0,2021-08-25T16:24:29.526Z,23.0,115.44,1,20026.0,1
52,FRAS8X30,2.7,2134,20.382,1234842,20000.0,27.0,8.0,2021-08-25T16:25:03.836Z,23.0,115.44,1,19934.0,1
53,FRAS8X30,2.6,2135,20.365,1238159,20000.0,28.0,8.0,2021-08-25T16:25:37.006Z,24.0,115.44,1,20009.0,1
54,DIAMANT25,4.6,2136,20.162,1263264,20000.0,24.0,25.0,2021-08-25T16:29:48.059Z,23.0,174.08,1,19943.0,1
55,FRAS8X30,4.0,2137,20.365,1266475,20000.0,27.0,8.0,2021-08-25T16:30:20.169Z,24.0,115.44,1,19962.0,1
56,DIAMANT25,5.6,2138,20.382,1273292,20000.0,27.0,25.0,2021-08-25T16:31:28.340Z,24.0,174.08,1,19938.0,1
57,FRAS8X30,3.8,2139,20.349,1276546,20000.0,28.0,8.0,2021-08-25T16:32:00.880Z,24.0,115.44,1,19952.0,1
58,DIAMANT25,5.1,2140,20.212,1281659,20000.0,28.0,25.0,2021-08-25T16:32:52.011Z,24.0,174.08,1,19955.0,1
59,FRAS8X30,4.5,2141,20.315,1284890,20000.0,29.0,8.0,2021-08-25T16:33:24.321Z,24.0,115.44,1,20033.0,1
60,DIAMANT25,5.6,2142,20.382,1291411,20000.0,27.0,25.0,2021-08-25T16:34:29.532Z,24.0,174.08,1,19993.0,1
61,FRAS8X30,4.2,2143,20.298,1294632,20000.0,29.0,8.0,2021-08-25T16:35:01.742Z,24.0,115.44,1,20043.0,1
62,DIAMANT25,4.2,2144,20.212,1301867,20000.0,27.0,25.0,2021-08-25T16:36:14.093Z,25.0,174.08,1,19954.0,1
63,FRAS8X30,4.3,2145,21.437,1305077,20000.0,29.0,8.0,2021-08-25T16:36:46.193Z,25.0,115.44,1,20032.0,1
64,DIAMANT25,5.4,2146,20.468,1310427,20000.0,28.0,25.0,2021-08-25T16:37:39.694Z,25.0,174.08,1,20024.0,1
65,FRAS8X30,4.3,2147,20.417,1313644,20000.0,30.0,8.0,2021-08-25T16:38:11.864Z,25.0,115.44,1,20002.0,1
66,DIAMANT25,4.6,2148,20.382,1318595,20000.0,30.0,25.0,2021-08-25T16:39:01.375Z,25.0,174.08,1,19975.0,1
67,FRAS8X30,4.0,2149,20.382,1321833,20000.0,30.0,8.0,2021-08-25T16:39:33.755Z,25.0,115.44,1,20061.0,1
68,DIAMANT25,6.2,2150,20.382,1326945,20000.0,30.0,25.0,2021-08-25T16:40:24.876Z,25.0,174.08,1,19959.0,1
69,FRAS8X30,4.4,2151,20.349,1330198,20000.0,30.0,8.0,2021-08-25T16:40:57.406Z,25.0,115.44,1,20013.0,1
70,DIAMANT25,4.7,2152,20.417,1335776,20000.0,30.0,25.0,2021-08-25T16:41:53.187Z,25.0,174.08,1,19984.0,1
71,FRAS8X30,3.9,2153,20.382,1338985,20000.0,30.0,8.0,2021-08-25T16:42:25.277Z,25.0,115.44,1,19937.0,1
72,DIAMANT25,6.3,2154,20.57,1344507,20000.0,30.0,25.0,2021-08-25T16:43:20.498Z,25.0,174.08,1,19967.0,1
73,FRAS8X30,3.9,2155,20.332,1347738,20000.0,30.0,8.0,2021-08-25T16:43:52.808Z,25.0,115.44,1,19973.0,1
74,DIAMANT25,5.8,2156,20.485,104820,20000.0,25.0,25.0,2021-08-25T17:12:43.582Z,25.0,174.08,1,19982.0,1
75,FRAS8X30,3.7,2157,20.382,108042,20000.0,27.0,8.0,2021-08-25T17:13:15.803Z,25.0,115.44,1,19965.0,1
76,DIAMANT25,4.4,2158,20.434,112714,20000.0,28.0,25.0,2021-08-25T17:14:02.523Z,25.0,174.08,1,19933.0,1
77,FRAS8X30,4.9,2159,20.485,115946,20000.0,29.0,8.0,2021-08-25T17:14:34.844Z,25.0,115.44,1,19999.0,1
78,DIAMANT25,4.5,2160,20.417,120489,20000.0,29.0,25.0,2021-08-25T17:15:20.274Z,25.0,174.08,1,19969.0,1
79,FRAS8X30,3.8,2161,20.502,123713,20000.0,30.0,8.0,2021-08-25T17:15:52.515Z,25.0,115.44,1,20026.0,1
80,DIAMANT25,6.2,2162,20.365,131118,20000.0,28.0,25.0,2021-08-25T17:17:06.566Z,25.0,174.08,1,19969.0,1
81,FRAS8X30,3.5,2163,20.434,134368,20000.0,30.0,8.0,2021-08-25T17:17:39.066Z,25.0,115.44,1,19952.0,1
82,DIAMANT25,5.0,2164,20.382,153624,20000.0,25.0,25.0,2021-08-25T17:20:51.628Z,25.0,174.08,1,19978.0,1
83,FRAS8X30,4.7,2165,24.888,156880,20000.0,27.0,8.0,2021-08-25T17:21:24.189Z,25.0,115.44,1,19944.0,1
84,DIAMANT25,7.2,2166,20.434,163218,20000.0,27.0,25.0,2021-08-25T17:22:27.570Z,25.0,174.08,1,19971.0,1
85,FRAS8X30,4.5,2167,20.281,166420,20000.0,29.0,8.0,2021-08-25T17:22:59.590Z,25.0,115.44,1,20004.0,1
86,DIAMANT25,5.9,2168,20.332,171638,20000.0,30.0,25.0,2021-08-25T17:23:51.771Z,25.0,174.08,1,19955.0,1
87,FRAS8X30,3.5,2169,24.955,174895,20000.0,30.0,8.0,2021-08-25T17:24:24.341Z,25.0,115.44,1,19965.0,1
88,DIAMANT25,6.9,2170,20.451,181643,20000.0,29.0,25.0,2021-08-25T17:25:31.822Z,25.0,174.08,1,19968.0,1
89,FRAS8X30,4.9,2171,20.332,184896,20000.0,30.0,8.0,2021-08-25T17:26:04.352Z,25.0,115.44,1,20007.0,1
90,DIAMANT25,4.6,2172,20.247,190174,20000.0,30.0,25.0,2021-08-25T17:26:57.133Z,25.0,174.08,1,19995.0,1
91,FRAS8X30,4.3,2173,20.365,193389,20000.0,30.0,8.0,2021-08-25T17:27:29.283Z,25.0,115.44,1,20003.0,1
92,DIAMANT25,4.9,2174,20.315,197926,20000.0,30.0,25.0,2021-08-25T17:28:14.654Z,27.0,174.08,1,19983.0,1
93,FRAS8X30,4.4,2175,20.518,201201,20000.0,32.0,8.0,2021-08-25T17:28:47.404Z,27.0,115.44,1,19939.0,1
94,DIAMANT25,7.2,2176,20.349,208407,20000.0,30.0,25.0,2021-08-25T17:29:59.465Z,27.0,174.08,1,19903.0,1
95,FRAS8X30,4.8,2177,20.434,211631,20000.0,30.0,8.0,2021-08-25T17:30:31.706Z,27.0,115.44,1,19999.0,1
96,DIAMANT25,5.0,2178,20.552,219943,20000.0,29.0,25.0,2021-08-25T17:31:54.827Z,27.0,174.08,1,19928.0,1
97,FRAS8X30,3.8,2179,20.552,223152,20000.0,30.0,8.0,2021-08-25T17:32:26.917Z,27.0,115.44,1,19975.0,1
98,DIAMANT25,5.9,2180,20.332,227961,20000.0,30.0,25.0,2021-08-25T17:33:15.008Z,27.0,174.08,1,19967.0,1
99,FRAS8X30,3.8,2181,20.382,231180,20000.0,32.0,8.0,2021-08-25T17:33:47.198Z,27.0,115.44,1,19988.0,1
100,DIAMANT25,4.4,2182,20.4,91620,20000.0,18.0,25.0,2021-08-26T05:14:28.114Z,17.0,174.08,1,19912.0,1
101,DIAMANT25,4.0,2183,20.349,124947,20000.0,20.0,25.0,2021-08-26T05:20:01.386Z,20.0,174.08,1,19942.0,1
102,DIAMANT25,3.8,2184,20.382,144096,20000.0,22.0,25.0,2021-08-26T05:23:12.878Z,22.0,174.08,1,19946.0,1
103,DIAMANT25,3.9,2185,20.4,373478,20000.0,22.0,25.0,2021-08-26T06:01:26.720Z,22.0,174.08,1,19873.0,1
104,FRAS8X30,3.8,2186,20.298,379305,20000.0,27.0,8.0,2021-08-26T06:02:24.991Z,22.0,115.44,1,19979.0,1
105,SAG_350X28,0.9,2187,16.558,385011,2500.0,28.0,350.0,2021-08-26T06:03:22.052Z,23.0,59.0,1,2413.0,1
106,DIAMANT25,5.4,2188,20.298,466184,20000.0,23.0,25.0,2021-08-26T06:16:53.790Z,22.0,174.08,1,20014.0,1
107,FRAS8X30,4.9,2189,20.281,470829,20000.0,27.0,8.0,2021-08-26T06:17:40.241Z,23.0,115.44,1,19915.0,1
108,SAG_350X28,1.6,2190,67.251,476097,2500.0,30.0,350.0,2021-08-26T06:18:32.921Z,24.0,59.0,1,0.0,1
109,DIAMANT25,4.0,2191,20.485,518190,20000.0,24.0,25.0,2021-08-26T06:25:33.856Z,23.0,174.08,1,19931.0,1
110,FRAS8X30,4.8,2192,20.382,522797,20000.0,27.0,8.0,2021-08-26T06:26:19.927Z,23.0,115.44,1,20006.0,1
111,SAG_350X28,1.3,2193,24.632,527829,2500.0,30.0,350.0,2021-08-26T06:27:10.247Z,24.0,59.0,1,19.0,1
112,SAG_350X28,1.1,2194,15.215,549678,2500.0,24.0,350.0,2021-08-26T06:30:48.740Z,23.0,59.0,1,46.0,1
113,SAG_350X28,0.9,2195,20.417,574740,2500.0,23.0,350.0,2021-08-26T06:34:59.363Z,23.0,59.0,1,2444.0,1
114,DIAMANT25,4.2,2196,20.468,584610,20000.0,24.0,25.0,2021-08-26T06:36:38.064Z,23.0,174.08,1,19919.0,1
115,FRAS8X30,5.6,2197,20.502,588752,20000.0,27.0,8.0,2021-08-26T06:37:19.484Z,24.0,115.44,1,19960.0,1
116,SAG_350X28,2.0,2198,20.468,593227,2500.0,30.0,350.0,2021-08-26T06:38:04.235Z,24.0,59.0,1,2375.0,1
117,DIAMANT25,4.3,2199,20.451,605115,20000.0,25.0,25.0,2021-08-26T06:40:03.116Z,24.0,174.08,1,19952.0,1
118,FRAS8X30,3.9,2200,20.315,609268,20000.0,28.0,8.0,2021-08-26T06:40:44.646Z,24.0,115.44,1,19979.0,1
119,SAG_350X28,1.1,2201,20.655,613677,2500.0,30.0,350.0,2021-08-26T06:41:28.737Z,24.0,59.0,1,85.0,1
120,DIAMANT25,4.3,2202,20.332,818390,20000.0,23.0,25.0,2021-08-26T07:15:35.891Z,23.0,174.08,1,19962.0,1
121,FRAS8X30,3.9,2203,20.382,822532,20000.0,27.0,8.0,2021-08-26T07:16:17.311Z,23.0,115.44,1,19972.0,1
122,SAG_350X28,1.9,2204,23.732,826979,2500.0,29.0,350.0,2021-08-26T07:17:01.782Z,23.0,59.0,1,2440.0,1
123,DIAMANT25,5.5,2205,20.247,835290,20000.0,25.0,25.0,2021-08-26T07:18:24.893Z,23.0,174.08,1,19982.0,1
124,FRAS8X30,5.0,2206,20.382,839442,20000.0,28.0,8.0,2021-08-26T07:19:06.413Z,23.0,115.44,1,20045.0,1
125,SAG_350X28,1.5,2207,16.931,843859,2500.0,30.0,350.0,2021-08-26T07:19:50.584Z,24.0,59.0,1,2337.0,1
126,DIAMANT25,3.6,2208,20.281,858346,20000.0,25.0,25.0,2021-08-26T07:22:15.456Z,24.0,174.08,1,19974.0,1
127,FRAS8X30,3.8,2209,20.451,862481,20000.0,28.0,8.0,2021-08-26T07:22:56.806Z,24.0,115.44,1,19917.0,1
128,SAG_350X28,2.6,2210,63.41,867269,2500.0,30.0,350.0,2021-08-26T07:23:44.687Z,24.0,59.0,1,0.0,1
129,DIAMANT25,5.6,2211,20.315,1215102,20000.0,23.0,25.0,2021-08-26T08:21:43.058Z,22.0,174.08,1,19911.0,1
130,FRAS8X30,5.2,2212,20.332,1219251,20000.0,25.0,8.0,2021-08-26T08:22:24.549Z,22.0,115.44,1,19979.0,1
131,SAG_350X28,2.6,2213,83.011,1224013,2500.0,28.0,350.0,2021-08-26T08:23:12.169Z,23.0,59.0,1,0.0,1
132,SAG_350X28,1.5,2214,16.66,1254774,2500.0,23.0,350.0,2021-08-26T08:28:19.783Z,23.0,59.0,1,2428.0,1
133,SAG_350X28,0.8,2215,15.572,1258378,2500.0,25.0,350.0,2021-08-26T08:28:55.823Z,23.0,59.0,1,2379.0,1
134,SAG_350X28,0.9,2216,20.077,1262861,2500.0,25.0,350.0,2021-08-26T08:29:40.654Z,23.0,59.0,1,16.0,1
135,DIAMANT25,5.5,2217,20.23,2712964,20000.0,20.0,25.0,2021-08-26T12:31:21.859Z,20.0,174.08,1,19971.0,1
136,FRAS8X30,3.5,2218,20.298,2717082,20000.0,24.0,8.0,2021-08-26T12:32:03.039Z,20.0,115.44,1,19947.0,1
137,DIAMANT25,3.8,2219,20.247,2826904,20000.0,22.0,25.0,2021-08-26T12:50:21.273Z,22.0,174.08,1,19969.0,1
138,FRAS5X30,0.6,2220,20.332,2834889,20000.0,29.0,5.0,2021-08-26T12:51:41.124Z,23.0,117.099,1,19928.0,1
139,FRAS5X30,0.9,2221,20.535,2899421,20000.0,24.0,5.0,2021-08-26T13:02:26.451Z,24.0,117.099,1,19930.0,1
140,DIAMANT25,5.0,2222,20.604,3211282,20000.0,23.0,25.0,2021-08-26T13:54:25.099Z,23.0,174.08,1,19755.0,1
141,DIAMANT25,4.2,2223,20.281,3226973,20000.0,25.0,25.0,2021-08-26T13:57:02.011Z,24.0,174.08,1,19775.0,1
142,FRAS6X25,0.4,2224,20.281,3233428,20000.0,29.0,6.0,2021-08-26T13:58:06.562Z,24.0,110.878,1,19804.0,1
143,DIAMANT25,6.3,2225,20.365,3314957,20000.0,24.0,25.0,2021-08-26T14:11:41.862Z,23.0,174.08,1,19943.0,1
144,FRAS6X25,0.4,2226,22.032,3320699,20000.0,28.0,6.0,2021-08-26T14:12:39.283Z,24.0,110.878,1,19945.0,1
145,DIAMANT25,6.2,2227,20.502,3393160,20000.0,24.0,25.0,2021-08-26T14:24:43.902Z,24.0,174.08,1,19930.0,1
146,FRAS6X25,1.4,2228,20.298,3398061,20000.0,28.0,6.0,2021-08-26T14:25:32.912Z,24.0,110.879,1,19979.0,1
147,DIAMANT25,5.7,2229,20.332,3440848,20000.0,24.0,25.0,2021-08-26T14:32:40.788Z,24.0,174.08,1,19921.0,1
148,FRAS6X25,1.4,2230,20.451,3446034,20000.0,29.0,6.0,2021-08-26T14:33:32.648Z,24.0,110.879,1,20000.0,1
149,FRAS6X25,1.0,2231,20.518,3451334,20000.0,28.0,6.0,2021-08-26T14:34:25.649Z,24.0,110.879,1,20014.0,1
150,DIAMANT25,6.2,2232,20.365,3494157,20000.0,24.0,25.0,2021-08-26T14:41:33.884Z,24.0,174.08,1,19953.0,1
151,DIAMANT25,6.3,2233,20.264,3507576,20000.0,25.0,25.0,2021-08-26T14:43:48.076Z,24.0,174.08,1,19980.0,1
152,DIAMANT25,6.9,2234,26.639,3538832,20000.0,24.0,25.0,2021-08-26T14:49:00.640Z,24.0,174.08,1,19946.0,1
153,FRAS6X25,1.3,2235,20.332,3543945,20000.0,28.0,6.0,2021-08-26T14:49:51.770Z,25.0,110.879,1,20009.0,1
154,DIAMANT25,6.1,2236,20.365,133587,20000.0,17.0,25.0,2021-08-27T05:19:49.112Z,17.0,174.08,1,19931.0,1
155,FRAS6X25,0.5,2237,20.451,139147,20000.0,22.0,6.0,2021-08-27T05:20:44.712Z,18.0,110.879,1,19994.0,1
156,DIAMANT25,6.1,2238,20.382,1072216,20000.0,20.0,25.0,2021-08-27T07:56:15.499Z,19.0,174.08,1,19977.0,1
157,FRAS6X25,1.0,2239,20.349,1077081,20000.0,24.0,6.0,2021-08-27T07:57:04.150Z,20.0,110.879,1,20012.0,1
158,DIAMANT25,6.8,2240,20.298,1169750,20000.0,22.0,25.0,2021-08-27T08:12:30.850Z,22.0,174.08,1,19933.0,1
159,FRAS6X25,1.3,2241,20.502,1175022,20000.0,27.0,6.0,2021-08-27T08:13:23.571Z,22.0,110.879,1,19993.0,1
160,FRAS6X25,0.7,2243,20.417,1280115,20000.0,30.0,6.0,2021-08-27T08:30:54.513Z,24.0,110.879,1,19952.0,1
161,DIAMANT25,6.2,2242,20.451,1274552,20000.0,23.0,25.0,2021-08-27T08:29:58.883Z,22.0,174.08,1,19964.0,1
162,DIAMANT25,6.2,2244,20.349,1352814,20000.0,25.0,25.0,2021-08-27T08:43:01.512Z,24.0,174.08,1,19995.0,1
163,FRAS6X25,0.8,2245,20.417,1358619,20000.0,30.0,6.0,2021-08-27T08:43:59.562Z,25.0,110.879,1,19987.0,1
164,DIAMANT25,5.7,2246,20.382,3526879,20000.0,20.0,25.0,2021-08-27T14:45:22.421Z,20.0,174.08,1,20003.0,1
165,DIAMANT25,4.8,2247,20.212,3562966,20000.0,22.0,25.0,2021-08-27T14:51:23.295Z,22.0,174.08,1,19960.0,1
166,FRAS6X25,0.7,2248,20.382,3568428,20000.0,27.0,6.0,2021-08-27T14:52:17.916Z,22.0,110.879,1,19976.0,1
167,FRAS6X25,0.4,2249,20.349,3573619,20000.0,30.0,6.0,2021-08-27T14:53:09.827Z,23.0,110.879,1,19993.0,1
168,DIAMANT25,6.9,2250,20.382,3613724,20000.0,24.0,25.0,2021-08-27T14:59:50.882Z,24.0,174.08,1,19958.0,1
169,FRAS6X25,0.9,2251,20.485,3619116,20000.0,29.0,6.0,2021-08-27T15:00:44.802Z,25.0,110.879,1,20004.0,1
170,DIAMANT25,6.0,2252,20.485,3695031,20000.0,25.0,25.0,2021-08-27T15:13:23.961Z,25.0,174.08,1,19932.0,1
171,FRAS6X25,1.4,2253,20.349,3700147,20000.0,29.0,6.0,2021-08-27T15:14:15.122Z,25.0,110.879,1,19951.0,1
172,FORSANKARE,2.4,2254,20.212,3708670,20000.0,32.0,10.0,2021-08-27T15:15:40.353Z,27.0,118.709,1,20003.0,1
173,FRAS8X30,3.2,2255,20.451,3711453,20000.0,32.0,8.0,2021-08-27T15:16:08.183Z,27.0,115.44,1,19944.0,1
174,FRAS6X25,0.9,2257,20.349,2221446,20000.0,17.0,6.0,2021-08-30T11:15:19.822Z,18.0,110.879,1,20019.0,1
175,DIAMANT25,5.3,2258,20.349,2488951,20000.0,20.0,25.0,2021-08-30T11:59:54.903Z,20.0,174.08,1,19984.0,1
176,FRAS6X25,0.4,2259,20.212,2493573,20000.0,25.0,6.0,2021-08-30T12:00:41.124Z,22.0,110.879,1,19998.0,1
177,FORSANKARE,3.0,2260,20.298,2509953,20000.0,32.0,10.0,2021-08-30T12:03:24.926Z,24.0,118.709,1,19985.0,1
178,FRAS8X30,4.1,2261,20.451,2516624,20000.0,32.0,8.0,2021-08-30T12:04:31.636Z,25.0,115.44,1,19954.0,1
179,FRAS6X25,1.1,2263,20.298,2645965,20000.0,24.0,6.0,2021-08-30T12:26:05.062Z,24.0,110.879,1,19996.0,1
180,DIAMANT25,6.1,2264,20.468,2825978,20000.0,24.0,25.0,2021-08-30T12:56:05.213Z,24.0,174.08,1,19926.0,1
181,FRAS6X25,0.7,2265,20.552,2829868,20000.0,27.0,6.0,2021-08-30T12:56:44.113Z,24.0,110.879,1,20029.0,1
182,FORSANKARE,2.2,2266,20.281,2842837,20000.0,32.0,10.0,2021-08-30T12:58:53.805Z,25.0,118.709,1,19994.0,1
183,FRAS8X30,4.3,2267,20.332,2848369,20000.0,33.0,8.0,2021-08-30T12:59:49.126Z,27.0,115.44,1,20006.0,1
184,FRAS6X25,1.0,2269,20.281,2926210,20000.0,25.0,6.0,2021-08-30T13:12:47.545Z,24.0,110.879,1,19995.0,1
185,FORSANKARE,2.2,2270,20.434,3066513,20000.0,25.0,10.0,2021-08-30T13:36:10.592Z,25.0,118.709,1,19921.0,1
186,FORSANKARE,2.1,2271,20.298,3334198,20000.0,24.0,10.0,2021-08-30T14:20:47.474Z,24.0,118.709,1,19994.0,1
187,FRAS4_2X13,2.8,2272,20.485,390488,20000.0,19.0,4.2,2021-08-31T06:07:21.351Z,18.0,109.349,1,19982.0,1
188,FORSANKARE,2.3,2273,20.247,398799,20000.0,27.0,10.0,2021-08-31T06:08:44.462Z,20.0,118.709,1,20024.0,1
189,FRAS6X25,0.8,2274,20.365,457485,20000.0,22.0,6.0,2021-08-31T06:18:31.328Z,22.0,110.879,1,20057.0,1
190,FORSANKARE,2.2,2275,20.417,468155,20000.0,30.0,10.0,2021-08-31T06:20:18.029Z,24.0,118.709,1,20021.0,1
191,DIAMANT25,5.8,2276,20.502,57488,20000.0,20.0,25.0,2021-08-31T07:56:17.901Z,20.0,174.08,1,19963.0,1
192,FRAS8X30,5.3,2277,20.281,61662,20000.0,25.0,8.0,2021-08-31T07:56:59.641Z,22.0,115.44,1,19989.0,1
193,SAG_350X28,2.3,2278,20.332,66188,2500.0,27.0,350.0,2021-08-31T07:57:44.902Z,22.0,59.0,1,2379.0,1
194,DIAMANT25,6.0,2279,20.298,72112,20000.0,25.0,25.0,2021-08-31T07:58:44.142Z,22.0,174.08,1,19974.0,1
195,FRAS8X30,5.2,2280,20.315,76258,20000.0,27.0,8.0,2021-08-31T07:59:25.602Z,22.0,115.44,1,19995.0,1
196,SAG_350X28,1.3,2281,28.492,80661,2500.0,29.0,350.0,2021-08-31T08:00:09.633Z,22.0,59.0,1,46.0,1
197,DIAMANT25,5.7,2282,20.365,111837,20000.0,23.0,25.0,2021-08-31T08:05:21.396Z,23.0,174.08,1,19945.0,1
