,UTE,VibromPeak,idChiave,CurrentPeak,ist_acc,rpmSetPoint,statorCelsius,DIAM,@timestamp,bearingsCelsius,LUNG,numTP,spindleRpm,statoRot
7581,FRAS4_2X13,4.1,9106,20.4,3155257,20000.0,24.0,4.2,2022-03-31T13:54:20.043Z,24.0,109.371,1,19969.0,1
7582,SKRUBB20,3.2,9108,20.417,3160622,20000.0,27.0,20.0,2022-03-31T13:55:13.693Z,24.0,175.529,1,19950.0,1
7583,FRAS4_2X13,5.4,9109,20.349,3181912,20000.0,32.0,4.2,2022-03-31T13:58:46.595Z,27.0,109.371,1,19991.0,1
7584,SKRUBB20,3.1,9111,20.212,3187247,20000.0,30.0,20.0,2022-03-31T13:59:39.946Z,27.0,175.529,1,20021.0,1
7585,SKRUBB20,1.9,9112,20.332,239907,20000.0,15.0,20.0,2022-04-01T05:47:53.150Z,15.0,175.529,1,19947.0,1
7586,SKRUBB20,2.0,9113,20.4,251684,20000.0,23.0,20.0,2022-04-01T05:49:50.921Z,19.0,175.529,1,19943.0,1
7587,FRAS4_2X13,5.8,9114,20.349,314730,20000.0,20.0,4.2,2022-04-01T06:00:21.386Z,20.0,109.371,1,19964.0,1
7588,SKRUBB20,2.9,9116,20.4,320089,20000.0,23.0,20.0,2022-04-01T06:01:14.977Z,20.0,175.529,1,19964.0,1
7589,FRAS4_2X13,2.3,9117,20.349,341741,20000.0,30.0,4.2,2022-04-01T06:04:51.499Z,25.0,109.371,1,20010.0,1
7590,SKRUBB20,2.0,9119,20.382,347093,20000.0,29.0,20.0,2022-04-01T06:05:45.019Z,25.0,175.529,1,19935.0,1
7591,SKRUBB20,2.7,9120,20.365,551967,20000.0,24.0,20.0,2022-04-01T06:39:53.778Z,24.0,175.529,1,19904.0,1
7592,SKRUBB20,1.6,9121,20.382,565328,20000.0,30.0,20.0,2022-04-01T06:42:07.390Z,25.0,175.529,1,19985.0,1
7593,FRAS4_2X13,3.5,9122,20.587,628279,20000.0,24.0,4.2,2022-04-01T06:52:36.906Z,24.0,109.371,1,19941.0,1
7594,SKRUBB20,2.0,9124,20.23,633699,20000.0,27.0,20.0,2022-04-01T06:53:31.106Z,24.0,175.529,1,20004.0,1
7595,FRAS4_2X13,7.1,9125,20.417,656376,20000.0,30.0,4.2,2022-04-01T06:57:17.878Z,27.0,109.371,1,19980.0,1
7596,SKRUBB20,13.7,9127,20.502,661706,20000.0,30.0,20.0,2022-04-01T06:58:11.179Z,27.0,175.529,1,19951.0,1
7597,SKRUBB20,12.4,9128,20.298,725222,20000.0,25.0,20.0,2022-04-01T07:08:46.345Z,25.0,175.529,1,19958.0,1
7598,FRAS4_2X13,6.0,9129,20.417,751013,20000.0,25.0,4.2,2022-04-01T07:13:04.258Z,25.0,109.371,1,20034.0,1
7599,SKRUBB20,11.4,9131,20.315,756369,20000.0,27.0,20.0,2022-04-01T07:13:57.819Z,25.0,175.529,1,20005.0,1
7600,SKRUBB20,11.8,9132,20.451,1029337,20000.0,24.0,20.0,2022-04-01T07:59:27.527Z,24.0,175.529,1,19982.0,1
7601,DIAMANT_16X35,7.0,9133,20.382,1050073,18000.0,33.0,16.0,2022-04-01T08:02:54.889Z,27.0,130.915,1,17994.0,1
7602,DIAMANT25,8.3,9134,20.315,1057221,20000.0,32.0,25.0,2022-04-01T08:04:06.370Z,27.0,179.355,1,19918.0,1
7603,FRAS4_2X13,4.0,9136,20.332,1072121,20000.0,34.0,4.2,2022-04-01T08:06:35.371Z,28.0,109.371,1,19979.0,1
7604,SKRUBB20,10.0,9137,20.382,1080096,20000.0,30.0,20.0,2022-04-01T08:07:55.122Z,27.0,175.529,1,19978.0,1
7605,DIAMANT_16X35,9.0,9138,20.298,1100776,18000.0,37.0,16.0,2022-04-01T08:11:21.924Z,30.0,130.915,1,17941.0,1
7606,DIAMANT25,14.0,9139,20.332,1107914,20000.0,35.0,25.0,2022-04-01T08:12:33.305Z,30.0,179.355,1,19975.0,1
7607,FRAS4_2X13,3.7,9141,20.264,1122824,20000.0,36.0,4.2,2022-04-01T08:15:02.407Z,30.0,109.371,1,19913.0,1
7608,DIAMANT25,12.8,9142,20.468,1705296,20000.0,23.0,25.0,2022-04-01T09:52:07.189Z,23.0,179.355,1,20019.0,1
7609,DIAMANT25,13.5,9143,20.417,1980601,20000.0,23.0,25.0,2022-04-01T10:38:00.269Z,22.0,179.355,1,19973.0,1
7610,FRAS4_2X13,2.1,9144,20.315,244032,20000.0,15.0,4.2,2022-04-06T05:47:45.578Z,15.0,109.371,1,19969.0,1
7611,DIAMANT_12X35,5.0,9145,20.298,292962,18000.0,17.0,12.0,2022-04-06T05:55:54.882Z,17.0,128.302,1,18002.0,1
7612,FRAS6X25,3.2,9146,22.525,304671,20000.0,24.0,5.95,2022-04-06T05:57:51.973Z,20.0,110.907,1,19983.0,1
7613,FRAS6X37,3.1,9147,20.349,379336,20000.0,20.0,6.0,2022-04-06T06:10:18.629Z,20.0,138.654,1,20060.0,1
7614,FRAS8X30,8.6,9148,20.417,575060,20000.0,24.0,8.0,2022-04-06T06:42:55.898Z,23.0,115.461,1,19902.0,1
7615,SKRUBB20,8.0,9150,20.247,580522,20000.0,27.0,20.0,2022-04-06T06:43:50.519Z,23.0,175.529,1,19959.0,1
7616,FRAS8X30,7.9,9151,20.332,959805,20000.0,22.0,8.0,2022-04-06T07:47:03.389Z,22.0,115.461,1,19974.0,1
7617,SKRUBB20,7.2,9153,20.212,966490,20000.0,24.0,20.0,2022-04-06T07:48:10.239Z,22.0,175.529,1,19964.0,1
7618,SKRUBB20,7.5,9154,20.349,989594,20000.0,24.0,20.0,2022-04-06T07:52:01.282Z,23.0,175.529,1,19937.0,1
7619,FRAS4_2X13,5.2,9155,20.332,1001652,20000.0,32.0,4.2,2022-04-06T07:54:01.863Z,25.0,109.371,1,19938.0,1
7620,FRAS6X25,4.4,9157,20.434,1006589,20000.0,30.0,5.95,2022-04-06T07:54:51.234Z,25.0,110.907,1,19979.0,1
7621,FRAS6X25,3.6,9159,20.417,1010493,20000.0,30.0,5.95,2022-04-06T07:55:30.274Z,25.0,110.907,1,19971.0,1
7622,FRAS4_2X13,5.5,9160,26.724,1013770,20000.0,30.0,4.2,2022-04-06T07:56:03.044Z,25.0,109.371,1,20032.0,1
7623,FRAS4_2X13,2.2,9160,4.913,1016229,20000.0,30.0,4.2,2022-04-06T07:56:27.635Z,25.0,109.371,1,20049.0,1
7624,FRAS8X30,5.0,9161,20.332,1316950,20000.0,22.0,8.0,2022-04-06T08:46:34.878Z,23.0,115.461,1,19969.0,1
7625,SKRUBB20,8.6,9163,20.434,1323078,20000.0,25.0,20.0,2022-04-06T08:47:36.158Z,23.0,175.529,1,19933.0,1
7626,FRAS8X30,5.8,9164,20.247,1332580,20000.0,27.0,8.0,2022-04-06T08:49:11.179Z,23.0,115.461,1,20015.0,1
7627,SKRUBB20,8.2,9166,20.382,1338718,20000.0,27.0,20.0,2022-04-06T08:50:12.560Z,24.0,175.529,1,20008.0,1
7628,SKRUBB20,8.6,9167,20.485,1417663,20000.0,24.0,20.0,2022-04-06T09:03:22.019Z,24.0,175.529,1,19905.0,1
7629,FRAS4_2X13,4.5,9168,20.451,1429796,20000.0,32.0,4.2,2022-04-06T09:05:23.350Z,27.0,109.371,1,19905.0,1
7630,FRAS6X25,8.6,9170,20.212,1434756,20000.0,30.0,5.95,2022-04-06T09:06:12.951Z,25.0,110.907,1,19936.0,1
7631,FRAS6X25,5.9,9172,23.035,1438650,20000.0,30.0,5.95,2022-04-06T09:06:51.891Z,25.0,110.907,1,19901.0,1
7632,FRAS4_2X13,9.5,9173,25.517,1441943,20000.0,30.0,4.2,2022-04-06T09:07:24.822Z,25.0,109.371,1,19984.0,1
7633,FRAS4_2X13,3.6,9173,2.21,1444399,20000.0,30.0,4.2,2022-04-06T09:07:49.382Z,25.0,109.371,1,20001.0,1
7634,SKRUBB20,13.8,9174,20.212,1451780,20000.0,28.0,20.0,2022-04-06T09:09:03.193Z,25.0,175.529,1,19988.0,1
7635,FRAS4_2X13,7.1,9175,20.502,1463846,20000.0,34.0,4.2,2022-04-06T09:11:03.854Z,28.0,109.371,1,19926.0,1
7636,FRAS6X25,5.9,9177,20.382,1468786,20000.0,32.0,5.95,2022-04-06T09:11:53.255Z,28.0,110.907,1,20048.0,1
7637,FRAS6X25,4.4,9179,20.332,1472684,20000.0,32.0,5.95,2022-04-06T09:12:32.235Z,27.0,110.907,1,19958.0,1
7638,FRAS4_2X13,5.8,9180,24.888,1475947,20000.0,32.0,4.2,2022-04-06T09:13:04.865Z,27.0,109.371,1,19984.0,1
7639,FRAS4_2X13,2.4,9180,4.539,1478401,20000.0,32.0,4.2,2022-04-06T09:13:29.406Z,27.0,109.371,1,20013.0,1
7640,DIAMANT_12X35,5.7,9181,20.332,1598924,18000.0,25.0,12.0,2022-04-06T09:33:34.649Z,25.0,128.302,1,17976.0,1
7641,DIAMANT_12X35,4.4,9182,20.417,1604747,18000.0,27.0,12.0,2022-04-06T09:34:32.880Z,25.0,128.302,1,17967.0,1
7642,FRAS_12X22,4.2,9183,20.417,1756617,20000.0,24.0,12.0,2022-04-06T09:59:51.597Z,24.0,114.567,1,19954.0,1
7643,FRAS8X30,3.9,9184,20.552,2379086,20000.0,23.0,8.0,2022-04-06T11:43:36.358Z,23.0,115.461,1,19869.0,1
7644,SKRUBB20,8.7,9186,20.332,2384558,20000.0,25.0,20.0,2022-04-06T11:44:31.079Z,23.0,175.529,1,19941.0,1
7645,FRAS8X30,8.1,9187,20.434,2400867,20000.0,24.0,8.0,2022-04-06T11:47:14.171Z,23.0,115.461,1,20006.0,1
7646,SKRUBB20,9.7,9189,20.281,2406876,20000.0,27.0,20.0,2022-04-06T11:48:14.262Z,24.0,175.529,1,19900.0,1
7647,SKRUBB20,9.5,9190,20.281,2490842,20000.0,24.0,20.0,2022-04-06T12:02:13.931Z,24.0,175.529,1,19961.0,1
7648,FRAS4_2X13,5.7,9191,20.587,2502644,20000.0,32.0,4.2,2022-04-06T12:04:11.953Z,27.0,109.371,1,19949.0,1
7649,FRAS6X25,4.0,9193,20.451,2507504,20000.0,30.0,5.95,2022-04-06T12:05:00.553Z,27.0,110.907,1,20046.0,1
7650,FRAS6X25,3.1,9195,20.349,2511336,20000.0,30.0,5.95,2022-04-06T12:05:38.874Z,27.0,110.907,1,19991.0,1
7651,FRAS4_2X13,6.4,9196,20.468,2514542,20000.0,32.0,4.2,2022-04-06T12:06:10.934Z,27.0,109.371,1,19980.0,1
7652,FRAS4_2X13,2.6,9196,4.607,2516923,20000.0,32.0,4.2,2022-04-06T12:06:34.744Z,27.0,109.371,1,19992.0,1
7653,SKRUBB20,7.2,9197,20.349,2524307,20000.0,29.0,20.0,2022-04-06T12:07:48.585Z,27.0,175.529,1,19986.0,1
7654,FRAS4_2X13,5.7,9198,20.434,2536066,20000.0,35.0,4.2,2022-04-06T12:09:46.177Z,28.0,109.371,1,19988.0,1
7655,FRAS6X25,5.6,9200,20.451,2540926,20000.0,33.0,5.95,2022-04-06T12:10:34.777Z,28.0,110.907,1,19968.0,1
7656,FRAS6X25,4.3,9202,20.417,2544755,20000.0,32.0,5.95,2022-04-06T12:11:13.068Z,28.0,110.907,1,19935.0,1
7657,FRAS4_2X13,7.0,9203,20.468,2547960,20000.0,33.0,4.2,2022-04-06T12:11:45.118Z,28.0,109.371,1,19925.0,1
7658,FRAS4_2X13,2.7,9203,4.641,2550340,20000.0,33.0,4.2,2022-04-06T12:12:08.918Z,28.0,109.371,1,20009.0,1
7659,FRAS8X30,8.3,9204,20.247,2709150,20000.0,25.0,8.0,2022-04-06T12:38:37.037Z,25.0,115.461,1,20046.0,1
7660,SKRUBB20,10.6,9206,20.451,2715155,20000.0,28.0,20.0,2022-04-06T12:39:37.087Z,25.0,175.529,1,19948.0,1
7661,FRAS8X30,9.6,9207,20.4,2727100,20000.0,27.0,8.0,2022-04-06T12:41:36.539Z,25.0,115.461,1,19924.0,1
7662,SKRUBB20,5.6,9209,20.298,2733111,20000.0,29.0,20.0,2022-04-06T12:42:36.650Z,25.0,175.529,1,19954.0,1
7663,SKRUBB20,6.0,9210,20.365,2980913,20000.0,24.0,20.0,2022-04-06T13:23:54.698Z,24.0,175.529,1,20030.0,1
7664,FRAS4_2X13,2.7,9211,20.451,2993597,20000.0,32.0,4.2,2022-04-06T13:26:01.540Z,25.0,109.371,1,19894.0,1
7665,FRAS6X25,4.3,9213,20.315,2998767,20000.0,30.0,5.95,2022-04-06T13:26:53.241Z,25.0,110.907,1,20008.0,1
7666,FRAS6X25,3.1,9215,20.587,3002837,20000.0,30.0,5.95,2022-04-06T13:27:33.941Z,25.0,110.907,1,20009.0,1
7667,FRAS4_2X13,4.8,9216,23.171,3006257,20000.0,30.0,4.2,2022-04-06T13:28:08.141Z,25.0,109.371,1,19994.0,1
7668,FRAS4_2X13,2.1,9216,4.828,3008893,20000.0,30.0,4.2,2022-04-06T13:28:34.502Z,27.0,109.371,1,20015.0,1
7669,SKRUBB20,8.4,9217,20.502,3015533,20000.0,30.0,20.0,2022-04-06T13:29:40.902Z,27.0,175.529,1,20023.0,1
7670,FRAS4_2X13,11.6,9218,20.587,3028436,20000.0,35.0,4.2,2022-04-06T13:31:49.934Z,29.0,109.371,1,19984.0,1
7671,FRAS6X25,9.7,9220,34.917,3033547,20000.0,33.0,5.95,2022-04-06T13:32:41.045Z,28.0,110.907,1,19940.0,1
7672,FRAS6X25,7.1,9222,20.281,3037633,20000.0,32.0,5.95,2022-04-06T13:33:21.905Z,28.0,110.907,1,20024.0,1
7673,FRAS4_2X13,11.3,9223,20.298,3041059,20000.0,33.0,4.2,2022-04-06T13:33:56.165Z,28.0,109.371,1,20037.0,1
7674,FRAS4_2X13,4.1,9223,3.434,3043696,20000.0,33.0,4.2,2022-04-06T13:34:22.536Z,28.0,109.371,1,20026.0,1
7675,SKRUBB20,20.0,9224,20.332,52978,20000.0,17.0,20.0,2022-04-07T05:11:29.428Z,17.0,175.529,1,19999.0,1
7676,DIAMANT_16X35,8.3,9225,20.535,74616,18000.0,28.0,16.0,2022-04-07T05:15:05.811Z,22.0,130.915,1,17981.0,1
7677,DIAMANT25,21.299,9226,20.349,82141,20000.0,28.0,25.0,2022-04-07T05:16:21.062Z,23.0,179.355,1,20010.0,1
7678,FRAS4_2X13,7.3,9228,20.723,97849,20000.0,30.0,4.2,2022-04-07T05:18:58.144Z,25.0,109.371,1,20015.0,1
7679,SKRUBB20,17.1,9229,20.382,104546,20000.0,28.0,20.0,2022-04-07T05:20:05.115Z,25.0,175.529,1,19928.0,1
7680,DIAMANT_16X35,13.8,9230,20.332,126412,18000.0,35.0,16.0,2022-04-07T05:23:43.779Z,29.0,130.915,1,17982.0,1
7681,DIAMANT25,20.2,9231,20.332,133958,20000.0,33.0,25.0,2022-04-07T05:24:59.240Z,28.0,179.355,1,20009.0,1
7682,FRAS4_2X13,6.7,9233,20.298,149651,20000.0,33.0,4.2,2022-04-07T05:27:36.172Z,29.0,109.371,1,20035.0,1
7683,DIAMANT25,8.7,9234,20.4,244908,20000.0,25.0,25.0,2022-04-07T05:43:28.758Z,25.0,179.355,1,19945.0,1
7684,DIAMANT25,8.2,9235,20.315,478565,20000.0,24.0,25.0,2022-04-07T06:22:25.369Z,23.0,179.355,1,20049.0,1
7685,SKRUBB20,15.4,9236,20.382,584599,20000.0,24.0,20.0,2022-04-07T06:40:05.728Z,23.0,175.529,1,19966.0,1
7686,DIAMANT_16X35,12.2,9237,20.332,606505,18000.0,33.0,16.0,2022-04-07T06:43:44.792Z,27.0,130.915,1,18034.0,1
7687,DIAMANT25,17.7,9238,20.332,614025,20000.0,32.0,25.0,2022-04-07T06:44:59.993Z,27.0,179.355,1,19913.0,1
7688,FRAS4_2X13,5.6,9240,20.365,629816,20000.0,34.0,4.2,2022-04-07T06:47:37.906Z,28.0,109.371,1,19966.0,1
7689,SKRUBB20,15.3,9241,20.332,635726,20000.0,30.0,20.0,2022-04-07T06:48:37.008Z,27.0,175.529,1,19984.0,1
7690,DIAMANT_16X35,11.9,9242,20.264,657569,18000.0,37.0,16.0,2022-04-07T06:52:15.442Z,30.0,130.915,1,18007.0,1
7691,DIAMANT25,9.9,9243,20.382,665084,20000.0,35.0,25.0,2022-04-07T06:53:30.593Z,30.0,179.355,1,19952.0,1
7692,FRAS4_2X13,7.6,9245,20.417,680831,20000.0,35.0,4.2,2022-04-07T06:56:08.066Z,30.0,109.371,1,20022.0,1
7693,DIAMANT25,17.6,9246,20.417,814482,20000.0,25.0,25.0,2022-04-07T07:18:24.601Z,25.0,179.355,1,19949.0,1
7694,DIAMANT25,17.9,9247,20.434,826129,20000.0,32.0,25.0,2022-04-07T07:20:21.073Z,27.0,179.355,1,19999.0,1
7695,SKRUBB20,14.5,9248,20.587,991183,20000.0,25.0,20.0,2022-04-07T07:47:51.645Z,24.0,175.529,1,19951.0,1
7696,DIAMANT_16X35,11.1,9249,20.4,1012359,18000.0,33.0,16.0,2022-04-07T07:51:23.409Z,27.0,130.915,1,18003.0,1
7697,DIAMANT25,12.7,9250,20.672,1019643,20000.0,33.0,25.0,2022-04-07T07:52:36.250Z,27.0,179.355,1,19869.0,1
7698,FRAS4_2X13,5.5,9252,20.382,1034934,20000.0,35.0,4.2,2022-04-07T07:55:09.163Z,29.0,109.371,1,20033.0,1
7699,DIAMANT25,6.8,9253,20.451,1215262,20000.0,25.0,25.0,2022-04-07T08:25:12.478Z,25.0,179.355,1,19965.0,1
7700,DIAMANT25,6.8,9254,20.502,1514847,20000.0,23.0,25.0,2022-04-07T09:15:08.386Z,23.0,179.355,1,19955.0,1
7701,SKRUBB20,12.3,9256,20.434,1905277,20000.0,22.0,20.0,2022-04-07T10:20:12.761Z,22.0,175.529,1,19930.0,1
7702,DIAMANT_12X35,10.6,9257,20.349,1912776,18000.0,28.0,12.0,2022-04-07T10:21:27.753Z,23.0,128.302,1,17969.0,1
7703,SKRUBB20,10.5,9259,20.332,1921777,20000.0,25.0,20.0,2022-04-07T10:22:57.764Z,23.0,175.529,1,19977.0,1
7704,DIAMANT_12X35,8.0,9260,20.264,1929266,18000.0,30.0,12.0,2022-04-07T10:24:12.656Z,24.0,128.302,1,17988.0,1
7705,SKRUBB20,10.9,9261,20.417,2280465,20000.0,22.0,20.0,2022-04-07T11:22:44.714Z,22.0,175.529,1,19945.0,1
7706,SKRUBB20,7.6,9263,20.281,2297895,20000.0,27.0,20.0,2022-04-07T11:25:39.018Z,24.0,175.529,1,20022.0,1
7707,SKRUBB20,13.2,9266,20.212,2602310,20000.0,23.0,20.0,2022-04-07T12:16:23.227Z,23.0,175.529,1,19961.0,1
7708,DIAMANT_12X35,5.0,9267,20.434,2608523,18000.0,28.0,12.0,2022-04-07T12:17:25.358Z,24.0,128.302,1,17988.0,1
7709,SKRUBB20,13.1,9269,20.332,2616578,20000.0,25.0,20.0,2022-04-07T12:18:45.910Z,24.0,175.529,1,19998.0,1
7710,DIAMANT_12X35,2.7,9270,20.349,2622796,18000.0,30.0,12.0,2022-04-07T12:19:48.091Z,24.0,128.302,1,17981.0,1
7711,SKRUBB20,12.8,9271,20.434,2660539,20000.0,24.0,20.0,2022-04-07T12:26:05.528Z,24.0,175.529,1,19982.0,1
7712,SKRUBB20,8.6,9273,20.604,2674773,20000.0,30.0,20.0,2022-04-07T12:28:27.871Z,25.0,175.529,1,19949.0,1
7713,SKRUBB20,7.4,9276,20.349,2771076,20000.0,25.0,20.0,2022-04-07T12:44:30.920Z,25.0,175.529,1,19980.0,1
7714,DIAMANT_12X35,6.9,9277,20.382,2777286,18000.0,30.0,12.0,2022-04-07T12:45:33.021Z,25.0,128.302,1,17954.0,1
7715,SKRUBB20,12.7,9279,20.502,2911232,20000.0,24.0,20.0,2022-04-07T13:07:52.508Z,24.0,175.529,1,19947.0,1
7716,DIAMANT_12X35,2.9,9280,20.382,2917415,18000.0,29.0,12.0,2022-04-07T13:08:54.339Z,24.0,128.302,1,17996.0,1
7717,SKRUBB20,12.8,9281,20.417,2966050,20000.0,24.0,20.0,2022-04-07T13:17:00.698Z,24.0,175.529,1,19960.0,1
7718,SKRUBB20,8.6,9283,20.434,2982184,20000.0,28.0,20.0,2022-04-07T13:19:42.041Z,25.0,175.529,1,20007.0,1
7719,SKRUBB20,7.5,9286,20.451,3229266,20000.0,24.0,20.0,2022-04-07T14:00:52.910Z,24.0,175.529,1,19958.0,1
7720,DIAMANT_12X35,5.1,9287,20.264,3235475,18000.0,29.0,12.0,2022-04-07T14:01:55.001Z,25.0,128.302,1,17959.0,1
7721,SKRUBB20,13.6,9288,20.382,3251080,20000.0,24.0,20.0,2022-04-07T14:04:31.054Z,24.0,175.529,1,20018.0,1
7722,SKRUBB20,8.3,9291,20.332,147691,20000.0,17.0,20.0,2022-04-08T05:32:51.339Z,17.0,175.529,1,19994.0,1
7723,DIAMANT_12X35,4.8,9292,20.468,153886,18000.0,22.0,12.0,2022-04-08T05:33:53.290Z,17.0,128.302,1,17952.0,1
7724,SKRUBB20,13.3,9294,20.485,161666,20000.0,20.0,20.0,2022-04-08T05:35:11.090Z,18.0,175.529,1,19964.0,1
7725,DIAMANT_12X35,8.7,9295,20.298,167845,18000.0,25.0,12.0,2022-04-08T05:36:12.881Z,20.0,128.302,1,18015.0,1
7726,SKRUBB20,13.7,9296,20.4,208361,20000.0,20.0,20.0,2022-04-08T05:42:58.043Z,20.0,175.529,1,20025.0,1
7727,SKRUBB20,9.5,9298,20.315,224994,20000.0,27.0,20.0,2022-04-08T05:45:44.374Z,24.0,175.529,1,20013.0,1
7728,SKRUBB20,8.0,9301,20.281,350662,20000.0,24.0,20.0,2022-04-08T06:06:41.062Z,24.0,175.529,1,19998.0,1
7729,DIAMANT_12X35,9.6,9302,20.518,358061,18000.0,30.0,12.0,2022-04-08T06:07:55.053Z,25.0,128.302,1,17965.0,1
7730,SKRUBB20,12.5,9304,20.264,366679,20000.0,27.0,20.0,2022-04-08T06:09:21.233Z,24.0,175.529,1,19912.0,1
7731,DIAMANT_12X35,6.9,9305,20.4,374079,18000.0,30.0,12.0,2022-04-08T06:10:35.234Z,25.0,128.302,1,17935.0,1
7732,SKRUBB20,12.2,9306,20.604,424549,20000.0,24.0,20.0,2022-04-08T06:18:59.938Z,24.0,175.529,1,19911.0,1
7733,SKRUBB20,8.7,9308,20.382,441783,20000.0,30.0,20.0,2022-04-08T06:21:52.279Z,27.0,175.529,1,19956.0,1
7734,SKRUBB20,8.8,9309,20.332,449742,20000.0,30.0,20.0,2022-04-08T06:23:11.869Z,27.0,175.529,1,19984.0,1
7735,SKRUBB20,7.3,9312,20.298,590124,20000.0,25.0,20.0,2022-04-08T06:46:35.700Z,24.0,175.529,1,19928.0,1
7736,DIAMANT_12X35,8.6,9313,20.298,598137,18000.0,30.0,12.0,2022-04-08T06:47:55.831Z,25.0,128.302,1,17961.0,1
7737,SKRUBB20,11.7,9315,20.502,607880,20000.0,27.0,20.0,2022-04-08T06:49:33.262Z,25.0,175.529,1,19982.0,1
7738,DIAMANT_12X35,3.7,9316,20.332,615890,18000.0,32.0,12.0,2022-04-08T06:50:53.363Z,25.0,128.302,1,18009.0,1
7739,SKRUBB20,12.2,9317,20.535,660160,20000.0,24.0,20.0,2022-04-08T06:58:16.066Z,24.0,175.529,1,19998.0,1
7740,SKRUBB20,8.8,9319,20.332,678470,20000.0,30.0,20.0,2022-04-08T07:01:19.168Z,27.0,175.529,1,19944.0,1
7741,SKRUBB20,7.5,9322,20.349,744984,20000.0,25.0,20.0,2022-04-08T07:12:24.313Z,25.0,175.529,1,19906.0,1
7742,DIAMANT_12X35,8.0,9323,20.382,753009,18000.0,30.0,12.0,2022-04-08T07:13:44.564Z,27.0,128.302,1,17965.0,1
7743,SKRUBB20,11.8,9324,20.179,771131,20000.0,25.0,20.0,2022-04-08T07:16:45.785Z,25.0,175.529,1,19972.0,1
7744,SKRUBB20,7.8,9326,20.382,1214948,20000.0,23.0,20.0,2022-04-08T08:30:43.993Z,23.0,175.529,1,19981.0,1
7745,DIAMANT_12X35,9.0,9328,20.417,1221421,18000.0,27.0,12.0,2022-04-08T08:31:48.724Z,23.0,128.302,1,18009.0,1
7746,SKRUBB20,13.8,9329,20.382,1228445,20000.0,25.0,20.0,2022-04-08T08:32:58.965Z,23.0,175.529,1,19993.0,1
7747,DIAMANT_12X35,9.0,9331,20.485,1234911,18000.0,27.0,12.0,2022-04-08T08:34:03.625Z,24.0,128.302,1,17976.0,1
7748,SKRUBB20,12.7,9332,20.468,1279024,20000.0,24.0,20.0,2022-04-08T08:41:24.759Z,23.0,175.529,1,19955.0,1
7749,SKRUBB20,9.3,9334,20.365,1296651,20000.0,30.0,20.0,2022-04-08T08:44:21.031Z,27.0,175.529,1,19952.0,1
7750,SKRUBB20,7.9,9336,20.382,1564940,20000.0,24.0,20.0,2022-04-08T09:29:03.945Z,24.0,175.529,1,19984.0,1
7751,DIAMANT_12X35,8.0,9338,20.451,1572591,18000.0,28.0,12.0,2022-04-08T09:30:20.455Z,25.0,128.302,1,18015.0,1
7752,SKRUBB20,8.5,9339,20.298,1579849,20000.0,27.0,20.0,2022-04-08T09:31:33.036Z,24.0,175.529,1,20022.0,1
7753,DIAMANT_12X35,11.1,9341,20.365,1587519,18000.0,29.0,12.0,2022-04-08T09:32:49.737Z,25.0,128.302,1,17990.0,1
7754,SKRUBB20,9.0,9342,20.382,1670437,20000.0,24.0,20.0,2022-04-08T09:46:38.924Z,24.0,175.529,1,19911.0,1
7755,SKRUBB20,7.2,9344,20.57,1688231,20000.0,29.0,20.0,2022-04-08T09:49:36.866Z,25.0,175.529,1,19918.0,1
7756,SKRUBB20,6.1,9346,20.349,1888577,20000.0,25.0,20.0,2022-04-08T10:23:00.344Z,24.0,175.529,1,20005.0,1
7757,DIAMANT_12X35,5.4,9348,20.349,1896224,18000.0,28.0,12.0,2022-04-08T10:24:16.815Z,25.0,128.302,1,17997.0,1
7758,SKRUBB20,12.0,9349,20.57,1905420,20000.0,25.0,20.0,2022-04-08T10:25:48.775Z,25.0,175.529,1,19924.0,1
7759,DIAMANT_12X35,4.3,9351,23.766,1913068,18000.0,29.0,12.0,2022-04-08T10:27:05.256Z,25.0,128.302,1,17965.0,1
7760,SKRUBB20,12.5,9352,20.434,1984544,20000.0,25.0,20.0,2022-04-08T10:39:00.023Z,24.0,175.529,1,20003.0,1
7761,SKRUBB20,9.2,9354,20.315,2002720,20000.0,29.0,20.0,2022-04-08T10:42:01.784Z,25.0,175.529,1,19952.0,1
7762,SKRUBB20,8.2,9356,20.332,94534,20000.0,17.0,20.0,2022-04-11T05:21:04.007Z,15.0,175.529,1,19989.0,1
7763,DIAMANT_12X35,2.7,9358,20.723,102025,18000.0,20.0,12.0,2022-04-11T05:22:18.918Z,17.0,128.302,1,17992.0,1
7764,SKRUBB20,12.3,9359,20.332,135480,20000.0,18.0,20.0,2022-04-11T05:27:53.470Z,18.0,175.529,1,19974.0,1
7765,SKRUBB20,9.3,9361,20.417,154176,20000.0,24.0,20.0,2022-04-11T05:31:00.431Z,22.0,175.529,1,19980.0,1
7766,SKRUBB20,9.5,9363,20.247,484522,20000.0,22.0,20.0,2022-04-11T06:26:03.915Z,22.0,175.529,1,20023.0,1
7767,SKRUBB20,12.3,9364,20.552,513771,20000.0,32.0,20.0,2022-04-11T06:30:56.408Z,27.0,175.529,1,19936.0,1
7768,SKRUBB20,9.4,9366,20.349,670570,20000.0,25.0,20.0,2022-04-11T06:57:04.411Z,25.0,175.529,1,19995.0,1
7769,SKRUBB20,9.1,9368,20.434,685235,20000.0,29.0,20.0,2022-04-11T06:59:31.063Z,25.0,175.529,1,19931.0,1
