,DIAM,UTE,@timestamp,spindleRpm,bearingsCelsius,VibromPeak,idChiave,rpmSetPoint,statoRot,CurrentPeak,statorCelsius,LUNG,ist_acc,numTP
0,300.0,B6314B0058-1-LAMA300,2022-02-11T16:16:39.557Z,0.0,0.0,,8167,5000.0,1,5.46,0.0,1.6,17850960,2
1,8.0,AGGRE115M-4-302_1,2022-02-11T16:17:05.345Z,0.0,0.0,,8168,4500.0,1,5.8,0.0,75.0,17863854,4
2,300.0,B6314B0058-1-LAMA300,2022-02-11T16:29:36.692Z,0.0,0.0,,8172,5000.0,1,5.33,0.0,1.6,18239525,2
3,8.0,AGGRE115M-2-302_2,2022-02-11T16:29:50.648Z,0.0,0.0,,8173,4500.0,1,5.78,0.0,75.0,18246503,4
4,8.0,AGGRE115M-2-302_2,2022-02-11T16:29:55.918Z,0.0,0.0,,8173,4500.0,1,3.61,0.0,75.0,18249138,4
5,8.0,AGGRE115M-2-302_2,2022-02-11T16:30:06.184Z,0.0,0.0,,8173,4500.0,1,3.76,0.0,75.0,18254271,4
6,300.0,B6314B0058-1-LAMA300,2022-02-11T16:47:05.276Z,0.0,0.0,,8177,5000.0,1,5.29,0.0,1.6,18763814,2
7,8.0,AGGRE115M-2-302_2,2022-02-11T16:47:19.351Z,0.0,0.0,,8178,4500.0,1,5.95,0.0,75.0,18770851,4
8,8.0,AGGRE115M-2-302_2,2022-02-11T16:47:24.795Z,0.0,0.0,,8178,4500.0,1,3.49,0.0,75.0,18773573,4
9,8.0,AGGRE115M-2-302_2,2022-02-11T16:47:35.303Z,0.0,0.0,,8178,4500.0,1,3.92,0.0,75.0,18778827,4
10,300.0,B6314B0058-1-LAMA300,2022-02-14T14:09:43.153Z,0.0,0.0,,8182,5000.0,1,5.29,0.0,1.6,14114735,2
11,8.0,AGGRE115M-2-302_2,2022-02-14T14:09:57.451Z,0.0,0.0,,8183,4500.0,1,5.76,0.0,75.0,14121884,4
12,8.0,AGGRE115M-2-302_2,2022-02-14T14:10:02.839Z,0.0,0.0,,8183,4500.0,1,3.59,0.0,75.0,14124578,4
13,8.0,AGGRE115M-2-302_2,2022-02-14T14:10:13.283Z,0.0,0.0,,8183,4500.0,1,3.74,0.0,75.0,14129800,4
14,300.0,B6314B0058-1-LAMA300,2022-02-14T14:14:58.259Z,0.0,0.0,,8189,5000.0,1,5.35,0.0,1.6,14272287,2
15,8.0,AGGRE115M-2-302_2,2022-02-14T14:15:31.175Z,0.0,0.0,,8190,4500.0,1,3.55,0.0,75.0,14288745,4
16,8.0,AGGRE115M-2-302_2,2022-02-14T14:15:24.387Z,0.0,0.0,,8190,4500.0,1,6.05,0.0,75.0,14285351,4
17,8.0,AGGRE115M-2-302_2,2022-02-14T14:15:41.417Z,0.0,0.0,,8190,4500.0,1,4.17,0.0,75.0,14293866,4
18,8.0,AGGRE115M-2-302_2,2022-02-14T14:15:49.919Z,0.0,0.0,,8190,4500.0,1,3.57,0.0,75.0,14298117,4
19,8.0,AGGRE115M-2-302_2,2022-02-14T14:16:00.165Z,0.0,0.0,,8190,4500.0,1,3.59,0.0,75.0,14303240,4
20,300.0,B6314B0058-1-LAMA300,2022-02-14T14:26:14.617Z,0.0,0.0,,8195,5000.0,1,5.56,0.0,1.6,14610464,2
21,8.0,AGGRE115M-4-302_1,2022-02-14T14:26:40.091Z,0.0,0.0,,8196,4500.0,1,5.68,0.0,75.0,14623201,4
22,8.0,AGGRE115M-4-302_1,2022-02-14T14:26:47.219Z,0.0,0.0,,8196,4500.0,1,3.57,0.0,75.0,14626765,4
23,8.0,AGGRE115M-4-302_1,2022-02-14T14:26:53.939Z,0.0,0.0,,8196,4500.0,1,3.64,0.0,75.0,14630125,4
24,8.0,AGGRE115M-4-302_1,2022-02-14T14:26:59.695Z,0.0,0.0,,8196,4500.0,1,3.74,0.0,75.0,14633003,4
25,8.0,AGGRE115M-4-302_1,2022-02-14T14:27:13.819Z,0.0,0.0,,8196,4500.0,1,3.68,0.0,75.0,14640065,4
26,8.0,AGGRE115M-4-302_1,2022-02-14T14:27:23.719Z,0.0,0.0,,8196,4500.0,1,3.68,0.0,75.0,14645015,4
27,300.0,B6314B0058-1-LAMA300,2022-02-14T14:33:29.334Z,0.0,0.0,,8202,5000.0,1,5.33,0.0,1.6,14827821,2
28,8.0,AGGRE115M-2-302_2,2022-02-14T14:33:59.400Z,0.0,0.0,,8203,4500.0,1,3.92,0.0,75.0,14842854,4
29,8.0,AGGRE115M-2-302_2,2022-02-14T14:33:43.534Z,0.0,0.0,,8203,4500.0,1,5.72,0.0,75.0,14834921,4
30,8.0,AGGRE115M-2-302_2,2022-02-14T14:33:48.938Z,0.0,0.0,,8203,4500.0,1,3.59,0.0,75.0,14837623,4
31,300.0,B6314B0058-1-LAMA300,2022-02-14T14:38:38.752Z,0.0,0.0,,8209,5000.0,1,5.29,0.0,1.6,14982529,2
32,8.0,AGGRE115M-4-302_1,2022-02-14T14:39:04.140Z,0.0,0.0,,8210,4500.0,1,6.03,0.0,75.0,14995223,4
33,8.0,AGGRE115M-4-302_1,2022-02-14T14:39:10.868Z,0.0,0.0,,8210,4500.0,1,3.47,0.0,75.0,14998587,4
34,8.0,AGGRE115M-4-302_1,2022-02-14T14:39:16.828Z,0.0,0.0,,8210,4500.0,1,3.76,0.0,75.0,15001567,4
35,8.0,AGGRE115M-4-302_1,2022-02-14T14:39:33.908Z,0.0,0.0,,8210,4500.0,1,3.59,0.0,75.0,15010107,4
36,8.0,AGGRE115M-4-302_1,2022-02-14T14:39:21.972Z,0.0,0.0,,8210,4500.0,1,3.37,0.0,75.0,15004139,4
37,8.0,AGGRE115M-4-302_1,2022-02-14T14:39:43.512Z,0.0,0.0,,8210,4500.0,1,3.57,0.0,75.0,15014909,4
38,8.0,AGGRE115M-2-302_2,2022-02-15T07:46:22.871Z,0.0,0.0,,8217,4500.0,1,5.72,0.0,75.0,2502658,4
39,8.0,AGGRE115M-2-302_2,2022-02-15T07:46:27.815Z,0.0,0.0,,8217,4500.0,1,3.66,0.0,75.0,2505130,4
40,8.0,AGGRE115M-2-302_2,2022-02-15T07:46:36.955Z,0.0,0.0,,8217,4500.0,1,3.59,0.0,75.0,2509700,4
41,300.0,B6314B0058-1-LAMA300,2022-02-15T07:46:08.881Z,0.0,0.0,,8216,5000.0,1,5.39,0.0,1.6,2495663,2
42,300.0,B6314B0058-1-LAMA300,2022-02-15T07:55:25.568Z,0.0,0.0,,8225,5000.0,1,5.19,0.0,1.6,2774005,2
43,8.0,AGGRE115M-2-302_2,2022-02-15T07:55:39.176Z,0.0,0.0,,8226,4500.0,1,5.7,0.0,75.0,2780809,4
44,8.0,AGGRE115M-2-302_2,2022-02-15T07:55:44.220Z,0.0,0.0,,8226,4500.0,1,3.55,0.0,75.0,2783331,4
45,8.0,AGGRE115M-2-302_2,2022-02-15T07:55:53.388Z,0.0,0.0,,8226,4500.0,1,3.7,0.0,75.0,2787915,4
46,300.0,B6314B0058-1-LAMA300,2022-02-16T15:35:16.293Z,0.0,0.0,,8234,5000.0,1,5.21,0.0,1.6,16557503,2
47,8.0,AGGRE115M-2-302_2,2022-02-16T15:35:29.921Z,0.0,0.0,,8235,4500.0,1,5.78,0.0,75.0,16564317,4
48,8.0,AGGRE115M-2-302_2,2022-02-16T15:35:34.601Z,0.0,0.0,,8235,4500.0,1,3.64,0.0,75.0,16566657,4
49,8.0,AGGRE115M-2-302_2,2022-02-16T15:35:44.261Z,0.0,0.0,,8235,4500.0,1,3.61,0.0,75.0,16571487,4
50,300.0,B6314B0058-1-LAMA300,2022-02-16T15:38:59.443Z,0.0,0.0,,8241,5000.0,1,5.21,0.0,1.6,16669077,2
51,8.0,AGGRE115M-2-302_2,2022-02-16T15:39:13.313Z,0.0,0.0,,8242,4500.0,1,5.78,0.0,75.0,16676012,4
52,8.0,AGGRE115M-2-302_2,2022-02-16T15:39:18.257Z,0.0,0.0,,8242,4500.0,1,3.66,0.0,75.0,16678484,4
53,8.0,AGGRE115M-2-302_2,2022-02-16T15:39:28.109Z,0.0,0.0,,8242,4500.0,1,3.59,0.0,75.0,16683410,4
54,300.0,B6314B0058-1-LAMA300,2022-02-17T08:55:30.915Z,0.0,0.0,,8248,5000.0,1,5.31,0.0,1.6,4558438,2
55,8.0,AGGRE115M-2-302_2,2022-02-17T08:58:20.256Z,0.0,0.0,,8250,4500.0,1,5.86,0.0,75.0,4643108,4
56,8.0,AGGRE115M-2-302_2,2022-02-17T08:58:27.928Z,0.0,0.0,,8250,4500.0,1,3.59,0.0,75.0,4646944,4
57,8.0,AGGRE115M-2-302_2,2022-02-17T08:58:41.446Z,0.0,0.0,,8250,4500.0,1,3.7,0.0,75.0,4653703,4
58,8.0,AGGRE115M-2-302_2,2022-02-17T08:58:50.466Z,0.0,0.0,,8250,4500.0,1,3.55,0.0,75.0,4658213,4
59,8.0,AGGRE115M-2-302_2,2022-02-17T08:59:04.010Z,0.0,0.0,,8250,4500.0,1,3.7,0.0,75.0,4664985,4
60,8.0,AGGRE115M-4-302_1,2022-02-17T09:00:52.841Z,0.0,0.0,,8252,4500.0,1,5.97,0.0,75.0,4719400,4
61,300.0,B6314B0058-1-LAMA300,2022-02-17T09:03:32.440Z,0.0,0.0,,8253,5000.0,1,5.21,0.0,1.6,4799199,2
62,8.0,AGGRE115M-4-302_1,2022-02-17T09:03:57.378Z,0.0,0.0,,8254,4500.0,1,5.72,0.0,75.0,4811668,4
63,8.0,AGGRE115M-4-302_1,2022-02-17T09:04:04.124Z,0.0,0.0,,8254,4500.0,1,3.72,0.0,75.0,4815041,4
64,8.0,AGGRE115M-4-302_1,2022-02-17T09:04:10.606Z,0.0,0.0,,8254,4500.0,1,3.59,0.0,75.0,4818282,4
65,8.0,AGGRE115M-4-302_1,2022-02-17T09:04:15.628Z,0.0,0.0,,8254,4500.0,1,3.59,0.0,75.0,4820793,4
66,8.0,AGGRE115M-4-302_1,2022-02-17T09:04:22.172Z,0.0,0.0,,8254,4500.0,1,3.45,0.0,75.0,4824065,4
67,8.0,AGGRE115M-4-302_1,2022-02-17T09:04:26.252Z,0.0,0.0,,8254,4500.0,1,3.57,0.0,75.0,4826105,4
68,8.0,AGGRE115M-4-302_1,2022-02-17T09:04:32.801Z,0.0,0.0,,8254,4500.0,1,3.66,0.0,75.0,4829379,4
69,8.0,AGGRE115M-4-302_1,2022-02-17T09:04:37.801Z,0.0,0.0,,8254,4500.0,1,3.68,0.0,75.0,4831879,4
70,8.0,AGGRE115M-4-302_1,2022-02-17T09:08:55.172Z,0.0,0.0,,8258,4500.0,1,5.95,0.0,75.0,4960564,4
71,300.0,B6314B0058-1-LAMA300,2022-02-17T09:38:07.605Z,0.0,0.0,,8259,5000.0,1,5.21,0.0,1.6,5836772,2
72,8.0,AGGRE115M-2-302_2,2022-02-17T09:38:21.608Z,0.0,0.0,,8260,4500.0,1,5.66,0.0,75.0,5843773,4
73,8.0,AGGRE115M-2-302_2,2022-02-17T09:38:26.872Z,0.0,0.0,,8260,4500.0,1,3.47,0.0,75.0,5846405,4
74,8.0,AGGRE115M-2-302_2,2022-02-17T09:38:37.124Z,0.0,0.0,,8260,4500.0,1,3.64,0.0,75.0,5851531,4
75,300.0,B6314B0058-1-LAMA300,2022-02-17T09:42:58.052Z,0.0,0.0,,8266,5000.0,1,5.48,0.0,1.6,5981994,2
76,8.0,AGGRE115M-2-302_2,2022-02-17T09:43:24.408Z,0.0,0.0,,8267,4500.0,1,5.56,0.0,75.0,5995172,4
77,8.0,AGGRE115M-2-302_2,2022-02-17T09:43:31.232Z,0.0,0.0,,8267,4500.0,1,3.59,0.0,75.0,5998584,4
78,8.0,AGGRE115M-2-302_2,2022-02-17T09:43:41.636Z,0.0,0.0,,8267,4500.0,1,3.9,0.0,75.0,6003786,4
79,8.0,AGGRE115M-2-302_2,2022-02-17T09:43:50.156Z,0.0,0.0,,8267,4500.0,1,3.47,0.0,75.0,6008046,4
80,8.0,AGGRE115M-2-302_2,2022-02-17T09:44:00.586Z,0.0,0.0,,8267,4500.0,1,3.82,0.0,75.0,6013261,4
81,300.0,B6314B0058-1-LAMA300,2022-02-17T09:50:14.899Z,0.0,0.0,,8272,5000.0,1,5.27,0.0,1.6,6200416,2
82,8.0,AGGRE115M-2-302_2,2022-02-17T09:50:39.641Z,0.0,0.0,,8273,4500.0,1,5.95,0.0,75.0,6212787,4
83,8.0,AGGRE115M-2-302_2,2022-02-17T09:50:47.525Z,0.0,0.0,,8273,4500.0,1,3.59,0.0,75.0,6216729,4
84,8.0,AGGRE115M-2-302_2,2022-02-17T09:50:56.909Z,0.0,0.0,,8273,4500.0,1,3.94,0.0,75.0,6221421,4
85,8.0,AGGRE115M-2-302_2,2022-02-17T09:51:09.287Z,0.0,0.0,,8273,4500.0,1,3.64,0.0,75.0,6227610,4
86,8.0,AGGRE115M-2-302_2,2022-02-17T09:51:18.690Z,0.0,0.0,,8273,4500.0,1,3.78,0.0,75.0,6232311,4
87,8.0,AGGRE115M-2-302_2,2022-02-17T09:56:43.728Z,0.0,0.0,,8280,4500.0,1,5.86,0.0,75.0,6394829,4
88,8.0,AGGRE115M-2-302_2,2022-02-17T09:56:49.250Z,0.0,0.0,,8280,4500.0,1,3.59,0.0,75.0,6397590,4
89,8.0,AGGRE115M-2-302_2,2022-02-17T09:56:59.692Z,0.0,0.0,,8280,4500.0,1,3.59,0.0,75.0,6402811,4
90,300.0,B6314B0058-1-LAMA300,2022-02-17T09:56:29.452Z,0.0,0.0,,8279,5000.0,1,5.21,0.0,1.6,6387691,2
91,300.0,B6314B0058-1-LAMA300,2022-02-17T10:02:04.026Z,0.0,0.0,,8287,5000.0,1,5.46,0.0,1.6,6554977,2
92,8.0,AGGRE115M-2-302_2,2022-02-17T10:02:28.851Z,0.0,0.0,,8288,4500.0,1,5.8,0.0,75.0,6567389,4
93,8.0,AGGRE115M-2-302_2,2022-02-17T10:02:36.731Z,0.0,0.0,,8288,4500.0,1,3.7,0.0,75.0,6571329,4
94,8.0,AGGRE115M-2-302_2,2022-02-17T10:02:46.131Z,0.0,0.0,,8288,4500.0,1,3.61,0.0,75.0,6576029,4
95,8.0,AGGRE115M-2-302_2,2022-02-17T10:02:57.979Z,0.0,0.0,,8288,4500.0,1,3.59,0.0,75.0,6581953,4
96,8.0,AGGRE115M-2-302_2,2022-02-17T10:03:07.403Z,0.0,0.0,,8288,4500.0,1,3.78,0.0,75.0,6586665,4
97,149.5,02,2022-02-11T16:18:20.053Z,8157.0,19.0,0.3,8169,8700.0,1,15.222,20.0,210.0,17901208,1
98,175.0,01,2022-02-11T16:19:32.950Z,6993.0,18.0,0.8,8170,7500.0,1,27.094,20.0,219.5,17937656,21
99,95.0,04,2022-02-11T16:21:05.224Z,7134.0,19.0,0.5,8171,7500.0,1,16.697,22.0,162.0,17983793,1
100,174.0,16,2022-02-11T16:30:13.414Z,6933.0,20.0,0.2,8174,7300.0,1,19.794,21.0,66.0,18257886,1
101,145.0,27,2022-02-11T16:30:53.694Z,8860.0,18.0,1.2,8175,9700.0,1,32.425,20.0,222.25,18278026,21
102,105.0,15,2022-02-11T16:31:33.493Z,10273.0,19.0,0.2,8176,11000.0,1,15.192,22.0,66.0,18297925,1
103,174.0,16,2022-02-11T16:47:42.589Z,6816.0,19.0,0.2,8179,7300.0,1,20.296,20.0,66.0,18782470,1
104,145.0,27,2022-02-11T16:48:18.913Z,8860.0,18.0,1.2,8180,9700.0,1,32.084,20.0,222.25,18800632,21
105,105.0,15,2022-02-11T16:48:48.899Z,10146.0,19.0,0.2,8181,11000.0,1,15.34,21.0,66.0,18815625,1
106,174.0,16,2022-02-14T14:10:20.945Z,6841.0,18.0,0.2,8184,7300.0,1,20.059,18.0,66.0,14133631,1
107,145.0,27,2022-02-14T14:10:52.235Z,9047.0,17.0,0.8,8185,9700.0,1,32.425,19.0,222.25,14149276,21
108,105.0,15,2022-02-14T14:11:28.446Z,10166.0,17.0,0.2,8186,11000.0,1,15.192,19.0,66.0,14167381,1
109,165.0,21,2022-02-14T14:12:31.734Z,8200.0,18.0,0.3,8187,8800.0,1,15.605,20.0,169.5,14199025,1
110,160.0,17,2022-02-14T14:13:31.084Z,7518.0,17.0,0.8,8188,8100.0,1,29.542,19.0,66.0,14228700,21
111,174.0,16,2022-02-14T14:16:07.117Z,6838.0,18.0,0.4,8191,7300.0,1,19.912,20.0,66.0,14306716,1
112,145.0,27,2022-02-14T14:17:17.636Z,9029.0,17.0,1.4,8192,9700.0,1,32.054,19.0,222.25,14341975,21
113,105.0,15,2022-02-14T14:17:58.808Z,10346.0,18.0,0.3,8193,11000.0,1,15.163,21.0,66.0,14362561,1
114,174.0,16,2022-02-14T14:19:08.862Z,6766.0,18.0,0.3,8194,7300.0,1,19.971,22.0,66.0,14397588,1
115,90.0,13,2022-02-14T14:27:31.930Z,10071.0,17.0,0.4,8197,11000.0,1,31.837,19.0,147.0,14649120,21
116,137.0,09,2022-02-14T14:28:37.294Z,8857.0,18.0,0.2,8198,9500.0,1,15.281,19.0,195.699,14681802,1
117,145.0,27,2022-02-14T14:29:52.192Z,8827.0,17.0,1.6,8199,9700.0,1,30.597,22.0,222.25,14719251,21
118,105.0,15,2022-02-14T14:30:23.941Z,10356.0,18.0,0.2,8200,11000.0,1,15.163,21.0,66.0,14735125,1
119,174.0,16,2022-02-14T14:31:53.083Z,6834.0,18.0,0.3,8201,7300.0,1,20.237,21.0,66.0,14779696,1
120,174.0,16,2022-02-14T14:34:06.350Z,6776.0,18.0,0.2,8204,7300.0,1,19.351,22.0,66.0,14846329,1
121,145.0,27,2022-02-14T14:34:43.436Z,9063.0,17.0,1.6,8205,9700.0,1,28.24,20.0,222.25,14864872,21
122,105.0,15,2022-02-14T14:35:09.672Z,10310.0,18.0,0.2,8206,11000.0,1,15.34,22.0,66.0,14877990,1
123,80.0,22,2022-02-14T14:35:38.041Z,13646.0,17.0,1.5,8207,15000.0,1,33.325,22.0,95.5,14892174,21
124,181.0,19,2022-02-14T14:37:00.375Z,8472.0,19.0,0.3,8208,9000.0,1,19.823,22.0,66.0,14933341,1
125,90.0,13,2022-02-14T14:39:51.830Z,10255.0,18.0,0.6,8211,11000.0,1,32.425,22.0,147.0,15019068,21
126,137.0,09,2022-02-14T14:40:51.738Z,8959.0,19.0,0.2,8212,9500.0,1,15.192,21.0,195.699,15049022,1
127,145.0,27,2022-02-14T14:41:58.341Z,8846.0,19.0,0.9,8213,9700.0,1,32.054,23.0,222.25,15082323,21
128,105.0,15,2022-02-14T14:42:25.161Z,10347.0,19.0,0.3,8214,11000.0,1,15.31,22.0,66.0,15095733,1
129,174.0,16,2022-02-14T14:43:22.407Z,6937.0,19.0,0.3,8215,7300.0,1,20.118,23.0,66.0,15124356,1
130,174.0,16,2022-02-15T07:46:42.539Z,6731.0,13.0,0.8,8218,7300.0,1,30.318,15.0,66.0,2512492,21
131,162.169,20,2022-02-15T07:47:43.614Z,7555.0,13.0,0.2,8219,8100.0,1,15.31,13.0,144.0,2543029,1
132,24.0,204,2022-02-15T07:48:06.778Z,13009.0,13.0,0.7,8220,14000.0,1,30.783,18.0,145.0,2554611,21
133,105.0,12,2022-02-15T07:49:23.030Z,9054.0,13.0,0.2,8221,9600.0,1,15.222,14.0,144.8,2592737,1
134,30.0,205,2022-02-15T07:50:35.346Z,13754.0,15.0,0.8,8222,15000.0,1,29.481,19.0,92.0,2628895,21
135,174.0,16,2022-02-15T07:51:21.881Z,6883.0,14.0,0.4,8223,7300.0,1,19.646,16.0,66.0,2652162,1
136,10.0,FORA_10,2022-02-15T07:52:03.351Z,4591.0,15.0,0.5,8224,5000.0,1,27.745,19.0,158.0,2672897,21
137,174.0,16,2022-02-15T07:55:59.472Z,6719.0,14.0,0.9,8227,7300.0,1,30.473,17.0,66.0,2790957,21
138,162.169,20,2022-02-15T07:56:54.162Z,7695.0,14.0,0.2,8228,8100.0,1,15.192,15.0,144.0,2818302,1
139,24.0,204,2022-02-15T07:57:18.026Z,12996.0,15.0,0.8,8229,14000.0,1,32.549,20.0,145.0,2830234,21
140,105.0,11,2022-02-15T07:58:50.231Z,8484.0,14.0,0.2,8230,9100.0,1,15.458,16.0,145.0,2876336,1
141,30.0,205,2022-02-15T07:59:57.551Z,13670.0,17.0,0.7,8231,15000.0,1,28.117,22.0,92.0,2909996,21
142,174.0,16,2022-02-15T08:00:35.637Z,6713.0,15.0,0.4,8232,7300.0,1,19.794,18.0,66.0,2929039,1
143,10.0,FORA_10,2022-02-15T08:01:11.459Z,4631.0,17.0,0.5,8233,5000.0,1,33.325,20.0,158.0,2946950,21
144,174.0,16,2022-02-16T15:35:51.797Z,6518.0,19.0,0.3,8236,7300.0,1,20.473,19.0,66.0,16575255,1
145,145.0,27,2022-02-16T15:36:33.772Z,9055.0,17.0,0.5,8237,9700.0,1,27.745,20.0,222.25,16596242,21
146,105.0,15,2022-02-16T15:36:52.526Z,9666.0,19.0,0.2,8238,11000.0,1,15.399,21.0,66.0,16605619,1
147,165.0,21,2022-02-16T15:37:30.364Z,7889.0,19.0,0.3,8239,8800.0,1,15.487,21.0,169.5,16624538,1
148,160.0,17,2022-02-16T15:38:04.946Z,7533.0,17.0,0.8,8240,8100.0,1,33.169,20.0,66.0,16641829,21
149,174.0,16,2022-02-16T15:39:35.487Z,6581.0,19.0,0.3,8243,7300.0,1,19.912,21.0,66.0,16687099,1
150,145.0,27,2022-02-16T15:40:18.383Z,9051.0,17.0,1.0,8244,9700.0,1,26.598,20.0,222.25,16708547,21
151,105.0,15,2022-02-16T15:40:37.463Z,9689.0,19.0,0.3,8245,11000.0,1,15.222,22.0,66.0,16718087,1
152,80.0,22,2022-02-16T15:41:01.564Z,13699.0,17.0,1.4,8246,15000.0,1,30.69,22.0,95.5,16730137,21
153,181.0,19,2022-02-16T15:41:48.696Z,8024.0,19.0,0.3,8247,9000.0,1,20.03,22.0,66.0,16753703,1
154,175.0,01,2022-02-17T08:55:57.553Z,7026.0,15.0,0.3,8249,7500.0,1,16.077,16.0,220.0,4571757,1
155,95.0,04,2022-02-17T08:59:11.586Z,7118.0,15.0,0.3,8251,7500.0,1,16.343,18.0,162.0,4668773,1
156,149.5,02,2022-02-17T09:04:47.911Z,8262.0,16.0,0.3,8255,8700.0,1,15.222,18.0,209.699,4836934,1
157,175.0,01,2022-02-17T09:06:14.811Z,6999.0,15.0,0.8,8256,7500.0,1,27.806,17.0,220.0,4880384,21
158,95.0,04,2022-02-17T09:07:32.276Z,6978.0,16.0,0.4,8257,7500.0,1,16.343,19.0,162.0,4919116,1
159,174.0,16,2022-02-17T09:38:44.404Z,6938.0,17.0,0.3,8261,7300.0,1,19.351,18.0,66.0,5855171,1
160,145.0,27,2022-02-17T09:39:27.350Z,9041.0,17.0,1.3,8262,9700.0,1,31.992,18.0,222.25,5876644,21
161,105.0,15,2022-02-17T09:39:52.466Z,10252.0,17.0,0.4,8263,11000.0,1,15.222,19.0,66.0,5889202,1
162,165.0,21,2022-02-17T09:40:39.093Z,8258.0,17.0,0.3,8264,8800.0,1,15.34,20.0,169.5,5912515,1
163,160.0,17,2022-02-17T09:41:32.281Z,7427.0,17.0,0.8,8265,8100.0,1,32.612,19.0,66.0,5939109,21
164,174.0,16,2022-02-17T09:44:07.516Z,6894.0,18.0,0.3,8268,7300.0,1,20.089,19.0,66.0,6016726,1
165,145.0,27,2022-02-17T09:45:35.485Z,8867.0,17.0,0.7,8269,9700.0,1,29.605,18.0,222.25,6060710,21
166,105.0,15,2022-02-17T09:46:15.087Z,10219.0,18.0,0.2,8270,11000.0,1,15.192,21.0,66.0,6080511,1
167,174.0,16,2022-02-17T09:48:19.540Z,6806.0,18.0,0.4,8271,7300.0,1,19.381,22.0,66.0,6142737,1
168,90.0,13,2022-02-17T09:51:26.920Z,9939.0,17.0,0.4,8274,11000.0,1,32.674,19.0,147.0,6236426,21
169,137.0,09,2022-02-17T09:52:41.228Z,8930.0,18.0,0.2,8275,9500.0,1,15.546,20.0,195.699,6273580,1
170,145.0,27,2022-02-17T09:54:04.633Z,8844.0,17.0,0.7,8276,9700.0,1,27.063,20.0,222.25,6315282,21
171,105.0,15,2022-02-17T09:54:26.593Z,10180.0,18.0,0.4,8277,11000.0,1,15.163,22.0,66.0,6326262,1
172,174.0,16,2022-02-17T09:55:15.449Z,6826.0,18.0,0.3,8278,7300.0,1,19.971,22.0,66.0,6350690,1
173,174.0,16,2022-02-17T09:57:06.680Z,6804.0,19.0,0.3,8281,7300.0,1,19.764,22.0,66.0,6406305,1
174,145.0,27,2022-02-17T09:57:51.043Z,8878.0,17.0,0.8,8282,9700.0,1,31.0,20.0,222.25,6428486,21
175,105.0,15,2022-02-17T09:58:15.127Z,10218.0,18.0,0.3,8283,11000.0,1,15.458,23.0,66.0,6440528,1
176,80.0,22,2022-02-17T09:58:43.759Z,13545.0,17.0,1.8,8284,15000.0,1,26.784,22.0,95.5,6454844,21
177,181.0,19,2022-02-17T09:59:31.643Z,8321.0,19.0,0.3,8285,9000.0,1,20.679,22.0,66.0,6478786,1
178,12.0,207,2022-02-17T09:59:57.366Z,14816.0,18.0,0.5,8286,16000.0,1,32.674,23.0,178.5,6491647,21
179,90.0,13,2022-02-17T10:03:15.687Z,10094.0,19.0,0.4,8289,11000.0,1,29.822,22.0,147.0,6590807,21
180,137.0,09,2022-02-17T10:04:29.870Z,9090.0,19.0,0.2,8290,9500.0,1,15.34,21.0,195.699,6627898,1
181,145.0,27,2022-02-17T10:05:53.356Z,8886.0,19.0,1.3,8291,9700.0,1,28.055,23.0,222.25,6669641,21
182,105.0,15,2022-02-17T10:06:15.200Z,10428.0,19.0,0.3,8292,11000.0,1,15.192,23.0,66.0,6680563,1
183,174.0,16,2022-02-17T10:07:04.027Z,6814.0,19.0,0.3,8293,7300.0,1,20.237,23.0,66.0,6704976,1
184,300.0,B6314B0058-1-LAMA300,2022-02-17T13:39:45.769Z,0.0,0.0,,8294,5000.0,1,5.27,0.0,1.6,13085793,2
185,8.0,AGGRE115M-2-302_2,2022-02-17T13:39:59.979Z,0.0,0.0,,8295,4500.0,1,5.93,0.0,75.0,13092898,4
186,8.0,AGGRE115M-2-302_2,2022-02-17T13:40:05.119Z,0.0,0.0,,8295,4500.0,1,3.59,0.0,75.0,13095468,4
187,8.0,AGGRE115M-2-302_2,2022-02-17T13:40:15.301Z,0.0,0.0,,8295,4500.0,1,3.68,0.0,75.0,13100559,4
188,300.0,B6314B0058-1-LAMA300,2022-02-17T16:03:05.082Z,0.0,0.0,,8303,5000.0,1,5.31,0.0,1.6,17385411,2
189,8.0,AGGRE115M-2-302_2,2022-02-17T16:03:18.966Z,0.0,0.0,,8304,4500.0,1,5.68,0.0,75.0,17392353,4
190,8.0,AGGRE115M-2-302_2,2022-02-17T16:03:24.084Z,0.0,0.0,,8304,4500.0,1,3.57,0.0,75.0,17394912,4
191,8.0,AGGRE115M-2-302_2,2022-02-17T16:03:34.112Z,0.0,0.0,,8304,4500.0,1,3.57,0.0,75.0,17399926,4
192,300.0,B6314B0058-1-LAMA300,2022-02-18T13:06:05.269Z,0.0,0.0,,8312,5000.0,1,5.27,0.0,1.6,12085864,2
193,300.0,B6314B0058-1-LAMA300,2022-02-18T13:32:24.729Z,0.0,0.0,,8318,5000.0,1,5.43,0.0,1.6,12875589,2
194,300.0,B6314B0058-1-LAMA300,2022-02-18T13:36:41.351Z,0.0,0.0,,8324,5000.0,1,5.27,0.0,1.6,13003899,2
195,300.0,B6314B0058-1-LAMA300,2022-02-18T13:46:03.660Z,0.0,0.0,,8330,5000.0,1,5.25,0.0,1.6,13285052,2
