,spindleRpm,statorCelsius,VibromPeak,ist_acc,LUNG,@timestamp,DIAM,numTP,CurrentPeak,rpmSetPoint,bearingsCelsius,statoRot,UTE,idChiave
0,16022.0,25.0,1.7,1646413,137.5,2020-11-20T10:31:35.720Z,50.0,1,20.315,16000.0,23.0,1,615_B1,2904
1,17977.0,27.0,1.8,1649039,132.0,2020-11-20T10:32:01.980Z,35.0,1,20.212,18000.0,23.0,1,615_C1,2905
2,15955.0,27.0,1.9,1662405,137.5,2020-11-20T10:34:15.642Z,50.0,1,20.281,16000.0,23.0,1,615_B1,2906
3,18003.0,27.0,2.0,1665044,132.0,2020-11-20T10:34:42.032Z,35.0,1,20.247,18000.0,23.0,1,615_C1,2907
4,17953.0,24.0,0.6,1830160,181.699,2020-11-20T11:02:13.213Z,14.0,1,20.502,18000.0,22.0,1,FRESA_14X100,2908
5,17995.0,25.0,1.1,1892721,181.699,2020-11-20T11:12:38.831Z,14.0,1,20.298,18000.0,23.0,1,FRESA_14X100,2909
6,17945.0,25.0,3.0,1937929,181.699,2020-11-20T11:20:10.917Z,14.0,1,20.195,18000.0,24.0,1,FRESA_14X100,2910
7,18028.0,27.0,2.6,1976471,181.699,2020-11-20T11:26:36.341Z,14.0,1,20.212,18000.0,24.0,1,FRESA_14X100,2911
8,17961.0,25.0,2.3,2008184,181.699,2020-11-20T11:31:53.475Z,14.0,1,20.315,18000.0,23.0,1,FRESA_14X100,2912
9,17993.0,25.0,2.7,2055934,181.699,2020-11-20T11:39:50.981Z,14.0,1,20.365,18000.0,23.0,1,FRESA_14X100,2913
10,17974.0,25.0,2.0,2102633,181.699,2020-11-20T11:47:37.977Z,14.0,1,20.382,18000.0,24.0,1,FRESA_14X100,2914
11,18013.0,27.0,1.6,2144175,181.699,2020-11-20T11:54:33.403Z,14.0,1,20.349,18000.0,24.0,1,FRESA_14X100,2915
12,14996.0,30.0,1.4,2153114,143.8,2020-11-20T11:56:02.794Z,11.3,1,20.179,15000.0,25.0,1,FRESA_12X52,2916
13,17996.0,25.0,2.2,2183651,181.699,2020-11-20T12:01:08.168Z,14.0,1,20.298,18000.0,23.0,1,FRESA_14X100,2917
14,15018.0,30.0,1.2,2192436,143.8,2020-11-20T12:02:36.019Z,11.3,1,20.315,15000.0,24.0,1,FRESA_12X52,2918
15,14926.0,29.0,1.0,2587567,143.8,2020-11-20T13:08:27.378Z,11.3,1,20.332,15000.0,24.0,1,FRESA_12X52,2920
16,18038.0,25.0,1.0,2578880,181.699,2020-11-20T13:07:00.507Z,14.0,1,20.179,18000.0,23.0,1,FRESA_14X100,2919
17,17967.0,25.0,2.0,2647256,181.699,2020-11-20T13:18:24.276Z,14.0,1,20.212,18000.0,24.0,1,FRESA_14X100,2921
18,14949.0,30.0,1.1,2656407,143.8,2020-11-20T13:19:55.787Z,11.3,1,20.128,15000.0,25.0,1,FRESA_12X52,2922
19,17967.0,25.0,1.9,2690132,181.699,2020-11-20T13:25:33.041Z,14.0,1,20.365,18000.0,23.0,1,FRESA_14X100,2923
20,14949.0,29.0,0.8,2699293,143.8,2020-11-20T13:27:04.652Z,11.3,1,20.212,15000.0,24.0,1,FRESA_12X52,2924
21,15975.0,25.0,1.6,2891106,137.5,2020-11-20T13:59:02.807Z,50.0,1,20.349,16000.0,24.0,1,615_B1,2925
22,18024.0,28.0,1.9,2898870,132.0,2020-11-20T14:00:20.448Z,35.0,1,20.298,18000.0,24.0,1,615_C1,2926
23,19999.0,32.0,1.2,2912870,125.9,2020-11-20T14:02:40.450Z,20.0,1,20.247,20000.0,24.0,1,615_D1,2927
24,15962.0,34.0,1.8,2921208,137.5,2020-11-20T14:04:03.831Z,50.0,1,20.281,16000.0,25.0,1,615_B1,2928
25,17992.0,34.0,2.0,2924332,132.0,2020-11-20T14:04:35.071Z,35.0,1,20.315,18000.0,25.0,1,615_C1,2929
26,20039.0,33.0,1.2,2928925,125.9,2020-11-20T14:05:21.002Z,20.0,1,20.264,20000.0,24.0,1,615_D1,2930
27,14932.0,34.0,0.6,2932174,153.899,2020-11-20T14:05:53.492Z,15.7,1,20.281,15000.0,24.0,1,FRESA_16X52,2931
28,17972.0,32.0,0.6,2947168,181.699,2020-11-20T14:08:23.434Z,14.0,1,20.247,18000.0,24.0,1,FRESA_14X100,2932
29,14985.0,24.0,0.4,3158852,153.899,2020-11-20T14:43:40.301Z,15.7,1,20.247,15000.0,22.0,1,FRESA_16X52,2933
30,5909.0,28.0,1.4,3173913,97.8,2020-11-20T14:46:10.913Z,301.1,1,20.451,6000.0,23.0,1,FRESA300,2934
31,14991.0,25.0,0.6,3350738,153.899,2020-11-20T15:15:39.185Z,15.7,1,20.212,15000.0,24.0,1,FRESA_16X52,2935
32,5926.0,27.0,1.7,3354899,97.8,2020-11-20T15:16:20.796Z,301.1,1,20.247,6000.0,24.0,1,FRESA300,2936
33,14955.0,29.0,0.8,3359459,153.899,2020-11-20T15:17:06.396Z,15.7,1,20.382,15000.0,24.0,1,FRESA_16X52,2937
34,14927.0,19.0,0.5,368288,153.899,2020-11-23T07:14:58.645Z,15.7,1,20.195,15000.0,17.0,1,FRESA_16X52,2938
35,14905.0,22.0,1.0,765153,153.899,2020-11-23T08:21:07.346Z,15.7,1,20.365,15000.0,20.0,1,FRESA_16X52,2939
36,14948.0,23.0,1.7,825153,153.899,2020-11-23T08:31:07.354Z,15.7,1,20.247,15000.0,22.0,1,FRESA_16X52,2940
37,15049.0,24.0,0.9,1027999,153.899,2020-11-23T09:04:55.840Z,15.7,1,20.281,15000.0,22.0,1,FRESA_16X52,2941
38,15020.0,25.0,0.8,1105302,153.899,2020-11-23T09:17:48.881Z,15.7,1,20.145,15000.0,23.0,1,FRESA_16X52,2942
39,15051.0,25.0,0.9,1169465,153.899,2020-11-23T09:28:30.520Z,15.7,1,20.162,15000.0,23.0,1,FRESA_16X52,2943
40,14981.0,25.0,0.9,1237986,153.899,2020-11-23T09:39:55.739Z,15.7,1,20.212,15000.0,24.0,1,FRESA_16X52,2944
41,15010.0,25.0,0.9,1273986,153.899,2020-11-23T09:45:55.744Z,15.7,1,20.298,15000.0,24.0,1,FRESA_16X52,2945
42,14983.0,24.0,1.0,1370599,153.899,2020-11-23T10:02:01.887Z,15.7,1,20.315,15000.0,22.0,1,FRESA_16X52,2946
43,15004.0,24.0,0.9,1401931,153.899,2020-11-23T10:07:15.212Z,15.7,1,20.281,15000.0,22.0,1,FRESA_16X52,2947
44,15010.0,24.0,1.0,1430302,153.899,2020-11-23T10:11:58.926Z,15.7,1,20.162,15000.0,22.0,1,FRESA_16X52,2948
45,14903.0,25.0,1.0,1453183,153.899,2020-11-23T10:15:47.739Z,15.7,1,20.349,15000.0,23.0,1,FRESA_16X52,2949
46,14953.0,25.0,1.0,1466889,153.899,2020-11-23T10:18:04.801Z,15.7,1,20.195,15000.0,23.0,1,FRESA_16X52,2950
47,17983.0,24.0,1.4,1761045,181.699,2020-11-23T11:07:06.402Z,14.0,1,20.332,18000.0,22.0,1,FRESA_14X100,2951
48,17973.0,25.0,2.3,1803772,181.699,2020-11-23T11:14:13.678Z,14.0,1,20.281,18000.0,23.0,1,FRESA_14X100,2952
49,18013.0,27.0,1.1,1821546,181.699,2020-11-23T11:17:11.420Z,14.0,1,20.247,18000.0,24.0,1,FRESA_14X100,2953
50,14996.0,25.0,0.3,2699658,153.899,2020-11-23T13:43:32.664Z,15.7,1,20.195,15000.0,23.0,1,FRESA_16X52,2954
51,14948.0,25.0,0.7,2711690,153.899,2020-11-23T13:45:32.986Z,15.7,1,20.212,15000.0,23.0,1,FRESA_16X52,2955
52,5919.0,24.0,1.5,3065154,97.8,2020-11-23T14:44:27.676Z,301.1,1,20.247,6000.0,22.0,1,FRESA300,2956
53,15000.0,27.0,0.8,3072530,153.899,2020-11-23T14:45:41.437Z,15.7,1,20.247,15000.0,22.0,1,FRESA_16X52,2957
54,18030.0,28.0,0.6,3084391,126.5,2020-11-23T14:47:40.048Z,8.0,1,20.247,18000.0,23.0,1,FRESA_8X35,2958
55,5823.0,24.0,1.6,3379159,97.8,2020-11-23T15:36:47.770Z,301.1,1,24.395,6000.0,22.0,1,FRESA300,2959
56,18012.0,25.0,0.9,3385079,126.5,2020-11-23T15:37:46.971Z,8.0,1,20.247,18000.0,22.0,1,FRESA_8X35,2960
57,15014.0,27.0,0.9,3387316,153.899,2020-11-23T15:38:09.342Z,15.7,1,20.111,15000.0,22.0,1,FRESA_16X52,2961
58,15006.0,24.0,1.1,3454182,153.899,2020-11-23T15:49:18.011Z,15.7,1,20.417,15000.0,22.0,1,FRESA_16X52,2962
59,5928.0,24.0,1.7,3488780,97.8,2020-11-23T15:55:03.996Z,301.1,1,20.468,6000.0,23.0,1,FRESA300,2963
60,17935.0,27.0,0.6,3493201,126.5,2020-11-23T15:55:48.207Z,8.0,1,20.212,18000.0,22.0,1,FRESA_8X35,2964
61,15073.0,27.0,0.9,3495434,153.899,2020-11-23T15:56:10.537Z,15.7,1,20.365,15000.0,22.0,1,FRESA_16X52,2965
62,5924.0,25.0,1.2,3663884,97.8,2020-11-23T16:24:15.061Z,301.1,1,20.212,6000.0,24.0,1,FRESA300,2966
63,18034.0,27.0,1.0,3669663,126.5,2020-11-23T16:25:12.852Z,8.0,1,20.212,18000.0,23.0,1,FRESA_8X35,2967
64,15018.0,18.0,0.9,112954,153.899,2020-11-24T06:17:01.672Z,15.7,1,20.365,15000.0,15.0,1,FRESA_16X52,2969
65,15076.0,17.0,0.7,106651,153.899,2020-11-24T06:15:58.641Z,15.7,1,20.552,15000.0,15.0,1,FRESA_16X52,2968
66,15052.0,20.0,1.0,119472,153.899,2020-11-24T06:18:06.852Z,15.7,1,20.212,15000.0,17.0,1,FRESA_16X52,2970
67,15033.0,20.0,1.0,125991,153.899,2020-11-24T06:19:12.043Z,15.7,1,20.212,15000.0,17.0,1,FRESA_16X52,2971
68,14882.0,20.0,0.9,134771,153.899,2020-11-24T06:20:39.844Z,15.7,1,20.332,15000.0,17.0,1,FRESA_16X52,2972
69,15007.0,19.0,0.9,185530,153.899,2020-11-24T06:29:07.439Z,15.7,1,20.128,15000.0,17.0,1,FRESA_16X52,2973
70,14994.0,20.0,0.7,193450,153.899,2020-11-24T06:30:26.640Z,15.7,1,20.162,15000.0,17.0,1,FRESA_16X52,2974
71,15022.0,20.0,1.3,205372,153.899,2020-11-24T06:32:25.861Z,15.7,1,20.349,15000.0,18.0,1,FRESA_16X52,2975
72,14948.0,22.0,1.3,212014,153.899,2020-11-24T06:33:32.282Z,15.7,1,20.247,15000.0,18.0,1,FRESA_16X52,2976
73,14946.0,22.0,1.3,219502,153.899,2020-11-24T06:34:47.162Z,15.7,1,20.247,15000.0,18.0,1,FRESA_16X52,2977
74,15000.0,22.0,1.4,237308,153.899,2020-11-24T06:37:45.224Z,15.7,1,20.281,15000.0,19.0,1,FRESA_16X52,2979
75,14953.0,22.0,1.4,228989,153.899,2020-11-24T06:36:22.033Z,15.7,1,20.281,15000.0,18.0,1,FRESA_16X52,2978
76,14981.0,22.0,1.3,245783,153.899,2020-11-24T06:39:09.975Z,15.7,1,20.212,15000.0,19.0,1,FRESA_16X52,2980
77,14914.0,22.0,1.2,252266,153.899,2020-11-24T06:40:14.806Z,15.7,1,20.417,15000.0,19.0,1,FRESA_16X52,2981
78,14962.0,22.0,1.2,276393,153.899,2020-11-24T06:44:16.078Z,15.7,1,20.264,15000.0,20.0,1,FRESA_16X52,2982
79,14991.0,22.0,1.3,282685,153.899,2020-11-24T06:45:18.999Z,15.7,1,20.179,15000.0,20.0,1,FRESA_16X52,2983
80,15012.0,23.0,1.3,289589,153.899,2020-11-24T06:46:28.040Z,15.7,1,20.264,15000.0,20.0,1,FRESA_16X52,2984
81,14902.0,22.0,1.4,326963,153.899,2020-11-24T06:52:41.784Z,15.7,1,20.315,15000.0,20.0,1,FRESA_16X52,2985
82,14949.0,22.0,1.1,398057,153.899,2020-11-24T07:04:32.732Z,15.7,1,20.332,15000.0,20.0,1,FRESA_16X52,2986
83,14991.0,28.0,0.8,487053,153.899,2020-11-24T07:19:22.703Z,15.7,1,20.264,15000.0,24.0,1,FRESA_16X52,2987
84,14949.0,25.0,0.9,567827,153.899,2020-11-24T07:32:50.453Z,15.7,1,20.195,15000.0,23.0,1,FRESA_16X52,2988
85,15076.0,27.0,1.3,577860,153.899,2020-11-24T07:34:30.784Z,15.7,1,20.365,15000.0,24.0,1,FRESA_16X52,2989
86,14982.0,27.0,1.3,585905,153.899,2020-11-24T07:35:51.235Z,15.7,1,20.298,15000.0,24.0,1,FRESA_16X52,2990
87,14928.0,27.0,1.3,594917,153.899,2020-11-24T07:37:21.356Z,15.7,1,20.179,15000.0,24.0,1,FRESA_16X52,2991
88,14974.0,28.0,1.3,602961,153.899,2020-11-24T07:38:41.797Z,15.7,1,20.298,15000.0,24.0,1,FRESA_16X52,2992
89,14990.0,28.0,1.3,611107,153.899,2020-11-24T07:40:03.258Z,15.7,1,20.264,15000.0,24.0,1,FRESA_16X52,2993
90,15004.0,28.0,1.3,618570,153.899,2020-11-24T07:41:17.889Z,15.7,1,20.298,15000.0,24.0,1,FRESA_16X52,2994
91,14928.0,28.0,1.3,626597,153.899,2020-11-24T07:42:38.160Z,15.7,1,20.298,15000.0,24.0,1,FRESA_16X52,2995
92,15042.0,28.0,1.3,634678,153.899,2020-11-24T07:43:58.971Z,15.7,1,20.212,15000.0,24.0,1,FRESA_16X52,2996
93,15063.0,28.0,1.4,642863,153.899,2020-11-24T07:45:20.822Z,15.7,1,20.264,15000.0,24.0,1,FRESA_16X52,2997
94,14931.0,27.0,1.3,658873,153.899,2020-11-24T07:48:00.924Z,15.7,1,20.298,15000.0,24.0,1,FRESA_16X52,2998
95,14907.0,28.0,1.3,666540,153.899,2020-11-24T07:49:17.595Z,15.7,1,20.162,15000.0,24.0,1,FRESA_16X52,2999
96,14959.0,28.0,1.3,674410,153.899,2020-11-24T07:50:36.296Z,15.7,1,20.451,15000.0,24.0,1,FRESA_16X52,3000
97,15042.0,28.0,1.3,682055,153.899,2020-11-24T07:51:52.746Z,15.7,1,20.247,15000.0,24.0,1,FRESA_16X52,3001
98,14965.0,27.0,1.3,691310,153.899,2020-11-24T07:53:25.298Z,15.7,1,20.212,15000.0,23.0,1,FRESA_16X52,3002
99,15009.0,24.0,1.3,765557,153.899,2020-11-24T08:05:47.777Z,15.7,1,20.264,15000.0,22.0,1,FRESA_16X52,3003
100,15004.0,25.0,1.3,773450,153.899,2020-11-24T08:07:06.708Z,15.7,1,20.128,15000.0,22.0,1,FRESA_16X52,3004
101,14909.0,27.0,1.3,781181,153.899,2020-11-24T08:08:24.019Z,15.7,1,20.382,15000.0,23.0,1,FRESA_16X52,3005
102,14994.0,27.0,1.2,789287,153.899,2020-11-24T08:09:45.080Z,15.7,1,20.212,15000.0,23.0,1,FRESA_16X52,3006
103,15019.0,25.0,1.3,811355,153.899,2020-11-24T08:13:25.762Z,15.7,1,20.212,15000.0,23.0,1,FRESA_16X52,3007
104,14971.0,25.0,0.7,1448314,153.899,2020-11-24T09:59:35.433Z,15.7,1,20.451,15000.0,23.0,1,FRESA_16X52,3008
105,17977.0,25.0,0.3,1821575,126.5,2020-11-24T11:01:48.091Z,8.0,1,20.332,18000.0,23.0,1,FRESA_8X35,3009
106,15012.0,25.0,0.7,2716151,153.899,2020-11-24T13:30:53.966Z,15.7,1,20.298,15000.0,24.0,1,FRESA_16X52,3010
107,11965.0,27.0,0.6,2719852,131.38,2020-11-24T13:31:30.976Z,45.799,1,20.212,12000.0,23.0,1,MANIGLIONE_45,3011
108,11984.0,25.0,1.1,3037560,136.0,2020-11-24T14:24:28.097Z,46.0,1,20.23,12000.0,24.0,1,MANIGLIONE45,3012
109,11963.0,25.0,1.1,3061103,136.5,2020-11-24T14:28:23.530Z,46.0,1,20.162,12000.0,24.0,1,MANIGLIONE45,3013
110,15049.0,25.0,0.9,3105832,153.899,2020-11-24T14:35:50.826Z,15.7,1,20.23,15000.0,23.0,1,FRESA_16X52,3014
111,11993.0,25.0,0.8,3109089,136.5,2020-11-24T14:36:23.396Z,46.0,1,20.179,12000.0,23.0,1,MANIGLIONE45,3015
112,15033.0,25.0,0.4,3409148,153.899,2020-11-24T15:26:24.025Z,15.7,1,20.315,15000.0,24.0,1,FRESA_16X52,3016
113,12011.0,27.0,0.5,3412591,136.5,2020-11-24T15:26:58.456Z,46.0,1,20.434,12000.0,24.0,1,MANIGLIONE45,3017
114,17982.0,28.0,0.4,3418525,126.5,2020-11-24T15:27:57.797Z,8.0,1,20.162,18000.0,24.0,1,FRESA_8X35,3018
115,14929.0,24.0,0.3,3497930,153.899,2020-11-24T15:41:11.857Z,15.7,1,20.247,15000.0,22.0,1,FRESA_16X52,3019
116,11987.0,25.0,1.2,3502602,136.5,2020-11-24T15:41:58.577Z,46.0,1,20.315,12000.0,22.0,1,MANIGLIONE45,3020
117,18016.0,28.0,0.8,3511520,126.5,2020-11-24T15:43:27.759Z,8.0,1,20.212,18000.0,22.0,1,FRESA_8X35,3021
118,18024.0,25.0,0.8,3543943,126.5,2020-11-24T15:48:51.993Z,8.0,1,20.23,18000.0,23.0,1,FRESA_8X35,3022
119,18019.0,25.0,0.8,3579772,126.5,2020-11-24T15:54:50.288Z,8.0,1,20.212,18000.0,23.0,1,FRESA_8X35,3023
120,18006.0,25.0,0.8,3603567,126.5,2020-11-24T15:58:48.241Z,8.0,1,20.128,18000.0,24.0,1,FRESA_8X35,3024
121,17997.0,20.0,1.1,302097,126.5,2020-11-25T06:42:44.600Z,8.0,1,20.162,18000.0,18.0,1,FRESA_8X35,3025
122,17918.0,22.0,0.9,324482,126.5,2020-11-25T06:46:28.452Z,8.0,1,20.332,18000.0,19.0,1,FRESA_8X35,3026
123,12015.0,24.0,1.1,910478,137.5,2020-11-25T08:24:08.487Z,46.0,1,20.365,12000.0,22.0,1,MANIGLIONE45,3027
124,11995.0,24.0,1.1,950941,135.5,2020-11-25T08:30:53.122Z,46.0,1,20.349,12000.0,22.0,1,MANIGLIONE45,3028
125,13923.0,25.0,1.4,1583619,104.0,2020-11-25T10:16:19.987Z,42.0,1,20.382,14000.0,23.0,1,FRESACIPOLLA,3029
126,13968.0,25.0,1.6,1604849,103.0,2020-11-25T10:19:52.289Z,42.0,1,20.298,14000.0,23.0,1,FRESACIPOLLA,3030
127,13941.0,25.0,1.7,1629897,105.0,2020-11-25T10:24:02.773Z,42.0,1,20.247,14000.0,23.0,1,FRESACIPOLLA,3031
128,3970.0,25.0,0.3,1668639,104.0,2020-11-25T10:30:30.198Z,3.0,1,20.349,4000.0,24.0,1,FRESA3MM,3032
129,3990.0,25.0,0.7,1682442,105.0,2020-11-25T10:32:48.230Z,3.0,1,20.247,4000.0,24.0,1,FRESA3MM,3033
130,4006.0,27.0,0.8,1696788,103.0,2020-11-25T10:35:11.692Z,3.0,1,20.298,4000.0,24.0,1,FRESA3MM,3034
131,15019.0,24.0,0.9,1767955,153.899,2020-11-25T10:47:03.372Z,15.7,1,20.162,15000.0,22.0,1,FRESA_16X52,3035
132,11953.0,25.0,0.7,1770953,135.5,2020-11-25T10:47:33.352Z,46.0,1,20.23,12000.0,22.0,1,MANIGLIONE45,3036
133,17994.0,27.0,0.4,1774774,126.5,2020-11-25T10:48:11.562Z,8.0,1,20.417,18000.0,22.0,1,FRESA_8X35,3037
134,3916.0,27.0,0.2,1777357,103.0,2020-11-25T10:48:37.393Z,3.0,1,20.281,4000.0,22.0,1,FRESA3MM,3038
135,15013.0,25.0,1.0,1892986,153.899,2020-11-25T11:07:53.698Z,15.7,1,20.315,15000.0,23.0,1,FRESA_16X52,3039
136,11999.0,27.0,0.6,1898350,135.5,2020-11-25T11:08:47.339Z,46.0,1,20.332,12000.0,23.0,1,MANIGLIONE45,3040
137,17977.0,28.0,0.7,1901154,126.5,2020-11-25T11:09:15.380Z,8.0,1,20.264,18000.0,23.0,1,FRESA_8X35,3041
138,3951.0,29.0,0.3,1903755,103.0,2020-11-25T11:09:41.390Z,3.0,1,20.212,4000.0,23.0,1,FRESA3MM,3042
139,14976.0,25.0,0.3,2005451,153.899,2020-11-25T11:26:38.364Z,15.7,1,20.315,15000.0,24.0,1,FRESA_16X52,3043
140,12018.0,27.0,1.0,2008702,135.5,2020-11-25T11:27:10.874Z,46.0,1,20.315,12000.0,24.0,1,MANIGLIONE45,3044
141,17992.0,28.0,0.9,2011495,126.5,2020-11-25T11:27:38.805Z,8.0,1,20.468,18000.0,24.0,1,FRESA_8X35,3045
142,4019.0,29.0,0.2,2013787,103.0,2020-11-25T11:28:01.725Z,3.0,1,20.264,4000.0,24.0,1,FRESA3MM,3046
143,14896.0,24.0,1.0,2048965,153.899,2020-11-25T11:33:53.510Z,15.7,1,20.281,15000.0,22.0,1,FRESA_16X52,3047
144,11975.0,25.0,0.9,2051530,135.5,2020-11-25T11:34:19.160Z,46.0,1,20.247,12000.0,22.0,1,MANIGLIONE45,3048
145,17963.0,27.0,0.9,2053902,126.5,2020-11-25T11:34:42.881Z,8.0,1,20.281,18000.0,22.0,1,FRESA_8X35,3049
146,3971.0,27.0,0.3,2056202,103.0,2020-11-25T11:35:05.881Z,3.0,1,20.349,4000.0,22.0,1,FRESA3MM,3050
147,14910.0,24.0,1.1,2132990,153.899,2020-11-25T11:47:53.771Z,15.7,1,20.212,15000.0,23.0,1,FRESA_16X52,3051
148,14914.0,25.0,1.1,2145648,153.899,2020-11-25T11:50:00.353Z,15.7,1,20.247,15000.0,23.0,1,FRESA_16X52,3052
149,12006.0,27.0,0.8,2148483,135.5,2020-11-25T11:50:28.704Z,46.0,1,20.247,12000.0,23.0,1,MANIGLIONE45,3053
150,3938.0,27.0,0.3,2150907,103.0,2020-11-25T11:50:52.944Z,3.0,1,20.212,4000.0,23.0,1,FRESA3MM,3054
151,18011.0,25.0,0.9,2294619,126.5,2020-11-25T12:14:50.084Z,8.0,1,20.298,18000.0,24.0,1,FRESA_8X35,3055
152,14951.0,25.0,0.9,2694986,153.899,2020-11-25T13:21:33.808Z,15.7,1,20.162,15000.0,24.0,1,FRESA_16X52,3056
153,14994.0,27.0,1.4,2701090,153.899,2020-11-25T13:22:34.849Z,15.7,1,20.212,15000.0,24.0,1,FRESA_16X52,3057
154,15076.0,27.0,1.5,2711811,153.899,2020-11-25T13:24:22.061Z,15.7,1,20.349,15000.0,24.0,1,FRESA_16X52,3058
155,14945.0,27.0,1.5,2717836,153.899,2020-11-25T13:25:22.312Z,15.7,1,20.247,15000.0,24.0,1,FRESA_16X52,3059
156,14970.0,27.0,1.4,2725388,153.899,2020-11-25T13:26:37.833Z,15.7,1,20.365,15000.0,24.0,1,FRESA_16X52,3060
157,7986.0,24.0,1.1,2827804,42.5,2020-11-25T13:43:42.007Z,6.3,1,20.162,8000.0,22.0,1,AGGRE83H-1-FA83,3061
158,7956.0,25.0,0.9,2892475,42.5,2020-11-25T13:54:28.726Z,6.3,1,20.247,8000.0,23.0,1,AGGRE83H-1-FA83,3062
159,7976.0,25.0,1.0,2914539,42.5,2020-11-25T13:58:09.369Z,6.3,1,20.212,8000.0,23.0,1,AGGRE83H-1-FA83,3063
160,7959.0,25.0,1.2,2931754,42.5,2020-11-25T14:01:01.521Z,6.3,1,20.298,8000.0,23.0,1,AGGRE83H-1-FA83,3064
161,7986.0,25.0,1.2,2957774,42.5,2020-11-25T14:05:21.724Z,6.3,1,20.281,8000.0,23.0,1,AGGRE83H-1-FA83,3065
162,7997.0,25.0,1.2,2998604,42.5,2020-11-25T14:12:10.030Z,6.3,1,20.281,8000.0,24.0,1,AGGRE83H-1-FA83,3066
163,7957.0,25.0,1.2,3026418,42.5,2020-11-25T14:16:48.174Z,6.3,1,20.145,8000.0,24.0,1,AGGRE83H-1-FA83,3067
164,3971.0,24.0,0.2,3087461,103.0,2020-11-25T14:26:58.612Z,3.0,1,20.247,4000.0,22.0,1,FRESA3MM,3068
165,4010.0,25.0,0.3,3230418,103.0,2020-11-25T14:50:48.202Z,3.0,1,20.247,4000.0,23.0,1,FRESA3MM,3069
166,15034.0,25.0,0.4,3294989,153.899,2020-11-25T15:01:33.921Z,15.7,1,20.247,15000.0,24.0,1,FRESA_16X52,3070
167,14934.0,24.0,1.9,128864,153.899,2020-11-25T15:41:11.468Z,15.7,1,20.212,15000.0,23.0,1,FRESA_16X52,3071
168,14972.0,27.0,0.7,139543,153.899,2020-11-25T15:42:58.259Z,15.7,1,20.382,15000.0,23.0,1,FRESA_16X52,3072
169,15016.0,27.0,2.1,148043,153.899,2020-11-25T15:44:23.260Z,15.7,1,20.162,15000.0,23.0,1,FRESA_16X52,3073
170,14987.0,27.0,2.3,156095,153.899,2020-11-25T15:45:43.781Z,15.7,1,20.179,15000.0,23.0,1,FRESA_16X52,3074
171,15052.0,25.0,0.7,266715,153.899,2020-11-25T16:04:09.995Z,15.7,1,20.212,15000.0,24.0,1,FRESA_16X52,3075
172,11936.0,28.0,0.9,274872,135.5,2020-11-25T16:05:31.566Z,46.0,1,20.247,12000.0,24.0,1,MANIGLIONE45,3076
173,3957.0,30.0,0.2,281144,103.0,2020-11-25T16:06:34.287Z,3.0,1,20.417,4000.0,23.0,1,FRESA3MM,3077
174,18005.0,29.0,1.0,294050,181.699,2020-11-25T16:08:43.349Z,14.0,1,20.23,18000.0,23.0,1,FRESA_14X100,3078
175,3990.0,24.0,0.2,371055,103.0,2020-11-25T16:21:33.408Z,3.0,1,20.247,4000.0,22.0,1,FRESA3MM,3079
176,14889.0,23.0,0.6,763955,153.899,2020-11-26T08:19:56.614Z,15.7,1,20.212,15000.0,22.0,1,FRESA_16X52,3080
177,11980.0,27.0,0.6,773768,135.5,2020-11-26T08:21:34.745Z,46.0,1,20.212,12000.0,22.0,1,MANIGLIONE45,3081
178,14013.0,28.0,0.3,781429,103.0,2020-11-26T08:22:51.356Z,3.0,1,20.179,14000.0,22.0,1,FRESA3MM,3082
179,17980.0,30.0,2.0,804664,181.699,2020-11-26T08:26:43.708Z,14.0,1,20.298,18000.0,22.0,1,FRESA_14X100,3083
180,18001.0,25.0,0.9,873293,126.5,2020-11-26T08:38:10.007Z,8.0,1,20.365,18000.0,23.0,1,FRESA_8X35,3084
181,17947.0,25.0,0.9,934725,126.5,2020-11-26T08:48:24.334Z,8.0,1,20.162,18000.0,23.0,1,FRESA_8X35,3085
182,14974.0,25.0,0.2,970098,153.899,2020-11-26T08:54:18.068Z,15.7,1,20.23,15000.0,24.0,1,FRESA_16X52,3086
183,11980.0,29.0,0.9,978729,135.5,2020-11-26T08:55:44.379Z,46.0,1,20.247,12000.0,24.0,1,MANIGLIONE45,3087
184,14000.0,30.0,0.2,985391,103.0,2020-11-26T08:56:51.000Z,3.0,1,20.281,14000.0,23.0,1,FRESA3MM,3088
185,17992.0,32.0,2.6,1007923,181.699,2020-11-26T09:00:36.323Z,14.0,1,20.315,18000.0,24.0,1,FRESA_14X100,3089
186,14873.0,25.0,0.7,1210899,153.899,2020-11-26T09:34:26.108Z,15.7,1,20.434,15000.0,23.0,1,FRESA_16X52,3090
187,11983.0,27.0,0.9,1218633,135.5,2020-11-26T09:35:43.449Z,46.0,1,20.247,12000.0,23.0,1,MANIGLIONE45,3091
188,13978.0,29.0,0.5,1224466,103.0,2020-11-26T09:36:41.780Z,3.0,1,20.145,14000.0,23.0,1,FRESA3MM,3092
189,18006.0,30.0,0.8,1246192,181.699,2020-11-26T09:40:19.042Z,14.0,1,20.382,18000.0,24.0,1,FRESA_14X100,3093
190,17970.0,25.0,1.9,1285773,181.699,2020-11-26T09:46:54.857Z,14.0,1,20.332,18000.0,24.0,1,FRESA_14X100,3094
